energy_ev,total_up,Ga_p_up,Ga_d_up,Nb_p_up,Nb_d_up,Se_s_up,Se_p_up
-6.00000000,7.56247363,0.28271160,0.00000000,3.15489489,2.80401343,0.03051197,4.02643999
-5.99399700,7.60662534,0.27971979,0.00000000,3.15465045,2.86454953,0.03051899,4.08134628
-5.98799400,7.62818033,0.27541531,0.00000000,3.14469538,2.91882687,0.03038071,4.12602138
-5.98199100,7.62981060,0.26991894,0.00000000,3.12635114,2.96741656,0.03010397,4.16166380
-5.97598799,7.61457813,0.26337266,0.00000000,3.10112066,3.01101912,0.02969821,4.18966753
-5.96998499,7.58578716,0.25593402,0.00000000,3.07062035,3.05041851,0.02917499,4.21154754
-5.96398199,7.54682780,0.24777021,0.00000000,3.03650804,3.08643144,0.02854743,4.22885944
-5.95797899,7.50101787,0.23905199,0.00000000,3.00041032,3.11985463,0.02782966,4.24311687
-5.95197599,7.45145015,0.22994790,0.00000000,2.96385207,3.15141221,0.02703628,4.25571054
-5.94597299,7.40085208,0.22061887,0.00000000,2.92819158,3.18170622,0.02618186,4.26783257
-5.93996998,7.35146412,0.21121348,0.00000000,2.89456390,3.21117262,0.02528041,4.28041011
-5.93396698,7.30494243,0.20186402,0.00000000,2.86383484,3.24004518,0.02434502,4.29405118
-5.92796398,7.26229013,0.19268356,0.00000000,2.83656778,3.26832933,0.02338756,4.30900588
-5.92196098,7.22382024,0.18376393,0.00000000,2.81300435,3.29578750,0.02241841,4.32514465
-5.91595798,7.18915161,0.17517478,0.00000000,2.79305995,3.32193704,0.02144635,4.34195522
-5.90995498,7.15723801,0.16696365,0.00000000,2.77633407,3.34606103,0.02047855,4.35855823
-5.90395198,7.12642846,0.15915688,0.00000000,2.76213468,3.36723175,0.01952057,4.37374135
-5.89794897,7.09455588,0.15176138,0.00000000,2.74951555,3.38434591,0.01857648,4.38601002
-5.89194597,7.05904935,0.14476703,0.00000000,2.73732451,3.39617008,0.01764908,4.39365287
-5.88594297,7.01706464,0.13814960,0.00000000,2.72426037,3.40139418,0.01674006,4.39481843
-5.87993997,6.96562647,0.13187393,0.00000000,2.70893567,3.39869048,0.01585027,4.38759972
-5.87393697,6.90177565,0.12589727,0.00000000,2.68994241,3.38677531,0.01497993,4.37012252
-5.86793397,6.82271421,0.12017266,0.00000000,2.66591754,3.36447035,0.01412891,4.34063319
-5.86193097,6.72594159,0.11465201,0.00000000,2.63560538,3.33076060,0.01329691,4.29758179
-5.85592796,6.60937584,0.10928897,0.00000000,2.59791410,3.28484610,0.01248368,4.23969662
-5.84992496,6.47145437,0.10404136,0.00000000,2.55196374,3.22618489,0.01168910,4.16604667
-5.84392196,6.31121019,0.09887306,0.00000000,2.49712407,3.15452524,0.01091337,4.07608921
-5.83791896,6.12832064,0.09375552,0.00000000,2.43304054,3.06992562,0.01015697,3.96970054
-5.83191596,5.92312738,0.08866854,0.00000000,2.35964789,2.97276159,0.00942078,3.84718874
-5.82591296,5.69662753,0.08360067,0.00000000,2.27717091,2.86371960,0.00870600,3.70928827
-5.81990995,5.45043754,0.07854908,0.00000000,2.18611321,2.74377803,0.00801410,3.55713713
-5.81390695,5.18673263,0.07351898,0.00000000,2.08723472,2.61417693,0.00734681,3.39223832
-5.80790395,4.90816561,0.06852271,0.00000000,1.98151972,2.47637801,0.00670596,3.21640770
-5.80190095,4.61776983,0.06357859,0.00000000,1.87013731,2.33201712,0.00609345,3.03171149
-5.79589795,4.31885161,0.05870954,0.00000000,1.75439644,2.18285163,0.00551114,2.84039647
-5.78989495,4.01487760,0.05394168,0.00000000,1.63569802,2.03070546,0.00496076,2.64481665
-5.78389195,3.70936258,0.04930285,0.00000000,1.51548647,1.87741422,0.00444385,2.44735972
-5.77788894,3.40576277,0.04482127,0.00000000,1.39520285,1.72477292,0.00396169,2.25037688
-5.77188594,3.10737912,0.04052433,0.00000000,1.27624175,1.57448865,0.00351533,2.05611883
-5.76588294,2.81727437,0.03643750,0.00000000,1.15991356,1.42813973,0.00310548,1.86668050
-5.75987994,2.53820648,0.03258357,0.00000000,1.04741340,1.28714296,0.00273259,1.68395641
-5.75387694,2.27258028,0.02898201,0.00000000,0.93979767,1.15272970,0.00239689,1.50960786
-5.74787394,2.02241804,0.02564871,0.00000000,0.83796860,1.02593121,0.00209835,1.34504254
-5.74187094,1.78934860,0.02259582,0.00000000,0.74266684,0.90757320,0.00183685,1.19140647
-5.73586793,1.57461411,0.01983193,0.00000000,0.65447171,0.79827896,0.00161216,1.04958761
-5.72986493,1.37909231,0.01736234,0.00000000,0.57380844,0.69848026,0.00142408,0.92023004
-5.72386193,1.20333206,0.01518952,0.00000000,0.50096144,0.60843491,0.00127248,0.80375696
-5.71785893,1.04759920,0.01331373,0.00000000,0.43609231,0.52824939,0.00115743,0.70040094
-5.71185593,0.91192968,0.01173359,0.00000000,0.37926165,0.45790532,0.00107919,0.61023918
-5.70585293,0.79618671,0.01044677,0.00000000,0.33045292,0.39728805,0.00103837,0.53323178
-5.69984992,0.70011910,0.00945063,0.00000000,0.28959742,0.34621603,0.00103591,0.46926097
-5.69384692,0.62341753,0.00874277,0.00000000,0.25659892,0.30446935,0.00107312,0.41816934
-5.68784392,0.56576646,0.00832153,0.00000000,0.23135692,0.27181648,0.00115171,0.37979527
-5.68184092,0.52688927,0.00818635,0.00000000,0.21378746,0.24803787,0.00127379,0.35400400
-5.67583792,0.50658469,0.00833796,0.00000000,0.20384066,0.23294558,0.00144174,0.34071306
-5.66983492,0.50475323,0.00877847,0.00000000,0.20151429,0.22639833,0.00165827,0.33991097
-5.66383192,0.52141248,0.00951123,0.00000000,0.20686288,0.22831135,0.00192620,0.35166839
-5.65782891,0.55670071,0.01054055,0.00000000,0.22000188,0.23866073,0.00224842,0.37614136
-5.65182591,0.61086866,0.01187129,0.00000000,0.24110687,0.25748231,0.00262770,0.41356633
-5.64582291,0.68425980,0.01350826,0.00000000,0.27040766,0.28486498,0.00306652,0.46424699
-5.63981991,0.77727976,0.01545556,0.00000000,0.30817747,0.32093880,0.00356693,0.52853355
-5.63381691,0.89035615,0.01771579,0.00000000,0.35471755,0.36585840,0.00413030,0.60679482
-5.62781391,1.02389028,0.02028927,0.00000000,0.41033772,0.41978220,0.00475717,0.69938427
-5.62181091,1.17820283,0.02317323,0.00000000,0.47533359,0.48284835,0.00544705,0.80660131
-5.61580790,1.35347566,0.02636105,0.00000000,0.54996118,0.55514832,0.00619829,0.92864923
-5.60980490,1.54969269,0.02984165,0.00000000,0.63441014,0.63669934,0.00700792,1.06559180
-5.60380190,1.76658249,0.03359901,0.00000000,0.72877672,0.72741682,0.00787163,1.21731028
-5.59779890,2.00356578,0.03761187,0.00000000,0.83303765,0.82708823,0.00878368,1.38346324
-5.59179590,2.25971098,0.04185374,0.00000000,0.94702646,0.93534984,0.00973697,1.56345133
-5.58579290,2.53370067,0.04629314,0.00000000,1.07041357,1.05166763,0.01072319,1.75638925
-5.57978989,2.82381177,0.05089413,0.00000000,1.20269143,1.17532382,0.01173292,1.96108700
-5.57378689,3.12791168,0.05561719,0.00000000,1.34316587,1.30541008,0.01275595,2.17604223
-5.56778389,3.44347202,0.06042036,0.00000000,1.49095475,1.44082854,0.01378158,2.39944521
-5.56178089,3.76760092,0.06526059,0.00000000,1.64499448,1.58030109,0.01479900,2.62919738
-5.55577789,4.09709379,0.07009540,0.00000000,1.80405467,1.72238749,0.01579771,2.86294364
-5.54977489,4.42850161,0.07488454,0.00000000,1.96676097,1.86551193,0.01676800,3.09811832
-5.54377189,4.75821481,0.07959185,0.00000000,2.13162529,2.00799766,0.01770136,3.33200354
-5.53776888,5.08255959,0.08418693,0.00000000,2.29708257,2.14810863,0.01859098,3.56179812
-5.53176588,5.39790304,0.08864679,0.00000000,2.46153246,2.28409653,0.01943213,3.78469468
-5.52576288,5.70076216,0.09295722,0.00000000,2.62338411,2.41425158,0.02022249,3.99796159
-5.51975988,5.98791188,0.09711374,0.00000000,2.78110194,2.53695467,0.02096245,4.19902628
-5.51375688,6.25648661,0.10112226,0.00000000,2.93325002,2.65072866,0.02165522,4.38555591
-5.50775388,6.50407007,0.10499916,0.00000000,3.07853265,2.75428616,0.02230687,4.55553160
-5.50175088,6.72876839,0.10877083,0.00000000,3.21582906,2.84657156,0.02292625,4.70731216
-5.49574787,6.92926250,0.11247270,0.00000000,3.34422001,2.92679488,0.02352472,4.83968410
-5.48974487,7.10483642,0.11614770,0.00000000,3.46300499,2.99445582,0.02411582,4.95189501
-5.48374187,7.25537967,0.11984422,0.00000000,3.57170887,3.04935637,0.02471471,5.04366838
-5.47773887,7.38136315,0.12361366,0.00000000,3.67007759,3.09160122,0.02533762,5.11519883
-5.47173587,7.48378952,0.12750764,0.00000000,3.75806334,3.12158590,0.02600112,5.16712772
-5.46573287,7.56412037,0.13157503,0.00000000,3.83580005,3.13997282,0.02672136,5.20050042
-5.45972986,7.62418411,0.13585889,0.00000000,3.90357089,3.14765664,0.02751332,5.21670713
-5.45372686,7.66606925,0.14039354,0.00000000,3.96176989,3.14572043,0.02838997,5.21741061
-5.44772386,7.69200891,0.14520184,0.00000000,4.01086027,3.13538490,0.02936156,5.20446437
-5.44172086,7.70426287,0.15029289,0.00000000,4.05133215,3.11795342,0.03043491,5.17982585
-5.43571786,7.70500337,0.15566019,0.00000000,4.08366255,3.09475533,0.03161288,5.14546903
-5.42971486,7.69621092,0.16128047,0.00000000,4.10828027,3.06709073,0.03289389,5.10330109
-5.42371186,7.67958553,0.16711317,0.00000000,4.12553804,3.03617924,0.03427165,5.05508744
-5.41770885,7.65647794,0.17310069,0.00000000,4.13569367,3.00311541,0.03573505,5.00238871
-5.41170585,7.62784410,0.17916936,0.00000000,4.13890150,2.96883274,0.03726821,4.94651279
-5.40570285,7.59422501,0.18523110,0.00000000,4.13521459,2.93407792,0.03885075,4.88848392
-5.39969985,7.55575221,0.19118579,0.00000000,4.12459753,2.89939636,0.04045823,4.82902982
-5.39369685,7.51217805,0.19692414,0.00000000,4.10694884,2.86512916,0.04206274,4.76858687
-5.38769385,7.46292833,0.20233102,0.00000000,4.08213146,2.83142142,0.04363365,4.70732230
-5.38169085,7.40717380,0.20728906,0.00000000,4.05000928,2.79824095,0.04513852,4.64517136
-5.37568784,7.34391608,0.21168242,0.00000000,4.01048717,2.76540582,0.04654404,4.58188681
-5.36968484,7.27208272,0.21540060,0.00000000,3.96355191,2.73261919,0.04781709,4.51709727
-5.36368184,7.19062609,0.21834197,0.00000000,3.90931118,2.69950892,0.04892579,4.45037083
-5.35767884,7.09862048,0.22041715,0.00000000,3.84802817,2.66566989,0.04984049,4.38127985
-5.35167584,6.99535212,0.22155189,0.00000000,3.78014919,2.63070632,0.05053484,4.30946335
-5.34567284,6.88039761,0.22168944,0.00000000,3.70632260,2.59427204,0.05098659,4.23468315
-5.33966983,6.75368653,0.22079237,0.00000000,3.62740742,2.55610621,0.05117840,4.15687086
-5.33366683,6.61554547,0.21884370,0.00000000,3.54447081,2.51606294,0.05109844,4.07616306
-5.32766383,6.46672134,0.21584745,0.00000000,3.45877406,2.47413309,0.05074081,3.99292287
-5.32166083,6.30838315,0.21182840,0.00000000,3.37174746,2.43045725,0.05010581,3.90774686
-5.31565783,6.14210246,0.20683140,0.00000000,3.28495481,2.38532948,0.04919998,3.82145706
-5.30965483,5.96981376,0.20091993,0.00000000,3.20004908,2.33919144,0.04803597,3.73507850
-5.30365183,5.79375691,0.19417432,0.00000000,3.11872087,2.29261779,0.04663219,3.64980369
-5.29764882,5.61640475,0.18668943,0.00000000,3.04264205,2.24629321,0.04501236,3.56694588
-5.29164582,5.44037933,0.17857207,0.00000000,2.97340677,2.20098288,0.04320483,3.48788357
-5.28564282,5.26836091,0.16993819,0.00000000,2.91247261,2.15749763,0.04124186,3.41399924
-5.27963982,5.10299401,0.16090994,0.00000000,2.86110438,2.11665589,0.03915878,3.34661546
-5.27363682,4.94679482,0.15161270,0.00000000,2.82032308,2.07924440,0.03699306,3.28693159
-5.26763382,4.80206402,0.14217218,0.00000000,2.79086245,2.04597973,0.03478344,3.23596448
-5.26163082,4.67080897,0.13271169,0.00000000,2.77313516,2.01747266,0.03256900,3.19449606
-5.25562781,4.55467827,0.12334962,0.00000000,2.76721021,1.99419727,0.03038826,3.16303063
-5.24962481,4.45491148,0.11419718,0.00000000,2.77280290,1.97646623,0.02827841,3.14176397
-5.24362181,4.37230552,0.10535648,0.00000000,2.78927806,1.96441362,0.02627452,3.13056581
-5.23761881,4.30719884,0.09691893,0.00000000,2.81566645,1.95798597,0.02440892,3.12897671
-5.23161581,4.25947316,0.08896406,0.00000000,2.85069410,1.95694189,0.02271061,3.13621936
-5.22561281,4.22857210,0.08155861,0.00000000,2.89282338,1.96086027,0.02120479,3.15122380
-5.21960980,4.21353495,0.07475604,0.00000000,2.94030411,1.96915626,0.01991249,3.17266519
-5.21360680,4.21304321,0.06859633,0.00000000,2.99123280,1.98110427,0.01885030,3.19901237
-5.20760380,4.22547723,0.06310607,0.00000000,3.04361729,1.99586644,0.01803015,3.22858452
-5.20160080,4.24897957,0.05829880,0.00000000,3.09544427,2.01252523,0.01745916,3.25961337
-5.19559780,4.28152205,0.05417561,0.00000000,3.14474668,2.03011817,0.01713963,3.29030778
-5.18959480,4.32097311,0.05072590,0.00000000,3.18966827,2.04767319,0.01706903,3.31891771
-5.18359180,4.36516271,0.04792825,0.00000000,3.22852271,2.06424275,0.01724004,3.34379469
-5.17758879,4.41194238,0.04575148,0.00000000,3.25984504,2.07893530,0.01764072,3.36344633
-5.17158579,4.45923848,0.04415576,0.00000000,3.28243355,2.09094286,0.01825472,3.37658258
-5.16558279,4.50509761,0.04309379,0.00000000,3.29538114,2.09956379,0.01906149,3.38215249
-5.15957979,4.54772365,0.04251207,0.00000000,3.29809529,2.10422024,0.02003672,3.37937043
-5.15357679,4.58550666,0.04235216,0.00000000,3.29030683,2.10447010,0.02115268,3.36773156
-5.14757379,4.61704442,0.04255205,0.00000000,3.27206804,2.10001371,0.02237879,3.34701696
-5.14157079,4.64115762,0.04304748,0.00000000,3.24374118,2.09069569,0.02368219,3.31728938
-5.13556778,4.65690041,0.04377334,0.00000000,3.20597891,2.07650276,0.02502844,3.27888080
-5.12956478,4.66356749,0.04466504,0.00000000,3.15969840,2.05755826,0.02638226,3.23237360
-5.12356178,4.66069938,0.04565989,0.00000000,3.10605084,2.03411437,0.02770837,3.17857689
-5.11755878,4.64808676,0.04669844,0.00000000,3.04638815,2.00654285,0.02897231,3.11849982
-5.11155578,4.62577475,0.04772580,0.00000000,2.98222851,1.97532501,0.03014138,3.05332337
-5.10555278,4.59406711,0.04869279,0.00000000,2.91522190,1.94104152,0.03118547,2.98437182
-5.09954977,4.55353016,0.04955712,0.00000000,2.84711665,1.90436238,0.03207790,2.91308497
-5.09354677,4.50499554,0.05028425,0.00000000,2.77972739,1.86603706,0.03279620,2.84099141
-5.08754377,4.44956067,0.05084823,0.00000000,2.71490466,1.82688494,0.03332274,2.76968314
-5.08154077,4.38858528,0.05123218,0.00000000,2.65450576,1.78778545,0.03364532,2.70079134
-5.07553777,4.32368259,0.05142866,0.00000000,2.60036663,1.74966778,0.03375747,2.63596280
-5.06953477,4.25670353,0.05143964,0.00000000,2.55427393,1.71349955,0.03365874,2.57683648
-5.06353177,4.18971289,0.05127633,0.00000000,2.51793675,1.68027402,0.03335464,2.52501950
-5.05752876,4.12495652,0.05095866,0.00000000,2.49295757,1.65099558,0.03285654,2.48206224
-5.05152576,4.06481941,0.05051451,0.00000000,2.48080196,1.62666318,0.03218127,2.44943197
-5.04552276,4.01177496,0.04997873,0.00000000,2.48276720,1.60825184,0.03135065,2.42848509
-5.03951976,3.96832660,0.04939193,0.00000000,2.49995018,1.59669245,0.03039082,2.42043828
-5.03351676,3.93694339,0.04879909,0.00000000,2.53321524,1.59285017,0.02933146,2.42633894
-5.02751376,3.91999170,0.04824814,0.00000000,2.58316315,1.59750226,0.02820491,2.44703606
-5.02151076,3.91966573,0.04778833,0.00000000,2.65010258,1.61131609,0.02704527,2.48315247
-5.01550775,3.93791951,0.04746875,0.00000000,2.73402573,1.63482811,0.02588748,2.53505999
-5.00950475,3.97640337,0.04733673,0.00000000,2.83458969,1.66842491,0.02476634,2.60285861
-5.00350175,4.03640743,0.04743645,0.00000000,2.95110510,1.71232721,0.02371566,2.68636126
-4.99749875,4.11881462,0.04780764,0.00000000,3.08253373,1.76657751,0.02276743,2.78508525
-4.99149575,4.22406492,0.04848439,0.00000000,3.22749567,1.83103212,0.02195111,2.89825122
-4.98549275,4.35213235,0.04949421,0.00000000,3.38428714,1.90535789,0.02129294,3.02479029
-4.97948974,4.50251515,0.05085727,0.00000000,3.55090869,1.98903399,0.02081551,3.16335935
-4.97348674,4.67423924,0.05258588,0.00000000,3.72510359,2.08135840,0.02053725,3.31236441
-4.96748374,4.86587436,0.05468411,0.00000000,3.90440525,2.18145909,0.02047220,3.46999118
-4.96148074,5.07556174,0.05714776,0.00000000,4.08619221,2.28830913,0.02062980,3.63424175
-4.95547774,5.30105173,0.05996435,0.00000000,4.26774877,2.40074524,0.02101478,3.80297620
-4.94947474,5.53974955,0.06311350,0.00000000,4.44632902,2.51748890,0.02162721,3.97395725
-4.94347174,5.78876735,0.06656736,0.00000000,4.61922184,2.63716925,0.02246248,4.14489652
-4.93746873,6.04498048,0.07029121,0.00000000,4.78381436,2.75834699,0.02351155,4.31350066
-4.93146573,6.30508637,0.07424432,0.00000000,4.93765162,2.87953859,0.02476109,4.47751567
-4.92546273,6.56566440,0.07838082,0.00000000,5.07849039,2.99924018,0.02619379,4.63476826
-4.91945973,6.82323554,0.08265077,0.00000000,5.20434522,3.11595068,0.02778866,4.78320309
-4.91345673,7.07432089,0.08700132,0.00000000,5.31352573,3.22819395,0.02952139,4.92091519
-4.90745373,7.31549845,0.09137797,0.00000000,5.40466412,3.33453971,0.03136481,5.04617712
-4.90145073,7.54345788,0.09572589,0.00000000,5.47673277,3.43362324,0.03328933,5.15746087
-4.89544772,7.75505285,0.09999129,0.00000000,5.52905206,3.52416404,0.03526343,5.25345462
-4.88944472,7.94735108,0.10412281,0.00000000,5.56128895,3.60498334,0.03725429,5.33307482
-4.88344172,8.11768175,0.10807289,0.00000000,5.57344743,3.67502077,0.03922831,5.39547404
-4.87743872,8.26368009,0.11179909,0.00000000,5.56585177,3.73335004,0.04115179,5.44004531
-4.87143572,8.38332869,0.11526529,0.00000000,5.53912402,3.77919377,0.04299157,5.46642341
-4.86543272,8.47499476,0.11844275,0.00000000,5.49415699,3.81193709,0.04471573,5.47448353
-4.85942971,8.53746256,0.12131095,0.00000000,5.43208391,3.83113984,0.04629423,5.46433773
-4.85342671,8.56995974,0.12385822,0.00000000,5.35424592,3.83654696,0.04769959,5.43632927
-4.84742371,8.57217639,0.12608203,0.00000000,5.26215827,3.82809635,0.04890750,5.39102478
-4.84142071,8.54427554,0.12798899,0.00000000,5.15747592,3.80592390,0.04989743,5.32920413
-4.83541771,8.48689380,0.12959450,0.00000000,5.04195920,3.77036487,0.05065305,5.25184774
-4.82941471,8.40113131,0.13092206,0.00000000,4.91743970,3.72195117,0.05116274,5.16012098
-4.82341171,8.28853024,0.13200222,0.00000000,4.78578689,3.66140418,0.05141977,5.05535546
-4.81740870,8.15104164,0.13287126,0.00000000,4.64887552,3.58962274,0.05142257,4.93902700
-4.81140570,7.99098114,0.13356959,0.00000000,4.50855416,3.50766640,0.05117471,4.81273033
-4.80540270,7.81097430,0.13413996,0.00000000,4.36661507,3.41673408,0.05068483,4.67815068
-4.79939970,7.61389315,0.13462558,0.00000000,4.22476577,3.31813863,0.04996637,4.53703282
-4.79339670,7.40278604,0.13506817,0.00000000,4.08460283,3.21327801,0.04903725,4.39114815
-4.78739370,7.18080318,0.13550615,0.00000000,3.94758835,3.10360405,0.04791935,4.24226085
-4.78139070,6.95112076,0.13597294,0.00000000,3.81502974,2.99058980,0.04663794,4.09209410
-4.77538769,6.71686644,0.13649551,0.00000000,3.68806348,2.87569682,0.04522096,3.94229766
-4.76938469,6.48104925,0.13709328,0.00000000,3.56764334,2.76034351,0.04369837,3.79441793
-4.76338169,6.24649641,0.13777738,0.00000000,3.45453357,2.64587575,0.04210133,3.64987163
-4.75737869,6.01579941,0.13855032,0.00000000,3.34930739,2.53354083,0.04046143,3.50992421
-4.75137569,5.79127113,0.13940610,0.00000000,3.25235077,2.42446564,0.03880997,3.37567358
-4.74537269,5.57491499,0.14033070,0.00000000,3.16387149,2.31963973,0.03717726,3.24803967
-4.73936968,5.36840667,0.14130300,0.00000000,3.08391284,2.21990359,0.03559196,3.12776013
-4.73336668,5.17308818,0.14229591,0.00000000,3.01237152,2.12594221,0.03408057,3.01539170
-4.72736368,4.98997319,0.14327789,0.00000000,2.94901864,2.03828396,0.03266694,2.91131704
-4.72136068,4.81976246,0.14421449,0.00000000,2.89352297,1.95730405,0.03137197,2.81575611
-4.71535768,4.66286731,0.14507002,0.00000000,2.84547508,1.88323230,0.03021334,2.72878123
-4.70935468,4.51943923,0.14580917,0.00000000,2.80441146,1.81616421,0.02920539,2.65033468
-4.70335168,4.38940326,0.14639853,0.00000000,2.76983742,1.75607467,0.02835910,2.58024785
-4.69734867,4.27249324,0.14680790,0.00000000,2.74124787,1.70283349,0.02768215,2.51826088
-4.69134567,4.16828698,0.14701137,0.00000000,2.71814539,1.65622183,0.02717901,2.46404178
-4.68534267,4.07623971,0.14698810,0.00000000,2.70005513,1.61594898,0.02685121,2.41720449
-4.67933967,3.99571501,0.14672284,0.00000000,2.68653641,1.58166886,0.02669750,2.37732527
-4.67333667,3.92601225,0.14620608,0.00000000,2.67719111,1.55299589,0.02671413,2.34395727
-4.66733367,3.86639052,0.14543401,0.00000000,2.67166946,1.52951990,0.02689519,2.31664320
-4.66133067,3.81608926,0.14440815,0.00000000,2.66967347,1.51081999,0.02723280,2.29492636
-4.65532766,3.77434593,0.14313487,0.00000000,2.67095905,1.49647733,0.02771745,2.27836040
-4.64932466,3.74041158,0.14162471,0.00000000,2.67533715,1.48608691,0.02833823,2.26651809
-4.64332166,3.71356492,0.13989168,0.00000000,2.68267490,1.47926841,0.02908312,2.25899965
-4.63731866,3.69312570,0.13795250,0.00000000,2.69289688,1.47567607,0.02993917,2.25544092
-4.63131566,3.67846771,0.13582590,0.00000000,2.70598708,1.47500770,0.03089278,2.25552157
-4.62531266,3.66903177,0.13353197,0.00000000,2.72199119,1.47701272,0.03192992,2.25897326
-4.61930965,3.66433853,0.13109165,0.00000000,2.74101918,1.48149894,0.03303633,2.26558772
-4.61330665,3.66400054,0.12852630,0.00000000,2.76324736,1.48833781,0.03419778,2.27522406
-4.60730365,3.66773284,0.12585740,0.00000000,2.78891921,1.49746779,0.03540037,2.28781483
-4.60130065,3.67536109,0.12310643,0.00000000,2.81834382,1.50889527,0.03663074,2.30336990
-4.59529765,3.68682574,0.12029477,0.00000000,2.85189111,1.52269266,0.03787643,2.32197744
-4.58929465,3.70218138,0.11744370,0.00000000,2.88998257,1.53899310,0.03912621,2.34380085
-4.58329165,3.72158975,0.11457445,0.00000000,2.93307691,1.55798157,0.04037042,2.36907125
-4.57728864,3.74530578,0.11170829,0.00000000,2.98165005,1.57988213,0.04160132,2.39807463
-4.57128564,3.77365619,0.10886653,0.00000000,3.03616920,1.60494135,0.04281348,2.43113366
-4.56528264,3.80701057,0.10607054,0.00000000,3.09706171,1.63340829,0.04400404,2.46858420
-4.55927964,3.84574575,0.10334168,0.00000000,3.16467935,1.66551150,0.04517307,2.51074710
-4.55327664,3.89020459,0.10070115,0.00000000,3.23925955,1.70143405,0.04632369,2.55789634
-4.54727364,3.94065124,0.09816975,0.00000000,3.32088569,1.74128764,0.04746225,2.61022489
-4.54127064,3.99722503,0.09576760,0.00000000,3.40944855,1.78508712,0.04859830,2.66781016
-4.53526763,4.05989597,0.09351376,0.00000000,3.50461174,1.83272710,0.04974444,2.73058110
-4.52926463,4.12842479,0.09142582,0.00000000,3.60578372,1.88396199,0.05091606,2.79828912
-4.52326163,4.20233053,0.08951949,0.00000000,3.71209908,1.93839124,0.05213086,2.87048525
