energy_ev,total_up,Ga_p_up,Ga_d_up,Nb_p_up,Nb_d_up,Se_s_up,Se_p_up
-4.51725863,4.28086850,0.08780819,0.00000000,3.82241148,1.99545093,0.05340829,2.94650538
-4.51125563,4.36302110,0.08630269,0.00000000,3.93529997,2.05441313,0.05476881,3.02546554
-4.50525263,4.44750322,0.08501082,0.00000000,4.04909004,2.11439353,0.05623303,3.10626844
-4.49924962,4.53278332,0.08393730,0.00000000,4.16188980,2.17436785,0.05782078,3.18762202
-4.49324662,4.61712023,0.08308368,0.00000000,4.27164068,2.23319689,0.05955015,3.26807007
-4.48724362,4.69861496,0.08244845,0.00000000,4.37618151,2.28965950,0.06143653,3.34603421
-4.48124062,4.77527569,0.08202723,0.00000000,4.47332347,2.34249236,0.06349167,3.41986595
-4.47523762,4.84509322,0.08181322,0.00000000,4.56093303,2.39043505,0.06572292,3.48790663
-4.46923462,4.90612368,0.08179766,0.00000000,4.63701907,2.43227824,0.06813260,3.54855278
-4.46323162,4.95657434,0.08197056,0.00000000,4.69982007,2.46691301,0.07071760,3.60032373
-4.45722861,4.99488840,0.08232137,0.00000000,4.74788700,2.49337868,0.07346919,3.64192825
-4.45122561,5.01982426,0.08283986,0.00000000,4.78015761,2.51090686,0.07637321,3.67232675
-4.44522261,5.03052520,0.08351694,0.00000000,4.79601795,2.51895951,0.07941041,3.69078586
-4.43921961,5.02657557,0.08434544,0.00000000,4.79534785,2.51725886,0.08255722,3.69692238
-4.43321661,5.00804047,0.08532095,0.00000000,4.77854738,2.50580767,0.08578666,3.69073425
-4.42721361,4.97548645,0.08644241,0.00000000,4.74654245,2.48489869,0.08906954,3.67261656
-4.42121061,4.92998195,0.08771264,0.00000000,4.70076889,2.45511271,0.09237579,3.64336166
-4.41520760,4.87307702,0.08913861,0.00000000,4.64313496,2.41730509,0.09567592,3.60414299
-4.40920460,4.80676301,0.09073157,0.00000000,4.57596371,2.37258142,0.09894241,3.55648312
-4.40320160,4.73341370,0.09250682,0.00000000,4.50191746,2.32226329,0.10215116,3.50220734
-4.39719860,4.65571045,0.09448330,0.00000000,4.42390741,2.26784566,0.10528268,3.44338464
-4.39119560,4.57655452,0.09668285,0.00000000,4.34499228,2.21094780,0.10832307,3.38225879
-4.38519260,4.49897023,0.09912926,0.00000000,4.26827027,2.15325993,0.11126478,3.32117229
-4.37918959,4.42600313,0.10184702,0.00000000,4.19676894,2.09648773,0.11410698,3.26248668
-4.37318659,4.36061740,0.10485996,0.00000000,4.13333772,2.04229723,0.11685554,3.20850242
-4.36718359,4.30559673,0.10818968,0.00000000,4.08054753,1.99226223,0.11952269,3.16138182
-4.36118059,4.26345254,0.11185391,0.00000000,4.04060169,1.94781628,0.12212632,3.12307804
-4.35517759,4.23634325,0.11586488,0.00000000,4.01526175,1.91021112,0.12468891,3.09527312
-4.34917459,4.22600755,0.12022781,0.00000000,4.00579121,1.88048280,0.12723627,3.07932727
-4.34317159,4.23371403,0.12493942,0.00000000,4.01291912,1.85942681,0.12979602,3.07624123
-4.33716858,4.26022884,0.12998683,0.00000000,4.03682501,1.84758268,0.13239603,3.08663306
-4.33116558,4.30580211,0.13534665,0.00000000,4.07714523,1.84522815,0.13506280,3.11072959
-4.32516258,4.37017322,0.14098446,0.00000000,4.13300026,1.85238298,0.13781991,3.14837272
-4.31915958,4.45259401,0.14685477,0.00000000,4.20304133,1.86882155,0.14068667,3.19903961
-4.31315658,4.55186859,0.15290128,0.00000000,4.28551414,1.89409330,0.14367694,3.26187541
-4.30715358,4.66640724,0.15905772,0.00000000,4.37833652,1.92754995,0.14679827,3.33573681
