energy_ev,total_up,S_s_up,S_p_up,Si_p_up,Si_d_up,Ta_p_up,Ta_d_up
-5.60380190,2.04750735,0.07582569,0.24614717,1.03919063,0.00000000,0.92334954,0.88552165
-5.59779890,1.98283433,0.07306261,0.23773415,1.00990339,0.00000000,0.88419530,0.86990452
-5.59179590,1.91590132,0.07019300,0.22901839,0.97959278,0.00000000,0.84449499,0.85310927
-5.58579290,1.84771107,0.06726279,0.22011270,0.94876562,0.00000000,0.80484435,0.83549095
-5.57978989,1.77923556,0.06431852,0.21112572,0.91791250,0.00000000,0.76580878,0.81740273
-5.57378689,1.71140098,0.06140673,0.20216028,0.88749987,0.00000000,0.72791380,0.79918943
-5.56778389,1.64507469,0.05857324,0.19331194,0.85796310,0.00000000,0.69163707,0.78118168
-5.56178089,1.58105451,0.05586264,0.18466785,0.82970095,0.00000000,0.65740214,0.76369079
-5.55577789,1.52006030,0.05331761,0.17630581,0.80307131,0.00000000,0.62557400,0.74700458
-5.54977489,1.46272805,0.05097838,0.16829366,0.77838844,0.00000000,0.59645632,0.73138422
-5.54377189,1.40960626,0.04888215,0.16068893,0.75592139,0.00000000,0.57029045,0.71706206
-5.53776888,1.36115448,0.04706257,0.15353874,0.73589375,0.00000000,0.54725579,0.70424044
-5.53176588,1.31774366,0.04554924,0.14688000,0.71848432,0.00000000,0.52747154,0.69309136
-5.52576288,1.27965812,0.04436719,0.14073971,0.70382862,0.00000000,0.51099940,0.68375685
-5.51975988,1.24709845,0.04353644,0.13513556,0.69202088,0.00000000,0.49784713,0.67634976
-5.51375688,1.22018514,0.04307160,0.13007658,0.68311628,0.00000000,0.48797245,0.67095488
-5.50775388,1.19896241,0.04298142,0.12556385,0.67713314,0.00000000,0.48128733,0.66762996
-5.50175088,1.18340184,0.04326850,0.12159128,0.67405488,0.00000000,0.47766213,0.66640653
-5.49574787,1.17340552,0.04392898,0.11814636,0.67383141,0.00000000,0.47692975,0.66729035
-5.48974487,1.16880850,0.04495232,0.11521085,0.67638008,0.00000000,0.47888933,0.67026122
-5.48374187,1.16938059,0.04632120,0.11276134,0.68158590,0.00000000,0.48330977,0.67527226
-5.47773887,1.17482727,0.04801147,0.11076983,0.68930127,0.00000000,0.48993284,0.68224857
-5.47173587,1.18479034,0.04999230,0.10920407,0.69934527,0.00000000,0.49847612,0.69108551
-5.46573287,1.19884822,0.05222639,0.10802793,0.71150273,0.00000000,0.50863577,0.70164671
-5.45972986,1.21651660,0.05467043,0.10720166,0.72552345,0.00000000,0.52008933,0.71376208
-5.45372686,1.23724985,0.05727564,0.10668207,0.74112182,0.00000000,0.53249872,0.72722627
-5.44772386,1.26044360,0.05998858,0.10642279,0.75797719,0.00000000,0.54551353,0.74179779
-5.44172086,1.28543914,0.06275201,0.10637459,0.77573539,0.00000000,0.55877490,0.75719925
-5.43571786,1.31152994,0.06550608,0.10648564,0.79401160,0.00000000,0.57191987,0.77311892
-5.42971486,1.33797060,0.06818949,0.10670209,0.81239484,0.00000000,0.58458640,0.78921402
-5.42371186,1.36398836,0.07074086,0.10696862,0.83045421,0.00000000,0.59641905,0.80511570
-5.41770885,1.38879720,0.07310020,0.10722928,0.84774677,0.00000000,0.60707510,0.82043595
-5.41170585,1.41161420,0.07521030,0.10742832,0.86382711,0.00000000,0.61623117,0.83477617
-5.40570285,1.43167774,0.07701826,0.10751137,0.87825819,0.00000000,0.62358999,0.84773736
-5.39969985,1.44826700,0.07847677,0.10742649,0.89062314,0.00000000,0.62888707,0.85893143
-5.39369685,1.46072185,0.07954542,0.10712547,0.90053763,0.00000000,0.63189712,0.86799330
-5.38769385,1.46846243,0.08019178,0.10656506,0.90766206,0.00000000,0.63243983,0.87459317
-5.38169085,1.47100738,0.08039222,0.10570811,0.91171315,0.00000000,0.63038469,0.87844839
-5.37568784,1.46798973,0.08013252,0.10452468,0.91247424,0.00000000,0.62565469,0.87933436
-5.36968484,1.45916979,0.07940823,0.10299296,0.90980376,0.00000000,0.61822856,0.87709370
-5.36368184,1.44444400,0.07822463,0.10109991,0.90364122,0.00000000,0.60814155,0.87164335
-5.35767884,1.42384941,0.07659650,0.09884169,0.89401059,0.00000000,0.59548439,0.86297899
-5.35167584,1.39756328,0.07454755,0.09622381,0.88102044,0.00000000,0.58040073,0.85117652
-5.34567284,1.36589755,0.07210955,0.09326088,0.86486100,0.00000000,0.56308278,0.83639033
-5.33966983,1.32928862,0.06932131,0.08997616,0.84579795,0.00000000,0.54376560,0.81884851
-5.33366683,1.28828237,0.06622743,0.08640072,0.82416328,0.00000000,0.52271995,0.79884493
-5.32766383,1.24351536,0.06287690,0.08257240,0.80034350,0.00000000,0.50024421,0.77672866
-5.32166083,1.19569280,0.05932168,0.07853453,0.77476572,0.00000000,0.47665551,0.75289107
-5.31565783,1.14556433,0.05561517,0.07433450,0.74788221,0.00000000,0.45228047,0.72775130
-5.30965483,1.09389859,0.05181082,0.07002220,0.72015404,0.00000000,0.42744592,0.70174068
-5.30365183,1.04145780,0.04796075,0.06564847,0.69203478,0.00000000,0.40246993,0.67528689
-5.29764882,0.98897339,0.04411450,0.06126356,0.66395465,0.00000000,0.37765346,0.64879851
-5.29164582,0.93712359,0.04031802,0.05691570,0.63630619,0.00000000,0.35327302,0.62265085
-5.28564282,0.88651419,0.03661274,0.05264976,0.60943181,0.00000000,0.32957441,0.59717347
-5.27963982,0.83766292,0.03303499,0.04850624,0.58361393,0.00000000,0.30676793,0.57264017
-5.27363682,0.79098810,0.02961546,0.04452033,0.55906797,0.00000000,0.28502503,0.54926173
-5.26763382,0.74680193,0.02637905,0.04072133,0.53593854,0.00000000,0.26447658,0.52718168
-5.26163082,0.70530844,0.02334483,0.03713228,0.51429885,0.00000000,0.24521255,0.50647528
-5.25562781,0.66660596,0.02052615,0.03376984,0.49415328,0.00000000,0.22728328,0.48715156
-5.24962481,0.63069376,0.01793097,0.03064446,0.47544284,0.00000000,0.21070197,0.46915827
-5.24362181,0.59748231,0.01556232,0.02776067,0.45805313,0.00000000,0.19544835,0.45238935
-5.23761881,0.56680647,0.01341881,0.02511765,0.44182439,0.00000000,0.18147316,0.43669443
-5.23161581,0.53844084,0.01149523,0.02270984,0.42656297,0.00000000,0.16870334,0.42188983
-5.22561281,0.51211632,0.00978317,0.02052773,0.41205357,0.00000000,0.15704760,0.40777045
-5.21960980,0.48753714,0.00827170,0.01855865,0.39807173,0.00000000,0.14640203,0.39412185
-5.21360680,0.46439741,0.00694797,0.01678760,0.38439586,0.00000000,0.13665560,0.38073198
-5.20760380,0.44239661,0.00579782,0.01519806,0.37081827,0.00000000,0.12769536,0.36740200
-5.20160080,0.42125310,0.00480628,0.01377272,0.35715471,0.00000000,0.11941100,0.35395564
-5.19559780,0.40071555,0.00395809,0.01249417,0.34325207,0.00000000,0.11169880,0.34024679
-5.18959480,0.38057155,0.00323810,0.01134545,0.32899401,0.00000000,0.10446470,0.32616505
-5.18359180,0.36065351,0.00263158,0.01031055,0.31430429,0.00000000,0.09762664,0.31163912
-5.17758879,0.34084171,0.00212452,0.00937474,0.29914798,0.00000000,0.09111594,0.29663795
-5.17158579,0.32106468,0.00170380,0.00852479,0.28353046,0.00000000,0.08487795,0.28116985
-5.16558279,0.30129711,0.00135732,0.00774915,0.26749462,0.00000000,0.07887193,0.26527978
-5.15957979,0.28155570,0.00107411,0.00703794,0.25111642,0.00000000,0.07307027,0.24904501
-5.15357679,0.26189341,0.00084433,0.00638294,0.23449923,0.00000000,0.06745720,0.23256956
-5.14757379,0.24239246,0.00065928,0.00577749,0.21776738,0.00000000,0.06202715,0.21597792
-5.14157079,0.22315676,0.00051134,0.00521628,0.20105925,0.00000000,0.05678281,0.19940817
-5.13556778,0.20430399,0.00039395,0.00469525,0.18452028,0.00000000,0.05173308,0.18300520
-5.12956478,0.18595804,0.00030147,0.00421130,0.16829637,0.00000000,0.04689103,0.16691416
-5.12356178,0.16824189,0.00022915,0.00376213,0.15252778,0.00000000,0.04227200,0.15127445
-5.11755878,0.15127141,0.00017301,0.00334603,0.13734392,0.00000000,0.03789181,0.13621462
-5.11155578,0.13515023,0.00012974,0.00296171,0.12285915,0.00000000,0.03376526,0.12184821
-5.10555278,0.11996577,0.00009664,0.00260811,0.10916961,0.00000000,0.02990497,0.10827061
-5.09954977,0.10578654,0.00007149,0.00228430,0.09635118,0.00000000,0.02632043,0.09555712
-5.09354677,0.09266062,0.00005253,0.00198935,0.08445854,0.00000000,0.02301747,0.08376197
-5.08754377,0.08061522,0.00003834,0.00172228,0.07352520,0.00000000,0.01999790,0.07291838
-5.08154077,0.06965731,0.00002779,0.00148200,0.06356436,0.00000000,0.01725952,0.06303940
-5.07553777,0.05977498,0.00002001,0.00126727,0.05457052,0.00000000,0.01479628,0.05411956
-5.06953477,0.05093946,0.00001431,0.00107674,0.04652155,0.00000000,0.01259863,0.04613689
-5.06353177,0.04310760,0.00001016,0.00090889,0.03938123,0.00000000,0.01065403,0.03905544
-5.05752876,0.03622455,0.00000717,0.00076214,0.03310187,0.00000000,0.00894749,0.03282791
-5.05152576,0.03022662,0.00000502,0.00063480,0.02762708,0.00000000,0.00746218,0.02739833
-5.04552276,0.02504396,0.00000349,0.00052515,0.02289439,0.00000000,0.00618004,0.02270476
-5.03951976,0.02060320,0.00000241,0.00043148,0.01883773,0.00000000,0.00508234,0.01868166
-5.03351676,0.01682976,0.00000166,0.00035207,0.01538965,0.00000000,0.00415024,0.01526211
-5.02751376,0.01364983,0.00000113,0.00028528,0.01248321,0.00000000,0.00336520,0.01237972
-5.02151076,0.01099207,0.00000076,0.00022956,0.01005355,0.00000000,0.00270940,0.00997018
-5.01550775,0.00878891,0.00000051,0.00018343,0.00803913,0.00000000,0.00216600,0.00797245
-5.00950475,0.00697748,0.00000034,0.00014554,0.00638267,0.00000000,0.00171940,0.00632970
-5.00350175,0.00550028,0.00000023,0.00011468,0.00503168,0.00000000,0.00135535,0.00498989
-4.99749875,0.00430550,0.00000015,0.00008974,0.00393890,0.00000000,0.00106106,0.00390614
-4.99149575,0.00334719,0.00000010,0.00006974,0.00306234,0.00000000,0.00082517,0.00303681
-4.98549275,0.00258514,0.00000006,0.00005386,0.00236527,0.00000000,0.00063781,0.00234545
-4.97948974,0.00198467,0.00000004,0.00004135,0.00181599,0.00000000,0.00049046,0.00180064
-4.97348674,0.00151632,0.00000003,0.00003160,0.00138759,0.00000000,0.00037594,0.00137565
-4.96748374,0.00115547,0.00000002,0.00002410,0.00105756,0.00000000,0.00028830,0.00104816
-4.96148074,0.00088193,0.00000001,0.00001843,0.00080745,0.00000000,0.00022272,0.00079982
-4.95547774,0.00067955,0.00000001,0.00001426,0.00062252,0.00000000,0.00017547,0.00061600
-4.94947474,0.00053590,0.00000000,0.00001132,0.00049141,0.00000000,0.00014380,0.00048536
-4.94347174,0.00044194,0.00000000,0.00000944,0.00040591,0.00000000,0.00012591,0.00039970
-4.93746873,0.00039185,0.00000000,0.00000850,0.00036073,0.00000000,0.00012098,0.00035366
-4.93146573,0.00038291,0.00000000,0.00000847,0.00035347,0.00000000,0.00012913,0.00034474
-4.92546273,0.00041552,0.00000000,0.00000935,0.00038459,0.00000000,0.00015154,0.00037322
-4.91945973,0.00049337,0.00000000,0.00001126,0.00045758,0.00000000,0.00019051,0.00044231
-4.91345673,0.00062366,0.00000000,0.00001435,0.00057920,0.00000000,0.00024966,0.00055843
-4.90745373,0.00081761,0.00000000,0.00001892,0.00075993,0.00000000,0.00033414,0.00073156
-4.90145073,0.00109098,0.00000000,0.00002531,0.00101446,0.00000000,0.00045089,0.00097577
-4.89544772,0.00146487,0.00000000,0.00003404,0.00136244,0.00000000,0.00060899,0.00130989
-4.88944472,0.00196660,0.00000000,0.00004573,0.00182932,0.00000000,0.00082008,0.00175835
-4.88344172,0.00263080,0.00000000,0.00006121,0.00244730,0.00000000,0.00109877,0.00235208
-4.87743872,0.00350059,0.00000000,0.00008146,0.00325653,0.00000000,0.00146321,0.00312962
-4.87143572,0.00462892,0.00000000,0.00010772,0.00430626,0.00000000,0.00193563,0.00413832
-4.86543272,0.00607994,0.00000000,0.00014150,0.00565618,0.00000000,0.00254291,0.00543551
-4.85942971,0.00793042,0.00000000,0.00018457,0.00737772,0.00000000,0.00331722,0.00708983
-4.85342671,0.01027113,0.00000000,0.00023904,0.00955532,0.00000000,0.00429655,0.00918242
-4.84742371,0.01320804,0.00000000,0.00030739,0.01228756,0.00000000,0.00552525,0.01180801
-4.84142071,0.01686329,0.00000000,0.00039246,0.01568809,0.00000000,0.00705443,0.01507581
-4.83541771,0.02137587,0.00000000,0.00049748,0.01988620,0.00000000,0.00894225,0.01911006
-4.82941471,0.02690166,0.00000000,0.00062607,0.02502692,0.00000000,0.01125392,0.02405012
-4.82341171,0.03361293,0.00000000,0.00078225,0.03127050,0.00000000,0.01406152,0.03005001
-4.81740870,0.04169700,0.00000000,0.00097038,0.03879121,0.00000000,0.01744342,0.03727719
-4.81140570,0.05135396,0.00000000,0.00119511,0.04777520,0.00000000,0.02148331,0.04591052
-4.80540270,0.06279331,0.00000000,0.00146131,0.05841737,0.00000000,0.02626885,0.05613733
-4.79939970,0.07622952,0.00000000,0.00177399,0.07091725,0.00000000,0.03188977,0.06814932
-4.79339670,0.09187625,0.00000000,0.00213810,0.08547359,0.00000000,0.03843544,0.08213751
-4.78739370,0.10993944,0.00000000,0.00255845,0.10227800,0.00000000,0.04599203,0.09828603
-4.78139070,0.13060928,0.00000000,0.00303945,0.12150738,0.00000000,0.05463911,0.11676487
-4.77538769,0.15405110,0.00000000,0.00358498,0.14331555,0.00000000,0.06444586,0.13772184
-4.76938469,0.18039556,0.00000000,0.00419806,0.16782402,0.00000000,0.07546695,0.16127372
-4.76338169,0.20972838,0.00000001,0.00488072,0.19511252,0.00000000,0.08773825,0.18749713
-4.75737869,0.24208000,0.00000001,0.00563368,0.22520932,0.00000000,0.10127255,0.21641922
-4.75137569,0.27741571,0.00000001,0.00645616,0.25808204,0.00000000,0.11605535,0.24800890
-4.74537269,0.31562668,0.00000001,0.00734567,0.29362935,0.00000000,0.13204119,0.28216879
-4.73936968,0.35652255,0.00000002,0.00829785,0.33167398,0.00000000,0.14915052,0.31872854
-4.73336668,0.39982606,0.00000003,0.00930635,0.37195777,0.00000000,0.16726747,0.35744010
-4.72736368,0.44517034,0.00000004,0.01036276,0.41413908,0.00000000,0.18623874,0.39797518
-4.72136068,0.49209918,0.00000005,0.01145667,0.45779307,0.00000000,0.20587370,0.43992554
-4.71535768,0.54007088,0.00000008,0.01257574,0.50241512,0.00000000,0.22594607,0.48280632
-4.70935468,0.58846563,0.00000011,0.01370592,0.54742774,0.00000000,0.24619700,0.52606261
-4.70335168,0.63659665,0.00000016,0.01483177,0.59219081,0.00000000,0.26633978,0.56907936
-4.69734867,0.68372498,0.00000023,0.01593680,0.63601519,0.00000000,0.28606608,0.61119445
-4.69134567,0.72907739,0.00000033,0.01700399,0.67817932,0.00000000,0.30505354,0.65171464
-4.68534267,0.77186720,0.00000047,0.01801632,0.71794832,0.00000000,0.32297450,0.68993396
-4.67933967,0.81131695,0.00000066,0.01895744,0.75459496,0.00000000,0.33950561,0.72515385
-4.67333667,0.84668240,0.00000093,0.01981232,0.78742160,0.00000000,0.35433803,0.75670431
-4.66733367,0.87727669,0.00000131,0.02056796,0.81578238,0.00000000,0.36718762,0.78396520
-4.66133067,0.90249364,0.00000182,0.02121413,0.83910447,0.00000000,0.37780491,0.80638675
-4.65532766,0.92182932,0.00000253,0.02174413,0.85690761,0.00000000,0.38598431,0.82350839
-4.64932466,0.93490075,0.00000349,0.02215543,0.86882094,0.00000000,0.39157217,0.83497491
-4.64332166,0.94146103,0.00000480,0.02245037,0.87459629,0.00000000,0.39447338,0.84054940
-4.63731866,0.94141001,0.00000656,0.02263680,0.87411738,0.00000000,0.39465611,0.84012212
-4.63131566,0.93480032,0.00000891,0.02272860,0.86740440,0.00000000,0.39215470,0.83371506
-4.62531266,0.92183823,0.00001204,0.02274622,0.85461379,0.00000000,0.38707027,0.82148180
-4.61930965,0.90287959,0.00001618,0.02271710,0.83603324,0.00000000,0.37956946,0.80370293
-4.61330665,0.87842092,0.00002163,0.02267604,0.81207215,0.00000000,0.36988099,0.78077706
-4.60730365,0.84908640,0.00002876,0.02266558,0.78324806,0.00000000,0.35829052,0.75320796
-4.60130065,0.81561115,0.00003805,0.02273623,0.75016968,0.00000000,0.34513396,0.72158853
-4.59529765,0.77882194,0.00005007,0.02294677,0.71351736,0.00000000,0.33078955,0.68658236
-4.58929465,0.73961604,0.00006554,0.02336444,0.67402192,0.00000000,0.31566917,0.64890368
-4.58329165,0.69893937,0.00008534,0.02406518,0.63244279,0.00000000,0.30020910,0.60929672
-4.57728864,0.65776475,0.00011056,0.02513370,0.58954640,0.00000000,0.28486077,0.56851537
-4.57128564,0.61707121,0.00014249,0.02666370,0.54608567,0.00000000,0.27008167,0.52730391
-4.56528264,0.57782508,0.00018270,0.02875788,0.50278138,0.00000000,0.25632685,0.48637957
-4.55927964,0.54096342,0.00023305,0.03152791,0.46030610,0.00000000,0.24404106,0.44641755
-4.55327664,0.50738016,0.00029575,0.03509435,0.41927101,0.00000000,0.23365185,0.40803886
-4.54727364,0.47791525,0.00037338,0.03958633,0.38021590,0.00000000,0.22556356,0.37180121
-4.54127064,0.45334658,0.00046894,0.04514113,0.34360254,0.00000000,0.22015223,0.33819299
-4.53526763,0.43438470,0.00058591,0.05190345,0.30981116,0.00000000,0.21776143,0.30763032
-4.52926463,0.42166991,0.00072821,0.06002445,0.27913995,0.00000000,0.21869878,0.28045682
-4.52326163,0.41577118,0.00090029,0.06966043,0.25180713,0.00000000,0.22323317,0.25694565
-4.51725863,0.41718643,0.00110711,0.08097109,0.22795517,0.00000000,0.23159234,0.23730359
-4.51125563,0.42634358,0.00135413,0.09411745,0.20765671,0.00000000,0.24396083,0.22167636
-4.50525263,0.44360169,0.00164728,0.10925921,0.19092158,0.00000000,0.26047802,0.21015481
-4.49924962,0.46925171,0.00199288,0.12655164,0.17770456,0.00000000,0.28123619,0.20278145
-4.49324662,0.50351637,0.00239762,0.14614201,0.16791324,0.00000000,0.30627864,0.19955673
-4.48724362,0.54654870,0.00286837,0.16816542,0.16141578,0.00000000,0.33559758,0.20044480
-4.48124062,0.59842908,0.00341206,0.19274021,0.15804809,0.00000000,0.36913207,0.20537832
-4.47523762,0.65916066,0.00403549,0.21996289,0.15762029,0.00000000,0.40676599,0.21426210
-4.46923462,0.72866307,0.00474510,0.24990277,0.15992229,0.00000000,0.44832606,0.22697553
-4.46323162,0.80676484,0.00554671,0.28259624,0.16472836,0.00000000,0.49358026,0.24337364
-4.45722861,0.89319467,0.00644521,0.31804101,0.17180082,0.00000000,0.54223666,0.26328701
-4.45122561,0.98757212,0.00744429,0.35619044,0.18089275,0.00000000,0.59394300,0.28652061
-4.44522261,1.08939844,0.00854608,0.39694808,0.19175008,0.00000000,0.64828720,0.31285186
-4.43921961,1.19804803,0.00975082,0.44016280,0.20411298,0.00000000,0.70479907,0.34202819
-4.43321661,1.31276160,0.01105658,0.48562476,0.21771690,0.00000000,0.76295329,0.37376460
-4.42721361,1.43264168,0.01245898,0.53306242,0.23229345,0.00000000,0.82217409,0.40774135
-4.42121061,1.55665141,0.01395091,0.58214099,0.24757121,0.00000000,0.88184157,0.44360254
-4.41520760,1.68361731,0.01552245,0.63246265,0.26327676,0.00000000,0.94129976,0.48095555
-4.40920460,1.81223689,0.01716071,0.68356856,0.27913606,0.00000000,0.99986663,0.51937208
-4.40320160,1.94109138,0.01884993,0.73494326,0.29487625,0.00000000,1.05684567,0.55839074
-4.39719860,2.06866415,0.02057153,0.78602116,0.31022802,0.00000000,1.11153920,0.59752161
-4.39119560,2.19336468,0.02230446,0.83619558,0.32492852,0.00000000,1.16326292,0.63625271
-4.38519260,2.31355805,0.02402549,0.88483001,0.33872484,0.00000000,1.21136146,0.67405849
-4.37918959,2.42759933,0.02570978,0.93127150,0.35137804,0.00000000,1.25522449,0.71041005
-4.37318659,2.53387195,0.02733144,0.97486597,0.36266745,0.00000000,1.29430275,0.74478701
-4.36718359,2.63082915,0.02886425,1.01497486,0.37239541,0.00000000,1.32812359,0.77669051
-4.36118059,2.71703684,0.03028247,1.05099273,0.38039188,0.00000000,1.35630520,0.80565691
-4.35517759,2.79121641,0.03156161,1.08236507,0.38651908,0.00000000,1.37856898,0.83127165
-4.34917459,2.85228570,0.03267933,1.10860576,0.39067574,0.00000000,1.39474946,0.85318271
-4.34317159,2.89939623,0.03361620,1.12931321,0.39280076,0.00000000,1.40480108,0.87111291
-4.33716858,2.93196506,0.03435654,1.14418472,0.39287625,0.00000000,1.40880153,0.88487060
-4.33116558,2.94969957,0.03488902,1.15302821,0.39092945,0.00000000,1.40695123,0.89435802
-4.32516258,2.95261386,0.03520729,1.15577070,0.38703375,0.00000000,1.39956872,0.89957704
-4.31915958,2.94103563,0.03531035,1.15246320,0.38130845,0.00000000,1.38708224,0.90063173
-4.31315658,2.91560310,0.03520282,1.14328153,0.37391725,0.00000000,1.37001733,0.89772766
-4.30715358,2.87725160,0.03489497,1.12852304,0.36506556,0.00000000,1.34898126,0.89116780
