energy_ev,total_up,total_down,Cr_p_up,Cr_p_down,Cr_d_up,Cr_d_down,Ge_p_up,Ge_p_down,Ge_d_up,Ge_d_down,Te_p_up,Te_p_down,Te_d_up,Te_d_down
-5.91595798,2.31818193,-1.33123390,2.02050428,-1.32234870,0.48286742,-0.21710897,0.37324344,-0.18701585,0.00000000,-0.00000000,1.15536615,-0.75372189,0.00000000,-0.00000000
-5.90995498,2.34257923,-1.37369839,2.01128819,-1.37895575,0.49271368,-0.22056240,0.38087869,-0.18739294,0.00000000,-0.00000000,1.16057731,-0.78503887,0.00000000,-0.00000000
-5.90395198,2.36259212,-1.41260248,1.99622420,-1.43149317,0.50190116,-0.22343409,0.38774076,-0.18741370,0.00000000,-0.00000000,1.16358461,-0.81417625,0.00000000,-0.00000000
-5.89794897,2.37904109,-1.44759868,1.97639515,-1.47929838,0.51052358,-0.22573459,0.39386312,-0.18715914,0.00000000,-0.00000000,1.16496204,-0.84077594,0.00000000,-0.00000000
-5.89194597,2.39277460,-1.47842782,1.95295631,-1.52180421,0.51867459,-0.22748861,0.39928663,-0.18671980,0.00000000,-0.00000000,1.16529839,-0.86453309,0.00000000,-0.00000000
-5.88594297,2.40462358,-1.50493285,1.92709030,-1.55856158,0.52643995,-0.22873533,0.40405535,-0.18619336,0.00000000,-0.00000000,1.16516965,-0.88520911,0.00000000,-0.00000000
-5.87993997,2.41535748,-1.52707017,1.89996206,-1.58925965,0.53389024,-0.22952820,0.40821259,-0.18568200,0.00000000,-0.00000000,1.16511209,-0.90264326,0.00000000,-0.00000000
-5.87393697,2.42564395,-1.54491781,1.87267592,-1.61374226,0.54107449,-0.22993448,0.41179749,-0.18528952,0.00000000,-0.00000000,1.16559715,-0.91676209,0.00000000,-0.00000000
-5.86793397,2.43601433,-1.55867984,1.84623656,-1.63201980,0.54801511,-0.23003428,0.41484219,-0.18511846,0.00000000,-0.00000000,1.16700951,-0.92758625,0.00000000,-0.00000000
-5.86193097,2.44683648,-1.56868644,1.82151549,-1.64427547,0.55470441,-0.22991919,0.41736983,-0.18526709,0.00000000,-0.00000000,1.16962911,-0.93523418,0.00000000,-0.00000000
-5.85592796,2.45829629,-1.57538938,1.79922422,-1.65086558,0.56110288,-0.22969039,0.41939346,-0.18582656,0.00000000,-0.00000000,1.17361821,-0.93992230,0.00000000,-0.00000000
-5.84992496,2.47038864,-1.57935261,1.77989505,-1.65231334,0.56713947,-0.22945647,0.42091581,-0.18687820,0.00000000,-0.00000000,1.17901392,-0.94196134,0.00000000,-0.00000000
-5.84392196,2.48291814,-1.58123823,1.76387001,-1.64929617,0.57271366,-0.22933069,0.42192992,-0.18849109,0.00000000,-0.00000000,1.18572652,-0.94174908,0.00000000,-0.00000000
-5.83791896,2.49550938,-1.58178791,1.75129797,-1.64262685,0.57769941,-0.22942798,0.42242059,-0.19071997,0.00000000,-0.00000000,1.19354370,-0.93975930,0.00000000,-0.00000000
-5.83191596,2.50762620,-1.58180062,1.74213957,-1.63322888,0.58195069,-0.22986170,0.42236637,-0.19360363,0.00000000,-0.00000000,1.20214034,-0.93652744,0.00000000,-0.00000000
-5.82591296,2.51859853,-1.58210708,1.73617952,-1.62210716,0.58530832,-0.23074018,0.42174201,-0.19716373,0.00000000,-0.00000000,1.21109340,-0.93263337,0.00000000,-0.00000000
-5.81990995,2.52765573,-1.58354215,1.73304503,-1.61031487,0.58760781,-0.23216325,0.42052122,-0.20140422,0.00000000,-0.00000000,1.21990115,-0.92868196,0.00000000,-0.00000000
-5.81390695,2.53396434,-1.58691603,1.73222945,-1.59891797,0.58868771,-0.23421882,0.41867936,-0.20631133,0.00000000,-0.00000000,1.22800580,-0.92528207,0.00000000,-0.00000000
-5.80790395,2.53666860,-1.59298548,1.73311967,-1.58895861,0.58839809,-0.23697972,0.41619611,-0.21185416,0.00000000,-0.00000000,1.23481841,-0.92302489,0.00000000,-0.00000000
-5.80190095,2.53493154,-1.60242624,1.73502595,-1.58141904,0.58660881,-0.24050079,0.41305777,-0.21798583,0.00000000,-0.00000000,1.23974498,-0.92246240,0.00000000,-0.00000000
-5.79589795,2.52797481,-1.61580763,1.73721277,-1.57718728,0.58321695,-0.24481656,0.40925914,-0.22464521,0.00000000,-0.00000000,1.24221243,-0.92408689,0.00000000,-0.00000000
-5.78989495,2.51511547,-1.63357047,1.73892928,-1.57702591,0.57815321,-0.24993938,0.40480486,-0.23175907,0.00000000,-0.00000000,1.24169341,-0.92831220,0.00000000,-0.00000000
-5.78389195,2.49579792,-1.65600916,1.73943837,-1.58154525,0.57138695,-0.25585829,0.39971021,-0.23924468,0.00000000,-0.00000000,1.23772876,-0.93545761,0.00000000,-0.00000000
-5.77788894,2.46961991,-1.68325847,1.73804310,-1.59118172,0.56292948,-0.26253851,0.39400131,-0.24701263,0.00000000,-0.00000000,1.22994667,-0.94573482,0.00000000,-0.00000000
-5.77188594,2.43635135,-1.71528573,1.73410976,-1.60618212,0.55283559,-0.26992181,0.38771469,-0.25496983,0.00000000,-0.00000000,1.21807786,-0.95923857,0.00000000,-0.00000000
-5.76588294,2.39594555,-1.75188847,1.72708693,-1.62659441,0.54120321,-0.27792751,0.38089643,-0.26302256,0.00000000,-0.00000000,1.20196615,-0.97594134,0.00000000,-0.00000000
-5.75987994,2.34854240,-1.79269772,1.71652023,-1.65226493,0.52817114,-0.28645429,0.37360086,-0.27107932,0.00000000,-0.00000000,1.18157406,-0.99569215,0.00000000,-0.00000000
-5.75387694,2.29446382,-1.83718665,1.70206242,-1.68284230,0.51391509,-0.29538260,0.36588881,-0.27905352,0.00000000,-0.00000000,1.15698345,-1.01821956,0.00000000,-0.00000000
-5.74787394,2.23420186,-1.88468437,1.68347903,-1.71778738,0.49864207,-0.30457774,0.35782584,-0.28686579,0.00000000,-0.00000000,1.12839131,-1.04313884,0.00000000,-0.00000000
-5.74187094,2.16840025,-1.93439421,1.66064978,-1.75638911,0.48258352,-0.31389337,0.34948011,-0.29444582,0.00000000,-0.00000000,1.09610104,-1.06996284,0.00000000,-0.00000000
-5.73586793,2.09783064,-1.98541589,1.63356597,-1.79778532,0.46598746,-0.32317546,0.34092037,-0.30173372,0.00000000,-0.00000000,1.06050988,-1.09811633,0.00000000,-0.00000000
-5.72986493,2.02336455,-2.03677090,1.60232455,-1.84098793,0.44910998,-0.33226645,0.33221401,-0.30868087,0.00000000,-0.00000000,1.02209316,-1.12695326,0.00000000,-0.00000000
-5.72386193,1.94594283,-2.08743016,1.56711935,-1.88491157,0.43220652,-0.34100955,0.32342516,-0.31525017,0.00000000,-0.00000000,0.98138632,-1.15577628,0.00000000,-0.00000000
-5.71785893,1.86654383,-2.13634306,1.52823013,-1.92840462,0.41552339,-0.34925305,0.31461313,-0.32141586,0.00000000,-0.00000000,0.93896552,-1.18385790,0.00000000,-0.00000000
-5.71185593,1.78615193,-2.18246707,1.48601009,-1.97028194,0.39928978,-0.35685442,0.30583105,-0.32716288,0.00000000,-0.00000000,0.89542789,-1.21046258,0.00000000,-0.00000000
-5.70585293,1.70572782,-2.22479698,1.44087254,-2.00935806,0.38371075,-0.36368424,0.29712487,-0.33248581,0.00000000,-0.00000000,0.85137231,-1.23486899,0.00000000,-0.00000000
-5.69984992,1.62618179,-2.26239281,1.39327730,-2.04448005,0.36896145,-0.36962966,0.28853266,-0.33738766,0.00000000,-0.00000000,0.80738153,-1.25639161,0.00000000,-0.00000000
-5.69384692,1.54835114,-2.29440559,1.34371741,-2.07455909,0.35518288,-0.37459738,0.28008440,-0.34187838,0.00000000,-0.00000000,0.76400643,-1.27440111,0.00000000,-0.00000000
-5.68784392,1.47298237,-2.32010029,1.29270664,-2.09859987,0.34247920,-0.37851603,0.27180203,-0.34597335,0.00000000,-0.00000000,0.72175295,-1.28834269,0.00000000,-0.00000000
-5.68184092,1.40071895,-2.33887503,1.24076810,-2.11572708,0.33091696,-0.38133792,0.26369996,-0.34969185,0.00000000,-0.00000000,0.68107200,-1.29775184,0.00000000,-0.00000000
-5.67583792,1.33209455,-2.35027610,1.18842440,-2.12520812,0.32052592,-0.38304002,0.25578598,-0.35305565,0.00000000,-0.00000000,0.64235280,-1.30226696,0.00000000,-0.00000000
-5.66983492,1.26753190,-2.35400832,1.13618937,-2.12647165,0.31130166,-0.38362419,0.24806245,-0.35608768,0.00000000,-0.00000000,0.60591935,-1.30163852,0.00000000,-0.00000000
-5.66383192,1.20734686,-2.34994030,1.08456154,-2.11912121,0.30320957,-0.38311668,0.24052790,-0.35881083,0.00000000,-0.00000000,0.57203012,-1.29573441,0.00000000,-0.00000000
-5.65782891,1.15175696,-2.33810456,1.03401932,-2.10294382,0.29619015,-0.38156678,0.23317878,-0.36124696,0.00000000,-0.00000000,0.54088054,-1.28454142,0.00000000,-0.00000000
-5.65182591,1.10089369,-2.31869252,0.98501769,-2.07791321,0.29016518,-0.37904483,0.22601153,-0.36341602,0.00000000,-0.00000000,0.51260781,-1.26816284,0.00000000,-0.00000000
-5.64582291,1.05481751,-2.29204451,0.93798640,-2.04418757,0.28504448,-0.37563961,0.21902467,-0.36533529,0.00000000,-0.00000000,0.48729750,-1.24681237,0.00000000,-0.00000000
-5.63981991,1.01353445,-2.25863540,0.89332919,-2.00210227,0.28073288,-0.37145510,0.21222101,-0.36701874,0.00000000,-0.00000000,0.46499139,-1.22080478,0.00000000,-0.00000000
-5.63381691,0.97701321,-2.21905629,0.85142394,-1.95215758,0.27713697,-0.36660687,0.20560975,-0.36847647,0.00000000,-0.00000000,0.44569578,-1.19054361,0.00000000,-0.00000000
-5.62781391,0.94520160,-2.17399311,0.81262328,-1.89500199,0.27417127,-0.36121823,0.19920839,-0.36971422,0.00000000,-0.00000000,0.42938980,-1.15650656,0.00000000,-0.00000000
-5.62181091,0.91804147,-2.12420314,0.77725544,-1.83141193,0.27176366,-0.35541620,0.19304449,-0.37073293,0.00000000,-0.00000000,0.41603308,-1.11922936,0.00000000,-0.00000000
-5.61580790,0.89548109,-2.07049033,0.74562502,-1.76226851,0.26985950,-0.34932757,0.18715691,-0.37152842,0.00000000,-0.00000000,0.40557238,-1.07928858,0.00000000,-0.00000000
-5.60980490,0.87748444,-2.01368057,0.71801328,-1.68853225,0.26842457,-0.34307522,0.18159677,-0.37209118,0.00000000,-0.00000000,0.39794673,-1.03728437,0.00000000,-0.00000000
-5.60380190,0.86403700,-1.95459799,0.69467801,-1.61121684,0.26744647,-0.33677476,0.17642776,-0.37240627,0.00000000,-0.00000000,0.39309098,-0.99382364,0.00000000,-0.00000000
-5.59779890,0.85514771,-1.89404315,0.67585254,-1.53136273,0.26693458,-0.33053173,0.17172602,-0.37245351,0.00000000,-0.00000000,0.39093759,-0.94950442,0.00000000,-0.00000000
-5.59179590,0.85084734,-1.83277418,0.66174400,-1.45001169,0.26691863,-0.32443952,0.16757927,-0.37220784,0.00000000,-0.00000000,0.39141668,-0.90490193,0.00000000,-0.00000000
-5.58579290,0.85118330,-1.77149137,0.65253081,-1.36818308,0.26744586,-0.31857786,0.16408551,-0.37164002,0.00000000,-0.00000000,0.39445461,-0.86055686,0.00000000,-0.00000000
-5.57978989,0.85621163,-1.71082580,0.64835933,-1.28685256,0.26857727,-0.31301222,0.16135098,-0.37071765,0.00000000,-0.00000000,0.39997128,-0.81696603,0.00000000,-0.00000000
-5.57378689,0.86598652,-1.65133227,0.64934010,-1.20693392,0.27038277,-0.30779390,0.15948764,-0.36940650,0.00000000,-0.00000000,0.40787646,-0.77457576,0.00000000,-0.00000000
-5.56778389,0.88054828,-1.59348633,0.65554345,-1.12926440,0.27293601,-0.30296082,0.15861022,-0.36767210,0.00000000,-0.00000000,0.41806568,-0.73377785,0.00000000,-0.00000000
-5.56178089,0.89991054,-1.53768547,0.66699518,-1.05459359,0.27630874,-0.29853895,0.15883272,-0.36548165,0.00000000,-0.00000000,0.43041599,-0.69490797,0.00000000,-0.00000000
-5.55577789,0.92404738,-1.48425358,0.68367212,-0.98357620,0.28056532,-0.29454416,0.16026474,-0.36280606,0.00000000,-0.00000000,0.44478207,-0.65824645,0.00000000,-0.00000000
-5.54977489,0.95288136,-1.43344836,0.70549819,-0.91676820,0.28575748,-0.29098445,0.16300752,-0.35962202,0.00000000,-0.00000000,0.46099299,-0.62402081,0.00000000,-0.00000000
-5.54377189,0.98627292,-1.38547071,0.73234098,-0.85462636,0.29191968,-0.28786227,0.16714990,-0.35591405,0.00000000,-0.00000000,0.47885010,-0.59240983,0.00000000,-0.00000000
-5.53776888,1.02401203,-1.34047510,0.76400922,-0.79751042,0.29906524,-0.28517677,0.17276438,-0.35167634,0.00000000,-0.00000000,0.49812611,-0.56354849,0.00000000,-0.00000000
-5.53176588,1.06581226,-1.29858030,0.80025136,-0.74568763,0.30718333,-0.28292588,0.17990325,-0.34691422,0.00000000,-0.00000000,0.51856561,-0.53753353,0.00000000,-0.00000000
-5.52576288,1.11130790,-1.25987929,0.84075531,-0.69933892,0.31623716,-0.28110793,0.18859517,-0.34164528,0.00000000,-0.00000000,0.53988717,-0.51442886,0.00000000,-0.00000000
-5.51975988,1.16005401,-1.22444791,0.88514972,-0.65856616,0.32616306,-0.27972280,0.19884204,-0.33589985,0.00000000,-0.00000000,0.56178681,-0.49427074,0.00000000,-0.00000000
-5.51375688,1.21152975,-1.19235136,0.93300675,-0.62339996,0.33687085,-0.27877249,0.21061658,-0.32972095,0.00000000,-0.00000000,0.58394291,-0.47707211,0.00000000,-0.00000000
-5.50775388,1.26514465,-1.16364848,0.98384651,-0.59380764,0.34824513,-0.27826102,0.22386058,-0.32316362,0.00000000,-0.00000000,0.60602220,-0.46282604,0.00000000,-0.00000000
-5.50175088,1.32024788,-1.13839331,1.03714318,-0.56970086,0.36014758,-0.27819375,0.23848397,-0.31629365,0.00000000,-0.00000000,0.62768677,-0.45150805,0.00000000,-0.00000000
-5.49574787,1.37614004,-1.11663428,1.09233301,-0.55094266,0.37242023,-0.27857620,0.25436485,-0.30918579,0.00000000,-0.00000000,0.64860168,-0.44307726,0.00000000,-0.00000000
-5.48974487,1.43208732,-1.09841112,1.14882399,-0.53735396,0.38488935,-0.27941238,0.27135062,-0.30192159,0.00000000,-0.00000000,0.66844297,-0.43747656,0.00000000,-0.00000000
-5.48374187,1.48733759,-1.08375003,1.20600731,-0.52871927,0.39737004,-0.28070290,0.28926016,-0.29458696,0.00000000,-0.00000000,0.68690564,-0.43463189,0.00000000,-0.00000000
-5.47773887,1.54113794,-1.07265760,1.26327051,-0.52479182,0.40967131,-0.28244300,0.30788719,-0.28726968,0.00000000,-0.00000000,0.70371150,-0.43445077,0.00000000,-0.00000000
-5.47173587,1.59275333,-1.06511446,1.32001212,-0.52529830,0.42160143,-0.28462065,0.32700474,-0.28005698,0.00000000,-0.00000000,0.71861645,-0.43682067,0.00000000,-0.00000000
-5.46573287,1.64148584,-1.06106901,1.37565756,-0.52994336,0.43297354,-0.28721497,0.34637076,-0.27303338,0.00000000,-0.00000000,0.73141707,-0.44160717,0.00000000,-0.00000000
-5.45972986,1.68669398,-1.06043235,1.42967607,-0.53841421,0.44361122,-0.29019511,0.36573465,-0.26627902,0.00000000,-0.00000000,0.74195623,-0.44865257,0.00000000,-0.00000000
-5.45372686,1.72781152,-1.06307476,1.48159799,-0.55038551,0.45335395,-0.29351971,0.38484464,-0.25986846,0.00000000,-0.00000000,0.75012764,-0.45777508,0.00000000,-0.00000000
-5.44772386,1.76436526,-1.06882447,1.53103215,-0.56552476,0.46206235,-0.29713710,0.40345566,-0.25387022,0.00000000,-0.00000000,0.75587918,-0.46876884,0.00000000,-0.00000000
-5.44172086,1.79599121,-1.07746899,1.57768229,-0.58349840,0.46962287,-0.30098624,0.42133761,-0.24834690,0.00000000,-0.00000000,0.75921485,-0.48140515,0.00000000,-0.00000000
-5.43571786,1.82244830,-1.08875909,1.62136204,-0.60397855,0.47595197,-0.30499838,0.43828349,-0.24335600,0.00000000,-0.00000000,0.76019534,-0.49543479,0.00000000,-0.00000000
-5.42971486,1.84362925,-1.10241559,1.66200741,-0.62665052,0.48099943,-0.30909944,0.45411716,-0.23895129,0.00000000,-0.00000000,0.75893711,-0.51059173,0.00000000,-0.00000000
-5.42371186,1.85956772,-1.11813848,1.69968587,-0.65122071,0.48475076,-0.31321294,0.46870027,-0.23518462,0.00000000,-0.00000000,0.75560997,-0.52659793,0.00000000,-0.00000000
-5.41770885,1.87044127,-1.13561803,1.73460117,-0.67742477,0.48722850,-0.31726335,0.48193798,-0.23210798,0.00000000,-0.00000000,0.75043314,-0.54316928,0.00000000,-0.00000000
-5.41170585,1.87656953,-1.15454723,1.76709302,-0.70503569,0.48849228,-0.32117963,0.49378319,-0.22977564,0.00000000,-0.00000000,0.74366981,-0.56002230,0.00000000,-0.00000000
-5.40570285,1.87840728,-1.17463478,1.79763090,-0.73387113,0.48863761,-0.32489878,0.50423879,-0.22824605,0.00000000,-0.00000000,0.73562024,-0.57688143,0.00000000,-0.00000000
-5.39969985,1.87653220,-1.19561778,1.82680166,-0.76379982,0.48779317,-0.32836911,0.51335783,-0.22758340,0.00000000,-0.00000000,0.72661347,-0.59348644,0.00000000,-0.00000000
-5.39369685,1.87162721,-1.21727324,1.85529050,-0.79474620,0.48611689,-0.33155311,0.52124149,-0.22785854,0.00000000,-0.00000000,0.71699788,-0.60959967,0.00000000,-0.00000000
-5.38769385,1.86445792,-1.23942758,1.88385567,-0.82669304,0.48379059,-0.33442959,0.52803457,-0.22914907,0.00000000,-0.00000000,0.70713069,-0.62501258,0.00000000,-0.00000000
-5.38169085,1.85584546,-1.26196336,1.91329725,-0.85968143,0.48101351,-0.33699497,0.53391894,-0.23153850,0.00000000,-0.00000000,0.69736667,-0.63955138,0.00000000,-0.00000000
-5.37568784,1.84663575,-1.28482258,1.94442111,-0.89380804,0.47799489,-0.33926369,0.53910487,-0.23511440,0.00000000,-0.00000000,0.68804648,-0.65308129,0.00000000,-0.00000000
-5.36968484,1.83766617,-1.30800629,1.97799907,-0.92921921,0.47494583,-0.34126750,0.54382071,-0.23996552,0.00000000,-0.00000000,0.67948498,-0.66550915,0.00000000,-0.00000000
-5.36368184,1.82973105,-1.33157010,2.01472724,-0.96610204,0.47207082,-0.34305380,0.54830134,-0.24617795,0.00000000,-0.00000000,0.67195984,-0.67678428,0.00000000,-0.00000000
-5.35767884,1.82354749,-1.35561593,2.05518423,-1.00467270,0.46955931,-0.34468292,0.55277602,-0.25383042,0.00000000,-0.00000000,0.66570107,-0.68689740,0.00000000,-0.00000000
-5.35167584,1.81972309,-1.38028017,2.09979136,-1.04516214,0.46757769,-0.34622467,0.55745603,-0.26298904,0.00000000,-0.00000000,0.66088188,-0.69587771,0.00000000,-0.00000000
-5.34567284,1.81872720,-1.40571888,2.14877726,-1.08780006,0.46626211,-0.34775414,0.56252303,-0.27370169,0.00000000,-0.00000000,0.65761128,-0.70378822,0.00000000,-0.00000000
-5.33966983,1.82086739,-1.43209096,2.20214872,-1.13279763,0.46571249,-0.34934712,0.56811852,-0.28599243,0.00000000,-0.00000000,0.65592892,-0.71071962,0.00000000,-0.00000000
-5.33366683,1.82627228,-1.45954024,2.25966988,-1.18033014,0.46598810,-0.35107535,0.57433513,-0.29985617,0.00000000,-0.00000000,0.65580242,-0.71678295,0.00000000,-0.00000000
-5.32766383,1.83488190,-1.48817754,2.32085134,-1.23052027,0.46710495,-0.35300186,0.58121017,-0.31525419,0.00000000,-0.00000000,0.65712753,-0.72210166,0.00000000,-0.00000000
-5.32166083,1.84644646,-1.51806418,2.38495028,-1.28342325,0.46903505,-0.35517682,0.58872191,-0.33211063,0.00000000,-0.00000000,0.65973114,-0.72680330,0.00000000,-0.00000000
-5.31565783,1.86053349,-1.54919773,2.45098224,-1.33901476,0.47170784,-0.35763397,0.59678868,-0.35031042,0.00000000,-0.00000000,0.66337712,-0.73101160,0.00000000,-0.00000000
-5.30965483,1.87654353,-1.58150145,2.51774447,-1.39718243,0.47501345,-0.36038809,0.60527108,-0.36969885,0.00000000,-0.00000000,0.66777499,-0.73483918,0.00000000,-0.00000000
-5.30365183,1.89373357,-1.61481803,2.58385031,-1.45772181,0.47880787,-0.36343347,0.61397702,-0.39008297,0.00000000,-0.00000000,0.67259081,-0.73838154,0.00000000,-0.00000000
-5.29764882,1.91124717,-1.64890834,2.64777315,-1.52033694,0.48291961,-0.36674375,0.62266947,-0.41123492,0.00000000,-0.00000000,0.67746008,-0.74171246,0.00000000,-0.00000000
-5.29164582,1.92814995,-1.68345554,2.70789822,-1.58464609,0.48715754,-0.37027298,0.63107639,-0.43289718,0.00000000,-0.00000000,0.68200203,-0.74488133,0.00000000,-0.00000000
-5.28564282,1.94346860,-1.71807449,2.76257985,-1.65019224,0.49131950,-0.37395795,0.63890252,-0.45478946,0.00000000,-0.00000000,0.68583457,-0.74791225,0.00000000,-0.00000000
-5.27963982,1.95623153,-1.75232597,2.81020152,-1.71645801,0.49520122,-0.37772169,0.64584215,-0.47661724,0.00000000,-0.00000000,0.68858931,-0.75080511,0.00000000,-0.00000000
-5.27363682,1.96550917,-1.78573513,2.84923581,-1.78288412,0.49860503,-0.38147788,0.65159243,-0.49808135,0.00000000,-0.00000000,0.68992592,-0.75353838,0.00000000,-0.00000000
-5.26763382,1.97045185,-1.81781290,2.87830142,-1.84889057,0.50134805,-0.38513593,0.65586636,-0.51888827,0.00000000,-0.00000000,0.68954514,-0.75607334,0.00000000,-0.00000000
-5.26163082,1.97032369,-1.84807924,2.89621449,-1.91389907,0.50326924,-0.38860649,0.65840491,-0.53876060,0.00000000,-0.00000000,0.68719997,-0.75835942,0.00000000,-0.00000000
-5.25562781,1.96453069,-1.87608662,2.90203192,-1.97735551,0.50423531,-0.39180690,0.65898770,-0.55744723,0.00000000,-0.00000000,0.68270436,-0.76034005,0.00000000,-0.00000000
-5.24962481,1.95264213,-1.90144220,2.89508454,-2.03875092,0.50414492,-0.39466628,0.65744162,-0.57473248,0.00000000,-0.00000000,0.67593933,-0.76195873,0.00000000,-0.00000000
-5.24362181,1.93440432,-1.92382732,2.87499910,-2.09763969,0.50293139,-0.39712995,0.65364725,-0.59044391,0.00000000,-0.00000000,0.66685604,-0.76316454,0.00000000,-0.00000000
-5.23761881,1.90974653,-1.94301273,2.84170796,-2.15365373,0.50056364,-0.39916282,0.64754270,-0.60445817,0.00000000,-0.00000000,0.65547612,-0.76391683,0.00000000,-0.00000000
-5.23161581,1.87877928,-1.95886869,2.79544678,-2.20651162,0.49704566,-0.40075148,0.63912493,-0.61670458,0.00000000,-0.00000000,0.64188907,-0.76418859,0.00000000,-0.00000000
-5.22561281,1.84178542,-1.97136900,2.73674059,-2.25602208,0.49241457,-0.40190484,0.62844861,-0.62716624,0.00000000,-0.00000000,0.62624719,-0.76396821,0.00000000,-0.00000000
-5.21960980,1.79920503,-1.98058854,2.66637939,-2.30208157,0.48673755,-0.40265330,0.61562271,-0.63587839,0.00000000,-0.00000000,0.60875842,-0.76325953,0.00000000,-0.00000000
-5.21360680,1.75161530,-1.98669459,2.58538517,-2.34466591,0.48010800,-0.40304634,0.60080529,-0.64292434,0.00000000,-0.00000000,0.58967746,-0.76208012,0.00000000,-0.00000000
-5.20760380,1.69970675,-1.98993205,2.49497206,-2.38381660,0.47264114,-0.40314874,0.58419669,-0.64842884,0.00000000,-0.00000000,0.56929580,-0.76045796,0.00000000,-0.00000000
-5.20160080,1.64425720,-1.99060384,2.39650212,-2.41962262,0.46446940,-0.40303564,0.56603177,-0.65254943,0.00000000,-0.00000000,0.54793109,-0.75842671,0.00000000,-0.00000000
-5.19559780,1.58610488,-1.98904728,2.29143894,-2.45219888,0.45573793,-0.40278674,0.54657157,-0.65546618,0.00000000,-0.00000000,0.52591646,-0.75602012,0.00000000,-0.00000000
-5.18959480,1.52612197,-1.98560830,2.18130127,-2.48166283,0.44660026,-0.40247996,0.52609484,-0.65737026,0.00000000,-0.00000000,0.50359015,-0.75326591,0.00000000,-0.00000000
-5.18359180,1.46518971,-1.98061490,2.06761883,-2.50811067,0.43721451,-0.40218500,0.50488987,-0.65845218,0.00000000,-0.00000000,0.48128592,-0.75017969,0.00000000,-0.00000000
-5.17758879,1.40417573,-1.97435175,1.95189185,-2.53159496,0.42774002,-0.40195725,0.48324688,-0.65889007,0.00000000,-0.00000000,0.45932448,-0.74675945,0.00000000,-0.00000000
-5.17158579,1.34391445,-1.96703744,1.83555580,-2.55210503,0.41833446,-0.40183240,0.46145128,-0.65883890,0.00000000,-0.00000000,0.43800609,-0.74298111,0.00000000,-0.00000000
-5.16558279,1.28519046,-1.95880598,1.71995216,-2.56955175,0.40915143,-0.40182207,0.43977786,-0.65842113,0.00000000,-0.00000000,0.41760455,-0.73879556,0.00000000,-0.00000000
