energy_ev,total_up,Ge_p_up,Ge_d_up,Pt_p_up,Pt_d_up,S_s_up,S_p_up
-5.68784392,3.42071663,0.33949614,0.00000000,1.02973318,2.36319586,0.02672468,0.76483794
-5.68184092,3.52321998,0.33914172,0.00000000,1.02618864,2.44945395,0.02782262,0.79161834
-5.67583792,3.62754124,0.33884587,0.00000000,1.02349069,2.53672315,0.02890026,0.81946708
-5.66983492,3.73146726,0.33845358,0.00000000,1.02133767,2.62331278,0.02994050,0.84791160
-5.66383192,3.83275906,0.33780688,0.00000000,1.01938807,2.70753093,0.03092691,0.87645561
-5.65782891,3.92920311,0.33674970,0.00000000,1.01727452,2.78771997,0.03184407,0.90459017
-5.65182591,4.01866445,0.33513306,0.00000000,1.01461950,2.86229249,0.03267811,0.93180574
-5.64582291,4.09913942,0.33282044,0.00000000,1.01105218,2.92976670,0.03341700,0.95760468
-5.63981991,4.16880601,0.32969301,0.00000000,1.00622530,2.98879962,0.03405101,0.98151373
-5.63381691,4.22606943,0.32565433,0.00000000,0.99983124,3.03821692,0.03457292,1.00309585
-5.62781391,4.26960130,0.32063444,0.00000000,0.99161641,3.07703826,0.03497832,1.02196103
-5.62181091,4.29837043,0.31459288,0.00000000,0.98139318,3.10449698,0.03526569,1.03777558
-5.61580790,4.31166424,0.30752075,0.00000000,0.96904883,3.12005345,0.03543649,1.05026956
-5.60980490,4.30909981,0.29944141,0.00000000,0.95455101,3.12340169,0.03549510,1.05924200
-5.60380190,4.29062435,0.29040995,0.00000000,0.93794941,3.11446897,0.03544868,1.06456383
-5.59779890,4.25650520,0.28051141,0.00000000,0.91937385,3.09340866,0.03530692,1.06617852
-5.59179590,4.20731009,0.26985776,0.00000000,0.89902868,3.06058675,0.03508173,1.06410027
-5.58579290,4.14387866,0.25858397,0.00000000,0.87718394,3.01656275,0.03478684,1.05841023
-5.57978989,4.06728675,0.24684309,0.00000000,0.85416386,2.96206598,0.03443731,1.04925067
-5.57378689,3.97880515,0.23480087,0.00000000,0.83033310,2.89796826,0.03404903,1.03681775
-5.56778389,3.87985454,0.22262990,0.00000000,0.80608167,2.82525432,0.03363816,1.02135293
-5.56178089,3.77195872,0.21050370,0.00000000,0.78180897,2.74499104,0.03322056,1.00313373
-5.55577789,3.65669791,0.19859103,0.00000000,0.75790799,2.65829682,0.03281126,0.98246405
-5.54977489,3.53566382,0.18705044,0.00000000,0.73475014,2.56631206,0.03242387,0.95966452
-5.54377189,3.41041818,0.17602551,0.00000000,0.71267143,2.47017185,0.03207022,0.93506319
-5.53776888,3.28245595,0.16564084,0.00000000,0.69196063,2.37098159,0.03175985,0.90898703
-5.53176588,3.15317425,0.15599884,0.00000000,0.67284974,2.26979615,0.03149978,0.88175429
-5.52576288,3.02384772,0.14717757,0.00000000,0.65550720,2.16760303,0.03129432,0.85366807
-5.51975988,2.89561075,0.13922947,0.00000000,0.64003399,2.06530958,0.03114496,0.82501126
-5.51375688,2.76944657,0.13218117,0.00000000,0.62646276,1.96373456,0.03105050,0.79604280
-5.50775388,2.64618318,0.12603416,0.00000000,0.61475992,1.86360355,0.03100717,0.76699539
-5.50175088,2.52649550,0.12076633,0.00000000,0.60483051,1.76554820,0.03100904,0.73807453
-5.49574787,2.41091334,0.11633432,0.00000000,0.59652569,1.67010879,0.03104841,0.70945890
-5.48974487,2.29983415,0.11267643,0.00000000,0.58965231,1.57773954,0.03111638,0.68130181
-5.48374187,2.19353977,0.10971606,0.00000000,0.58398440,1.48881625,0.03120346,0.65373368
-5.47773887,2.09221619,0.10736549,0.00000000,0.57927579,1.40364559,0.03130021,0.62686525
-5.47173587,1.99597507,0.10552979,0.00000000,0.57527357,1.32247544,0.03139797,0.60079143
-5.46573287,1.90487619,0.10411092,0.00000000,0.57173169,1.24550581,0.03148949,0.57559542
-5.45972986,1.81894959,0.10301151,0.00000000,0.56842417,1.17289960,0.03156951,0.55135294
-5.45372686,1.73821649,0.10213864,0.00000000,0.56515734,1.10479286,0.03163530,0.52813640
-5.44772386,1.66270804,0.10140709,0.00000000,0.56178072,1.04130403,0.03168699,0.50601866
-5.44172086,1.59248111,0.10074223,0.00000000,0.55819588,0.98254179,0.03172788,0.48507626
-5.43571786,1.52763042,0.10008232,0.00000000,0.55436301,0.92861114,0.03176445,0.46539186
-5.42971486,1.46829646,0.09938029,0.00000000,0.55030490,0.87961759,0.03180626,0.44705588
-5.42371186,1.41466896,0.09860479,0.00000000,0.54610804,0.83566925,0.03186569,0.43016705
-5.41770885,1.36698559,0.09774062,0.00000000,0.54192078,0.79687677,0.03195748,0.41483185
-5.41170585,1.32552598,0.09678853,0.00000000,0.53794860,0.76335114,0.03209811,0.40116286
-5.40570285,1.29060140,0.09576435,0.00000000,0.53444655,0.73519954,0.03230510,0.38927604
-5.39969985,1.26254028,0.09469759,0.00000000,0.53170917,0.71251937,0.03259618,0.37928686
-5.39369685,1.24167053,0.09362952,0.00000000,0.53005817,0.69539089,0.03298847,0.37130568
-5.38769385,1.22829904,0.09261080,0.00000000,0.52982843,0.68386869,0.03349754,0.36543232
-5.38169085,1.22268975,0.09169883,0.00000000,0.53135277,0.67797257,0.03413661,0.36175017
-5.37568784,1.22504087,0.09095487,0.00000000,0.53494608,0.67767825,0.03491580,0.36032013
-5.36968484,1.23546280,0.09044111,0.00000000,0.54088955,0.68290846,0.03584144,0.36117461
-5.36368184,1.25395749,0.09021771,0.00000000,0.54941558,0.69352491,0.03691559,0.36431193
-5.35767884,1.28040071,0.09033999,0.00000000,0.56069399,0.70932174,0.03813569,0.36969148
-5.35167584,1.31452789,0.09085594,0.00000000,0.57482028,0.73002075,0.03949443,0.37722991
-5.34567284,1.35592480,0.09180397,0.00000000,0.59180635,0.75526902,0.04097975,0.38679861
-5.33966983,1.40402345,0.09321119,0.00000000,0.61157421,0.78463903,0.04257514,0.39822279
-5.33366683,1.45810395,0.09509206,0.00000000,0.63395305,0.81763168,0.04425999,0.41128220
-5.32766383,1.51730238,0.09744766,0.00000000,0.65867986,0.85368210,0.04601024,0.42571373
-5.32166083,1.58062483,0.10026542,0.00000000,0.68540373,0.89216829,0.04779909,0.44121586
-5.31565783,1.64696713,0.10351945,0.00000000,0.71369371,0.93242238,0.04959780,0.45745478
-5.30965483,1.71513975,0.10717125,0.00000000,0.74305008,0.97374412,0.05137667,0.47407230
-5.30365183,1.78389703,0.11117098,0.00000000,0.77291862,1.01541629,0.05310595,0.49069496
-5.29764882,1.85196968,0.11545902,0.00000000,0.80270734,1.05672117,0.05475683,0.50694440
-5.29164582,1.91809919,0.11996782,0.00000000,0.83180518,1.09695785,0.05630237,0.52244830
-5.28564282,1.98107295,0.12462397,0.00000000,0.85960178,1.13545927,0.05771832,0.53685166
-5.27963982,2.03975849,0.12935038,0.00000000,0.88550770,1.17160856,0.05898396,0.54982789
-5.27363682,2.09313549,0.13406837,0.00000000,0.90897417,1.20485395,0.06008272,0.56108928
-5.26763382,2.14032416,0.13869977,0.00000000,0.92951155,1.23472151,0.06100268,0.57039636
-5.26163082,2.18060887,0.14316879,0.00000000,0.94670583,1.26082527,0.06173693,0.57756578
-5.25562781,2.21345592,0.14740371,0.00000000,0.96023232,1.28287437,0.06228376,0.58247625
-5.24962481,2.23852469,0.15133822,0.00000000,0.96986607,1.30067674,0.06264666,0.58507236
-5.24362181,2.25567184,0.15491254,0.00000000,0.97548846,1.31413942,0.06283416,0.58536603
-5.23761881,2.26494823,0.15807417,0.00000000,0.97708973,1.32326536,0.06285947,0.58343542
-5.23161581,2.26658884,0.16077836,0.00000000,0.97476737,1.32814702,0.06273999,0.57942133
-5.22561281,2.26099611,0.16298831,0.00000000,0.96872025,1.32895703,0.06249667,0.57352128
-5.21960980,2.24871749,0.16467513,0.00000000,0.95923902,1.32593635,0.06215317,0.56598136
-5.21360680,2.23041821,0.16581760,0.00000000,0.94669296,1.31938060,0.06173503,0.55708617
-5.20760380,2.20685051,0.16640182,0.00000000,0.93151390,1.30962510,0.06126863,0.54714734
-5.20160080,2.17882056,0.16642071,0.00000000,0.91417811,1.29702933,0.06078022,0.53649100
-5.19559780,2.14715480,0.16587360,0.00000000,0.89518661,1.28196153,0.06029482,0.52544473
-5.18959480,2.11266677,0.16476566,0.00000000,0.87504506,1.26478407,0.05983525,0.51432462
-5.18359180,2.07612616,0.16310747,0.00000000,0.85424402,1.24584021,0.05942115,0.50342282
-5.17758879,2.03823117,0.16091462,0.00000000,0.83324028,1.22544275,0.05906812,0.49299634
-5.17158579,1.99958538,0.15820735,0.00000000,0.81244032,1.20386501,0.05878705,0.48325732
-5.16558279,1.96067998,0.15501025,0.00000000,0.79218641,1.18133451,0.05858357,0.47436542
-5.15957979,1.92188203,0.15135205,0.00000000,0.77274592,1.15802934,0.05845770,0.46642251
-5.15357679,1.88342906,0.14726539,0.00000000,0.75430441,1.13407741,0.05840383,0.45946998
-5.14757379,1.84543017,0.14278659,0.00000000,0.73696252,1.10955853,0.05841083,0.45348870
-5.14157079,1.80787331,0.13795550,0.00000000,0.72073684,1.08450887,0.05846248,0.44840163
-5.13556778,1.77063827,0.13281519,0.00000000,0.70556466,1.05892779,0.05853812,0.44407905
-5.12956478,1.73351469,0.12741171,0.00000000,0.69131208,1.03278641,0.05861354,0.44034600
-5.12356178,1.69622405,0.12179369,0.00000000,0.67778527,1.00603758,0.05866201,0.43699166
-5.11755878,1.65844451,0.11601194,0.00000000,0.66474404,0.97862658,0.05865556,0.43378023
-5.11155578,1.61983752,0.11011895,0.00000000,0.65191712,0.95050226,0.05856619,0.43046274
-5.10555278,1.58007456,0.10416835,0.00000000,0.63901834,0.92162774,0.05836733,0.42678932
-5.09954977,1.53886316,0.09821431,0.00000000,0.62576295,0.89199044,0.05803506,0.42252124
-5.09354677,1.49597058,0.09231089,0.00000000,0.61188315,0.86161077,0.05754944,0.41744229
-5.08754377,1.45124425,0.08651143,0.00000000,0.59714230,0.83054916,0.05689553,0.41136895
-5.08154077,1.40462799,0.08086784,0.00000000,0.58134702,0.79891104,0.05606434,0.40415883
-5.07553777,1.35617333,0.07542998,0.00000000,0.56435673,0.76684948,0.05505346,0.39571720
-5.06953477,1.30604529,0.07024504,0.00000000,0.54609031,0.73456545,0.05386745,0.38600121
-5.06353177,1.25452263,0.06535692,0.00000000,0.52652957,0.70230553,0.05251794,0.37502173
-5.05752876,1.20199244,0.06080569,0.00000000,0.50571963,0.67035729,0.05102342,0.36284288
-5.05152576,1.14893949,0.05662704,0.00000000,0.48376627,0.63904225,0.04940875,0.34957919
-5.04552276,1.09593080,0.05285183,0.00000000,0.46083049,0.60870703,0.04770443,0.33539076
-5.03951976,1.04359627,0.04950560,0.00000000,0.43712074,0.57971279,0.04594555,0.32047660
-5.03351676,0.99260623,0.04660821,0.00000000,0.41288334,0.55242344,0.04417066,0.30506663
-5.02751376,0.94364697,0.04417347,0.00000000,0.38839155,0.52719319,0.04242044,0.28941261
-5.02151076,0.89739538,0.04220879,0.00000000,0.36393398,0.50435390,0.04073632,0.27377854
-5.01550775,0.85449368,0.04071501,0.00000000,0.33980284,0.48420274,0.03915900,0.25843098
-5.00950475,0.81552562,0.03968615,0.00000000,0.31628267,0.46699074,0.03772707,0.24362952
-5.00350175,0.78099474,0.03910938,0.00000000,0.29364001,0.45291269,0.03647573,0.22961803
-4.99749875,0.75130595,0.03896501,0.00000000,0.27211433,0.44209891,0.03543551,0.21661677
-4.99149575,0.72675087,0.03922663,0.00000000,0.25191071,0.43460908,0.03463130,0.20481575
-4.98549275,0.70749767,0.03986143,0.00000000,0.23319434,0.43042875,0.03408146,0.19436947
-4.97948974,0.69358560,0.04083064,0.00000000,0.21608702,0.42946835,0.03379723,0.18539313
-4.97348674,0.68492448,0.04209018,0.00000000,0.20066561,0.43156514,0.03378235,0.17796045
-4.96748374,0.68129905,0.04359142,0.00000000,0.18696242,0.43648787,0.03403288,0.17210293
-4.96148074,0.68237796,0.04528219,0.00000000,0.17496729,0.44394403,0.03453733,0.16781064
-4.95547774,0.68772692,0.04710794,0.00000000,0.16463127,0.45358959,0.03527700,0.16503435
-4.94947474,0.69682565,0.04901294,0.00000000,0.15587144,0.46504069,0.03622648,0.16368883
-4.94347174,0.70908758,0.05094174,0.00000000,0.14857677,0.47788706,0.03735448,0.16365723
-4.93746873,0.72388191,0.05284055,0.00000000,0.14261460,0.49170633,0.03862472,0.16479628
-4.93146573,0.74055685,0.05465870,0.00000000,0.13783743,0.50607911,0.03999699,0.16694216
-4.92546273,0.75846322,0.05634999,0.00000000,0.13408980,0.52060372,0.04142839,0.16991676
-4.91945973,0.77697755,0.05787403,0.00000000,0.13121494,0.53491037,0.04287456,0.17353424
-4.91345673,0.79552368,0.05919730,0.00000000,0.12906094,0.54867399,0.04429101,0.17760758
-4.90745373,0.81359213,0.06029406,0.00000000,0.12748630,0.56162510,0.04563442,0.18195488
-4.90145073,0.83075634,0.06114696,0.00000000,0.12636460,0.57355849,0.04686386,0.18640545
-4.89544772,0.84668534,0.06174738,0.00000000,0.12558832,0.58433897,0.04794202,0.19080514
-4.88944472,0.86115228,0.06209541,0.00000000,0.12507153,0.59390434,0.04883622,0.19502108
-4.88344172,0.87403838,0.06219954,0.00000000,0.12475161,0.60226504,0.04951931,0.19894541
-4.87743872,0.88533254,0.06207603,0.00000000,0.12458980,0.60950083,0.04997037,0.20249814
-4.87143572,0.89512621,0.06174796,0.00000000,0.12457078,0.61575446,0.05017519,0.20562872
-4.86543272,0.90360422,0.06124406,0.00000000,0.12470120,0.62122269,0.05012652,0.20831655
-4.85942971,0.91103165,0.06059736,0.00000000,0.12500734,0.62614507,0.04982413,0.21057019
-4.85342671,0.91773756,0.05984370,0.00000000,0.12553196,0.63079109,0.04927454,0.21242547
-4.84742371,0.92409625,0.05902017,0.00000000,0.12633051,0.63544610,0.04849062,0.21394241
-4.84142071,0.93050685,0.05816360,0.00000000,0.12746681,0.64039694,0.04749092,0.21520110
-4.83541771,0.93737217,0.05730909,0.00000000,0.12900842,0.64591762,0.04629888,0.21629680
-4.82941471,0.94507771,0.05648873,0.00000000,0.13102184,0.65225595,0.04494187,0.21733433
-4.82341171,0.95397179,0.05573051,0.00000000,0.13356774,0.65962157,0.04345011,0.21842204
-4.81740870,0.96434750,0.05505747,0.00000000,0.13669644,0.66817587,0.04185560,0.21966565
-4.81140570,0.97642735,0.05448708,0.00000000,0.14044372,0.67802419,0.04019100,0.22116212
-4.80540270,0.99035110,0.05403101,0.00000000,0.14482729,0.68921069,0.03848851,0.22299403
-4.79939970,1.00616735,0.05369501,0.00000000,0.14984390,0.70171574,0.03677894,0.22522455
-4.79339670,1.02382898,0.05347921,0.00000000,0.15546744,0.71545615,0.03509080,0.22789329
-4.78739370,1.04319274,0.05337854,0.00000000,0.16164784,0.73028779,0.03344955,0.23101337
-4.78139070,1.06402282,0.05338334,0.00000000,0.16831120,0.74601062,0.03187709,0.23456973
-4.77538769,1.08599813,0.05348020,0.00000000,0.17536087,0.76237568,0.03039133,0.23851881
-4.76938469,1.10872314,0.05365274,0.00000000,0.18267967,0.77909361,0.02900608,0.24278975
-4.76338169,1.13174152,0.05388260,0.00000000,0.19013315,0.79584442,0.02773100,0.24728700
-4.75737869,1.15455229,0.05415026,0.00000000,0.19757376,0.81228799,0.02657184,0.25189434
-4.75137569,1.17662776,0.05443600,0.00000000,0.20484587,0.82807488,0.02553082,0.25648004
-4.74537269,1.19743266,0.05472063,0.00000000,0.21179144,0.84285720,0.02460712,0.26090314
-4.73936968,1.21644381,0.05498627,0.00000000,0.21825612,0.85629909,0.02379756,0.26502048
-4.73336668,1.23316986,0.05521697,0.00000000,0.22409561,0.86808670,0.02309733,0.26869425
-4.72736368,1.24717039,0.05539925,0.00000000,0.22918201,0.87793735,0.02250083,0.27179976
-4.72136068,1.25807396,0.05552260,0.00000000,0.23340992,0.88560794,0.02200251,0.27423307
-4.71535768,1.26559466,0.05557987,0.00000000,0.23670206,0.89090226,0.02159778,0.27591828
-4.70935468,1.26954676,0.05556762,0.00000000,0.23901419,0.89367742,0.02128388,0.27681407
-4.70335168,1.26985700,0.05548645,0.00000000,0.24033910,0.89384919,0.02106066,0.27691928
-4.69734867,1.26657445,0.05534126,0.00000000,0.24070957,0.89139633,0.02093140,0.27627730
-4.69134567,1.25987735,0.05514155,0.00000000,0.24020000,0.88636375,0.02090347,0.27497906
-4.68534267,1.25007694,0.05490160,0.00000000,0.23892688,0.87886454,0.02098885,0.27316449
-4.67933967,1.23761791,0.05464070,0.00000000,0.23704770,0.86908071,0.02120461,0.27102234
-4.67333667,1.22307526,0.05438328,0.00000000,0.23475868,0.85726246,0.02157312,0.26878832
-4.66733367,1.20714747,0.05415893,0.00000000,0.23229091,0.84372597,0.02212214,0.26674153
-4.66133067,1.19064575,0.05400232,0.00000000,0.22990543,0.82884944,0.02288470,0.26519926
-4.65532766,1.17447934,0.05395296,0.00000000,0.22788689,0.81306725,0.02389874,0.26451016
-4.64932466,1.15963687,0.05405477,0.00000000,0.22653633,0.79686216,0.02520651,0.26504598
-4.64332166,1.14716380,0.05435541,0.00000000,0.22616291,0.78075549,0.02685374,0.26719197
-4.63731866,1.13813631,0.05490532,0.00000000,0.22707503,0.76529528,0.02888850,0.27133612
-4.63131566,1.13363183,0.05575657,0.00000000,0.22957083,0.75104256,0.03135986,0.27785744
-4.62531266,1.13469686,0.05696137,0.00000000,0.23392850,0.73855597,0.03431629,0.28711365
-4.61930965,1.14231285,0.05857033,0.00000000,0.24039647,0.72837500,0.03780381,0.29942834
-4.61330665,1.15736084,0.06063058,0.00000000,0.24918390,0.72100242,0.04186401,0.31507817
-4.60730365,1.18058610,0.06318363,0.00000000,0.26045161,0.71688635,0.04653187,0.33428033
-4.60130065,1.21256392,0.06626317,0.00000000,0.27430385,0.71640269,0.05183360,0.35718065
-4.59529765,1.25366783,0.06989292,0.00000000,0.29078119,0.71983856,0.05778442,0.38384291
-4.58929465,1.30404170,0.07408450,0.00000000,0.30985479,0.72737757,0.06438649,0.41423965
-4.58329165,1.36357707,0.07883553,0.00000000,0.33142237,0.73908752,0.07162701,0.44824500
-4.57728864,1.43189705,0.08412809,0.00000000,0.35530608,0.75491136,0.07947670,0.48562998
-4.57128564,1.50834792,0.08992753,0.00000000,0.38125266,0.77466193,0.08788857,0.52606063
-4.56528264,1.59199949,0.09618183,0.00000000,0.40893583,0.79802092,0.09679730,0.56909927
-4.55927964,1.68165487,0.10282159,0.00000000,0.43796115,0.82454244,0.10611918,0.61420919
-4.55327664,1.77586981,0.10976061,0.00000000,0.46787329,0.85366124,0.11575268,0.66076279
-4.54727364,1.87298181,0.11689721,0.00000000,0.49816576,0.88470556,0.12557973,0.70805331
-4.54127064,1.97114824,0.12411619,0.00000000,0.52829263,0.91691429,0.13546767,0.75530980
-4.53526763,2.06839259,0.13129143,0.00000000,0.55768222,0.94945795,0.14527194,0.80171508
-4.52926463,2.16265747,0.13828913,0.00000000,0.58575223,0.98146271,0.15483929,0.84642625
-4.52326163,2.25186263,0.14497139,0.00000000,0.61192577,1.01203679,0.16401158,0.88859698
-4.51725863,2.33396575,0.15120027,0.00000000,0.63564783,1.04029808,0.17262996,0.92740092
-4.51125563,2.40702395,0.15684192,0.00000000,0.65640151,1.06540195,0.18053931,0.96205530
-4.50525263,2.46925338,0.16177077,0.00000000,0.67372339,1.08656829,0.18759269,0.99184389
-4.49924962,2.51908469,0.16587356,0.00000000,0.68721745,1.10310655,0.19365573,1.01613829
-4.49324662,2.55521201,0.16905304,0.00000000,0.69656688,1.11443802,0.19861077,1.03441669
-4.48724362,2.57663354,0.17123112,0.00000000,0.70154345,1.12011421,0.20236042,1.04627946
-4.48124062,2.58268201,0.17235147,0.00000000,0.70201383,1.11983107,0.20483063,1.05146067
-4.47523762,2.57304406,0.17238136,0.00000000,0.69794286,1.11343816,0.20597287,1.04983529
-4.46923462,2.54776766,0.17131260,0.00000000,0.68939345,1.10094284,0.20576556,1.04142158
-4.46323162,2.50725771,0.16916178,0.00000000,0.67652324,1.08250940,0.20421455,1.02637884
-4.45722861,2.45225998,0.16596954,0.00000000,0.65957820,1.05845317,0.20135270,1.00500047
-4.45122561,2.38383464,0.16179910,0.00000000,0.63888355,1.02923032,0.19723854,0.97770282
-4.44522261,2.30332056,0.15673409,0.00000000,0.61483231,0.99542366,0.19195418,0.94501033
-4.43921961,2.21229213,0.15087574,0.00000000,0.58787210,0.95772524,0.18560241,0.90753774
-4.43321661,2.11251067,0.14433962,0.00000000,0.55849086,0.91691662,0.17830332,0.86597008
-4.42721361,2.00587241,0.13725206,0.00000000,0.52720190,0.87384750,0.17019045,0.82104142
-4.42121061,1.89435522,0.12974639,0.00000000,0.49452908,0.82941353,0.16140672,0.77351314
-4.41520760,1.77996604,0.12195919,0.00000000,0.46099261,0.78453411,0.15210026,0.72415277
-4.40920460,1.66469081,0.11402665,0.00000000,0.42709598,0.74013086,0.14242033,0.67371399
-4.40320160,1.55044845,0.10608120,0.00000000,0.39331441,0.69710714,0.13251352,0.62291858
-4.39719860,1.43905007,0.09824852,0.00000000,0.36008524,0.65632925,0.12252030,0.57244089
-4.39119560,1.33216424,0.09064490,0.00000000,0.32780031,0.61860953,0.11257199,0.52289502
-4.38519260,1.23128887,0.08337520,0.00000000,0.29680056,0.58469153,0.10278837,0.47482523
-4.37918959,1.13772984,0.07653128,0.00000000,0.26737280,0.55523730,0.09327585,0.42869942
-4.37318659,1.05258631,0.07019088,0.00000000,0.23974854,0.53081701,0.08412620,0.38490572
-4.36718359,0.97674239,0.06441713,0.00000000,0.21410467,0.51190060,0.07541597,0.34375198
-4.36118059,0.91086455,0.05925841,0.00000000,0.19056591,0.49885164,0.06720640,0.30546788
-4.35517759,0.85540447,0.05474869,0.00000000,0.16920851,0.49192323,0.05954389,0.27020926
-4.34917459,0.81060637,0.05090818,0.00000000,0.15006524,0.49125597,0.05246084,0.23806435
-4.34317159,0.77651840,0.04774438,0.00000000,0.13313098,0.49687800,0.04597692,0.20906132
-4.33716858,0.75300745,0.04525328,0.00000000,0.11836907,0.50870712,0.04010058,0.18317689
-4.33116558,0.73977687,0.04342083,0.00000000,0.10571772,0.52655519,0.03483072,0.16034547
-4.32516258,0.73638656,0.04222451,0.00000000,0.09509660,0.55013468,0.03015856,0.14046847
-4.31915958,0.74227510,0.04163504,0.00000000,0.08641322,0.57906767,0.02606938,0.12342352
-4.31315658,0.75678350,0.04161813,0.00000000,0.07956893,0.61289709,0.02254439,0.10907318
-4.30715358,0.77918017,0.04213627,0.00000000,0.07446453,0.65110031,0.01956235,0.09727306
