energy_ev,total_up,B_p_up,B_d_up,Te_p_up,Te_d_up,Zr_p_up,Zr_d_up
-6.00000000,0.69222958,0.10502524,0.00000000,0.26791696,0.00000000,0.28843980,0.18944798
-5.99399700,0.74409921,0.10896381,0.00000000,0.29544164,0.00000000,0.30311772,0.19904391
-5.98799400,0.79839844,0.11243377,0.00000000,0.32528580,0.00000000,0.31791785,0.20833731
-5.98199100,0.85519030,0.11539339,0.00000000,0.35757801,0.00000000,0.33278164,0.21727422
-5.97598799,0.91455608,0.11781204,0.00000000,0.39243534,0.00000000,0.34766664,0.22582122
-5.96998499,0.97658936,0.11967147,0.00000000,0.42995766,0.00000000,0.36254484,0.23396654
-5.96398199,1.04138808,0.12096675,0.00000000,0.47022142,0.00000000,0.37740059,0.24172054
-5.95797899,1.10904496,0.12170670,0.00000000,0.51327296,0.00000000,0.39222806,0.24911521
-5.95197599,1.17963639,0.12191398,0.00000000,0.55912163,0.00000000,0.40702831,0.25620293
-5.94597299,1.25321007,0.12162459,0.00000000,0.60773296,0.00000000,0.42180607,0.26305426
-5.93996998,1.32977207,0.12088706,0.00000000,0.65902210,0.00000000,0.43656641,0.26975505
-5.93396698,1.40927360,0.11976109,0.00000000,0.71284781,0.00000000,0.45131140,0.27640276
-5.92796398,1.49159825,0.11831602,0.00000000,0.76900734,0.00000000,0.46603690,0.28310233
-5.92196098,1.57655043,0.11662892,0.00000000,0.82723245,0.00000000,0.48072971,0.28996163
-5.91595798,1.66384546,0.11478255,0.00000000,0.88718693,0.00000000,0.49536524,0.29708687
-5.90995498,1.75310226,0.11286328,0.00000000,0.94846574,0.00000000,0.50990570,0.30457798
-5.90395198,1.84383893,0.11095898,0.00000000,1.01059618,0.00000000,0.52429917,0.31252441
-5.89794897,1.93547211,0.10915700,0.00000000,1.07304115,0.00000000,0.53847939,0.32100139
-5.89194597,2.02732009,0.10754239,0.00000000,1.13520468,0.00000000,0.55236641,0.33006689
-5.88594297,2.11861031,0.10619624,0.00000000,1.19643975,0.00000000,0.56586817,0.33975946
-5.87993997,2.20849102,0.10519439,0.00000000,1.25605841,0.00000000,0.57888277,0.35009698
-5.87393697,2.29604712,0.10460625,0.00000000,1.31334416,0.00000000,0.59130155,0.36107632
-5.86793397,2.38031982,0.10449402,0.00000000,1.36756615,0.00000000,0.60301257,0.37267410
-5.86193097,2.46032955,0.10491205,0.00000000,1.41799526,0.00000000,0.61390467,0.38484811
-5.85592796,2.53510146,0.10590639,0.00000000,1.46392137,0.00000000,0.62387154,0.39753968
-5.84992496,2.60369255,0.10751446,0.00000000,1.50467143,0.00000000,0.63281585,0.41067640
-5.84392196,2.66521953,0.10976478,0.00000000,1.53962792,0.00000000,0.64065316,0.42417541
-5.83791896,2.71888613,0.11267677,0.00000000,1.56824683,0.00000000,0.64731535,0.43794662
-5.83191596,2.76400895,0.11626043,0.00000000,1.59007474,0.00000000,0.65275341,0.45189605
-5.82591296,2.80004058,0.12051602,0.00000000,1.60476420,0.00000000,0.65693958,0.46592870
-5.81990995,2.82658902,0.12543365,0.00000000,1.61208686,0.00000000,0.65986851,0.47995115
-5.81390695,2.84343263,0.13099287,0.00000000,1.61194372,0.00000000,0.66155756,0.49387347
-5.80790395,2.85052978,0.13716220,0.00000000,1.60437199,0.00000000,0.66204624,0.50761060
-5.80190095,2.84802295,0.14389872,0.00000000,1.58954832,0.00000000,0.66139477,0.52108304
-5.79589795,2.83623709,0.15114783,0.00000000,1.56778802,0.00000000,0.65968196,0.53421710
-5.78989495,2.81567234,0.15884325,0.00000000,1.53954025,0.00000000,0.65700250,0.54694463
-5.78389195,2.78699164,0.16690727,0.00000000,1.50537940,0.00000000,0.65346391,0.55920256
-5.77788894,2.75100379,0.17525154,0.00000000,1.46599276,0.00000000,0.64918342,0.57093237
-5.77188594,2.70864295,0.18377828,0.00000000,1.42216502,0.00000000,0.64428479,0.58207974
-5.76588294,2.66094547,0.19238205,0.00000000,1.37476014,0.00000000,0.63889558,0.59259454
-5.75987994,2.60902521,0.20095215,0.00000000,1.32470124,0.00000000,0.63314477,0.60243136
-5.75387694,2.55404833,0.20937551,0.00000000,1.27294916,0.00000000,0.62716102,0.61155057
-5.74787394,2.49720857,0.21754012,0.00000000,1.22048053,0.00000000,0.62107157,0.61992015
-5.74187094,2.43970372,0.22533876,0.00000000,1.16826599,0.00000000,0.61500177,0.62751803
-5.73586793,2.38271396,0.23267307,0.00000000,1.11724920,0.00000000,0.60907522,0.63433489
-5.72986493,2.32738239,0.23945755,0.00000000,1.06832726,0.00000000,0.60341428,0.64037724
-5.72386193,2.27479788,0.24562340,0.00000000,1.02233297,0.00000000,0.59814091,0.64567037
-5.71785893,2.22598007,0.25112198,0.00000000,0.98001919,0.00000000,0.59337736,0.65026107
-5.71185593,2.18186637,0.25592758,0.00000000,0.94204565,0.00000000,0.58924673,0.65421948
-5.70585293,2.14330043,0.26003934,0.00000000,0.90896822,0.00000000,0.58587294,0.65763996
-5.69984992,2.11102171,0.26348216,0.00000000,0.88123070,0.00000000,0.58337999,0.66064065
-5.69384692,2.08565576,0.26630642,0.00000000,0.85915901,0.00000000,0.58189025,0.66336144
-5.68784392,2.06770482,0.26858648,0.00000000,0.84295787,0.00000000,0.58152188,0.66596025
-5.68184092,2.05753868,0.27041791,0.00000000,0.83270954,0.00000000,0.58238514,0.66860773
-5.67583792,2.05538580,0.27191361,0.00000000,0.82837493,0.00000000,0.58457785,0.67148036
-5.66983492,2.06132500,0.27319892,0.00000000,0.82979655,0.00000000,0.58818016,0.67475238
-5.66383192,2.07527822,0.27440589,0.00000000,0.83670360,0.00000000,0.59324891,0.67858677
-5.65782891,2.09700503,0.27566707,0.00000000,0.84871897,0.00000000,0.59981192,0.68312593
-5.65182591,2.12609962,0.27710909,0.00000000,0.86536810,0.00000000,0.60786267,0.68848250
-5.64582291,2.16199131,0.27884633,0.00000000,0.88608985,0.00000000,0.61735579,0.69473088
-5.63981991,2.20394920,0.28097517,0.00000000,0.91024908,0.00000000,0.62820371,0.70190020
-5.63381691,2.25109179,0.28356890,0.00000000,0.93715104,0.00000000,0.64027500,0.70996904
-5.62781391,2.30240202,0.28667387,0.00000000,0.96605741,0.00000000,0.65339453,0.71886254
-5.62181091,2.35674796,0.29030682,0.00000000,0.99620357,0.00000000,0.66734572,0.72845207
-5.61580790,2.41290897,0.29445381,0.00000000,1.02681700,0.00000000,0.68187501,0.73855773
-5.60980490,2.46960696,0.29907065,0.00000000,1.05713625,0.00000000,0.69669835,0.74895364
-5.60380190,2.52554177,0.30408491,0.00000000,1.08643012,0.00000000,0.71150971,0.75937590
-5.59779890,2.57942965,0.30939937,0.00000000,1.11401627,0.00000000,0.72599104,0.76953287
-5.59179590,2.63004326,0.31489680,0.00000000,1.13927896,0.00000000,0.73982351,0.77911731
-5.58579290,2.67625159,0.32044574,0.00000000,1.16168501,0.00000000,0.75269930,0.78781986
-5.57978989,2.71705811,0.32590703,0.00000000,1.18079761,0.00000000,0.76433352,0.79534308
-5.57378689,2.75163530,0.33114075,0.00000000,1.19628729,0.00000000,0.77447551,0.80141547
-5.56778389,2.77935398,0.33601313,0.00000000,1.20793967,0.00000000,0.78291912,0.80580468
-5.56178089,2.79980588,0.34040323,0.00000000,1.21565963,0.00000000,0.78951126,0.80832918
-5.55577789,2.81281844,0.34420884,0.00000000,1.21947172,0.00000000,0.79415847,0.80886800
-5.54977489,2.81846088,0.34735150,0.00000000,1.21951668,0.00000000,0.79683094,0.80736773
-5.54377189,2.81704117,0.34978022,0.00000000,1.21604424,0.00000000,0.79756394,0.80384669
-5.53776888,2.80909388,0.35147388,0.00000000,1.20940242,0.00000000,0.79645651,0.79839586
-5.53176588,2.79535927,0.35244205,0.00000000,1.20002371,0.00000000,0.79366746,0.79117664
-5.52576288,2.77675453,0.35272440,0.00000000,1.18840860,0.00000000,0.78940886,0.78241541
-5.51975988,2.75433808,0.35238848,0.00000000,1.17510708,0.00000000,0.78393735,0.77239521
-5.51375688,2.72926856,0.35152629,0.00000000,1.16069878,0.00000000,0.77754356,0.76144487
-5.50775388,2.70275987,0.35024962,0.00000000,1.14577233,0.00000000,0.77054030,0.74992609
-5.50175088,2.67603424,0.34868441,0.00000000,1.13090483,0.00000000,0.76324986,0.73821891
-5.49574787,2.65027491,0.34696451,0.00000000,1.11664191,0.00000000,0.75599095,0.72670645
-5.48974487,2.62658023,0.34522509,0.00000000,1.10347909,0.00000000,0.74906601,0.71575924
-5.48374187,2.60592102,0.34359588,0.00000000,1.09184508,0.00000000,0.74274912,0.70571996
-5.47773887,2.58910238,0.34219478,0.00000000,1.08208743,0.00000000,0.73727518,0.69688931
-5.47173587,2.57673167,0.34112190,0.00000000,1.07446098,0.00000000,0.73283062,0.68951326
