energy_ev,total_up,C_s_up,C_p_up,Hg_p_up,Hg_d_up,Te_p_up,Te_d_up,Ti_p_up,Ti_d_up
-6.00000000,4.13723900,0.14987879,0.12667068,1.17473098,0.91547572,1.83411190,0.00000000,1.13944267,0.52668312
-5.99399700,4.18295675,0.15190861,0.12645975,1.19237536,0.91754390,1.86449311,0.00000000,1.16847113,0.53657207
-5.98799400,4.22682986,0.15395471,0.12641599,1.20922658,0.91912338,1.89333588,0.00000000,1.19652510,0.54650184
-5.98199100,4.26848413,0.15601658,0.12655017,1.22519768,0.92013533,1.92043166,0.00000000,1.22328410,0.55644548
-5.97598799,4.30754415,0.15809504,0.12686886,1.24021393,0.92051126,1.94557115,0.00000000,1.24844733,0.56635427
-5.96998499,4.34362197,0.16019137,0.12737347,1.25420888,0.92019059,1.96854067,0.00000000,1.27173420,0.57615617
-5.96398199,4.37630762,0.16230633,0.12805947,1.26712027,0.91911813,1.98911974,0.00000000,1.29288411,0.58575552
-5.95797899,4.40516238,0.16443918,0.12891582,1.27888614,0.91724168,2.00708040,0.00000000,1.31165584,0.59503440
-5.95197599,4.42971569,0.16658679,0.12992464,1.28944143,0.91450983,2.02218822,0.00000000,1.32782678,0.60385525
-5.94597299,4.44946586,0.16874275,0.13106111,1.29871511,0.91087035,2.03420518,0.00000000,1.34119228,0.61206495
-5.93996998,4.46388494,0.17089667,0.13229367,1.30662814,0.90626908,2.04289430,0.00000000,1.35156529,0.61949998
-5.93396698,4.47242759,0.17303365,0.13358448,1.31309226,0.90064953,2.04802586,0.00000000,1.35877655,0.62599250
-5.92796398,4.47454364,0.17513398,0.13489018,1.31800985,0.89395319,2.04938480,0.00000000,1.36267541,0.63137693
-5.92196098,4.46969378,0.17717302,0.13616289,1.32127467,0.88612054,2.04677900,0.00000000,1.36313133,0.63549687
-5.91595798,4.45736768,0.17912139,0.13735142,1.32277364,0.87709269,2.04004794,0.00000000,1.36003608,0.63821181
-5.90995498,4.43710378,0.18094540,0.13840271,1.32238951,0.86681372,2.02907138,0.00000000,1.35330660,0.63940348
-5.90395198,4.40850979,0.18260770,0.13926343,1.32000442,0.85523333,2.01377746,0.00000000,1.34288828,0.63898138
-5.89794897,4.37128302,0.18406816,0.13988158,1.31550416,0.84231000,1.99414995,0.00000000,1.32875857,0.63688738
-5.89194597,4.32522969,0.18528501,0.14020831,1.30878303,0.82801418,1.97023421,0.00000000,1.31093063,0.63309908
-5.88594297,4.27028230,0.18621605,0.14019957,1.29974910,0.81233171,1.94214166,0.00000000,1.28945690,0.62763188
-5.87993997,4.20651447,0.18682010,0.13981775,1.28832983,0.79526695,1.91005246,0.00000000,1.26443209,0.62053967
-5.87393697,4.13415238,0.18705839,0.13903322,1.27447759,0.77684577,1.87421628,0.00000000,1.23599560,0.61191414
-5.86793397,4.05358252,0.18689606,0.13782566,1.25817515,0.75711805,1.83495116,0.00000000,1.20433301,0.60188271
-5.86193097,3.96535513,0.18630362,0.13618510,1.23944072,0.73615971,1.79264049,0.00000000,1.16967642,0.59060540
-5.85592796,3.87018325,0.18525821,0.13411275,1.21833237,0.71407405,1.74772798,0.00000000,1.13230367,0.57827048
-5.84992496,3.76893702,0.18374485,0.13162150,1.19495169,0.69099236,1.70071101,0.00000000,1.09253611,0.56508936
-5.84392196,3.66263339,0.18175729,0.12873601,1.16944630,0.66707370,1.65213234,0.00000000,1.05073519,0.55129079
-5.83791896,3.55242125,0.17929881,0.12549258,1.14201124,0.64250387,1.60257036,0.00000000,1.00729757,0.53711456
-5.83191596,3.43956221,0.17638251,0.12193847,1.11288882,0.61749349,1.55262818,0.00000000,0.96264921,0.52280493
-5.82591296,3.32540738,0.17303144,0.11813106,1.08236706,0.59227516,1.50292176,0.00000000,0.91723825,0.50860409
-5.81990995,3.21137065,0.16927827,0.11413657,1.05077646,0.56709984,1.45406729,0.00000000,0.87152713,0.49474565
-5.81390695,3.09889905,0.16516469,0.11002851,1.01848514,0.54223245,1.40666819,0.00000000,0.82598398,0.48144847
-5.80790395,2.98944084,0.16074046,0.10588590,0.98589242,0.51794669,1.36130185,0.00000000,0.78107372,0.46891100
-5.80190095,2.88441220,0.15606216,0.10179126,0.95342093,0.49451940,1.31850673,0.00000000,0.73724896,0.45730619
-5.79589795,2.78516331,0.15119172,0.09782848,0.92150742,0.47222431,1.27876980,0.00000000,0.69494108,0.44677717
-5.78989495,2.69294488,0.14619468,0.09408059,0.89059247,0.45132563,1.24251491,0.00000000,0.65455168,0.43743376
-5.78389195,2.60887604,0.14113846,0.09062751,0.86110954,0.43207139,1.21009235,0.00000000,0.61644475,0.42934998
-5.77788894,2.53391460,0.13609039,0.08754385,0.83347354,0.41468691,1.18176989,0.00000000,0.58093957,0.42256249
-5.77188594,2.46883075,0.13111595,0.08489686,0.80806946,0.39936854,1.15772573,0.00000000,0.54830483,0.41707020
-5.76588294,2.41418497,0.12627693,0.08274442,0.78524129,0.38627782,1.13804352,0.00000000,0.51875387,0.41283487
-5.75987994,2.37031123,0.12162990,0.08113345,0.76528191,0.37553637,1.12270976,0.00000000,0.49244121,0.40978282
-5.75387694,2.33730597,0.11722475,0.08009846,0.74842407,0.36722166,1.11161369,0.00000000,0.46946067,0.40780764
-5.74787394,2.31502358,0.11310367,0.07966048,0.73483305,0.36136388,1.10454990,0.00000000,0.44984477,0.40677385
-5.74187094,2.30307875,0.10930026,0.07982640,0.72460127,0.35794405,1.10122341,0.00000000,0.43356574,0.40652141
-5.73586793,2.30085573,0.10583913,0.08058869,0.71774506,0.35689352,1.10125751,0.00000000,0.42053792,0.40687091
-5.72986493,2.30752467,0.10273574,0.08192553,0.71420395,0.35809495,1.10420387,0.00000000,0.41062160,0.40762928
-5.72386193,2.32206446,0.09999661,0.08380146,0.71384238,0.36138485,1.10955482,0.00000000,0.40362807,0.40859585
-5.71785893,2.34329184,0.09761985,0.08616846,0.71645413,0.36655761,1.11675751,0.00000000,0.39932591,0.40956851
-5.71185593,2.36989568,0.09559590,0.08896739,0.72176905,0.37337099,1.12522936,0.00000000,0.39744822,0.41034988
-5.70585293,2.40047568,0.09390864,0.09212997,0.72946228,0.38155298,1.13437459,0.00000000,0.39770068,0.41075311
-5.69984992,2.43358419,0.09253650,0.09558100,0.73916537,0.39080964,1.14360100,0.00000000,0.39977013,0.41060724
-5.69384692,2.46776973,0.09145386,0.09924096,0.75047914,0.40083401,1.15233682,0.00000000,0.40333355,0.40976194
-5.68784392,2.50162087,0.09063237,0.10302883,0.76298767,0.41131536,1.16004669,0.00000000,0.40806706,0.40809142
-5.68184092,2.53380882,0.09004240,0.10686494,0.77627303,0.42194884,1.16624661,0.00000000,0.41365471,0.40549744
-5.67583792,2.56312725,0.08965426,0.11067399,0.78993005,0.43244482,1.17051705,0.00000000,0.41979684,0.40191132
-5.66983492,2.58852779,0.08943950,0.11438786,0.80358066,0.44253781,1.17251396,0.00000000,0.42621762,0.39729494
-5.66383192,2.60914993,0.08937186,0.11794824,0.81688710,0.45199440,1.17197718,0.00000000,0.43267163,0.39164068
-5.65782891,2.62434409,0.08942813,0.12130898,0.82956344,0.46061993,1.16873607,0.00000000,0.43894928,0.38497041
-5.65182591,2.63368691,0.08958876,0.12443793,0.84138493,0.46826370,1.16271205,0.00000000,0.44488071,0.37733351
-5.64582291,2.63698823,0.08983818,0.12731826,0.85219475,0.47482233,1.15391806,0.00000000,0.45033828,0.36880416
-5.63981991,2.63428935,0.09016489,0.12994921,0.86190778,0.48024119,1.14245488,0.00000000,0.45523736,0.35947789
-5.63381691,2.62585273,0.09056129,0.13234609,0.87051117,0.48451394,1.12850463,0.00000000,0.45953562,0.34946763
-5.62781391,2.61214347,0.09102330,0.13453962,0.87806173,0.48767995,1.11232149,0.00000000,0.46323061,0.33889942
-5.62181091,2.59380348,0.09154976,0.13657455,0.88468015,0.48982005,1.09422025,0.00000000,0.46635604,0.32790792
-5.61580790,2.57161929,0.09214164,0.13850764,0.89054230,0.49105054,1.07456300,0.00000000,0.46897669,0.31663193
-5.60980490,2.54648500,0.09280117,0.14040501,0.89586799,0.49151592,1.05374450,0.00000000,0.47118235,0.30521001
-5.60380190,2.51936191,0.09353083,0.14233899,0.90090764,0.49138059,1.03217696,0.00000000,0.47308096,0.29377650
-5.59779890,2.49123653,0.09433245,0.14438463,0.90592758,0.49081996,1.01027463,0.00000000,0.47479134,0.28245784
-5.59179590,2.46307876,0.09520616,0.14661596,0.91119447,0.49001140,0.98843900,0.00000000,0.47643572,0.27136954
-5.58579290,2.43580196,0.09614959,0.14910215,0.91695969,0.48912538,0.96704494,0.00000000,0.47813252,0.26061365
-5.57978989,2.41022656,0.09715714,0.15190381,0.92344446,0.48831724,0.94642857,0.00000000,0.47998961,0.25027698
-5.57378689,2.38704857,0.09821937,0.15506957,0.93082617,0.48771992,0.92687703,0.00000000,0.48209830,0.24042991
-5.56778389,2.36681421,0.09932270,0.15863305,0.93922682,0.48743801,0.90862062,0.00000000,0.48452840,0.23112594
-5.56178089,2.34990157,0.10044923,0.16261042,0.94870387,0.48754321,0.89182747,0.00000000,0.48732438,0.22240177
-5.55577789,2.33650968,0.10157690,0.16699865,0.95924411,0.48807155,0.87660084,0.00000000,0.49050297,0.21427801
-5.54977489,2.32665538,0.10267982,0.17177452,0.97076067,0.48902222,0.86297909,0.00000000,0.49405199,0.20676038
-5.54377189,2.32017764,0.10372881,0.17689449,0.98309340,0.49035818,0.85093806,0.00000000,0.49793065,0.19984121
-5.53776888,2.31674904,0.10469220,0.18229539,0.99601257,0.49200833,0.84039575,0.00000000,0.50207112,0.19350134
-5.53176588,2.31589347,0.10553673,0.18789597,1.00922564,0.49387121,0.83121895,0.00000000,0.50638130,0.18771213
-5.52576288,2.31700919,0.10622863,0.19359916,1.02238687,0.49581980,0.82323139,0.00000000,0.51074859,0.18243759
-5.51975988,2.31939596,0.10673475,0.19929505,1.03510929,0.49770744,0.81622302,0.00000000,0.51504446,0.17763647
-5.51375688,2.32228499,0.10702368,0.20486441,1.04697842,0.49937431,0.80996000,0.00000000,0.51912961,0.17326427
-5.50775388,2.32487037,0.10706690,0.21018262,1.05756721,0.50065432,0.80419487,0.00000000,0.52285944,0.16927512
-5.50175088,2.32634059,0.10683985,0.21512380,1.06645146,0.50138201,0.79867656,0.00000000,0.52608957,0.16562338
-5.49574787,2.32590882,0.10632279,0.21956505,1.07322511,0.50139931,0.79315979,0.00000000,0.52868115,0.16226504
-5.48974487,2.32284095,0.10550163,0.22339057,1.07751464,0.50056161,0.78741350,0.00000000,0.53050579,0.15915885
-5.48374187,2.31648025,0.10436842,0.22649546,1.07899217,0.49874326,0.78122815,0.00000000,0.53144990,0.15626713
-5.47773887,2.30626794,0.10292175,0.22878919,1.07738649,0.49584200,0.77442160,0.00000000,0.53141817,0.15355637
-5.47173587,2.29175913,0.10116681,0.23019844,1.07249187,0.49178243,0.76684346,0.00000000,0.53033630,0.15099761
-5.46573287,2.27263386,0.09911532,0.23066931,1.06417421,0.48651827,0.75837794,0.00000000,0.52815271,0.14856653
-5.45972986,2.24870314,0.09678513,0.23016884,1.05237439,0.48003355,0.74894525,0.00000000,0.52483934,0.14624353
-5.45372686,2.21991018,0.09419975,0.22868578,1.03710884,0.47234255,0.73850154,0.00000000,0.52039165,0.14401359
-5.44772386,2.18632735,0.09138760,0.22623061,1.01846753,0.46348887,0.72703778,0.00000000,0.51482768,0.14186608
-5.44172086,2.14814920,0.08838119,0.22283484,0.99660937,0.45354350,0.71457758,0.00000000,0.50818659,0.13979468
-5.43571786,2.10568248,0.08521624,0.21854971,0.97175573,0.44260211,0.70117433,0.00000000,0.50052659,0.13779714
-5.42971486,2.05933378,0.08193066,0.21344431,0.94418211,0.43078191,0.68690792,0.00000000,0.49192260,0.13587529
-5.42371186,2.00959573,0.07856364,0.20760326,0.91420876,0.41821797,0.67188120,0.00000000,0.48246374,0.13403498
-5.41770885,1.95703235,0.07515471,0.20112411,0.88219058,0.40505943,0.65621651,0.00000000,0.47225078,0.13228620
-5.41170585,1.90226442,0.07174294,0.19411445,0.84850673,0.39146568,0.64005239,0.00000000,0.46139379,0.13064325
-5.40570285,1.84595538,0.06836613,0.18668903,0.81355065,0.37760258,0.62354067,0.00000000,0.45001000,0.12912495
-5.39969985,1.78879810,0.06506027,0.17896685,0.77772054,0.36363897,0.60684396,0.00000000,0.43822196,0.12775495
-5.39369685,1.73150285,0.06185902,0.17106840,0.74141092,0.34974348,0.59013352,0.00000000,0.42615607,0.12656192
-5.38769385,1.67478658,0.05879337,0.16311305,0.70500528,0.33608164,0.57358759,0.00000000,0.41394141,0.12557973
-5.38169085,1.61936324,0.05589138,0.15521677,0.66887008,0.32281334,0.55738995,0.00000000,0.40170882,0.12484751
-5.37568784,1.56593521,0.05317809,0.14749004,0.63335004,0.31009072,0.54172862,0.00000000,0.38959013,0.12440942
-5.36968484,1.51518518,0.05067548,0.14003615,0.59876471,0.29805621,0.52679449,0.00000000,0.37771746,0.12431428
-5.36368184,1.46776852,0.04840244,0.13294973,0.56540617,0.28684087,0.51277983,0.00000000,0.36622239,0.12461486
-5.35767884,1.42430537,0.04637488,0.12631557,0.53353776,0.27656291,0.49987637,0.00000000,0.35523506,0.12536676
-5.35167584,1.38537256,0.04460575,0.12020776,0.50339347,0.26732626,0.48827288,0.00000000,0.34488283,0.12662712
-5.34567284,1.35149480,0.04310513,0.11468894,0.47517797,0.25921925,0.47815224,0.00000000,0.33528875,0.12845280
-5.33966983,1.32313544,0.04188025,0.10980986,0.44906694,0.25231335,0.46968787,0.00000000,0.32656958,0.13089844
-5.33366683,1.30068658,0.04093547,0.10560905,0.42520747,0.24666186,0.46303968,0.00000000,0.31883351,0.13401416
-5.32766383,1.28445909,0.04027230,0.10211264,0.40371867,0.24229881,0.45834960,0.00000000,0.31217767,0.13784322
-5.32166083,1.27467283,0.03988930,0.09933434,0.38469200,0.23923792,0.45573688,0.00000000,0.30668544,0.14241954
-5.31565783,1.27144768,0.03978205,0.09727558,0.36819165,0.23747177,0.45529349,0.00000000,0.30242394,0.14776540
-5.30965483,1.27479613,0.03994307,0.09592574,0.35425480,0.23697133,0.45707984,0.00000000,0.29944168,0.15388935
-5.30365183,1.28461812,0.04036180,0.09526261,0.34289191,0.23768591,0.46112116,0.00000000,0.29776670,0.16078444
-5.29764882,1.30069882,0.04102464,0.09525305,0.33408706,0.23954357,0.46740484,0.00000000,0.29740543,0.16842704
-5.29164582,1.32271009,0.04191503,0.09585374,0.32779862,0.24245225,0.47587914,0.00000000,0.29834234,0.17677621
-5.28564282,1.35021603,0.04301366,0.09701232,0.32396026,0.24630146,0.48645328,0.00000000,0.30054068,0.18577384
-5.27963982,1.38268302,0.04429875,0.09866862,0.32248246,0.25096471,0.49899938,0.00000000,0.30394427,0.19534553
-5.27363682,1.41949426,0.04574652,0.10075625,0.32325473,0.25630270,0.51335604,0.00000000,0.30848048,0.20540235
-5.26763382,1.45996871,0.04733166,0.10320430,0.32614838,0.26216709,0.52933381,0.00000000,0.31406426,0.21584333
-5.26163082,1.50338379,0.04902805,0.10593932,0.33102011,0.26840478,0.54672217,0.00000000,0.32060310,0.22655874
-5.25562781,1.54900127,0.05080941,0.10888737,0.33771619,0.27486270,0.56529804,0.00000000,0.32800284,0.23743390
-5.24962481,1.59609520,0.05265019,0.11197625,0.34607720,0.28139277,0.58483518,0.00000000,0.33617387,0.24835358
-5.24362181,1.64398067,0.05452632,0.11513761,0.35594317,0.28785687,0.60511432,0.00000000,0.34503747,0.25920662
-5.23761881,1.69204204,0.05641605,0.11830914,0.36715882,0.29413162,0.62593327,0.00000000,0.35453193,0.26989055
-5.23161581,1.73975907,0.05830073,0.12143646,0.37957870,0.30011277,0.64711664,0.00000000,0.36461806,0.28031615
-5.22561281,1.78672958,0.06016541,0.12447484,0.39307198,0.30571884,0.66852439,0.00000000,0.37528354,0.29041144
-5.21960980,1.83268706,0.06199940,0.12739049,0.40752637,0.31089395,0.69005886,0.00000000,0.38654594,0.30012511
-5.21360680,1.87751213,0.06379659,0.13016150,0.42285115,0.31560958,0.71166954,0.00000000,0.39845400,0.30942894
-5.20760380,1.92123675,0.06555549,0.13277822,0.43897878,0.31986513,0.73335532,0.00000000,0.41108679,0.31831918
-5.20160080,1.96404050,0.06727920,0.13524316,0.45586504,0.32368720,0.75516387,0.00000000,0.42455090,0.32681672
-5.19559780,2.00623878,0.06897494,0.13757022,0.47348746,0.32712765,0.77718786,0.00000000,0.43897530,0.33496585
-5.18959480,2.04826283,0.07065345,0.13978348,0.49184207,0.33026032,0.79955824,0.00000000,0.45450419,0.34283182
-5.18359180,2.09063246,0.07232812,0.14191543,0.51093838,0.33317667,0.82243455,0.00000000,0.47128793,0.35049700
-5.17758879,2.13392233,0.07401392,0.14400469,0.53079295,0.33598044,0.84599276,0.00000000,0.48947249,0.35805603
-5.17158579,2.17872330,0.07572618,0.14609344,0.55142166,0.33878162,0.87041121,0.00000000,0.50918783,0.36561000
-5.16558279,2.22560083,0.07747931,0.14822457,0.57283113,0.34168985,0.89585517,0.00000000,0.53053578,0.37326001
-5.15957979,2.27505231,0.07928539,0.15043873,0.59500980,0.34480781,0.92246106,0.00000000,0.55357809,0.38110047
-5.15357679,2.32746594,0.08115293,0.15277142,0.61791915,0.34822472,0.95032119,0.00000000,0.57832539,0.38921240
-5.14757379,2.38308323,0.08308570,0.15525028,0.64148575,0.35201039,0.97946983,0.00000000,0.60472758,0.39765730
-5.14157079,2.44196763,0.08508173,0.15789276,0.66559451,0.35621012,1.00987173,0.00000000,0.63266656,0.40647175
-5.13556778,2.50398117,0.08713262,0.16070424,0.69008397,0.36084072,1.04141380,0.00000000,0.66195162,0.41566332
-5.12956478,2.56877093,0.08922312,0.16367675,0.71474388,0.36588796,1.07390066,0.00000000,0.69231818,0.42520784
-5.12356178,2.63576659,0.09133115,0.16678847,0.73931545,0.37130548,1.10705466,0.00000000,0.72343001,0.43504851
-5.11755878,2.70418947,0.09342811,0.17000390,0.76349463,0.37701543,1.14052042,0.00000000,0.75488520,0.44509669
-5.11155578,2.77307331,0.09547960,0.17327477,0.78693821,0.38291067,1.17387407,0.00000000,0.78622566,0.45523467
-5.10555278,2.84129588,0.09744655,0.17654179,0.80927289,0.38885859,1.20663681,0.00000000,0.81694998,0.46532005
-5.09954977,2.90762015,0.09928653,0.17973694,0.83010666,0.39470628,1.23829212,0.00000000,0.84652912,0.47519180
-5.09354677,2.97074302,0.10095545,0.18278632,0.84904227,0.40028686,1.26830596,0.00000000,0.87442419,0.48467733
-5.08754377,3.02934904,0.10240936,0.18561344,0.86569199,0.40542658,1.29614869,0.00000000,0.90010566,0.49360063
-5.08154077,3.08216635,0.10360628,0.18814260,0.87969295,0.40995241,1.32131771,0.00000000,0.92307283,0.50179052
-5.07553777,3.12802174,0.10450809,0.19030242,0.89072214,0.41369967,1.34335933,0.00000000,0.94287280,0.50908899
-5.06953477,3.16589176,0.10508225,0.19202910,0.89851045,0.41651922,1.36188880,0.00000000,0.95911783,0.51535868
-5.06353177,3.19494703,0.10530328,0.19326928,0.90285473,0.41828405,1.37660720,0.00000000,0.97150017,0.52048950
-5.05752876,3.21458728,0.10515405,0.19398251,0.90362734,0.41889470,1.38731414,0.00000000,0.97980368,0.52440356
-5.05152576,3.22446511,0.10462657,0.19414291,0.90078252,0.41828333,1.39391564,0.00000000,0.98391153,0.52705844
-5.04552276,3.22449734,0.10372251,0.19374010,0.89435941,0.41641635,1.39642668,0.00000000,0.98380953,0.52844844
-5.03951976,3.21486340,0.10245323,0.19277943,0.88448130,0.41329530,1.39496821,0.00000000,0.97958519,0.52860375
-5.03351676,3.19599098,0.10083946,0.19128128,0.87135141,0.40895620,1.38975901,0.00000000,0.97142225,0.52758774
-5.02751376,3.16853033,0.09891053,0.18927969,0.85524540,0.40346734,1.38110278,0.00000000,0.95959138,0.52549241
-5.02151076,3.13331863,0.09670337,0.18682033,0.83650092,0.39692568,1.36937153,0.00000000,0.94443737,0.52243250
-5.01550775,3.09133715,0.09426120,0.18395800,0.81550515,0.38945228,1.35498617,0.00000000,0.92636371,0.51853850
-5.00950475,3.04366378,0.09163200,0.18075374,0.79268074,0.38118681,1.33839563,0.00000000,0.90581539,0.51394923
-5.00350175,2.99142395,0.08886703,0.17727185,0.76847108,0.37228176,1.32005594,0.00000000,0.88326094,0.50880432
-4.99749875,2.93574303,0.08601917,0.17357691,0.74332580,0.36289649,1.30041045,0.00000000,0.85917461,0.50323723
-4.99149575,2.87770295,0.08314146,0.16973108,0.71768705,0.35319156,1.27987242,0.00000000,0.83401967,0.49736922
-4.98549275,2.81830536,0.08028573,0.16579172,0.69197735,0.34332359,1.25881105,0.00000000,0.80823370,0.49130467
-4.97948974,2.75844345,0.07750147,0.16180956,0.66658954,0.33344088,1.23754166,0.00000000,0.78221639,0.48512808
-4.97348674,2.69888335,0.07483484,0.15782751,0.64187906,0.32368006,1.21632044,0.00000000,0.75632045,0.47890276
-4.96748374,2.64025590,0.07232804,0.15388006,0.61815893,0.31416364,1.19534398,0.00000000,0.73084577,0.47267155
-4.96148074,2.58305832,0.07001884,0.14999340,0.59569726,0.30499876,1.17475322,0.00000000,0.70603699,0.46645915
-4.95547774,2.52766512,0.06794043,0.14618610,0.57471718,0.29627677,1.15464147,0.00000000,0.68208416,0.46027604
-4.94947474,2.47434658,0.06612134,0.14247038,0.55539899,0.28807386,1.13506558,0.00000000,0.65912625,0.45412366
-4.94347174,2.42329303,0.06458566,0.13885372,0.53788384,0.28045218,1.11605931,0.00000000,0.63725687,0.44800037
-4.93746873,2.37464249,0.06335323,0.13534086,0.52227877,0.27346160,1.09764792,0.00000000,0.61653175,0.44190775
-4.93146573,2.32850954,0.06243997,0.13193580,0.50866229,0.26714168,1.07986260,0.00000000,0.59697715,0.43585684
-4.92546273,2.28501286,0.06185821,0.12864388,0.49709018,0.26152367,1.06275387,0.00000000,0.57859859,0.42987382
-4.91945973,2.24429941,0.06161688,0.12547358,0.48760082,0.25663238,1.04640272,0.00000000,0.56138928,0.42400456
-4.91345673,2.20656355,0.06172181,0.12243811,0.48021988,0.25248777,1.03092882,0.00000000,0.54533766,0.41831804
-4.90745373,2.17205950,0.06217573,0.11955648,0.47496387,0.24910603,1.01649517,0.00000000,0.53043363,0.41290795
-4.90145073,2.14110661,0.06297832,0.11685413,0.47184239,0.24650027,1.00330871,0.00000000,0.51667310,0.40789263
-4.89544772,2.11408691,0.06412610,0.11436300,0.47085908,0.24468058,0.99161699,0.00000000,0.50406080,0.40341325
-4.88944472,2.09143533,0.06561223,0.11212105,0.47201116,0.24365365,0.98170100,0.00000000,0.49261124,0.39963009
-4.88344172,2.07362337,0.06742624,0.11017121,0.47528785,0.24342200,0.97386452,0.00000000,0.48234795,0.39671743
