energy_ev,total_up,S_s_up,S_p_up,Sb_p_up,Sb_d_up,V_p_up,V_d_up
-6.00000000,2.00122403,0.03087842,1.19999346,0.12960117,0.00093976,1.24442916,0.43189120
-5.99399700,1.96081182,0.03064392,1.17486869,0.12907432,0.00088005,1.23409328,0.42180394
-5.98799400,1.91972201,0.03047691,1.14883426,0.12885813,0.00082298,1.22075830,0.41233564
-5.98199100,1.87839011,0.03037028,1.12218496,0.12895799,0.00076908,1.20476338,0.40352396
-5.97598799,1.83724136,0.03031397,1.09522427,0.12936749,0.00071890,1.18649354,0.39539108
-5.96998499,1.79668628,0.03029537,1.06826054,0.13006855,0.00067291,1.16636980,0.38794595
-5.96398199,1.75711734,0.03029988,1.04160361,0.13103193,0.00063159,1.14483851,0.38118733
-5.95797899,1.71890676,0.03031153,1.01556168,0.13221808,0.00059540,1.12236000,0.37510731
-5.95197599,1.68240537,0.03031372,0.99043854,0.13357829,0.00056475,1.09939725,0.36969514
-5.94597299,1.64794240,0.03028990,0.96653119,0.13505615,0.00054008,1.07640478,0.36494109
-5.93996998,1.61582598,0.03022437,0.94412768,0.13658927,0.00052177,1.05381836,0.36084031
-5.93396698,1.58634419,0.03010294,0.92350517,0.13811115,0.00051023,1.03204571,0.35739610
-5.92796398,1.55976607,0.02991356,0.90492802,0.13955326,0.00050584,1.01145857,0.35462274
-5.92196098,1.53634256,0.02964688,0.88864572,0.14084717,0.00050894,0.99238619,0.35254740
-5.91595798,1.51630664,0.02929666,0.87489058,0.14192666,0.00051988,0.97511042,0.35121107
-5.90995498,1.49987254,0.02886002,0.86387487,0.14272979,0.00053893,0.95986219,0.35066840
-5.90395198,1.48723360,0.02833759,0.85578742,0.14320088,0.00056635,0.94681942,0.35098628
-5.89794897,1.47855856,0.02773349,0.85078946,0.14329219,0.00060230,0.93610616,0.35224139
-5.89194597,1.47398626,0.02705515,0.84900979,0.14296542,0.00064689,0.92779260,0.35451643
-5.88594297,1.47361870,0.02631299,0.85053922,0.14219285,0.00070008,0.92189592,0.35789555
-5.87993997,1.47751275,0.02551997,0.85542470,0.14095816,0.00076175,0.91838169,0.36245890
-5.87393697,1.48567097,0.02469111,0.86366304,0.13925681,0.00083161,0.91716568,0.36827673
-5.86793397,1.49803199,0.02384284,0.87519499,0.13709608,0.00090922,0.91811595,0.37540327
-5.86193097,1.51446114,0.02299236,0.88989974,0.13449474,0.00099398,0.92105529,0.38387072
-5.85592796,1.53474225,0.02215703,0.90759063,0.13148227,0.00108509,0.92576398,0.39368380
-5.84992496,1.55857128,0.02135368,0.92801228,0.12809789,0.00118159,0.93198299,0.40481505
