energy_ev,total_up,Ir_p_up,Ir_d_up,Li_s_up,N_s_up,N_p_up,Se_s_up,Se_p_up
-3.05852926,2.69316010,0.49443374,1.60163799,0.14524610,0.00300786,0.30084331,0.01641958,0.50199860
-3.05252626,2.65976906,0.49190675,1.58035760,0.14371399,0.00299172,0.29852865,0.01628098,0.49749716
-3.04652326,2.61427392,0.48689340,1.55270557,0.14137343,0.00295897,0.29450934,0.01604901,0.49055118
-3.04052026,2.55769970,0.47950671,1.51934528,0.13827247,0.00291007,0.28886283,0.01572924,0.48132020
-3.03451726,2.49120810,0.46989508,1.48099579,0.13447159,0.00284578,0.28169340,0.01532873,0.46999598
-3.02851426,2.41606110,0.45823778,1.43840871,0.13004184,0.00276709,0.27312918,0.01485582,0.45679637
-3.02251126,2.33358326,0.44473971,1.39234540,0.12506265,0.00267525,0.26331835,0.01431979,0.44195877
-3.01650825,2.24512442,0.42962560,1.34355533,0.11961952,0.00257170,0.25242506,0.01373061,0.42573323
-3.01050525,2.15202399,0.41313394,1.29275640,0.11380160,0.00245808,0.24062489,0.01309864,0.40837569
-3.00450225,2.05557828,0.39551083,1.24061804,0.10769926,0.00233616,0.22810026,0.01243433,0.39014140
-2.99849925,1.95701196,0.37700387,1.18774747,0.10140183,0.00220785,0.21503585,0.01174792,0.37127889
-2.99249625,1.85745436,0.35785652,1.13467968,0.09499548,0.00207511,0.20161415,0.01104923,0.35202459
-2.98649325,1.75792134,0.33830293,1.08187117,0.08856131,0.00193993,0.18801142,0.01034742,0.33259836
-2.98049025,1.65930292,0.31856339,1.02969747,0.08217388,0.00180432,0.17439399,0.00965082,0.31319994
-2.97448724,1.56235677,0.29884067,0.97845435,0.07589992,0.00167024,0.16091523,0.00896683,0.29400645
-2.96848424,1.46770721,0.27931721,0.92836220,0.06979749,0.00153958,0.14771303,0.00830179,0.27517085
-2.96248124,1.37584922,0.26015314,0.87957317,0.06391547,0.00141415,0.13490802,0.00766100,0.25682149
-2.95647824,1.28715679,0.24148529,0.83218050,0.05829342,0.00129561,0.12260234,0.00704867,0.23906242
-2.95047524,1.20189476,0.22342700,0.78622929,0.05296168,0.00118553,0.11087925,0.00646802,0.22197464
-2.94447224,1.12023305,0.20606866,0.74172800,0.04794185,0.00108528,0.09980312,0.00592128,0.20561784
-2.93846923,1.04226247,0.18947895,0.69866007,0.04324737,0.00099611,0.08942015,0.00540986,0.19003270
-2.93246623,0.96801100,0.17370657,0.65699497,0.03888440,0.00091910,0.07975942,0.00493440,0.17524347
-2.92646323,0.89745967,0.15878232,0.61669806,0.03485268,0.00085515,0.07083441,0.00449491,0.16126069
-2.92046023,0.83055731,0.14472148,0.57773894,0.03114658,0.00080499,0.06264473,0.00409091,0.14808389
-2.91445723,0.76723341,0.13152622,0.54009789,0.02775611,0.00076921,0.05517802,0.00372148,0.13570419
-2.90845423,0.70740884,0.11918801,0.50377023,0.02466785,0.00074819,0.04841200,0.00338544,0.12410656
-2.90245123,0.65100397,0.10768993,0.46876860,0.02186593,0.00074218,0.04231648,0.00308137,0.11327186
-2.89644822,0.59794422,0.09700873,0.43512319,0.01933285,0.00075123,0.03685525,0.00280776,0.10317842
-2.89044522,0.54816318,0.08711665,0.40288023,0.01705018,0.00077521,0.03198797,0.00256300,0.09380329
-2.88444222,0.50160343,0.07798299,0.37209894,0.01499918,0.00081382,0.02767174,0.00234544,0.08512309
-2.87843922,0.45821551,0.06957528,0.34284740,0.01316131,0.00086655,0.02386260,0.00215344,0.07711451
-2.87243622,0.41795550,0.06186030,0.31519770,0.01151857,0.00093269,0.02051672,0.00198538,0.06975455
-2.86643322,0.38078162,0.05480472,0.28922081,0.01005381,0.00101133,0.01759141,0.00183963,0.06302051
-2.86043022,0.34665046,0.04837559,0.26498160,0.00875086,0.00110135,0.01504595,0.00171458,0.05688985
-2.85442721,0.31551320,0.04254067,0.24253430,0.00759466,0.00120138,0.01284215,0.00160864,0.05133996
-2.84842421,0.28731236,0.03726856,0.22191880,0.00657126,0.00130987,0.01094480,0.00152018,0.04634791
-2.84242121,0.26197926,0.03252886,0.20315795,0.00566785,0.00142505,0.00932193,0.00144756,0.04189025
-2.83641821,0.23943257,0.02829216,0.18625604,0.00487266,0.00154497,0.00794499,0.00138913,0.03794292
-2.83041521,0.21957801,0.02453014,0.17119841,0.00417494,0.00166751,0.00678888,0.00134319,0.03448124
-2.82441221,0.20230924,0.02121558,0.15795236,0.00356483,0.00179042,0.00583194,0.00130804,0.03148003
-2.81840920,0.18750988,0.01832248,0.14646909,0.00303332,0.00191138,0.00505586,0.00128195,0.02891392
-2.81240620,0.17505649,0.01582615,0.13668652,0.00257216,0.00202800,0.00444552,0.00126319,0.02675768
-2.80640320,0.16482231,0.01370332,0.12853282,0.00217379,0.00213792,0.00398890,0.00125006,0.02498676
-2.80040020,0.15668144,0.01193232,0.12193041,0.00183127,0.00223885,0.00367680,0.00124091,0.02357772
-2.79439720,0.15051320,0.01049323,0.11680005,0.00153825,0.00232866,0.00350272,0.00123417,0.02250887
-2.78839420,0.14620626,0.00936792,0.11306481,0.00128891,0.00240537,0.00346253,0.00122836,0.02176067
-2.78239120,0.14366230,0.00854024,0.11065375,0.00107793,0.00246728,0.00355428,0.00122214,0.02131625
-2.77638819,0.14279892,0.00799592,0.10950483,0.00090048,0.00251300,0.00377785,0.00121432,0.02116164
-2.77038519,0.14355146,0.00772262,0.10956708,0.00075218,0.00254146,0.00413466,0.00120391,0.02128595
-2.76438219,0.14587365,0.00770974,0.11080184,0.00062909,0.00255200,0.00462726,0.00119010,0.02168136
-2.75837919,0.14973696,0.00794818,0.11318287,0.00052768,0.00254433,0.00525896,0.00117230,0.02234287
-2.75237619,0.15512859,0.00843004,0.11669544,0.00044483,0.00251858,0.00603337,0.00115012,0.02326787
-2.74637319,0.16204817,0.00914823,0.12133442,0.00037778,0.00247527,0.00695391,0.00112338,0.02445555
-2.74037019,0.17050334,0.01009597,0.12710138,0.00032414,0.00241532,0.00802334,0.00109212,0.02590613
-2.73436718,0.18050438,0.01126629,0.13400101,0.00028188,0.00233996,0.00924318,0.00105653,0.02761987
-2.72836418,0.19205829,0.01265143,0.14203707,0.00024925,0.00225075,0.01061327,0.00101697,0.02959616
-2.72236118,0.20516249,0.01424235,0.15120796,0.00022483,0.00214948,0.01213124,0.00097396,0.03183239
-2.71635818,0.21979879,0.01602820,0.16150249,0.00020748,0.00203815,0.01379204,0.00092809,0.03432302
-2.71035518,0.23592779,0.01799584,0.17289598,0.00019633,0.00191886,0.01558762,0.00088005,0.03705857
-2.70435218,0.25348435,0.02012953,0.18534697,0.00019078,0.00179379,0.01750663,0.00083054,0.04002495
-2.69834917,0.27237435,0.02241071,0.19879507,0.00019049,0.00166514,0.01953423,0.00078031,0.04320282
-2.69234617,0.29247323,0.02481792,0.21315991,0.00019540,0.00153503,0.02165210,0.00073007,0.04656738
-2.68634317,0.31362645,0.02732699,0.22834159,0.00020575,0.00140551,0.02383856,0.00068049,0.05008842
-2.68034017,0.33565213,0.02991129,0.24422264,0.00022209,0.00127848,0.02606886,0.00063219,0.05373063
-2.67433717,0.35834589,0.03254229,0.26067164,0.00024534,0.00115567,0.02831566,0.00058569,0.05745440
-2.66833417,0.38148775,0.03519027,0.27754829,0.00027683,0.00103865,0.03054964,0.00054147,0.06121690
-2.66233117,0.40485100,0.03782511,0.29470985,0.00031839,0.00092878,0.03274029,0.00049987,0.06497338
-2.65632816,0.42821260,0.04041738,0.31201867,0.00037239,0.00082725,0.03485680,0.00046116,0.06867888
-2.65032516,0.45136460,0.04293935,0.32935048,0.00044186,0.00073508,0.03686900,0.00042554,0.07229003
-2.64432216,0.47412617,0.04536613,0.34660297,0.00053056,0.00065314,0.03874843,0.00039310,0.07576692
-2.63831916,0.49635539,0.04767677,0.36370410,0.00064313,0.00058218,0.04046933,0.00036390,0.07907504
-2.63231616,0.51796020,0.04985523,0.38061980,0.00078514,0.00052288,0.04200965,0.00033791,0.08218709
-2.62631316,0.53890784,0.05189130,0.39736037,0.00096322,0.00047586,0.04335183,0.00031510,0.08508449
-2.62031016,0.55923205,0.05378116,0.41398511,0.00118515,0.00044176,0.04448362,0.00029540,0.08775870
-2.61430715,0.57903739,0.05552785,0.43060487,0.00145991,0.00042122,0.04539853,0.00027873,0.09021203
-2.60830415,0.59850040,0.05714131,0.44738195,0.00179776,0.00041497,0.04609615,0.00026504,0.09245801
-2.60230115,0.61786702,0.05863817,0.46452737,0.00221021,0.00042381,0.04658224,0.00025427,0.09452125
-2.59629815,0.63744639,0.06004118,0.48229518,0.00270996,0.00044866,0.04686845,0.00024642,0.09643672
-2.59029515,0.65760086,0.06137831,0.50097409,0.00331085,0.00049054,0.04697192,0.00024151,0.09824849
-2.58429215,0.67873259,0.06268160,0.52087647,0.00402763,0.00055060,0.04691459,0.00023959,0.10000802
-2.57828914,0.70126721,0.06398571,0.54232517,0.00487573,0.00063007,0.04672225,0.00024076,0.10177195
-2.57228614,0.72563510,0.06532632,0.56563866,0.00587092,0.00073026,0.04642354,0.00024517,0.10359960
-2.56628314,0.75225111,0.06673840,0.59111509,0.00702885,0.00085250,0.04604877,0.00025297,0.10555025
-2.56028014,0.78149369,0.06825448,0.61901601,0.00836457,0.00099810,0.04562869,0.00026435,0.10768025
-2.55427714,0.81368428,0.06990295,0.64955060,0.00989194,0.00116825,0.04519329,0.00027951,0.11004031
-2.54827414,0.84906809,0.07170651,0.68286099,0.01162291,0.00136400,0.04477068,0.00029863,0.11267282
-2.54227114,0.88779717,0.07368086,0.71900966,0.01356686,0.00158611,0.04438611,0.00032189,0.11560958
-2.53626813,0.92991669,0.07583371,0.75796953,0.01572984,0.00183501,0.04406108,0.00034942,0.11886993
-2.53026513,0.97535510,0.07816405,0.79961731,0.01811380,0.00211069,0.04381283,0.00038132,0.12245938
-2.52426213,1.02391893,0.08066192,0.84373056,0.02071597,0.00241262,0.04365388,0.00041761,0.12636885
-2.51825913,1.07529248,0.08330849,0.88998883,0.02352816,0.00273966,0.04359200,0.00045825,0.13057455
-2.51225613,1.12904256,0.08607662,0.93797891,0.02653628,0.00309001,0.04363030,0.00050312,0.13503846
-2.50625313,1.18462839,0.08893174,0.98720416,0.02972007,0.00346116,0.04376766,0.00055200,0.13970945
-2.50025013,1.24141604,0.09183305,1.03709759,0.03305285,0.00384988,0.04399929,0.00060461,0.14452494
-2.49424712,1.29869723,0.09473502,1.08703828,0.03650171,0.00425221,0.04431751,0.00066055,0.14941309
-2.48824412,1.35571153,0.09758908,1.13637056,0.04002780,0.00466351,0.04471264,0.00071939,0.15429525
-2.48224112,1.41167118,0.10034540,1.18442505,0.04358698,0.00507853,0.04517394,0.00078060,0.15908882
-2.47623812,1.46578749,0.10295470,1.23054095,0.04713069,0.00549150,0.04569059,0.00084366,0.16371007
-2.47023512,1.51729787,0.10536997,1.27408847,0.05060711,0.00589630,0.04625263,0.00090801,0.16807713
-2.46423212,1.56549219,0.10754813,1.31449066,0.05396253,0.00628658,0.04685180,0.00097312,0.17211272
-2.45822911,1.60973763,0.10945140,1.35124365,0.05714293,0.00665599,0.04748225,0.00103852,0.17574671
-2.45222611,1.64950095,0.11104841,1.38393457,0.06009566,0.00699837,0.04814109,0.00110384,0.17891831
-2.44622311,1.68436739,0.11231507,1.41225653,0.06277122,0.00730796,0.04882876,0.00116886,0.18157786
-2.44022011,1.71405547,0.11323507,1.43601994,0.06512503,0.00757965,0.04954919,0.00123354,0.18368815
-2.43421711,1.73842730,0.11380007,1.45516012,0.06711909,0.00780916,0.05030979,0.00129807,0.18522524
-2.42821411,1.75749413,0.11400960,1.46974070,0.06872350,0.00799326,0.05112118,0.00136291,0.18617876
-2.42221111,1.77141705,0.11387067,1.47995304,0.06991776,0.00812993,0.05199690,0.00142882,0.18655175
-2.41620810,1.78050309,0.11339716,1.48611187,0.07069169,0.00821851,0.05295279,0.00149695,0.18636007
-2.41020510,1.78519711,0.11260903,1.48864740,0.07104612,0.00825977,0.05400646,0.00156878,0.18563137
-2.40420210,1.78606984,0.11153143,1.48809442,0.07099309,0.00825600,0.05517660,0.00164620,0.18440386
-2.39819910,1.78380307,0.11019369,1.48507906,0.07055566,0.00821097,0.05648229,0.00173153,0.18272470
-2.39219610,1.77917231,0.10862840,1.48030381,0.06976736,0.00812989,0.05794230,0.00182749,0.18064842
-2.38619310,1.77302811,0.10687042,1.47453144,0.06867119,0.00801934,0.05957456,0.00193721,0.17823513
-2.38019010,1.76627647,0.10495604,1.46856845,0.06731830,0.00788705,0.06139554,0.00206421,0.17554879
-2.37418709,1.75985919,0.10292221,1.46324869,0.06576636,0.00774180,0.06341989,0.00221236,0.17265559
-2.36818409,1.75473477,0.10080594,1.45941757,0.06407770,0.00759312,0.06566007,0.00238585,0.16962240
-2.36218109,1.75186018,0.09864374,1.45791716,0.06231725,0.00745104,0.06812620,0.00258914,0.16651540
-2.35617809,1.75217401,0.09647122,1.45957245,0.06055050,0.00732587,0.07082594,0.00282686,0.16339885
-2.35017509,1.75658095,0.09432283,1.46517887,0.05884131,0.00722783,0.07376450,0.00310375,0.16033417
-2.34417209,1.76593775,0.09223158,1.47549090,0.05724990,0.00716682,0.07694470,0.00342455,0.15737901
-2.33816908,1.78104052,0.09022891,1.49121169,0.05583100,0.00715212,0.08036713,0.00379393,0.15458665
-2.33216608,1.80261307,0.08834449,1.51298340,0.05463212,0.00719211,0.08403029,0.00421634,0.15200545
-2.32616308,1.83129612,0.08660608,1.54137802,0.05369215,0.00729403,0.08793072,0.00469591,0.14967843
-2.32016008,1.86763700,0.08503934,1.57688826,0.05304027,0.00746379,0.09206315,0.00523632,0.14764297
-2.31415708,1.91207967,0.08366760,1.61991843,0.05269519,0.00770575,0.09642056,0.00584067,0.14593045
-2.30815408,1.96495468,0.08251156,1.67077487,0.05266469,0.00802260,0.10099423,0.00651138,0.14456609
-2.30215108,2.02646918,0.08158902,1.72965613,0.05294561,0.00841530,0.10577366,0.00725006,0.14356864
-2.29614807,2.09669682,0.08091444,1.79664274,0.05352409,0.00888297,0.11074651,0.00805740,0.14295021
-2.29014507,2.17556787,0.08049860,1.87168681,0.05437622,0.00942293,0.11589840,0.00893309,0.14271598
-2.28414207,2.26285968,0.08034816,1.95460187,0.05546895,0.01003072,0.12121275,0.00987574,0.14286409
-2.27813907,2.35818813,0.08046534,2.04505338,0.05676128,0.01070021,0.12667052,0.01088286,0.14338538
-2.27213607,2.46100054,0.08084751,2.14255043,0.05820566,0.01142370,0.13225002,0.01195077,0.14426330
-2.26613307,2.57057067,0.08148696,2.24643944,0.05974957,0.01219210,0.13792673,0.01307465,0.14547388
-2.26013007,2.68599660,0.08237076,2.35590047,0.06133728,0.01299512,0.14367308,0.01424854,0.14698580
-2.25412706,2.80620209,0.08348065,2.46994699,0.06291154,0.01382149,0.14945849,0.01546540,0.14876052
-2.24812406,2.92994211,0.08479319,2.58742959,0.06441542,0.01465918,0.15524929,0.01671718,0.15075269
-2.24212106,3.05581318,0.08627992,2.70704443,0.06579401,0.01549571,0.16100888,0.01799493,0.15291063
-2.23611806,3.18226862,0.08790779,2.82734669,0.06699607,0.01631832,0.16669797,0.01928892,0.15517699
-2.23011506,3.30763930,0.08963965,2.94676930,0.06797543,0.01711433,0.17227489,0.02058877,0.15748969
-2.22411206,3.43015952,0.09143492,3.06364706,0.06869234,0.01787129,0.17769605,0.02188360,0.15978291
-2.21810905,3.54799792,0.09325036,3.17624571,0.06911439,0.01857732,0.18291647,0.02316225,0.16198838
-2.21210605,3.65929283,0.09504100,3.28279573,0.06921732,0.01922126,0.18789042,0.02441338,0.16403667
-2.20610305,3.76219131,0.09676101,3.38152977,0.06898543,0.01979292,0.19257208,0.02562569,0.16585877
-2.20010005,3.85489073,0.09836484,3.47072305,0.06841175,0.02028325,0.19691628,0.02678806,0.16738760
-2.19409705,3.93568184,0.09980817,3.54873531,0.06749790,0.02068451,0.20087920,0.02788974,0.16855966
-2.18809405,4.00299172,0.10104897,3.61405291,0.06625367,0.02099039,0.20441913,0.02892049,0.16931664
-2.18209105,4.05542530,0.10204854,3.66532976,0.06469639,0.02119616,0.20749712,0.02987070,0.16960696
-2.17608804,4.09180382,0.10277236,3.70142537,0.06285002,0.02129868,0.21007766,0.03073154,0.16938724
-2.17008504,4.11119874,0.10319102,3.72143857,0.06074419,0.02129654,0.21212924,0.03149504,0.16862361
-2.16408204,4.11295975,0.10328084,3.72473554,0.05841298,0.02119001,0.21362481,0.03215418,0.16729282
-2.15807904,4.09673565,0.10302451,3.71097090,0.05589380,0.02098110,0.21454224,0.03270297,0.16538308
-2.15207604,4.06248725,0.10241145,3.68010083,0.05322615,0.02067349,0.21486457,0.03313646,0.16289463
-2.14607304,4.01049152,0.10143808,3.63238771,0.05045044,0.02027250,0.21458027,0.03345082,0.15984007
-2.14007004,3.94133685,0.10010784,3.56839579,0.04760699,0.01978498,0.21368333,0.03364332,0.15624430
-2.13406703,3.85590939,0.09843107,3.48897808,0.04473496,0.01921918,0.21217340,0.03371234,0.15214414
-2.12806403,3.75537102,0.09642471,3.39525484,0.04187164,0.01858467,0.21005569,0.03365738,0.14758768
-2.12206103,3.64112974,0.09411183,3.28858449,0.03905175,0.01789207,0.20734101,0.03347902,0.14263332
-2.11605803,3.51480357,0.09152106,3.17052799,0.03630697,0.01715291,0.20404564,0.03317892,0.13734848
-2.11005503,3.37817936,0.08868581,3.04280812,0.03366564,0.01637942,0.20019125,0.03275977,0.13180824
-2.10405203,3.23316804,0.08564346,2.90726523,0.03115258,0.01558423,0.19580478,0.03222529,0.12609361
-2.09804902,3.08175803,0.08243452,2.76581096,0.02878909,0.01478016,0.19091835,0.03158014,0.12028989
-2.09204602,2.92596835,0.07910171,2.62038184,0.02659301,0.01397990,0.18556913,0.03082998,0.11448480
-2.08604302,2.76780316,0.07568901,2.47289416,0.02457894,0.01319584,0.17979923,0.02998132,0.10876674
-2.08004002,2.60920899,0.07224081,2.32520169,0.02275841,0.01243969,0.17365559,0.02904156,0.10322306
-2.07403702,2.45203609,0.06880108,2.17905748,0.02114017,0.01172232,0.16718981,0.02801888,0.09793842
-2.06803402,2.29800474,0.06541261,2.03608071,0.01973045,0.01105350,0.16045794,0.02692218,0.09299335
-2.06203102,2.14867719,0.06211632,1.89772936,0.01853314,0.01044167,0.15352023,0.02576105,0.08846301
-2.05602801,2.00543576,0.05895070,1.76527908,0.01755004,0.00989384,0.14644075,0.02454561,0.08441607
-2.05002501,1.86946714,0.05595134,1.63980847,0.01678093,0.00941538,0.13928694,0.02328645,0.08091393
-2.04402201,1.74175274,0.05315054,1.52219054,0.01622370,0.00900999,0.13212902,0.02199450,0.07801004
-2.03801901,1.62306480,0.05057703,1.41309019,0.01587434,0.00867964,0.12503925,0.02068087,0.07574952
-2.03201601,1.51396781,0.04825580,1.31296705,0.01572688,0.00842455,0.11809106,0.01935675,0.07416891
-2.02601301,1.41482455,0.04620791,1.22208319,0.01577338,0.00824325,0.11135804,0.01803321,0.07329606
-2.02001001,1.32580605,0.04445051,1.14051488,0.01600376,0.00813268,0.10491280,0.01672104,0.07315023
-2.01400700,1.24690501,0.04299676,1.06816782,0.01640574,0.00808828,0.09882573,0.01543064,0.07374214
-2.00800400,1.17795166,0.04185589,1.00479496,0.01696475,0.00810420,0.09316370,0.01417180,0.07507424
-2.00200100,1.11863179,0.04103322,0.95001642,0.01766388,0.00817346,0.08798866,0.01295359,0.07714088
-1.99599800,1.06850612,0.04053027,0.90334067,0.01848388,0.00828819,0.08335633,0.01178423,0.07992857
-1.98999500,1.02703071,0.04034484,0.86418659,0.01940331,0.00843985,0.07931486,0.01067099,0.08341617
-1.98399200,0.99357775,0.04047106,0.83190585,0.02039866,0.00861949,0.07590364,0.00962010,0.08757514
-1.97798899,0.96745658,0.04089959,0.80580505,0.02144472,0.00881802,0.07315221,0.00863668,0.09236968
-1.97198599,0.94793437,0.04161768,0.78516733,0.02251488,0.00902643,0.07107934,0.00772476,0.09775694
-1.96598299,0.93425633,0.04260933,0.76927306,0.02358174,0.00923606,0.06969240,0.00688726,0.10368720
-1.95997999,0.92566485,0.04385550,0.75741918,0.02461757,0.00943880,0.06898689,0.00612603,0.11010408
-1.95397699,0.92141760,0.04533426,0.74893684,0.02559508,0.00962732,0.06894627,0.00544190,0.11694474
-1.94797399,0.92080396,0.04702102,0.74320710,0.02648803,0.00979522,0.06954214,0.00483475,0.12414028
-1.94197099,0.92315962,0.04888883,0.73967432,0.02727203,0.00993719,0.07073458,0.00430365,0.13161608
-1.93596798,0.92787906,0.05090866,0.73785685,0.02792520,0.01004908,0.07247288,0.00384691,0.13929239
-1.92996498,0.93442558,0.05304972,0.73735504,0.02842889,0.01012798,0.07469652,0.00346222,0.14708494
-1.92396198,0.94233872,0.05527989,0.73785607,0.02876825,0.01017220,0.07733640,0.00314674,0.15490581
-1.91795898,0.95123895,0.05756613,0.73913581,0.02893281,0.01018128,0.08031628,0.00289726,0.16266438
-1.91195598,0.96082942,0.05987496,0.74105743,0.02891680,0.01015588,0.08355446,0.00271023,0.17026850
-1.90595298,0.97089510,0.06217295,0.74356714,0.02871949,0.01009769,0.08696557,0.00258192,0.17762575
-1.89994997,0.98129921,0.06442728,0.74668703,0.02834527,0.01000926,0.09046251,0.00250845,0.18464495
-1.89394697,0.99197734,0.06660632,0.75050555,0.02780364,0.00989385,0.09395850,0.00248594,0.19123771
-1.88794397,1.00292963,0.06868022,0.75516593,0.02710907,0.00975521,0.09736903,0.00251050,0.19732010
-1.88194097,1.01421139,0.07062148,0.76085322,0.02628070,0.00959742,0.10061398,0.00257838,0.20281441
-1.87593797,1.02592284,0.07240564,0.76778036,0.02534194,0.00942463,0.10361948,0.00268598,0.20765094
-1.86993497,1.03819833,0.07401178,0.77617415,0.02432001,0.00924093,0.10631978,0.00282993,0.21176974
-1.86393197,1.05119571,0.07542314,0.78626149,0.02324538,0.00905014,0.10865896,0.00300720,0.21512227
-1.85792896,1.06508634,0.07662764,0.79825673,0.02215118,0.00885565,0.11059231,0.00321514,0.21767303
-1.85192596,1.08004617,0.07761832,0.81235050,0.02107258,0.00866034,0.11208761,0.00345157,0.21940087
-1.84592296,1.09624818,0.07839372,0.82870045,0.02004624,0.00846650,0.11312607,0.00371489,0.22030015
-1.83991996,1.11385648,0.07895814,0.84742432,0.01910965,0.00827576,0.11370288,0.00400416,0.22038158
-1.83391696,1.13302209,0.07932179,0.86859542,0.01830062,0.00808913,0.11382755,0.00431920,0.21967267
-1.82791396,1.15388034,0.07950074,0.89224045,0.01765670,0.00790701,0.11352374,0.00466065,0.21821783
-1.82191096,1.17654975,0.07951677,0.91833974,0.01721469,0.00772931,0.11282882,0.00503009,0.21607796
-1.81590795,1.20113200,0.07939701,0.94682952,0.01701011,0.00755552,0.11179296,0.00543004,0.21332959
-1.80990495,1.22771273,0.07917338,0.97760587,0.01707673,0.00738480,0.11047787,0.00586400,0.21006354
-1.80390195,1.25636269,0.07888184,1.01053001,0.01744602,0.00721622,0.10895516,0.00633645,0.20638300
-1.79789895,1.28713878,0.07856147,1.04543434,0.01814663,0.00704876,0.10730437,0.00685274,0.20240127
-1.79189595,1.32008467,0.07825339,1.08212896,0.01920382,0.00688157,0.10561069,0.00741898,0.19823891
-1.78589295,1.35523055,0.07799952,1.12040791,0.02063879,0.00671396,0.10396240,0.00804187,0.19402066
-1.77988994,1.39259190,0.07784119,1.16005513,0.02246806,0.00654559,0.10244817,0.00872847,0.18987191
-1.77388694,1.43216716,0.07781781,1.20084950,0.02470274,0.00637647,0.10115421,0.00948585,0.18591513
-1.76788394,1.47393420,0.07796533,1.24256895,0.02734778,0.00620701,0.10016139,0.01032076,0.18226613
-1.76188094,1.51784592,0.07831496,1.28499351,0.03040126,0.00603803,0.09954249,0.01123926,0.17903043
-1.75587794,1.56382520,0.07889178,1.32790724,0.03385370,0.00587071,0.09935949,0.01224624,0.17629977
-1.74987494,1.61175951,0.07971368,1.37109917,0.03768744,0.00570651,0.09966125,0.01334503,0.17414903
-1.74387194,1.66149581,0.08079038,1.41436351,0.04187619,0.00554712,0.10048147,0.01453693,0.17263358
-1.73786893,1.71283603,0.08212280,1.45749914,0.04638467,0.00539434,0.10183711,0.01582083,0.17178720
-1.73186593,1.76553382,0.08370268,1.50030889,0.05116857,0.00524995,0.10372732,0.01719284,0.17162075
-1.72586293,1.81929284,0.08551259,1.54259870,0.05617474,0.00511562,0.10613305,0.01864608,0.17212156
-1.71985993,1.87376708,0.08752619,1.58417685,0.06134170,0.00499278,0.10901712,0.02017044,0.17325366
-1.71385693,1.92856329,0.08970896,1.62485368,0.06660041,0.00488251,0.11232512,0.02175258,0.17495882
-1.70785393,1.98324585,0.09201916,1.66444161,0.07187548,0.00478548,0.11598682,0.02337599,0.17715844
-1.70185093,2.03734375,0.09440913,1.70275585,0.07708666,0.00470187,0.11991826,0.02502121,0.17975611
-1.69584792,2.09035981,0.09682679,1.73961549,0.08215058,0.00463137,0.12402438,0.02666620,0.18264087
-1.68984492,2.14178148,0.09921744,1.77484518,0.08698279,0.00457311,0.12820208,0.02828684,0.18569101
-1.68384192,2.19109304,0.10152551,1.80827708,0.09150001,0.00452578,0.13234371,0.02985753,0.18877820
-1.67783892,2.23778851,0.10369651,1.83975306,0.09562239,0.00448756,0.13634068,0.03135192,0.19177189
-1.67183592,2.28138477,0.10567884,1.86912695,0.09927590,0.00445632,0.14008725,0.03274368,0.19454366
-1.66583292,2.32143431,0.10742550,1.89626664,0.10239451,0.00442959,0.14348422,0.03400735,0.19697157
-1.65982991,2.35753693,0.10889572,1.92105598,0.10492232,0.00440477,0.14644238,0.03511915,0.19894407
-1.65382691,2.38935011,0.11005617,1.94339628,0.10681527,0.00437915,0.14888561,0.03605779,0.20036355
-1.64782391,2.41659745,0.11088207,1.96320739,0.10804262,0.00435008,0.15075358,0.03680520,0.20114929
-1.64182091,2.43907495,0.11135784,1.98042833,0.10858792,0.00431508,0.15200369,0.03734716,0.20123969
-1.63581791,2.45665500,0.11147752,1.99501746,0.10844952,0.00427188,0.15261254,0.03767375,0.20059387
-1.62981491,2.46928803,0.11124477,2.00695229,0.10764055,0.00421857,0.15257651,0.03777977,0.19919241
-1.62381191,2.47700178,0.11067263,2.01622892,0.10618848,0.00415364,0.15191173,0.03766483,0.19703739
-1.61780890,2.47989856,0.10978298,2.02286134,0.10413409,0.00407600,0.15065332,0.03733340,0.19415175
-1.61180590,2.47815055,0.10860570,2.02688053,0.10153007,0.00398506,0.14885398,0.03679461,0.19057794
-1.60580290,2.47199371,0.10717773,2.02833361,0.09843924,0.00388068,0.14658197,0.03606189,0.18637618
-1.59979990,2.46172043,0.10554194,2.02728293,0.09493247,0.00376320,0.14391876,0.03515254,0.18162212
-1.59379690,2.44767150,0.10374592,2.02380539,0.09108645,0.00363336,0.14095626,0.03408710,0.17640437
-1.58779390,2.43022767,0.10184078,2.01799181,0.08698136,0.00349231,0.13779391,0.03288866,0.17082179
-1.58179090,2.40980121,0.09987994,2.00994656,0.08269852,0.00334150,0.13453570,0.03158217,0.16498072
-1.57578789,2.38682776,0.09791802,1.99978725,0.07831826,0.00318264,0.13128736,0.03019368,0.15899235
-1.56978489,2.36175879,0.09600979,1.98764470,0.07391788,0.00301763,0.12815367,0.02874956,0.15297014
-1.56378189,2.33505477,0.09420923,1.97366291,0.06956997,0.00284849,0.12523612,0.02727592,0.14702754
-1.55777889,2.30717935,0.09256880,1.95799927,0.06534103,0.00267728,0.12263100,0.02579790,0.14127597
-1.55177589,2.27859441,0.09113871,1.94082477,0.06129048,0.00250607,0.12042784,0.02433923,0.13582306
-1.54577289,2.24975613,0.08996635,1.92232425,0.05746999,0.00233686,0.11870832,0.02292181,0.13077119
