energy_ev,total_up,Cd_p_up,Cd_d_up,Fe_p_up,Fe_d_up,N_s_up,N_p_up,S_s_up,S_p_up
-5.81990995,3.34012386,0.32156605,0.33851550,1.07364640,1.21101094,0.01639270,0.10276812,0.02121280,1.84263321
-5.81390695,3.34361295,0.31526115,0.33472501,1.05253782,1.23543314,0.01594305,0.10034710,0.02117799,1.84783885
-5.80790395,3.34266602,0.30877669,0.33076050,1.03194768,1.25688207,0.01553598,0.09785612,0.02108441,1.85057093
-5.80190095,3.33658356,0.30212356,0.32659195,1.01196683,1.27481076,0.01516297,0.09530447,0.02092750,1.85044046
-5.79589795,3.32468398,0.29530018,0.32219044,0.99264327,1.28871494,0.01481653,0.09269607,0.02070382,1.84706802
-5.78989495,3.30635276,0.28829579,0.31753195,0.97399234,1.29815692,0.01449052,0.09003045,0.02041131,1.84011116
-5.78389195,3.28109040,0.28109417,0.31260096,0.95600813,1.30278763,0.01418032,0.08730394,0.02004950,1.82929111
-5.77788894,3.24855610,0.27367772,0.30739366,0.93867555,1.30236564,0.01388303,0.08451109,0.01961966,1.81441720
-5.77188594,3.20860464,0.26603129,0.30192058,0.92198194,1.29677206,0.01359754,0.08164606,0.01912499,1.79540743
-5.76588294,3.16131421,0.25814591,0.29620836,0.90592761,1.28602067,0.01332458,0.07870393,0.01857056,1.77230400
-5.75987994,3.10700341,0.25002184,0.29030071,0.89053440,1.27026247,0.01306667,0.07568194,0.01796340,1.74528274
-5.75387694,3.04623664,0.24167101,0.28425833,0.87585189,1.24978471,0.01282808,0.07258053,0.01731235,1.71465607
-5.74787394,2.97981751,0.23311858,0.27815797,0.86196093,1.22500426,0.01261467,0.06940400,0.01662793,1.68086917
-5.74187094,2.90877089,0.22440369,0.27209053,0.84897429,1.19645582,0.01243376,0.06616110,0.01592216,1.64448977
-5.73586793,2.83431454,0.21557932,0.26615847,0.83703463,1.16477553,0.01229394,0.06286512,0.01520828,1.60619214
-5.72986493,2.75782241,0.20671133,0.26047258,0.82631000,1.13068095,0.01220487,0.05953379,0.01450051,1.56673635
-5.72386193,2.68078145,0.19787682,0.25514843,0.81698744,1.09494841,0.01217704,0.05618897,0.01381373,1.52694393
-5.71785893,2.60474454,0.18916194,0.25030258,0.80926513,1.05838883,0.01222160,0.05285596,0.01316316,1.48767145
-5.71185593,2.53128202,0.18065934,0.24604886,0.80334379,1.02182323,0.01235010,0.04956281,0.01256404,1.44978327
-5.70585293,2.46193415,0.17246530,0.24249484,0.79941789,0.98605900,0.01257426,0.04633940,0.01203134,1.41412506
-5.69984992,2.39816687,0.16467699,0.23973872,0.79766731,0.95186784,0.01290580,0.04321651,0.01157945,1.38149911
-5.69384692,2.34133234,0.15738966,0.23786668,0.79824993,0.91996627,0.01335612,0.04022483,0.01122191,1.35264266
-5.68784392,2.29263588,0.15069419,0.23695082,0.80129545,0.89099924,0.01393615,0.03739407,0.01097112,1.32820977
-5.68184092,2.25310983,0.14467489,0.23704762,0.80690078,0.86552722,0.01465600,0.03475211,0.01083814,1.30875737
-5.67583792,2.22359478,0.13940769,0.23819706,0.81512685,0.84401695,0.01552476,0.03232425,0.01083246,1.29473551
-5.66983492,2.20472781,0.13495874,0.24042212,0.82599702,0.82683566,0.01655014,0.03013261,0.01096176,1.28648167
-5.66383192,2.19693718,0.13138331,0.24372871,0.83949673,0.81424861,0.01773817,0.02819569,0.01123179,1.28421877
-5.65782891,2.20044247,0.12872513,0.24810593,0.85557408,0.80641956,0.01909281,0.02652796,0.01164615,1.28805630
-5.65182591,2.21525915,0.12701586,0.25352642,0.87414110,0.80341357,0.02061562,0.02513971,0.01220615,1.29799385
-5.64582291,2.24120625,0.12627486,0.25994681,0.89507539,0.80520173,0.02230534,0.02403692,0.01291069,1.31392637
-5.63981991,2.27791633,0.12650901,0.26730821,0.91822164,0.81166722,0.02415753,0.02322128,0.01375615,1.33565055
-5.63381691,2.32484647,0.12771260,0.27553659,0.94339310,0.82261229,0.02616426,0.02269021,0.01473628,1.36287154
-5.62781391,2.38129004,0.12986726,0.28454314,0.97037258,0.83776572,0.02831376,0.02243708,0.01584222,1.39520988
-5.62181091,2.44638862,0.13294185,0.29422467,0.99891317,0.85679059,0.03059029,0.02245130,0.01706244,1.43220817
-5.61580790,2.51914417,0.13689240,0.30446400,1.02873877,0.87929208,0.03297400,0.02271859,0.01838284,1.47333761
-5.60980490,2.59843182,0.14166197,0.31513056,1.05954456,0.90482534,0.03544100,0.02322121,0.01978690,1.51800441
-5.60380190,2.68301353,0.14718073,0.32608137,1.09099779,0.93290345,0.03796354,0.02393822,0.02125584,1.56555644
-5.59779890,2.77155351,0.15336612,0.33716230,1.12273928,0.96300553,0.04051043,0.02484579,0.02276893,1.61529048
-5.59179590,2.86263596,0.16012320,0.34820998,1.15438593,0.99458522,0.04304759,0.02591751,0.02430388,1.66646048
-5.58579290,2.95478570,0.16734547,0.35905429,1.18553463,1.02707957,0.04553876,0.02712477,0.02583726,1.71828725
-5.57978989,3.04649217,0.17491591,0.36952153,1.21576777,1.05991849,0.04794649,0.02843714,0.02734505,1.76996985
-5.57378689,3.13623694,0.18270859,0.37943823,1.24466064,1.09253484,0.05023316,0.02982289,0.02880321,1.82069896
-5.56778389,3.22252459,0.19059077,0.38863559,1.27179062,1.12437496,0.05236218,0.03124943,0.03018834,1.86967211
-5.56178089,3.30391630,0.19842539,0.39695430,1.29674797,1.15490963,0.05429922,0.03268396,0.03147832,1.91611071
-5.55577789,3.37906545,0.20607419,0.40424973,1.31914816,1.18364511,0.05601344,0.03409400,0.03265296,1.95927841
-5.54977489,3.44675378,0.21340103,0.41039708,1.33864502,1.21013402,0.05747874,0.03544812,0.03369468,1.99850015
-5.54377189,3.50592684,0.22027567,0.41529637,1.35494440,1.23398548,0.05867480,0.03671658,0.03458901,2.03318132
-5.53776888,3.55572689,0.22657758,0.41887688,1.36781744,1.25487427,0.05958805,0.03787206,0.03532516,2.06282603
-5.53176588,3.59552175,0.23219987,0.42110083,1.37711302,1.27254844,0.06021232,0.03889028,0.03589632,2.08705362
-5.52576288,3.62492783,0.23705293,0.42196602,1.38276846,1.28683491,0.06054931,0.03975069,0.03630000,2.10561264
-5.51975988,3.64382607,0.24106782,0.42150726,1.38481804,1.29764287,0.06060868,0.04043702,0.03653806,2.11839128
-5.51375688,3.65236948,0.24419910,0.41979633,1.38339859,1.30496458,0.06040790,0.04093778,0.03661671,2.12542380
-5.50775388,3.65098183,0.24642707,0.41694059,1.37875186,1.30887356,0.05997169,0.04124663,0.03654628,2.12689235
-5.50175088,3.64034696,0.24775906,0.41307999,1.37122330,1.30952004,0.05933129,0.04136264,0.03634087,2.12312393
-5.49574787,3.62138907,0.24823008,0.40838286,1.36125726,1.30712404,0.05852328,0.04129040,0.03601785,2.11458259
-5.48974487,3.59524464,0.24790229,0.40304038,1.34938846,1.30196616,0.05758836,0.04103998,0.03559729,2.10185690
-5.48374187,3.56322699,0.24686370,0.39726008,1.33623022,1.29437665,0.05656983,0.04062669,0.03510118,2.08564339
-5.47773887,3.52678501,0.24522582,0.39125872,1.32245954,1.28472311,0.05551201,0.04007080,0.03455275,2.06672630
-5.47173587,3.48745779,0.24312057,0.38525476,1.30879976,1.27339759,0.05445870,0.03939697,0.03397565,2.04595479
-5.46573287,3.44682689,0.24069629,0.37946078,1.29600120,1.26080347,0.05345156,0.03863366,0.03339315,2.02421818
-5.45972986,3.40646836,0.23811327,0.37407628,1.28482050,1.24734284,0.05252870,0.03781232,0.03282746,2.00242034
-5.45372686,3.36790612,0.23553870,0.36928106,1.27599938,1.23340483,0.05172342,0.03696660,0.03229899,1.98145421
-5.44772386,3.33256860,0.23314132,0.36522951,1.27024335,1.21935538,0.05106315,0.03613138,0.03182585,1.96217708
-5.44172086,3.30175000,0.23108599,0.36204604,1.26820123,1.20552883,0.05056867,0.03534177,0.03142334,1.94538773
-5.43571786,3.27657732,0.22952829,0.35982173,1.27044594,1.19222141,0.05025366,0.03463215,0.03110363,1.93180590
-5.42971486,3.25798399,0.22860927,0.35861241,1.27745718,1.17968698,0.05012442,0.03403513,0.03087557,1.92205462
-5.42371186,3.24669058,0.22845067,0.35843807,1.28960652,1.16813478,0.05018005,0.03358059,0.03074462,1.91664586
-5.41770885,3.24319282,0.22915063,0.35928355,1.30714538,1.15772916,0.05041275,0.03329473,0.03071287,1.91596969
-5.41170585,3.24775665,0.23078005,0.36110053,1.33019612,1.14859113,0.05080842,0.03319929,0.03077926,1.92028702
-5.40570285,3.26042009,0.23337975,0.36381044,1.35874670,1.14080126,0.05134749,0.03331073,0.03093976,1.92972599
-5.39969985,3.28100113,0.23695852,0.36730830,1.39264894,1.13440371,0.05200580,0.03363969,0.03118773,1.94428178
-5.39369685,3.30911112,0.24149203,0.37146720,1.43162061,1.12941107,0.05275569,0.03419050,0.03151427,1.96381974
-5.38769385,3.34417269,0.24692282,0.37614307,1.47525119,1.12580942,0.05356706,0.03496090,0.03190860,1.98808159
-5.38169085,3.38544137,0.25316124,0.38117974,1.52301143,1.12356351,0.05440846,0.03594194,0.03235848,2.01669433
-5.37568784,3.43203003,0.26008740,0.38641392,1.57426617,1.12262159,0.05524811,0.03711802,0.03285057,2.04918155
-5.36968484,3.48293528,0.26755409,0.39167997,1.62829034,1.12291966,0.05605491,0.03846722,0.03337080,2.08497682
-5.36368184,3.53706506,0.27539054,0.39681431,1.68428749,1.12438507,0.05679921,0.03996176,0.03390466,2.12343868
-5.35767884,3.59326651,0.28340706,0.40165934,1.74141041,1.12693914,0.05745359,0.04156864,0.03443753,2.16386693
-5.35167584,3.65035357,0.29140023,0.40606686,1.79878299,1.13049890,0.05799343,0.04325054,0.03495489,2.20551962
-5.34567284,3.70713361,0.29915874,0.40990078,1.85552270,1.13497793,0.05839730,0.04496676,0.03544253,2.24763051
-5.33966983,3.76243244,0.30646936,0.41303932,1.91076285,1.14028625,0.05864725,0.04667437,0.03588671,2.28942625
-5.33366683,3.81511728,0.31312327,0.41537656,1.96367376,1.14632955,0.05872900,0.04832941,0.03627435,2.33014309
-5.32766383,3.86411715,0.31892209,0.41682345,2.01348208,1.15300769,0.05863193,0.04988819,0.03659311,2.36904245
-5.32166083,3.90844039,0.32368377,0.41730828,2.05948756,1.16021284,0.05834902,0.05130851,0.03683153,2.40542508
-5.31565783,3.94718895,0.32724786,0.41677682,2.10107667,1.16782729,0.05787675,0.05255092,0.03697920,2.43864330
-5.30965483,3.97956940,0.32948017,0.41519194,2.13773256,1.17572122,0.05721481,0.05357986,0.03702680,2.46811114
-5.30365183,4.00490045,0.33027647,0.41253311,2.16904122,1.18375066,0.05636592,0.05436471,0.03696630,2.49331211
-5.29764882,4.02261717,0.32956531,0.40879556,2.19469360,1.19175573,0.05533554,0.05488062,0.03679107,2.51380450
-5.29164582,4.03227203,0.32730963,0.40398937,2.21448401,1.19955947,0.05413161,0.05510914,0.03649605,2.52922425
-5.28564282,4.03353315,0.32350728,0.39813846,2.22830503,1.20696734,0.05276422,0.05503876,0.03607783,2.53928553
-5.27963982,4.02618017,0.31819047,0.39127947,2.23613948,1.21376767,0.05124542,0.05466503,0.03553484,2.54377921
-5.27363682,4.01009820,0.31142407,0.38346070,2.23805013,1.21973300,0.04958894,0.05399058,0.03486740,2.54256969
-5.26763382,3.98527060,0.30330296,0.37474109,2.23416790,1.22462257,0.04780996,0.05302487,0.03407785,2.53559043
-5.26163082,3.95177109,0.29394859,0.36518912,2.22467941,1.22818587,0.04592491,0.05178375,0.03317058,2.52283864
-5.25562781,3.90975587,0.28350483,0.35488186,2.20981460,1.23016735,0.04395129,0.05028879,0.03215201,2.50436974
-5.24962481,3.85945622,0.27213339,0.34390400,2.18983532,1.23031213,0.04190749,0.04856654,0.03103053,2.48029192
-5.24362181,3.80117226,0.26000899,0.33234691,2.16502537,1.22837261,0.03981258,0.04664762,0.02981646,2.45076128
-5.23761881,3.73526793,0.24731448,0.32030777,2.13568266,1.22411590,0.03768620,0.04456578,0.02852182,2.41597793
-5.23161581,3.66216759,0.23423606,0.30788860,2.10211369,1.21733161,0.03554836,0.04235687,0.02716015,2.37618313
-5.22561281,3.58235419,0.22095886,0.29519538,2.06463059,1.20784000,0.03341926,0.04005795,0.02574626,2.33165771
-5.21960980,3.49636879,0.20766294,0.28233707,2.02355052,1.19549991,0.03131912,0.03770629,0.02429594,2.28272162
-5.21360680,3.40481117,0.19451986,0.26942464,1.97919734,1.18021626,0.02926796,0.03533856,0.02282560,2.22973443
-5.20760380,3.30834104,0.18168988,0.25656997,1.93190500,1.16194672,0.02728543,0.03299009,0.02135196,2.17309653
-5.20160080,3.20767916,0.16931975,0.24388476,1.88202220,1.14070724,0.02539055,0.03069423,0.01989168,2.11325057
-5.19559780,3.10360790,0.15754120,0.23147932,1.82991755,1.11657593,0.02360149,0.02848181,0.01846102,2.05068264
-5.18959480,2.99697028,0.14647000,0.21946128,1.77598475,1.08969529,0.02193534,0.02638081,0.01707549,1.98592284
-5.18359180,2.88866713,0.13620551,0.20793420,1.72064684,1.06027233,0.02040783,0.02441604,0.01574955,1.91954447
-5.17758879,2.77965148,0.12683070,0.19699620,1.66435907,1.02857649,0.01903311,0.02260896,0.01449632,1.85216161
-5.17158579,2.67092002,0.11841247,0.18673839,1.60760983,0.99493540,0.01782346,0.02097766,0.01332734,1.78442460
-5.16558279,2.56350114,0.11100220,0.17724339,1.55091903,0.95972838,0.01678907,0.01953678,0.01225238,1.71701317
-5.15957979,2.45843954,0.10463645,0.16858374,1.49483392,0.92337793,0.01593776,0.01829759,0.01127928,1.65062711
-5.15357679,2.35677761,0.09933761,0.16082034,1.43992197,0.88633937,0.01527480,0.01726806,0.01041384,1.58597451
-5.14757379,2.25953386,0.09511462,0.15400101,1.38676119,0.84908903,0.01480267,0.01645295,0.00965975,1.52375770
-5.14157079,2.16767913,0.09196352,0.14815907,1.33592778,0.81211127,0.01452092,0.01585391,0.00901860,1.46465740
-5.13556778,2.08211123,0.08986793,0.14331210,1.28798193,0.77588495,0.01442602,0.01546960,0.00848990,1.40931541
-5.12956478,2.00362913,0.08879936,0.13946095,1.24345200,0.74086971,0.01451126,0.01529578,0.00807113,1.35831666
-5.12356178,1.93290776,0.08871751,0.13658903,1.20281802,0.70749268,0.01476677,0.01532539,0.00775786,1.31217123
-5.11755878,1.87047449,0.08957040,0.13466183,1.16649510,0.67613608,0.01517955,0.01554865,0.00754387,1.27129723
-5.11155578,1.81668869,0.09129460,0.13362706,1.13481771,0.64712615,0.01573354,0.01595317,0.00742136,1.23600533
-5.10555278,1.77172527,0.09381546,0.13341498,1.10802556,0.62072399,0.01640990,0.01652402,0.00738108,1.20648579
-5.09954977,1.73556334,0.09704746,0.13393948,1.08625192,0.59711851,0.01718722,0.01724391,0.00741261,1.18279868
-5.09354677,1.70798080,0.10089486,0.13509944,1.06951505,0.57642183,0.01804192,0.01809331,0.00750458,1.16486803
-5.08754377,1.68855540,0.10525249,0.13678079,1.05771327,0.55866741,0.01894871,0.01905069,0.00764491,1.15248021
-5.08154077,1.67667269,0.11000689,0.13885895,1.05062419,0.54381071,0.01988109,0.02009279,0.00782110,1.14528705
-5.07553777,1.67154073,0.11503780,0.14120177,1.04790823,0.53173271,0.02081194,0.02119488,0.00802052,1.14281368
-5.06953477,1.67221139,0.12021998,0.14367279,1.04911651,0.52224578,0.02171420,0.02233123,0.00823067,1.14447094
-5.06353177,1.67760752,0.12542530,0.14613481,1.05370301,0.51510192,0.02256148,0.02347544,0.00843948,1.14957216
-5.05752876,1.68655510,0.13052519,0.14845361,1.06104042,0.51000284,0.02332877,0.02460101,0.00863555,1.15735359
-5.05152576,1.69781925,0.13539321,0.15050165,1.07043933,0.50661162,0.02399309,0.02568177,0.00880845,1.16699793
-5.04552276,1.71014251,0.13990783,0.15216171,1.08116990,0.50456533,0.02453407,0.02669250,0.00894888,1.17765982
-5.03951976,1.72228416,0.14395517,0.15333012,1.09248513,0.50348820,0.02493455,0.02760943,0.00904893,1.18849249
-5.03351676,1.73305868,0.14743173,0.15391973,1.10364485,0.50300470,0.02518099,0.02841078,0.00910220,1.19867440
-5.02751376,1.74137192,0.15024684,0.15386222,1.11393927,0.50275216,0.02526379,0.02907728,0.00910389,1.20743476
-5.02151076,1.74625353,0.15232491,0.15310978,1.12271126,0.50239230,0.02517755,0.02959259,0.00905088,1.21407682
-5.01550775,1.74688409,0.15360724,0.15163608,1.12937625,0.50162130,0.02492110,0.02994369,0.00894178,1.21799811
-5.00950475,1.74261615,0.15405331,0.14943646,1.13343898,0.50017804,0.02449746,0.03012119,0.00877679,1.21870662
-5.00350175,1.73298817,0.15364162,0.14652734,1.13450638,0.49785024,0.02391361,0.03011947,0.00855769,1.21583249
-4.99749875,1.71773095,0.15236984,0.14294486,1.13229614,0.49447826,0.02318015,0.02993680,0.00828769,1.20913458
-4.99149575,1.69676655,0.15025449,0.13874292,1.12664057,0.48995666,0.02231089,0.02957529,0.00797120,1.19850189
-4.98549275,1.67019983,0.14732993,0.13399054,1.11748576,0.48423338,0.02132226,0.02904074,0.00761370,1.18394991
-4.97948974,1.63830335,0.14364688,0.12876884,1.10488627,0.47730678,0.02023275,0.02834237,0.00722145,1.16561215
-4.97348674,1.60149643,0.13927044,0.12316771,1.08899564,0.46922084,0.01906223,0.02749253,0.00680128,1.14372744
-4.96748374,1.56031969,0.13427777,0.11728231,1.07005339,0.46005873,0.01783132,0.02650617,0.00636032,1.11862379
-4.96148074,1.51540627,0.12875543,0.11120958,1.04836935,0.44993526,0.01656073,0.02540043,0.00590580,1.09069962
-4.95547774,1.46745141,0.12279654,0.10504493,1.02430603,0.43898858,0.01527067,0.02419405,0.00544478,1.06040346
-4.94947474,1.41718169,0.11649799,0.09887920,0.99826017,0.42737159,0.01398029,0.02290682,0.00498398,1.02821309
-4.94347174,1.36532552,0.10995754,0.09279607,0.97064435,0.41524357,0.01270725,0.02155901,0.00452962,0.99461510
-4.93746873,1.31258615,0.10327125,0.08686989,0.94186954,0.40276228,0.01146735,0.02017082,0.00408727,0.96008605
-4.93146573,1.25961832,0.09653098,0.08116416,0.91232949,0.39007718,0.01027421,0.01876187,0.00366173,0.92507571
-4.92546273,1.20700938,0.08982238,0.07573050,0.88238766,0.37732367,0.00913919,0.01735075,0.00325701,0.88999337
-4.91945973,1.15526557,0.08322319,0.07060827,0.85236702,0.36461892,0.00807122,0.01595460,0.00287627,0.85519744
-4.91345673,1.10480349,0.07680188,0.06582466,0.82254318,0.35205912,0.00707690,0.01458886,0.00252183,0.82098874
-4.90745373,1.05594695,0.07061690,0.06139532,0.79314091,0.33971836,0.00616053,0.01326696,0.00219521,0.78760741
-4.90145073,1.00892867,0.06471614,0.05732535,0.76433376,0.32764885,0.00532433,0.01200024,0.00189719,0.75523326
-4.89544772,0.96389628,0.05913696,0.05361063,0.73624669,0.31588255,0.00456859,0.01079784,0.00162786,0.72398922
-4.88944472,0.92092188,0.05390647,0.05023936,0.70896102,0.30443375,0.00389198,0.00966672,0.00138675,0.69394730
-4.88344172,0.88001407,0.04904212,0.04719372,0.68252121,0.29330243,0.00329176,0.00861172,0.00117287,0.66513639
-4.87743872,0.84113155,0.04455260,0.04445151,0.65694282,0.28247816,0.00276413,0.00763574,0.00098486,0.63755133
-4.87143572,0.80419724,0.04043876,0.04198775,0.63222083,0.27194400,0.00230440,0.00673984,0.00082105,0.61116226
-4.86543272,0.76911186,0.03669484,0.03977618,0.60833780,0.26168040,0.00190733,0.00592352,0.00067957,0.58592384
-4.85942971,0.73576629,0.03330951,0.03779044,0.58527118,0.25166851,0.00156735,0.00518493,0.00055843,0.56178355
-4.85342671,0.70405192,0.03026714,0.03600517,0.56299934,0.24189298,0.00127872,0.00452110,0.00045559,0.53868868
-4.84742371,0.67386856,0.02754877,0.03439670,0.54150596,0.23234394,0.00103575,0.00392818,0.00036903,0.51659152
-4.84142071,0.64512968,0.02513317,0.03294357,0.52078262,0.22301809,0.00083292,0.00340169,0.00029676,0.49545279
-4.83541771,0.61776491,0.02299770,0.03162680,0.50082954,0.21391895,0.00066501,0.00293674,0.00023694,0.47524310
-4.82941471,0.59172007,0.02111901,0.03042984,0.48165463,0.20505634,0.00052713,0.00252820,0.00018781,0.45594257
-4.82341171,0.56695486,0.01947366,0.02933852,0.46327106,0.19644507,0.00041484,0.00217088,0.00014781,0.43753900
-4.81740870,0.54343904,0.01803857,0.02834064,0.44569379,0.18810320,0.00032412,0.00185965,0.00011550,0.42002481
-4.81140570,0.52114733,0.01679133,0.02742565,0.42893542,0.18004994,0.00025142,0.00158960,0.00008961,0.40339323
-4.80540270,0.50005389,0.01571047,0.02658419,0.41300186,0.17230340,0.00019363,0.00135606,0.00006903,0.38763423
-4.79939970,0.48012685,0.01477558,0.02580768,0.39788827,0.16487841,0.00014805,0.00115473,0.00005282,0.37273048
-4.79339670,0.46132352,0.01396738,0.02508791,0.38357563,0.15778464,0.00011239,0.00098166,0.00004015,0.35865401
-4.78739370,0.44358667,0.01326781,0.02441672,0.37002835,0.15102509,0.00008470,0.00083330,0.00003033,0.34536362
-4.78139070,0.42684229,0.01265998,0.02378583,0.35719312,0.14459516,0.00006338,0.00070651,0.00002281,0.33280349
-4.77538769,0.41099892,0.01212825,0.02318667,0.34499906,0.13848221,0.00004708,0.00059852,0.00001711,0.32090302
-4.76938469,0.39594874,0.01165820,0.02261044,0.33335934,0.13266584,0.00003473,0.00050698,0.00001285,0.30957795
-4.76338169,0.38157015,0.01123665,0.02204817,0.32217397,0.12711866,0.00002543,0.00042991,0.00000975,0.29873268
-4.75737869,0.36773183,0.01085175,0.02149094,0.31133373,0.12180761,0.00001849,0.00036567,0.00000756,0.28826362
-4.75137569,0.35429779,0.01049301,0.02093012,0.30072487,0.11669565,0.00001334,0.00031299,0.00000613,0.27806333
-4.74537269,0.34113314,0.01015134,0.02035773,0.29023431,0.11174374,0.00000956,0.00027095,0.00000534,0.26802510
-4.73936968,0.32811011,0.00981918,0.01976672,0.27975489,0.10691290,0.00000680,0.00023899,0.00000512,0.25804774
-4.73336668,0.31511399,0.00949052,0.01915130,0.26919049,0.10216633,0.00000480,0.00021689,0.00000544,0.24804018
-4.72736368,0.30204843,0.00916100,0.01850727,0.25846054,0.09747131,0.00000337,0.00020485,0.00000631,0.23792553
-4.72136068,0.28884000,0.00882797,0.01783221,0.24750367,0.09280085,0.00000235,0.00020346,0.00000780,0.22764454
-4.71535768,0.27544154,0.00849049,0.01712572,0.23628042,0.08813501,0.00000162,0.00021380,0.00001000,0.21715804
-4.70935468,0.26183426,0.00814937,0.01638947,0.22477473,0.08346175,0.00000111,0.00023748,0.00001306,0.20644833
-4.70335168,0.24802854,0.00780715,0.01562725,0.21299421,0.07877738,0.00000076,0.00027668,0.00001716,0.19551958
-4.69734867,0.23406328,0.00746808,0.01484494,0.20096928,0.07408654,0.00000051,0.00033426,0.00002255,0.18439701
-4.69134567,0.22000415,0.00713806,0.01405036,0.18875122,0.06940179,0.00000034,0.00041382,0.00002952,0.17312520
-4.68534267,0.20594066,0.00682457,0.01325309,0.17640930,0.06474276,0.00000023,0.00051979,0.00003846,0.16176551
-4.67933967,0.19198247,0.00653656,0.01246429,0.16402719,0.06013511,0.00000015,0.00065753,0.00004978,0.15039285
-4.67333667,0.17825508,0.00628436,0.01169638,0.15169894,0.05560922,0.00000010,0.00083334,0.00006401,0.13909205
-4.66733367,0.16489514,0.00607957,0.01096278,0.13952472,0.05119875,0.00000007,0.00105459,0.00008174,0.12795395
-4.66133067,0.15204577,0.00593489,0.01027763,0.12760656,0.04693917,0.00000004,0.00132973,0.00010364,0.11707156
-4.65532766,0.13985190,0.00586402,0.00965546,0.11604429,0.04286637,0.00000003,0.00166827,0.00013048,0.10653634
-4.64932466,0.12845595,0.00588140,0.00911096,0.10493196,0.03901529,0.00000002,0.00208081,0.00016309,0.09643487
-4.64332166,0.11799404,0.00600212,0.00865864,0.09435471,0.03541880,0.00000001,0.00257886,0.00020240,0.08684602
