energy_ev,total_up,As_p_up,As_d_up,Se_s_up,Se_p_up,Ti_p_up,Ti_d_up
-6.00000000,0.28586347,0.12815892,0.00000000,0.00230460,0.06076927,0.04895931,0.06258228
-5.99399700,0.30190583,0.13670468,0.00000000,0.00269300,0.06282191,0.05243852,0.06779002
-5.98799400,0.31845375,0.14580722,0.00000000,0.00315261,0.06462978,0.05624367,0.07350775
-5.98199100,0.33558543,0.15552859,0.00000000,0.00368822,0.06618522,0.06040065,0.07977906
-5.97598799,0.35341629,0.16594602,0.00000000,0.00430440,0.06749047,0.06494130,0.08665218
-5.96998499,0.37209610,0.17715004,0.00000000,0.00500531,0.06855776,0.06990245,0.09417844
-5.96398199,0.39180443,0.18924177,0.00000000,0.00579453,0.06940907,0.07532467,0.10241030
-5.95797899,0.41274452,0.20232959,0.00000000,0.00667484,0.07007554,0.08125075,0.11139919
-5.95197599,0.43513575,0.21652513,0.00000000,0.00764807,0.07059649,0.08772395,0.12119306
-5.94597299,0.45920492,0.23193880,0.00000000,0.00871490,0.07101819,0.09478612,0.13183384
-5.93996998,0.48517656,0.24867490,0.00000000,0.00987472,0.07139227,0.10247571,0.14335482
-5.93396698,0.51326268,0.26682658,0.00000000,0.01112545,0.07177396,0.11082568,0.15577810
-5.92796398,0.54365226,0.28647065,0.00000000,0.01246347,0.07222015,0.11986145,0.16911221
-5.92196098,0.57650072,0.30766255,0.00000000,0.01388353,0.07278737,0.12959891,0.18334990
-5.91595798,0.61191994,0.33043155,0.00000000,0.01537868,0.07352969,0.14004256,0.19846626
-5.90995498,0.64996890,0.35477635,0.00000000,0.01694030,0.07449675,0.15118376,0.21441721
-5.90395198,0.69064539,0.38066113,0.00000000,0.01855811,0.07573182,0.16299930,0.23113842
-5.89794897,0.73387895,0.40801239,0.00000000,0.02022027,0.07727006,0.17545010,0.24854463
-5.89194597,0.77952529,0.43671632,0.00000000,0.02191346,0.07913699,0.18848034,0.26652947
-5.88594297,0.82736245,0.46661721,0.00000000,0.02362301,0.08134727,0.20201679,0.28496579
-5.87993997,0.87708868,0.49751658,0.00000000,0.02533312,0.08390373,0.21596858,0.30370639
-5.87393697,0.92832233,0.52917343,0.00000000,0.02702703,0.08679674,0.23022731,0.32258529
-5.86793397,0.98060381,0.56130547,0.00000000,0.02868721,0.09000397,0.24466760,0.34141941
-5.86193097,1.03339966,0.59359151,0.00000000,0.03029566,0.09349052,0.25914807,0.36001078
-5.85592796,1.08610886,0.62567492,0.00000000,0.03183412,0.09720937,0.27351281,0.37814910
-5.84992496,1.13807141,0.65716845,0.00000000,0.03328438,0.10110228,0.28759330,0.39561485
-5.84392196,1.18857904,0.68766011,0.00000000,0.03462850,0.10510099,0.30121090,0.41218270
-5.83791896,1.23688822,0.71672033,0.00000000,0.03584919,0.10912881,0.31417981,0.42762541
-5.83191596,1.28223509,0.74391028,0.00000000,0.03693004,0.11310252,0.32631052,0.44171811
-5.82591296,1.32385228,0.76879114,0.00000000,0.03785586,0.11693451,0.33741375,0.45424281
-5.81990995,1.36098715,0.79093426,0.00000000,0.03861297,0.12053521,0.34730476,0.46499326
-5.81390695,1.39292112,0.80993199,0.00000000,0.03918954,0.12381557,0.35580792,0.47377990
-5.80790395,1.41898956,0.82540878,0.00000000,0.03957583,0.12668979,0.36276158,0.48043488
-5.80190095,1.43860153,0.83703227,0.00000000,0.03976448,0.12907790,0.36802283,0.48481696
-5.79589795,1.45125882,0.84452395,0.00000000,0.03975077,0.13090835,0.37147221,0.48681609
-5.78989495,1.45657342,0.84766902,0.00000000,0.03953281,0.13212037,0.37301809,0.48635761
-5.78389195,1.45428279,0.84632492,0.00000000,0.03911166,0.13266616,0.37260051,0.48340573
-5.77788894,1.44426216,0.84042820,0.00000000,0.03849148,0.13251261,0.37019442,0.47796622
-5.77188594,1.42653324,0.82999935,0.00000000,0.03767949,0.13164274,0.36581196,0.47008811
-5.76588294,1.40126886,0.81514527,0.00000000,0.03668595,0.13005651,0.35950382,0.45986424
-5.75987994,1.36879318,0.79605924,0.00000000,0.03552400,0.12777126,0.35135956,0.44743072
-5.75387694,1.32957737,0.77301819,0.00000000,0.03420944,0.12482156,0.34150673,0.43296495
-5.74787394,1.28423071,0.74637749,0.00000000,0.03276045,0.12125849,0.33010889,0.41668266
-5.74187094,1.23348745,0.71656315,0.00000000,0.03119719,0.11714847,0.31736263,0.39883358
-5.73586793,1.17818996,0.68406200,0.00000000,0.02954138,0.11257166,0.30349357,0.37969629
-5.72986493,1.11926860,0.64941000,0.00000000,0.02781581,0.10761990,0.28875153,0.35957210
-5.72386193,1.05771929,0.61317919,0.00000000,0.02604386,0.10239440,0.27340518,0.33877842
-5.71785893,0.99457962,0.57596391,0.00000000,0.02424894,0.09700322,0.25773620,0.31764170
-5.71185593,0.93090423,0.53836661,0.00000000,0.02245400,0.09155860,0.24203326,0.29649031
-5.70585293,0.86774062,0.50098399,0.00000000,0.02068102,0.08617429,0.22658608,0.27564757
-5.69984992,0.80610604,0.46439378,0.00000000,0.01895061,0.08096293,0.21167965,0.25542514
-5.69384692,0.74696623,0.42914276,0.00000000,0.01728155,0.07603360,0.19758888,0.23611703
-5.68784392,0.69121666,0.39573617,0.00000000,0.01569057,0.07148951,0.18457382,0.21799435
-5.68184092,0.63966665,0.36462897,0.00000000,0.01419200,0.06742603,0.17287547,0.20130095
