energy_ev,total_up,total_down,C_s_up,C_s_down,C_p_up,C_p_down,Mn_p_up,Mn_p_down,Mn_d_up,Mn_d_down,S_s_up,S_s_down,S_p_up,S_p_down,Ti_p_up,Ti_p_down,Ti_d_up,Ti_d_down
-6.00000000,2.69829517,-1.29793884,0.01864829,-0.02882454,0.03276676,-0.02455014,0.94922798,-0.34246143,0.58043902,-0.14596097,0.01309767,-0.01490550,1.59221507,-0.80833578,0.92933425,-0.46185780,0.16340138,-0.06944389
-5.99399700,2.72931555,-1.27875630,0.01843202,-0.02707856,0.03465419,-0.02305626,0.96632667,-0.34290177,0.58812130,-0.14424644,0.01296412,-0.01375155,1.60990176,-0.79960469,0.93739021,-0.45921825,0.16759417,-0.06769261
-5.98799400,2.75409715,-1.25939922,0.01824437,-0.02536283,0.03674044,-0.02176981,0.98114708,-0.34298917,0.59438672,-0.14274564,0.01284329,-0.01265304,1.62367782,-0.79042634,0.94313517,-0.45578091,0.17152048,-0.06605375
-5.98199100,2.77248989,-1.23995475,0.01808685,-0.02368124,0.03903551,-0.02067710,0.99342374,-0.34282502,0.59930012,-0.14141638,0.01274173,-0.01161289,1.63339957,-0.78088352,0.94645663,-0.45165183,0.17513262,-0.06453667
-5.97598799,2.78445564,-1.22060090,0.01796231,-0.02203785,0.04154720,-0.01976506,1.00292669,-0.34254830,0.60294846,-0.14022745,0.01266674,-0.01063299,1.63899135,-0.77112040,0.94728019,-0.44697985,0.17838945,-0.06315374
-5.96998499,2.79006490,-1.20161847,0.01787490,-0.02043701,0.04428016,-0.01902188,1.00946677,-0.34233636,0.60543601,-0.13916143,0.01262615,-0.00971451,1.64044602,-0.76134926,0.94557068,-0.44195772,0.18125749,-0.06192127
-5.96398199,2.78948975,-1.18339727,0.01783003,-0.01888338,0.04723505,-0.01843755,1.01289975,-0.34240399,0.60687894,-0.13821679,0.01262809,-0.00885802,1.63782329,-0.75185372,0.94133218,-0.43682107,0.18371175,-0.06086021
-5.95797899,2.78299357,-1.16643655,0.01783410,-0.01738189,0.05040754,-0.01800411,1.01312929,-0.34300055,0.60739957,-0.13740903,0.01268078,-0.00806376,1.63124621,-0.74298823,0.93460686,-0.43184533,0.18573628,-0.05999650
-5.95197599,2.77091798,-1.15133907,0.01789419,-0.01593763,0.05378753,-0.01771582,1.01010857,-0.34440527,0.60712047,-0.13677102,0.01279216,-0.00733176,1.62089574,-0.73517377,0.92547281,-0.42734064,0.18732430,-0.05936118
-5.94597299,2.75366764,-1.13879928,0.01801769,-0.01455577,0.05735835,-0.01756914,1.00384070,-0.34692070,0.60615877,-0.13635238,0.01296955,-0.00666198,1.60700378,-0.72888964,0.91404106,-0.42364469,0.18847803,-0.05899007
-5.93996998,2.73169343,-1.12958583,0.01821182,-0.01324138,0.06109630,-0.01756250,0.99437794,-0.35086458,0.60462080,-0.13621795,0.01321935,-0.00605445,1.58984483,-0.72466185,0.90045177,-0.42111397,0.18920810,-0.05892317
-5.93396698,2.70547477,-1.12451910,0.01848314,-0.01199932,0.06497031,-0.01769596,0.98181960,-0.35656026,0.60259743,-0.13644556,0.01354668,-0.00550928,1.56972664,-0.72304830,0.88486991,-0.42011349,0.18953267,-0.05920379
-5.92796398,2.67550176,-1.12444478,0.01883704,-0.01083407,0.06894193,-0.01797077,0.96630894,-0.36432601,0.60016026,-0.13712298,0.01395499,-0.00502677,1.54698005,-0.72462147,0.86748038,-0.42100549,0.18947619,-0.05987732
-5.92196098,2.64225774,-1.13020444,0.01927723,-0.00974963,0.07296568,-0.01838880,0.94802898,-0.37446370,0.59735886,-0.13834438,0.01444580,-0.00460741,1.52194845,-0.72994924,0.84848297,-0.42413741,0.18906794,-0.06098987
-5.91595798,2.60620310,-1.14260436,0.01980526,-0.00874942,0.07698975,-0.01895197,0.92719744,-0.38724704,0.59421919,-0.14020633,0.01501841,-0.00425190,1.49497716,-0.73957455,0.82808707,-0.42982984,0.18834036,-0.06258667
-5.90995498,2.56776077,-1.16238389,0.02042018,-0.00783621,0.08095705,-0.01966160,0.90406097,-0.40291009,0.59074327,-0.14280358,0.01566971,-0.00396113,1.46640314,-0.75399487,0.80650643,-0.43836458,0.18732730,-0.06471044
-5.90395198,2.52730423,-1.19018467,0.02111816,-0.00701218,0.08480662,-0.02051779,0.87888888,-0.42163618,0.58691023,-0.14622475,0.01639400,-0.00373619,1.43654533,-0.77364212,0.78395413,-0.44997353,0.18606220,-0.06739970
-5.89794897,2.48514826,-1.22652183,0.02189235,-0.00627884,0.08847541,-0.02151883,0.85196649,-0.44354807,0.58267867,-0.15054809,0.01718298,-0.00357832,1.40569606,-0.79886396,0.76063780,-0.46482874,0.18457636,-0.07068712
-5.89194597,2.44154314,-1.27175849,0.02273276,-0.00563721,0.09190037,-0.02266075,0.82358846,-0.46869935,0.57799017,-0.15583754,0.01802576,-0.00348891,1.37411383,-0.82990712,0.73675534,-0.48303404,0.18289745,-0.07459797
-5.88594297,2.39667236,-1.32608448,0.02362633,-0.00508783,0.09502065,-0.02393683,0.79405227,-0.49706777,0.57277405,-0.16213914,0.01890900,-0.00346944,1.34201785,-0.86690359,0.71249122,-0.50461856,0.18104813,-0.07914876
-5.87993997,2.35065413,-1.38950013,0.02455713,-0.00463097,0.09778010,-0.02533738,0.76365206,-0.52855074,0.56695300,-0.16947806,0.01981715,-0.00352148,1.30958441,-0.90985990,0.68801357,-0.52953247,0.17904511,-0.08434611
-5.87393697,2.30354668,-1.46180573,0.02550667,-0.00426669,0.10012974,-0.02684949,0.73267306,-0.56296308,0.56044944,-0.17785618,0.02073278,-0.00364659,1.27694551,-0.95865028,0.66347195,-0.55764497,0.17689856,-0.09018582
-5.86793397,2.25535714,-1.54259719,0.02645435,-0.00399510,0.10203016,-0.02845711,0.70138688,-0.60003741,0.55319237,-0.18725048,0.02163700,-0.00384633,1.24418967,-1.01301368,0.63899616,-0.58874485,0.17461192,-0.09665232
-5.86193097,2.20605363,-1.63126785,0.02737801,-0.00381639,0.10345384,-0.03014110,0.67004766,-0.63942711,0.54512439,-0.19761213,0.02250995,-0.00412216,1.21136490,-1.07255487,0.61469581,-0.62254340,0.17218222,-0.10371837
-5.85592796,2.15558013,-1.72701655,0.02825460,-0.00373106,0.10438719,-0.03187951,0.63888930,-0.68071179,0.53620852,-0.20886644,0.02333138,-0.00447541,1.17848384,-1.13674963,0.59066095,-0.65867968,0.16960074,-0.11134513
-5.84992496,2.10387338,-1.82886156,0.02906085,-0.00373995,0.10483220,-0.03364800,0.60812382,-0.72340522,0.52643470,-0.22091359,0.02408124,-0.00490722,1.14553071,-1.20495374,0.56696342,-0.69672797,0.16685410,-0.11948247
