energy_ev,total_up,total_down,Mn_p_up,Mn_p_down,Mn_d_up,Mn_d_down,N_s_up,N_s_down,N_p_up,N_p_down,S_s_up,S_s_down,S_p_up,S_p_down
-6.00000000,1.23215372,-1.46361167,0.32509131,-0.24736488,0.38432027,-0.21157958,0.00363413,-0.00510905,0.33875814,-0.38755125,0.03591740,-0.03664894,0.16641125,-0.32518934
-5.99399700,1.23959049,-1.38264852,0.32672793,-0.23294862,0.39006041,-0.20024344,0.00399337,-0.00481781,0.34066811,-0.36589331,0.03721244,-0.03475076,0.16710932,-0.30741651
-5.98799400,1.24823633,-1.29892117,0.32840169,-0.21804800,0.39631968,-0.18852097,0.00436206,-0.00451988,0.34279098,-0.34348779,0.03860594,-0.03279029,0.16806056,-0.28904969
-5.98199100,1.25801253,-1.21388594,0.33016596,-0.20292998,0.40301938,-0.17661984,0.00473686,-0.00422128,0.34513451,-0.32072914,0.04007509,-0.03080312,0.16923437,-0.27040289
-5.97598799,1.26873170,-1.12894577,0.33205226,-0.18785478,0.41004482,-0.16474018,0.00511414,-0.00392796,0.34767923,-0.29799900,0.04159282,-0.02882357,0.17058339,-0.25177667
-5.96998499,1.28010551,-1.04542095,0.33406920,-0.17307061,0.41724928,-0.15307043,0.00549005,-0.00364567,0.35037930,-0.27565835,0.04312864,-0.02688398,0.17204552,-0.23345183
-5.96398199,1.29175698,-0.96452510,0.33620246,-0.15880915,0.42445917,-0.14178398,0.00586061,-0.00337990,0.35316462,-0.25404083,0.04464957,-0.02501416,0.17354659,-0.21568435
-5.95797899,1.30323644,-0.88734673,0.33841581,-0.14528189,0.43148045,-0.13103657,0.00622177,-0.00313579,0.35594392,-0.23344773,0.04612122,-0.02324100,0.17500353,-0.19870157
-5.95197599,1.31404052,-0.81483663,0.34065297,-0.13267751,0.43810583,-0.12096457,0.00656951,-0.00291808,0.35860876,-0.21414424,0.04750890,-0.02158815,0.17632785,-0.18269972
-5.94597299,1.32363303,-0.74780074,0.34284030,-0.12115996,0.44412239,-0.11168398,0.00689990,-0.00273105,0.36103819,-0.19635737,0.04877871,-0.02007589,0.17742933,-0.16784267
-5.93996998,1.33146675,-0.68689804,0.34489003,-0.11086753,0.44931942,-0.10329017,0.00720920,-0.00257850,0.36310380,-0.18027495,0.04989863,-0.01872110,0.17821967,-0.15426187
-5.93396698,1.33700511,-0.63264270,0.34670397,-0.10191253,0.45349597,-0.09585818,0.00749389,-0.00246373,0.36467491,-0.16604599,0.05083951,-0.01753734,0.17861601,-0.14205716
-5.92796398,1.33974284,-0.58540972,0.34817736,-0.09438152,0.45646783,-0.08944353,0.00775076,-0.00238952,0.36562367,-0.15378172,0.05157596,-0.01653493,0.17854417,-0.13129843
-5.92196098,1.33922464,-0.54544302,0.34920294,-0.08833605,0.45807379,-0.08408334,0.00797697,-0.00235812,0.36582990,-0.14355748,0.05208701,-0.01572118,0.17794136,-0.12202782
-5.91595798,1.33506127,-0.51286509,0.34967478,-0.08381359,0.45818078,-0.07979763,0.00817006,-0.00237121,0.36518537,-0.13541489,0.05235668,-0.01510059,0.17675849,-0.11426220
-5.90995498,1.32694261,-0.48768732,0.34949209,-0.08082870,0.45668787,-0.07659066,0.00832799,-0.00242992,0.36359755,-0.12936430,0.05237433,-0.01467502,0.17496181,-0.10799581
-5.90395198,1.31464729,-0.46982022,0.34856265,-0.07937413,0.45352905,-0.07445233,0.00844920,-0.00253478,0.36099255,-0.12538720,0.05213482,-0.01444390,0.17253401,-0.10320291
-5.89794897,1.29804899,-0.45908297,0.34680592,-0.07942197,0.44867475,-0.07335930,0.00853259,-0.00268572,0.35731744,-0.12343849,0.05163843,-0.01440437,0.16947464,-0.09984012
-5.89194597,1.27711936,-0.45521188,0.34415588,-0.08092462,0.44213218,-0.07327609,0.00857754,-0.00288200,0.35254164,-0.12344845,0.05089072,-0.01455140,0.16580007,-0.09784862
-5.88594297,1.25192799,-0.45786756,0.34056339,-0.08381569,0.43394460,-0.07415585,0.00858396,-0.00312226,0.34665783,-0.12532450,0.04990210,-0.01487787,0.16154292,-0.09715592
-5.87993997,1.22263975,-0.46664079,0.33599834,-0.08801076,0.42418975,-0.07594103,0.00855224,-0.00340439,0.33968201,-0.12895260,0.04868740,-0.01537460,0.15675114,-0.09767730
-5.87393697,1.18951010,-0.48105735,0.33045132,-0.09340815,0.41297751,-0.07856389,0.00848329,-0.00372558,0.33165319,-0.13419844,0.04726528,-0.01603032,0.15148679,-0.09931698
-5.86793397,1.15287879,-0.50058202,0.32393515,-0.09988964,0.40044708,-0.08194685,0.00837854,-0.00408227,0.32263256,-0.14090850,0.04565755,-0.01683176,0.14582471,-0.10196904
-5.86193097,1.11316264,-0.52462241,0.31648604,-0.10732134,0.38676387,-0.08600294,0.00823995,-0.00447017,0.31270230,-0.14891112,0.04388856,-0.01776353,0.13985106,-0.10551816
-5.85592796,1.07084781,-0.55253289,0.30816452,-0.11555475,0.37211622,-0.09063622,0.00807000,-0.00488424,0.30196424,-0.15801767,0.04198450,-0.01880828,0.13366204,-0.10984036
-5.84992496,1.02648204,-0.58361939,0.29905616,-0.12442816,0.35671216,-0.09574245,0.00787169,-0.00531874,0.29053832,-0.16802408,0.03997275,-0.01994665,0.12736268,-0.11480382
-5.84392196,0.98066720,-0.61714540,0.28927205,-0.13376833,0.34077634,-0.10120994,0.00764854,-0.00576731,0.27856093,-0.17871269,0.03788132,-0.02115747,0.12106589,-0.12026987
-5.83791896,0.93405245,-0.65233963,0.27894905,-0.14339273,0.32454711,-0.10692073,0.00740455,-0.00622299,0.26618326,-0.18985470,0.03573830,-0.02241795,0.11489180,-0.12609427
-5.83191596,0.88732803,-0.68840562,0.26824971,-0.15311221,0.30827397,-0.11275211,0.00714424,-0.00667841,0.25356965,-0.20121319,0.03357140,-0.02370395,0.10896734,-0.13212881
-5.82591296,0.84121985,-0.72453347,0.25736206,-0.16273413,0.29221516,-0.11857850,0.00687254,-0.00712585,0.24089585,-0.21254675,0.03140762,-0.02499035,0.10342620,-0.13822333
-5.81990995,0.79648472,-0.75991349,0.24649898,-0.17206591,0.27663562,-0.12427370,0.00659480,-0.00755744,0.22834739,-0.22361373,0.02927293,-0.02625154,0.09840891,-0.14422814
-5.81390695,0.75390608,-0.79375175,0.23589726,-0.18091908,0.26180503,-0.12971341,0.00631674,-0.00796531,0.21611784,-0.23417696,0.02719208,-0.02746191,0.09406324,-0.14999668
-5.80790395,0.71429003,-0.82528694,0.22581637,-0.18911341,0.24799603,-0.13477802,0.00604433,-0.00834180,0.20440707,-0.24400896,0.02518849,-0.02859644,0.09054466,-0.15538862
-5.80190095,0.67846136,-0.85380821,0.21653668,-0.19648132,0.23548242,-0.13935556,0.00578377,-0.00867964,0.19341939,-0.25289729,0.02328414,-0.02963137,0.08801676,-0.16027308
-5.79589795,0.64725933,-0.87867312,0.20835738,-0.20287220,0.22453732,-0.14334466,0.00554135,-0.00897216,0.18336166,-0.26064999,0.02149959,-0.03054482,0.08665159,-0.16453184
-5.78989495,0.62153269,-0.89932507,0.20159379,-0.20815656,0.21543115,-0.14665747,0.00532339,-0.00921344,0.17444122,-0.26710083,0.01985399,-0.03131744,0.08662977,-0.16806263
-5.78389195,0.60213389,-0.91530954,0.19657415,-0.21222977,0.20842935,-0.14922227,0.00513610,-0.00939854,0.16686360,-0.27211418,0.01836514,-0.03193299,0.08814016,-0.17078214
-5.77788894,0.58991198,-0.92628811,0.19363582,-0.21501534,0.20378982,-0.15098586,0.00498547,-0.00952358,0.16083023,-0.27558918,0.01704953,-0.03237890,0.09137905,-0.17262859
-5.77188594,0.58570386,-0.93204995,0.19312076,-0.21646750,0.20175998,-0.15191547,0.00487716,-0.00958589,0.15653577,-0.27746314,0.01592245,-0.03264667,0.09654865,-0.17356396
-5.76588294,0.59032395,-0.93251979,0.19537035,-0.21657290,0.20257342,-0.15200003,0.00481637,-0.00958409,0.15416535,-0.27771396,0.01499798,-0.03273225,0.10385486,-0.17357553
-5.75987994,0.60455180,-0.92776228,0.20071940,-0.21535155,0.20644612,-0.15125092,0.00480773,-0.00951810,0.15389162,-0.27636134,0.01428910,-0.03263618,0.11350413,-0.17267674
-5.75387694,0.62911781,-0.91798222,0.20948943,-0.21285672,0.21357238,-0.14970206,0.00485517,-0.00938918,0.15587159,-0.27346685,0.01380765,-0.03236364,0.12569945,-0.17090729
-5.74787394,0.66468697,-0.90352061,0.22198114,-0.20917388,0.22412035,-0.14740920,0.00496182,-0.00919983,0.16024331,-0.26913270,0.01356434,-0.03192440,0.14063539,-0.16833250
-5.74187094,0.71184086,-0.88484668,0.23846617,-0.20441876,0.23822731,-0.14444868,0.00512992,-0.00895374,0.16712254,-0.26349939,0.01356866,-0.03133248,0.15849223,-0.16504190
-5.73586793,0.77105825,-0.86254603,0.25917831,-0.19873450,0.25599487,-0.14091543,0.00536076,-0.00865566,0.17659930,-0.25674208,0.01382882,-0.03060585,0.17942930,-0.16114702
-5.72986493,0.84269458,-0.83730533,0.28430419,-0.19228801,0.27748414,-0.13692054,0.00565454,-0.00831124,0.18873447,-0.24906605,0.01435162,-0.02976586,0.20357766,-0.15677864
-5.72386193,0.92696116,-0.80989412,0.31397386,-0.18526570,0.30271111,-0.13258820,0.00601040,-0.00792682,0.20355656,-0.24070125,0.01514222,-0.02883662,0.23103225,-0.15208339
-5.71785893,1.02390462,-0.78114429,0.34825136,-0.17786872,0.33164234,-0.12805243,0.00642635,-0.00750931,0.22105874,-0.23189620,0.01620404,-0.02784434,0.26184399,-0.14721992
-5.71185593,1.13338757,-0.75192797,0.38712585,-0.17030781,0.36419127,-0.12345345,0.00689927,-0.00706592,0.24119624,-0.22291134,0.01753845,-0.02681653,0.29601186,-0.14235478
-5.70585293,1.25507142,-0.72313449,0.43050362,-0.16279793,0.40021526,-0.11893390,0.00742492,-0.00660398,0.26388423,-0.21401224,0.01914460,-0.02578125,0.33347557,-0.13765799
-5.69984992,1.38840231,-0.69564710,0.47820143,-0.15555294,0.43951362,-0.11463514,0.00799800,-0.00613074,0.28899645,-0.20546261,0.02101918,-0.02476631,0.37410910,-0.13329871
-5.69384692,1.53260123,-0.67032021,0.52994172,-0.14878026,0.48182677,-0.11069349,0.00861218,-0.00565320,0.31636462,-0.19751758,0.02315618,-0.02379851,0.41771551,-0.12944077
-5.68784392,1.68665928,-0.64795754,0.58535012,-0.14267586,0.52683673,-0.10723681,0.00926020,-0.00517795,0.34577868,-0.19041718,0.02554673,-0.02290295,0.46402349,-0.12623848
-5.68184092,1.84933887,-0.62929195,0.64395576,-0.13741957,0.57416908,-0.10438122,0.00993399,-0.00471103,0.37698825,-0.18438040,0.02817895,-0.02210237,0.51268593,-0.12383270
-5.67583792,2.01918165,-0.61496723,0.70519463,-0.13317084,0.62339635,-0.10222820,0.01062477,-0.00425784,0.40970502,-0.17959971,0.03103784,-0.02141660,0.56328093,-0.12234716
-5.66983492,2.19452356,-0.60552223,0.76841632,-0.13006504,0.67404309,-0.10086214,0.01132322,-0.00382304,0.44360642,-0.17623647,0.03410526,-0.02086209,0.61531534,-0.12188533
-5.66383192,2.37351715,-0.60137770,0.83289432,-0.12821035,0.72559232,-0.10034829,0.01201965,-0.00341058,0.47834032,-0.17441696,0.03735999,-0.02045157,0.66823107,-0.12252768
-5.65782891,2.55416115,-0.60282604,0.89783963,-0.12768540,0.77749345,-0.10073116,0.01270414,-0.00302362,0.51353089,-0.17422938,0.04077782,-0.02019376,0.72141420,-0.12432952
