energy_ev,total_up,Ag_p_up,Ag_d_up,N_s_up,N_p_up,Rh_p_up,Rh_d_up,Se_s_up,Se_p_up
-5.30365183,4.17369880,0.78945175,2.68491633,0.00202419,0.22465167,0.51154293,0.74052870,0.01388300,0.40895923
-5.29764882,4.13409229,0.78286137,2.65476087,0.00196375,0.22354199,0.51169995,0.73538206,0.01403032,0.40760991
-5.29164582,4.08920353,0.77394145,2.61997155,0.00189862,0.22164792,0.51184232,0.73108786,0.01412671,0.40622039
-5.28564282,4.03989836,0.76284404,2.58114915,0.00182914,0.21902589,0.51210067,0.72772287,0.01417293,0.40485348
-5.27963982,3.98706280,0.74975047,2.53892272,0.00175587,0.21574230,0.51259585,0.72534082,0.01417112,0.40356383
-5.27363682,3.93157625,0.73486673,2.49393105,0.00167959,0.21187072,0.51343361,0.72397109,0.01412460,0.40239671
-5.26763382,3.87428664,0.71841822,2.44680512,0.00160122,0.20748906,0.51470001,0.72361831,0.01403767,0.40138698
-5.26163082,3.81598909,0.70064416,2.39815276,0.00152185,0.20267685,0.51645753,0.72426281,0.01391538,0.40055868
-5.25562781,3.75740910,0.68179190,2.34854619,0.00144263,0.19751265,0.51874250,0.72586212,0.01376329,0.39992494
-5.24962481,3.69919141,0.66211138,2.29851328,0.00136478,0.19207177,0.52156370,0.72835338,0.01358718,0.39948858
-5.24362181,3.64189497,0.64184999,2.24853280,0.00128955,0.18642446,0.52490231,0.73165665,0.01339288,0.39924315
-5.23761881,3.58599426,0.62124808,2.19903387,0.00121819,0.18063452,0.52871331,0.73567904,0.01318598,0.39917452
-5.23161581,3.53188657,0.60053522,2.15039940,0.00115194,0.17475840,0.53292817,0.74031947,0.01297171,0.39926288
-5.22561281,3.47990443,0.57992731,2.10297290,0.00109200,0.16884481,0.53745858,0.74547391,0.01275480,0.39948513
-5.21960980,3.43033228,0.55962461,2.05706807,0.00103954,0.16293488,0.54220126,0.75104067,0.01253935,0.39981738
-5.21360680,3.38342561,0.53981063,2.01298001,0.00099573,0.15706260,0.54704324,0.75692581,0.01232882,0.40023764
-5.20760380,3.33943109,0.52065183,1.97099704,0.00096167,0.15125575,0.55186759,0.76304804,0.01212605,0.40072828
-5.20160080,3.29860583,0.50229785,1.93141185,0.00093847,0.14553696,0.55655905,0.76934304,0.01193328,0.40127828
-5.19559780,3.26123415,0.48488230,1.89453084,0.00092721,0.13992500,0.56100940,0.77576696,0.01175222,0.40188499
-5.18959480,3.22764016,0.46852375,1.86068068,0.00092898,0.13443609,0.56512213,0.78229880,0.01158422,0.40255540
-5.18359180,3.19819503,0.45332684,1.83021117,0.00094486,0.12908511,0.56881637,0.78894163,0.01143033,0.40330661
-5.17758879,3.17331799,0.43938323,1.80349386,0.00097595,0.12388673,0.57202966,0.79572249,0.01129150,0.40416569
-5.17158579,3.15347062,0.42677232,1.78091618,0.00102335,0.11885627,0.57471970,0.80269105,0.01116865,0.40516868
-5.16558279,3.13914463,0.41556167,1.76287120,0.00108814,0.11401035,0.57686487,0.80991704,0.01106286,0.40635895
-5.15957979,3.13084344,0.40580696,1.74974336,0.00117141,0.10936719,0.57846364,0.81748661,0.01097541,0.40778492
-5.15357679,3.12905873,0.39755153,1.74189090,0.00127421,0.10494667,0.57953306,0.82549780,0.01090789,0.40949721
-5.14757379,3.13424323,0.39082566,1.73962606,0.00139753,0.10077001,0.58010632,0.83405538,0.01086226,0.41154555
-5.14157079,3.14678136,0.38564544,1.74319408,0.00154227,0.09685930,0.58022979,0.84326525,0.01084083,0.41397554
-5.13556778,3.16695960,0.38201165,1.75275246,0.00170925,0.09323680,0.57995969,0.85322875,0.01084626,0.41682540
-5.12956478,3.19493835,0.37990852,1.76835175,0.00189912,0.08992405,0.57935857,0.86403705,0.01088152,0.42012312
-5.12356178,3.23072718,0.37930275,1.78991902,0.00211236,0.08694098,0.57849196,0.87576593,0.01094981,0.42388395
-5.11755878,3.27416506,0.38014276,1.81724555,0.00234928,0.08430497,0.57742530,0.88847106,0.01105442,0.42810869
-5.11155578,3.32490684,0.38235848,1.84997928,0.00260994,0.08202995,0.57622138,0.90218401,0.01119867,0.43278258
-5.10555278,3.38241715,0.38586167,1.88762304,0.00289418,0.08012568,0.57493834,0.91690902,0.01138577,0.43787520
-5.09954977,3.44597219,0.39054684,1.92953893,0.00320158,0.07859710,0.57362834,0.93262075,0.01161864,0.44334121
-5.09354677,3.51466976,0.39629295,1.97495885,0.00353151,0.07744398,0.57233698,0.94926276,0.01189988,0.44912196
-5.08754377,3.58744719,0.40296570,2.02300113,0.00388306,0.07666066,0.57110327,0.96674708,0.01223154,0.45514799
-5.08154077,3.66310662,0.41042050,2.07269257,0.00425513,0.07623611,0.56996028,0.98495451,0.01261513,0.46134215
-5.07553777,3.74034661,0.41850591,2.12299528,0.00464642,0.07615415,0.56893621,1.00373586,0.01305147,0.46762336
-5.06953477,3.81779893,0.42706760,2.17283711,0.00505549,0.07639384,0.56805579,1.02291390,0.01354065,0.47391064
-5.06353177,3.89406882,0.43595243,2.22114446,0.00548076,0.07693012,0.56734197,1.04228617,0.01408206,0.48012740
-5.05752876,3.96777729,0.44501271,2.26687625,0.00592060,0.07773446,0.56681756,1.06162834,0.01467429,0.48620549
-5.05152576,4.03760351,0.45411033,2.30905745,0.00637333,0.07877568,0.56650685,1.08069839,0.01531527,0.49208912
-5.04552276,4.10232576,0.46312054,2.34681083,0.00683731,0.08002080,0.56643695,1.09924121,0.01600225,0.49773809
-5.03951976,4.16085904,0.47193535,2.37938569,0.00731092,0.08143587,0.56663887,1.11699390,0.01673187,0.50313040
-5.03351676,4.21228811,0.48046623,2.40618212,0.00779264,0.08298678,0.56714804,1.13369138,0.01750029,0.50826394
-5.02751376,4.25589432,0.48864598,2.42676999,0.00828106,0.08464001,0.56800449,1.14907246,0.01830326,0.51315713
-5.02151076,4.29117550,0.49642987,2.44090179,0.00877484,0.08636325,0.56925233,1.16288606,0.01913618,0.51784853
-5.01550775,4.31785785,0.50379565,2.44851874,0.00927276,0.08812596,0.57093876,1.17489763,0.01999425,0.52239530
-5.00950475,4.33589963,0.51074269,2.44974997,0.00977368,0.08989971,0.57311255,1.18489532,0.02087248,0.52687058
-5.00350175,4.34548631,0.51729016,2.44490479,0.01027648,0.09165849,0.57582197,1.19269611,0.02176578,0.53135987
-4.99749875,4.34701772,0.52347426,2.43445843,0.01078005,0.09337881,0.57911230,1.19815126,0.02266898,0.53595656
-4.99149575,4.34108754,0.52934476,2.41903176,0.01128322,0.09503971,0.58302311,1.20115135,0.02357685,0.54075677
-4.98549275,4.32845614,0.53496086,2.39936595,0.01178470,0.09662265,0.58758520,1.20163027,0.02448409,0.54585379
-4.97948974,4.31001802,0.54038665,2.37629305,0.01228299,0.09811133,0.59281762,1.19956848,0.02538526,0.55133225
-4.97348674,4.28676522,0.54568642,2.35070379,0.01277639,0.09949149,0.59872469,1.19499508,0.02627478,0.55726252
-4.96748374,4.25974833,0.55091986,2.32351385,0.01326286,0.10075058,0.60529343,1.18798878,0.02714686,0.56369537
-4.96148074,4.23003692,0.55613773,2.29563013,0.01374008,0.10187756,0.61249131,1.17867780,0.02799544,0.57065740
-4.95547774,4.19868097,0.56137788,2.26791824,0.01420533,0.10286263,0.62026475,1.16723863,0.02881414,0.57814739
-4.94947474,4.16667519,0.56666208,2.24117267,0.01465559,0.10369707,0.62853834,1.15389387,0.02959627,0.58613375
-4.94347174,4.13492771,0.57199373,2.21609078,0.01508751,0.10437314,0.63721499,1.13890915,0.03033483,0.59455343
-4.93746873,4.10423446,0.57735664,2.19325149,0.01549747,0.10488402,0.64617707,1.12258936,0.03102252,0.60331216
-4.93146573,4.07526026,0.58271486,2.17309970,0.01588169,0.10522391,0.65528856,1.10527431,0.03165190,0.61228630
-4.92546273,4.04852731,0.58801375,2.15593674,0.01623629,0.10538817,0.66439828,1.08733397,0.03221546,0.62132603
-4.91945973,4.02441142,0.59318208,2.14191712,0.01655746,0.10537349,0.67334394,1.06916339,0.03270584,0.63026003
-4.91345673,4.00314558,0.59813513,2.13105158,0.01684153,0.10517820,0.68195712,1.05117739,0.03311600,0.63890118
-4.90745373,3.98483055,0.60277862,2.12321606,0.01708517,0.10480255,0.69006871,1.03380504,0.03343952,0.64705326
-4.90145073,3.96945129,0.60701326,2.11816591,0.01728549,0.10424894,0.69751482,1.01748395,0.03367079,0.65451816
-4.89544772,3.95689807,0.61073962,2.11555454,0.01744018,0.10352223,0.70414267,1.00265426,0.03380533,0.66110339
-4.88944472,3.94699058,0.61386308,2.11495552,0.01754763,0.10262988,0.70981625,0.98975234,0.03383997,0.66662937
-4.88344172,3.93950348,0.61629866,2.11588684,0.01760696,0.10158204,0.71442149,0.97920395,0.03377313,0.67093623
-4.87743872,3.93419160,0.61797528,2.11783623,0.01761813,0.10039151,0.71787048,0.97141703,0.03360495,0.67388976
-4.87143572,3.93081314,0.61883939,2.12028630,0.01758193,0.09907360,0.72010464,0.96677384,0.03333740,0.67538615
-4.86543272,3.92914941,0.61885772,2.12273826,0.01749995,0.09764583,0.72109664,0.96562258,0.03297433,0.67535530
-4.85942971,3.92902007,0.61801895,2.12473336,0.01737449,0.09612749,0.72085076,0.96826857,0.03252144,0.67376266
-4.85342671,3.93029288,0.61633436,2.12587102,0.01720853,0.09453916,0.71940188,0.97496516,0.03198617,0.67060924
-4.84742371,3.93288771,0.61383733,2.12582314,0.01700553,0.09290205,0.71681297,0.98590458,0.03137752,0.66593024
-4.84142071,3.93677479,0.61058182,2.12434405,0.01676930,0.09123737,0.71317132,1.00120914,0.03070580,0.65979198
-4.83541771,3.94196761,0.60663994,2.12127615,0.01650385,0.08956558,0.70858356,1.02092321,0.02998233,0.65228769
-4.82941471,3.94851135,0.60209870,2.11655093,0.01621319,0.08790579,0.70317003,1.04500637,0.02921908,0.64353224
-4.82341171,3.95646783,0.59705629,2.11018595,0.01590118,0.08627509,0.69705845,1.07332825,0.02842835,0.63365622
-4.81740870,3.96589833,0.59161793,2.10227805,0.01557138,0.08468806,0.69037759,1.10566556,0.02762235,0.62279969
-4.81140570,3.97684559,0.58589164,2.09299333,0.01522692,0.08315634,0.68325114,1.14170163,0.02681287,0.61110600
-4.80540270,3.98931642,0.57998409,2.08255460,0.01487039,0.08168837,0.67579204,1.18102884,0.02601091,0.59871606
-4.79939970,4.00326608,0.57399669,2.07122697,0.01450384,0.08028927,0.66809783,1.22315408,0.02522644,0.58576326
-4.79339670,4.01858550,0.56802221,2.05930225,0.01412869,0.07896091,0.66024698,1.26750721,0.02446811,0.57236937
-4.78739370,4.03509214,0.56214184,2.04708291,0.01374583,0.07770202,0.65229656,1.31345254,0.02374311,0.55864161
-4.78139070,4.05252483,0.55642293,2.03486614,0.01335566,0.07650860,0.64428127,1.36030277,0.02305701,0.54467086
-4.77538769,4.07054296,0.55091737,2.02292859,0.01295816,0.07537425,0.63621382,1.40733520,0.02241378,0.53053120
-4.76938469,4.08872961,0.54566069,2.01151236,0.01255306,0.07429072,0.62808658,1.45380932,0.02181573,0.51628045
-4.76338169,4.10659847,0.54067170,2.00081250,0.01214000,0.07324842,0.61987437,1.49898535,0.02126363,0.50196185
-4.75737869,4.12360383,0.53595277,1.99096649,0.01171861,0.07223702,0.61153815,1.54214278,0.02075681,0.48760643
-4.75137569,4.13915300,0.53149062,1.98204595,0.01128875,0.07124597,0.60302930,1.58259826,0.02029333,0.47323594
-4.74537269,4.15262043,0.52725755,1.97405076,0.01085061,0.07026499,0.59429436,1.61972202,0.01987016,0.45886617
-4.73936968,4.16336277,0.52321305,1.96690579,0.01040485,0.06928456,0.58527976,1.65295244,0.01948342,0.44451020
-4.73336668,4.17073433,0.51930575,1.96046044,0.00995270,0.06829629,0.57593637,1.68180785,0.01912854,0.43018149
-4.72736368,4.17410243,0.51547563,1.95449092,0.00949601,0.06729318,0.56622365,1.70589573,0.01880058,0.41589668
-4.72136068,4.17286223,0.51165650,1.94870545,0.00903734,0.06626988,0.55611320,1.72491864,0.01849435,0.40167770
-4.71535768,4.16645096,0.50777868,1.94275226,0.00857990,0.06522279,0.54559147,1.73867731,0.01820471,0.38755344
-4.70935468,4.15436142,0.50377183,1.93623029,0.00812756,0.06415017,0.53466177,1.74707065,0.01792669,0.37356063
-4.70335168,4.13615473,0.49956796,1.92870230,0.00768477,0.06305211,0.52334532,1.75009337,0.01765572,0.35974419
-4.69734867,4.11147250,0.49510451,1.91971024,0.00725646,0.06193053,0.51168153,1.74783122,0.01738777,0.34615691
-4.69134567,4.08004831,0.49032750,1.90879226,0.00684798,0.06078910,0.49972756,1.74045457,0.01711946,0.33285874
-4.68534267,4.04171862,0.48519463,1.89550095,0.00646487,0.05963318,0.48755719,1.72821065,0.01684823,0.31991570
-4.67933967,3.99643293,0.47967825,1.87942212,0.00611285,0.05846969,0.47525918,1.71141506,0.01657238,0.30739856
-4.67333667,3.94426292,0.47376806,1.86019341,0.00579756,0.05730707,0.46293530,1.69044274,0.01629115,0.29538139
-4.66733367,3.88541021,0.46747349,1.83752202,0.00552449,0.05615513,0.45069799,1.66571889,0.01600479,0.28394014
-4.66133067,3.82021233,0.46082550,1.81120063,0.00529884,0.05502496,0.43866800,1.63771010,0.01571454,0.27315133
-4.65532766,3.74914628,0.45387776,1.78112102,0.00512536,0.05392884,0.42697187,1.60691569,0.01542266,0.26309084
-4.64932466,3.67282900,0.44670705,1.74728436,0.00500826,0.05288010,0.41573950,1.57385943,0.01513241,0.25383285
-4.64332166,3.59201439,0.43941271,1.70980795,0.00495111,0.05189295,0.40510176,1.53908163,0.01484797,0.24544903
