energy_ev,total_up,Ag_p_up,Ag_d_up,C_s_up,C_p_up,Ru_p_up,Ru_d_up,Se_s_up,Se_p_up
-5.80790395,8.58653469,0.91289423,3.11820989,0.03582479,0.81462539,2.96849703,2.48083340,0.04280499,2.21022027
-5.80190095,8.61948657,0.91418685,3.13836930,0.03562253,0.82285509,2.97227502,2.49186231,0.04225106,2.20223023
-5.79589795,8.65586629,0.91607886,3.15876387,0.03542423,0.83061159,2.97611982,2.50450220,0.04168619,2.19740840
-5.78989495,8.69570672,0.91861036,3.17934691,0.03523335,0.83787776,2.98011399,2.51874582,0.04112326,2.19587836
-5.78389195,8.73888132,0.92178246,3.20006824,0.03505249,0.84463447,2.98427907,2.53452248,0.04057433,2.19765446
-5.77788894,8.78510005,0.92555532,3.22087630,0.03488323,0.85085964,2.98857287,2.55169584,0.04005020,2.20263771
-5.77188594,8.83391414,0.92984827,3.24172096,0.03472598,0.85652808,2.99289059,2.57006512,0.03956001,2.21061624
-5.76588294,8.88472996,0.93454194,3.26255701,0.03457988,0.86161197,2.99706959,2.58936981,0.03911104,2.22127045
-5.75987994,8.93683195,0.93948252,3.28334836,0.03444280,0.86608216,3.00089783,2.60929791,0.03870848,2.23418300
-5.75387694,8.98941373,0.94448779,3.30407281,0.03431141,0.86991007,3.00412549,2.62949737,0.03835536,2.24885310
-5.74787394,9.04161630,0.94935476,3.32472719,0.03418127,0.87307020,3.00647933,2.64959037,0.03805264,2.26471486
-5.74187094,9.09257147,0.95386864,3.34533269,0.03404706,0.87554311,3.00767911,2.66918971,0.03779924,2.28115867
-5.73586793,9.14144845,0.95781256,3.36594002,0.03390285,0.87731859,3.00745521,2.68791655,0.03759236,2.29755498
-5.72986493,9.18750119,0.96097771,3.38663402,0.03374239,0.87839889,3.00556678,2.70541855,0.03742766,2.31327907
-5.72386193,9.23011380,0.96317342,3.40753741,0.03355949,0.87880180,3.00181914,2.72138746,0.03729968,2.32773604
-5.71785893,9.26884149,0.96423652,3.42881318,0.03334837,0.87856338,2.99607998,2.73557521,0.03720216,2.34038437
-5.71185593,9.30344458,0.96403966,3.45066548,0.03310401,0.87774003,2.98829304,2.74780740,0.03712844,2.35075735
-5.70585293,9.33391338,0.96249810,3.47333837,0.03282251,0.87640990,2.97848887,2.75799363,0.03707179,2.35848092
-5.69984992,9.36048219,0.95957462,3.49711255,0.03250135,0.87467335,2.96679180,2.76613380,0.03702582,2.36328736
-5.69384692,9.38363124,0.95528226,3.52229975,0.03213968,0.87265249,2.95342271,2.77232006,0.03698470,2.36502398
-5.68784392,9.40407601,0.94968479,3.54923474,0.03173839,0.87048961,2.93869746,2.77673417,0.03694343,2.36365643
-5.68184092,9.42274404,0.94289481,3.57826518,0.03130025,0.86834468,2.92302066,2.77964034,0.03689799,2.35926663
-5.67583792,9.44073999,0.93506970,3.60973948,0.03082985,0.86639190,2.90687522,2.78137385,0.03684541,2.35204537
-5.66983492,9.45930045,0.92640540,3.64399304,0.03033347,0.86481530,2.89080785,2.78232593,0.03678382,2.34228008
-5.66383192,9.47974042,0.91712854,3.68133328,0.02981891,0.86380384,2.87541112,2.78292583,0.03671238,2.33033849
-5.65782891,9.50339412,0.90748724,3.72202410,0.02929519,0.86354584,2.86130289,2.78362077,0.03663115,2.31664917
-5.65182591,9.53155279,0.89774099,3.76627041,0.02877220,0.86422324,2.84910384,2.78485497,0.03654097,2.30167987
-5.64582291,9.56540262,0.88815017,3.81420342,0.02826034,0.86600582,2.83941419,2.78704876,0.03644324,2.28591490
-5.63981991,9.60596581,0.87896570,3.86586726,0.02777010,0.86904555,2.83279043,2.79057882,0.03633975,2.26983281
-5.63381691,9.65404779,0.87041926,3.92120796,0.02731164,0.87347143,2.82972327,2.79576069,0.03623243,2.25388536
-5.62781391,9.71019293,0.86271465,3.98006507,0.02689441,0.87938493,2.83061753,2.80283417,0.03612315,2.23847880
-5.62181091,9.77465131,0.85602045,4.04216678,0.02652680,0.88685618,2.83577494,2.81195254,0.03601360,2.22395849
-5.61580790,9.84735781,0.85046452,4.10712883,0.02621583,0.89592116,2.84538049,2.82317592,0.03590507,2.21059720
-5.60980490,9.92792473,0.84613030,4.17445757,0.02596692,0.90657989,2.85949291,2.83646910,0.03579841,2.19858768
-5.60380190,10.01564816,0.84305511,4.24355734,0.02578372,0.91879561,2.87803955,2.85170380,0.03569392,2.18803963
-5.59779890,10.10952761,0.84123045,4.31374203,0.02566805,0.93249512,2.90081585,2.86866508,0.03559135,2.17898080
-5.59179590,10.20829807,0.84060407,4.38425061,0.02561984,0.94757002,2.92748940,2.88706149,0.03548994,2.17136204
-5.58579290,10.31047255,0.84108374,4.45426616,0.02563726,0.96387890,2.95760827,2.90653832,0.03538840,2.16506569
-5.57978989,10.41439320,0.84254228,4.52293777,0.02571679,0.98125031,2.99061320,2.92669306,0.03528510,2.15991658
-5.57378689,10.51828830,0.84482374,4.58940446,0.02585341,0.99948636,3.02585326,2.94709237,0.03517806,2.15569497
-5.56778389,10.62033251,0.84775021,4.65282017,0.02604081,1.01836682,3.06260418,2.96728950,0.03506517,2.15215047
-5.56178089,10.71870764,0.85112893,4.71237885,0.02627161,1.03765356,3.10008875,2.98684132,0.03494423,2.14901619
-5.55577789,10.81166108,0.85475956,4.76733860,0.02653763,1.05709517,3.13749855,3.00532429,0.03481311,2.14602240
-5.54977489,10.89755968,0.85844100,4.81704371,0.02683011,1.07643169,3.17401630,3.02234848,0.03466983,2.14290898
-5.54377189,10.97493687,0.86197775,4.86094386,0.02713994,1.09539931,3.20883817,3.03756931,0.03451269,2.13943625
-5.53776888,11.04253162,0.86518559,4.89860943,0.02745787,1.11373500,3.24119539,3.05069660,0.03434028,2.13539373
-5.53176588,11.09931799,0.86789635,4.92974258,0.02777471,1.13118101,3.27037470,3.06150080,0.03415159,2.13060678
-5.52576288,11.14452503,0.86996171,4.95418341,0.02808146,1.14748925,3.29573706,3.06981636,0.03394601,2.12494101
-5.51975988,11.17764686,0.87125617,4.97191129,0.02836948,1.16242547,3.31673439,3.07554260,0.03372334,2.11830459
-5.51375688,11.19844364,0.87167900,4.98304127,0.02863060,1.17577340,3.33292384,3.07864226,0.03348377,2.11064874
-5.50775388,11.20693429,0.87115537,4.98781601,0.02885717,1.18733862,3.34397948,3.07913813,0.03322787,2.10196669
-5.50175088,11.20338216,0.86963671,4.98659370,0.02904222,1.19695240,3.34970102,3.07710839,0.03295653,2.09229137
-5.49574787,11.18827510,0.86710036,4.97983275,0.02917947,1.20447522,3.35001956,3.07268088,0.03267093,2.08169228
-5.48974487,11.16230125,0.86354867,4.96807398,0.02926343,1.20980010,3.34499998,3.06602688,0.03237249,2.07027179
-5.48374187,11.12632199,0.85900746,4.95192138,0.02928946,1.21285554,3.33483996,3.05735468,0.03206280,2.05816098
-5.47773887,11.08134318,0.85352416,4.93202214,0.02925382,1.21360793,3.31986548,3.04690318,0.03174357,2.04551546
-5.47173587,11.02848574,0.84716547,4.90904699,0.02915378,1.21206337,3.30052262,3.03493560,0.03141660,2.03251085
-5.46573287,10.96895607,0.84001460,4.88367155,0.02898763,1.20826862,3.27736586,3.02173349,0.03108372,2.01933824
-5.45972986,10.90401699,0.83216821,4.85655931,0.02875474,1.20231113,3.25104267,3.00759071,0.03074678,2.00619938
-5.45372686,10.83495925,0.82373301,4.82834674,0.02845561,1.19431794,3.22227489,2.99280744,0.03040761,1.99330142
-5.44772386,10.76307369,0.81482203,4.79963084,0.02809188,1.18445334,3.19183704,2.97768408,0.03006800,1.98085132
-5.44172086,10.68962409,0.80555061,4.77095929,0.02766633,1.17291532,3.16053220,2.96251461,0.02972972,1.96904946
-5.43571786,10.61582052,0.79603233,4.74282310,0.02718281,1.15993076,3.12916609,2.94757970,0.02939447,1.95808281
-5.42971486,10.54279343,0.78637471,4.71565167,0.02664623,1.14574945,3.09852026,2.93313910,0.02906393,1.94811735
-5.42371186,10.47156845,0.77667505,4.68981007,0.02606240,1.13063717,3.06932538,2.91942380,0.02873974,1.93929008
-5.41770885,10.40304251,0.76701649,4.66559811,0.02543796,1.11486804,3.04223577,2.90662778,0.02842354,1.93170083
-5.41170585,10.33796168,0.75746442,4.64325090,0.02478017,1.09871645,3.01780635,2.89489995,0.02811695,1.92540417
-5.40570285,10.27690175,0.74806350,4.62294069,0.02409676,1.08244901,2.99647322,2.88433654,0.02782161,1.92040194
-5.39969985,10.22025239,0.73883544,4.60477945,0.02339574,1.06631678,2.97853893,2.87497456,0.02753917,1.91663686
-5.39369685,10.16820603,0.72977780,4.58882221,0.02268520,1.05054837,2.96416346,2.86678680,0.02727133,1.91398775
-5.38769385,10.12075249,0.72086374,4.57507081,0.02197309,1.03534411,2.95336154,2.85967903,0.02701984,1.91226694
-5.38169085,10.07768037,0.71204304,4.56347798,0.02126706,1.02087172,2.94600682,2.85348976,0.02678649,1.91122024
-5.37568784,10.03858594,0.70324433,4.55395176,0.02057433,1.00726373,2.94184291,2.84799324,0.02657313,1.91052980
-5.36968484,10.00288988,0.69437847,4.54636022,0.01990147,0.99461670,2.94050106,2.84290562,0.02638166,1.90982026
-5.36368184,9.96986198,0.68534297,4.54053655,0.01925439,0.98299239,2.94152368,2.83789458,0.02621404,1.90866792
-5.35767884,9.93865333,0.67602737,4.53628452,0.01863820,0.97242080,2.94439280,2.83259223,0.02607223,1.90661296
-5.35167584,9.90833504,0.66631923,4.53338448,0.01805722,0.96290477,2.94856197,2.82661079,0.02595822,1.90317437
-5.34567284,9.87794219,0.65611055,4.53159982,0.01751497,0.95442596,2.95349006,2.81956062,0.02587398,1.89786689
-5.33966983,9.84652116,0.64530418,4.53068398,0.01701418,0.94695176,2.95867516,2.81106966,0.02582144,1.89021939
-5.33366683,9.81317829,0.63382003,4.53038786,0.01655689,0.94044271,2.96368669,2.80080341,0.02580244,1.87979381
-5.32766383,9.77712751,0.62160067,4.53046771,0.01614447,0.93485989,2.96819392,2.78848439,0.02581873,1.86620379
-5.32166083,9.73773456,0.60861599,4.53069310,0.01577776,0.93017189,2.97198936,2.77390992,0.02587190,1.84913206
-5.31565783,9.69455559,0.59486677,4.53085498,0.01545712,0.92636075,2.97500542,2.75696728,0.02596338,1.82834563
-5.30965483,9.64736794,0.58038689,4.53077346,0.01518253,0.92342665,2.97732348,2.73764525,0.02609438,1.80370817
-5.30365183,9.59619156,0.56524407,4.53030511,0.01495367,0.92139084,2.97917467,2.71604114,0.02626588,1.77518872
-5.29764882,9.54129958,0.54953910,4.52934937,0.01477001,0.92029681,2.98093209,2.69236299,0.02647859,1.74286650
-5.29164582,9.48321762,0.53340362,4.52785400,0.01463084,0.92020941,2.98309498,2.66692642,0.02673296,1.70693131
-5.28564282,9.42271147,0.51699654,4.52581905,0.01453534,0.92121212,2.98626533,2.64014631,0.02702912,1.66767969
-5.27963982,9.36076387,0.50049931,4.52329930,0.01448259,0.92340249,2.99111824,2.61252349,0.02736690,1.62550693
-5.27363682,9.29854123,0.48411021,4.52040497,0.01447158,0.92688616,2.99836752,2.58462709,0.02774580,1.58089543
-5.26763382,9.23735208,0.46803801,4.51730046,0.01450124,0.93176970,3.00872821,2.55707337,0.02816496,1.53439983
-5.26163082,9.17859905,0.45249534,4.51420125,0.01457042,0.93815271,3.02287803,2.53050202,0.02862319,1.48662979
-5.25562781,9.12372669,0.43769186,4.51136879,0.01467791,0.94611973,3.04141963,2.50555116,0.02911889,1.43823121
-5.24962481,9.07416756,0.42382781,4.50910366,0.01482236,0.95573239,3.06484558,2.48283222,0.02965008,1.38986669
-5.24362181,9.03128901,0.41108801,4.50773703,0.01500238,0.96702222,3.09350789,2.46290587,0.03021437,1.34219614
-5.23761881,8.99634286,0.39963652,4.50762071,0.01521642,0.97998463,3.12759334,2.44626031,0.03080890,1.29585834
-5.23161581,8.97042014,0.38961235,4.50911609,0.01546283,0.99457432,3.16710604,2.43329264,0.03143034,1.25145418
-5.22561281,8.95441259,0.38112603,4.51258224,0.01573985,1.01070244,3.21185771,2.42429443,0.03207489,1.20953211
-5.21960980,8.94898214,0.37425734,4.51836365,0.01604558,1.02823558,3.26146622,2.41944173,0.03273821,1.17057621
-5.21360680,8.95453938,0.36905413,4.52677793,0.01637801,1.04699682,3.31536219,2.41879003,0.03341547,1.13499726
-5.20760380,8.97123125,0.36553214,4.53810388,0.01673499,1.06676847,3.37280329,2.42227416,0.03410132,1.10312672
-5.20160080,8.99893806,0.36367580,4.55257036,0.01711423,1.08729667,3.43289535,2.42971277,0.03478993,1.07521369
-5.19559780,9.03727922,0.36343986,4.57034638,0.01751331,1.10829739,3.49461915,2.44081714,0.03547506,1.05142456
-5.18959480,9.08562699,0.36475169,4.59153268,0.01792966,1.12946359,3.55686161,2.45520353,0.03615011,1.03184507
-5.18359180,9.14312708,0.36751414,4.61615525,0.01836052,1.15047319,3.61844978,2.47240837,0.03680821,1.01648439
-5.17758879,9.20872496,0.37160871,4.64416100,0.01880297,1.17099739,3.67818624,2.49190533,0.03744238,1.00528068
-5.17158579,9.28119645,0.37689898,4.67541579,0.01925387,1.19070904,3.73488412,2.51312351,0.03804566,0.99810785
-5.16558279,9.35918119,0.38323410,4.70970508,0.01970985,1.20929066,3.78740056,2.53546575,0.03861131,0.99478287
-5.15957979,9.44121795,0.39045221,4.74673715,0.02016734,1.22644172,3.83466721,2.55832638,0.03913296,0.99507338
-5.15357679,9.52578030,0.39838373,4.78614906,0.02062251,1.24188500,3.87571667,2.58110764,0.03960484,0.99870521
-5.14757379,9.61131192,0.40685444,4.82751519,0.02107129,1.25537181,3.90970427,2.60323431,0.04002199,1.00536958
-5.14157079,9.69626076,0.41568831,4.87035818,0.02150943,1.26668594,3.93592448,2.62416613,0.04038048,1.01472987
-5.13556778,9.77911129,0.42471013,4.91416215,0.02193251,1.27564628,3.95382195,2.64340787,0.04067755,1.02642776
-5.12956478,9.85841469,0.43374776,4.95838772,0.02233598,1.28210820,3.96299707,2.66051705,0.04091185,1.04008893
-5.12356178,9.93281669,0.44263439,5.00248856,0.02271527,1.28596380,3.96320663,2.67510923,0.04108355,1.05532824
-5.11755878,10.00108284,0.45121043,5.04592882,0.02306589,1.28714117,3.95435989,2.68686143,0.04119448,1.07175462
-5.11155578,10.06212143,0.45932543,5.08820102,0.02338352,1.28560287,3.93651097,2.69551373,0.04124817,1.08897576
-5.10555278,10.11500367,0.46683989,5.12884363,0.02366414,1.28134387,3.90984838,2.70086948,0.04124989,1.10660276
-5.09954977,10.15898146,0.47362704,5.16745769,0.02390419,1.27438926,3.87468244,2.70279462,0.04120666,1.12425489
-5.09354677,10.19350219,0.47957462,5.20372182,0.02410070,1.26479180,3.83143165,2.70121626,0.04112713,1.14156454
-5.08754377,10.21822064,0.48458670,5.23740482,0.02425141,1.25262963,3.78060875,2.69612094,0.04102147,1.15818235
-5.08154077,10.23300724,0.48858539,5.26837522,0.02435490,1.23800422,3.72280700,2.68755269,0.04090120,1.17378256
-5.07553777,10.23795244,0.49151255,5.29660714,0.02441069,1.22103870,3.65868742,2.67561095,0.04077892,1.18806837
-5.06953477,10.23336636,0.49333131,5.32218188,0.02441934,1.20187651,3.58896722,2.66044841,0.04066810,1.20077726
-5.06353177,10.21977317,0.49402731,5.34528507,0.02438242,1.18068040,3.51440949,2.64226851,0.04058267,1.21168595
-5.05752876,10.19789956,0.49360969,5.36619880,0.02430261,1.15763170,3.43581420,2.62132259,0.04053675,1.22061479
-5.05152576,10.16865684,0.49211147,5.38528912,0.02418355,1.13292962,3.35401035,2.59790624,0.04054420,1.22743125
-5.04552276,10.13311633,0.48958947,5.40298886,0.02402983,1.10679059,3.26984871,2.57235471,0.04061824,1.23205231
-5.03951976,10.09247820,0.48612352,5.41977644,0.02384683,1.07944722,3.18419508,2.54503710,0.04077104,1.23444544
-5.03351676,10.04803402,0.48181491,5.43615132,0.02364054,1.05114697,3.09792326,2.51634922,0.04101330,1.23462812
-5.02751376,10.00112404,0.47678413,5.45260709,0.02341737,1.02215013,3.01190768,2.48670496,0.04135386,1.23266561
-5.02151076,9.95309041,0.47116779,5.46960355,0.02318390,0.99272720,2.92701511,2.45652631,0.04179934,1.22866714
-5.01550775,9.90522810,0.46511492,5.48753901,0.02294664,0.96315549,2.84409526,2.42623223,0.04235380,1.22278062
-5.00950475,9.85873564,0.45878259,5.50672443,0.02271179,0.93371501,2.76397040,2.39622669,0.04301851,1.21518589
-5.00350175,9.81466821,0.45233111,5.52736085,0.02248498,0.90468372,2.68742386,2.36688643,0.04379170,1.20608705
-4.99749875,9.77389542,0.44591904,5.54952180,0.02227101,0.87633225,2.61518776,2.33854902,0.04466852,1.19570408
-4.99149575,9.73706656,0.43969798,5.57314170,0.02207374,0.84891840,2.54793048,2.31150186,0.04564097,1.18426423
-4.98549275,9.70458553,0.43380770,5.59801167,0.02189583,0.82268148,2.48624418,2.28597286,0.04669800,1.17199360
-4.97948974,9.67659749,0.42837162,5.62378325,0.02173873,0.79783698,2.43063321,2.26212342,0.04782571,1.15910941
-4.97348674,9.65298860,0.42349287,5.64998051,0.02160255,0.77457176,2.38150374,2.24004430,0.04900765,1.14581327
-4.96748374,9.63339957,0.41925120,5.67602023,0.02148613,0.75303993,2.33915557,2.21975480,0.05022518,1.13228583
-4.96148074,9.61725297,0.41570091,5.70123973,0.02138708,0.73335984,2.30377627,2.20120540,0.05145804,1.11868306
-4.95547774,9.60379326,0.41286981,5.72493089,0.02130192,0.71561229,2.27543827,2.18428407,0.05268487,1.10513426
-4.94947474,9.59213773,0.41075920,5.74637909,0.02122624,0.69983999,2.25409913,2.16882577,0.05388386,1.09174175
-4.94347174,9.58133584,0.40934516,5.76490469,0.02115493,0.68604848,2.23960499,2.15462494,0.05503349,1.07858232
-4.93746873,9.57043352,0.40858062,5.77990509,0.02108245,0.67420834,2.23169704,2.14145018,0.05611320,1.06570996
-4.93146573,9.55853890,0.40839850,5.79089474,0.02100306,0.66425863,2.23002099,2.12906036,0.05710410,1.05315981
-4.92546273,9.54488545,0.40871548,5.79754064,0.02091115,0.65611133,2.23413872,2.11722121,0.05798966,1.04095285
-4.91945973,9.52888862,0.40943622,5.79969122,0.02080145,0.64965669,2.24354201,2.10572147,0.05875631,1.02910085
-4.91345673,9.51019249,0.41045797,5.79739642,0.02066934,0.64476894,2.25766729,2.09438755,0.05939396,1.01761141
-4.90745373,9.48870330,0.41167508,5.79091764,0.02051102,0.64131234,2.27591120,2.08309588,0.05989643,1.00649244
-4.90145073,9.46460774,0.41298338,5.78072655,0.02032373,0.63914705,2.29764604,2.07178221,0.06026172,0.99575601
-4.89544772,9.43837465,0.41428414,5.76749248,0.02010584,0.63813467,2.32223464,2.06044735,0.06049211,0.98542112
-4.88944472,9.41073999,0.41548749,5.75205894,0.01985696,0.63814312,2.34904432,2.04915900,0.06059421,0.97551535
-4.88344172,9.38267592,0.41651505,5.73541031,0.01957792,0.63905070,2.37745943,2.03804967,0.06057869,0.96607537
-4.87743872,9.35534597,0.41730191,5.71863039,0.01927080,0.64074921,2.40689232,2.02731091,0.06046005,0.95714625
-4.87143572,9.33004901,0.41779775,5.70285538,0.01893878,0.64314598,2.43679272,2.01718417,0.06025605,0.94877977
-4.86543272,9.30815574,0.41796721,5.68922363,0.01858606,0.64616492,2.46665548,2.00794916,0.05998723,0.94103194
-4.85942971,9.29104156,0.41778952,5.67882531,0.01821765,0.64974656,2.49602682,1.99991027,0.05967616,0.93396004
-4.85342671,9.28002004,0.41725764,5.67265468,0.01783926,0.65384721,2.52450930,1.99338203,0.05934671,0.92761926
-4.84742371,9.27628104,0.41637679,5.67156793,0.01745702,0.65843744,2.55176569,1.98867448,0.05902332,0.92205956
-4.84142071,9.28083716,0.41516275,5.67624867,0.01707732,0.66349998,2.57752184,1.98607940,0.05873018,0.91732268
-4.83541771,9.29448145,0.41363992,5.68718310,0.01670657,0.66902729,2.60156891,1.98585798,0.05849052,0.91343975
-4.82941471,9.31775853,0.41183935,5.70464594,0.01635105,0.67501897,2.62376479,1.98823075,0.05832592,0.91042953
-4.82341171,9.35095023,0.40979676,5.72869760,0.01601672,0.68147916,2.64403485,1.99337002,0.05825575,0.90829747
-4.81740870,9.39407587,0.40755081,5.75919229,0.01570908,0.68841400,2.66237189,2.00139520,0.05829667,0.90703547
-4.81140570,9.44690616,0.40514148,5.79579619,0.01543305,0.69582945,2.67883512,2.01237090,0.05846231,0.90662238
-4.80540270,9.50898896,0.40260875,5.83801377,0.01519288,0.70372927,2.69354790,2.02630768,0.05876302,0.90702514
-4.79939970,9.57968416,0.39999149,5.88522058,0.01499212,0.71211333,2.70669401,2.04316514,0.05920582,0.90820026
-4.79339670,9.65820461,0.39732663,5.93669961,0.01483355,0.72097623,2.71851225,2.06285668,0.05979441,0.91009564
-4.78739370,9.74365970,0.39464848,5.99167900,0.01471920,0.73030614,2.72928899,2.08525558,0.06052931,0.91265232
-4.78139070,9.83509812,0.39198823,6.04936826,0.01465033,0.74008382,2.73934877,2.11020161,0.06140814,0.91580615
-4.77538769,9.93154671,0.38937359,6.10899095,0.01462748,0.75028176,2.74904279,2.13750765,0.06242586,0.91948915
-4.76938469,10.03204268,0.38682840,6.16981155,0.01465046,0.76086336,2.75873549,2.16696572,0.06357516,0.92363041
-4.76338169,10.13565734,0.38437239,6.23115541,0.01471840,0.77178223,2.76878942,2.19835208,0.06484679,0.92815652
-4.75737869,10.24151006,0.38202082,6.29242076,0.01482976,0.78298135,2.77954905,2.23143098,0.06622993,0.93299158
-4.75137569,10.34877232,0.37978418,6.35308268,0.01498238,0.79439240,2.79132393,2.26595699,0.06771250,0.93805670
-4.74537269,10.45666233,0.37766791,6.41268934,0.01517347,0.80593504,2.80437194,2.30167597,0.06928147,0.94326927
-4.73936968,10.56443174,0.37567206,6.47085176,0.01539964,0.81751640,2.81888353,2.33832471,0.07092301,0.94854204
-4.73336668,10.67134629,0.37379106,6.52722830,0.01565694,0.82903078,2.83496769,2.37562966,0.07262272,0.95378218
-4.72736368,10.77666319,0.37201356,6.58150591,0.01594084,0.84035963,2.85264050,2.41330514,0.07436570,0.95889063
-4.72136068,10.87960781,0.37032240,6.63338009,0.01624631,0.85137202,2.87181691,2.45105143,0.07613658,0.96376179
-4.71535768,10.97935266,0.36869476,6.68253564,0.01656782,0.86192564,2.89230651,2.48855335,0.07791958,0.96828369
-4.70935468,11.07500119,0.36710245,6.72863013,0.01689943,0.87186830,2.91381362,2.52547972,0.07969844,0.97233894
-4.70335168,11.16557881,0.36551255,6.77128185,0.01723487,0.88104020,2.93594192,2.56148410,0.08145644,0.97580624
-4.69734867,11.25003270,0.36388810,6.81006344,0.01756760,0.88927676,2.95820370,2.59620727,0.08317640,0.97856279
-4.69134567,11.32724158,0.36218918,6.84450214,0.01789098,0.89641206,2.98003347,2.62928143,0.08484072,0.98048720
-4.68534267,11.39603539,0.36037402,6.87408685,0.01819837,0.90228286,3.00080538,2.66033628,0.08643149,0.98146309
-4.67933967,11.45522470,0.35840039,6.89828196,0.01848334,0.90673296,3.01985387,2.68900687,0.08793065,0.98138305
-4.67333667,11.50363816,0.35622704,6.91654694,0.01873980,0.90961783,3.03649672,2.71494286,0.08932024,0.98015278
-4.66733367,11.54016620,0.35381511,6.92836074,0.01896217,0.91080930,3.05005934,2.73781875,0.09058271,0.97769524
-4.66133067,11.56380848,0.35112965,6.93324923,0.01914561,0.91020009,3.05989945,2.75734466,0.09170130,0.97395447
-4.65532766,11.57372204,0.34814092,6.93081397,0.01928614,0.90770804,3.06543088,2.77327690,0.09266050,0.96889895
-4.64932466,11.56926720,0.34482562,6.92076027,0.01938079,0.90327969,3.06614557,2.78542773,0.09344648,0.96252414
-4.64332166,11.55004813,0.34116783,6.90292259,0.01942772,0.89689326,3.06163272,2.79367360,0.09404759,0.95485417
