energy_ev,total_up,Au_p_up,Au_d_up,In_p_up,In_d_up,Te_p_up,Te_d_up
-6.00000000,5.04493582,0.44232642,4.44513832,0.22945692,0.01287821,0.33448738,0.00000000
-5.99399700,5.04741497,0.44814514,4.43939854,0.22976550,0.01305323,0.33742080,0.00000000
-5.98799400,5.04287504,0.45353646,4.42768354,0.22972772,0.01320271,0.33965899,0.00000000
-5.98199100,5.03133276,0.45846015,4.41006283,0.22933059,0.01332556,0.34119419,0.00000000
-5.97598799,5.01280127,0.46287188,4.38658745,0.22856064,0.01342082,0.34203040,0.00000000
-5.96998499,4.98729577,0.46672349,4.35729515,0.22740443,0.01348767,0.34218313,0.00000000
-5.96398199,4.95484145,0.46996366,4.32221825,0.22584904,0.01352549,0.34167879,0.00000000
-5.95797899,4.91548304,0.47253892,4.28139355,0.22388281,0.01353385,0.34055370,0.00000000
-5.95197599,4.86929520,0.47439504,4.23487341,0.22149604,0.01351262,0.33885285,0.00000000
-5.94597299,4.81639288,0.47547872,4.18273718,0.21868183,0.01346193,0.33662838,0.00000000
-5.93996998,4.75694076,0.47573957,4.12510197,0.21543691,0.01338222,0.33393789,0.00000000
-5.93396698,4.69116092,0.47513217,4.06213193,0.21176235,0.01327430,0.33084259,0.00000000
-5.92796398,4.61933798,0.47361825,3.99404525,0.20766432,0.01313929,0.32740540,0.00000000
-5.92196098,4.54182121,0.47116875,3.92111824,0.20315452,0.01297864,0.32368911,0.00000000
-5.91595798,4.45902322,0.46776563,3.84368609,0.19825059,0.01279412,0.31975449,0.00000000
-5.90995498,4.37141505,0.46340345,3.76214019,0.19297621,0.01258778,0.31565871,0.00000000
-5.90395198,4.27951795,0.45809045,3.67692197,0.18736096,0.01236187,0.31145381,0.00000000
-5.89794897,4.18389200,0.45184919,3.58851369,0.18143992,0.01211884,0.30718551,0.00000000
-5.89194597,4.08512246,0.44471661,3.49742662,0.17525309,0.01186120,0.30289226,0.00000000
-5.88594297,3.98380433,0.43674354,3.40418747,0.16884452,0.01159151,0.29860460,0.00000000
-5.87993997,3.88052628,0.42799371,3.30932375,0.16226125,0.01131226,0.29434486,0.00000000
-5.87393697,3.77585483,0.41854224,3.21334916,0.15555214,0.01102584,0.29012716,0.00000000
-5.86793397,3.67031977,0.40847375,3.11674983,0.14876661,0.01073443,0.28595776,0.00000000
-5.86193097,3.56440169,0.39788014,3.01997232,0.14195338,0.01043997,0.28183567,0.00000000
-5.85592796,3.45852253,0.38685820,2.92341412,0.13515921,0.01014412,0.27775351,0.00000000
-5.84992496,3.35303950,0.37550709,2.82741725,0.12842777,0.00984823,0.27369865,0.00000000
-5.84392196,3.24824303,0.36392600,2.73226531,0.12179873,0.00955332,0.26965442,0.00000000
-5.83791896,3.14435858,0.35221175,2.63818409,0.11530694,0.00926012,0.26560157,0.00000000
-5.83191596,3.04155234,0.34045682,2.54534574,0.10898194,0.00896903,0.26151964,0.00000000
-5.82591296,2.93994038,0.32874759,2.45387603,0.10284768,0.00868024,0.25738849,0.00000000
-5.81990995,2.83960068,0.31716297,2.36386436,0.09692251,0.00839370,0.25318963,0.00000000
-5.81390695,2.74058718,0.30577345,2.27537570,0.09121936,0.00810924,0.24890760,0.00000000
-5.80790395,2.64294521,0.29464049,2.18846377,0.08574624,0.00782659,0.24453104,0.00000000
-5.80190095,2.54672701,0.28381642,2.10318452,0.08050678,0.00754545,0.24005373,0.00000000
-5.79589795,2.45200678,0.27334451,2.01960926,0.07550100,0.00726561,0.23547527,0.00000000
-5.78989495,2.35889404,0.26325956,1.93783640,0.07072612,0.00698690,0.23080163,0.00000000
-5.78389195,2.26754480,0.25358861,1.85800129,0.06617744,0.00670935,0.22604541,0.00000000
-5.77788894,2.17816976,0.24435188,1.78028353,0.06184915,0.00643314,0.22122577,0.00000000
-5.77188594,2.09103903,0.23556390,1.70491135,0.05773518,0.00615867,0.21636828,0.00000000
-5.76588294,2.00648336,0.22723459,1.63216276,0.05382985,0.00588657,0.21150434,0.00000000
-5.75987994,1.92489156,0.21937046,1.56236358,0.05012854,0.00561769,0.20667058,0.00000000
-5.75387694,1.84670436,0.21197569,1.49588229,0.04662811,0.00535305,0.20190795,0.00000000
-5.74787394,1.77240502,0.20505312,1.43312206,0.04332727,0.00509387,0.19726070,0.00000000
-5.74187094,1.70250720,0.19860503,1.37451040,0.04022675,0.00484150,0.19277529,0.00000000
-5.73586793,1.63754050,0.19263383,1.32048688,0.03732940,0.00459735,0.18849919,0.00000000
-5.72986493,1.57803459,0.18714245,1.27148952,0.03464014,0.00436290,0.18447964,0.00000000
-5.72386193,1.52450239,0.18213448,1.22794050,0.03216576,0.00413958,0.18076247,0.00000000
