energy_ev,total_up,C_s_up,C_p_up,Ir_p_up,Ir_d_up,Se_s_up,Se_p_up,Zn_p_up,Zn_d_up
-5.52576288,1.99099682,0.01517409,0.18395701,0.35943737,0.81780500,0.01760929,0.70829730,0.64107044,0.07765745
-5.51975988,1.93011457,0.01397446,0.18588798,0.34071289,0.80688353,0.01640816,0.68064224,0.60466719,0.07322577
-5.51375688,1.87277648,0.01278193,0.18781214,0.32295262,0.79711604,0.01524800,0.65443060,0.56991899,0.06900012
-5.50775388,1.81871117,0.01161116,0.18961177,0.30620833,0.78814691,0.01413816,0.62968392,0.53697814,0.06499775
-5.50175088,1.76749409,0.01047528,0.19116380,0.29049165,0.77958399,0.01308545,0.60635439,0.50592337,0.06122707
-5.49574787,1.71857681,0.00938558,0.19234490,0.27577808,0.77101333,0.01209430,0.58433356,0.47676581,0.05768843
-5.48974487,1.67132198,0.00835140,0.19303666,0.26201237,0.76201562,0.01116692,0.56346340,0.44945749,0.05437520
-5.48374187,1.62504189,0.00738005,0.19313065,0.24911482,0.75218349,0.01030359,0.54354930,0.42390152,0.05127510
-5.47773887,1.57903842,0.00647684,0.19253320,0.23698811,0.74113872,0.00950295,0.52437399,0.39996354,0.04837157
-5.47173587,1.53264227,0.00564516,0.19116955,0.22552446,0.72854838,0.00876236,0.50571170,0.37748360,0.04564529
-5.46573287,1.48524936,0.00488659,0.18898724,0.21461241,0.71413918,0.00807823,0.48734195,0.35628789,0.04307562
-5.45972986,1.43635257,0.00420113,0.18595857,0.20414327,0.69770925,0.00744635,0.46906199,0.33619985,0.04064196
-5.45372686,1.38556749,0.00358735,0.18208205,0.19401675,0.67913674,0.00686220,0.45069771,0.31704999,0.03832490
-5.44772386,1.33265111,0.00304268,0.17738274,0.18414552,0.65838502,0.00632123,0.43211224,0.29868422,0.03610723
-5.44172086,1.27751280,0.00256363,0.17191158,0.17445881,0.63550411,0.00581911,0.41321218,0.28097035,0.03397469
-5.43571786,1.22021761,0.00214601,0.16574366,0.16490470,0.61062866,0.00535185,0.39395128,0.26380267,0.03191646
-5.42971486,1.16098209,0.00178516,0.15897559,0.15545134,0.58397235,0.00491598,0.37433147,0.24710458,0.02992542
-5.42371186,1.10016348,0.00147618,0.15172219,0.14608700,0.55581955,0.00450861,0.35440167,0.23082939,0.02799820
-5.41770885,1.03824313,0.00121410,0.14411254,0.13681917,0.52651442,0.00412748,0.33425433,0.21495949,0.02613500
-5.41170585,0.97580554,0.00099401,0.13628573,0.12767291,0.49644826,0.00377096,0.31402035,0.19950411,0.02433924
-5.40570285,0.91351437,0.00081123,0.12838641,0.11868849,0.46604586,0.00343800,0.29386262,0.18449599,0.02261713
-5.39969985,0.85208692,0.00066141,0.12056038,0.10991866,0.43575135,0.00312811,0.27396874,0.16998735,0.02097708
-5.39369685,0.79226830,0.00054059,0.11295047,0.10142577,0.40601446,0.00284128,0.25454337,0.15604536,0.01942914
-5.38769385,0.73480677,0.00044529,0.10569267,0.09327874,0.37727757,0.00257792,0.23580056,0.14274753,0.01798439
-5.38169085,0.68043119,0.00037252,0.09891291,0.08555028,0.34996416,0.00233879,0.21795653,0.13017724,0.01665434
-5.37568784,0.62983138,0.00031984,0.09272435,0.07831436,0.32446905,0.00212490,0.20122315,0.11841964,0.01545046
-5.36968484,0.58364207,0.00028534,0.08722528,0.07164399,0.30115050,0.00193750,0.18580236,0.10755801,0.01438364
-5.36368184,0.54243060,0.00026767,0.08249782,0.06560956,0.28032450,0.00177802,0.17188164,0.09767087,0.01346390
-5.35767884,0.50668852,0.00026602,0.07860705,0.06027743,0.26226104,0.00164800,0.15963064,0.08882962,0.01270005
-5.35167584,0.47682674,0.00028012,0.07560090,0.05570918,0.24718224,0.00154909,0.14919882,0.08109693,0.01209950
-5.34567284,0.45317392,0.00031021,0.07351044,0.05196101,0.23526224,0.00148303,0.14071417,0.07452570,0.01166813
-5.33966983,0.43597752,0.00035705,0.07235063,0.04908365,0.22662832,0.00145162,0.13428268,0.06915852,0.01141023
-5.33366683,0.42540676,0.00042187,0.07212134,0.04712232,0.22136308,0.00145671,0.12998844,0.06502758,0.01132847
-5.32766383,0.42155700,0.00050635,0.07280860,0.04611694,0.21950725,0.00150019,0.12789429,0.06215477,0.01142392
-5.32166083,0.42445464,0.00061258,0.07438595,0.04610229,0.22106273,0.00158395,0.12804252,0.06055202,0.01169610
-5.31565783,0.43406201,0.00074304,0.07681583,0.04710811,0.22599567,0.00170989,0.13045568,0.06022161,0.01214300
-5.30965483,0.45028179,0.00090051,0.08005083,0.04915904,0.23423917,0.00187983,0.13513729,0.06115653,0.01276114
-5.30365183,0.47296051,0.00108803,0.08403492,0.05227434,0.24569560,0.00209550,0.14207216,0.06334058,0.01354556
-5.29764882,0.50189085,0.00130882,0.08870444,0.05646740,0.26023822,0.00235848,0.15122647,0.06674843,0.01448987
-5.29164582,0.53681280,0.00156617,0.09398903,0.06174486,0.27771226,0.00267008,0.16254749,0.07134553,0.01558620
-5.28564282,0.57741371,0.00186333,0.09981226,0.06810558,0.29793544,0.00303133,0.17596287,0.07708777,0.01682519
-5.27963982,0.62332735,0.00220341,0.10609225,0.07553930,0.32069801,0.00344286,0.19137977,0.08392123,0.01819599
-5.27363682,0.67413263,0.00258919,0.11274217,0.08402514,0.34576259,0.00390480,0.20868386,0.09178178,0.01968619
-5.26763382,0.72935208,0.00302304,0.11967063,0.09353002,0.37286399,0.00441670,0.22773824,0.10059485,0.02128188
-5.26163082,0.78845089,0.00350669,0.12678224,0.10400704,0.40170927,0.00497747,0.24838271,0.11027531,0.02296764
-5.25562781,0.85083685,0.00404112,0.13397809,0.11539402,0.43197831,0.00558529,0.27043324,0.12072771,0.02472659
-5.24962481,0.91586178,0.00462636,0.14115654,0.12761220,0.46332513,0.00623756,0.29368213,0.13184674,0.02654060
-5.24362181,0.98282479,0.00526139,0.14821405,0.14056530,0.49538014,0.00693088,0.31789875,0.14351815,0.02839038
-5.23761881,1.05097780,0.00594397,0.15504639,0.15413907,0.52775347,0.00766102,0.34283115,0.15562013,0.03025578
-5.23161581,1.11953334,0.00667054,0.16154998,0.16820129,0.56003951,0.00842295,0.36820846,0.16802508,0.03211608
-5.22561281,1.18767484,0.00743620,0.16762347,0.18260243,0.59182249,0.00921089,0.39374427,0.18060174,0.03395036
-5.21960980,1.25456908,0.00823462,0.17316964,0.19717698,0.62268325,0.01001840,0.41914077,0.19321773,0.03573789
-5.21360680,1.31938067,0.00905810,0.17809730,0.21174547,0.65220677,0.01083844,0.44409369,0.20574228,0.03745860
-5.20760380,1.38128790,0.00989764,0.18232336,0.22611713,0.67999038,0.01166352,0.46829783,0.21804906,0.03909348
-5.20160080,1.43949957,0.01074305,0.18577489,0.24009322,0.70565229,0.01248588,0.49145302,0.23001897,0.04062505
-5.19559780,1.49327197,0.01158316,0.18839106,0.25347094,0.72884003,0.01329759,0.51327022,0.24154278,0.04203774
-5.18959480,1.54192531,0.01240605,0.19012485,0.26604774,0.74923851,0.01409076,0.53347767,0.25252338,0.04331826
-5.18359180,1.58485889,0.01319931,0.19094449,0.27762602,0.76657731,0.01485767,0.55182664,0.26287758,0.04445583
-5.17758879,1.62156426,0.01395039,0.19083450,0.28801792,0.78063677,0.01559099,0.56809665,0.27253728,0.04544239
-5.17158579,1.65163571,0.01464689,0.18979621,0.29705015,0.79125272,0.01628384,0.58209997,0.28145001,0.04627267
-5.16558279,1.67477774,0.01527699,0.18784784,0.30456861,0.79831951,0.01693000,0.59368511,0.28957867,0.04694414
-5.15957979,1.69080896,0.01582972,0.18502394,0.31044265,0.80179125,0.01752391,0.60273927,0.29690059,0.04745690
-5.15357679,1.69966249,0.01629538,0.18137436,0.31456873,0.80168121,0.01806084,0.60918956,0.30340591,0.04781339
-5.14757379,1.70138264,0.01666575,0.17696272,0.31687342,0.79805938,0.01853684,0.61300310,0.30909535,0.04801813
-5.14157079,1.69611842,0.01693441,0.17186435,0.31731556,0.79104838,0.01894878,0.61418587,0.31397756,0.04807723
-5.13556778,1.68411384,0.01709694,0.16616393,0.31588745,0.78081793,0.01929431,0.61278059,0.31806617,0.04799805
-5.12956478,1.66569605,0.01715100,0.15995292,0.31261510,0.76757809,0.01957180,0.60886357,0.32137679,0.04778866
-5.12356178,1.64126144,0.01709643,0.15332674,0.30755741,0.75157172,0.01978031,0.60254094,0.32392412,0.04745744
-5.11755878,1.61126089,0.01693522,0.14638205,0.30080443,0.73306642,0.01991945,0.59394420,0.32571939,0.04701263
-5.11155578,1.57618455,0.01667142,0.13921404,0.29247469,0.71234645,0.01998932,0.58322560,0.32676831,0.04646201
-5.10555278,1.53654704,0.01631096,0.13191400,0.28271168,0.68970476,0.01999044,0.57055335,0.32706964,0.04581259
-5.09954977,1.49287373,0.01586149,0.12456720,0.27167975,0.66543568,0.01992362,0.55610694,0.32661464,0.04507045
-5.09354677,1.44568851,0.01533202,0.11725111,0.25955945,0.63982844,0.01978998,0.54007280,0.32538719,0.04424065
-5.08754377,1.39550359,0.01473271,0.11003409,0.24654259,0.61316165,0.01959085,0.52264042,0.32336490,0.04332725
-5.08154077,1.34281150,0.01407449,0.10297456,0.23282718,0.58569896,0.01932778,0.50399899,0.32052082,0.04233341
-5.07553777,1.28807947,0.01336873,0.09612061,0.21861241,0.55768591,0.01900255,0.48433474,0.31682595,0.04126163
-5.06953477,1.23174606,0.01262695,0.08950999,0.20409398,0.52934804,0.01861717,0.46382882,0.31225219,0.04011396
-5.06353177,1.17421991,0.01186046,0.08317062,0.18945969,0.50088995,0.01817396,0.44265591,0.30677558,0.03889233
-5.05752876,1.11588037,0.01108016,0.07712132,0.17488573,0.47249552,0.01767560,0.42098338,0.30037966,0.03759892
-5.05152576,1.05707944,0.01029625,0.07137281,0.16053350,0.44432875,0.01712515,0.39897088,0.29305868,0.03623641
-5.04552276,0.99814485,0.00951806,0.06592894,0.14654722,0.41653538,0.01652617,0.37677035,0.28482053,0.03480833
-5.03951976,0.93938368,0.00875390,0.06078794,0.13305226,0.38924480,0.01588269,0.35452638,0.27568903,0.03331932
-5.03351676,0.88108611,0.00801100,0.05594375,0.12015425,0.36257224,0.01519930,0.33237655,0.26570566,0.03177525
-5.02751376,0.82352907,0.00729541,0.05138729,0.10793888,0.33662100,0.01448112,0.31045206,0.25493036,0.03018342
-5.02151076,0.76697934,0.00661205,0.04710759,0.09647240,0.31148459,0.01373376,0.28887819,0.24344164,0.02855252
-5.01550775,0.71169604,0.00596471,0.04309282,0.08580270,0.28724867,0.01296335,0.26777472,0.23133569,0.02689260
-5.00950475,0.65793233,0.00535613,0.03933114,0.07596086,0.26399274,0.01217635,0.24725635,0.21872486,0.02521494
-5.00350175,0.60593634,0.00478808,0.03581135,0.06696320,0.24179154,0.01137955,0.22743290,0.20573530,0.02353184
-4.99749875,0.55595145,0.00426147,0.03252337,0.05881349,0.22071618,0.01057987,0.20840946,0.19250424,0.02185641
-4.99149575,0.50821601,0.00377644,0.02945855,0.05150543,0.20083499,0.00978431,0.19028653,0.17917670,0.02020221
-4.98549275,0.46296276,0.00333252,0.02660985,0.04502527,0.18221427,0.00899971,0.17316013,0.16590222,0.01858303
-4.97948974,0.42041810,0.00292870,0.02397185,0.03935431,0.16491888,0.00823271,0.15712191,0.15283147,0.01701251
-4.97348674,0.38080152,0.00256358,0.02154074,0.03447146,0.14901278,0.00748955,0.14225948,0.14011314,0.01550393
-4.96748374,0.34432534,0.00223544,0.01931421,0.03035554,0.13455967,0.00677600,0.12865676,0.12789109,0.01406991
-4.96148074,0.31119484,0.00194237,0.01729130,0.02698752,0.12162363,0.00609728,0.11639454,0.11630205,0.01272223
-4.95547774,0.28160901,0.00168229,0.01547233,0.02435234,0.11026991,0.00545796,0.10555122,0.10547382,0.01147166
-4.94947474,0.25576182,0.00145311,0.01385873,0.02244061,0.10056586,0.00486196,0.09620362,0.09552411,0.01032789
-4.94347174,0.23384398,0.00125269,0.01245302,0.02124984,0.09258188,0.00431259,0.08842794,0.08655989,0.00929947
-4.93746873,0.21604503,0.00107895,0.01125879,0.02078546,0.08639244,0.00381253,0.08230069,0.07867734,0.00839383
-4.93146573,0.20255560,0.00092990,0.01028067,0.02106130,0.08207709,0.00336395,0.07789954,0.07196223,0.00761731
-4.92546273,0.19356956,0.00080364,0.00952447,0.02209986,0.07972122,0.00296862,0.07530396,0.06649067,0.00697528
-4.91945973,0.18928569,0.00069840,0.00899722,0.02393196,0.07941672,0.00262798,0.07459557,0.06232998,0.00647222
-4.91345673,0.18990875,0.00061254,0.00870727,0.02659616,0.08126213,0.00234338,0.07585802,0.05953973,0.00611180
-4.90745373,0.19564941,0.00054456,0.00866447,0.03013759,0.08536245,0.00211618,0.07917636,0.05817265,0.00589702
-4.90145073,0.20672297,0.00049311,0.00888020,0.03460642,0.09182826,0.00194791,0.08463573,0.05827530,0.00583024
-4.89544772,0.22334659,0.00045697,0.00936744,0.04005594,0.10077426,0.00184050,0.09231942,0.05988848,0.00591325
-4.88944472,0.24573481,0.00043503,0.01014080,0.04654017,0.11231704,0.00179638,0.10230615,0.06304715,0.00614722
-4.88344172,0.27409347,0.00042630,0.01121639,0.05411120,0.12657219,0.00181864,0.11466665,0.06777999,0.00653271
-4.87743872,0.30861185,0.00042987,0.01261174,0.06281620,0.14365054,0.00191118,0.12945965,0.07410838,0.00706956
-4.87143572,0.34945342,0.00044493,0.01434547,0.07269427,0.16365389,0.00207875,0.14672728,0.08204495,0.00775671
-4.86543272,0.39674512,0.00047070,0.01643698,0.08377312,0.18666993,0.00232702,0.16649006,0.09159180,0.00859209
-4.85942971,0.45056586,0.00050641,0.01890595,0.09606581,0.21276688,0.00266259,0.18874177,0.10273829,0.00957240
-4.85342671,0.51093432,0.00055134,0.02177177,0.10956763,0.24198755,0.00309292,0.21344427,0.11545876,0.01069289
-4.84742371,0.57779673,0.00060473,0.02505285,0.12425321,0.27434348,0.00362624,0.24052270,0.12971013,0.01194716
-4.84142071,0.65101504,0.00066579,0.02876582,0.14007404,0.30980886,0.00427135,0.26986112,0.14542967,0.01332697
-4.83541771,0.73035616,0.00073369,0.03292467,0.15695664,0.34831491,0.00503740,0.30129908,0.16253300,0.01482208
-4.82941471,0.81548257,0.00080755,0.03753980,0.17480121,0.38974460,0.00593356,0.33462917,0.18091255,0.01642011
-4.82341171,0.90594513,0.00088639,0.04261700,0.19348126,0.43392810,0.00696868,0.36959594,0.20043657,0.01810657
-4.81740870,1.00117829,0.00096920,0.04815646,0.21284396,0.48063919,0.00815082,0.40589624,0.22094886,0.01986478
-4.81140570,1.10049833,0.00105489,0.05415170,0.23271145,0.52959279,0.00948680,0.44318122,0.24226925,0.02167608
-4.80540270,1.20310480,0.00114229,0.06058866,0.25288303,0.58044382,0.01098168,0.48106003,0.26419496,0.02351993
-4.79939970,1.30808547,0.00123023,0.06744476,0.27313832,0.63278761,0.01263821,0.51910515,0.28650270,0.02537425
-4.79339670,1.41442491,0.00131749,0.07468813,0.29324118,0.68616195,0.01445632,0.55685939,0.30895177,0.02721574
-4.78739370,1.52101676,0.00140286,0.08227704,0.31294437,0.74005091,0.01643259,0.59384437,0.33128777,0.02902036
-4.78139070,1.62667938,0.00148517,0.09015951,0.33199485,0.79389050,0.01855983,0.62957022,0.35324707,0.03076374
-4.77538769,1.73017500,0.00156331,0.09827319,0.35013943,0.84707617,0.02082673,0.66354639,0.37456182,0.03242179
-4.76938469,1.83023169,0.00163626,0.10654560,0.36713078,0.89897206,0.02321756,0.69529301,0.39496537,0.03397124
-4.76338169,1.92556794,0.00170316,0.11489467,0.38273343,0.94892204,0.02571212,0.72435272,0.41419797,0.03539020
-4.75737869,2.01491923,0.00176332,0.12322967,0.39672964,0.99626211,0.02828575,0.75030235,0.43201251,0.03665873
-4.75137569,2.09706590,0.00181624,0.13145262,0.40892494,1.04033417,0.03090958,0.77276422,0.44818027,0.03775939
-4.74537269,2.17086171,0.00186171,0.13945994,0.41915327,1.08050069,0.03355099,0.79141667,0.46249637,0.03867769
-4.73936968,2.23526225,0.00189975,0.14714465,0.42728133,1.11615991,0.03617417,0.80600338,0.47478490,0.03940253
-4.73336668,2.28935235,0.00193074,0.15439883,0.43321225,1.14676118,0.03874096,0.81634120,0.48490347,0.03992653
-4.72736368,2.33237174,0.00195536,0.16111636,0.43688836,1.17181992,0.04121181,0.82232631,0.49274719,0.04024629
-4.72136068,2.36373794,0.00197467,0.16719588,0.43829301,1.19093165,0.04354685,0.82393833,0.49825185,0.04036252
-4.71535768,2.38306568,0.00199009,0.17254387,0.43745138,1.20378461,0.04570713,0.82124234,0.50139627,0.04028011
-4.70935468,2.39018198,0.00200344,0.17707768,0.43443041,1.21017038,0.04765583,0.81438868,0.50220379,0.04000805
-4.70335168,2.38513620,0.00201691,0.18072845,0.42933758,1.20999206,0.04935949,0.80361043,0.50074265,0.03955926
-4.69734867,2.36820446,0.00203309,0.18344370,0.42231886,1.20326959,0.05078916,0.78921881,0.49712545,0.03895038
-4.69134567,2.33988802,0.00205494,0.18518958,0.41355576,1.19014183,0.05192152,0.77159633,0.49150749,0.03820134
-4.68534267,2.30090532,0.00208574,0.18595255,0.40326154,1.17086519,0.05273965,0.75118804,0.48408404,0.03733493
-4.67933967,2.25217762,0.00212911,0.18574037,0.39167670,1.14580878,0.05323378,0.72849107,0.47508650,0.03637630
-4.67333667,2.19480848,0.00218891,0.18458252,0.37906380,1.11544595,0.05340163,0.70404268,0.46477752,0.03535233
-4.66733367,2.13005741,0.00226920,0.18252968,0.36570181,1.08034271,0.05324854,0.67840708,0.45344519,0.03429102
-4.66133067,2.05930844,0.00237416,0.17965256,0.35188001,1.04114309,0.05278730,0.65216157,0.44139624,0.03322072
-4.65532766,1.98403441,0.00250798,0.17603995,0.33789164,0.99855204,0.05203767,0.62588208,0.42894859,0.03216952
-4.64932466,1.90575814,0.00267476,0.17179600,0.32402736,0.95331662,0.05102564,0.60012883,0.41642325,0.03116442
-4.64332166,1.82601179,0.00287840,0.16703703,0.31056877,0.90620581,0.04978250,0.57543216,0.40413591,0.03023068
