energy_ev,total_up,N_s_up,N_p_up,Sc_p_up,Sc_d_up,Se_s_up,Se_p_up,Zr_p_up,Zr_d_up
-6.00000000,5.41634568,0.02105021,1.02499492,1.16483912,0.55770864,0.04646998,2.47202093,1.73289823,1.00143926
-5.99399700,5.27202044,0.02090363,0.97878517,1.15345559,0.55392305,0.04606641,2.43115050,1.68804280,0.95531218
-5.98799400,5.12524919,0.02072454,0.93384357,1.14075163,0.54877912,0.04555716,2.38709614,1.64250430,0.91117271
-5.98199100,4.97748055,0.02051634,0.89048704,1.12694494,0.54234712,0.04495505,2.34046549,1.59672283,0.86933404
-5.97598799,4.83008988,0.02028293,0.84898513,1.11224634,0.53470774,0.04427386,2.29187777,1.55113392,0.83005618
-5.96998499,4.68438048,0.02002866,0.80956422,1.09686072,0.52595131,0.04352811,2.24195970,1.50617144,0.79355107
-5.96398199,4.54159065,0.01975844,0.77241352,1.08098893,0.51617724,0.04273286,2.19134324,1.46227134,0.75998957
-5.95797899,4.40290518,0.01947772,0.73769213,1.06483045,0.50549367,0.04190369,2.14066494,1.41987560,0.72951007
-5.95197599,4.26946978,0.01919255,0.70553696,1.04858634,0.49401732,0.04105655,2.09056613,1.37943597,0.70222773
-5.94597299,4.14240658,0.01890958,0.67607076,1.03246229,0.48187327,0.04020780,2.04169359,1.34141696,0.67824411
-5.93996998,4.02282899,0.01863600,0.64940997,1.01667102,0.46919481,0.03937421,1.99469976,1.30629771,0.65765616
-5.93396698,3.91185391,0.01837954,0.62567180,1.00143389,0.45612295,0.03857294,1.95024195,1.27457227,0.64056439
-5.92796398,3.81060988,0.01814836,0.60498018,0.98698135,0.44280572,0.03782160,1.90897986,1.24674804,0.62707930
-5.92196098,3.72023966,0.01795095,0.58747027,0.97355175,0.42939703,0.03713821,1.87157088,1.22334201,0.61732592
-5.91595798,3.64189620,0.01779594,0.57329117,0.96138861,0.41605512,0.03654120,1.83866279,1.20487492,0.61144607
-5.90995498,3.57673151,0.01769196,0.56260677,0.95073615,0.40294040,0.03604930,1.81088387,1.19186307,0.60959807
-5.90395198,3.52587836,0.01764736,0.55559453,0.94183323,0.39021291,0.03568143,1.78883020,1.18480815,0.61195401
-5.89794897,3.49042509,0.01767002,0.55244226,0.93490584,0.37802927,0.03545647,1.77305086,1.18418523,0.61869448
-5.89194597,3.47138462,0.01776701,0.55334301,0.93015862,0.36653926,0.03539305,1.76403122,1.19042939,0.63000116
-5.88594297,3.46965881,0.01794435,0.55848827,0.92776580,0.35588218,0.03550918,1.76217541,1.20392136,0.64604754
-5.87993997,3.48600019,0.01820675,0.56805962,0.92786202,0.34618313,0.03582196,1.76778862,1.22497288,0.66698818
-5.87393697,3.52097282,0.01855731,0.58221937,0.93053374,0.33754940,0.03634708,1.78106052,1.25381236,0.69294709
-5.86793397,3.57491455,0.01899729,0.60110050,0.93581177,0.33006710,0.03709851,1.80205063,1.29057145,0.72400586
-5.86193097,3.64790298,0.01952596,0.62479628,0.94366544,0.32379834,0.03808794,1.83067693,1.33527333,0.76019201
-5.85592796,3.73972705,0.02014041,0.65335008,0.95399893,0.31877900,0.03932444,1.86670834,1.38782309,0.80146827
-5.84992496,3.84986627,0.02083550,0.68674598,0.96665012,0.31501732,0.04081401,1.90976213,1.44800096,0.84772333
-5.84392196,3.97747894,0.02160387,0.72490028,0.98139230,0.31249345,0.04255922,1.95930654,1.51545868,0.89876455
-5.83791896,4.12140062,0.02243600,0.76765474,0.99793856,0.31115988,0.04455886,2.01466886,1.58971929,0.95431297
-5.83191596,4.28015326,0.02332034,0.81477157,1.01594909,0.31094304,0.04680773,2.07504902,1.67018054,1.01400107
-5.82591296,4.45196500,0.02424355,0.86593071,1.03504098,0.31174564,0.04929640,2.13953815,1.75612181,1.07737333
-5.81990995,4.63480027,0.02519082,0.92072947,1.05480002,0.31345011,0.05201117,2.20714153,1.84671450,1.14388966
-5.81390695,4.82639890,0.02614615,0.97868476,1.07479424,0.31592261,0.05493400,2.27680484,1.94103531,1.21293168
-5.80790395,5.02432307,0.02709283,1.03923783,1.09458825,0.31901768,0.05804263,2.34744282,2.03808236,1.28381166
-5.80190095,5.22600994,0.02801379,1.10176169,1.11375795,0.32258327,0.06131073,2.41796871,2.13679315,1.35578377
-5.79589795,5.42882823,0.02889209,1.16557073,1.13190471,0.32646581,0.06470817,2.48732353,2.23606414,1.42805730
-5.78989495,5.63013626,0.02971135,1.22993268,1.14866840,0.33051527,0.06820140,2.55450353,2.33477114,1.49981137
-5.78389195,5.82733949,0.03045619,1.29408224,1.16373868,0.33458984,0.07175390,2.61858492,2.43178984,1.57021076
-5.77788894,6.01794533,0.03111258,1.35723627,1.17686400,0.33856010,0.07532672,2.67874461,2.52601606,1.63842211
-5.77188594,6.19961354,0.03166823,1.41860994,1.18785790,0.34231250,0.07887912,2.73427639,2.61638511,1.70363031
-5.76588294,6.37020058,0.03211284,1.47743343,1.19660246,0.34575196,0.08236927,2.78460193,2.70188977,1.76505436
-5.75987994,6.52779677,0.03243834,1.53296867,1.20304876,0.34880363,0.08575500,2.82927636,2.78159673,1.82196234
-5.75387694,6.67075566,0.03263905,1.58452566,1.20721453,0.35141367,0.08899465,2.86798873,2.85466115,1.87368521
-5.74787394,6.79771514,0.03271171,1.63147780,1.20917919,0.35354904,0.09204792,2.90055752,2.92033928,1.91962902
-5.74187094,6.90761052,0.03265553,1.67327593,1.20907680,0.35519653,0.09487669,2.92692201,2.97799912,1.95928544
-5.73586793,6.99967992,0.03247209,1.70946056,1.20708726,0.35636100,0.09744594,2.94713029,3.02712916,1.99224022
-5.72986493,7.07346288,0.03216526,1.73967208,1.20342660,0.35706292,0.09972453,2.96132490,3.06734537,2.01817986
-5.72386193,7.12879304,0.03174096,1.76365855,1.19833666,0.35733562,0.10168598,2.96972715,3.09839643,2.03689606
-5.71785893,7.16578601,0.03120700,1.78128103,1.19207519,0.35722217,0.10330915,2.97262125,3.12016748,2.04828829
-5.71185593,7.18482372,0.03057280,1.79251630,1.18490649,0.35677221,0.10457881,2.97033909,3.13268242,2.05236439
-5.70585293,7.18653616,0.02984913,1.79745692,1.17709348,0.35603892,0.10548605,2.96324664,3.13610478,2.04923926
-5.69984992,7.17178159,0.02904786,1.79630867,1.16889133,0.35507624,0.10602863,2.95173250,3.13073716,2.03913193
-5.69384692,7.14162604,0.02818164,1.78938558,1.16054290,0.35393642,0.10621101,2.93619917,3.11701922,2.02236088
-5.68784392,7.09732252,0.02726365,1.77710261,1.15227630,0.35266820,0.10604434,2.91705709,3.09552398,1.99933793
-5.68184092,7.04029042,0.02630736,1.75996624,1.14430412,0.35131535,0.10554622,2.89472141,3.06695219,1.97056065
-5.67583792,6.97209489,0.02532628,1.73856317,1.13682454,0.34991601,0.10474027,2.86961135,3.03212469,1.93660347
-5.66983492,6.89442619,0.02433373,1.71354750,1.13002362,0.34850231,0.10365554,2.84215131,2.99197227,1.89810762
-5.66383192,6.80907847,0.02334268,1.68562650,1.12407857,0.34710073,0.10232581,2.81277345,2.94752293,1.85576988
-5.65782891,6.71792750,0.02236555,1.65554545,1.11916133,0.34573265,0.10078872,2.78192064,2.89988626,1.81033033
-5.65182591,6.62290671,0.02141407,1.62407162,1.11544206,0.34441530,0.09908483,2.75004922,2.85023487,1.76255913
-5.64582291,6.52598096,0.02049913,1.59197790,1.11309185,0.34316281,0.09725659,2.71763053,2.79978290,1.71324262
-5.63981991,6.42911760,0.01963068,1.56002618,1.11228435,0.34198732,0.09534728,2.68515076,2.74976168,1.66316872
-5.63381691,6.33425458,0.01881760,1.52895093,1.11319576,0.34089991,0.09339996,2.65310837,2.70139298,1.61311194
-5.62781391,6.24326563,0.01806763,1.49944326,1.11600310,0.33991141,0.09145641,2.62200872,2.65586036,1.56381831
-5.62181091,6.15792285,0.01738727,1.47213562,1.12088045,0.33903284,0.08955617,2.59235598,2.61427929,1.51599045
-5.61580790,6.07985758,0.01678170,1.44758781,1.12799342,0.33827549,0.08773562,2.56464211,2.57766709,1.47027312
-5.60980490,6.01052045,0.01625475,1.42627438,1.13749188,0.33765070,0.08602717,2.53933364,2.54691353,1.42723980
-5.60380190,5.95114231,0.01580885,1.40857387,1.14950143,0.33716913,0.08445862,2.51685656,2.52275354,1.38738059
-5.59779890,5.90269764,0.01544498,1.39476035,1.16411404,0.33683989,0.08305262,2.49758036,2.50574304,1.35109185
-5.59179590,5.86587240,0.01516270,1.38499746,1.18137859,0.33666934,0.08182627,2.48180210,2.49623926,1.31866820
-5.58579290,5.84103844,0.01496016,1.37933545,1.20129174,0.33665978,0.08079098,2.46973157,2.49438672,1.29029707
-5.57978989,5.82823616,0.01483415,1.37771130,1.22379014,0.33680822,0.07995232,2.46147869,2.50010978,1.26605626
-5.57378689,5.82716742,0.01478018,1.37995219,1.24874428,0.33710527,0.07931027,2.45704411,2.51311264,1.24591471
-5.56778389,5.83719986,0.01479262,1.38578246,1.27595489,0.33753427,0.07885942,2.45631394,2.53288716,1.22973663
-5.56178089,5.85738345,0.01486481,1.39483382,1.30515204,0.33807094,0.07858946,2.45905920,2.55872883,1.21728902
-5.55577789,5.88647957,0.01498927,1.40665881,1.33599749,0.33868345,0.07848575,2.46494054,2.58976025,1.20825238
-5.54977489,5.92300210,0.01515789,1.42074696,1.36809024,0.33933306,0.07853004,2.47351812,2.62496188,1.20223428
-5.54377189,5.96526931,0.01536216,1.43654330,1.40097527,0.33997537,0.07870124,2.48426653,2.66320855,1.19878545
-5.53776888,6.01146465,0.01559340,1.45346850,1.43415513,0.34056219,0.07897632,2.49659420,2.70331056,1.19741761
-5.53176588,6.05970398,0.01584302,1.47093974,1.46710403,0.34104377,0.07933119,2.50986629,2.74405746,1.19762250
-5.52576288,6.10810617,0.01610277,1.48839178,1.49928371,0.34137163,0.07974161,2.52343007,2.78426264,1.19889116
-5.51975988,6.15486386,0.01636491,1.50529692,1.53016045,0.34150153,0.08018406,2.53664146,2.82280650,1.20073268
-5.51375688,6.19831088,0.01662251,1.52118332,1.55922239,0.34139659,0.08063654,2.54889127,2.85867637,1.20269160
-5.50775388,6.23698308,0.01686954,1.53565059,1.58599635,0.34103038,0.08107924,2.55962987,2.89100106,1.20436309
-5.50175088,6.26966950,0.01710104,1.54838214,1.61006343,0.34038979,0.08149517,2.56838891,2.91907849,1.20540538
-5.49574787,6.29545156,0.01731322,1.55915358,1.63107264,0.33947752,0.08187055,2.57479906,2.94239520,1.20554870
-5.48974487,6.31372836,0.01750348,1.56783696,1.64875205,0.33831396,0.08219506,2.57860284,2.96063675,1.20460059
-5.48374187,6.32422735,0.01767043,1.57440057,1.66291704,0.33693862,0.08246198,2.57966215,2.97368895,1.20244720
-5.47773887,6.32700003,0.01781384,1.57890460,1.67347536,0.33541066,0.08266812,2.57796018,2.98163000,1.19905094
-5.47173587,6.32240383,0.01793455,1.58149281,1.68042901,0.33380884,0.08281363,2.57359802,2.98471430,1.19444440
-5.46573287,6.31107149,0.01803434,1.58238098,1.68387305,0.33223064,0.08290164,2.56678635,2.98334930,1.18872140
-5.45972986,6.29387047,0.01811580,1.58184260,1.68399151,0.33079079,0.08293788,2.55783311,2.97806685,1.18202542
-5.45372686,6.27185502,0.01818217,1.58019292,1.68105091,0.32961915,0.08293020,2.54712805,2.96949092,1.17453651
-5.44772386,6.24621418,0.01823714,1.57777205,1.67539166,0.32885814,0.08288802,2.53512542,2.95830375,1.16645726
-5.44172086,6.21821873,0.01828470,1.57492822,1.66741815,0.32865978,0.08282186,2.52232587,2.94521238,1.15799879
-5.43571786,6.18917017,0.01832898,1.57200188,1.65758766,0.32918252,0.08274284,2.50925877,2.93091740,1.14936752
-5.42971486,6.16035442,0.01837405,1.56931157,1.64639887,0.33058793,0.08266228,2.49646587,2.91608540,1.14075347
-5.42371186,6.13300220,0.01842386,1.56714206,1.63438029,0.33303745,0.08259135,2.48448718,2.90132655,1.13232064
-5.41770885,6.10825771,0.01848204,1.56573522,1.62207890,0.33668914,0.08254085,2.47384951,2.88717786,1.12419987
-5.41170585,6.08715625,0.01855190,1.56528382,1.61004928,0.34169465,0.08252102,2.46505805,2.87409264,1.11648445
-5.40570285,6.07061071,0.01863626,1.56592836,1.59884346,0.34819639,0.08254147,2.45859075,2.86243592,1.10922857
-5.39969985,6.05940641,0.01873747,1.56775661,1.58900141,0.35632479,0.08261123,2.45489541,2.85248534,1.10244831
-5.39369685,6.05420283,0.01885735,1.57080573,1.58104227,0.36619591,0.08273874,2.45438880,2.84443669,1.09612504
-5.38769385,6.05554069,0.01899715,1.57506632,1.57545623,0.37790904,0.08293196,2.45745712,2.83841290,1.09021076
-5.38169085,6.06385228,0.01915756,1.58048810,1.57269696,0.39154453,0.08319846,2.46445709,2.83447520,1.08463476
-5.37568784,6.07947307,0.01933869,1.58698632,1.57317448,0.40716163,0.08354549,2.47571667,2.83263533,1.07931114
-5.36968484,6.10265261,0.01954004,1.59444877,1.57724837,0.42479637,0.08397996,2.49153480,2.83286728,1.07414654
-5.36368184,6.13356299,0.01976058,1.60274248,1.58522131,0.44445940,0.08450840,2.51217941,2.83511779,1.06904755
-5.35767884,6.17230352,0.01999866,1.61171994,1.59733287,0.46613395,0.08513688,2.53788329,2.83931461,1.06392731
-5.35167584,6.21890093,0.02025210,1.62122443,1.61375359,0.48977371,0.08587071,2.56883752,2.84537205,1.05871091
-5.34567284,6.27330454,0.02051815,1.63109425,1.63457950,0.51530083,0.08671423,2.60518261,2.85319363,1.05333933
-5.33966983,6.33537687,0.02079357,1.64116582,1.65982707,0.54260415,0.08767036,2.64699744,2.86267180,1.04777174
-5.33366683,6.40488029,0.02107462,1.65127555,1.68942898,0.57153766,0.08874024,2.69428668,2.87368522,1.04198618
-5.32766383,6.48146094,0.02135718,1.66126080,1.72323066,0.60191945,0.08992269,2.74696736,2.88609408,1.03597868
-5.32166083,6.56463147,0.02163674,1.67095996,1.76098806,0.63353119,0.09121382,2.80485551,2.89973420,1.02976099
-5.31565783,6.65375424,0.02190854,1.68021195,1.80236680,0.66611841,0.09260651,2.86765376,2.91441078,1.02335729
-5.30965483,6.74802692,0.02216763,1.68885550,1.84694285,0.69939164,0.09409009,2.93494117,2.92989258,1.01680011
-5.30365183,6.84647204,0.02240901,1.69672828,1.89420512,0.73302855,0.09564999,3.00616596,2.94590731,1.01012578
-5.29764882,6.94793229,0.02262773,1.70366638,1.94355996,0.76667722,0.09726761,3.08064236,2.96213887,1.00336994
-5.29164582,7.05107267,0.02281899,1.70950420,1.99433792,0.79996060,0.09892029,3.15755204,2.97822698,0.99656319
-5.28564282,7.15439040,0.02297830,1.71407485,2.04580256,0.83248201,0.10058142,3.23595071,2.99376938,0.98972740
-5.27963982,7.25623302,0.02310155,1.71721132,2.09716157,0.86383184,0.10222084,3.31478023,3.00832688,0.98287275
-5.27363682,7.35482466,0.02318513,1.71874836,2.14757999,0.89359517,0.10380524,3.39288590,3.02143092,0.97599567
-5.26763382,7.44829989,0.02322601,1.71852499,2.19619536,0.92136012,0.10529893,3.46903889,3.03259345,0.96907793
-5.26163082,7.53474404,0.02322178,1.71638759,2.24213462,0.94672678,0.10666462,3.54196291,3.04131875,0.96208663
-5.25562781,7.61223878,0.02317073,1.71219352,2.28453232,0.96931638,0.10786442,3.61036441,3.04711646,0.95497528
-5.24962481,7.67891094,0.02307183,1.70581493,2.32254972,0.98878034,0.10886085,3.67296511,3.04951528,0.94768570
-5.24362181,7.73298283,0.02292469,1.69714267,2.35539435,1.00480895,0.10961801,3.72853553,3.04807666,0.94015069
-5.23761881,7.77282167,0.02272962,1.68609009,2.38233924,1.01713927,0.11010267,3.77592835,3.04240776,0.93229718
-5.23161581,7.79698622,0.02248746,1.67259650,2.40274134,1.02556199,0.11028535,3.81410997,3.03217318,0.92404978
-5.22561281,7.80426843,0.02219960,1.65663014,2.41605839,1.02992687,0.11014136,3.84218918,3.01710488,0.91533437
-5.21960980,7.79372840,0.02186786,1.63819041,2.42186359,1.03014666,0.10965162,3.85944154,2.99700991,0.90608168
-5.21360680,7.76472103,0.02149439,1.61730942,2.41985744,1.02619925,0.10880340,3.86532852,2.97177564,0.89623052
-5.20760380,7.71691336,0.02108162,1.59405254,2.40987620,1.01812792,0.10759079,3.85951075,2.94137252,0.88573070
-5.20160080,7.65029186,0.02063217,1.56851808,2.39189656,1.00603983,0.10601499,3.84185464,2.90585405,0.87454528
-5.19559780,7.56515961,0.02014872,1.54083612,2.36603615,0.99010267,0.10408435,3.81243245,2.86535447,0.86265230
-5.18959480,7.46212343,0.01963405,1.51116631,2.33254994,0.97053961,0.10181415,3.77151576,2.82008409,0.85004579
-5.18359180,7.34207209,0.01909088,1.47969507,2.29182229,0.94762299,0.09922616,3.71956291,2.77032273,0.83673613
-5.17758879,7.20614641,0.01852195,1.44663196,2.24435522,0.92166666,0.09634803,3.65720100,2.71641164,0.82274979
-5.17158579,7.05570303,0.01792990,1.41220571,2.19075315,0.89301763,0.09321243,3.58520358,2.65874434,0.80812843
-5.16558279,6.89227353,0.01731735,1.37665973,2.13170466,0.86204712,0.08985612,3.50446488,2.59775670,0.79292756
-5.15957979,6.71752073,0.01668683,1.34024755,2.06796223,0.82914155,0.08631885,3.41597217,2.53391688,0.77721478
-5.15357679,6.53319426,0.01604089,1.30322817,2.00032054,0.79469359,0.08264227,3.32077713,2.46771538,0.76106774
-5.14757379,6.34108714,0.01538205,1.26586163,1.92959450,0.75909375,0.07886879,3.21996779,2.39965555,0.74457187
-5.14157079,6.14299522,0.01471284,1.22840480,1.85659771,0.72272274,0.07504051,3.11464201,2.33024493,0.72781811
-5.13556778,5.94068078,0.01403587,1.19110751,1.78212229,0.68594476,0.07119822,3.00588351,2.25998750,0.71090054
-5.12956478,5.73584145,0.01335381,1.15420930,1.70692099,0.64910185,0.06738048,2.89474130,2.18937702,0.69391420
-5.12356178,5.53008535,0.01266941,1.11793651,1.63169198,0.61250957,0.06362293,2.78221298,2.11889154,0.67695308
-5.11755878,5.32491260,0.01198551,1.08250002,1.55706707,0.57645385,0.05995766,2.66923223,2.04898894,0.66010821
-5.11155578,5.12170330,0.01130507,1.04809350,1.48360342,0.54118902,0.05641284,2.55666056,1.98010353,0.64346613
-5.10555278,4.92171166,0.01063110,1.01489216,1.41177905,0.50693705,0.05301247,2.44528309,1.91264352,0.62710756
-5.09954977,4.72606544,0.00996667,0.98305186,1.34199179,0.47388778,0.04977635,2.33580792,1.84698915,0.61110633
-5.09354677,4.53576990,0.00931490,0.95270877,1.27456164,0.44219997,0.04672009,2.22886860,1.78349141,0.59552864
-5.08754377,4.35171511,0.00867885,0.92397917,1.20973584,0.41200309,0.04385543,2.12502881,1.72247107,0.58043251
-5.08154077,4.17468539,0.00806156,0.89695961,1.14769633,0.38339959,0.04119048,2.02478866,1.66421791,0.56586750
-5.07553777,4.00536975,0.00746593,0.87172716,1.08856859,0.35646743,0.03873014,1.92859163,1.60898997,0.55187464
-5.06953477,3.84437213,0.00689472,0.84833984,1.03243158,0.33126283,0.03647654,1.83683148,1.55701276,0.53848652
-5.06353177,3.69222046,0.00635047,0.82683710,0.97932770,0.30782295,0.03442951,1.74985840,1.50847838,0.52572754
-5.05752876,3.54937375,0.00583547,0.80724029,0.92927239,0.28616842,0.03258697,1.66798383,1.46354441,0.51361432
-5.05152576,3.41622662,0.00535173,0.78955324,0.88226270,0.26630562,0.03094541,1.59148352,1.42233281,0.50215615
-5.04552276,3.29311102,0.00490093,0.77376278,0.83828440,0.24822867,0.02950015,1.52059863,1.38492869,0.49135560
-5.03951976,3.18029498,0.00448441,0.75983935,0.79731740,0.23192099,0.02824573,1.45553481,1.35137908,0.48120911
-5.03351676,3.07797875,0.00410318,0.74773752,0.75933918,0.21735656,0.02717603,1.39645939,1.32169194,0.47170761
-5.02751376,2.98628870,0.00375787,0.73739675,0.72432643,0.20450078,0.02628450,1.34349686,1.29583539,0.46283726
-5.02151076,2.90526959,0.00344878,0.72874203,0.69225481,0.19331107,0.02556415,1.29672332,1.27373728,0.45458007
-5.01550775,2.83487616,0.00317588,0.72168484,0.66309726,0.18373718,0.02500762,1.25616014,1.25528540,0.44691462
-5.00950475,2.77496473,0.00293885,0.71612407,0.63682098,0.17572133,0.02460714,1.22176770,1.24032821,0.43981669
-5.00350175,2.72528588,0.00273708,0.71194723,0.61338373,0.16919828,0.02435442,1.19343961,1.22867640,0.43325997
-4.99749875,2.68547907,0.00256971,0.70903185,0.59272968,0.16409534,0.02424060,1.17099821,1.22010518,0.42721672
-4.99149575,2.65506996,0.00243571,0.70724706,0.57478523,0.16033251,0.02425613,1.15419183,1.21435752,0.42165843
-4.98549275,2.63347121,0.00233388,0.70645546,0.55945539,0.15782261,0.02439071,1.14269425,1.21114821,0.41655660
-4.97948974,2.61998723,0.00226288,0.70651527,0.54662084,0.15647174,0.02463322,1.13610678,1.21016892,0.41188345
-4.97348674,2.61382317,0.00222130,0.70728275,0.53613605,0.15617980,0.02497169,1.13396314,1.21109405,0.40761281
-4.96748374,2.61409836,0.00220768,0.70861486,0.52782874,0.15684139,0.02539331,1.13573715,1.21358753,0.40372103
-4.96148074,2.61986392,0.00222053,0.71037232,0.52150058,0.15834682,0.02588453,1.14085322,1.21731029,0.40018803
-4.95547774,2.63012437,0.00225840,0.71242274,0.51692934,0.16058343,0.02643114,1.14869930,1.22192851,0.39699846
-4.94947474,2.64386245,0.00231982,0.71464418,0.51387236,0.16343710,0.02701842,1.15864201,1.22712235,0.39414295
-4.94347174,2.66006665,0.00240343,0.71692868,0.51207118,0.16679392,0.02763136,1.17004330,1.23259510,0.39161949
-4.93746873,2.67776041,0.00250790,0.71918605,0.51125718,0.17054199,0.02825489,1.18227820,1.23808255,0.38943488
-4.93146573,2.69603189,0.00263198,0.72134755,0.51115796,0.17457333,0.02887415,1.19475287,1.24336232,0.38760620
-4.92546273,2.71406349,0.00277453,0.72336954,0.51150423,0.17878575,0.02947475,1.20692243,1.24826296,0.38616222
-4.91945973,2.73115965,0.00293449,0.72523679,0.51203682,0.18308471,0.03004312,1.21830762,1.25267246,0.38514479
-4.91345673,2.74677206,0.00311088,0.72696556,0.51251370,0.18738511,0.03056675,1.22850994,1.25654594,0.38460990
-4.90745373,2.76052119,0.00330285,0.72860591,0.51271652,0.19161289,0.03103454,1.23722447,1.25991217,0.38462854
-4.90145073,2.77221295,0.00350961,0.73024349,0.51245660,0.19570641,0.03143702,1.24424982,1.26287853,0.38528712
-4.89544772,2.78185001,0.00373049,0.73200030,0.51158001,0.19961761,0.03176664,1.24949502,1.26563413,0.38668733
-4.88944472,2.78963678,0.00396491,0.73403450,0.50997158,0.20331286,0.03201797,1.25298274,1.26845078,0.38894545
-4.88344172,2.79597781,0.00421233,0.73653894,0.50755783,0.20677343,0.03218787,1.25484889,1.27168152,0.39219090
-4.87743872,2.80146931,0.00447232,0.73973850,0.50430845,0.20999565,0.03227558,1.25533846,1.27575648,0.39656410
-4.87143572,2.80688377,0.00474449,0.74388604,0.50023653,0.21299066,0.03228283,1.25479765,1.28117590,0.40221350
-4.86543272,2.81314805,0.00502848,0.74925706,0.49539745,0.21578371,0.03221382,1.25366260,1.28850040,0.40929188
-4.85942971,2.82131536,0.00532398,0.75614297,0.48988638,0.21841313,0.03207514,1.25244497,1.29833841,0.41795192
-4.85342671,2.83253207,0.00563064,0.76484334,0.48383469,0.22092886,0.03187566,1.25171490,1.31133102,0.42834124
-4.84742371,2.84800027,0.00594812,0.77565712,0.47740521,0.22339063,0.03162632,1.25208186,1.32813462,0.44059694
-4.84142071,2.86893736,0.00627604,0.78887313,0.47078660,0.22586575,0.03133988,1.25417408,1.34940174,0.45483994
-4.83541771,2.89653408,0.00661396,0.80476022,0.46418706,0.22842673,0.03103062,1.25861723,1.37576068,0.47116928
-4.82941471,2.93191253,0.00696135,0.82355742,0.45782759,0.23114854,0.03071396,1.26601310,1.40779461,0.48965671
-4.82341171,2.97608572,0.00731763,0.84546440,0.45193499,0.23410585,0.03040607,1.27691906,1.44602093,0.51034176
-4.81740870,3.02992018,0.00768214,0.87063279,0.44673493,0.23737012,0.03012344,1.29182903,1.49087164,0.53322757
-4.81140570,3.09410315,0.00805413,0.89915860,0.44244529,0.24100684,0.02988249,1.31115660,1.54267565,0.55827779
-4.80540270,3.16911566,0.00843282,0.93107625,0.43926996,0.24507278,0.02969905,1.33522094,1.60164360,0.58541467
-4.79939970,3.25521245,0.00881742,0.96635438,0.43739340,0.24961366,0.02958806,1.36423599,1.66785612,0.61451846
-4.79339670,3.35240960,0.00920713,1.00489370,0.43697594,0.25466201,0.02956309,1.39830329,1.74125589,0.64542833
-4.78739370,3.46048025,0.00960126,1.04652714,0.43815015,0.26023557,0.02963606,1.43740857,1.82164408,0.67794473
-4.78139070,3.57895844,0.00999923,1.09102202,0.44101814,0.26633614,0.02981694,1.48142225,1.90868121,0.71183308
-4.77538769,3.70715078,0.01040062,1.13808455,0.44564991,0.27294908,0.03011352,1.53010368,2.00189261,0.74682873
-4.76938469,3.84415514,0.01080528,1.18736611,0.45208276,0.28004329,0.03053127,1.58310878,2.10067806,0.78264294
-4.76338169,3.98888541,0.01121330,1.23847122,0.46032150,0.28757190,0.03107325,1.64000060,2.20432543,0.81896954
-4.75737869,4.14010105,0.01162511,1.29096680,0.47033956,0.29547350,0.03174007,1.70026244,2.31202739,0.85549207
-4.75137569,4.29643974,0.01204143,1.34439216,0.48208068,0.30367388,0.03252993,1.76331254,2.42290071,0.89189091
-4.74537269,4.45645173,0.01246331,1.39826945,0.49546115,0.31208829,0.03343871,1.82851989,2.53600693,0.92785017
-4.73936968,4.61863402,0.01289208,1.45211386,0.51037230,0.32062406,0.03446011,1.89522033,2.65037368,0.96306399
-4.73336668,4.78146308,0.01332926,1.50544332,0.52668323,0.32918342,0.03558578,1.96273221,2.76501554,0.99724189
-4.72736368,4.94342448,0.01377649,1.55778709,0.54424350,0.33766657,0.03680553,2.03037103,2.87895341,1.03011311
-4.72136068,5.10303855,0.01423541,1.60869312,0.56288580,0.34597468,0.03810750,2.09746251,2.99123183,1.06142961
-4.71535768,5.25888123,0.01470749,1.65773376,0.58242841,0.35401289,0.03947835,2.16335375,3.10093329,1.09096788
-4.70935468,5.40959971,0.01519392,1.70450985,0.60267752,0.36169304,0.04090348,2.22742227,3.20718932,1.11852937
-4.70335168,5.55392288,0.01569536,1.74865302,0.62342931,0.36893611,0.04236719,2.28908277,3.30918801,1.14393989
-4.69734867,5.69066712,0.01621183,1.78982657,0.64447195,0.37567438,0.04385283,2.34779191,3.40617815,1.16704797
-4.69134567,5.81873796,0.01674254,1.82772487,0.66558754,0.38185304,0.04534306,2.40305118,3.49747014,1.18772261
-4.68534267,5.93712886,0.01728569,1.86207182,0.68655399,0.38743153,0.04681991,2.45440848,3.58243438,1.20585062
-4.67933967,6.04491827,0.01783844,1.89261869,0.70714723,0.39238423,0.04826507,2.50145856,3.66049783,1.22133387
-4.67333667,6.14126623,0.01839676,1.91914175,0.72714348,0.39670093,0.04966002,2.54384316,3.73113964,1.23408685
-4.66733367,6.22541193,0.01895546,1.94144017,0.74632204,0.40038667,0.05098629,2.58125118,3.79388676,1.24403476
-4.66133067,6.29667339,0.01950819,1.95933455,0.76446836,0.40346143,0.05222567,2.61341922,3.84831072,1.25111239
-4.65532766,6.35445020,0.02004753,1.97266653,0.78137764,0.40595930,0.05336056,2.64013315,3.89402616,1.25526402
-4.64932466,6.39822991,0.02056515,1.98129971,0.79685882,0.40792747,0.05437424,2.66123063,3.93069213,1.25644435
-4.64332166,6.42759848,0.02105201,1.98512196,0.81073891,0.40942499,0.05525122,2.67660474,3.95801663,1.25462061
-4.63731866,6.44225440,0.02149860,1.98404930,0.82286748,0.41052119,0.05597765,2.68620865,3.97576444,1.24977554
