energy_ev,total_up,C_s_up,C_p_up,Ca_p_up,Ca_d_up,S_s_up,S_p_up,Ti_p_up,Ti_d_up
-6.00000000,1.15338984,0.02057808,0.03416887,0.01153829,0.00000000,0.01200311,0.69913890,0.29987945,0.11614180
-5.99399700,1.12627940,0.01901073,0.03763172,0.01097981,0.00000000,0.01225875,0.67886061,0.30170089,0.11268972
-5.98799400,1.10678692,0.01753558,0.04153241,0.01048076,0.00000000,0.01257871,0.66297753,0.30602582,0.11010175
-5.98199100,1.09549301,0.01616993,0.04587359,0.01004747,0.00000000,0.01296155,0.65185930,0.31300273,0.10846053
-5.97598799,1.09284259,0.01492918,0.05065293,0.00968488,0.00000000,0.01340449,0.64579334,0.32273372,0.10783619
-5.96998499,1.09913195,0.01382663,0.05586239,0.00939642,0.00000000,0.01390344,0.64497716,0.33526977,0.10828445
-5.96398199,1.11449988,0.01287341,0.06148785,0.00918401,0.00000000,0.01445307,0.64951317,0.35060691,0.10984502
-5.95797899,1.13892308,0.01207845,0.06750869,0.00904801,0.00000000,0.01504694,0.65940605,0.36868383,0.11254046
-5.95197599,1.17221586,0.01144853,0.07389771,0.00898732,0.00000000,0.01567768,0.67456261,0.38938062,0.11637541
-5.94597299,1.21403388,0.01098840,0.08062110,0.00899940,0.00000000,0.01633720,0.69479414,0.41251894,0.12133625
-5.93996998,1.26388167,0.01070086,0.08763876,0.00908041,0.00000000,0.01701690,0.71982089,0.43786365,0.12739130
-5.93396698,1.32112366,0.01058698,0.09490470,0.00922538,0.00000000,0.01770795,0.74927864,0.46512581,0.13449129
-5.92796398,1.38499799,0.01064625,0.10236768,0.00942831,0.00000000,0.01840149,0.78272689,0.49396708,0.14257036
-5.92196098,1.45463290,0.01087677,0.10997204,0.00968242,0.00000000,0.01908885,0.81965850,0.52400551,0.15154735
-5.91595798,1.52906499,0.01127541,0.11765868,0.00998030,0.00000000,0.01976179,0.85951044,0.55482265,0.16132747
-5.90995498,1.60725887,0.01183794,0.12536610,0.01031409,0.00000000,0.02041256,0.90167536,0.58597176,0.17180416
-5.90395198,1.68812778,0.01255914,0.13303164,0.01067568,0.00000000,0.02103410,0.94551369,0.61698715,0.18286128
-5.89794897,1.77055455,0.01343287,0.14059265,0.01105689,0.00000000,0.02162006,0.99036608,0.64739427,0.19437532
-5.89194597,1.85341264,0.01445207,0.14798775,0.01144964,0.00000000,0.02216482,1.03556580,0.67672055,0.20621778
-5.88594297,1.93558666,0.01560880,0.15515799,0.01184610,0.00000000,0.02266348,1.08045103,0.70450657,0.21825751
-5.87993997,2.01599217,0.01689410,0.16204793,0.01223881,0.00000000,0.02311182,1.12437679,0.73031727,0.23036300
-5.87393697,2.09359436,0.01829797,0.16860665,0.01262083,0.00000000,0.02350623,1.16672632,0.75375313,0.24240456
-5.86793397,2.16742523,0.01980921,0.17478851,0.01298584,0.00000000,0.02384359,1.20692170,0.77446069,0.25425627
-5.86193097,2.23659933,0.02141532,0.18055382,0.01332820,0.00000000,0.02412128,1.24443374,0.79214241,0.26579775
-5.85592796,2.30032750,0.02310238,0.18586926,0.01364306,0.00000000,0.02433701,1.27879086,0.80656533,0.27691565
-5.84992496,2.35792886,0.02485490,0.19070810,0.01392639,0.00000000,0.02448888,1.30958688,0.81756849,0.28750487
-5.84392196,2.40884068,0.02665582,0.19505031,0.01417502,0.00000000,0.02457528,1.33648771,0.82506876,0.29746951
-5.83791896,2.45262632,0.02848641,0.19888240,0.01438669,0.00000000,0.02459495,1.35923690,0.82906495,0.30672357
-5.83191596,2.48898118,0.03032635,0.20219724,0.01456003,0.00000000,0.02454705,1.37765990,0.82964022,0.31519147
-5.82591296,2.51773679,0.03215385,0.20499373,0.01469460,0.00000000,0.02443119,1.39166709,0.82696251,0.32280834
-5.81990995,2.53886311,0.03394577,0.20727645,0.01479088,0.00000000,0.02424760,1.40125570,0.82128334,0.32952032
-5.81390695,2.55246926,0.03567801,0.20905530,0.01485024,0.00000000,0.02399725,1.40651039,0.81293480,0.33528474
-5.80790395,2.55880264,0.03732576,0.21034526,0.01487497,0.00000000,0.02368196,1.40760278,0.80232500,0.34007029
-5.80190095,2.55824675,0.03886406,0.21116615,0.01486820,0.00000000,0.02330459,1.40478982,0.78993218,0.34385739
-5.79589795,2.55131762,0.04026822,0.21154253,0.01483393,0.00000000,0.02286915,1.39841106,0.77629750,0.34663850
-5.78989495,2.53865895,0.04151448,0.21150380,0.01477696,0.00000000,0.02238090,1.38888480,0.76201694,0.34841862
-5.78389195,2.52103582,0.04258058,0.21108426,0.01470286,0.00000000,0.02184646,1.37670316,0.74773221,0.34921588
-5.77788894,2.49932681,0.04344642,0.21032343,0.01461792,0.00000000,0.02127379,1.36242598,0.73412105,0.34906210
-5.77188594,2.47451449,0.04409466,0.20926623,0.01452907,0.00000000,0.02067222,1.34667356,0.72188685,0.34800341
-5.76588294,2.44767373,0.04451130,0.20796335,0.01444383,0.00000000,0.02005235,1.33011795,0.71174773,0.34610072
-5.75987994,2.41995775,0.04468622,0.20647132,0.01437017,0.00000000,0.01942592,1.31347304,0.70442504,0.34342995
-5.75387694,2.39258149,0.04461356,0.20485259,0.01431642,0.00000000,0.01880561,1.29748298,0.70063129,0.34008194
-5.74787394,2.36680202,0.04429205,0.20317525,0.01429111,0.00000000,0.01820481,1.28290917,0.70105747,0.33616197
-5.74187094,2.34389591,0.04372519,0.20151254,0.01430281,0.00000000,0.01763735,1.27051554,0.70635964,0.33178866
-5.73586793,2.32513331,0.04292125,0.19994190,0.01435994,0.00000000,0.01711708,1.26105239,0.71714493,0.32709237
-5.72986493,2.31174917,0.04189316,0.19854368,0.01447055,0.00000000,0.01665759,1.25523875,0.73395675,0.32221282
-5.72386193,2.30491159,0.04065826,0.19739944,0.01464209,0.00000000,0.01627175,1.25374358,0.75725954,0.31729618
-5.71785893,2.30568825,0.03923786,0.19658982,0.01488116,0.00000000,0.01597134,1.25716614,0.78742309,0.31249151
-5.71185593,2.31501147,0.03765675,0.19619209,0.01519326,0.00000000,0.01576662,1.26601604,0.82470689,0.30794666
-5.70585293,2.33364321,0.03594255,0.19627749,0.01558253,0.00000000,0.01566596,1.28069359,0.86924478,0.30380383
-5.69984992,2.36214123,0.03412499,0.19690829,0.01605153,0.00000000,0.01567551,1.30147114,0.92103064,0.30019489
-5.69384692,2.40082796,0.03223521,0.19813498,0.01660098,0.00000000,0.01579882,1.32847628,0.97990555,0.29723678
-5.68784392,2.44976361,0.03030496,0.19999348,0.01722965,0.00000000,0.01603667,1.36167773,1.04554747,0.29502699
-5.68184092,2.50872524,0.02836588,0.20250271,0.01793415,0.00000000,0.01638685,1.40087483,1.11746391,0.29363968
-5.67583792,2.57719335,0.02644877,0.20566251,0.01870892,0.00000000,0.01684408,1.44569148,1.19498855,0.29312235
-5.66983492,2.65434725,0.02458297,0.20945223,0.01954616,0.00000000,0.01739999,1.49557519,1.27728258,0.29349345
-5.66383192,2.73907047,0.02279582,0.21382998,0.02043597,0.00000000,0.01804327,1.54980195,1.36334118,0.29474107
-5.65782891,2.82996681,0.02111217,0.21873265,0.02136645,0.00000000,0.01875984,1.60748720,1.45200585,0.29682277
-5.65182591,2.92538738,0.01955408,0.22407682,0.02232392,0.00000000,0.01953313,1.66760307,1.54198258,0.29966665
-5.64582291,3.02346835,0.01814054,0.22976049,0.02329329,0.00000000,0.02034456,1.72900169,1.63186595,0.30317366
-5.63981991,3.12217860,0.01688733,0.23566561,0.02425838,0.00000000,0.02117396,1.79044415,1.72016889,0.30722105
-5.63381691,3.21937600,0.01580704,0.24166144,0.02520239,0.00000000,0.02200016,1.85063430,1.80535722,0.31166686
-5.62781391,3.31287033,0.01490902,0.24760836,0.02610837,0.00000000,0.02280162,1.90825625,1.88588835,0.31635521
-5.62181091,3.40049078,0.01419958,0.25336230,0.02695979,0.00000000,0.02355708,1.96201442,1.96025262,0.32112216
-5.61580790,3.48015516,0.01368208,0.25877929,0.02774097,0.00000000,0.02424621,2.01067442,2.02701608,0.32580197
-5.60980490,3.54993818,0.01335718,0.26372018,0.02843768,0.00000000,0.02485029,2.05310330,2.08486292,0.33023326
-5.60380190,3.60813582,0.01322305,0.26805513,0.02903759,0.00000000,0.02535280,2.08830734,2.13263592,0.33426498
-5.59779890,3.65332293,0.01327556,0.27166778,0.02953067,0.00000000,0.02573996,2.11546585,2.16937327,0.33776182
-5.59179590,3.68440173,0.01350861,0.27445882,0.02990957,0.00000000,0.02600121,2.13395948,2.19434003,0.34060879
-5.58579290,3.70063876,0.01391424,0.27634894,0.03016986,0.00000000,0.02612950,2.14339171,2.20705294,0.34271492
-5.57978989,3.70168890,0.01448297,0.27728087,0.03031022,0.00000000,0.02612158,2.14360259,2.20729732,0.34401572
-5.57378689,3.68760526,0.01520389,0.27722055,0.03033242,0.00000000,0.02597799,2.13467418,2.19513538,0.34447455
-5.56778389,3.65883464,0.01606496,0.27615738,0.03024135,0.00000000,0.02570309,2.11692723,2.17090527,0.34408277
-5.56178089,3.61619891,0.01705313,0.27410356,0.03004477,0.00000000,0.02530479,2.09090960,2.13521115,0.34285872
-5.55577789,3.56086320,0.01815456,0.27109257,0.02975309,0.00000000,0.02479427,2.05737669,2.08890437,0.34084571
-5.54977489,3.49429250,0.01935478,0.26717692,0.02937896,0.00000000,0.02418550,2.01726484,2.03305676,0.33810919
-5.54377189,3.41819877,0.02063889,0.26242534,0.02893689,0.00000000,0.02349472,1.97165906,1.96892703,0.33473313
-5.53776888,3.33448086,0.02199173,0.25691951,0.02844273,0.00000000,0.02273983,1.92175629,1.89792172,0.33081606
-5.53176588,3.24516008,0.02339804,0.25075057,0.02791317,0.00000000,0.02193973,1.86882591,1.82155233,0.32646683
-5.52576288,3.15231393,0.02484267,0.24401553,0.02736516,0.00000000,0.02111366,1.81416905,1.74139027,0.32180036
-5.51975988,3.05801086,0.02631072,0.23681379,0.02681545,0.00000000,0.02028049,1.75907841,1.65902148,0.31693355
-5.51375688,2.96424838,0.02778767,0.22924394,0.02628004,0.00000000,0.01945813,1.70479997,1.57600240,0.31198147
-5.50775388,2.87289681,0.02925953,0.22140089,0.02577375,0.00000000,0.01866298,1.65249796,1.49381867,0.30705410
-5.50175088,2.78565037,0.03071294,0.21337349,0.02530980,0.00000000,0.01790940,1.60322429,1.41384823,0.30225346
-5.49574787,2.70398696,0.03213521,0.20524267,0.02489950,0.00000000,0.01720934,1.55789316,1.33732955,0.29767145
-5.48974487,2.62913753,0.03351436,0.19708016,0.02455198,0.00000000,0.01657208,1.51726156,1.26533610,0.29338811
-5.48374187,2.56206541,0.03483915,0.18894772,0.02427403,0.00000000,0.01600403,1.48191592,1.19875739,0.28947059
-5.47773887,2.50345565,0.03609898,0.18089690,0.02406998,0.00000000,0.01550875,1.45226488,1.13828689,0.28597244
-5.47173587,2.45371390,0.03728392,0.17296925,0.02394173,0.00000000,0.01508691,1.42853817,1.08441676,0.28293348
-5.46573287,2.41297411,0.03838454,0.16519690,0.02388876,0.00000000,0.01473658,1.41079111,1.03743908,0.28037996
-5.45972986,2.38111427,0.03939192,0.15760348,0.02390830,0.00000000,0.01445338,1.39891422,0.99745313,0.27832503
-5.45372686,2.35777881,0.04029749,0.15020516,0.02399550,0.00000000,0.01423088,1.39264726,0.96437797,0.27676941
-5.44772386,2.34240671,0.04109306,0.14301189,0.02414369,0.00000000,0.01406095,1.39159710,0.93796966,0.27570236
-5.44172086,2.33426388,0.04177071,0.13602865,0.02434467,0.00000000,0.01393423,1.39525847,0.91784217,0.27510264
-5.43571786,2.33247871,0.04232287,0.12925665,0.02458902,0.00000000,0.01384050,1.40303696,0.90349112,0.27493972
-5.42971486,2.33607943,0.04274237,0.12269448,0.02486648,0.00000000,0.01376919,1.41427347,0.89431945,0.27517507
-5.42371186,2.34403235,0.04302252,0.11633914,0.02516627,0.00000000,0.01370980,1.42826925,0.88966415,0.27576354
-5.41770885,2.35527966,0.04315734,0.11018690,0.02547753,0.00000000,0.01365224,1.44431101,0.88882308,0.27665490
-5.41170585,2.36877610,0.04314170,0.10423397,0.02578963,0.00000000,0.01358721,1.46169522,0.89108130,0.27779542
-5.40570285,2.38352326,0.04297162,0.09847709,0.02609252,0.00000000,0.01350651,1.47975109,0.89573591,0.27912965
-5.39969985,2.39860099,0.04264453,0.09291390,0.02637710,0.00000000,0.01340323,1.49786161,0.90211889,0.28060216
-5.39369685,2.41319485,0.04215954,0.08754312,0.02663547,0.00000000,0.01327193,1.51548198,0.90961726,0.28215942
-5.38769385,2.42661914,0.04151768,0.08236472,0.02686117,0.00000000,0.01310875,1.53215512,0.91769006,0.28375155
-5.38169085,2.43833472,0.04072219,0.07737989,0.02704942,0.00000000,0.01291141,1.54752360,0.92588169,0.28533412
-5.37568784,2.44796115,0.03977867,0.07259093,0.02719718,0.00000000,0.01267924,1.56133774,0.93383125,0.28686969
-5.36968484,2.45528283,0.03869521,0.06800112,0.02730326,0.00000000,0.01241305,1.57345955,0.94127779,0.28832913
-5.36368184,2.46024875,0.03748243,0.06361446,0.02736830,0.00000000,0.01211507,1.58386235,0.94806113,0.28969263
