energy_ev,total_up,S_s_up,S_p_up,Sb_p_up,Sb_d_up,Sc_p_up,Sc_d_up
-5.24962481,0.47791636,0.00023588,0.30349366,0.08703531,0.00113717,0.25881895,0.10140393
-5.24362181,0.47176562,0.00022479,0.29573545,0.09066642,0.00114740,0.25098677,0.09822084
-5.23761881,0.47290353,0.00021783,0.29179604,0.09621830,0.00117779,0.24690971,0.09676152
-5.23161581,0.48122336,0.00021505,0.29149370,0.10375062,0.00122843,0.24653517,0.09704060
-5.22561281,0.49650201,0.00021646,0.29457799,0.11329768,0.00129910,0.24974840,0.09904743
-5.21960980,0.51840381,0.00022200,0.30073699,0.12486521,0.00138929,0.25637570,0.10274601
-5.21360680,0.54648494,0.00023155,0.30960561,0.13842690,0.00149815,0.26618802,0.10807486
-5.20760380,0.58019880,0.00024494,0.32077448,0.15392110,0.00162453,0.27890511,0.11494715
-5.20160080,0.61890227,0.00026193,0.33379946,0.17124776,0.00176696,0.29420000,0.12325078
-5.19559780,0.66186308,0.00028222,0.34821156,0.19026593,0.00192361,0.31170389,0.13284881
-5.18959480,0.70826863,0.00030546,0.36352703,0.21079210,0.00209238,0.33101158,0.14358008
-5.18359180,0.75723639,0.00033123,0.37925760,0.23259957,0.00227082,0.35168744,0.15526040
-5.17758879,0.80782615,0.00035908,0.39492058,0.25541921,0.00245622,0.37327200,0.16768421
-5.17158579,0.85905423,0.00038849,0.41004882,0.27894179,0.00264562,0.39528919,0.18062692
-5.16558279,0.90990969,0.00041891,0.42420008,0.30282185,0.00283585,0.41725425,0.19384803
-5.15957979,0.95937238,0.00044974,0.43696595,0.32668347,0.00302358,0.43868233,0.20709493
-5.15357679,1.00643262,0.00048037,0.44797978,0.35012755,0.00320541,0.45909750,0.22010750
-5.14757379,1.05011204,0.00051019,0.45692371,0.37274070,0.00337790,0.47804221,0.23262335
-5.14157079,1.08948509,0.00053855,0.46353438,0.39410543,0.00353771,0.49508684,0.24438367
-5.13556778,1.12370046,0.00056487,0.46760735,0.41381128,0.00368161,0.50983905,0.25513933
-5.12956478,1.15200175,0.00058856,0.46899996,0.43146638,0.00380665,0.52195270,0.26465729
-5.12356178,1.17374651,0.00060910,0.46763258,0.44670923,0.00391018,0.53113599,0.27272678
-5.11755878,1.18842280,0.00062602,0.46348831,0.45921987,0.00398993,0.53715837,0.27916518
-5.11155578,1.19566266,0.00063893,0.45661096,0.46873018,0.00404413,0.53985606,0.28382327
-5.10555278,1.19525164,0.00064753,0.44710155,0.47503259,0.00407149,0.53913580,0.28658958
-5.09954977,1.18713407,0.00065160,0.43511344,0.47798704,0.00407133,0.53497665,0.28739362
-5.09354677,1.17141355,0.00065105,0.42084614,0.47752561,0.00404350,0.52742978,0.28620789
-5.08754377,1.14834866,0.00064587,0.40453822,0.47365466,0.00398846,0.51661600,0.28304840
-5.08154077,1.11834391,0.00063615,0.38645942,0.46645443,0.00390724,0.50272144,0.27797386
-5.07553777,1.08193635,0.00062210,0.36690230,0.45607602,0.00380139,0.48599109,0.27108337
-5.06953477,1.03977815,0.00060400,0.34617378,0.44273592,0.00367294,0.46672083,0.26251285
-5.06353177,0.99261613,0.00058224,0.32458673,0.42670835,0.00352433,0.44524804,0.25243024
-5.05752876,0.94126886,0.00055723,0.30245194,0.40831588,0.00335835,0.42194125,0.24102985
-5.05152576,0.88660236,0.00052948,0.28007079,0.38791856,0.00317800,0.39718914,0.22852593
-5.04552276,0.82950536,0.00049951,0.25772867,0.36590232,0.00298647,0.37138959,0.21514589
-5.03951976,0.77086520,0.00046786,0.23568943,0.34266691,0.00278697,0.34493881,0.20112345
-5.03351676,0.71154504,0.00043508,0.21419097,0.31861416,0.00258270,0.31822132,0.18669184
-5.02751376,0.65236348,0.00040171,0.19344194,0.29413686,0.00237676,0.29160091,0.17207760
-5.02151076,0.59407706,0.00036826,0.17361969,0.26960870,0.00217202,0.26541296,0.15749500
-5.01550775,0.53736617,0.00033521,0.15486932,0.24537576,0.00197114,0.23995824,0.14314128
-5.00950475,0.48282478,0.00030297,0.13730392,0.22174962,0.00177645,0.21549852,0.12919294
-5.00350175,0.43095396,0.00027193,0.12100572,0.19900234,0.00158998,0.19225369,0.11580311
-4.99749875,0.38215921,0.00024239,0.10602808,0.17736336,0.00141339,0.17040079,0.10309996
-4.99149575,0.33675144,0.00021461,0.09239828,0.15701826,0.00124798,0.15007444,0.09118623
-4.98549275,0.29495102,0.00018880,0.08012071,0.13810920,0.00109473,0.13136877,0.08013964
-4.97948974,0.25689468,0.00016508,0.06918058,0.12073699,0.00095426,0.11434053,0.07001426
-4.97348674,0.22264453,0.00014354,0.05954766,0.10496433,0.00082692,0.09901311,0.06084253
-4.96748374,0.19219860,0.00012423,0.05118024,0.09082013,0.00071279,0.08538127,0.05263779
-4.96148074,0.16550243,0.00010714,0.04402883,0.07830450,0.00061172,0.07341630,0.04539731
-4.95547774,0.14246098,0.00009224,0.03803969,0.06739417,0.00052340,0.06307127,0.03910533
-4.94947474,0.12295040,0.00007948,0.03315808,0.05804795,0.00044737,0.05428624,0.03373634
-4.94347174,0.10682912,0.00006878,0.02933090,0.05021219,0.00038311,0.04699321,0.02925806
-4.93746873,0.09394786,0.00006006,0.02650902,0.04382576,0.00033003,0.04112048,0.02563436
-4.93146573,0.08415834,0.00005322,0.02464886,0.03882456,0.00028753,0.03659649,0.02282770
-4.92546273,0.07732023,0.00004817,0.02371353,0.03514534,0.00025504,0.03335295,0.02080124
-4.91945973,0.07330645,0.00004483,0.02367326,0.03272877,0.00023204,0.03132710,0.01952050
-4.91345673,0.07200655,0.00004311,0.02450529,0.03152168,0.00021809,0.03046330,0.01895442
-4.90745373,0.07332824,0.00004294,0.02619308,0.03147848,0.00021281,0.03071365,0.01907606
-4.90145073,0.07719718,0.00004426,0.02872515,0.03256175,0.00021595,0.03203802,0.01986274
-4.89544772,0.08355511,0.00004701,0.03209325,0.03474210,0.00022733,0.03440325,0.02129571
-4.88944472,0.09235652,0.00005114,0.03629026,0.03799733,0.00024689,0.03778176,0.02335948
-4.88344172,0.10356412,0.00005660,0.04130768,0.04231096,0.00027466,0.04214971,0.02604079
-4.87743872,0.11714332,0.00006334,0.04713298,0.04767034,0.00031075,0.04748464,0.02932730
-4.87143572,0.13305611,0.00007132,0.05374684,0.05406431,0.00035536,0.05376294,0.03320606
-4.86543272,0.15125456,0.00008048,0.06112041,0.06148071,0.00040873,0.06095717,0.03766199
-4.85942971,0.17167431,0.00009076,0.06921277,0.06990366,0.00047114,0.06903337,0.04267619
-4.85342671,0.19422843,0.00010208,0.07796874,0.07931097,0.00054290,0.07794853,0.04822445
-4.84742371,0.21880191,0.00011435,0.08731714,0.08967160,0.00062431,0.08764837,0.05427586
-4.84142071,0.24524706,0.00012746,0.09716963,0.10094342,0.00071564,0.09806556,0.06079164
-4.83541771,0.27338019,0.00014128,0.10742032,0.11307127,0.00081709,0.10911838,0.06772434
-4.82941471,0.30297969,0.00015566,0.11794613,0.12598557,0.00092881,0.12071015,0.07501731
-4.82341171,0.33378570,0.00017043,0.12860798,0.13960133,0.00105081,0.13272917,0.08260464
-4.81740870,0.36550147,0.00018541,0.13925298,0.15381781,0.00118301,0.14504959,0.09041154
-4.81140570,0.39779652,0.00020040,0.14971730,0.16851876,0.00132515,0.15753278,0.09835507
-4.80540270,0.43031130,0.00021518,0.15982993,0.18357321,0.00147680,0.17002960,0.10634539
-4.79939970,0.46266357,0.00022954,0.16941711,0.19883701,0.00163735,0.18238317,0.11428733
-4.79339670,0.49445602,0.00024326,0.17830721,0.21415473,0.00180599,0.19443227,0.12208230
-4.78739370,0.52528499,0.00025611,0.18633595,0.22936222,0.00198169,0.20601507,0.12963056
-4.78139070,0.55474995,0.00026790,0.19335176,0.24428957,0.00216322,0.21697325,0.13683352
-4.77538769,0.58246351,0.00027842,0.19922099,0.25876436,0.00234914,0.22715619,0.14359633
-4.76938469,0.60806137,0.00028751,0.20383274,0.27261530,0.00253783,0.23642507,0.14983033
-4.76338169,0.63121212,0.00029502,0.20710311,0.28567594,0.00272749,0.24465693,0.15545554
-4.75737869,0.65162633,0.00030084,0.20897867,0.29778853,0.00291620,0.25174824,0.16040291
-4.75137569,0.66906482,0.00030488,0.20943898,0.30880781,0.00310195,0.25761808,0.16461636
-4.74537269,0.68334568,0.00030710,0.20849798,0.31860475,0.00328267,0.26221075,0.16805454
-4.73936968,0.69434999,0.00030749,0.20620428,0.32707007,0.00345632,0.26549764,0.17069220
-4.73336668,0.70202601,0.00030610,0.20264024,0.33411754,0.00362094,0.26747851,0.17252124
-4.72736368,0.70639180,0.00030298,0.19791997,0.33968686,0.00377470,0.26818198,0.17355124
-4.72136068,0.70753626,0.00029826,0.19218627,0.34374626,0.00391598,0.26766529,0.17380971
-4.71535768,0.70561866,0.00029207,0.18560670,0.34629454,0.00404347,0.26601347,0.17334189
-4.70935468,0.70086677,0.00028460,0.17836894,0.34736272,0.00415617,0.26333781,0.17221021
-4.70335168,0.69357359,0.00027604,0.17067573,0.34701507,0.00425352,0.25977389,0.17049339
-4.69734867,0.68409309,0.00026663,0.16273945,0.34534968,0.00433537,0.25547912,0.16828529
-4.69134567,0.67283494,0.00025662,0.15477681,0.34249833,0.00440210,0.25063000,0.16569353
-4.68534267,0.66025852,0.00024626,0.14700358,0.33862589,0.00445457,0.24541915,0.16283794
-4.67933967,0.64686641,0.00023586,0.13962987,0.33392914,0.00449417,0.24005222,0.15984884
-4.67333667,0.63319748,0.00022570,0.13285589,0.32863493,0.00452280,0.23474477,0.15686529
-4.66733367,0.61981991,0.00021608,0.12686839,0.32299796,0.00454283,0.22971926,0.15403329
-4.66133067,0.60732398,0.00020732,0.12183798,0.31729794,0.00455708,0.22520210,0.15150394
-4.65532766,0.59631514,0.00019973,0.11791713,0.31183635,0.00456876,0.22142097,0.14943173
-4.64932466,0.58740703,0.00019364,0.11523909,0.30693278,0.00458136,0.21860223,0.14797275
-4.64332166,0.58121470,0.00018937,0.11391755,0.30292086,0.00459866,0.21696865,0.14728299
-4.63731866,0.57834801,0.00018726,0.11404688,0.30014388,0.00462453,0.21673721,0.14751675
-4.63131566,0.57940491,0.00018765,0.11570304,0.29894997,0.00466295,0.21811716,0.14882490
-4.62531266,0.58496470,0.00019085,0.11894477,0.29968704,0.00471783,0.22130799,0.15135321
-4.61930965,0.59558096,0.00019722,0.12381503,0.30269726,0.00479298,0.22649751,0.15524058
-4.61330665,0.61177392,0.00020708,0.13034250,0.30831113,0.00489198,0.23385966,0.16061710
-4.60730365,0.63402216,0.00022074,0.13854287,0.31684122,0.00501810,0.24355221,0.16760188
-4.60130065,0.66275326,0.00023852,0.14841982,0.32857525,0.00517423,0.25571394,0.17630069
-4.59529765,0.69833345,0.00026068,0.15996564,0.34376881,0.00536283,0.27046152,0.18680320
-4.58929465,0.74105585,0.00028748,0.17316110,0.36263755,0.00558577,0.28788571,0.19917991
-4.58329165,0.79112768,0.00031911,0.18797482,0.38534886,0.00584435,0.30804716,0.21347878
-4.57728864,0.84865622,0.00035571,0.20436187,0.41201336,0.00613920,0.33097162,0.22972152
-4.57128564,0.91363414,0.00039736,0.22226182,0.44267612,0.00647022,0.35664467,0.24789969
-4.56528264,0.98592448,0.00044404,0.24159618,0.47730816,0.00683652,0.38500636,0.26797073
-4.55927964,1.06524599,0.00049563,0.26226548,0.51579832,0.00723639,0.41594566,0.28985405
-4.55327664,1.15115977,0.00055192,0.28414616,0.55794615,0.00766725,0.44929534,0.31342754
-4.54727364,1.24305805,0.00061256,0.30708758,0.60345620,0.00812563,0.48482750,0.33852457
-4.54127064,1.34015629,0.00067709,0.33090930,0.65193422,0.00860715,0.52225010,0.36493197
-4.53526763,1.44148957,0.00074491,0.35539910,0.70288587,0.00910653,0.56120516,0.39238909
-4.52926463,1.54591448,0.00081528,0.38031199,0.75571847,0.00961764,0.60126881,0.42058840
-4.52326163,1.65211723,0.00088736,0.40537038,0.80974602,0.01013355,0.64195364,0.44917769
-4.51725863,1.75862877,0.00096018,0.43026585,0.86419803,0.01064658,0.68271372,0.47776422
-4.51125563,1.86384734,0.00103266,0.45466248,0.91823218,0.01114851,0.72295242,0.50592079
-4.50525263,1.96606825,0.00110366,0.47820197,0.97095074,0.01163066,0.76203294,0.53319373
-4.49924962,2.06352073,0.00117199,0.50051044,1.02142053,0.01208410,0.79929173,0.55911283
-4.49324662,2.15441072,0.00123642,0.52120679,1.06869592,0.01249988,0.83405415,0.58320273
-4.48724362,2.23696851,0.00129576,0.53991245,1.11184416,0.01286924,0.86565221,0.60499570
-4.48124062,2.30949941,0.00134883,0.55626202,1.14997214,0.01318388,0.89344354,0.62404510
-4.47523762,2.37043542,0.00139458,0.56991456,1.18225347,0.01343620,0.91683099,0.63993909
-4.46923462,2.41838582,0.00143204,0.58056483,1.20795488,0.01361954,0.93528194,0.65231405
-4.46323162,2.45218410,0.00146041,0.58795413,1.22646050,0.01372844,0.94834643,0.66086700
-4.45722861,2.47092929,0.00147904,0.59188002,1.23729316,0.01375879,0.95567325,0.66536640
-4.45122561,2.47401927,0.00148752,0.59220456,1.24013137,0.01370802,0.95702320,0.66566087
-4.44522261,2.46117458,0.00148562,0.58886052,1.23482135,0.01357523,0.95227872,0.66168532
-4.43921961,2.43245129,0.00147334,0.58185524,1.22138332,0.01336118,0.94144951,0.65346418
-4.43321661,2.38824219,0.00145092,0.57127190,1.20001173,0.01306837,0.92467363,0.64111138
-4.42721361,2.32926609,0.00141879,0.55726810,1.17106941,0.01270091,0.90221414,0.62482739
-4.42121061,2.25654574,0.00137759,0.54007176,1.13507580,0.01226442,0.87445126,0.60489300
-4.41520760,2.17137529,0.00132814,0.51997459,1.09268994,0.01176587,0.84187046,0.58166049
-4.40920460,2.07527883,0.00127141,0.49732333,1.04468885,0.01121336,0.80504714,0.55554239
-4.40320160,1.96996205,0.00120848,0.47250929,0.99194247,0.01061586,0.76462837,0.52699845
-4.39719860,1.85725908,0.00114052,0.44595653,0.93538627,0.00998291,0.72131282,0.49652142
-4.39119560,1.73907713,0.00106873,0.41810947,0.87599271,0.00932438,0.67582964,0.46462216
-4.38519260,1.61734120,0.00099435,0.38942018,0.81474288,0.00865016,0.62891717,0.43181499
-4.37918959,1.49394124,0.00091856,0.36033615,0.75259942,0.00796989,0.58130258,0.39860355
-4.37318659,1.37068378,0.00084250,0.33128891,0.69048185,0.00729270,0.53368305,0.36546807
-4.36718359,1.24924968,0.00076724,0.30268389,0.62924501,0.00662701,0.48670925,0.33285419
-4.36118059,1.13115940,0.00069371,0.27489194,0.56966145,0.00598038,0.44097163,0.30116382
-4.35517759,1.01774648,0.00062276,0.24824265,0.51240802,0.00535933,0.39698982,0.27074827
-4.34917459,0.91013961,0.00055508,0.22301956,0.45805682,0.00476927,0.35520532,0.24190366
-4.34317159,0.80925316,0.00049121,0.19945731,0.40707062,0.00421448,0.31597754,0.21486853
-4.33716858,0.71578567,0.00043159,0.17774064,0.35980216,0.00369811,0.27958277,0.18982369
-4.33116558,0.63022543,0.00037650,0.15800494,0.31649723,0.00322220,0.24621611,0.16689382
-4.32516258,0.55286205,0.00032610,0.14033824,0.27730068,0.00278777,0.21599559,0.14615079
-4.31915958,0.48380276,0.00028042,0.12478434,0.24226494,0.00239490,0.18896829,0.12761812
-4.31315658,0.42299210,0.00023942,0.11134668,0.21136016,0.00204288,0.16511780,0.11127640
-4.30715358,0.37023382,0.00020296,0.09999275,0.18448552,0.00173031,0.14437260,0.09706925
