energy_ev,total_up,C_s_up,C_p_up,Ni_p_up,Ni_d_up,Te_p_up,Te_d_up,W_p_up,W_d_up
-5.82591296,5.01172263,0.05689696,0.80680573,0.48239319,0.46568281,2.04833238,0.00000000,2.72666247,1.50383355
-5.81990995,4.84412070,0.05438356,0.75754947,0.47222530,0.45656535,2.00376415,0.00000000,2.63756155,1.43310694
-5.81390695,4.69776253,0.05188617,0.71437335,0.46484915,0.44780681,1.96477315,0.00000000,2.56031983,1.37127798
-5.80790395,4.57354408,0.04943359,0.67739306,0.46031595,0.43961113,1.93178767,0.00000000,2.49550856,1.31851118
-5.80190095,4.47176756,0.04705186,0.64657765,0.45859949,0.43216181,1.90504230,0.00000000,2.44336621,1.27474988
-5.79589795,4.39216868,0.04476374,0.62176122,0.45959830,0.42561756,1.88457919,0.00000000,2.40381179,1.23973601
-5.78989495,4.33396025,0.04258831,0.60265758,0.46314011,0.42010891,1.87025609,0.00000000,2.37646778,1.21303461
-5.78389195,4.29589016,0.04054071,0.58887716,0.46898849,0.41573625,1.86176087,0.00000000,2.36069134,1.19406188
-5.77788894,4.27631110,0.03863205,0.57994548,0.47685136,0.41256886,1.85863183,0.00000000,2.35561239,1.18211561
-5.77188594,4.27325878,0.03686942,0.57532251,0.48639107,0.41064528,1.86028254,0.00000000,2.36017676,1.17640662
-5.76588294,4.28453565,0.03525611,0.57442236,0.49723576,0.40997465,1.86603028,0.00000000,2.37319257,1.17609014
-5.75987994,4.30779627,0.03379183,0.57663256,0.50899150,0.41053892,1.87512640,0.00000000,2.39337772,1.18029600
-5.75387694,4.34063122,0.03247315,0.58133247,0.52125480,0.41229571,1.88678735,0.00000000,2.41940656,1.18815647
-5.74787394,4.38064587,0.03129392,0.58791033,0.53362499,0.41518157,1.90022469,0.00000000,2.44995379,1.19883104
-5.74187094,4.42553120,0.03024575,0.59577845,0.54571609,0.41911537,1.91467284,0.00000000,2.48373381,1.21152738
-5.73586793,4.47312396,0.02931853,0.60438633,0.55716752,0.42400158,1.92941310,0.00000000,2.51953390,1.22551785
-5.72986493,4.52145414,0.02850093,0.61323131,0.56765355,0.42973329,1.94379319,0.00000000,2.55624034,1.24015143
-5.72386193,4.56877842,0.02778086,0.62186664,0.57689084,0.43619476,1.95724124,0.00000000,2.59285639,1.25486077
-5.71785893,4.61359900,0.02714589,0.62990685,0.58464405,0.44326331,1.96927415,0.00000000,2.62851202,1.26916461
-5.71185593,4.65466792,0.02658361,0.63703054,0.59072923,0.45081077,1.97949993,0.00000000,2.66246549,1.28266576
-5.70585293,4.69097792,0.02608193,0.64298047,0.59501506,0.45870419,1.98761464,0.00000000,2.69409729,1.29504530
-5.69984992,4.72174147,0.02562928,0.64756151,0.59742183,0.46680615,1.99339429,0.00000000,2.72289764,1.30605346
-5.69384692,4.74636035,0.02521483,0.65063634,0.59791854,0.47497470,1.99668280,0.00000000,2.74844885,1.31549824
-5.68784392,4.76438848,0.02482851,0.65211962,0.59651823,0.48306311,1.99737714,0.00000000,2.77040421,1.32323251
-5.68184092,4.77549127,0.02446113,0.65197086,0.59327201,0.49091968,1.99541088,0.00000000,2.78846529,1.32914054
-5.67583792,4.77940473,0.02410433,0.65018652,0.58826211,0.49838779,1.99073761,0.00000000,2.80235964,1.33312508
-5.66983492,4.77589743,0.02375060,0.64679190,0.58159442,0.50530644,1.98331558,0.00000000,2.81182060,1.33509571
-5.66383192,4.76473840,0.02339325,0.64183316,0.57339111,0.51151136,1.97309477,0.00000000,2.81657095,1.33495935
-5.65782891,4.74567333,0.02302633,0.63537000,0.56378355,0.51683692,1.96000736,0.00000000,2.81631181,1.33261354
-5.65182591,4.71841087,0.02264466,0.62746949,0.55290606,0.52111885,1.94396258,0.00000000,2.81071767,1.32794300
-5.64582291,4.68262021,0.02224379,0.61820103,0.54089084,0.52419774,1.92484611,0.00000000,2.79943809,1.32081961
-5.63981991,4.63794018,0.02182000,0.60763305,0.52786414,0.52592341,1.90252438,0.00000000,2.78210619,1.31110585
-5.63381691,4.58399928,0.02137032,0.59583119,0.51394399,0.52615972,1.87685345,0.00000000,2.75835332,1.29866156
-5.62781391,4.52044536,0.02089262,0.58285814,0.49923938,0.52478998,1.84769179,0.00000000,2.72782911,1.28335338
-5.62181091,4.44698294,0.02038562,0.56877500,0.48385085,0.52172235,1.81491635,0.00000000,2.69022554,1.26506644
-5.61580790,4.36341555,0.01984900,0.55364385,0.46787233,0.51689527,1.77844056,0.00000000,2.64530351,1.24371739
-5.60980490,4.26969027,0.01928346,0.53753124,0.45139395,0.51028235,1.73823328,0.00000000,2.59291995,1.21926796
-5.60380190,4.16594124,0.01869080,0.52051243,0.43450555,0.50189659,1.69433722,0.00000000,2.53305389,1.19173813
-5.59779890,4.05252931,0.01807397,0.50267572,0.41730053,0.49179366,1.64688572,0.00000000,2.46582947,1.16121798
-5.59179590,3.93007488,0.01743711,0.48412676,0.39987972,0.48007380,1.59611665,0.00000000,2.39153449,1.12787757
-5.58579290,3.79948167,0.01678554,0.46499231,0.38235496,0.46688253,1.54238245,0.00000000,2.31063309,1.09197393
-5.57978989,3.66194964,0.01612573,0.44542322,0.36485205,0.45240968,1.48615577,0.00000000,2.22377176,1.05385496
-5.57378689,3.51897609,0.01546527,0.42559650,0.34751293,0.43688702,1.42802995,0.00000000,2.13177813,1.01395969
-5.56778389,3.37234435,0.01481267,0.40571606,0.33049694,0.42058431,1.36871464,0.00000000,2.03565247,0.97281490
-5.56178089,3.22410074,0.01417730,0.38601242,0.31398092,0.40380414,1.30902630,0.00000000,1.93655241,0.93102830
-5.55577789,3.07652058,0.01356916,0.36674105,0.29815844,0.38687547,1.24987444,0.00000000,1.83577155,0.88927840
-5.54977489,2.93206504,0.01299863,0.34817967,0.28323784,0.37014636,1.19224394,0.00000000,1.73471311,0.84830168
-5.54377189,2.79333082,0.01247631,0.33062460,0.26943958,0.35397608,1.13717456,0.00000000,1.63485992,0.80887767
-5.53776888,2.66299494,0.01201268,0.31438625,0.25699274,0.33872688,1.08573847,0.00000000,1.53774231,0.77181239
-5.53176588,2.54375718,0.01161793,0.29978415,0.24613109,0.32475575,1.03901695,0.00000000,1.44490521,0.73792119
-5.52576288,2.43828240,0.01130165,0.28714157,0.23708878,0.31240656,0.99807706,0.00000000,1.35787599,0.70801130
-5.51975988,2.34914508,0.01107259,0.27678000,0.23009586,0.30200261,0.96394940,0.00000000,1.27813428,0.68286508
-5.51375688,2.27877772,0.01093852,0.26901378,0.22537391,0.29384012,0.93760750,0.00000000,1.20708466,0.66322412
-5.50775388,2.22942469,0.01090600,0.26414478,0.22313178,0.28818253,0.91994954,0.00000000,1.14603300,0.64977496
-5.50175088,2.20310227,0.01098027,0.26245743,0.22356162,0.28525591,0.91178276,0.00000000,1.09616692,0.64313644
-5.49574787,2.20156557,0.01116513,0.26421405,0.22683531,0.28524544,0.91381064,0.00000000,1.05854028,0.64384893
-5.48974487,2.22628204,0.01146296,0.26965049,0.23310124,0.28829298,0.92662280,0.00000000,1.03406168,0.65236550
-5.48374187,2.27841138,0.01187461,0.27897204,0.24248148,0.29449563,0.95068760,0.00000000,1.02348651,0.66904483
-5.47773887,2.35879103,0.01239955,0.29234955,0.25506931,0.30390522,0.98634678,0.00000000,1.02741187,0.69414585
-5.47173587,2.46792636,0.01303585,0.30991573,0.27092713,0.31652862,1.03381197,0.00000000,1.04627383,0.72782373
-5.46573287,2.60598453,0.01378031,0.33176147,0.29008457,0.33232868,1.09316249,0.00000000,1.08034616,0.77012709
-5.45972986,2.77279123,0.01462861,0.35793230,0.31253689,0.35122562,1.16434404,0.00000000,1.12974001,0.82099626
-5.45372686,2.96782937,0.01557536,0.38842479,0.33824356,0.37309893,1.24716787,0.00000000,1.19440396,0.88026233
-5.44772386,3.19023935,0.01661433,0.42318313,0.36712710,0.39778944,1.34131029,0.00000000,1.27412409,0.94764696
-5.44172086,3.43882072,0.01773850,0.46209590,0.39907209,0.42510168,1.44631235,0.00000000,1.36852396,1.02276294
-5.43571786,3.71203535,0.01894022,0.50499312,0.43392454,0.45480635,1.56157974,0.00000000,1.47706462,1.10511565
-5.42971486,4.00801286,0.02021131,0.55164400,0.47149161,0.48664307,1.68638336,0.00000000,1.59904487,1.19410545
-5.42371186,4.32455896,0.02154317,0.60175538,0.51154185,0.52032328,1.81986077,0.00000000,1.73360251,1.28903147
-5.41770885,4.65916816,0.02292683,0.65497129,0.55380608,0.55553350,1.96101913,0.00000000,1.87971698,1.38909699
-5.41170585,5.00904181,0.02435301,0.71087393,0.59797904,0.59193893,2.10874038,0.00000000,2.03621444,1.49341671
-5.40570285,5.37111310,0.02581223,0.76898623,0.64372197,0.62918758,2.26178915,0.00000000,2.20177579,1.60102634
-5.39969985,5.74207994,0.02729480,0.82877620,0.69066618,0.66691494,2.41882408,0.00000000,2.37494855,1.71089471
-5.39369685,6.11844667,0.02879092,0.88966341,0.73841771,0.70474926,2.57841304,0.00000000,2.55416301,1.82193859
-5.38769385,6.49657514,0.03029073,0.95102734,0.78656317,0.74231749,2.73905258,0.00000000,2.73775301,1.93304014
-5.38169085,6.87274473,0.03178440,1.01221783,0.83467650,0.77925177,2.89919149,0.00000000,2.92398133,2.04306699
-5.37568784,7.24322081,0.03326222,1.07256735,0.88232681,0.81519644,3.05725851,0.00000000,3.11106936,2.15089453
-5.36968484,7.60432980,0.03471478,1.13140466,0.92908685,0.84981533,3.21169325,0.00000000,3.29723041,2.25542986
-5.36368184,7.95253886,0.03613305,1.18806975,0.97454198,0.88279919,3.36097979,0.00000000,3.48070551,2.35563666
-5.35767884,8.28453705,0.03750859,1.24192916,1.01829924,0.91387284,3.50368142,0.00000000,3.65980042,2.45056018
-5.35167584,8.59731482,0.03883372,1.29239138,1.05999615,0.94280184,3.63847535,0.00000000,3.83292226,2.53935113
-5.34567284,8.88823787,0.04010168,1.33892150,1.09930882,0.96939820,3.76418554,0.00000000,3.99861394,2.62128754
-5.33966983,9.15511170,0.04130680,1.38105445,1.13595893,0.99352492,3.87981205,0.00000000,4.15558469,2.69579337
-5.33366683,9.39623303,0.04244463,1.41840631,1.16971922,1.01509883,3.98455528,0.00000000,4.30273496,2.76245272
-5.32766383,9.61042480,0.04351202,1.45068286,1.20041707,1.03409168,4.07783348,0.00000000,4.43917418,2.82101895
-5.32166083,9.79705223,0.04450716,1.47768520,1.22793599,1.05052906,4.15929240,0.00000000,4.56423028,2.87141766
-5.31565783,9.95601812,0.04542955,1.49931192,1.25221488,1.06448726,4.22880610,0.00000000,4.67745028,2.91374332
-5.30965483,10.08773665,0.04627988,1.51555770,1.27324493,1.07608790,4.28646866,0.00000000,4.77859168,2.94824926
-5.30365183,10.19308648,0.04705988,1.52650845,1.29106435,1.08549054,4.33257681,0.00000000,4.86760509,2.97533136
-5.29764882,10.27334459,0.04777208,1.53233314,1.30575116,1.09288364,4.36760409,0.00000000,4.94460887,2.99550578
-5.29164582,10.33010399,0.04841949,1.53327277,1.31741443,1.09847401,4.39216784,0.00000000,5.00985737,3.00938193
-5.28564282,10.36517914,0.04900530,1.52962699,1.32618434,1.10247544,4.40699049,0.00000000,5.06370440,3.01763158
-5.27963982,10.38050392,0.04953247,1.52173923,1.33220176,1.10509699,4.41285722,0.00000000,5.10656418,3.02095582
-5.27363682,10.37802729,0.05000343,1.50998083,1.33560783,1.10653141,4.41057220,0.00000000,5.13887212,3.02005127
-5.26763382,10.35961231,0.05041971,1.49473525,1.33653423,1.10694452,4.40091577,0.00000000,5.16104762,3.01557735
-5.26163082,10.32694371,0.05078167,1.47638303,1.33509466,1.10646590,4.38460485,0.00000000,5.17346131,3.00812615
-5.25562781,10.28144899,0.05108829,1.45528821,1.33137799,1.10518151,4.36225872,0.00000000,5.17640839,2.99819647
-5.24962481,10.22423713,0.05133706,1.43178692,1.32544363,1.10312865,4.33437198,0.00000000,5.17008974,2.98617318
-5.24362181,10.15605793,0.05152392,1.40617847,1.31731920,1.10029344,4.30129604,0.00000000,5.15460185,2.97231308
-5.23761881,10.07728388,0.05164336,1.37871947,1.30700076,1.09661118,4.26323008,0.00000000,5.12993576,2.95673762
-5.23161581,9.98791501,0.05168863,1.34962088,1.29445543,1.09196938,4.22022164,0.00000000,5.09598514,2.93943289
-5.22561281,9.88760601,0.05165197,1.31904804,1.27962638,1.08621343,4.17217677,0.00000000,5.05256255,2.92025663
-5.21960980,9.77571343,0.05152498,1.28712351,1.26243973,1.07915458,4.11887876,0.00000000,4.99942286,2.89895166
-5.21360680,9.65136000,0.05129906,1.25393223,1.24281292,1.07057992,4.06001431,0.00000000,4.93629210,2.87516497
-5.20760380,9.51351181,0.05096582,1.21952856,1.22066418,1.06026367,3.99520534,0.00000000,4.86289988,2.84847114
-5.20160080,9.36106403,0.05051757,1.18394469,1.19592230,1.04797946,3.92404470,0.00000000,4.77901327,2.81839892
-5.19559780,9.19293003,0.04994772,1.14719972,1.16853637,1.03351269,3.84613350,0.00000000,4.68447025,2.78445936
-5.18959480,9.00812913,0.04925121,1.10930893,1.13848470,1.01667271,3.76111804,0.00000000,4.57921046,2.74617421
-5.18359180,8.80586835,0.04842482,1.07029248,1.10578257,0.99730386,3.66872451,0.00000000,4.46330190,2.70310299
-5.17758879,8.58561413,0.04746745,1.03018336,1.07048830,0.97529519,3.56878932,0.00000000,4.33696184,2.65486771
-5.17158579,8.34715068,0.04638022,0.98903380,1.03270743,0.95058822,3.46128403,0.00000000,4.20057119,2.60117406
-5.16558279,8.09062262,0.04516660,0.94692024,0.99259467,0.92318249,3.34633340,0.00000000,4.05468155,2.54182829
-5.15957979,7.81656035,0.04383233,0.90394637,0.95035366,0.89313865,3.22422613,0.00000000,3.90001486,2.47674944
-5.15357679,7.52588781,0.04238533,0.86024447,0.90623454,0.86057905,3.09541785,0.00000000,3.73745591,2.40597643
-5.14757379,7.21991303,0.04083548,0.81597483,0.86052949,0.82568586,2.96052666,0.00000000,3.56803822,2.32967028
-5.14157079,6.90030280,0.03919438,0.77132366,0.81356655,0.78869688,2.82032158,0.00000000,3.39292433,2.24811159
-5.13556778,6.56904347,0.03747502,0.72649953,0.76570193,0.74989925,2.67570487,0.00000000,3.21338153,2.16169374
-5.12956478,6.22839045,0.03569143,0.68172878,0.71731131,0.70962146,2.52768924,0.00000000,3.03075436,2.07091258
-5.12356178,5.88080918,0.03385838,0.63725009,0.66878059,0.66822411,2.37737127,0.00000000,2.84643522,1.97635301
-5.11755878,5.52891092,0.03199095,0.59330866,0.62049629,0.62608975,2.22590235,0.00000000,2.66183450,1.87867361
-5.11155578,5.17538610,0.03010429,0.55015027,0.57283630,0.58361241,2.07445861,0.00000000,2.47835148,1.77858967
-5.10555278,4.82293840,0.02821325,0.50801553,0.52616114,0.54118710,1.92421110,0.00000000,2.29734719,1.67685575
-5.09954977,4.47422212,0.02633214,0.46713465,0.48080620,0.49919994,1.77629750,0.00000000,2.12012016,1.57424810
-5.09354677,4.13178513,0.02447451,0.42772285,0.43707506,0.45801911,1.63179645,0.00000000,1.94788609,1.47154779
-5.08754377,3.79801919,0.02265296,0.38997675,0.39523429,0.41798699,1.49170532,0.00000000,1.78176172,1.36952493
-5.08154077,3.47511908,0.02087901,0.35407162,0.35550968,0.37941380,1.35692210,0.00000000,1.62275362,1.26892444
-5.07553777,3.16505129,0.01916301,0.32015980,0.31808402,0.34257285,1.22823181,0.00000000,1.47175182,1.17045354
-5.06953477,2.86953273,0.01751409,0.28837015,0.28309638,0.30769741,1.10629769,0.00000000,1.32952840,1.07477142
-5.06353177,2.59001943,0.01594014,0.25880848,0.25064282,0.27497939,0.99165701,0.00000000,1.19674072,0.98248101
-5.05752876,2.32770470,0.01444782,0.23155899,0.22077845,0.24456954,0.88472144,0.00000000,1.07393897,0.89412289
-5.05152576,2.08352601,0.01304263,0.20668652,0.19352046,0.21657920,0.78578142,0.00000000,0.96157745,0.81017153
-5.04552276,1.85817957,0.01172895,0.18423938,0.16885221,0.19108330,0.69501416,0.00000000,0.86002894,0.73103350
-5.03951976,1.65214135,0.01051012,0.16425287,0.14672786,0.16812445,0.61249457,0.00000000,0.76960128,0.65704774
-5.03351676,1.46569303,0.00938856,0.14675288,0.12707755,0.14771781,0.53820844,0.00000000,0.69055550,0.58848762
-5.02751376,1.29895162,0.00836587,0.13175982,0.10981267,0.12985648,0.47206714,0.00000000,0.62312434,0.52556447
-5.02151076,1.15190096,0.00744294,0.11929229,0.09483126,0.11451719,0.41392319,0.00000000,0.56753041,0.46843253
-5.01550775,1.02442386,0.00662006,0.10937057,0.08202307,0.10166590,0.36358595,0.00000000,0.52400284,0.41719482
-5.00950475,0.91633321,0.00589708,0.10201955,0.07127436,0.09126318,0.32083679,0.00000000,0.49279167,0.37190978
-5.00350175,0.82740090,0.00527350,0.09727103,0.06247211,0.08326908,0.28544313,0.00000000,0.47417884,0.33259821
-4.99749875,0.75738326,0.00474859,0.09516517,0.05550761,0.07764736,0.25717104,0.00000000,0.46848520,0.29925025
-4.99149575,0.70604193,0.00432148,0.09575100,0.05027936,0.07436880,0.23579566,0.00000000,0.47607263,0.27183207
-4.98549275,0.67315946,0.00399128,0.09908579,0.04669519,0.07341361,0.22110944,0.00000000,0.49734083,0.25029192
-4.97948974,0.65854878,0.00375714,0.10523337,0.04467360,0.07477282,0.21292782,0.00000000,0.53271831,0.23456528
-4.97348674,0.66205633,0.00361830,0.11426119,0.04414431,0.07844853,0.21109223,0.00000000,0.58264754,0.22457881
-4.96748374,0.68355862,0.00357413,0.12623630,0.04504807,0.08445311,0.21547047,0.00000000,0.64756421,0.22025301
-4.96148074,0.72295226,0.00362415,0.14122025,0.04733575,0.09280740,0.22595443,0.00000000,0.72787105,0.22150338
-4.95547774,0.78013797,0.00376800,0.15926308,0.05096685,0.10353788,0.24245542,0.00000000,0.82390685,0.22824007
-4.94947474,0.85499915,0.00400541,0.18039655,0.05590736,0.11667305,0.26489727,0.00000000,0.93591167,0.24036601
-4.94347174,0.94737591,0.00433611,0.20462689,0.06212733,0.13223899,0.29320757,0.00000000,1.06398934,0.25777374
-4.93746873,1.05703569,0.00475976,0.23192742,0.06959799,0.15025451,0.32730733,0.00000000,1.20806893,0.28034094
-4.93146573,1.18364188,0.00527583,0.26223121,0.07828870,0.17072582,0.36709977,0.00000000,1.36786680,0.30792513
-4.92546273,1.32672190,0.00588347,0.29542436,0.08816388,0.19364110,0.41245836,0.00000000,1.54285114,0.34035767
-4.91945973,1.48563641,0.00658135,0.33134015,0.09917992,0.21896515,0.46321499,0.00000000,1.73221091,0.37743764
-4.91345673,1.65955123,0.00736752,0.36975440,0.11128241,0.24663436,0.51914855,0.00000000,1.93483119,0.41892579
-4.90745373,1.84741385,0.00823924,0.41038256,0.12440355,0.27655219,0.57997474,0.00000000,2.14927683,0.46453918
-4.90145073,2.04793593,0.00919286,0.45287869,0.13846018,0.30858545,0.64533733,0.00000000,2.37378590,0.51394681
-4.89544772,2.25958327,0.01022367,0.49683665,0.15335230,0.34256154,0.71480174,0.00000000,2.60627443,0.56676670
-4.88944472,2.48057466,0.01132578,0.54179371,0.16896232,0.37826691,0.78785100,0.00000000,2.84435331,0.62256478
-4.88344172,2.70889020,0.01249204,0.58723656,0.18515506,0.41544682,0.86388493,0.00000000,3.08535782,0.68085592
-4.87743872,2.94229008,0.01371405,0.63260983,0.20177857,0.45380663,0.94222236,0.00000000,3.32638968,0.74110725
-4.87143572,3.17834373,0.01498207,0.67732689,0.21866587,0.49301457,1.02210703,0.00000000,3.56437112,0.80274401
-4.86543272,3.41446927,0.01628517,0.72078271,0.23563747,0.53270617,1.10271690,0.00000000,3.79610952,0.86515797
-4.85942971,3.64798268,0.01761130,0.76236850,0.25250482,0.57249022,1.18317703,0.00000000,4.01837103,0.92771827
-4.85342671,3.87615546,0.01894746,0.80148755,0.26907438,0.61195626,1.26257578,0.00000000,4.22796084,0.98978458
-4.84742371,4.09627945,0.02027996,0.83757190,0.28515251,0.65068342,1.33998398,0.00000000,4.42180736,1.05072238
-4.84142071,4.30573694,0.02159470,0.87009908,0.30055077,0.68825040,1.41447668,0.00000000,4.59704748,1.10991972
-4.83541771,4.50207383,0.02287752,0.89860853,0.31509161,0.72424644,1.48515677,0.00000000,4.75110954,1.16680525
-4.82941471,4.68307339,0.02411464,0.92271683,0.32861421,0.75828280,1.55117988,0.00000000,4.88179104,1.22086672
-4.82341171,4.84682819,0.02529302,0.94213129,0.34098024,0.79000455,1.61177975,0.00000000,4.98732788,1.27166939
-4.81740870,4.99180717,0.02640089,0.95666134,0.35207944,0.81910224,1.66629304,0.00000000,5.06645236,1.31887361
-4.81140570,5.11691544,0.02742820,0.96622715,0.36183448,0.84532294,1.71418281,0.00000000,5.11843751,1.36225079
-4.80540270,5.22154403,0.02836705,0.97086509,0.37020527,0.86848033,1.75505968,0.00000000,5.14312582,1.40169706
-4.79939970,5.30560727,0.02921215,0.97072993,0.37719219,0.88846332,1.78869962,0.00000000,5.14094104,1.43724371
-4.79339670,5.36956567,0.02996115,0.96609329,0.38283813,0.90524282,1.81505771,0.00000000,5.11288231,1.46906404
-4.78739370,5.41443270,0.03061498,0.95733863,0.38722928,0.91887626,1.83427688,0.00000000,5.06050070,1.49747565
-4.78139070,5.44176424,0.03117800,0.94495265,0.39049444,0.92950956,1.84669114,0.00000000,4.98585875,1.52293807
-4.77538769,5.45363013,0.03165812,0.92951348,0.39280278,0.93737621,1.85282282,0.00000000,4.89147434,1.54604513
-4.76938469,5.45256793,0.03206677,0.91167584,0.39436012,0.94279343,1.85337343,0.00000000,4.78025074,1.56751215
-4.76338169,5.44151944,0.03241866,0.89215373,0.39540366,0.94615526,1.84920830,0.00000000,4.65539538,1.58815795
-4.75737869,5.42375161,0.03273151,0.87170120,0.39619541,0.94792262,1.84133507,0.00000000,4.52032986,1.60888204
-4.75137569,5.40276366,0.03302557,0.85109159,0.39701430,0.94861066,1.83087657,0.00000000,4.37859460,1.63063760
-4.74537269,5.38218337,0.03332303,0.83109612,0.39814744,0.94877350,1.81903874,0.00000000,4.23375100,1.65440084
-4.73936968,5.36565551,0.03364730,0.81246237,0.39988056,0.94898706,1.80707460,0.00000000,4.08928464,1.68113802
-4.73336668,5.35672632,0.03402220,0.79589332,0.40248815,0.94983027,1.79624537,0.00000000,3.94851255,1.71177105
-4.72736368,5.35872788,0.03447109,0.78202758,0.40622350,0.95186546,1.78778007,0.00000000,3.81449739,1.74714305
-4.72136068,5.37466664,0.03501596,0.77142150,0.41130920,0.95561857,1.78283496,0.00000000,3.68997138,1.78798532
-4.71535768,5.40712016,0.03567649,0.76453361,0.41792822,0.96155997,1.78245443,0.00000000,3.57727209,1.83488691
-4.70935468,5.45814607,0.03646920,0.76171197,0.42621622,0.97008657,1.78753468,0.00000000,3.47829171,1.88826837
-4.70335168,5.52920687,0.03740663,0.76318464,0.43625522,0.98150607,1.79879167,0.00000000,3.39444137,1.94836059
-4.69734867,5.62111356,0.03849665,0.76905385,0.44806894,0.99602393,1.81673467,0.00000000,3.32663084,2.01518998
-4.69134567,5.73399057,0.03974192,0.77929367,0.46162021,1.01373369,1.84164643,0.00000000,3.27526395,2.08857063
-4.68534267,5.86726355,0.04113947,0.79375162,0.47681038,1.03461109,1.87357086,0.00000000,3.24024937,2.16810389
-4.67933967,6.01967072,0.04268058,0.81215380,0.49348094,1.05851232,1.91230887,0.00000000,3.22102564,2.25318555
-4.67333667,6.18929752,0.04435075,0.83411368,0.51141735,1.08517660,1.95742258,0.00000000,3.21659926,2.34302038
-4.66733367,6.37363351,0.04612997,0.85914395,0.53035491,1.11423294,2.00824787,0.00000000,3.22559405,2.43664352
-4.66133067,6.56964935,0.04799317,0.88667130,0.54998650,1.14521108,2.06391491,0.00000000,3.24630972,2.53294776
-4.65532766,6.77389107,0.04991084,0.91605339,0.56997196,1.17755608,2.12337603,0.00000000,3.27678723,2.63071570
-4.64932466,6.98258799,0.05184986,0.94659762,0.58994872,1.21064616,2.18543982,0.00000000,3.31487880,2.72865537
-4.64332166,7.19177037,0.05377451,0.97758097,0.60954327,1.24381298,2.24881032,0.00000000,3.35831982,2.82543783
