energy_ev,total_up,C_s_up,C_p_up,Cr_p_up,Cr_d_up,Hf_p_up,Hf_d_up,Te_p_up,Te_d_up
-5.74787394,0.65350679,0.00341560,0.01369976,0.68827530,0.16429387,0.29006412,0.11605935,0.50683303,0.00000000
-5.74187094,0.68745574,0.00320236,0.01508093,0.72316325,0.16998520,0.29672649,0.12337897,0.53281080,0.00000000
-5.73586793,0.72237683,0.00304648,0.01652239,0.75691275,0.17605401,0.30365472,0.13061539,0.55910015,0.00000000
-5.72986493,0.75805408,0.00295079,0.01801798,0.78912501,0.18244957,0.31079094,0.13770532,0.58550094,0.00000000
-5.72386193,0.79427742,0.00291763,0.01956082,0.81943652,0.18911904,0.31808668,0.14458956,0.61182346,0.00000000
-5.71785893,0.83084731,0.00294891,0.02114336,0.84753014,0.19600923,0.32550579,0.15121437,0.63789319,0.00000000
-5.71185593,0.86757759,0.00304608,0.02275746,0.87314403,0.20306797,0.33302645,0.15753254,0.66355410,0.00000000
-5.70585293,0.90429639,0.00321016,0.02439438,0.89607804,0.21024507,0.34064184,0.16350405,0.68867038,0.00000000
-5.69984992,0.94084512,0.00344172,0.02604491,0.91619727,0.21749290,0.34835952,0.16909644,0.71312634,0.00000000
-5.69384692,0.97707555,0.00374083,0.02769935,0.93343241,0.22476643,0.35619948,0.17428473,0.73682474,0.00000000
-5.68784392,1.01284540,0.00410708,0.02934761,0.94777712,0.23202307,0.36419105,0.17905094,0.75968359,0.00000000
-5.68184092,1.04801279,0.00453945,0.03097927,0.95928248,0.23922206,0.37236877,0.18338345,0.78163167,0.00000000
-5.67583792,1.08243027,0.00503629,0.03258372,0.96804897,0.24632388,0.38076749,0.18727596,0.80260339,0.00000000
-5.66983492,1.11593899,0.00559526,0.03415026,0.97421640,0.25328951,0.38941707,0.19072650,0.82253322,0.00000000
-5.66383192,1.14836362,0.00621319,0.03566836,0.97795259,0.26007993,0.39833699,0.19373622,0.84135037,0.00000000
-5.65782891,1.17950878,0.00688608,0.03712785,0.97944125,0.26665577,0.40753116,0.19630846,0.85897419,0.00000000
-5.65182591,1.20915750,0.00760899,0.03851927,0.97887004,0.27297746,0.41698340,0.19844785,0.87531065,0.00000000
-5.64582291,1.23707197,0.00837601,0.03983422,0.97641932,0.27900573,0.42665379,0.20015974,0.89025046,0.00000000
-5.63981991,1.26299695,0.00918021,0.04106573,0.97225230,0.28470259,0.43647616,0.20144987,0.90366887,0.00000000
-5.63381691,1.28666584,0.01001367,0.04220876,0.96650719,0.29003281,0.44635693,0.20232450,0.91542748,0.00000000
-5.62781391,1.30780903,0.01086747,0.04326056,0.95929150,0.29496569,0.45617540,0.20279074,0.92537789,0.00000000
-5.62181091,1.32616428,0.01173179,0.04422116,0.95067906,0.29947715,0.46578548,0.20285723,0.93336707,0.00000000
-5.61580790,1.34148849,0.01259597,0.04509368,0.94070946,0.30355188,0.47501883,0.20253505,0.93924410,0.00000000
-5.60980490,1.35356998,0.01344869,0.04588463,0.92939017,0.30718533,0.48368933,0.20183871,0.94286787,0.00000000
-5.60380190,1.36224059,0.01427810,0.04660407,0.91670074,0.31038544,0.49159852,0.20078720,0.94411523,0.00000000
-5.59779890,1.36738657,0.01507207,0.04726560,0.90259905,0.31317382,0.49854193,0.19940487,0.94288896,0.00000000
-5.59179590,1.36895760,0.01581843,0.04788617,0.88702885,0.31558621,0.50431594,0.19772216,0.93912505,0.00000000
-5.58579290,1.36697303,0.01650519,0.04848572,0.86992828,0.31767210,0.50872484,0.19577592,0.93279883,0.00000000
-5.57978989,1.36152485,0.01712086,0.04908660,0.85123871,0.31949335,0.51158779,0.19360932,0.92392929,0.00000000
-5.57378689,1.35277713,0.01765476,0.04971276,0.83091348,0.32112193,0.51274544,0.19127137,0.91258157,0.00000000
-5.56778389,1.34096157,0.01809724,0.05038883,0.80892589,0.32263665,0.51206582,0.18881586,0.89886711,0.00000000
-5.56178089,1.32636967,0.01844002,0.05113901,0.78527621,0.32411911,0.50944940,0.18629991,0.88294172,0.00000000
-5.55577789,1.30934157,0.01867640,0.05198584,0.75999737,0.32564904,0.50483305,0.18378210,0.86500142,0.00000000
-5.54977489,1.29025246,0.01880151,0.05294900,0.73315902,0.32729927,0.49819282,0.18132030,0.84527661,0.00000000
-5.54377189,1.26949729,0.01881242,0.05404408,0.70487000,0.32913063,0.48954543,0.17896939,0.82402463,0.00000000
-5.53776888,1.24747473,0.01870831,0.05528149,0.67527913,0.33118719,0.47894856,0.17677896,0.80152156,0.00000000
-5.53176588,1.22457154,0.01849053,0.05666551,0.64457458,0.33349197,0.46649983,0.17479118,0.77805349,0.00000000
-5.52576288,1.20114822,0.01816254,0.05819360,0.61298184,0.33604371,0.45233474,0.17303902,0.75390805,0.00000000
-5.51975988,1.17752708,0.01772991,0.05985603,0.58076065,0.33881476,0.43662361,0.17154496,0.72936674,0.00000000
-5.51375688,1.15398351,0.01720014,0.06163584,0.54820125,0.34175042,0.41956779,0.17032032,0.70469842,0.00000000
-5.50775388,1.13074096,0.01658249,0.06350914,0.51562011,0.34476987,0.40139516,0.16936536,0.68015455,0.00000000
-5.50175088,1.10797030,0.01588776,0.06544589,0.48335556,0.34776866,0.38235538,0.16867008,0.65596642,0.00000000
-5.49574787,1.08579341,0.01512800,0.06741098,0.45176359,0.35062285,0.36271497,0.16821587,0.63234441,0.00000000
-5.48974487,1.06429097,0.01431619,0.06936563,0.42121398,0.35319451,0.34275235,0.16797786,0.60947955,0.00000000
-5.48374187,1.04351403,0.01346595,0.07126916,0.39208709,0.35533846,0.32275319,0.16792787,0.58754693,0.00000000
-5.47773887,1.02349856,0.01259123,0.07308089,0.36477115,0.35690982,0.30300613,0.16803791,0.56671089,0.00000000
-5.47173587,1.00428219,0.01170595,0.07476213,0.33966029,0.35777219,0.28379891,0.16828391,0.54713158,0.00000000
-5.46573287,0.98592190,0.01082374,0.07627829,0.31715313,0.35780574,0.26541508,0.16864955,0.52897221,0.00000000
-5.45972986,0.96851164,0.00995769,0.07760073,0.29765170,0.35691507,0.24813123,0.16912989,0.51240658,0.00000000
-5.45372686,0.95219847,0.00912009,0.07870855,0.28156062,0.35503621,0.23221476,0.16973468,0.49762617,0.00000000
-5.44772386,0.93719623,0.00832230,0.07958993,0.26928601,0.35214246,0.21792196,0.17049085,0.48484620,0.00000000
-5.44172086,0.92379543,0.00757456,0.08024320,0.26123401,0.34824868,0.20549648,0.17144431,0.47431002,0.00000000
-5.43571786,0.91236858,0.00688599,0.08067732,0.25780829,0.34341387,0.19516788,0.17266058,0.46629135,0.00000000
-5.42971486,0.90337023,0.00626443,0.08091194,0.25940643,0.33774168,0.18715011,0.17422431,0.46109385,0.00000000
-5.42371186,0.89733122,0.00571655,0.08097689,0.26641462,0.33137897,0.18163984,0.17623749,0.45904780,0.00000000
-5.41770885,0.89484702,0.00524780,0.08091111,0.27920056,0.32451236,0.17881435,0.17881649,0.46050370,0.00000000
-5.41170585,0.89656038,0.00486251,0.08076120,0.29810426,0.31736294,0.17882900,0.18208781,0.46582270,0.00000000
-5.40570285,0.90313876,0.00456391,0.08057945,0.32342686,0.31017927,0.18181405,0.18618282,0.47536424,0.00000000
-5.39969985,0.91524724,0.00435428,0.08042162,0.35541744,0.30322915,0.18787092,0.19123164,0.48947101,0.00000000
-5.39369685,0.93351815,0.00423494,0.08034445,0.39425810,0.29679035,0.19706790,0.19735635,0.50845199,0.00000000
-5.38769385,0.95851864,0.00420642,0.08040315,0.44004792,0.29114085,0.20943540,0.20466398,0.53256410,0.00000000
-5.38169085,0.99071762,0.00426846,0.08064887,0.49278625,0.28654892,0.22496102,0.21323947,0.56199330,0.00000000
-5.37568784,1.03045380,0.00442006,0.08112639,0.55235622,0.28326354,0.24358456,0.22313910,0.59683616,0.00000000
-5.36968484,1.07790643,0.00465959,0.08187210,0.61850940,0.28150551,0.26519344,0.23438463,0.63708268,0.00000000
-5.36368184,1.13307027,0.00498474,0.08291241,0.69085255,0.28145968,0.28961879,0.24695861,0.68260160,0.00000000
-5.35767884,1.19573642,0.00539256,0.08426264,0.76883759,0.28326854,0.31663268,0.26080114,0.73312891,0.00000000
-5.35167584,1.26548011,0.00587948,0.08592651,0.85175574,0.28702745,0.34594668,0.27580824,0.78826062,0.00000000
-5.34567284,1.34165664,0.00644129,0.08789620,0.93873682,0.29278168,0.37721238,0.29183217,0.84745032,0.00000000
-5.33966983,1.42340596,0.00707314,0.09015306,1.02875433,0.30052523,0.41002379,0.30868372,0.91001230,0.00000000
-5.33366683,1.50966619,0.00776955,0.09266882,1.12063702,0.31020158,0.44392217,0.32613641,0.97513026,0.00000000
-5.32766383,1.59919596,0.00852440,0.09540739,1.21308693,0.32170612,0.47840304,0.34393257,1.04187180,0.00000000
-5.32166083,1.69060485,0.00933093,0.09832699,1.30470399,0.33489009,0.51292558,0.36179114,1.10920840,0.00000000
-5.31565783,1.78239091,0.01018181,0.10138260,1.39401662,0.34956595,0.54692409,0.37941670,1.17604028,0.00000000
-5.30965483,1.87298384,0.01106912,0.10452854,1.47951741,0.36551366,0.57982114,0.39650950,1.24122529,0.00000000
-5.30365183,1.96079196,0.01198444,0.10772103,1.55970284,0.38248769,0.61104223,0.41277602,1.30361088,0.00000000
-5.29764882,2.04425107,0.01291888,0.11092058,1.63311546,0.40022441,0.64003106,0.42793949,1.36206763,0.00000000
-5.29164582,2.12187288,0.01386316,0.11409409,1.69838683,0.41844944,0.66626503,0.44174984,1.41552318,0.00000000
-5.28564282,2.19229099,0.01480769,0.11721652,1.75427948,0.43688477,0.68927024,0.45399272,1.46299488,0.00000000
-5.27963982,2.25430220,0.01574266,0.12027188,1.79972584,0.45525527,0.70863524,0.46449696,1.50361984,0.00000000
-5.27363682,2.30690144,0.01665811,0.12325378,1.83386258,0.47329436,0.72402303,0.47314023,1.53668088,0.00000000
-5.26763382,2.34930863,0.01754405,0.12616518,1.85605852,0.49074886,0.73518055,0.47985249,1.56162748,0.00000000
-5.26163082,2.38098656,0.01839056,0.12901752,1.86593495,0.50738273,0.74194550,0.48461717,1.57809052,0.00000000
-5.25562781,2.40164907,0.01918786,0.13182926,1.86337732,0.52297977,0.74424988,0.48746993,1.58589046,0.00000000
-5.24962481,2.41125952,0.01992648,0.13462385,1.84853784,0.53734544,0.74212035,0.48849522,1.58503863,0.00000000
-5.24362181,2.41002000,0.02059734,0.13742735,1.82182886,0.55030775,0.73567532,0.48782078,1.57573170,0.00000000
-5.23761881,2.39835220,0.02119186,0.14026581,1.78390742,0.56171750,0.72511901,0.48561033,1.55833993,0.00000000
-5.23161581,2.37687134,0.02170216,0.14316247,1.73565192,0.57144808,0.71073285,0.48205516,1.53338980,0.00000000
-5.22561281,2.34635486,0.02212113,0.14613524,1.67813194,0.57939495,0.69286469,0.47736477,1.50154219,0.00000000
-5.21960980,2.30770771,0.02244260,0.14919436,1.61257287,0.58547508,0.67191645,0.47175739,1.46356733,0.00000000
-5.21360680,2.26192638,0.02266154,0.15234050,1.54031708,0.58962649,0.64833081,0.46545072,1.42031768,0.00000000
-5.20760380,2.21006343,0.02277411,0.15556360,1.46278328,0.59180812,0.62257759,0.45865351,1.37270042,0.00000000
-5.20160080,2.15319446,0.02277792,0.15884229,1.38142608,0.59199991,0.59514063,0.45155837,1.32165044,0.00000000
-5.19559780,2.09238894,0.02267207,0.16214412,1.29769735,0.59020333,0.56650546,0.44433622,1.26810535,0.00000000
-5.18959480,2.02868612,0.02245733,0.16542667,1.21301092,0.58644224,0.53714857,0.43713254,1.21298331,0.00000000
-5.18359180,1.96307673,0.02213617,0.16863933,1.12871171,0.58076402,0.50752835,0.43006561,1.15716434,0.00000000
-5.17758879,1.89649084,0.02171289,0.17172588,1.04605041,0.57324073,0.47807816,0.42322681,1.10147571,0.00000000
-5.17158579,1.82979169,0.02119354,0.17462751,0.96616403,0.56397032,0.44920146,0.41668266,1.04668157,0.00000000
-5.16558279,1.76377521,0.02058598,0.17728644,0.89006261,0.55307759,0.42126899,0.41047860,0.99347660,0.00000000
-5.15957979,1.69917410,0.01989971,0.17964965,0.81862182,0.54071470,0.39461789,0.40464405,0.94248352,0.00000000
-5.15357679,1.63666575,0.01914580,0.18167272,0.75258118,0.52706117,0.36955234,0.39919841,0.89425386,0.00000000
-5.14757379,1.57688251,0.01833665,0.18332345,0.69254691,0.51232312,0.34634548,0.39415757,0.84927134,0.00000000
-5.14157079,1.52042313,0.01748578,0.18458521,0.63899870,0.49673172,0.32524205,0.38954052,0.80795707,0.00000000
-5.13556778,1.46786404,0.01660755,0.18545969,0.59229934,0.48054077,0.30646148,0.38537558,0.77067592,0.00000000
-5.12956478,1.41976931,0.01571682,0.18596894,0.55270607,0.46402343,0.29020083,0.38170586,0.73774301,0.00000000
-5.12356178,1.37669814,0.01482866,0.18615663,0.52038265,0.44746814,0.27663728,0.37859367,0.70942990,0.00000000
-5.11755878,1.33920921,0.01395792,0.18608844,0.49541126,0.43117379,0.26592978,0.37612350,0.68596965,0.00000000
-5.11155578,1.30786109,0.01311893,0.18585136,0.47780322,0.41544438,0.25821969,0.37440350,0.66756039,0.00000000
-5.10555278,1.28320866,0.01232512,0.18555223,0.46750806,0.40058313,0.25363013,0.37356517,0.65436695,0.00000000
-5.09954977,1.26579515,0.01158873,0.18531519,0.46442025,0.38688643,0.25226402,0.37376146,0.64652054,0.00000000
-5.09354677,1.25614026,0.01092044,0.18527837,0.46838364,0.37463764,0.25420093,0.37516307,0.64411623,0.00000000
-5.08754377,1.25472468,0.01032918,0.18558983,0.47919326,0.36410093,0.25949281,0.37795328,0.64720869,0.00000000
-5.08154077,1.26197163,0.00982187,0.18640283,0.49659485,0.35551546,0.26815880,0.38232140,0.65580619,0.00000000
-5.07553777,1.27822631,0.00940328,0.18787065,0.52028246,0.34908983,0.28017959,0.38845504,0.66986347,0.00000000
-5.06953477,1.30373410,0.00907593,0.19014113,0.54989457,0.34499704,0.29549153,0.39653165,0.68927390,0.00000000
-5.06353177,1.33861871,0.00884004,0.19335101,0.58500943,0.34337011,0.31398110,0.40670941,0.71386160,0.00000000
-5.05752876,1.38286123,0.00869356,0.19762038,0.62514039,0.34429828,0.33548005,0.41911805,0.74337412,0.00000000
-5.05152576,1.43628133,0.00863223,0.20304728,0.66973192,0.34782406,0.35976169,0.43384985,0.77747635,0.00000000
-5.04552276,1.49852163,0.00864973,0.20970280,0.71815709,0.35394099,0.38653880,0.45095115,0.81574625,0.00000000
-5.03951976,1.56903626,0.00873787,0.21762667,0.76971728,0.36259239,0.41546345,0.47041491,0.85767300,0.00000000
-5.03351676,1.64708455,0.00888685,0.22682368,0.82364463,0.37367092,0.44612900,0.49217442,0.90265812,0.00000000
-5.02751376,1.73173059,0.00908549,0.23726097,0.87910766,0.38701918,0.47807453,0.51609871,0.95001969,0.00000000
-5.02151076,1.82184915,0.00932163,0.24886636,0.93522046,0.40243130,0.51079170,0.54198986,0.99900021,0.00000000
-5.01550775,1.91613843,0.00958240,0.26152789,0.99105529,0.41965556,0.54373397,0.56958240,1.04877777,0.00000000
-5.00950475,2.01313943,0.00985460,0.27509458,1.04565860,0.43839816,0.57632809,0.59854505,1.09848074,0.00000000
-5.00350175,2.11126211,0.01012513,0.28937843,1.09806998,0.45832793,0.60798734,0.62848487,1.14720538,0.00000000
-4.99749875,2.20881743,0.01038125,0.30415789,1.14734349,0.47908225,0.63812639,0.65895384,1.19403604,0.00000000
-4.99149575,2.30405478,0.01061102,0.31918240,1.19257055,0.50027394,0.66617692,0.68945776,1.23806730,0.00000000
-4.98549275,2.39520365,0.01080357,0.33417833,1.23290361,0.52149901,0.69160364,0.71946731,1.27842711,0.00000000
-4.97948974,2.48051824,0.01094937,0.34885580,1.26757937,0.54234532,0.71392000,0.74843108,1.31430035,0.00000000
-4.97348674,2.55832355,0.01104052,0.36291647,1.29594076,0.56240182,0.73270286,0.77578995,1.34495154,0.00000000
-4.96748374,2.62706138,0.01107087,0.37606197,1.31745649,0.58126825,0.74760557,0.80099273,1.36974610,0.00000000
-4.96148074,2.68533459,0.01103619,0.38800262,1.33173734,0.59856495,0.75836888,0.82351213,1.38816908,0.00000000
-4.95547774,2.73194789,0.01093418,0.39846625,1.33854836,0.61394262,0.76482910,0.84286081,1.39984063,0.00000000
-4.94947474,2.76594358,0.01076447,0.40720680,1.33781639,0.62709159,0.76692329,0.85860672,1.40452753,0.00000000
-4.94347174,2.78663095,0.01052859,0.41401218,1.32963246,0.63775040,0.76469102,0.87038718,1.40215034,0.00000000
-4.93746873,2.79360792,0.01022978,0.41871140,1.31424899,0.64571322,0.75827285,0.87792107,1.39278580,0.00000000
-4.93146573,2.78677419,0.00987282,0.42118033,1.29207176,0.65083589,0.74790534,0.88101873,1.37666433,0.00000000
-4.92546273,2.76633513,0.00946384,0.42134607,1.26364709,0.65304033,0.73391299,0.87958900,1.35416287,0.00000000
-4.91945973,2.73279630,0.00901002,0.41918968,1.22964469,0.65231703,0.71669729,0.87364313,1.32579315,0.00000000
-4.91345673,2.68694864,0.00851934,0.41474712,1.19083686,0.64872543,0.69672345,0.86329541,1.29218608,0.00000000
-4.90745373,2.62984488,0.00800029,0.40810831,1.14807500,0.64239224,0.67450524,0.84876034,1.25407267,0.00000000
-4.90145073,2.56276794,0.00746159,0.39941449,1.10226425,0.63350753,0.65058865,0.83034654,1.21226237,0.00000000
-4.89544772,2.48719258,0.00691191,0.38885379,1.05433736,0.62231882,0.62553499,0.80844757,1.16761959,0.00000000
-4.88944472,2.40474167,0.00635967,0.37665533,1.00522863,0.60912325,0.59990398,0.78353005,1.12103922,0.00000000
-4.88344172,2.31713862,0.00581277,0.36308202,0.95584902,0.59425821,0.57423767,0.75611944,1.07342218,0.00000000
-4.87743872,2.22615786,0.00527851,0.34842241,0.90706313,0.57809058,0.54904548,0.72678426,1.02565159,0.00000000
-4.87143572,2.13357508,0.00476336,0.33298183,0.85966883,0.56100525,0.52479119,0.69611914,0.97857064,0.00000000
-4.86543272,2.04111898,0.00427296,0.31707327,0.81438010,0.54339311,0.50188194,0.66472750,0.93296248,0.00000000
-4.85942971,1.95042622,0.00381204,0.30100830,0.77181349,0.52563915,0.48065986,0.63320446,0.88953306,0.00000000
-4.85342671,1.86300106,0.00338441,0.28508831,0.73247844,0.50811099,0.46139635,0.60212060,0.84889706,0.00000000
-4.84742371,1.78018089,0.00299301,0.26959647,0.69677156,0.49114846,0.44428908,0.57200718,0.81156734,0.00000000
-4.84142071,1.70310870,0.00263996,0.25479068,0.66497476,0.47505443,0.42946178,0.54334321,0.77794806,0.00000000
-4.83541771,1.63271305,0.00232663,0.24089753,0.63725709,0.46008729,0.41696654,0.51654480,0.74833142,0.00000000
-4.82941471,1.56969593,0.00205376,0.22810770,0.61367984,0.44645542,0.40678858,0.49195711,0.72289786,0.00000000
-4.82341171,1.51452842,0.00182151,0.21657269,0.59420457,0.43431358,0.39885287,0.46984885,0.70171960,0.00000000
-4.81740870,1.46745393,0.00162960,0.20640294,0.57870349,0.42376145,0.39303251,0.45040958,0.68476700,0.00000000
-4.81140570,1.42849829,0.00147743,0.19766740,0.56697170,0.41484423,0.38915827,0.43374955,0.67191739,0.00000000
-4.80540270,1.39748595,0.00136408,0.19039433,0.55874058,0.40755508,0.38702886,0.41990201,0.66296583,0.00000000
-4.79939970,1.37406105,0.00128846,0.18457337,0.55369187,0.40183930,0.38642142,0.40882760,0.65763734,0.00000000
-4.79339670,1.35771249,0.00124932,0.18015857,0.55147182,0.39759985,0.38710189,0.40042066,0.65559989,0.00000000
-4.78739370,1.34780144,0.00124532,0.17707230,0.55170486,0.39470398,0.38883477,0.39451687,0.65647780,0.00000000
-4.78139070,1.34359027,0.00127499,0.17520977,0.55400634,0.39299054,0.39139176,0.39090205,0.65986488,0.00000000
-4.77538769,1.34427161,0.00133678,0.17444407,0.55799405,0.39227769,0.39455933,0.38932162,0.66533703,0.00000000
-4.76938469,1.34899653,0.00142902,0.17463139,0.56329800,0.39237053,0.39814454,0.38949030,0.67246384,0.00000000
-4.76338169,1.35690088,0.00154989,0.17561631,0.56956854,0.39306853,0.40197938,0.39110186,0.68081883,0.00000000
-4.75737869,1.36712905,0.00169740,0.17723703,0.57648250,0.39417234,0.40592329,0.39383849,0.68998843,0.00000000
-4.75137569,1.37885467,0.00186933,0.17933026,0.58374741,0.39548984,0.40986401,0.39737957,0.69957921,0.00000000
-4.74537269,1.39129788,0.00206319,0.18173576,0.59110397,0.39684125,0.41371689,0.40140975,0.70922374,0.00000000
-4.73936968,1.40373901,0.00227620,0.18430033,0.59832676,0.39806336,0.41742271,0.40562604,0.71858488,0.00000000
-4.73336668,1.41552883,0.00250526,0.18688130,0.60522363,0.39901260,0.42094449,0.40974393,0.72735875,0.00000000
-4.72736368,1.42609551,0.00274694,0.18934926,0.61163381,0.39956730,0.42426329,0.41350249,0.73527664,0.00000000
-4.72136068,1.43494863,0.00299748,0.19159020,0.61742527,0.39962896,0.42737357,0.41666837,0.74210595,0.00000000
-4.71535768,1.44168063,0.00325282,0.19350694,0.62249150,0.39912289,0.43027818,0.41903882,0.74765049,0.00000000
-4.70935468,1.44596629,0.00350866,0.19501995,0.62674800,0.39799806,0.43298358,0.42044375,0.75175029,0.00000000
-4.70335168,1.44756049,0.00376049,0.19606747,0.63012890,0.39622670,0.43549525,0.42074685,0.75428114,0.00000000
-4.69734867,1.44629497,0.00400370,0.19660509,0.63258370,0.39380339,0.43781381,0.41984596,0.75515410,0.00000000
-4.69134567,1.44207420,0.00423370,0.19660493,0.63407454,0.39074405,0.43993185,0.41767261,0.75431483,0.00000000
-4.68534267,1.43487089,0.00444596,0.19605427,0.63457393,0.38708479,0.44183174,0.41419105,0.75174314,0.00000000
-4.67933967,1.42472139,0.00463621,0.19495396,0.63406308,0.38288079,0.44348439,0.40939660,0.74745234,0.00000000
-4.67333667,1.41172093,0.00480052,0.19331659,0.63253083,0.37820508,0.44484907,0.40331362,0.74148874,0.00000000
-4.66733367,1.39601903,0.00493540,0.19116457,0.62997300,0.37314750,0.44587417,0.39599305,0.73393085,0.00000000
-4.66133067,1.37781500,0.00503795,0.18852816,0.62639226,0.36781349,0.44649891,0.38750970,0.72488839,0.00000000
-4.65532766,1.35735342,0.00510593,0.18544360,0.62179821,0.36232294,0.44665578,0.37795922,0.71450089,0.00000000
-4.64932466,1.33491965,0.00513783,0.18195142,0.61620769,0.35680889,0.44627360,0.36745502,0.70293578,0.00000000
-4.64332166,1.31083523,0.00513291,0.17809492,0.60964502,0.35141605,0.44528109,0.35612504,0.69038588,0.00000000
