energy_ev,total_up,Au_p_up,Au_d_up,In_p_up,In_d_up,Te_p_up,Te_d_up
-6.00000000,5.90941126,0.76693278,4.92023327,0.30234786,0.01837906,0.68012871,0.00000000
-5.99399700,5.82345398,0.77248129,4.82856177,0.29966584,0.01786172,0.68651168,0.00000000
-5.98799400,5.74659339,0.77833451,4.74620107,0.29700461,0.01738030,0.69257192,0.00000000
-5.98199100,5.67914290,0.78430913,4.67359989,0.29435051,0.01693778,0.69825791,0.00000000
-5.97598799,5.62128928,0.79022460,4.61107563,0.29169377,0.01653635,0.70351614,0.00000000
-5.96998499,5.57311162,0.79590607,4.55883037,0.28902933,0.01617744,0.70829201,0.00000000
-5.96398199,5.53460373,0.80118728,4.51697025,0.28635742,0.01586187,0.71253124,0.00000000
-5.95797899,5.50569845,0.80591361,4.48552657,0.28368390,0.01558998,0.71618165,0.00000000
-5.95197599,5.48629248,0.80994505,4.46447751,0.28102045,0.01536169,0.71919548,0.00000000
-5.94597299,5.47627025,0.81315928,4.45376879,0.27838454,0.01517670,0.72153202,0.00000000
-5.93996998,5.47552565,0.81545468,4.45333233,0.27579919,0.01503455,0.72316049,0.00000000
-5.93396698,5.48398031,0.81675327,4.46310167,0.27329266,0.01493473,0.72406309,0.00000000
-5.92796398,5.50159768,0.81700350,4.48302345,0.27089802,0.01487676,0.72423804,0.00000000
-5.92196098,5.52839210,0.81618280,4.51306427,0.26865255,0.01486025,0.72370248,0.00000000
-5.91595798,5.56443224,0.81429965,4.55321249,0.26659723,0.01488486,0.72249493,0.00000000
-5.90995498,5.60983874,0.81139527,4.60347501,0.26477596,0.01495039,0.72067733,0.00000000
-5.90395198,5.66477584,0.80754442,4.66386879,0.26323488,0.01505665,0.71833622,0.00000000
-5.89794897,5.72943722,0.80285548,4.73440776,0.26202155,0.01520345,0.71558311,0.00000000
-5.89194597,5.80402632,0.79746947,4.81508530,0.26118400,0.01539052,0.71255380,0.00000000
-5.88594297,5.88873184,0.79155797,4.90585321,0.26076972,0.01561739,0.70940650,0.00000000
-5.87993997,5.98369911,0.78531976,5.00659795,0.26082451,0.01588328,0.70631877,0.00000000
-5.87393697,6.08899851,0.77897631,5.11711530,0.26139113,0.01618702,0.70348328,0.00000000
-5.86793397,6.20459213,0.77276597,5.23708451,0.26250789,0.01652694,0.70110238,0.00000000
-5.86193097,6.33030018,0.76693703,5.36604345,0.26420701,0.01690071,0.69938167,0.00000000
-5.85592796,6.46576874,0.76173984,5.50336593,0.26651295,0.01730534,0.69852279,0.00000000
-5.84992496,6.61044059,0.75741818,5.64824290,0.26944065,0.01773707,0.69871561,0.00000000
-5.84392196,6.76353093,0.75420020,5.79966864,0.27299374,0.01819135,0.70013020,0.00000000
-5.83791896,6.92400973,0.75228922,5.95643344,0.27716293,0.01866284,0.70290898,0.00000000
-5.83191596,7.09059220,0.75185489,6.11712380,0.28192453,0.01914543,0.70715922,0.00000000
-5.82591296,7.26173904,0.75302507,6.28013110,0.28723923,0.01963233,0.71294664,0.00000000
-5.81990995,7.43566726,0.75587885,6.44366929,0.29305138,0.02011614,0.72029004,0.00000000
-5.81390695,7.61037238,0.76044105,6.60580184,0.29928870,0.02058904,0.72915775,0.00000000
-5.80790395,7.78366221,0.76667866,6.76447763,0.30586257,0.02104288,0.73946573,0.00000000
-5.80190095,7.95320175,0.77449945,6.91757540,0.31266903,0.02146944,0.75107790,0.00000000
-5.79589795,8.11656840,0.78375281,7.06295532,0.31959040,0.02186061,0.76380857,0.00000000
-5.78989495,8.27131577,0.79423315,7.19851642,0.32649763,0.02220861,0.77742703,0.00000000
-5.78389195,8.41504425,0.80568561,7.32225776,0.33325326,0.02250622,0.79166421,0.00000000
-5.77788894,8.54547561,0.81781396,7.43234124,0.33971499,0.02274703,0.80622120,0.00000000
-5.77188594,8.66052882,0.83029055,7.52715331,0.34573967,0.02292557,0.82077921,0.00000000
-5.76588294,8.75839376,0.84276776,7.60536325,0.35118763,0.02303758,0.83501072,0.00000000
-5.75987994,8.83759966,0.85489053,7.66597506,0.35592713,0.02308011,0.84859112,0.00000000
-5.75387694,8.89707485,0.86630946,7.70837062,0.35983873,0.02305163,0.86121058,0.00000000
-5.74787394,8.93619486,0.87669389,7.73234168,0.36281944,0.02295214,0.87258527,0.00000000
