energy_ev,total_up,Cu_p_up,Cu_d_up,N_s_up,N_p_up,Ru_p_up,Ru_d_up,Te_p_up,Te_d_up
-5.72386193,5.06033048,1.84804522,4.09211739,0.00140000,0.07331272,0.38414630,0.61237588,0.31231719,0.00000000
-5.71785893,5.09863536,1.82952954,4.10859903,0.00145341,0.07438614,0.39462146,0.63427157,0.31456084,0.00000000
-5.71185593,5.14034960,1.81333759,4.12495843,0.00150521,0.07586224,0.40695270,0.65747783,0.31786924,0.00000000
-5.70585293,5.18392648,1.79912744,4.13986623,0.00155476,0.07769653,0.42094266,0.68182860,0.32219636,0.00000000
-5.69984992,5.22783208,1.78655873,4.15207094,0.00160147,0.07983876,0.43636675,0.70712555,0.32748086,0.00000000
-5.69384692,5.27058118,1.77530375,4.16043323,0.00164480,0.08223413,0.45297717,0.73313834,0.33364597,0.00000000
-5.68784392,5.31076636,1.76505489,4.16395274,0.00168432,0.08482440,0.47050691,0.75960541,0.34059955,0.00000000
-5.68184092,5.34708021,1.75552857,4.16178685,0.00171966,0.08754911,0.48867383,0.78623578,0.34823437,0.00000000
-5.67583792,5.37833098,1.74646618,4.15326150,0.00175061,0.09034676,0.50718475,0.81271174,0.35642878,0.00000000
-5.66983492,5.40345243,1.73763247,4.13787443,0.00177706,0.09315589,0.52573959,0.83869278,0.36504779,0.00000000
-5.66383192,5.42150873,1.72881225,4.11529179,0.00179905,0.09591625,0.54403568,0.86382072,0.37394474,0.00000000
-5.65782891,5.43169576,1.71980609,4.08533903,0.00181672,0.09856988,0.56177225,0.88772612,0.38296355,0.00000000
-5.65182591,5.43333991,1.71042593,4.04798745,0.00183036,0.10106211,0.57865504,0.91003587,0.39194162,0.00000000
-5.64582291,5.42589542,1.70049104,4.00333772,0.00184038,0.10334262,0.59440115,0.93038177,0.40071327,0.00000000
-5.63981991,5.40894136,1.68982518,3.95160160,0.00184727,0.10536633,0.60874399,0.94840993,0.40911366,0.00000000
-5.63381691,5.38217881,1.67825514,3.89308313,0.00185159,0.10709426,0.62143829,0.96379047,0.41698306,0.00000000
-5.62781391,5.34542859,1.66561092,3.82816026,0.00185397,0.10849426,0.63226499,0.97622739,0.42417132,0.00000000
-5.62181091,5.29862979,1.65172761,3.75726774,0.00185504,0.10954160,0.64103593,0.98546788,0.43054220,0.00000000
-5.61580790,5.24183873,1.63644875,3.68088178,0.00185544,0.11021946,0.64759806,0.99131081,0.43597752,0.00000000
-5.60980490,5.17522807,1.61963084,3.59950697,0.00185574,0.11051907,0.65183703,0.99361382,0.44038075,0.00000000
-5.60380190,5.09908539,1.60114864,3.51366532,0.00185646,0.11043984,0.65367996,0.99229868,0.44367992,0.00000000
-5.59779890,5.01381079,1.58090065,3.42388759,0.00185801,0.10998908,0.65309715,0.98735452,0.44582958,0.00000000
-5.59179590,4.91991262,1.55881430,3.33070657,0.00186066,0.10918160,0.65010270,0.97883878,0.44681183,0.00000000
-5.58579290,4.81800113,1.53485040,3.23465207,0.00186454,0.10803899,0.64475373,0.96687561,0.44663618,0.00000000
-5.57978989,4.70877948,1.50900633,3.13624725,0.00186965,0.10658878,0.63714846,0.95165195,0.44533826,0.00000000
-5.57378689,4.59303212,1.48131769,3.03600603,0.00187578,0.10486331,0.62742286,0.93341122,0.44297755,0.00000000
-5.56778389,4.47161054,1.45185829,2.93443113,0.00188259,0.10289853,0.61574619,0.91244501,0.43963411,0.00000000
-5.56178089,4.34541697,1.42073832,2.83201273,0.00188958,0.10073263,0.60231546,0.88908319,0.43540448,0.00000000
-5.55577789,4.21538641,1.38810080,2.72922733,0.00189612,0.09840474,0.58734912,0.86368282,0.43039707,0.00000000
-5.54977489,4.08246789,1.35411669,2.62653692,0.00190148,0.09595347,0.57108012,0.83661647,0.42472721,0.00000000
-5.54377189,3.94760577,1.31897873,2.52438830,0.00190484,0.09341573,0.55374881,0.80826055,0.41851213,0.00000000
-5.53776888,3.81172204,1.28289462,2.42321258,0.00190537,0.09082556,0.53559575,0.77898408,0.41186611,0.00000000
-5.53176588,3.67570050,1.24607988,2.32342490,0.00190221,0.08821319,0.51685504,0.74913859,0.40489614,0.00000000
-5.52576288,3.54037342,1.20875088,2.22542442,0.00189458,0.08560431,0.49774811,0.71904947,0.39769815,0.00000000
-5.51975988,3.40651153,1.17111846,2.12959457,0.00188175,0.08301964,0.47847853,0.68900919,0.39035421,0.00000000
-5.51375688,3.27481735,1.13338240,2.03630344,0.00186314,0.08047476,0.45922781,0.65927249,0.38293052,0.00000000
-5.50775388,3.14592226,1.09572725,1.94590445,0.00183829,0.07798018,0.44015243,0.63005387,0.37547652,0.00000000
-5.50175088,3.02038692,1.05831943,1.85873695,0.00180693,0.07554170,0.42138212,0.60152712,0.36802502,0.00000000
-5.49574787,2.89870474,1.02130588,1.77512670,0.00176900,0.07316100,0.40301942,0.57382680,0.36059322,0.00000000
-5.48974487,2.78130780,0.98481412,1.69538605,0.00172462,0.07083640,0.38514040,0.54705157,0.35318467,0.00000000
-5.48374187,2.66857443,0.94895362,1.61981352,0.00167412,0.06856373,0.36779648,0.52126884,0.34579187,0.00000000
-5.47773887,2.56083761,0.91381827,1.54869264,0.00161802,0.06633736,0.35101715,0.49652041,0.33839951,0.00000000
-5.47173587,2.45839336,0.87948968,1.48228985,0.00155701,0.06415117,0.33481331,0.47282879,0.33098790,0.00000000
-5.46573287,2.36150834,0.84604089,1.42085145,0.00149194,0.06199952,0.31918122,0.45020365,0.32353666,0.00000000
-5.45972986,2.27042591,0.81354038,1.36459940,0.00142377,0.05987814,0.30410650,0.42864808,0.31602827,0.00000000
-5.45372686,2.18537024,0.78205579,1.31372620,0.00135355,0.05778489,0.28956833,0.40816438,0.30845137,0.00000000
-5.44772386,2.10654817,0.75165723,1.26838897,0.00128237,0.05572034,0.27554333,0.38875900,0.30080365,0.00000000
-5.44172086,2.03414870,0.72241991,1.22870301,0.00121132,0.05368818,0.26200918,0.37044654,0.29309419,0.00000000
-5.43571786,1.96834038,0.69442583,1.19473524,0.00114148,0.05169544,0.24894765,0.35325269,0.28534514,0.00000000
-5.42971486,1.90926702,0.66776455,1.16649800,0.00107384,0.04975251,0.23634716,0.33721604,0.27759278,0.00000000
-5.42371186,1.85704216,0.64253295,1.14394371,0.00100930,0.04787295,0.22420457,0.32238889,0.26988781,0.00000000
-5.41770885,1.81174326,0.61883396,1.12696093,0.00094864,0.04607319,0.21252641,0.30883708,0.26229503,0.00000000
-5.41170585,1.77340621,0.59677461,1.11537239,0.00089250,0.04437206,0.20132943,0.29663904,0.25489243,0.00000000
-5.40570285,1.74202100,0.57646330,1.10893532,0.00084134,0.04279022,0.19064057,0.28588429,0.24776974,0.00000000
-5.39969985,1.71752928,0.55800665,1.10734455,0.00079549,0.04134953,0.18049639,0.27667143,0.24102661,0.00000000
-5.39369685,1.69982444,0.54150626,1.11023854,0.00075511,0.04007239,0.17094215,0.26910598,0.23477055,0.00000000
-5.38769385,1.68875444,0.52705537,1.11720831,0.00072020,0.03898108,0.16203048,0.26329806,0.22911462,0.00000000
-5.38169085,1.68412765,0.51473589,1.12780917,0.00069062,0.03809716,0.15381984,0.25936018,0.22417523,0.00000000
-5.37568784,1.68572152,0.50461586,1.14157481,0.00066613,0.03744085,0.14637285,0.25740508,0.22006982,0.00000000
-5.36968484,1.69329361,0.49674748,1.15803316,0.00064634,0.03703056,0.13975454,0.25754379,0.21691478,0.00000000
-5.36368184,1.70659443,0.49116586,1.17672339,0.00063083,0.03688247,0.13403060,0.25988381,0.21482353,0.00000000
-5.35767884,1.72538109,0.48788843,1.19721298,0.00061908,0.03701016,0.12926564,0.26452740,0.21390471,0.00000000
-5.35167584,1.74943081,0.48691502,1.21911396,0.00061055,0.03742437,0.12552157,0.27156995,0.21426059,0.00000000
-5.34567284,1.77855305,0.48822845,1.24209738,0.00060468,0.03813276,0.12285599,0.28109832,0.21598566,0.00000000
-5.33966983,1.81259932,0.49179559,1.26590489,0.00060093,0.03913978,0.12132076,0.29318906,0.21916518,0.00000000
-5.33366683,1.85146954,0.49756848,1.29035675,0.00059876,0.04044655,0.12096058,0.30790647,0.22387388,0.00000000
-5.32766383,1.89511404,0.50548566,1.31535542,0.00059768,0.04205072,0.12181168,0.32530045,0.23017455,0.00000000
-5.32166083,1.94353091,0.51547313,1.34088448,0.00059722,0.04394642,0.12390058,0.34540417,0.23811653,0.00000000
-5.31565783,1.99675810,0.52744512,1.36700245,0.00059699,0.04612411,0.12724291,0.36823149,0.24773413,0.00000000
-5.30965483,2.05486070,0.54130430,1.39383199,0.00059665,0.04857048,0.13184239,0.39377435,0.25904484,0.00000000
-5.30365183,2.11791374,0.55694151,1.42154456,0.00059590,0.05126833,0.13768978,0.42200015,0.27204748,0.00000000
-5.29764882,2.18598139,0.57423493,1.45034158,0.00059452,0.05419646,0.14476208,0.45284936,0.28672026,0.00000000
-5.29164582,2.25909376,0.59304883,1.48043285,0.00059231,0.05732955,0.15302188,0.48623347,0.30301884,0.00000000
-5.28564282,2.33722270,0.61323195,1.51201366,0.00058915,0.06063807,0.16241688,0.52203355,0.32087464,0.00000000
-5.27963982,2.42025827,0.63461577,1.54524158,0.00058495,0.06408834,0.17287974,0.56009955,0.34019326,0.00000000
-5.27363682,2.50798726,0.65701283,1.58021467,0.00057966,0.06764258,0.18432819,0.60025064,0.36085348,0.00000000
-5.26763382,2.60007567,0.68021544,1.61695211,0.00057327,0.07125912,0.19666560,0.64227654,0.38270675,0.00000000
-5.26163082,2.69605617,0.70399498,1.65537860,0.00056578,0.07489278,0.20978180,0.68594005,0.40557743,0.00000000
-5.25562781,2.79532189,0.72810195,1.69531347,0.00055725,0.07849536,0.22355444,0.73098084,0.42926381,0.00000000
-5.24962481,2.89712716,0.75226715,1.73646525,0.00054774,0.08201635,0.23785068,0.77712021,0.45354006,0.00000000
-5.24362181,3.00059552,0.77620388,1.77843198,0.00053734,0.08540379,0.25252927,0.82406696,0.47815912,0.00000000
-5.23761881,3.10473486,0.79961144,1.82070749,0.00052616,0.08860530,0.26744299,0.87152396,0.50285639,0.00000000
-5.23161581,3.20845919,0.82217965,1.86269321,0.00051432,0.09156924,0.28244131,0.91919516,0.52735440,0.00000000
-5.22561281,3.31061586,0.84359458,1.90371504,0.00050198,0.09424599,0.29737331,0.96679278,0.55136799,0.00000000
-5.21960980,3.41001710,0.86354494,1.94304430,0.00048930,0.09658926,0.31209055,1.01404424,0.57461015,0.00000000
-5.21360680,3.50547417,0.88172919,1.97992173,0.00047647,0.09855747,0.32645004,1.06069845,0.59679809,0.00000000
-5.20760380,3.59583233,0.89786284,2.01358339,0.00046368,0.10011499,0.34031699,1.10653117,0.61765941,0.00000000
-5.20160080,3.68000502,0.91168574,2.04328696,0.00045116,0.10123333,0.35356730,1.15134905,0.63693807,0.00000000
-5.19559780,3.75700535,0.92296884,2.06833746,0.00043911,0.10189215,0.36608972,1.19499206,0.65439995,0.00000000
-5.18959480,3.82597359,0.93152038,2.08811093,0.00042777,0.10208002,0.37778756,1.23733430,0.66983782,0.00000000
-5.18359180,3.88619927,0.93719085,2.10207528,0.00041735,0.10179494,0.38857988,1.27828293,0.68307546,0.00000000
-5.17758879,3.93713711,0.93987687,2.10980741,0.00040806,0.10104453,0.39840211,1.31777538,0.69397080,0.00000000
-5.17158579,3.97841628,0.93952347,2.11100600,0.00040012,0.09984595,0.40720616,1.35577493,0.70241806,0.00000000
-5.16558279,4.00984291,0.93612505,2.10549976,0.00039370,0.09822543,0.41495990,1.39226499,0.70834882,0.00000000
-5.15957979,4.03139610,0.92972471,2.09325101,0.00038894,0.09621761,0.42164621,1.42724225,0.71173198,0.00000000
-5.15357679,4.04321822,0.92041224,2.07435483,0.00038596,0.09386446,0.42726151,1.46070930,0.71257278,0.00000000
-5.14757379,4.04560026,0.90832082,2.04903408,0.00038484,0.09121412,0.43181403,1.49266711,0.71091090,0.00000000
-5.14157079,4.03896351,0.89362264,2.01763090,0.00038562,0.08831948,0.43532171,1.52310773,0.70681792,0.00000000
-5.13556778,4.02383870,0.87652377,1.98059532,0.00038829,0.08523665,0.43781008,1.55200785,0.70039410,0.00000000
-5.12956478,4.00084396,0.85725839,1.93847155,0.00039278,0.08202341,0.43931005,1.57932346,0.69176487,0.00000000
-5.12356178,3.97066261,0.83608274,1.89188282,0.00039901,0.07873768,0.43985580,1.60498616,0.68107706,0.00000000
-5.11755878,3.93402204,0.81326901,1.84151525,0.00040682,0.07543605,0.43948293,1.62890111,0.66849506,0.00000000
-5.11155578,3.89167429,0.78909942,1.78810140,0.00041605,0.07217242,0.43822684,1.65094701,0.65419710,0.00000000
-5.10555278,3.84437903,0.76386055,1.73240404,0.00042648,0.06899686,0.43612155,1.67097794,0.63837165,0.00000000
-5.09954977,3.79288927,0.73783818,1.67520036,0.00043789,0.06595461,0.43319881,1.68882710,0.62121412,0.00000000
-5.09354677,3.73793975,0.71131268,1.61726706,0.00045002,0.06308535,0.42948781,1.70431216,0.60292386,0.00000000
-5.08754377,3.68023805,0.68455492,1.55936636,0.00046262,0.06042267,0.42501513,1.71724189,0.58370137,0.00000000
-5.08154077,3.62045791,0.65782281,1.50223317,0.00047544,0.05799374,0.41980523,1.72742374,0.56374592,0.00000000
-5.07553777,3.55923442,0.63135836,1.44656340,0.00048823,0.05581919,0.41388115,1.73467183,0.54325338,0.00000000
-5.06953477,3.49716061,0.60538529,1.39300342,0.00050076,0.05391319,0.40726552,1.73881498,0.52241422,0.00000000
-5.06353177,3.43478479,0.58010704,1.34214084,0.00051281,0.05228366,0.39998168,1.73970429,0.50141177,0.00000000
-5.05752876,3.37260846,0.55570519,1.29449650,0.00052421,0.05093257,0.39205495,1.73721972,0.48042055,0.00000000
-5.05152576,3.31108427,0.53233833,1.25051783,0.00053479,0.04985635,0.38351371,1.73127560,0.45960474,0.00000000
-5.04552276,3.25061403,0.51014112,1.21057372,0.00054442,0.04904644,0.37439052,1.72182456,0.43911675,0.00000000
-5.03951976,3.19154670,0.48922381,1.17495096,0.00055300,0.04848972,0.36472289,1.70885982,0.41909591,0.00000000
-5.03351676,3.13417654,0.46967204,1.14385248,0.00056046,0.04816914,0.35455389,1.69241597,0.39966723,0.00000000
-5.02751376,3.07874173,0.45154697,1.11739746,0.00056676,0.04806424,0.34393243,1.67256799,0.38094042,0.00000000
-5.02151076,3.02542385,0.43488589,1.09562356,0.00057186,0.04815173,0.33291320,1.64942908,0.36300912,0.00000000
-5.01550775,2.97434858,0.41970318,1.07849119,0.00057577,0.04840612,0.32155638,1.62314726,0.34595032,0.00000000
-5.00950475,2.92558811,0.40599175,1.06588994,0.00057848,0.04880025,0.30992706,1.59390128,0.32982427,0.00000000
-5.00350175,2.87916551,0.39372493,1.05764698,0.00058001,0.04930594,0.29809443,1.56189606,0.31467467,0.00000000
-4.99749875,2.83506122,0.38285881,1.05353734,0.00058039,0.04989458,0.28613088,1.52735807,0.30052927,0.00000000
-4.99149575,2.79322176,0.37333495,1.05329553,0.00057966,0.05053773,0.27411094,1.49053096,0.28740095,0.00000000
-4.98549275,2.75357039,0.36508343,1.05662831,0.00057785,0.05120777,0.26211031,1.45167172,0.27528917,0.00000000
-4.97948974,2.71601925,0.35802609,1.06322794,0.00057502,0.05187845,0.25020486,1.41104747,0.26418177,0.00000000
-4.97348674,2.68048263,0.35207990,1.07278533,0.00057122,0.05252551,0.23846976,1.36893308,0.25405704,0.00000000
-4.96748374,2.64689028,0.34716023,1.08500246,0.00056651,0.05312715,0.22697876,1.32560950,0.24488604,0.00000000
-4.96148074,2.61520023,0.34318390,1.09960353,0.00056097,0.05366451,0.21580359,1.28136285,0.23663491,0.00000000
-4.95547774,2.58540999,0.34007192,1.11634411,0.00055472,0.05412206,0.20501357,1.23648390,0.22926725,0.00000000
-4.94947474,2.55756552,0.33775161,1.13501800,0.00054786,0.05448779,0.19467525,1.19126800,0.22274626,0.00000000
-4.94347174,2.53176696,0.33615826,1.15546128,0.00054054,0.05475342,0.18485227,1.14601491,0.21703660,0.00000000
-4.93746873,2.50817082,0.33523598,1.17755348,0.00053294,0.05491434,0.17560521,1.10102855,0.21210595,0.00000000
-4.93146573,2.48698813,0.33493786,1.20121573,0.00052525,0.05496948,0.16699148,1.05661625,0.20792606,0.00000000
-4.92546273,2.46847848,0.33522548,1.22640613,0.00051772,0.05492109,0.15906520,1.01308738,0.20447334,0.00000000
-4.91945973,2.45294030,0.33606773,1.25311262,0.00051061,0.05477425,0.15187692,0.97075131,0.20172890,0.00000000
-4.91345673,2.44069759,0.33743907,1.28134390,0.00050420,0.05453646,0.14547338,0.92991448,0.19967820,0.00000000
-4.90745373,2.43208406,0.33931751,1.31111885,0.00049882,0.05421701,0.13989703,0.89087679,0.19831016,0.00000000
-4.90145073,2.42742542,0.34168222,1.34245527,0.00049482,0.05382640,0.13518543,0.85392721,0.19761598,0.00000000
-4.89544772,2.42702089,0.34451125,1.37535866,0.00049254,0.05337568,0.13137061,0.81933896,0.19758770,0.00000000
-4.88944472,2.43112499,0.34777930,1.40981164,0.00049238,0.05287589,0.12847817,0.78736429,0.19821659,0.00000000
-4.88344172,2.43993076,0.35145581,1.44576484,0.00049472,0.05233746,0.12652651,0.75822921,0.19949155,0.00000000
-4.87743872,2.45355531,0.35550361,1.48312967,0.00049998,0.05176982,0.12552585,0.73212836,0.20139765,0.00000000
-4.87143572,2.47202861,0.35987806,1.52177363,0.00050858,0.05118098,0.12547740,0.70922033,0.20391480,0.00000000
-4.86543272,2.49528624,0.36452687,1.56151833,0.00052095,0.05057737,0.12637263,0.68962355,0.20701684,0.00000000
-4.85942971,2.52316641,0.36939072,1.60214040,0.00053756,0.04996372,0.12819258,0.67341306,0.21067096,0.00000000
-4.85342671,2.55541166,0.37440440,1.64337545,0.00055892,0.04934308,0.13090756,0.66061830,0.21483757,0.00000000
-4.84742371,2.59167500,0.37949870,1.68492466,0.00058559,0.04871703,0.13447692,0.65122187,0.21947066,0.00000000
-4.84142071,2.63153042,0.38460279,1.72646398,0.00061816,0.04808588,0.13884930,0.64515959,0.22451859,0.00000000
-4.83541771,2.67448711,0.38964698,1.76765533,0.00065736,0.04744906,0.14396313,0.64232162,0.22992533,0.00000000
-4.82941471,2.72000686,0.39456573,1.80815937,0.00070399,0.04680549,0.14974744,0.64255474,0.23563203,0.00000000
-4.82341171,2.76752377,0.39930080,1.84764915,0.00075897,0.04615401,0.15612309,0.64566568,0.24157890,0.00000000
-4.81740870,2.81646528,0.40380417,1.88582407,0.00082341,0.04549380,0.16300430,0.65142542,0.24770729,0.00000000
-4.81140570,2.86627361,0.40804079,1.92242335,0.00089854,0.04482476,0.17030042,0.65957419,0.25396175,0.00000000
-4.80540270,2.91642649,0.41199081,1.95723838,0.00098580,0.04414783,0.17791791,0.66982724,0.26029210,0.00000000
-4.79939970,2.96645619,0.41565123,1.99012322,0.00108680,0.04346526,0.18576253,0.68188098,0.26665530,0.00000000
-4.79339670,3.01596576,0.41903684,2.02100271,0.00120335,0.04278078,0.19374149,0.69541933,0.27301700,0.00000000
-4.78739370,3.06464178,0.42218030,2.04987753,0.00133739,0.04209960,0.20176559,0.71012025,0.27935264,0.00000000
-4.78139070,3.11226263,0.42513131,2.07682591,0.00149105,0.04142845,0.20975117,0.72566199,0.28564808,0.00000000
-4.77538769,3.15870182,0.42795492,2.10200148,0.00166650,0.04077535,0.21762190,0.74172902,0.29189958,0.00000000
-4.76938469,3.20392601,0.43072888,2.12562744,0.00186599,0.04014942,0.22531003,0.75801741,0.29811320,0.00000000
-4.76338169,3.24798755,0.43354016,2.14798674,0.00209171,0.03956052,0.23275745,0.77423946,0.30430348,0.00000000
-4.75737869,3.29101171,0.43648072,2.16940877,0.00234571,0.03901886,0.23991602,0.79012752,0.31049157,0.00000000
-4.75137569,3.33317909,0.43964270,2.19025291,0.00262981,0.03853458,0.24674761,0.80543676,0.31670267,0.00000000
-4.74537269,3.37470396,0.44311318,2.21088957,0.00294547,0.03811725,0.25322347,0.81994698,0.32296316,0.00000000
-4.73936968,3.41580957,0.44696880,2.23167958,0.00329369,0.03777541,0.25932319,0.83346339,0.32929728,0.00000000
-4.73336668,3.45670172,0.45127043,2.25295300,0.00367485,0.03751616,0.26503326,0.84581639,0.33572368,0.00000000
-4.72736368,3.49754222,0.45605817,2.27498834,0.00408862,0.03734473,0.27034529,0.85686059,0.34225205,0.00000000
-4.72136068,3.53842368,0.46134707,2.29799350,0.00453381,0.03726419,0.27525412,0.86647303,0.34887997,0.00000000
-4.71535768,3.57934761,0.46712368,2.32208959,0.00500836,0.03727518,0.27975576,0.87455104,0.35559018,0.00000000
-4.70935468,3.62020724,0.47334383,2.34729867,0.00550918,0.03737585,0.28384560,0.88100986,0.36234858,0.00000000
-4.70335168,3.66077658,0.47993177,2.37353653,0.00603218,0.03756181,0.28751678,0.88578023,0.36910304,0.00000000
-4.69734867,3.70070708,0.48678085,2.40061115,0.00657223,0.03782624,0.29075900,0.88880641,0.37578318,0.00000000
-4.69134567,3.73953250,0.49375584,2.42822745,0.00712326,0.03816019,0.29355787,0.89004461,0.38230127,0.00000000
-4.68534267,3.77668255,0.50069689,2.45599833,0.00767829,0.03855291,0.29589477,0.88946230,0.38855422,0.00000000
-4.67933967,3.81150507,0.50742504,2.48346202,0.00822958,0.03899231,0.29774751,0.88703825,0.39442669,0.00000000
-4.67333667,3.84329608,0.51374912,2.51010487,0.00876886,0.03946550,0.29909141,0.88276355,0.39979514,0.00000000
-4.66733367,3.87133660,0.51947380,2.53538902,0.00928743,0.03995946,0.29990116,0.87664360,0.40453281,0.00000000
-4.66133067,3.89493442,0.52440838,2.55878330,0.00977653,0.04046160,0.30015301,0.86870077,0.40851520,0.00000000
-4.65532766,3.91346887,0.52837608,2.57979621,0.01022750,0.04096048,0.29982736,0.85897778,0.41162601,0.00000000
-4.64932466,3.92643606,0.53122324,2.59800896,0.01063215,0.04144633,0.29891155,0.84754130,0.41376303,0.00000000
-4.64332166,3.93349220,0.53282802,2.61310709,0.01098297,0.04191168,0.29740250,0.83448567,0.41484382,0.00000000
