energy_ev,total_up,Co_p_up,Co_d_up,N_s_up,N_p_up,Pt_p_up,Pt_d_up,S_s_up,S_p_up
-5.74787394,2.80920401,0.43602360,0.25976444,0.00076342,0.57787419,1.06264055,1.16131227,0.01375820,0.57505981
-5.74187094,2.75162552,0.41546859,0.25334260,0.00075201,0.57576222,1.02761951,1.14218173,0.01411576,0.54907492
-5.73586793,2.70474499,0.39589649,0.24733776,0.00074696,0.57666045,0.99815973,1.12777195,0.01447598,0.52472701
-5.72986493,2.66875877,0.37752810,0.24179664,0.00074778,0.58050464,0.97428857,1.11813542,0.01482892,0.50222261
-5.72386193,2.64362215,0.36055834,0.23675005,0.00075392,0.58717174,0.95592062,1.11322050,0.01516438,0.48172163
-5.71785893,2.62906659,0.34515433,0.23221300,0.00076480,0.59648602,0.94287108,1.11287848,0.01547227,0.46333697
-5.71185593,2.62462166,0.33145414,0.22818529,0.00077979,0.60822621,0.93487040,1.11687268,0.01574296,0.44713555
-5.70585293,2.62964055,0.31956618,0.22465268,0.00079829,0.62213314,0.93157938,1.12488920,0.01596762,0.43314052
-5.69984992,2.64332782,0.30956908,0.22158847,0.00081971,0.63791767,0.93260427,1.13654872,0.01613852,0.42133445
-5.69384692,2.66476798,0.30151197,0.21895533,0.00084347,0.65526850,0.93751101,1.15141875,0.01624931,0.41166321
-5.68784392,2.69295372,0.29541501,0.21670740,0.00086906,0.67385964,0.94583833,1.16902604,0.01629523,0.40404032
-5.68184092,2.72681266,0.29127012,0.21479239,0.00089601,0.69335730,0.95710912,1.18886837,0.01627322,0.39835149
-5.67583792,2.76523166,0.28904179,0.21315372,0.00092389,0.71342593,0.97084002,1.21042560,0.01618200,0.39445918
-5.66983492,2.80707804,0.28866793,0.21173241,0.00095231,0.73373340,0.98654890,1.23316948,0.01602207,0.39220691
-5.66383192,2.85121725,0.29006073,0.21046888,0.00098094,0.75395510,1.00376042,1.25657210,0.01579563,0.39142328
-5.65782891,2.89652687,0.29310763,0.20930439,0.00100946,0.77377705,1.02200962,1.28011285,0.01550645,0.39192553
-5.65182591,2.94190717,0.29767230,0.20818225,0.00103757,0.79289812,1.04084399,1.30328399,0.01515964,0.39352262
-5.64582291,2.98628858,0.30359583,0.20704867,0.00106501,0.81103137,1.05982418,1.32559483,0.01476143,0.39601793
-5.63981991,3.02863675,0.31069819,0.20585335,0.00109148,0.82790491,1.07852387,1.34657496,0.01431888,0.39921147
-5.63381691,3.06795612,0.31878004,0.20454985,0.00111669,0.84326224,1.09652929,1.36577661,0.01383962,0.40290189
-5.62781391,3.10329281,0.32762499,0.20309575,0.00114034,0.85686253,1.11343871,1.38277666,0.01333152,0.40688826
-5.62181091,3.13373785,0.33700250,0.20145269,0.00116209,0.86848105,1.12886254,1.39717868,0.01280244,0.41097185
-5.61580790,3.15843151,0.34667130,0.19958634,0.00118159,0.87790986,1.14242424,1.40861510,0.01225996,0.41495796
-5.60980490,3.17656957,0.35638350,0.19746641,0.00119847,0.88495907,1.15376244,1.41675012,0.01171120,0.41865799
-5.60380190,3.18741187,0.36588933,0.19506671,0.00121231,0.88945870,1.16253440,1.42128329,0.01116261,0.42189170
-5.59779890,3.19029325,0.37494236,0.19236529,0.00122274,0.89126126,1.16842083,1.42195389,0.01061986,0.42448985
-5.59179590,3.18463695,0.38330516,0.18934471,0.00122935,0.89024488,1.17113196,1.41854615,0.01008780,0.42629703
-5.58579290,3.16996968,0.39075520,0.18599241,0.00123177,0.88631701,1.17041470,1.41089493,0.00957043,0.42717474
-5.57978989,3.14593781,0.39709063,0.18230119,0.00122966,0.87941832,1.16606031,1.39889180,0.00907088,0.42700452
-5.57378689,3.11232356,0.40213595,0.17826974,0.00122273,0.86952665,1.15791229,1.38249079,0.00859156,0.42569104
-5.56778389,3.06905989,0.40574697,0.17390316,0.00121076,0.85666065,1.14587388,1.36171370,0.00813418,0.42316491
-5.56178089,3.01624307,0.40781511,0.16921339,0.00119361,0.84088278,1.12991460,1.33665411,0.00769991,0.41938500
-5.55577789,2.95414135,0.40827054,0.16421959,0.00117122,0.82230125,1.11007517,1.30747988,0.00728948,0.41434017
-5.54977489,2.88319901,0.40708411,0.15894824,0.00114367,0.80107082,1.08647057,1.27443364,0.00690335,0.40805013
-5.54377189,2.80403457,0.40426785,0.15343308,0.00111110,0.77739200,1.05929058,1.23783076,0.00654177,0.40056535
-5.53776888,2.71743296,0.39987400,0.14771470,0.00107379,0.75150869,1.02879772,1.19805503,0.00620496,0.39196594
-5.53176588,2.62433123,0.39399259,0.14183993,0.00103210,0.72370415,0.99532248,1.15555152,0.00589315,0.38235946
-5.52576288,2.52579830,0.38674760,0.13586091,0.00098651,0.69429530,0.95925579,1.11081722,0.00560666,0.37187770
-5.51975988,2.42300919,0.37829193,0.12983387,0.00093755,0.66362565,0.92103919,1.06438944,0.00534596,0.36067258
-5.51375688,2.31721492,0.36880139,0.12381774,0.00088585,0.63205710,0.88115295,1.01683262,0.00511170,0.34891127
-5.50775388,2.20970930,0.35846799,0.11787262,0.00083207,0.59996084,0.84010267,0.96872397,0.00490464,0.33677078
-5.50175088,2.10179423,0.34749295,0.11205816,0.00077690,0.56770792,0.79840506,0.92063876,0.00472574,0.32443232
-5.49574787,1.99474493,0.33607957,0.10643194,0.00072106,0.53565980,0.75657354,0.87313573,0.00457601,0.31207562
-5.48974487,1.88977697,0.32442657,0.10104792,0.00066523,0.50415936,0.71510427,0.82674351,0.00445653,0.29987342
-5.48374187,1.78801635,0.31272200,0.09595509,0.00061008,0.47352279,0.67446329,0.78194844,0.00436836,0.28798664
-5.47773887,1.69047396,0.30113805,0.09119628,0.00055625,0.44403260,0.63507534,0.73918444,0.00431249,0.27656004
-5.47173587,1.59802544,0.28982699,0.08680723,0.00050429,0.41593213,0.59731473,0.69882518,0.00428974,0.26571889
-5.46573287,1.51139687,0.27891828,0.08281601,0.00045469,0.38942169,0.56149856,0.66117887,0.00430073,0.25556657
-5.45972986,1.43115673,0.26851701,0.07924262,0.00040788,0.36465637,0.52788253,0.62648563,0.00434576,0.24618311
-5.45372686,1.35771383,0.25870353,0.07609899,0.00036418,0.34174556,0.49665920,0.59491737,0.00442480,0.23762481
-5.44772386,1.29132073,0.24953418,0.07338914,0.00032383,0.32075401,0.46795864,0.56657989,0.00453740,0.22992472
-5.44172086,1.23208205,0.24104304,0.07110962,0.00028700,0.30170434,0.44185123,0.54151689,0.00468264,0.22309388
-5.43571786,1.17996655,0.23324442,0.06925009,0.00025375,0.28458059,0.41835213,0.51971544,0.00485908,0.21712331
-5.42971486,1.13482200,0.22613578,0.06779402,0.00022410,0.26933275,0.39742725,0.50111233,0.00506475,0.21198628
-5.42371186,1.09639169,0.21970108,0.06671950,0.00019797,0.25588180,0.37899993,0.48560097,0.00529709,0.20764109
-5.41770885,1.06433168,0.21391402,0.06600006,0.00017524,0.24412502,0.36295827,0.47303825,0.00555295,0.20403379
-5.41170585,1.03822756,0.20874115,0.06560541,0.00015572,0.23394136,0.34916237,0.46325112,0.00582863,0.20110093
-5.40570285,1.01761039,0.20414471,0.06550233,0.00013921,0.22519656,0.33745139,0.45604242,0.00611982,0.19877220
-5.39969985,1.00197087,0.20008481,0.06565528,0.00012545,0.21774794,0.32764998,0.45119597,0.00642172,0.19697277
-5.39369685,0.99077183,0.19652128,0.06602718,0.00011416,0.21144863,0.31957396,0.44848068,0.00672904,0.19562536
-5.38769385,0.98345862,0.19341472,0.06657999,0.00010508,0.20615122,0.31303513,0.44765385,0.00703610,0.19465204
-5.38169085,0.97946773,0.19072713,0.06727536,0.00009790,0.20171081,0.30784511,0.44846364,0.00733691,0.19397565
-5.37568784,0.97823389,0.18842196,0.06807523,0.00009235,0.19798748,0.30381841,0.45065106,0.00762534,0.19352104
-5.36968484,0.97919587,0.18646381,0.06894245,0.00008815,0.19484823,0.30077457,0.45395160,0.00789517,0.19321607
-5.36368184,0.98180164,0.18481781,0.06984144,0.00008503,0.19216840,0.29853975,0.45809679,0.00814033,0.19299250
-5.35767884,0.98551315,0.18344882,0.07073892,0.00008275,0.18983282,0.29694774,0.46281599,0.00835499,0.19278671
-5.35167584,0.98981125,0.18232065,0.07160464,0.00008109,0.18773653,0.29584063,0.46783854,0.00853376,0.19254048
-5.34567284,0.99420087,0.18139533,0.07241221,0.00007985,0.18578540,0.29506929,0.47289652,0.00867181,0.19220171
-5.33966983,0.99821694,0.18063260,0.07313993,0.00007886,0.18389659,0.29449376,0.47772811,0.00876509,0.19172521
-5.33366683,1.00143074,0.17998970,0.07377166,0.00007796,0.18199880,0.29398365,0.48208167,0.00881037,0.19107346
-5.32766383,1.00345695,0.17942138,0.07429766,0.00007704,0.18003262,0.29341870,0.48572039,0.00880541,0.19021740
-5.32166083,1.00396092,0.17888045,0.07471534,0.00007600,0.17795066,0.29268943,0.48842735,0.00874903,0.18913726
-5.31565783,1.00266609,0.17831849,0.07502997,0.00007478,0.17571774,0.29169792,0.49001089,0.00864114,0.18782326
-5.30965483,0.99936096,0.17768702,0.07525515,0.00007334,0.17331091,0.29035876,0.49030989,0.00848274,0.18627619
-5.30365183,0.99390532,0.17693886,0.07541314,0.00007166,0.17071938,0.28860005,0.48919880,0.00827593,0.18450788
-5.29764882,0.98623531,0.17602972,0.07553490,0.00006974,0.16794433,0.28636438,0.48659204,0.00802380,0.18254139
-5.29164582,0.97636678,0.17491987,0.07565991,0.00006761,0.16499856,0.28360980,0.48244753,0.00773034,0.18041095
-5.28564282,0.96439671,0.17357584,0.07583561,0.00006531,0.16190585,0.28031061,0.47676905,0.00740034,0.17816162
-5.27963982,0.95050237,0.17197204,0.07611659,0.00006290,0.15870023,0.27645791,0.46960739,0.00703921,0.17584856
-5.27363682,0.93493804,0.17009219,0.07656342,0.00006046,0.15542494,0.27205989,0.46105988,0.00665280,0.17353600
-5.26763382,0.91802925,0.16793044,0.07724117,0.00005807,0.15213119,0.26714174,0.45126855,0.00624725,0.17129582
-5.26163082,0.90016462,0.16549226,0.07821771,0.00005582,0.14887672,0.26174519,0.44041664,0.00582881,0.16920591
-5.25562781,0.88178543,0.16279480,0.07956175,0.00005382,0.14572417,0.25592758,0.42872381,0.00540363,0.16734808
-5.24962481,0.86337328,0.15986691,0.08134070,0.00005217,0.14273930,0.24976056,0.41643994,0.00497763,0.16580594
-5.24362181,0.84543613,0.15674864,0.08361847,0.00005098,0.13998911,0.24332830,0.40383801,0.00455638,0.16466244
-5.23761881,0.82849333,0.15349036,0.08645318,0.00005035,0.13753988,0.23672545,0.39120599,0.00414491,0.16399743
-5.23161581,0.81305996,0.15015136,0.08989502,0.00005041,0.13545530,0.23005459,0.37883843,0.00374770,0.16388516
-5.22561281,0.79963119,0.14679814,0.09398416,0.00005126,0.13379451,0.22342360,0.36702759,0.00336855,0.16439187
-5.21960980,0.78866713,0.14350237,0.09874890,0.00005298,0.13261040,0.21694278,0.35605491,0.00301059,0.16557355
-5.21360680,0.78057865,0.14033855,0.10420418,0.00005569,0.13194800,0.21072184,0.34618265,0.00267623,0.16747392
-5.20760380,0.77571474,0.13738162,0.11035035,0.00005946,0.13184311,0.20486701,0.33764637,0.00236720,0.17012281
-5.20160080,0.77435178,0.13470442,0.11717240,0.00006436,0.13232116,0.19947818,0.33064824,0.00208457,0.17353478
-5.19559780,0.77668499,0.13237525,0.12463964,0.00007044,0.13339645,0.19464630,0.32535142,0.00182879,0.17770838
-5.18959480,0.78282247,0.13045554,0.13270579,0.00007774,0.13507158,0.19045100,0.32187579,0.00159977,0.18262567
-5.18359180,0.79278180,0.12899778,0.14130959,0.00008628,0.13733730,0.18695860,0.32029496,0.00139696,0.18825243
-5.17758879,0.80648945,0.12804371,0.15037582,0.00009604,0.14017266,0.18422060,0.32063479,0.00121937,0.19453870
-5.17158579,0.82378280,0.12762297,0.15981677,0.00010700,0.14354542,0.18227246,0.32287328,0.00106573,0.20141988
-5.16558279,0.84441482,0.12775209,0.16953404,0.00011910,0.14741285,0.18113305,0.32694196,0.00093448,0.20881825
-5.15957979,0.86806113,0.12843408,0.17942066,0.00013224,0.15172268,0.18080442,0.33272859,0.00082388,0.21664486
-5.15357679,0.89432932,0.12965837,0.18936349,0.00014630,0.15641437,0.18127218,0.34008117,0.00073209,0.22480177
-5.14757379,0.92277016,0.13140141,0.19924577,0.00016115,0.16142057,0.18250620,0.34881315,0.00065719,0.23318452
-5.14157079,0.95289051,0.13362763,0.20894981,0.00017660,0.16666863,0.18446190,0.35870966,0.00059724,0.24168485
-5.13556778,0.98416753,0.13629095,0.21835970,0.00019245,0.17208240,0.18708181,0.36953462,0.00055034,0.25019352
-5.12956478,1.01606391,0.13933670,0.22736403,0.00020849,0.17758401,0.19029753,0.38103856,0.00051465,0.25860324
-5.12356178,1.04804384,0.14270392,0.23585858,0.00022447,0.18309576,0.19403204,0.39296703,0.00048839,0.26681153
-5.11755878,1.07958922,0.14632794,0.24374878,0.00024016,0.18854203,0.19820225,0.40506925,0.00046992,0.27472368
-5.11155578,1.11021587,0.15014320,0.25095214,0.00025529,0.19385121,0.20272171,0.41710688,0.00045771,0.28225546
-5.10555278,1.13948935,0.15408621,0.25740042,0.00026963,0.19895763,0.20750355,0.42886263,0.00045036,0.28933584
-5.09954977,1.16703992,0.15809854,0.26304152,0.00028294,0.20380339,0.21246349,0.44014845,0.00044662,0.29590938
-5.09354677,1.19257615,0.16212970,0.26784114,0.00029500,0.20834020,0.21752280,0.45081301,0.00044539,0.30193848
-5.08754377,1.21589689,0.16613985,0.27178404,0.00030562,0.21253096,0.22261126,0.46074819,0.00044571,0.30740519
-5.08154077,1.23690088,0.17010214,0.27487499,0.00031466,0.21635120,0.22766982,0.46989428,0.00044678,0.31231273
-5.07553777,1.25559364,0.17400462,0.27713919,0.00032201,0.21979032,0.23265307,0.47824368,0.00044795,0.31668636
-5.06953477,1.27209113,0.17785157,0.27862225,0.00032759,0.22285232,0.23753119,0.48584275,0.00044869,0.32057381
-5.06353177,1.28661964,0.18166418,0.27938951,0.00033138,0.22555631,0.24229144,0.49279172,0.00044862,0.32404492
-5.05752876,1.29951166,0.18548039,0.27952493,0.00033344,0.22793631,0.24693883,0.49924245,0.00044751,0.32719046
-5.05152576,1.31119731,0.18935397,0.27912910,0.00033382,0.23004065,0.25149620,0.50539393,0.00044521,0.33012022
-5.04552276,1.32219147,0.19335270,0.27831678,0.00033268,0.23193063,0.25600326,0.51148569,0.00044170,0.33295998
-5.03951976,1.33307635,0.19755567,0.27721366,0.00033017,0.23367858,0.26051483,0.51778906,0.00043705,0.33584770
-5.03351676,1.34448009,0.20204982,0.27595254,0.00032652,0.23536521,0.26509808,0.52459657,0.00043140,0.33892874
-5.02751376,1.35705176,0.20692574,0.27466899,0.00032195,0.23707639,0.26982897,0.53220985,0.00042496,0.34235022
-5.02151076,1.37143352,0.21227287,0.27349653,0.00031673,0.23889935,0.27478779,0.54092640,0.00041799,0.34625474
-5.01550775,1.38823100,0.21817435,0.27256159,0.00031114,0.24091853,0.28005418,0.55102568,0.00041078,0.35077361
-5.00950475,1.40798301,0.22470166,0.27197836,0.00030544,0.24321105,0.28570167,0.56275527,0.00040362,0.35601983
-5.00350175,1.43113192,0.23190937,0.27184377,0.00029990,0.24584228,0.29179200,0.57631741,0.00039681,0.36208121
-4.99749875,1.45799609,0.23983019,0.27223285,0.00029476,0.24886147,0.29836965,0.59185687,0.00039064,0.36901386
-4.99149575,1.48874587,0.24847066,0.27319470,0.00029026,0.25229778,0.30545669,0.60945043,0.00038536,0.37683655
-4.98549275,1.52338434,0.25780767,0.27474926,0.00028657,0.25615704,0.31304840,0.62909877,0.00038119,0.38552614
-4.97948974,1.56173412,0.26778608,0.27688516,0.00028386,0.26041929,0.32110989,0.65072095,0.00037830,0.39501450
-4.97348674,1.60343113,0.27831762,0.27955876,0.00028222,0.26503737,0.32957399,0.67415213,0.00037680,0.40518721
-4.96748374,1.64792601,0.28928118,0.28269451,0.00028172,0.26993675,0.33834059,0.69914435,0.00037675,0.41588420
-4.96148074,1.69449337,0.30052456,0.28618666,0.00028239,0.27501658,0.34727758,0.72537079,0.00037816,0.42690240
-4.95547774,1.74224889,0.31186767,0.28990236,0.00028418,0.28015212,0.35622343,0.75243310,0.00038096,0.43800052
-4.94947474,1.79017369,0.32310711,0.29368603,0.00028703,0.28519827,0.36499135,0.77987169,0.00038504,0.44890573
-4.94347174,1.83714512,0.33402196,0.29736478,0.00029084,0.28999441,0.37337489,0.80717850,0.00039026,0.45932216
-4.93746873,1.88197272,0.34438053,0.30075476,0.00029546,0.29437000,0.38115479,0.83381185,0.00039641,0.46894074
-4.93146573,1.92343780,0.35394784,0.30366812,0.00030072,0.29815098,0.38810679,0.85921254,0.00040325,0.47745010
-4.92546273,1.96033499,0.36249346,0.30592026,0.00030642,0.30116653,0.39400999,0.88282071,0.00041053,0.48454802
-4.91945973,1.99151394,0.36979944,0.30733704,0.00031235,0.30325587,0.39865543,0.90409274,0.00041797,0.48995284
-4.91345673,2.01591923,0.37566788,0.30776164,0.00031831,0.30427490,0.40185448,0.92251744,0.00042528,0.49341443
-4.90745373,2.03262694,0.37992788,0.30706075,0.00032406,0.30410220,0.40344654,0.93763096,0.00043219,0.49472409
-4.90145073,2.04087618,0.38244153,0.30512980,0.00032939,0.30264424,0.40330591,0.94902993,0.00043840,0.49372298
-4.89544772,2.04009445,0.38310876,0.30189700,0.00033408,0.29983946,0.40134717,0.95638231,0.00044368,0.49030863
-4.88944472,2.02991577,0.38187075,0.29732604,0.00033795,0.29566105,0.39752923,0.95943568,0.00044776,0.48443936
-4.88344172,2.01019110,0.37871184,0.29141740,0.00034081,0.29011845,0.39185746,0.95802274,0.00045045,0.47613626
-4.87743872,1.98099078,0.37365989,0.28420808,0.00034252,0.28325725,0.38438413,0.95206411,0.00045156,0.46548280
-4.87143572,1.94259928,0.36678515,0.27577009,0.00034294,0.27515780,0.37520707,0.94156827,0.00045094,0.45262206
-4.86543272,1.89550269,0.35819761,0.26620752,0.00034197,0.26593246,0.36446653,0.92662899,0.00044850,0.43775177
-4.85942971,1.84036982,0.34804314,0.25565258,0.00033955,0.25572168,0.35234060,0.90742044,0.00044416,0.42111741
-4.85342671,1.77802799,0.33649850,0.24426072,0.00033563,0.24468912,0.33903928,0.88419027,0.00043789,0.40300381
-4.84742371,1.70943468,0.32376552,0.23220512,0.00033021,0.23301610,0.32479750,0.85725110,0.00042970,0.38372546
-4.84142071,1.63564641,0.31006473,0.21967083,0.00032330,0.22089552,0.30986752,0.82697075,0.00041964,0.36361626
-4.83541771,1.55778612,0.29562862,0.20684875,0.00031497,0.20852565,0.29451082,0.79376161,0.00040781,0.34301886
-4.82941471,1.47701036,0.28069488,0.19392983,0.00030528,0.19610396,0.27899009,0.75806956,0.00039430,0.32227429
-4.82341171,1.39447754,0.26549981,0.18109954,0.00029435,0.18382128,0.26356129,0.72036276,0.00037928,0.30171205
-4.81740870,1.31131807,0.25027216,0.16853304,0.00028230,0.17185644,0.24846637,0.68112060,0.00036290,0.28164122
-4.81140570,1.22860755,0.23522758,0.15639085,0.00026927,0.16037159,0.23392674,0.64082319,0.00034538,0.26234270
-4.80540270,1.14734337,0.22056372,0.14481556,0.00025543,0.14950843,0.22013760,0.59994147,0.00032690,0.24406290
-4.79939970,1.06842545,0.20645631,0.13392920,0.00024095,0.13938519,0.20726347,0.55892833,0.00030770,0.22700890
-4.79339670,0.99264117,0.19305604,0.12383164,0.00022602,0.13009467,0.19543489,0.51821063,0.00028800,0.21134530
-4.78739370,0.92065484,0.18048647,0.11459972,0.00021080,0.12170313,0.18474631,0.47818254,0.00026803,0.19719260
-4.78139070,0.85300143,0.16884284,0.10628730,0.00019550,0.11425020,0.17525528,0.43920006,0.00024801,0.18462706
-4.77538769,0.79008451,0.15819180,0.09892593,0.00018028,0.10774951,0.16698278,0.40157678,0.00022814,0.17368203
-4.76938469,0.73217803,0.14857196,0.09252615,0.00016533,0.10219017,0.15991472,0.36558106,0.00020864,0.16435042
-4.76338169,0.67943158,0.13999530,0.08707932,0.00015079,0.09753885,0.15400439,0.33143442,0.00018968,0.15658826
-4.75737869,0.63187866,0.13244910,0.08255980,0.00013683,0.09374246,0.14917589,0.29931118,0.00017142,0.15031904
-4.75137569,0.58944738,0.12589858,0.07892735,0.00012358,0.09073112,0.14532816,0.26933931,0.00015402,0.14543870
-4.74537269,0.55197321,0.12028981,0.07612968,0.00011115,0.08842155,0.14233969,0.24160234,0.00013758,0.14182092
-4.73936968,0.51921302,0.11555309,0.07410509,0.00009967,0.08672053,0.14007355,0.21614219,0.00012221,0.13932266
-4.73336668,0.49086004,0.11160635,0.07278490,0.00008922,0.08552837,0.13838268,0.19296282,0.00010798,0.13778962
-4.72736368,0.46655906,0.10835872,0.07209582,0.00007989,0.08474239,0.13711516,0.17203455,0.00009493,0.13706153
-4.72136068,0.44592150,0.10571397,0.07196213,0.00007175,0.08426013,0.13611936,0.15329882,0.00008311,0.13697700
-4.71535768,0.42853976,0.10357379,0.07230747,0.00006486,0.08398232,0.13524882,0.13667323,0.00007251,0.13737799
-4.70935468,0.41400064,0.10184081,0.07305644,0.00005928,0.08381548,0.13436657,0.12205673,0.00006315,0.13811359
-4.70335168,0.40189724,0.10042121,0.07413587,0.00005505,0.08367412,0.13334899,0.10933474,0.00005500,0.13904317
-4.69734867,0.39183931,0.09922703,0.07547574,0.00005223,0.08348248,0.13208887,0.09838409,0.00004804,0.14003886
-4.69134567,0.38346185,0.09817789,0.07700985,0.00005087,0.08317578,0.13049779,0.08907764,0.00004224,0.14098723
-4.68534267,0.37643172,0.09720236,0.07867625,0.00005101,0.08270102,0.12850761,0.08128837,0.00003756,0.14179035
-4.67933967,0.37045247,0.09623880,0.08041743,0.00005270,0.08201725,0.12607119,0.07489312,0.00003396,0.14236621
-4.67333667,0.36526735,0.09523575,0.08218038,0.00005600,0.08109548,0.12316234,0.06977560,0.00003142,0.14264849
-4.66733367,0.36066064,0.09415195,0.08391651,0.00006094,0.07991812,0.11977491,0.06582892,0.00002990,0.14258596
-4.66133067,0.35645765,0.09295598,0.08558153,0.00006758,0.07847817,0.11592138,0.06295748,0.00002937,0.14214136
-4.65532766,0.35252344,0.09162567,0.08713537,0.00007597,0.07677806,0.11163076,0.06107837,0.00002982,0.14129014
-4.64932466,0.34876067,0.09014724,0.08854211,0.00008614,0.07482841,0.10694612,0.06012215,0.00003122,0.14001894
-4.64332166,0.34510683,0.08851434,0.08976995,0.00009812,0.07264655,0.10192182,0.06003330,0.00003358,0.13832407
