energy_ev,total_up,B_p_up,B_d_up,S_s_up,S_p_up,Y_p_up,Y_d_up
-6.00000000,0.66494148,0.00689100,0.00000000,0.01681770,0.26926836,0.14984181,0.17810731
-5.99399700,0.60344562,0.00617142,0.00000000,0.01538365,0.24480390,0.13478531,0.16174155
-5.98799400,0.54516903,0.00549372,0.00000000,0.01400666,0.22162542,0.12059537,0.14621801
-5.98199100,0.49040367,0.00486166,0.00000000,0.01269556,0.19983006,0.10733465,0.13161546
-5.97598799,0.43936571,0.00427807,0.00000000,0.01145725,0.17948954,0.09504798,0.11799290
-5.96998499,0.39219988,0.00374489,0.00000000,0.01029674,0.16065118,0.08376296,0.10539057
-5.96398199,0.34898614,0.00326326,0.00000000,0.00921729,0.14333992,0.07349105,0.09383156
-5.95797899,0.30974828,0.00283357,0.00000000,0.00822055,0.12756109,0.06422934,0.08332406
-5.95197599,0.27446372,0.00245561,0.00000000,0.00730682,0.11330365,0.05596259,0.07386380
-5.94597299,0.24307413,0.00212872,0.00000000,0.00647519,0.10054382,0.04866563,0.06543685
-5.93996998,0.21549602,0.00185191,0.00000000,0.00572384,0.08924876,0.04230575,0.05802234
-5.93396698,0.19163108,0.00162398,0.00000000,0.00505028,0.07938021,0.03684523,0.05159520
-5.92796398,0.17137567,0.00144372,0.00000000,0.00445149,0.07089792,0.03224361,0.04612868
-5.92196098,0.15462925,0.00130996,0.00000000,0.00392422,0.06376266,0.02845985,0.04159653
-5.91595798,0.14130134,0.00122173,0.00000000,0.00346508,0.05793883,0.02545416,0.03797488
-5.90995498,0.13131704,0.00117831,0.00000000,0.00307078,0.05339647,0.02318945,0.03524369
-5.90395198,0.12462074,0.00117932,0.00000000,0.00273816,0.05011275,0.02163249,0.03338775
-5.89794897,0.12117831,0.00122471,0.00000000,0.00246438,0.04807282,0.02075462,0.03239730
-5.89194597,0.12097748,0.00131480,0.00000000,0.00224688,0.04727007,0.02053208,0.03226805
-5.88594297,0.12402670,0.00145025,0.00000000,0.00208353,0.04770583,0.02094597,0.03300098
-5.87993997,0.13035248,0.00163201,0.00000000,0.00197253,0.04938848,0.02198188,0.03460156
-5.87393697,0.13999537,0.00186122,0.00000000,0.00191249,0.05233209,0.02362923,0.03707872
-5.86793397,0.15300479,0.00213917,0.00000000,0.00190235,0.05655461,0.02588027,0.04044344
-5.86193097,0.16943283,0.00246712,0.00000000,0.00194137,0.06207562,0.02872901,0.04470715
-5.85592796,0.18932728,0.00284621,0.00000000,0.00202901,0.06891384,0.03216985,0.04987985
-5.84992496,0.21272414,0.00327730,0.00000000,0.00216492,0.07708432,0.03619625,0.05596815
-5.84392196,0.23963976,0.00376083,0.00000000,0.00234882,0.08659557,0.04079929,0.06297319
-5.83791896,0.27006302,0.00429668,0.00000000,0.00258040,0.09744651,0.04596629,0.07088862
-5.83191596,0.30394763,0.00488400,0.00000000,0.00285924,0.10962358,0.05167950,0.07969862
-5.82591296,0.34120503,0.00552113,0.00000000,0.00318470,0.12309794,0.05791496,0.08937605
-5.81990995,0.38169797,0.00620543,0.00000000,0.00355582,0.13782287,0.06464156,0.09988091
-5.81390695,0.42523519,0.00693324,0.00000000,0.00397120,0.15373162,0.07182029,0.11115899
-5.80790395,0.47156732,0.00769983,0.00000000,0.00442895,0.17073566,0.07940381,0.12314096
-5.80190095,0.52038434,0.00849932,0.00000000,0.00492658,0.18872344,0.08733631,0.13574185
-5.79589795,0.57131464,0.00932478,0.00000000,0.00546091,0.20755988,0.09555367,0.14886096
-5.78989495,0.62392598,0.01016819,0.00000000,0.00602808,0.22708647,0.10398398,0.16238233
-5.78389195,0.67772836,0.01102064,0.00000000,0.00662345,0.24712214,0.11254835,0.17617565
-5.77788894,0.73217887,0.01187234,0.00000000,0.00724165,0.26746494,0.12116199,0.19009772
-5.77188594,0.78668843,0.01271290,0.00000000,0.00787654,0.28789443,0.12973567,0.20399442
-5.76588294,0.84063048,0.01353145,0.00000000,0.00852130,0.30817489,0.13817729,0.21770307
-5.75987994,0.89335136,0.01431690,0.00000000,0.00916849,0.32805918,0.14639371,0.23105530
-5.75387694,0.94418219,0.01505817,0.00000000,0.00981017,0.34729327,0.15429273,0.24388017
-5.74787394,0.99245206,0.01574443,0.00000000,0.01043797,0.36562122,0.16178510,0.25600765
-5.74187094,1.03750205,0.01636539,0.00000000,0.01104333,0.38279066,0.16878659,0.26727223
-5.73586793,1.07869985,0.01691153,0.00000000,0.01161759,0.39855839,0.17521995,0.27751658
-5.72986493,1.11545452,0.01737431,0.00000000,0.01215226,0.41269615,0.18101685,0.28659523
-5.72386193,1.14723082,0.01774642,0.00000000,0.01263917,0.42499621,0.18611950,0.29437808
