energy_ev,total_up,Cd_p_up,Cd_d_up,Ge_p_up,Ge_d_up,S_s_up,S_p_up
-6.00000000,1.07454692,0.22014783,0.15582523,0.10426580,0.00000000,0.04073464,0.29666170
-5.99399700,1.12873270,0.22915189,0.15883637,0.11264569,0.00000000,0.04402989,0.30087124
-5.98799400,1.18289031,0.23814854,0.16187542,0.12097801,0.00000000,0.04757368,0.30488851
-5.98199100,1.23639591,0.24703240,0.16491083,0.12915766,0.00000000,0.05138212,0.30864753
-5.97598799,1.28861737,0.25569466,0.16790791,0.13707975,0.00000000,0.05547451,0.31207617
-5.96998499,1.33893528,0.26402699,0.17083001,0.14464318,0.00000000,0.05987386,0.31509945
-5.96398199,1.38676495,0.27192568,0.17363976,0.15175427,0.00000000,0.06460732,0.31764319
-5.95797899,1.43157801,0.27929585,0.17630050,0.15833038,0.00000000,0.06970625,0.31963761
-5.95197599,1.47292235,0.28605531,0.17877754,0.16430321,0.00000000,0.07520610,0.32102088
-5.94597299,1.51043944,0.29213811,0.18103931,0.16962173,0.00000000,0.08114577,0.32174218
-5.93996998,1.54387762,0.29749725,0.18305825,0.17425448,0.00000000,0.08756671,0.32176416
-5.93396698,1.57310089,0.30210668,0.18481151,0.17819110,0.00000000,0.09451142,0.32106470
-5.92796398,1.59809235,0.30596221,0.18628121,0.18144305,0.00000000,0.10202159,0.31963784
-5.92196098,1.61895200,0.30908152,0.18745455,0.18404330,0.00000000,0.11013581,0.31749387
-5.91595798,1.63588909,0.31150297,0.18832354,0.18604508,0.00000000,0.11888689,0.31465857
-5.90995498,1.64920911,0.31328348,0.18888452,0.18751967,0.00000000,0.12829894,0.31117177
-5.90395198,1.65929619,0.31449555,0.18913757,0.18855331,0.00000000,0.13838431,0.30708528
-5.89794897,1.66659176,0.31522345,0.18908573,0.18924326,0.00000000,0.14914053,0.30246036
-5.89194597,1.67157046,0.31555889,0.18873424,0.18969342,0.00000000,0.16054740,0.29736492
-5.88594297,1.67471471,0.31559637,0.18808982,0.19000933,0.00000000,0.17256450,0.29187063
-5.87993997,1.67648911,0.31542843,0.18715996,0.19029320,0.00000000,0.18512913,0.28605005
-5.87393697,1.67731594,0.31514099,0.18595247,0.19063890,0.00000000,0.19815505,0.27997404
-5.86793397,1.67755317,0.31480913,0.18447503,0.19112726,0.00000000,0.21153197,0.27370946
-5.86193097,1.67747588,0.31449334,0.18273504,0.19182197,0.00000000,0.22512605,0.26731731
-5.85592796,1.67726210,0.31423655,0.18073956,0.19276621,0.00000000,0.23878143,0.26085137
-5.84992496,1.67698367,0.31406208,0.17849538,0.19398023,0.00000000,0.25232276,0.25435730
-5.84392196,1.67660264,0.31397242,0.17600926,0.19545993,0.00000000,0.26555881,0.24787231
-5.83791896,1.67597305,0.31394912,0.17328819,0.19717662,0.00000000,0.27828689,0.24142519
-5.83191596,1.67484832,0.31395359,0.17033972,0.19907794,0.00000000,0.29029821,0.23503680
-5.82591296,1.67289344,0.31392884,0.16717232,0.20108985,0.00000000,0.30138366,0.22872090
-5.81990995,1.66970164,0.31380211,0.16379560,0.20311965,0.00000000,0.31134005,0.22248518
-5.81390695,1.66481441,0.31348818,0.16022068,0.20505989,0.00000000,0.31997642,0.21633252
-5.80790395,1.65774420,0.31289322,0.15646029,0.20679296,0.00000000,0.32712010,0.21026236
-5.80190095,1.64799844,0.31191910,0.15252898,0.20819613,0.00000000,0.33262246,0.20427211
-5.79589795,1.63510402,0.31046783,0.14844316,0.20914682,0.00000000,0.33636381,0.19835860
-5.78989495,1.61863104,0.30844607,0.14422117,0.20952792,0.00000000,0.33825745,0.19251948
-5.78389195,1.59821481,0.30576952,0.13988330,0.20923275,0.00000000,0.33825261,0.18675461
-5.77788894,1.57357538,0.30236690,0.13545175,0.20816960,0.00000000,0.33633618,0.18106736
-5.77188594,1.54453362,0.29818355,0.13095075,0.20626561,0.00000000,0.33253311,0.17546591
-5.76588294,1.51102351,0.29318441,0.12640655,0.20346977,0.00000000,0.32690561,0.16996438
-5.75987994,1.47310021,0.28735631,0.12184752,0.19975497,0.00000000,0.31955114,0.16458399
-5.75387694,1.43094362,0.28070951,0.11730432,0.19511909,0.00000000,0.31059923,0.15935404
-5.74787394,1.38485767,0.27327850,0.11281003,0.18958500,0.00000000,0.30020758,0.15431288
-5.74187094,1.33526538,0.26512195,0.10840037,0.18319964,0.00000000,0.28855728,0.14950859
-5.73586793,1.28270003,0.25632192,0.10411379,0.17603210,0.00000000,0.27584774,0.14499966
-5.72986493,1.22779307,0.24698238,0.09999169,0.16817096,0.00000000,0.26229130,0.14085528
-5.72386193,1.17125918,0.23722703,0.09607838,0.15972105,0.00000000,0.24810792,0.13715548
-5.71785893,1.11387914,0.22719658,0.09242104,0.15079959,0.00000000,0.23352012,0.13399085
-5.71185593,1.05648120,0.21704552,0.08906947,0.14153223,0.00000000,0.21874830,0.13146189
-5.70585293,0.99992158,0.20693858,0.08607564,0.13204885,0.00000000,0.20400671,0.12967793
-5.69984992,0.94506468,0.19704682,0.08349308,0.12247949,0.00000000,0.18949999,0.12875551
-5.69384692,0.89276352,0.18754368,0.08137594,0.11295059,0.00000000,0.17542056,0.12881632
-5.68784392,0.84384100,0.17860082,0.07977788,0.10358152,0.00000000,0.16194670,0.12998455
-5.68184092,0.79907225,0.17038411,0.07875072,0.09448162,0.00000000,0.14924128,0.13238370
-5.67583792,0.75916851,0.16304962,0.07834285,0.08574786,0.00000000,0.13745127,0.13613304
-5.66983492,0.72476264,0.15673989,0.07859751,0.07746306,0.00000000,0.12670759,0.14134353
-5.66383192,0.69639664,0.15158044,0.07955097,0.06969476,0.00000000,0.11712559,0.14811352
-5.65782891,0.67451112,0.14767657,0.08123058,0.06249469,0.00000000,0.10880565,0.15652424
-5.65182591,0.65943691,0.14511060,0.08365303,0.05589884,0.00000000,0.10183398,0.16663530
-5.64582291,0.65138884,0.14393961,0.08682256,0.04992800,0.00000000,0.09628350,0.17848032
-5.63981991,0.65046172,0.14419359,0.09072951,0.04458879,0.00000000,0.09221458,0.19206293
-5.63381691,0.65662854,0.14587428,0.09534913,0.03987497,0.00000000,0.08967559,0.20735324
-5.62781391,0.66974099,0.14895456,0.10064080,0.03576909,0.00000000,0.08870331,0.22428519
-5.62181091,0.68953216,0.15337851,0.10654771,0.03224425,0.00000000,0.08932298,0.24275467
-5.61580790,0.71562161,0.15906219,0.11299708,0.02926602,0.00000000,0.09154814,0.26261880
-5.60980490,0.74752270,0.16589513,0.11990086,0.02679429,0.00000000,0.09538020,0.28369647
-5.60380190,0.78465207,0.17374245,0.12715715,0.02478517,0.00000000,0.10080791,0.30577006
-5.59779890,0.82634142,0.18244781,0.13465202,0.02319270,0.00000000,0.10780659,0.32858864
-5.59179590,0.87185121,0.19183688,0.14226195,0.02197046,0.00000000,0.11633750,0.35187241
-5.58579290,0.92038627,0.20172144,0.14985666,0.02107296,0.00000000,0.12634726,0.37531848
-5.57978989,0.97111301,0.21190399,0.15730234,0.02045686,0.00000000,0.13776746,0.39860773
-5.57378689,1.02317783,0.22218263,0.16446510,0.02008194,0.00000000,0.15051468,0.42141264
-5.56778389,1.07572654,0.23235627,0.17121458,0.01991184,0.00000000,0.16449082,0.44340589
-5.56178089,1.12792408,0.24222981,0.17742749,0.01991457,0.00000000,0.17958406,0.46426936
-5.55577789,1.17897427,0.25161929,0.18299106,0.02006281,0.00000000,0.19567027,0.48370325
-5.54977489,1.22813884,0.26035669,0.18780616,0.02033400,0.00000000,0.21261502,0.50143511
-5.54377189,1.27475535,0.26829433,0.19179007,0.02071018,0.00000000,0.23027610,0.51722823
-5.53776888,1.31825329,0.27530863,0.19487869,0.02117771,0.00000000,0.24850659,0.53088929
-5.53176588,1.35816789,0.28130312,0.19702816,0.02172683,0.00000000,0.26715823,0.54227480
-5.52576288,1.39415118,0.28621064,0.19821590,0.02235105,0.00000000,0.28608510,0.55129617
-5.51975988,1.42597975,0.28999451,0.19844088,0.02304644,0.00000000,0.30514739,0.55792310
-5.51375688,1.45355894,0.29264883,0.19772330,0.02381095,0.00000000,0.32421504,0.56218520
-5.50775388,1.47692330,0.29419769,0.19610356,0.02464352,0.00000000,0.34317119,0.56417169
-5.50175088,1.49623293,0.29469351,0.19364071,0.02554335,0.00000000,0.36191505,0.56402921
-5.49574787,1.51176606,0.29421447,0.19041030,0.02650912,0.00000000,0.38036425,0.56195759
-5.48974487,1.52390762,0.29286119,0.18650187,0.02753830,0.00000000,0.39845625,0.55820400
-5.48374187,1.53313439,0.29075274,0.18201612,0.02862653,0.00000000,0.41614891,0.55305532
-5.47773887,1.53999684,0.28802217,0.17706179,0.02976715,0.00000000,0.43341997,0.54682917
-5.47173587,1.54509835,0.28481179,0.17175251,0.03095088,0.00000000,0.45026551,0.53986379
-5.46573287,1.54907233,0.28126818,0.16620363,0.03216565,0.00000000,0.46669737,0.53250713
-5.45972986,1.55255795,0.27753730,0.16052913,0.03339658,0.00000000,0.48273956,0.52510549
-5.45372686,1.55617526,0.27375979,0.15483869,0.03462613,0.00000000,0.49842389,0.51799210
-5.44772386,1.56050059,0.27006653,0.14923505,0.03583450,0.00000000,0.51378493,0.51147605
-5.44172086,1.56604295,0.26657476,0.14381170,0.03700003,0.00000000,0.52885455,0.50583188
-5.43571786,1.57322246,0.26338470,0.13865083,0.03809985,0.00000000,0.54365632,0.50129031
-5.42971486,1.58235151,0.26057688,0.13382183,0.03911056,0.00000000,0.55820004,0.49803039
-5.42371186,1.59361948,0.25821017,0.12938004,0.04000901,0.00000000,0.57247675,0.49617338
-5.41770885,1.60708170,0.25632066,0.12536611,0.04077310,0.00000000,0.58645442,0.49577864
-5.41170585,1.62265321,0.25492126,0.12180563,0.04138254,0.00000000,0.60007470,0.49684167
-5.40570285,1.64010773,0.25400213,0.11870931,0.04181961,0.00000000,0.61325091,0.49929445
-5.39969985,1.65908202,0.25353192,0.11607353,0.04206984,0.00000000,0.62586749,0.50300813
-5.39369685,1.67908582,0.25345972,0.11388131,0.04212254,0.00000000,0.63778095,0.50779797
-5.38769385,1.69951697,0.25371767,0.11210359,0.04197121,0.00000000,0.64882255,0.51343045
-5.38169085,1.71968151,0.25422417,0.11070094,0.04161386,0.00000000,0.65880248,0.51963224
-5.37568784,1.73881803,0.25488765,0.10962547,0.04105312,0.00000000,0.66751554,0.52610084
-5.36968484,1.75612548,0.25561057,0.10882300,0.04029618,0.00000000,0.67474817,0.53251641
-5.36368184,1.77079353,0.25629385,0.10823539,0.03935462,0.00000000,0.68028639,0.53855448
-5.35767884,1.78203420,0.25684120,0.10780301,0.03824409,0.00000000,0.68392459,0.54389887
-5.35167584,1.78911369,0.25716362,0.10746713,0.03698387,0.00000000,0.68547452,0.54825454
-5.34567284,1.79138303,0.25718349,0.10717238,0.03559635,0.00000000,0.68477425,0.55135975
-5.33966983,1.78830631,0.25683845,0.10686895,0.03410640,0.00000000,0.68169659,0.55299704
-5.33366683,1.77948547,0.25608466,0.10651461,0.03254079,0.00000000,0.67615658,0.55300265
-5.32766383,1.76468024,0.25489956,0.10607650,0.03092748,0.00000000,0.66811770,0.55127404
-5.32166083,1.74382285,0.25328368,0.10553244,0.02929504,0.00000000,0.65759640,0.54777501
-5.31565783,1.71702641,0.25126182,0.10487193,0.02767202,0.00000000,0.64466468,0.54253862
-5.30965483,1.68458692,0.24888319,0.10409666,0.02608647,0.00000000,0.62945068,0.53566732
-5.30365183,1.64697870,0.24622069,0.10322053,0.02456543,0.00000000,0.61213696,0.52733077
-5.29764882,1.60484341,0.24336930,0.10226924,0.02313459,0.00000000,0.59295674,0.51776117
-5.29164582,1.55897324,0.24044366,0.10127946,0.02181801,0.00000000,0.57218802,0.50724644
