energy_ev,total_up,total_down,C_s_up,C_s_down,C_p_up,C_p_down,Ca_p_up,Ca_p_down,Ca_d_up,Ca_d_down,Co_p_up,Co_p_down,Co_d_up,Co_d_down,Te_p_up,Te_p_down,Te_d_up,Te_d_down
-6.00000000,2.04297856,-2.04297858,0.00215725,-0.00215725,0.40827216,-0.40827215,0.00748758,-0.00748758,0.00000000,-0.00000000,0.39499982,-0.39499988,1.04034538,-1.04034540,0.63809434,-0.63809432,0.00000000,-0.00000000
-5.99399700,2.05888409,-2.05888412,0.00182788,-0.00182788,0.40631046,-0.40631045,0.00766094,-0.00766094,0.00000000,-0.00000000,0.40499711,-0.40499717,1.04612085,-1.04612087,0.64992119,-0.64992117,0.00000000,-0.00000000
-5.98799400,2.07815019,-2.07815021,0.00155063,-0.00155063,0.40544901,-0.40544900,0.00783974,-0.00783974,0.00000000,-0.00000000,0.41636606,-0.41636612,1.05299372,-1.05299374,0.66251868,-0.66251865,0.00000000,-0.00000000
-5.98199100,2.10139118,-2.10139121,0.00131939,-0.00131939,0.40619675,-0.40619674,0.00801870,-0.00801870,0.00000000,-0.00000000,0.42918127,-0.42918133,1.06167172,-1.06167175,0.67550558,-0.67550555,0.00000000,-0.00000000
-5.97598799,2.12932885,-2.12932888,0.00112830,-0.00112830,0.40907136,-0.40907136,0.00819312,-0.00819312,0.00000000,-0.00000000,0.44354013,-0.44354019,1.07290685,-1.07290687,0.68855256,-0.68855254,0.00000000,-0.00000000
-5.96998499,2.16276507,-2.16276510,0.00097187,-0.00097187,0.41458325,-0.41458325,0.00835896,-0.00835896,0.00000000,-0.00000000,0.45956023,-0.45956030,1.08747022,-1.08747025,0.70138932,-0.70138930,0.00000000,-0.00000000
-5.96398199,2.20254629,-2.20254633,0.00084502,-0.00084502,0.42321858,-0.42321859,0.00851296,-0.00851296,0.00000000,-0.00000000,0.47737483,-0.47737490,1.10612366,-1.10612369,0.71380807,-0.71380805,0.00000000,-0.00000000
-5.95797899,2.24952104,-2.24952107,0.00074316,-0.00074316,0.43542180,-0.43542180,0.00865263,-0.00865263,0.00000000,-0.00000000,0.49712643,-0.49712650,1.12958882,-1.12958885,0.72566336,-0.72566333,0.00000000,-0.00000000
-5.95197599,2.30449209,-2.30449213,0.00066219,-0.00066219,0.45157831,-0.45157832,0.00877623,-0.00877623,0.00000000,-0.00000000,0.51895889,-0.51895896,1.15851500,-1.15851503,0.73686843,-0.73686840,0.00000000,-0.00000000
-5.94597299,2.36816566,-2.36816570,0.00059850,-0.00059850,0.47199795,-0.47199796,0.00888274,-0.00888274,0.00000000,-0.00000000,0.54300854,-0.54300861,1.19344676,-1.19344680,0.74738859,-0.74738856,0.00000000,-0.00000000
-5.93996998,2.44109980,-2.44109984,0.00054896,-0.00054896,0.49689972,-0.49689974,0.00897173,-0.00897173,0.00000000,-0.00000000,0.56939470,-0.56939477,1.23479275,-1.23479280,0.75723207,-0.75723204,0.00000000,-0.00000000
-5.93396698,2.52365486,-2.52365491,0.00051088,-0.00051088,0.52639868,-0.52639870,0.00904327,-0.00904327,0.00000000,-0.00000000,0.59821031,-0.59821038,1.28279711,-1.28279716,0.76643912,-0.76643909,0.00000000,-0.00000000
-5.92796398,2.61594874,-2.61594880,0.00048197,-0.00048197,0.56049537,-0.56049539,0.00909777,-0.00909777,0.00000000,-0.00000000,0.62951333,-0.62951340,1.33751484,-1.33751489,0.77507016,-0.77507013,0.00000000,-0.00000000
-5.92196098,2.71781957,-2.71781963,0.00046031,-0.00046031,0.59906856,-0.59906858,0.00913586,-0.00913586,0.00000000,-0.00000000,0.66331946,-0.66331953,1.39879261,-1.39879266,0.78319379,-0.78319376,0.00000000,-0.00000000
-5.91595798,2.82879859,-2.82879866,0.00044430,-0.00044429,0.64187170,-0.64187172,0.00915824,-0.00915824,0.00000000,-0.00000000,0.69959685,-0.69959692,1.46625620,-1.46625626,0.79087546,-0.79087543,0.00000000,-0.00000000
-5.90995498,2.94809519,-2.94809525,0.00043260,-0.00043260,0.68853346,-0.68853349,0.00916555,-0.00916555,0.00000000,-0.00000000,0.73826332,-0.73826339,1.53930568,-1.53930574,0.79816769,-0.79816766,0.00000000,-0.00000000
-5.90395198,3.07459593,-3.07459600,0.00042414,-0.00042414,0.73856277,-0.73856280,0.00915826,-0.00915826,0.00000000,-0.00000000,0.77918627,-0.77918634,1.61711911,-1.61711917,0.80510231,-0.80510228,0.00000000,-0.00000000
-5.89794897,3.20687859,-3.20687866,0.00041801,-0.00041801,0.79135822,-0.79135824,0.00913662,-0.00913662,0.00000000,-0.00000000,0.82218577,-0.82218584,1.69866519,-1.69866525,0.81168535,-0.81168532,0.00000000,-0.00000000
-5.89194597,3.34324139,-3.34324146,0.00041349,-0.00041349,0.84622194,-0.84622196,0.00910061,-0.00910061,0.00000000,-0.00000000,0.86704057,-0.86704063,1.78272504,-1.78272510,0.81789483,-0.81789480,0.00000000,-0.00000000
