energy_ev,total_up,C_s_up,C_p_up,Hg_p_up,Hg_d_up,Mg_p_up,Mg_d_up,S_s_up,S_p_up
-6.00000000,2.13867924,0.04191108,0.07703098,0.43839955,0.56701879,0.82730858,0.00000000,0.09442204,0.87087607
-5.99399700,2.04295037,0.03899636,0.07528950,0.41948032,0.54170650,0.78171343,0.00000000,0.09185680,0.82953937
-5.98799400,1.94289226,0.03607698,0.07351457,0.40029509,0.51521839,0.73508866,0.00000000,0.08882702,0.78639604
-5.98199100,1.84003913,0.03318320,0.07174110,0.38110646,0.48798710,0.68812497,0.00000000,0.08539315,0.74206737
-5.97598799,1.73587888,0.03034434,0.06999811,0.36215513,0.46042888,0.64146930,0.00000000,0.08162277,0.69716083
-5.96998499,1.63181523,0.02758804,0.06830780,0.34365293,0.43293343,0.59571065,0.00000000,0.07758886,0.65225414
-5.96398199,1.52913617,0.02493959,0.06668508,0.32577755,0.40585557,0.55136914,0.00000000,0.07336792,0.60788160
-5.95797899,1.42898942,0.02242147,0.06513738,0.30866928,0.37950906,0.50888870,0.00000000,0.06903816,0.56452305
-5.95197599,1.33236557,0.02005290,0.06366494,0.29242955,0.35416254,0.46863311,0.00000000,0.06467772,0.52259584
-5.94597299,1.24008878,0.01784969,0.06226149,0.27712158,0.33003768,0.43088551,0.00000000,0.06036300,0.48244982
-5.93996998,1.15281475,0.01582410,0.06091511,0.26277259,0.30730918,0.39585083,0.00000000,0.05616719,0.44436525
-5.93396698,1.07103522,0.01398492,0.05960954,0.24937753,0.28610666,0.36366080,0.00000000,0.05215896,0.40855348
-5.92796398,0.99508797,0.01233756,0.05832542,0.23690403,0.26651789,0.33438100,0.00000000,0.04840138,0.37516004
-5.92196098,0.92517126,0.01088436,0.05704183,0.22529802,0.24859319,0.30801925,0.00000000,0.04495105,0.34426972
-5.91595798,0.86136117,0.00962485,0.05573771,0.21448990,0.23235044,0.28453490,0.00000000,0.04185741,0.31591312
-5.90995498,0.80363075,0.00855611,0.05439323,0.20440065,0.21778054,0.26384829,0.00000000,0.03916229,0.29007422
-5.90395198,0.75186949,0.00767311,0.05299101,0.19494771,0.20485278,0.24584997,0.00000000,0.03689955,0.26669841
-5.89794897,0.70590211,0.00696909,0.05151717,0.18605024,0.19351988,0.23040906,0.00000000,0.03509497,0.24570059
-5.89194597,0.66550565,0.00643588,0.04996208,0.17763358,0.18372248,0.21738072,0.00000000,0.03376607,0.22697285
-5.88594297,0.63042410,0.00606417,0.04832084,0.16963268,0.17539287,0.20661208,0.00000000,0.03292222,0.21039149
-5.87993997,0.60038023,0.00584381,0.04659350,0.16199447,0.16845783,0.19794691,0.00000000,0.03256461,0.19582308
-5.87393697,0.57508426,0.00576398,0.04478498,0.15467918,0.16284063,0.19122876,0.00000000,0.03268645,0.18312949
-5.86793397,0.55423963,0.00581335,0.04290471,0.14766056,0.15846212,0.18630272,0.00000000,0.03327306,0.17217172
-5.86193097,0.53754598,0.00598022,0.04096610,0.14092520,0.15524116,0.18301617,0.00000000,0.03430214,0.16281270
-5.85592796,0.52469992,0.00625261,0.03898580,0.13447112,0.15309441,0.18121840,0.00000000,0.03574399,0.15491912
-5.84992496,0.51539426,0.00661831,0.03698285,0.12830576,0.15193581,0.18075977,0.00000000,0.03756194,0.14836238
-5.84392196,0.50931617,0.00706499,0.03497775,0.12244363,0.15167579,0.18149054,0.00000000,0.03971275,0.14301893
-5.83791896,0.50614528,0.00758020,0.03299158,0.11690386,0.15222061,0.18325961,0.00000000,0.04214728,0.13877027
-5.83191596,0.50555219,0.00815154,0.03104509,0.11170771,0.15347190,0.18591365,0.00000000,0.04481118,0.13550261
-5.82591296,0.50719799,0.00876668,0.02915797,0.10687648,0.15532664,0.18929668,0.00000000,0.04764586,0.13310670
-5.81990995,0.51073529,0.00941356,0.02734817,0.10242963,0.15767757,0.19325042,0.00000000,0.05058957,0.13147765
-5.81390695,0.51581107,0.01008051,0.02563143,0.09838354,0.16041432,0.19761542,0.00000000,0.05357865,0.13051517
-5.80790395,0.52207132,0.01075644,0.02402099,0.09475068,0.16342502,0.20223299,0.00000000,0.05654894,0.13012410
-5.80190095,0.52916745,0.01143106,0.02252741,0.09153944,0.16659854,0.20694801,0.00000000,0.05943732,0.13021531
-5.79589795,0.53676428,0.01209507,0.02115866,0.08875439,0.16982714,0.21161240,0.00000000,0.06218324,0.13070702
-5.78989495,0.54454902,0.01274041,0.01992026,0.08639710,0.17300946,0.21608905,0.00000000,0.06473038,0.13152632
-5.78389195,0.55224083,0.01336041,0.01881566,0.08446720,0.17605358,0.22025616,0.00000000,0.06702814,0.13261091
-5.77788894,0.55960036,0.01395000,0.01784659,0.08296384,0.17888002,0.22401149,0.00000000,0.06903308,0.13391095
-5.77188594,0.56643848,0.01450578,0.01701361,0.08188714,0.18142450,0.22727653,0.00000000,0.07071009,0.13539071
-5.76588294,0.57262384,0.01502614,0.01631665,0.08123981,0.18364012,0.23000013,0.00000000,0.07203336,0.13703010
-5.75987994,0.57808849,0.01551119,0.01575551,0.08102855,0.18549894,0.23216146,0.00000000,0.07298701,0.13882582
-5.75387694,0.58283129,0.01596270,0.01533044,0.08126534,0.18699277,0.23377220,0.00000000,0.07356537,0.14079210
-5.74787394,0.58691877,0.01638394,0.01504260,0.08196847,0.18813309,0.23487762,0.00000000,0.07377284,0.14296089
-5.74187094,0.59048335,0.01677943,0.01489452,0.08316325,0.18895002,0.23555673,0.00000000,0.07362343,0.14538163
-5.73586793,0.59371905,0.01715464,0.01489044,0.08488248,0.18949050,0.23592133,0.00000000,0.07313987,0.14812036
-5.72986493,0.59687476,0.01751563,0.01503666,0.08716651,0.18981567,0.23611411,0.00000000,0.07235240,0.15125854
-5.72386193,0.60024572,0.01786864,0.01534168,0.09006313,0.18999763,0.23630584,0.00000000,0.07129736,0.15489138
-5.71785893,0.60416349,0.01821966,0.01581640,0.09362719,0.19011575,0.23669192,0.00000000,0.07001548,0.15912590
-5.71185593,0.60898502,0.01857408,0.01647418,0.09792005,0.19025279,0.23748835,0.00000000,0.06855009,0.16407892
-5.70585293,0.61508166,0.01893627,0.01733080,0.10300885,0.19049102,0.23892730,0.00000000,0.06694533,0.16987486
-5.69984992,0.62282832,0.01930927,0.01840438,0.10896579,0.19090856,0.24125262,0.00000000,0.06524442,0.17664378
-5.69384692,0.63259371,0.01969455,0.01971527,0.11586729,0.19157619,0.24471529,0.00000000,0.06348799,0.18451934
-5.68784392,0.64473171,0.02009186,0.02128574,0.12379305,0.19255478,0.24956886,0.00000000,0.06171279,0.19363714
-5.68184092,0.65957444,0.02049920,0.02313973,0.13282517,0.19389350,0.25606522,0.00000000,0.05995052,0.20413304
-5.67583792,0.67742692,0.02091286,0.02530240,0.14304703,0.19562877,0.26445044,0.00000000,0.05822711,0.21614174
-5.66983492,0.69856335,0.02132759,0.02779964,0.15454206,0.19778411,0.27496073,0.00000000,0.05656231,0.22979538
-5.66383192,0.72322478,0.02173690,0.03065739,0.16739226,0.20037079,0.28781854,0.00000000,0.05496957,0.24522198
