energy_ev,total_up,Mn_p_up,Mn_d_up,Mo_p_up,Mo_d_up,N_s_up,N_p_up,S_s_up,S_p_up
-5.89794897,4.96581954,1.56220565,0.66851588,2.41649331,0.99627281,0.00441792,1.02762812,0.01121991,2.19925085
-5.89194597,4.91490966,1.56564514,0.64803517,2.44181351,0.98162782,0.00437956,1.02542019,0.01064041,2.17617098
-5.88594297,4.85625839,1.56620195,0.62689883,2.46048578,0.96522097,0.00433869,1.02178923,0.01008367,2.14977568
-5.87993997,4.79127537,1.56410741,0.60540388,2.47261290,0.94743963,0.00429496,1.01700298,0.00955279,2.12063326
-5.87393697,4.72139488,1.55960438,0.58384108,2.47839150,0.92867832,0.00424791,1.01133863,0.00905072,2.08931259
-5.86793397,4.64803337,1.55293735,0.56248831,2.47809960,0.90932637,0.00419702,1.00507302,0.00858029,2.05636750
-5.86193097,4.57254919,1.54434330,0.54160454,2.47208289,0.88975615,0.00414174,0.99847290,0.00814421,2.02232268
-5.85592796,4.49620584,1.53404362,0.52142445,2.46073998,0.87031224,0.00408150,0.99178579,0.00774518,1.98766135
-5.84992496,4.42014003,1.52223744,0.50215389,2.44450755,0.85130189,0.00401576,0.98523180,0.00738577,1.95281506
-5.84392196,4.34533562,1.50909652,0.48396640,2.42384572,0.83298737,0.00394403,0.97899665,0.00706850,1.91815589
-5.83791896,4.27260419,1.49476188,0.46700075,2.39922429,0.81558016,0.00386589,0.97322630,0.00679572,1.88399118
-5.83191596,4.20257259,1.47934218,0.45135956,2.37111012,0.79923738,0.00378105,0.96802318,0.00656959,1.85056076
-5.82591296,4.13567759,1.46291388,0.43710903,2.33995619,0.78406033,0.00368932,0.96344432,0.00639198,1.81803677
-5.81990995,4.07216761,1.44552298,0.42427976,2.30619234,0.77009527,0.00359069,0.95950123,0.00626435,1.78652563
-5.81390695,4.01211075,1.42718829,0.41286847,2.27021798,0.75733606,0.00348529,0.95616148,0.00618772,1.75607224
-5.80790395,3.95540877,1.40790591,0.40284068,2.23239678,0.74572868,0.00337341,0.95335189,0.00616249,1.72666590
-5.80190095,3.90181581,1.38765467,0.39413404,2.19305336,0.73517712,0.00325552,0.95096305,0.00618840,1.69824774
-5.79589795,3.85096110,1.36640226,0.38666240,2.15247178,0.72555043,0.00313224,0.94885488,0.00626441,1.67071925
-5.78989495,3.80237460,1.34411182,0.38032023,2.11089593,0.71669052,0.00300435,0.94686306,0.00638865,1.64395171
-5.78389195,3.75551439,1.32074860,0.37498745,2.06853140,0.70842039,0.00287274,0.94480592,0.00655834,1.61779603
-5.77788894,3.70979494,1.29628647,0.37053446,2.02554892,0.70055231,0.00273843,0.94249155,0.00676982,1.59209289
-5.77188594,3.66461542,1.27071414,0.36682721,1.98208894,0.69289593,0.00260250,0.93972496,0.00701848,1.56668281
-5.76588294,3.61938709,1.24404070,0.36373224,1.93826733,0.68526568,0.00246612,0.93631486,0.00729885,1.54141594
-5.75987994,3.57355926,1.21630052,0.36112158,1.89418184,0.67748758,0.00233045,0.93208011,0.00760467,1.51616143
-5.75387694,3.52664317,1.18755722,0.35887739,1.84991925,0.66940512,0.00219670,0.92685552,0.00792898,1.49081617
-5.74787394,3.47823336,1.15790675,0.35689620,1.80556277,0.66088418,0.00206601,0.92049699,0.00826424,1.46531274
-5.74187094,3.42802622,1.12747938,0.35509285,1.76119957,0.65181691,0.00193949,0.91288586,0.00860255,1.43962640
-5.73586793,3.37583532,1.09644073,0.35340376,1.71692810,0.64212455,0.00181819,0.90393252,0.00893578,1.41378102
-5.72986493,3.32160337,1.06499164,0.35178968,1.67286492,0.63175927,0.00170305,0.89357911,0.00925584,1.38785374
-5.72386193,3.26541053,1.03336703,0.35023778,1.62915067,0.62070506,0.00159492,0.88180152,0.00955483,1.36197822
-5.71785893,3.20747898,1.00183377,0.34876301,1.58595494,0.60897761,0.00149454,0.86861041,0.00982532,1.33634638
-5.71185593,3.14817347,0.97068743,0.34740856,1.54347973,0.59662348,0.00140251,0.85405155,0.01006054,1.31120836
-5.70585293,3.08799779,0.94024813,0.34624568,1.50196111,0.58371841,0.00131932,0.83820524,0.01025457,1.28687070
-5.69984992,3.02758715,0.91085554,0.34537248,1.46166908,0.57036499,0.00124532,0.82118495,0.01040251,1.26369253
-5.69384692,2.96769634,0.88286298,0.34491194,1.42290520,0.55668968,0.00118077,0.80313507,0.01050062,1.24207991
-5.68784392,2.90918389,0.85663085,0.34500909,1.38599807,0.54283925,0.00112576,0.78422792,0.01054642,1.22247810
-5.68184092,2.85299237,0.83251943,0.34582746,1.35129671,0.52897682,0.00108031,0.76465993,0.01053876,1.20536207
-5.67583792,2.80012522,0.81088129,0.34754475,1.31916175,0.51527737,0.00104431,0.74464697,0.01047778,1.19122527
-5.66983492,2.75162059,0.79205332,0.35034806,1.28995489,0.50192306,0.00101754,0.72441911,0.01036491,1.18056714
-5.66383192,2.70852294,0.77634875,0.35442861,1.26402680,0.48909824,0.00099971,0.70421465,0.01020276,1.17387943
-5.65782891,2.67185303,0.76404928,0.35997627,1.24170402,0.47698435,0.00099045,0.68427376,0.00999503,1.17163197
-5.65182591,2.64257741,0.75539746,0.36717399,1.22327527,0.46575487,0.00098928,0.66483174,0.00974632,1.17425837
-5.64582291,2.62157833,0.75058978,0.37619240,1.20897780,0.45557045,0.00099571,0.64611217,0.00946194,1.18214192
-5.63981991,2.60962513,0.74977046,0.38718462,1.19898449,0.44657419,0.00100917,0.62832025,0.00914776,1.19560258
-5.63381691,2.60734810,0.75302632,0.40028162,1.19339213,0.43888756,0.00102905,0.61163635,0.00880997,1.21488523
-5.62781391,2.61521593,0.76038278,0.41558813,1.19221168,0.43260671,0.00105475,0.59621028,0.00845490,1.24014973
-5.62181091,2.63351742,0.77180125,0.43317927,1.19536085,0.42779957,0.00108562,0.58215632,0.00808882,1.27146326
-5.61580790,2.66234817,0.78717800,0.45309792,1.20265966,0.42450379,0.00112104,0.56954938,0.00771780,1.30879498
-5.60980490,2.70160280,0.80634446,0.47535288,1.21382903,0.42272542,0.00116042,0.55842235,0.00734758,1.35201337
-5.60380190,2.75097269,0.82906909,0.49991781,1.22849287,0.42243864,0.00120317,0.54876485,0.00698342,1.40088607
-5.59779890,2.80994946,0.85506061,0.52673083,1.24618346,0.42358630,0.00124879,0.54052347,0.00663012,1.45508232
-5.59179590,2.87783374,0.88397267,0.55569477,1.26635015,0.42608140,0.00129680,0.53360346,0.00629191,1.51417758
-5.58579290,2.95374870,0.91540951,0.58667791,1.28837109,0.42980935,0.00134678,0.52787184,0.00597249,1.57766023
-5.57978989,3.03665788,0.94893278,0.61951515,1.31156751,0.43463091,0.00139838,0.52316189,0.00567506,1.64493987
-5.57378689,3.12538632,0.98406899,0.65400943,1.33522022,0.44038572,0.00145131,0.51927875,0.00540236,1.71535692
-5.56778389,3.21864420,1.02031753,0.68993342,1.35858747,0.44689624,0.00150533,0.51600591,0.00515675,1.78819305
-5.56178089,3.31505225,1.05715901,0.72703137,1.38092384,0.45397198,0.00156022,0.51311244,0.00494027,1.86268221
-5.55577789,3.41316789,1.09406373,0.76502111,1.40149919,0.46141383,0.00161580,0.51036054,0.00475471,1.93802187
-5.54977489,3.51151165,1.13050008,0.80359625,1.41961728,0.46901837,0.00167188,0.50751320,0.00460170,2.01338433
-5.54377189,3.60859300,1.16594272,0.84242866,1.43463316,0.47658207,0.00172826,0.50434165,0.00448273,2.08792787
-5.53776888,3.70293542,1.19988052,0.88117122,1.44596907,0.48390526,0.00178469,0.50063233,0.00439919,2.16080783
-5.53176588,3.79310009,1.23182403,0.91946116,1.45312808,0.49079576,0.00184086,0.49619312,0.00435241,2.23118741
-5.52576288,3.87770834,1.26131260,0.95692388,1.45570531,0.49707216,0.00189638,0.49085872,0.00434356,2.29824847
-5.51975988,3.95546244,1.28792095,0.99317750,1.45339635,0.50256674,0.00195076,0.48449482,0.00437371,2.36120227
-5.51375688,4.02516490,1.31126535,1.02783817,1.44600268,0.50712801,0.00200340,0.47700119,0.00444365,2.41930017
-5.50775388,4.08573622,1.33100917,1.06052614,1.43343411,0.51062280,0.00205361,0.46831348,0.00455390,2.47184452
-5.50175088,4.13623097,1.34686794,1.09087253,1.41570827,0.51293805,0.00210059,0.45840377,0.00470452,2.51819941
-5.49574787,4.17585220,1.35861377,1.11852683,1.39294717,0.51398220,0.00214344,0.44727991,0.00489507,2.55780152
-5.48974487,4.20396400,1.36607908,1.14316470,1.36537117,0.51368623,0.00218122,0.43498374,0.00512444,2.59017050
-5.48374187,4.22010191,1.36915953,1.16449606,1.33329058,0.51200437,0.00221293,0.42158833,0.00539080,2.61491887
-5.47773887,4.22398096,1.36781604,1.18227293,1.29709525,0.50891444,0.00223757,0.40719433,0.00569146,2.63176100
-5.47173587,4.21550095,1.36207575,1.19629688,1.25724245,0.50441783,0.00225420,0.39192567,0.00602286,2.64052064
-5.46573287,4.19474846,1.35203185,1.20642552,1.21424363,0.49853916,0.00226193,0.37592480,0.00638047,2.64113674
-5.45972986,4.16199546,1.33784209,1.21257779,1.16865031,0.49132541,0.00225999,0.35934759,0.00675890,2.63366698
-5.45372686,4.11769397,1.31972597,1.21473759,1.12103956,0.48284481,0.00224776,0.34235814,0.00715183,2.61828865
-5.44772386,4.06246665,1.29796048,1.21295560,1.07199970,0.47318518,0.00222483,0.32512377,0.00755222,2.59529669
-5.44172086,3.99709336,1.27287446,1.20734896,1.02211625,0.46245188,0.00219098,0.30781012,0.00795233,2.56509846
-5.43571786,3.92249349,1.24484158,1.19809874,0.97195891,0.45076542,0.00214622,0.29057683,0.00834399,2.52820538
-5.42971486,3.83970473,1.21427215,1.18544525,0.92206958,0.43825858,0.00209081,0.27357361,0.00871873,2.48522143
-5.42371186,3.74985836,1.18160379,1.16968122,0.87295184,0.42507334,0.00202524,0.25693706,0.00906806,2.43682878
-5.41770885,3.65415198,1.14729137,1.15114318,0.82506215,0.41135746,0.00195023,0.24078813,0.00938372,2.38377090
-5.41170585,3.55382038,1.11179638,1.13020129,0.77880275,0.39726098,0.00186671,0.22523035,0.00965788,2.32683376
-5.40570285,3.45010550,1.07557611,1.10724802,0.73451649,0.38293263,0.00177578,0.21034873,0.00988347,2.26682570
-5.39969985,3.34422638,1.03907290,1.08268630,0.69248358,0.36851627,0.00167870,0.19620947,0.01005435,2.20455665
-5.39369685,3.23735036,1.00270401,1.05691743,0.65292018,0.35414755,0.00157681,0.18286019,0.01016552,2.14081762
-5.38769385,3.13056631,0.96685220,1.03032946,0.61597872,0.33995087,0.00147153,0.17033089,0.01021333,2.07636104
-5.38169085,3.02486095,0.93185751,1.00328646,0.58174989,0.32603662,0.00136429,0.15863519,0.01019555,2.01188281
-5.37568784,2.92109909,0.89801049,0.97611904,0.55026599,0.31249906,0.00125649,0.14777214,0.01011146,1.94800674
-5.36968484,2.82000842,0.86554708,0.94911662,0.52150556,0.29941461,0.00114948,0.13772819,0.00996189,1.88527181
-5.36368184,2.72216927,0.83464533,0.92252170,0.49539900,0.28684091,0.00104451,0.12847928,0.00974912,1.82412282
-5.35767884,2.62800977,0.80542402,0.89652619,0.47183484,0.27481639,0.00094269,0.11999308,0.00947684,1.76490472
-5.35167584,2.53780623,0.77794334,0.87127000,0.45066670,0.26336056,0.00084499,0.11223110,0.00914997,1.70786054
-5.34567284,2.45168873,0.75220736,0.84684174,0.43172040,0.25247494,0.00075223,0.10515074,0.00877451,1.65313324
-5.33966983,2.36965147,0.72816832,0.82328147,0.41480122,0.24214455,0.00066505,0.09870710,0.00835730,1.60077089
-5.33366683,2.29156724,0.70573254,0.80058515,0.39970102,0.23233988,0.00058392,0.09285458,0.00790580,1.55073516
-5.32766383,2.21720539,0.68476762,0.77871056,0.38620505,0.22301939,0.00050913,0.08754821,0.00742785,1.50291241
-5.32166083,2.14625229,0.66511062,0.75758432,0.37409829,0.21413219,0.00044085,0.08274470,0.00693139,1.45712698
-5.31565783,2.07833345,0.64657700,0.73710954,0.36317121,0.20562104,0.00037907,0.07840320,0.00642427,1.41315595
-5.30965483,2.01303637,0.62896974,0.71717381,0.35322476,0.19742532,0.00032369,0.07448576,0.00591402,1.37074465
-5.30365183,1.94993300,0.61208854,0.69765710,0.34407464,0.18948409,0.00027447,0.07095765,0.00540766,1.32962238
-5.29764882,1.88860108,0.59573845,0.67843917,0.33555459,0.18173881,0.00023112,0.06778729,0.00491152,1.28951755
-5.29164582,1.82864349,0.57973789,0.65940634,0.32751887,0.17413598,0.00019326,0.06494617,0.00443120,1.25017164
-5.28564282,1.76970505,0.56392551,0.64045720,0.31984376,0.16662926,0.00016047,0.06240850,0.00397141,1.21135166
-5.27963982,1.71148620,0.54816597,0.62150732,0.31242818,0.15918128,0.00013232,0.06015086,0.00353597,1.17286049
-5.27363682,1.65375325,0.53235416,0.60249272,0.30519358,0.15176487,0.00010835,0.05815171,0.00312779,1.13454494
-5.26763382,1.59634523,0.51641803,0.58337212,0.29808294,0.14436388,0.00008811,0.05639096,0.00274891,1.09630143
-5.26163082,1.53917717,0.50031996,0.56412810,0.29105926,0.13697342,0.00007115,0.05484948,0.00240054,1.05807916
-5.25562781,1.48224028,0.48405666,0.54476718,0.28410350,0.12959964,0.00005705,0.05350877,0.00208313,1.01988101
-5.24962481,1.42559916,0.46765780,0.52531902,0.27721221,0.12225910,0.00004544,0.05235059,0.00179647,0.98176229
-5.24362181,1.36938665,0.45118352,0.50583490,0.27039494,0.11497768,0.00003593,0.05135677,0.00153979,0.94382761
-5.23761881,1.31379677,0.43472113,0.48638563,0.26367163,0.10778929,0.00002822,0.05050913,0.00131185,0.90622636
-5.23161581,1.25907630,0.41838100,0.46705913,0.25707011,0.10073423,0.00002201,0.04978952,0.00111106,0.86914696
-5.22561281,1.20551558,0.40229218,0.44795779,0.25062382,0.09385750,0.00001705,0.04917989,0.00093555,0.83281045
-5.21960980,1.15343894,0.38659778,0.42919577,0.24436984,0.08720701,0.00001312,0.04866265,0.00078330,0.79746368
-5.21360680,1.10319529,0.37145036,0.41089632,0.23834732,0.08083179,0.00001003,0.04822093,0.00065219,0.76337239
-5.20760380,1.05514907,0.35700759,0.39318928,0.23259632,0.07478033,0.00000761,0.04783902,0.00054010,0.73081455
-5.20160080,1.00967194,0.34342815,0.37620870,0.22715706,0.06909906,0.00000574,0.04750283,0.00044491,0.70007402
-5.19559780,0.96713518,0.33086816,0.36009063,0.22206951,0.06383096,0.00000429,0.04720033,0.00036462,0.67143470
-5.18959480,0.92790297,0.31947796,0.34497110,0.21737328,0.05901445,0.00000319,0.04692198,0.00029733,0.64517526
-5.18359180,0.89232641,0.30939950,0.33098422,0.21310775,0.05468255,0.00000236,0.04666112,0.00024128,0.62156442
-5.17758879,0.86073829,0.30076399,0.31826038,0.20931221,0.05086213,0.00000173,0.04641424,0.00019488,0.60085671
-5.17158579,0.83344828,0.29369008,0.30692445,0.20602611,0.04757360,0.00000126,0.04618114,0.00015668,0.58328864
-5.16558279,0.81073856,0.28828227,0.29709400,0.20328912,0.04483059,0.00000091,0.04596500,0.00012541,0.56907517
-5.15957979,0.79285961,0.28462953,0.28887755,0.20114102,0.04264000,0.00000066,0.04577223,0.00009994,0.55840646
-5.15357679,0.78002607,0.28280409,0.28237258,0.19962132,0.04100213,0.00000047,0.04561226,0.00007931,0.55144460
-5.14757379,0.77241260,0.28286034,0.27766368,0.19876860,0.03991087,0.00000033,0.04549710,0.00006268,0.54832051
-5.14157079,0.77014951,0.28483368,0.27482045,0.19861953,0.03935413,0.00000024,0.04544083,0.00004934,0.54913076
-5.13556778,0.77331844,0.28873943,0.27389547,0.19920756,0.03931419,0.00000016,0.04545898,0.00003868,0.55393439
-5.12956478,0.78194787,0.29457176,0.27492224,0.20056140,0.03976818,0.00000011,0.04556776,0.00003020,0.56274973
-5.12356178,0.79600870,0.30230255,0.27791316,0.20270331,0.04068855,0.00000008,0.04578329,0.00002349,0.57555128
-5.11755878,0.81540997,0.31188040,0.28285759,0.20564719,0.04204348,0.00000005,0.04612079,0.00001820,0.59226675
-5.11155578,0.83999497,0.32322965,0.28972016,0.20939676,0.04379740,0.00000004,0.04659377,0.00001404,0.61277437
-5.10555278,0.86953787,0.33624967,0.29843926,0.21394375,0.04591134,0.00000003,0.04721327,0.00001079,0.63690055
-5.09954977,0.90374108,0.35081432,0.30892589,0.21926631,0.04834341,0.00000002,0.04798713,0.00000826,0.66441814
-5.09354677,0.94223367,0.36677179,0.32106295,0.22532759,0.05104912,0.00000001,0.04891942,0.00000630,0.69504543
-5.08754377,0.98457098,0.38394484,0.33470493,0.23207481,0.05398182,0.00000001,0.05000995,0.00000478,0.72844593
-5.08154077,1.03023567,0.40213153,0.34967826,0.23943864,0.05709303,0.00000001,0.05125388,0.00000361,0.76422933
-5.07553777,1.07864048,0.42110655,0.36578223,0.24733307,0.06033290,0.00000000,0.05264159,0.00000272,0.80195358
-5.06953477,1.12913281,0.44062311,0.38279062,0.25565581,0.06365055,0.00000000,0.05415857,0.00000203,0.84112833
-5.06353177,1.18100132,0.46041564,0.40045406,0.26428924,0.06699460,0.00000000,0.05578558,0.00000152,0.88121994
-5.05752876,1.23348462,0.48020305,0.41850325,0.27310185,0.07031367,0.00000000,0.05749891,0.00000112,0.92165789
-5.05152576,1.28578213,0.49969281,0.43665284,0.28195027,0.07355696,0.00000000,0.05927085,0.00000083,0.96184292
-5.04552276,1.33706696,0.51858569,0.45460618,0.29068172,0.07667488,0.00000000,0.06107023,0.00000061,1.00115661
-5.03951976,1.38650085,0.53658118,0.47206077,0.29913704,0.07961975,0.00000000,0.06286316,0.00000044,1.03897254
-5.03351676,1.43325076,0.55338337,0.48871437,0.30715398,0.08234662,0.00000000,0.06461385,0.00000032,1.07466864
-5.02751376,1.47650678,0.56870737,0.50427152,0.31457093,0.08481400,0.00000000,0.06628554,0.00000023,1.10764065
-5.02151076,1.51550101,0.58228586,0.51845054,0.32123076,0.08698473,0.00000000,0.06784147,0.00000017,1.13731615
-5.01550775,1.54952670,0.59387586,0.53099055,0.32698485,0.08882680,0.00000000,0.06924593,0.00000012,1.16316893
-5.00950475,1.57795701,0.60326512,0.54165835,0.33169707,0.09031411,0.00000000,0.07046524,0.00000008,1.18473302
-5.00350175,1.60026265,0.61027823,0.55025502,0.33524758,0.09142714,0.00000000,0.07146880,0.00000006,1.20161594
-4.99749875,1.61602768,0.61478195,0.55662168,0.33753635,0.09215357,0.00000000,0.07222994,0.00000004,1.21351050
-4.99149575,1.62496253,0.61668956,0.56064442,0.33848624,0.09248867,0.00000000,0.07272683,0.00000003,1.22020460
-4.98549275,1.62691377,0.61596403,0.56225787,0.33804547,0.09243551,0.00000000,0.07294308,0.00000002,1.22158848
-4.97948974,1.62186969,0.61261966,0.56144745,0.33618936,0.09200492,0.00000000,0.07286829,0.00000001,1.21765900
-4.97348674,1.60996150,0.60672226,0.55824981,0.33292133,0.09121528,0.00000000,0.07249838,0.00000001,1.20852040
-4.96748374,1.59145970,0.59838749,0.55275167,0.32827296,0.09009195,0.00000000,0.07183566,0.00000001,1.19438166
-4.96148074,1.56676555,0.58777757,0.54508685,0.32230309,0.08866651,0.00000000,0.07088873,0.00000000,1.17555000
-4.95547774,1.53639791,0.57509629,0.53543152,0.31509613,0.08697574,0.00000000,0.06967214,0.00000000,1.15242100
-4.94947474,1.50097576,0.56058257,0.52399804,0.30675939,0.08506039,0.00000000,0.06820586,0.00000000,1.12546543
-4.94347174,1.46119713,0.54450274,0.51102737,0.29741969,0.08296379,0.00000000,0.06651450,0.00000000,1.09521346
-4.93746873,1.41781533,0.52714183,0.49678055,0.28721930,0.08073034,0.00000000,0.06462647,0.00000000,1.06223668
-4.93146573,1.37161338,0.50879433,0.48152956,0.27631146,0.07840403,0.00000000,0.06257293,0.00000000,1.02712897
-4.92546273,1.32337800,0.48975477,0.46554800,0.26485554,0.07602684,0.00000000,0.06038670,0.00000000,0.99048687
-4.91945973,1.27387412,0.47030854,0.44910196,0.25301222,0.07363741,0.00000000,0.05810121,0.00000000,0.95289047
-4.91345673,1.22382129,0.45072332,0.43244162,0.24093871,0.07126975,0.00000000,0.05574935,0.00000000,0.91488561
-4.90745373,1.17387289,0.43124170,0.41579383,0.22878437,0.06895226,0.00000000,0.05336252,0.00000000,0.87696829
-4.90145073,1.12459919,0.41207501,0.39935615,0.21668688,0.06670693,0.00000000,0.05096972,0.00000000,0.83957188
-4.89544772,1.07647484,0.39339890,0.38329242,0.20476899,0.06454895,0.00000000,0.04859684,0.00000000,0.80305774
-4.88944472,1.02987140,0.37535059,0.36773024,0.19313614,0.06248659,0.00000000,0.04626613,0.00000000,0.76770948
-4.88344172,0.98505487,0.35802808,0.35276017,0.18187493,0.06052139,0.00000000,0.04399582,0.00000000,0.73373114
-4.87743872,0.94218831,0.34149108,0.33843682,0.17105246,0.05864870,0.00000000,0.04180002,0.00000000,0.70124904
-4.87143572,0.90133898,0.32576360,0.32478154,0.16071652,0.05685847,0.00000000,0.03968877,0.00000000,0.67031710
-4.86543272,0.86248950,0.31083802,0.31178655,0.15089653,0.05513629,0.00000000,0.03766830,0.00000000,0.64092517
-4.85942971,0.82555217,0.29668026,0.29942010,0.14160526,0.05346452,0.00000000,0.03574142,0.00000000,0.61300966
-4.85342671,0.79038537,0.28323577,0.28763251,0.13284098,0.05182362,0.00000001,0.03390801,0.00000000,0.58646585
-4.84742371,0.75681121,0.27043591,0.27636241,0.12459004,0.05019345,0.00000001,0.03216566,0.00000000,0.56116102
-4.84142071,0.72463313,0.25820445,0.26554310,0.11682967,0.04855450,0.00000001,0.03051031,0.00000000,0.53694767
-4.83541771,0.69365263,0.24646360,0.25510841,0.10953078,0.04688913,0.00000002,0.02893682,0.00000000,0.51367599
-4.82941471,0.66368417,0.23513960,0.24499790,0.10266072,0.04518252,0.00000003,0.02743967,0.00000000,0.49120506
-4.82341171,0.63456750,0.22416727,0.23516110,0.09618574,0.04342350,0.00000004,0.02601339,0.00000000,0.46941210
-4.81740870,0.60617702,0.21349357,0.22556055,0.09007314,0.04160515,0.00000005,0.02465306,0.00000000,0.44819947
-4.81140570,0.57842762,0.20307987,0.21617360,0.08429298,0.03972516,0.00000008,0.02335457,0.00000000,0.42749916
-4.80540270,0.55127724,0.19290310,0.20699295,0.07881927,0.03778592,0.00000011,0.02211487,0.00000000,0.40727466
-4.79939970,0.52472605,0.18295566,0.19802599,0.07363081,0.03579443,0.00000016,0.02093197,0.00000000,0.38752045
-4.79339670,0.49881268,0.17324424,0.18929300,0.06871142,0.03376201,0.00000022,0.01980497,0.00000000,0.36825924
-4.78739370,0.47360804,0.16378781,0.18082452,0.06404985,0.03170387,0.00000031,0.01873388,0.00000000,0.34953728
-4.78139070,0.44920726,0.15461483,0.17265809,0.05963937,0.02963856,0.00000042,0.01771938,0.00000000,0.33141842
-4.77538769,0.42572050,0.14576006,0.16483456,0.05547699,0.02758734,0.00000058,0.01676259,0.00000000,0.31397718
-4.76938469,0.40326331,0.13726119,0.15739434,0.05156262,0.02557362,0.00000079,0.01586474,0.00000000,0.29729147
-4.76338169,0.38194725,0.12915542,0.15037383,0.04789812,0.02362237,0.00000106,0.01502687,0.00000000,0.28143549
-4.75737869,0.36187136,0.12147635,0.14380212,0.04448633,0.02175961,0.00000142,0.01424954,0.00000000,0.26647320
-4.75137569,0.34311506,0.11425128,0.13769847,0.04133022,0.02001205,0.00000189,0.01353260,0.00000000,0.25245283
-4.74537269,0.32573278,0.10749908,0.13207032,0.03843217,0.01840683,0.00000250,0.01287500,0.00000000,0.23940264
-4.73936968,0.30975064,0.10122873,0.12691230,0.03579343,0.01697140,0.00000329,0.01227465,0.00000000,0.22732817
-4.73336668,0.29516523,0.09543854,0.12220597,0.03341381,0.01573358,0.00000428,0.01172844,0.00000000,0.21621107
-4.72736368,0.28194450,0.09011613,0.11792048,0.03129159,0.01472161,0.00000554,0.01123220,0.00000000,0.20600946
-4.72136068,0.27003052,0.08523899,0.11401391,0.02942361,0.01396449,0.00000711,0.01078085,0.00000000,0.19665969
-4.71535768,0.25934384,0.08077568,0.11043535,0.02780553,0.01349218,0.00000907,0.01036855,0.00000000,0.18807943
-4.70935468,0.24978908,0.07668745,0.10712733,0.02643229,0.01333596,0.00001148,0.00998892,0.00000000,0.18017158
-4.70335168,0.24126130,0.07293021,0.10402873,0.02529860,0.01352863,0.00001443,0.00963525,0.00000001,0.17282903
-4.69734867,0.23365266,0.06945665,0.10107767,0.02439946,0.01410473,0.00001801,0.00930081,0.00000001,0.16593962
-4.69134567,0.22685901,0.06621846,0.09821447,0.02373067,0.01510052,0.00002231,0.00897906,0.00000001,0.15939126
-4.68534267,0.22078577,0.06316844,0.09538430,0.02328932,0.01655382,0.00002744,0.00866392,0.00000001,0.15307673
-4.67933967,0.21535300,0.06026242,0.09253955,0.02307402,0.01850355,0.00003351,0.00835001,0.00000001,0.14689805
-4.67333667,0.21049911,0.05746085,0.08964168,0.02308513,0.02098906,0.00004062,0.00803275,0.00000002,0.14077005
-4.66733367,0.20618315,0.05473015,0.08666252,0.02332465,0.02404912,0.00004890,0.00770858,0.00000002,0.13462315
-4.66133067,0.20238553,0.05204349,0.08358498,0.02379602,0.02772060,0.00005843,0.00737497,0.00000003,0.12840517
-4.65532766,0.19910710,0.04938133,0.08040314,0.02450369,0.03203693,0.00006933,0.00703050,0.00000003,0.12208219
-4.64932466,0.19636677,0.04673143,0.07712176,0.02545241,0.03702618,0.00008167,0.00667477,0.00000004,0.11563842
-4.64332166,0.19419782,0.04408859,0.07375532,0.02664650,0.04270909,0.00009551,0.00630841,0.00000005,0.10907530
