energy_ev,total_up,C_s_up,C_p_up,Ca_p_up,Ca_d_up,Re_p_up,Re_d_up,Se_s_up,Se_p_up
-5.77188594,7.22914174,0.03503304,0.93211479,0.03471560,0.00000000,2.96755797,2.75183391,0.07310347,3.46585725
-5.76588294,7.11944299,0.03468669,0.91586080,0.03479577,0.00000000,2.92903287,2.69273786,0.07375345,3.41443122
-5.75987994,7.01672453,0.03440685,0.90012670,0.03489658,0.00000000,2.89334120,2.63773734,0.07440479,3.36706248
-5.75387694,6.92313619,0.03420808,0.88521304,0.03502703,0.00000000,2.86146679,2.58766366,0.07506235,3.32471642
-5.74787394,6.84066861,0.03410375,0.87140639,0.03519591,0.00000000,2.83431234,2.54325531,0.07573197,3.28827284
-5.74187094,6.77110325,0.03410558,0.85897476,0.03541142,0.00000000,2.81267429,2.50514542,0.07642010,3.25850070
-5.73586793,6.71596178,0.03422320,0.84816286,0.03568086,0.00000000,2.79721821,2.47384957,0.07713344,3.23603262
-5.72986493,6.67645672,0.03446368,0.83918725,0.03601027,0.00000000,2.78845560,2.44975451,0.07787837,3.22134000
-5.72386193,6.65344538,0.03483111,0.83223164,0.03640410,0.00000000,2.78672313,2.43310792,0.07866043,3.21471003
-5.71785893,6.64738943,0.03532634,0.82744223,0.03686489,0.00000000,2.79216539,2.42400980,0.07948370,3.21622594
-5.71185593,6.65832265,0.03594663,0.82492362,0.03739302,0.00000000,2.80472211,2.42240613,0.08035022,3.22575177
-5.70585293,6.68582910,0.03668552,0.82473516,0.03798649,0.00000000,2.82412098,2.42808533,0.08125953,3.24292292
-5.69984992,6.72903405,0.03753282,0.82688823,0.03864080,0.00000000,2.84987668,2.44067817,0.08220820,3.26714365
-5.69384692,6.78660918,0.03847460,0.83134453,0.03934894,0.00000000,2.88129699,2.45966171,0.08318964,3.29759224
-5.68784392,6.85679329,0.03949343,0.83801557,0.04010146,0.00000000,2.91749598,2.48436761,0.08419394,3.33323442
-5.68184092,6.93742889,0.04056871,0.84676352,0.04088663,0.00000000,2.95741457,2.51399499,0.08520801,3.37284516
-5.67583792,7.02601420,0.04167714,0.85740358,0.04169073,0.00000000,2.99984777,2.54762790,0.08621581,3.41503839
-5.66983492,7.11976934,0.04279321,0.86970765,0.04249841,0.00000000,3.04347806,2.58425706,0.08719886,3.45830398
-5.66383192,7.21571465,0.04388997,0.88340947,0.04329317,0.00000000,3.08691375,2.62280539,0.08813683,3.50105063
-5.65782891,7.31075822,0.04493971,0.89821095,0.04405785,0.00000000,3.12873077,2.66215652,0.08900832,3.54165330
-5.65182591,7.40178942,0.04591477,0.91378953,0.04477522,0.00000000,3.16751652,2.70118524,0.08979169,3.57850311
-5.64582291,7.48577440,0.04678834,0.92980618,0.04542856,0.00000000,3.20191375,2.73878891,0.09046596,3.61005773
-5.63981991,7.55984973,0.04753531,0.94591398,0.04600218,0.00000000,3.23066276,2.77391845,0.09101169,3.63489021
-5.63381691,7.62141012,0.04813300,0.96176659,0.04648203,0.00000000,3.25264011,2.80560775,0.09141185,3.65173402
-5.62781391,7.66818658,0.04856185,0.97702665,0.04685614,0.00000000,3.26689232,2.83300028,0.09165249,3.65952256
-5.62181091,7.69831182,0.04880603,0.99137346,0.04711501,0.00000000,3.27266299,2.85537185,0.09172340,3.65742137
-5.61580790,7.71037031,0.04885391,1.00450990,0.04725191,0.00000000,3.26941262,2.87214864,0.09161847,3.64485189
-5.60980490,7.70343138,0.04869835,1.01616825,0.04726308,0.00000000,3.25683017,2.88292000,0.09133594,3.62150590
-5.60380190,7.67706441,0.04833696,1.02611478,0.04714781,0.00000000,3.23483639,2.88744540,0.09087844,3.58735028
-5.59779890,7.63133628,0.04777203,1.03415303,0.04690834,0.00000000,3.20357892,2.88565584,0.09025282,3.54262229
-5.59179590,7.56679196,0.04701046,1.04012580,0.04654975,0.00000000,3.16341985,2.87764958,0.08946978,3.48781584
-5.58579290,7.48441999,0.04606347,1.04391583,0.04607969,0.00000000,3.11491659,2.86368292,0.08854344,3.42365987
-5.57978989,7.38560523,0.04494620,1.04544546,0.04550798,0.00000000,3.05879735,2.84415654,0.08749066,3.35109000
-5.57378689,7.27207162,0.04367717,1.04467523,0.04484629,0.00000000,2.99593237,2.81959838,0.08633043,3.27121501
-5.56778389,7.14581807,0.04227773,1.04160179,0.04410761,0.00000000,2.92730268,2.79064387,0.08508309,3.18527994
-5.56178089,7.00905066,0.04077139,1.03625532,0.04330581,0.00000000,2.85396763,2.75801445,0.08376968,3.09462724
-5.55577789,6.86411405,0.03918310,1.02869656,0.04245515,0.00000000,2.77703269,2.72249550,0.08241123,3.00065777
-5.54977489,6.71342485,0.03753862,1.01901385,0.04156988,0.00000000,2.69761872,2.68491419,0.08102819,2.90479302
-5.54377189,6.55940922,0.03586377,1.00732008,0.04066379,0.00000000,2.61683375,2.64611831,0.07963992,2.80843965
-5.53776888,6.40444638,0.03418387,0.99374998,0.03974988,0.00000000,2.53574808,2.60695634,0.07826428,2.71295754
-5.53176588,6.25081926,0.03252310,0.97845753,0.03884014,0.00000000,2.45537300,2.56825924,0.07691741,2.61963170
-5.52576288,6.10067273,0.03090404,0.96161364,0.03794526,0.00000000,2.37664364,2.53082423,0.07561350,2.52964864
-5.51975988,5.95597965,0.02934722,0.94340414,0.03707460,0.00000000,2.30040568,2.49540046,0.07436474,2.44407711
-5.51375688,5.81851418,0.02787076,0.92402784,0.03623606,0.00000000,2.22740582,2.46267660,0.07318133,2.36385325
-5.50775388,5.68983170,0.02649016,0.90369469,0.03543616,0.00000000,2.15828561,2.43327016,0.07207153,2.28976967
-5.50175088,5.57125450,0.02521810,0.88262384,0.03468006,0.00000000,2.09357808,2.40771827,0.07104178,2.22246828
-5.49574787,5.46386203,0.02406434,0.86104159,0.03397166,0.00000000,2.03370682,2.38646978,0.07009679,2.16243614
-5.48974487,5.36848498,0.02303574,0.83917898,0.03331375,0.00000000,1.97898675,2.36987848,0.06923968,2.11000412
-5.48374187,5.28570219,0.02213630,0.81726911,0.03270818,0.00000000,1.92962636,2.35819727,0.06847204,2.06534791
-5.47773887,5.21583990,0.02136726,0.79554397,0.03215591,0.00000000,1.88573095,2.35157333,0.06779402,2.02849097
-5.47173587,5.15897302,0.02072726,0.77423097,0.03165724,0.00000000,1.84730659,2.35004428,0.06720434,1.99930933
-5.46573287,5.11492823,0.02021259,0.75354902,0.03121184,0.00000000,1.81426474,2.35353559,0.06670030,1.97753813
-5.45972986,5.08328928,0.01981736,0.73370441,0.03081887,0.00000000,1.78642746,2.36185937,0.06627778,1.96277984
-5.45372686,5.06340477,0.01953382,0.71488658,0.03047701,0.00000000,1.76353323,2.37471488,0.06593119,1.95451420
-5.44772386,5.05439887,0.01935264,0.69726377,0.03018448,0.00000000,1.74524361,2.39169112,0.06565349,1.95211007
-5.44172086,5.05518575,0.01926323,0.68097906,0.02993906,0.00000000,1.73115073,2.41227169,0.06543610,1.95483909
-5.43571786,5.06448796,0.01925404,0.66614662,0.02973802,0.00000000,1.72078593,2.43584229,0.06526902,1.96189142
-5.42971486,5.08085933,0.01931288,0.65284860,0.02957812,0.00000000,1.71362940,2.46170088,0.06514087,1.97239327
-5.42371186,5.10271251,0.01942730,0.64113277,0.02945552,0.00000000,1.70912115,2.48907064,0.06503900,1.98542622
-5.41770885,5.12835095,0.01958484,0.63101091,0.02936578,0.00000000,1.70667297,2.51711560,0.06494969,2.00004805
-5.41170585,5.15600516,0.01977342,0.62245831,0.02930384,0.00000000,1.70568144,2.54495865,0.06485842,2.01531460
-5.40570285,5.18387233,0.01998159,0.61541415,0.02926396,0.00000000,1.70554161,2.57170162,0.06475014,2.03030226
-5.39969985,5.21015859,0.02019879,0.60978304,0.02923981,0.00000000,1.70566108,2.59644684,0.06460965,2.04413044
-5.39369685,5.23312252,0.02041566,0.60543756,0.02922447,0.00000000,1.70547410,2.61831949,0.06442198,2.05598325
-5.38769385,5.25111878,0.02062419,0.60222174,0.02921055,0.00000000,1.70445521,2.63649023,0.06417277,2.06512988
-5.38169085,5.26264020,0.02081792,0.59995545,0.02919033,0.00000000,1.70213192,2.65019698,0.06384875,2.07094278
-5.37568784,5.26635694,0.02099206,0.59843952,0.02915590,0.00000000,1.69809612,2.65876547,0.06343810,2.07291307
-5.36968484,5.26115135,0.02114355,0.59746142,0.02909934,0.00000000,1.69201360,2.66162749,0.06293081,2.07066260
-5.36368184,5.24614705,0.02127108,0.59680139,0.02901297,0.00000000,1.68363153,2.65833627,0.06231909,2.06395214
-5.35767884,5.22073135,0.02137505,0.59623877,0.02888955,0.00000000,1.67278346,2.64857851,0.06159757,2.05268535
-5.35167584,5.18456992,0.02145749,0.59555837,0.02872251,0.00000000,1.65939172,2.63218237,0.06076357,2.03690848
-5.34567284,5.13761332,0.02152186,0.59455661,0.02850621,0.00000000,1.64346714,2.60912135,0.05981720,2.01680554
-5.33966983,5.08009496,0.02157290,0.59304739,0.02823610,0.00000000,1.62510610,2.57951380,0.05876144,1.99268935
-5.33366683,5.01252067,0.02161633,0.59086738,0.02790897,0.00000000,1.60448504,2.54361801,0.05760211,1.96498854
-5.32766383,4.93565020,0.02165860,0.58788059,0.02752307,0.00000000,1.58185258,2.50182337,0.05634772,1.93423118
-5.32166083,4.85047127,0.02170652,0.58398212,0.02707819,0.00000000,1.55751964,2.45463752,0.05500937,1.90102542
-5.31565783,4.75816716,0.02176697,0.57910100,0.02657580,0.00000000,1.53184791,2.40267041,0.05360041,1.86603788
-5.30965483,4.66007901,0.02184654,0.57320191,0.02601898,0.00000000,1.50523700,2.34661560,0.05213615,1.82997073
-5.30365183,4.55766408,0.02195118,0.56628586,0.02541243,0.00000000,1.47811088,2.28722959,0.05063348,1.79353790
-5.29764882,4.45245155,0.02208590,0.55838977,0.02476233,0.00000000,1.45090396,2.22530994,0.04911044,1.75744171
-5.29164582,4.34599731,0.02225449,0.54958488,0.02407622,0.00000000,1.42404735,2.16167302,0.04758577,1.72235025
-5.28564282,4.23983932,0.02245930,0.53997427,0.02336279,0.00000000,1.39795576,2.09713205,0.04607847,1.68887674
-5.27963982,4.13545502,0.02270107,0.52968922,0.02263163,0.00000000,1.37301547,2.03247631,0.04460726,1.65756115
-5.27363682,4.03422219,0.02297881,0.51888493,0.02189296,0.00000000,1.34957373,1.96845210,0.04319020,1.62885502
-5.26763382,3.93738442,0.02328981,0.50773541,0.02115740,0.00000000,1.32792985,1.90574608,0.04184417,1.60310966
-5.26163082,3.84602225,0.02362966,0.49642796,0.02043556,0.00000000,1.30832840,1.84497144,0.04058454,1.58056831
-5.25562781,3.76103073,0.02399238,0.48515722,0.01973783,0.00000000,1.29095443,1.78665723,0.03942475,1.56136219
-5.24962481,3.68310388,0.02437064,0.47411918,0.01907405,0.00000000,1.27593091,1.73124108,0.03837603,1.54551069
-5.24362181,3.61272623,0.02475598,0.46350521,0.01845325,0.00000000,1.26331843,1.67906523,0.03744717,1.53292537
-5.23761881,3.55017147,0.02513917,0.45349640,0.01788340,0.00000000,1.25311684,1.63037599,0.03664430,1.52341757
-5.23161581,3.49550784,0.02551049,0.44425830,0.01737120,0.00000000,1.24526890,1.58532618,0.03597087,1.51670926
-5.22561281,3.44860972,0.02586013,0.43593641,0.01692197,0.00000000,1.23966556,1.54398045,0.03542752,1.51244645
-5.21960980,3.40917473,0.02617858,0.42865236,0.01653945,0.00000000,1.23615261,1.50632290,0.03501223,1.51021475
-5.21360680,3.37674545,0.02645691,0.42250107,0.01622583,0.00000000,1.23453843,1.47226665,0.03472037,1.50955632
-5.20760380,3.35073492,0.02668715,0.41754885,0.01598168,0.00000000,1.23460261,1.44166484,0.03454491,1.50998754
-5.20160080,3.33045483,0.02686252,0.41383265,0.01580606,0.00000000,1.23610493,1.41432268,0.03447669,1.51101690
-5.19559780,3.31514549,0.02697771,0.41136038,0.01569655,0.00000000,1.23879467,1.39000987,0.03450469,1.51216233
-5.18959480,3.30400673,0.02702895,0.41011222,0.01564944,0.00000000,1.24241982,1.36847327,0.03461645,1.51296762
-5.18359180,3.29622877,0.02701419,0.41004309,0.01565990,0.00000000,1.24673616,1.34944923,0.03479843,1.51301733
-5.17758879,3.29102236,0.02693306,0.41108592,0.01572223,0.00000000,1.25151583,1.33267541,0.03503644,1.51195005
-5.17158579,3.28764753,0.02678688,0.41315582,0.01583009,0.00000000,1.25655538,1.31790184,0.03531613,1.50946950
-5.16558279,3.28544025,0.02657853,0.41615480,0.01597677,0.00000000,1.26168321,1.30490100,0.03562342,1.50535359
-5.15957979,3.28383660,0.02631233,0.41997700,0.01615549,0.00000000,1.26676611,1.29347682,0.03594495,1.49946105
-5.15357679,3.28239373,0.02599387,0.42451414,0.01635969,0.00000000,1.27171494,1.28347243,0.03626855,1.49173585
-5.14757379,3.28080733,0.02562980,0.42966096,0.01658327,0.00000000,1.27648926,1.27477667,0.03658363,1.48220932
-5.14157079,3.27892504,0.02522760,0.43532045,0.01682088,0.00000000,1.28110069,1.26732916,0.03688151,1.47099992
-5.13556778,3.27675534,0.02479540,0.44140857,0.01706812,0.00000000,1.28561499,1.26112379,0.03715577,1.45831091
-5.12956478,3.27447155,0.02434172,0.44785836,0.01732170,0.00000000,1.29015253,1.25621068,0.03740243,1.44442586
-5.12356178,3.27241051,0.02387527,0.45462306,0.01757958,0.00000000,1.29488703,1.25269629,0.03762012,1.42970206
-5.11755878,3.27106569,0.02340480,0.46167826,0.01784102,0.00000000,1.30004243,1.25074174,0.03781010,1.41456204
-5.11155578,3.27107446,0.02293884,0.46902282,0.01810659,0.00000000,1.30588782,1.25055907,0.03797625,1.39948317
-5.10555278,3.27319971,0.02248562,0.47667858,0.01837806,0.00000000,1.31273018,1.25240551,0.03812488,1.38498564
-5.09954977,3.27830583,0.02205290,0.48468878,0.01865833,0.00000000,1.32090525,1.25657563,0.03826452,1.37161886
-5.09354677,3.28732958,0.02164781,0.49311536,0.01895115,0.00000000,1.33076646,1.26339163,0.03840554,1.35994665
-5.08754377,3.30124661,0.02127683,0.50203504,0.01926094,0.00000000,1.34267219,1.27319164,0.03855977,1.35053145
-5.08154077,3.32103460,0.02094560,0.51153467,0.01959242,0.00000000,1.35697187,1.28631668,0.03873998,1.34391806
-5.07553777,3.34763424,0.02065893,0.52170574,0.01995036,0.00000000,1.37399129,1.30309630,0.03895936,1.34061725
-5.06953477,3.38190965,0.02042073,0.53263859,0.02033916,0.00000000,1.39401776,1.32383362,0.03923097,1.34108982
-5.06353177,3.42460966,0.02023397,0.54441645,0.02076256,0.00000000,1.41728576,1.34879034,0.03956714,1.34573170
-5.05752876,3.47633196,0.02010066,0.55710972,0.02122330,0.00000000,1.44396383,1.37817214,0.03997897,1.35486061
-5.05152576,3.53749151,0.02002195,0.57077069,0.02172287,0.00000000,1.47414338,1.41211547,0.04047581,1.36870484
-5.04552276,3.60829509,0.01999808,0.58542909,0.02226125,0.00000000,1.50783000,1.45067611,0.04106482,1.38739475
-5.03951976,3.68872317,0.02002855,0.60108867,0.02283679,0.00000000,1.54493796,1.49382031,0.04175066,1.41095725
-5.03351676,3.77852023,0.02011217,0.61772498,0.02344611,0.00000000,1.58528822,1.54141888,0.04253523,1.43931372
-5.02751376,3.87719427,0.02024723,0.63528446,0.02408415,0.00000000,1.62861023,1.59324482,0.04341754,1.47228143
-5.02151076,3.98402567,0.02043165,0.65368505,0.02474427,0.00000000,1.67454758,1.64897453,0.04439373,1.50957852
-5.01550775,4.09808523,0.02066314,0.67281811,0.02541839,0.00000000,1.72266737,1.70819286,0.04545716,1.55083238
-5.00950475,4.21826071,0.02093939,0.69255169,0.02609735,0.00000000,1.77247298,1.77040180,0.04659863,1.59559100
-5.00350175,4.34329067,0.02125820,0.71273498,0.02677118,0.00000000,1.82341961,1.83503244,0.04780674,1.64333698
-4.99749875,4.47180421,0.02161768,0.73320369,0.02742950,0.00000000,1.87493201,1.90145990,0.04906822,1.69350340
-4.99149575,4.60236469,0.02201635,0.75378623,0.02806197,0.00000000,1.92642367,1.96902045,0.05036847,1.74549103
-4.98549275,4.73351556,0.02245316,0.77431018,0.02865871,0.00000000,1.97731632,2.03703021,0.05169201,1.79868601
-4.97948974,4.86382618,0.02292762,0.79460902,0.02921069,0.00000000,2.02705925,2.10480454,0.05302301,1.85247718
-4.97348674,4.99193551,0.02343966,0.81452867,0.02971019,0.00000000,2.07514729,2.17167732,0.05434579,1.90627257
-4.96748374,5.11659199,0.02398961,0.83393347,0.03015110,0.00000000,2.12113679,2.23701939,0.05564529,1.95951405
-4.96148074,5.23668784,0.02457804,0.85271163,0.03052921,0.00000000,2.16465909,2.30025530,0.05690749,2.01168987
-4.95547774,5.35128650,0.02520556,0.87077962,0.03084245,0.00000000,2.20543074,2.36087774,0.05811971,2.06234452
-4.94947474,5.45964242,0.02587255,0.88808551,0.03109095,0.00000000,2.24326040,2.41845928,0.05927095,2.11108566
-4.94347174,5.56121259,0.02657896,0.90461116,0.03127712,0.00000000,2.27805220,2.47266088,0.06035197,2.15758812
-4.93746873,5.65565991,0.02732401,0.92037307,0.03140555,0.00000000,2.30980554,2.52323713,0.06135546,2.20159483
-4.93146573,5.74284862,0.02810591,0.93542200,0.03148291,0.00000000,2.33861170,2.57003809,0.06227597,2.24291512
-4.92546273,5.82283265,0.02892169,0.94984139,0.03151767,0.00000000,2.36464751,2.61300797,0.06310989,2.28142056
-4.91945973,5.89583782,0.02976696,0.96374460,0.03151988,0.00000000,2.38816656,2.65218077,0.06385528,2.31703887
-4.91345673,5.96223915,0.03063586,0.97727118,0.03150076,0.00000000,2.40948852,2.68767345,0.06451169,2.34974630
-4.90745373,6.02253478,0.03152098,0.99058234,0.03147239,0.00000000,2.42898707,2.71967685,0.06507998,2.37955926
-4.90145073,6.07731766,0.03241349,1.00385567,0.03144727,0.00000000,2.44707707,2.74844511,0.06556203,2.40652545
-4.89544772,6.12724675,0.03330321,1.01727945,0.03143795,0.00000000,2.46420142,2.77428391,0.06596057,2.43071532
-4.88944472,6.17301882,0.03417892,1.03104671,0.03145666,0.00000000,2.48081821,2.79753816,0.06627896,2.45221417
-4.88344172,6.21534203,0.03502864,1.04534915,0.03151492,0.00000000,2.49738844,2.81857960,0.06652100,2.47111534
-4.87743872,6.25491234,0.03584005,1.06037123,0.03162326,0.00000000,2.51436468,2.83779471,0.06669083,2.48751487
-4.87143572,6.29239341,0.03660089,1.07628452,0.03179096,0.00000000,2.53218091,2.85557332,0.06679282,2.50150784
-4.86543272,6.32840042,0.03729944,1.09324246,0.03202583,0.00000000,2.55124366,2.87229820,0.06683150,2.51318639
-4.85942971,6.36348821,0.03792496,1.11137580,0.03233404,0.00000000,2.57192456,2.88833583,0.06681161,2.52263964
-4.85342671,6.39814350,0.03846811,1.13078857,0.03272011,0.00000000,2.59455418,2.90402849,0.06673813,2.52995515
-4.84742371,6.43278130,0.03892135,1.15155499,0.03318681,0.00000000,2.61941732,2.91968777,0.06661630,2.53522201
-4.84142071,6.46774474,0.03927922,1.17371708,0.03373524,0.00000000,2.64674933,2.93558946,0.06645174,2.53853494
-4.83541771,6.50330810,0.03953859,1.19728316,0.03436492,0.00000000,2.67673363,2.95196974,0.06625056,2.53999928
-4.82941471,6.53968205,0.03969872,1.22222727,0.03507390,0.00000000,2.70950008,2.96902267,0.06601939,2.53973631
-4.82341171,6.57702052,0.03976130,1.24848931,0.03585892,0.00000000,2.74512401,2.98689865,0.06576547,2.53788845
-4.81740870,6.61542825,0.03973037,1.27597594,0.03671565,0.00000000,2.78362585,3.00570390,0.06549667,2.53462382
-4.81140570,6.65496824,0.03961209,1.30456223,0.03763882,0.00000000,2.82497106,3.02550057,0.06522150,2.53013970
-4.80540270,6.69566812,0.03941446,1.33409369,0.03862246,0.00000000,2.86907024,3.04630733,0.06494902,2.52466441
-4.79939970,6.73752482,0.03914697,1.36438881,0.03966008,0.00000000,2.91577926,3.06810025,0.06468873,2.51845718
-4.79339670,6.78050688,0.03882017,1.39524183,0.04074484,0.00000000,2.96489928,3.09081374,0.06445039,2.51180575
-4.78739370,6.82455372,0.03844522,1.42642553,0.04186966,0.00000000,3.01617661,3.11434133,0.06424382,2.50502139
-4.78139070,6.86957185,0.03803344,1.45769407,0.04302735,0.00000000,3.06930226,3.13853621,0.06407855,2.49843145
-4.77538769,6.91542766,0.03759584,1.48878561,0.04421063,0.00000000,3.12391139,3.16321137,0.06396355,2.49236925
-4.76938469,6.96193720,0.03714272,1.51942471,0.04541217,0.00000000,3.17958254,3.18813939,0.06390682,2.48716181
-4.76338169,7.00885330,0.03668328,1.54932439,0.04662454,0.00000000,3.23583700,3.21305178,0.06391503,2.48311567
-4.75737869,7.05585073,0.03622528,1.57818794,0.04784014,0.00000000,3.29213835,3.23763821,0.06399308,2.48050136
-4.75137569,7.10251054,0.03577487,1.60571043,0.04905109,0.00000000,3.34789260,3.26154559,0.06414380,2.47953731
-4.74537269,7.14830462,0.03533634,1.63158011,0.05024915,0.00000000,3.40244921,3.28437756,0.06436749,2.48037396
-4.73936968,7.19258199,0.03491212,1.65547974,0.05142556,0.00000000,3.45510344,3.30569445,0.06466173,2.48307889
-4.73336668,7.23455832,0.03450275,1.67708812,0.05257095,0.00000000,3.50510033,3.32501447,0.06502109,2.48762408
-4.72736368,7.27331004,0.03410696,1.69608199,0.05367525,0.00000000,3.55164076,3.34181617,0.06543704,2.49387598
-4.72136068,7.30777462,0.03372188,1.71213846,0.05472768,0.00000000,3.59388997,3.35554289,0.06589794,2.50158942
-4.71535768,7.33675818,0.03334323,1.72493821,0.05571673,0.00000000,3.63098871,3.36560951,0.06638910,2.51040597
-4.70935468,7.35895133,0.03296563,1.73416963,0.05663027,0.00000000,3.66206723,3.37141161,0.06689312,2.51985731
-4.70335168,7.37295388,0.03258296,1.73953389,0.05745575,0.00000000,3.68626215,3.37233745,0.06739019,2.52937394
-4.69734867,7.37730847,0.03218870,1.74075110,0.05818039,0.00000000,3.70273595,3.36778269,0.06785864,2.53829929
-4.69134567,7.37054263,0.03177637,1.73756749,0.05879159,0.00000000,3.71069892,3.35716758,0.06827562,2.54590904
-4.68534267,7.35121847,0.03133992,1.72976334,0.05927728,0.00000000,3.70943287,3.33995648,0.06861781,2.55143510
-4.67933967,7.31798831,0.03087412,1.71716163,0.05962643,0.00000000,3.69831605,3.31567900,0.06886226,2.55409355
-4.67333667,7.26965437,0.03037498,1.69963695,0.05982954,0.00000000,3.67684830,3.28395209,0.06898733,2.55311547
-4.66733367,7.20523004,0.02984005,1.67712431,0.05987917,0.00000000,3.64467560,3.24450221,0.06897356,2.54777946
-4.66133067,7.12399994,0.02926877,1.64962747,0.05977051,0.00000000,3.60161272,3.19718648,0.06880455,2.53744435
-4.65532766,7.02557591,0.02866266,1.61722628,0.05950181,0.00000000,3.54766317,3.14201185,0.06846782,2.52158080
-4.64932466,6.90994580,0.02802555,1.58008259,0.05907483,0.00000000,3.48303498,3.07915112,0.06795553,2.49980007
-4.64332166,6.77751240,0.02736359,1.53844421,0.05849517,0.00000000,3.40815170,3.00895472,0.06726503,2.47187867
