energy_ev,total_up,Ge_p_up,Ge_d_up,Re_p_up,Re_d_up,S_s_up,S_p_up
-6.00000000,2.63494418,0.58423689,0.00000000,1.50570571,0.95350836,0.00903809,0.99422105
-5.99399700,2.79398006,0.63228617,0.00000000,1.59217586,1.02054702,0.00961861,1.04333998
-5.98799400,2.95076612,0.68161127,0.00000000,1.67659539,1.08825070,0.01020619,1.08979481
-5.98199100,3.10397895,0.73188157,0.00000000,1.75816960,1.15616164,0.01079481,1.13306647
-5.97598799,3.25232744,0.78273726,0.00000000,1.83613040,1.22380756,0.01137838,1.17268124
-5.96998499,3.39457627,0.83379310,0.00000000,1.90975287,1.29070748,0.01195080,1.20822274
-5.96398199,3.52956881,0.88464297,0.00000000,1.97837151,1.35637795,0.01250602,1.23934254
-5.95797899,3.65624848,0.93486541,0.00000000,2.04139544,1.42033955,0.01303812,1.26576920
-5.95197599,3.77367801,0.98402987,0.00000000,2.09832200,1.48212357,0.01354138,1.28731512
-5.94597299,3.88105595,1.03170363,0.00000000,2.14874831,1.54127876,0.01401036,1.30388109
-5.93996998,3.97772996,1.07745921,0.00000000,2.19238013,1.59737798,0.01444002,1.31545837
-5.93396698,4.06320676,1.12088205,0.00000000,2.22903790,1.65002480,0.01482577,1.32212817
-5.92796398,4.13715842,1.16157840,0.00000000,2.25865970,1.69885971,0.01516359,1.32405871
-5.92196098,4.19942515,1.19918299,0.00000000,2.28130107,1.74356623,0.01545008,1.32150005
-5.91595798,4.25001477,1.23336645,0.00000000,2.29713179,1.78387638,0.01568254,1.31477690
-5.90995498,4.28909904,1.26384226,0.00000000,2.30642992,1.81957580,0.01585901,1.30427983
-5.90395198,4.31700723,1.29037283,0.00000000,2.30957334,1.85050816,0.01597831,1.29045531
-5.89794897,4.33421730,1.31277474,0.00000000,2.30702926,1.87657878,0.01604005,1.27379488
-5.89194597,4.34134498,1.33092285,0.00000000,2.29934220,1.89775742,0.01604464,1.25482389
-5.88594297,4.33913127,1.34475314,0.00000000,2.28712086,1.91408001,0.01599326,1.23409027
-5.87993997,4.32842832,1.35426425,0.00000000,2.27102447,1.92564915,0.01588783,1.21215337
-5.87393697,4.31018425,1.35951755,0.00000000,2.25174888,1.93263345,0.01573097,1.18957339
-5.86793397,4.28542694,1.36063587,0.00000000,2.23001305,1.93526536,0.01552591,1.16690129
-5.86193097,4.25524687,1.35780081,0.00000000,2.20654598,1.93383766,0.01527646,1.14466945
-5.85592796,4.22077925,1.35124877,0.00000000,2.18207454,1.92869856,0.01498691,1.12338301
-5.84992496,4.18318552,1.34126590,0.00000000,2.15731219,1.92024536,0.01466192,1.10351185
-5.84392196,4.14363438,1.32818202,0.00000000,2.13294887,1.90891695,0.01430648,1.08548332
-5.83791896,4.10328247,1.31236382,0.00000000,2.10964189,1.89518530,0.01392581,1.06967556
-5.83191596,4.06325519,1.29420750,0.00000000,2.08800804,1.87954608,0.01352525,1.05641144
-5.82591296,4.02462770,1.27413123,0.00000000,2.06861673,1.86250888,0.01311019,1.04595318
-5.81990995,3.98840688,1.25256736,0.00000000,2.05198420,1.84458723,0.01268602,1.03849776
-5.81390695,3.95551437,1.22995503,0.00000000,2.03856882,1.82628882,0.01225802,1.03417316
-5.80790395,3.92677162,1.20673298,0.00000000,2.02876732,1.80810621,0.01183132,1.03303563
-5.80190095,3.90288705,1.18333296,0.00000000,2.02291213,1.79050846,0.01141082,1.03506831
-5.79589795,3.88444617,1.16017378,0.00000000,2.02126965,1.77393381,0.01100118,1.04018121
-5.78989495,3.87190489,1.13765616,0.00000000,2.02403959,1.75878375,0.01060671,1.04821289
-5.78389195,3.86558636,1.11615825,0.00000000,2.03135521,1.74541845,0.01023141,1.05893392
-5.77788894,3.86568140,1.09603203,0.00000000,2.04328458,1.73415383,0.00987886,1.07205230
-5.77188594,3.87225265,1.07760036,0.00000000,2.05983263,1.72525996,0.00955227,1.08722071
-5.76588294,3.88524193,1.06115479,0.00000000,2.08094395,1.71896090,0.00925439,1.10404563
-5.75987994,3.90448065,1.04695380,0.00000000,2.10650611,1.71543560,0.00898754,1.12209798
-5.75387694,3.92970238,1.03522159,0.00000000,2.13635328,1.71481978,0.00875359,1.14092514
-5.74787394,3.96055713,1.02614717,0.00000000,2.17026996,1.71720832,0.00855394,1.16006379
-5.74187094,3.99662619,1.01988372,0.00000000,2.20799447,1.72265800,0.00838954,1.17905313
-5.73586793,4.03743699,1.01654802,0.00000000,2.24922207,1.73119028,0.00826086,1.19744799
-5.72986493,4.08247704,1.01622008,0.00000000,2.29360743,1.74279381,0.00816790,1.21483128
-5.72386193,4.13120620,1.01894282,0.00000000,2.34076641,1.75742659,0.00811020,1.23082512
-5.71785893,4.18306706,1.02472182,0.00000000,2.39027709,1.77501764,0.00808685,1.24510038
-5.71185593,4.23749277,1.03352531,0.00000000,2.44168023,1.79546814,0.00809648,1.25738411
-5.70585293,4.29391270,1.04528438,0.00000000,2.49447937,1.81865224,0.00813724,1.26746465
-5.69984992,4.35175581,1.05989357,0.00000000,2.54814089,1.84441751,0.00820687,1.27519418
-5.69384692,4.41045234,1.07721205,0.00000000,2.60209463,1.87258545,0.00830267,1.28048892
-5.68784392,4.46943445,1.09706539,0.00000000,2.65573540,1.90295221,0.00842152,1.28332685
-5.68184092,4.52813642,1.11924818,0.00000000,2.70842607,1.93528978,0.00855989,1.28374338
-5.67583792,4.58599529,1.14352747,0.00000000,2.75950271,1.96934798,0.00871391,1.28182527
-5.66983492,4.64245259,1.16964710,0.00000000,2.80828205,2.00485729,0.00887936,1.27770317
-5.66383192,4.69695760,1.19733296,0.00000000,2.85407169,2.04153268,0.00905175,1.27154333
-5.65782891,4.74897275,1.22629888,0.00000000,2.89618285,2.07907849,0.00922639,1.26353877
-5.65182591,4.79798090,1.25625313,0.00000000,2.93394566,2.11719406,0.00939844,1.25390055
-5.64582291,4.84349454,1.28690521,0.00000000,2.96672639,2.15557989,0.00956298,1.24284930
-5.63981991,4.88506624,1.31797255,0.00000000,2.99394586,2.19394406,0.00971517,1.23060745
-5.63381691,4.92229965,1.34918675,0.00000000,3.01509832,2.23200835,0.00985029,1.21739229
-5.62781391,4.95486002,1.38029908,0.00000000,3.02976949,2.26951354,0.00996388,1.20341008
