energy_ev,total_up,Ag_p_up,Ag_d_up,N_s_up,N_p_up,Se_s_up,Se_p_up
-5.83791896,9.41464876,2.04268517,4.64770398,0.01813668,1.38190424,0.16993360,1.53699069
-5.83191596,9.52278369,2.06238933,4.71875471,0.01843535,1.39894167,0.17087199,1.54174199
-5.82591296,9.59201822,2.07207269,4.77375731,0.01867005,1.41045473,0.17102147,1.53803822
-5.81990995,9.62425665,2.07211247,4.81368050,0.01884376,1.41672128,0.17042161,1.52623079
-5.81390695,9.62236575,2.06312290,4.83993519,0.01896034,1.41816030,0.16912854,1.50684779
-5.80790395,9.59005561,2.04593247,4.85431490,0.01902429,1.41531415,0.16721262,1.48057457
-5.80190095,9.53173106,2.02155401,4.85892242,0.01904049,1.40882631,0.16475557,1.44822935
-5.79589795,9.45232125,1.99114884,4.85608625,0.01901394,1.39941587,0.16184744,1.41073493
-5.78989495,9.35709582,1.95598690,4.84827129,0.01894958,1.38784993,0.15858327,1.36908794
-5.78389195,9.25147652,1.91740445,4.83798804,0.01885203,1.37491542,0.15505992,1.32432695
-5.77788894,9.14085312,1.87676143,4.82770487,0.01872546,1.36139149,0.15137295,1.27750089
-5.77188594,9.03041166,1.83540009,4.81976711,0.01857351,1.34802390,0.14761381,1.22963888
-5.76588294,8.92498199,1.79460652,4.81632647,0.01839920,1.33550225,0.14386742,1.18172274
-5.75987994,8.82891014,1.75557658,4.81928347,0.01820491,1.32444124,0.14021020,1.13466302
-5.75387694,8.74595953,1.71938716,4.83024456,0.01799245,1.31536619,0.13670859,1.08927911
-5.74787394,8.67924290,1.68697356,4.85049480,0.01776311,1.30870351,0.13341810,1.04628403
-5.74187094,8.63118547,1.65911348,4.88098608,0.01751774,1.30477590,0.13038287,1.00627385
-5.73586793,8.60351797,1.63641762,4.92233989,0.01725692,1.30380229,0.12763565,0.96972183
-5.72986493,8.59729676,1.61932670,4.97486317,0.01698102,1.30590194,0.12519826,0.93697693
-5.72386193,8.61294746,1.60811453,5.03857501,0.01669035,1.31110223,0.12308232,0.90826625
-5.71785893,8.65032733,1.60289636,5.11324180,0.01638527,1.31934930,0.12129027,0.88370104
-5.71185593,8.70880171,1.60364188,5.19841809,0.01606624,1.33052084,0.11981657,0.86328543
-5.70585293,8.78732938,1.61019186,5.29349077,0.01573395,1.34444013,0.11864899,0.84692753
-5.69984992,8.88455228,1.62227753,5.39772395,0.01538926,1.36089062,0.11776993,0.83445215
-5.69384692,8.99888520,1.63954191,5.51030261,0.01503331,1.37963027,0.11715775,0.82561462
-5.68784392,9.12860216,1.66156204,5.63037329,0.01466744,1.40040503,0.11678797,0.82011525
-5.68184092,9.27191634,1.68787135,5.75708063,0.01429318,1.42296111,0.11663442,0.81761390
-5.67583792,9.42705179,1.71798140,5.88959891,0.01391221,1.44705544,0.11667021,0.81774436
-5.66983492,9.59230543,1.75140219,6.02715835,0.01352633,1.47246428,0.11686864,0.82012820
-5.66383192,9.76609881,1.78766051,6.16906597,0.01313736,1.49898984,0.11720384,0.82438779
-5.65782891,9.94701930,1.82631569,6.31472151,0.01274715,1.52646471,0.11765141,0.83015829
-5.65182591,10.13385111,1.86697233,6.46362860,0.01235748,1.55475446,0.11818884,0.83709832
-5.64582291,10.32559654,1.90928960,6.61540184,0.01197007,1.58375826,0.11879580,0.84489929
-5.63981991,10.52148820,1.95298683,6.76977035,0.01158655,1.61340792,0.11945439,0.85329305
-5.63381691,10.72099279,1.99784538,6.92657825,0.01120844,1.64366541,0.12014922,0.86205785
-5.62781391,10.92380737,2.04370662,7.08578245,0.01083714,1.67451915,0.12086743,0.87102248
-5.62181091,11.12984874,2.09046643,7.24744818,0.01047398,1.70597932,0.12159860,0.88006853
-5.61580790,11.33923667,2.13806628,7.41174239,0.01012017,1.73807238,0.12233467,0.88913072
-5.60980490,11.55227178,2.18648177,7.57892519,0.00977685,1.77083513,0.12306967,0.89819545
-5.60380190,11.76940875,2.23570897,7.74933935,0.00944507,1.80430845,0.12379956,0.90729754
-5.59779890,11.99122563,2.28574961,7.92339788,0.00912583,1.83853099,0.12452187,0.91651551
-5.59179590,12.21839018,2.33659595,8.10156966,0.00882004,1.87353311,0.12523552,0.92596540
-5.58579290,12.45162383,2.38821625,8.28436312,0.00852852,1.90933116,0.12594041,0.93579371
-5.57978989,12.69166439,2.44054184,8.47230790,0.00825200,1.94592236,0.12663723,0.94616945
-5.57378689,12.93922806,2.49345660,8.66593455,0.00799112,1.98328044,0.12732715,0.95727587
-5.56778389,13.19497150,2.54678964,8.86575223,0.00774637,2.02135212,0.12801160,0.96930208
-5.56178089,13.45945465,2.60031157,9.07222455,0.00751812,2.06005453,0.12869209,0.98243494
-5.55577789,13.73310448,2.65373469,9.28574353,0.00730656,2.09927360,0.12937004,0.99685129
-5.54977489,14.01618010,2.70671705,9.50660187,0.00711175,2.13886335,0.13004667,1.01271100
-5.54377189,14.30873926,2.75887019,9.73496373,0.00693360,2.17864602,0.13072291,1.03015066
-5.53776888,14.61060618,2.80976970,9.97083432,0.00677186,2.21841291,0.13139930,1.04927822
-5.53176588,14.92134065,2.85896815,10.21402865,0.00662617,2.25792573,0.13207593,1.07016841
-5.52576288,15.24020849,2.90600917,10.46414017,0.00649609,2.29691840,0.13275230,1.09285896
-5.51975988,15.56615352,2.95044169,10.72051015,0.00638113,2.33509899,0.13342723,1.11734754
-5.51375688,15.89777150,2.99183343,10.98219871,0.00628077,2.37215169,0.13409867,1.14358935
-5.50775388,16.23328705,3.02978235,11.24795911,0.00619455,2.40773888,0.13476343,1.17149515
-5.50175088,16.57053464,3.06392566,11.51621676,0.00612209,2.44150298,0.13541696,1.20092993
-5.49574787,16.90694574,3.09394553,11.78505491,0.00606309,2.47306837,0.13605304,1.23171205
-5.48974487,17.23954405,3.11957144,12.05220895,0.00601743,2.50204338,0.13666342,1.26361293
-5.48374187,17.56495149,3.14057913,12.31507140,0.00598514,2.52802252,0.13723754,1.29635760
-5.47773887,17.87940756,3.15678662,12.57070962,0.00596642,2.55058925,0.13776229,1.32962611
-5.47173587,18.17880453,3.16804787,12.81589776,0.00596165,2.56931946,0.13822175,1.36305617
-5.46573287,18.45874078,3.17424511,13.04716436,0.00597135,2.58378604,0.13859724,1.39624721
-5.45972986,18.71459374,3.17528069,13.26085612,0.00599619,2.59356469,0.13886731,1.42876614
-5.45372686,18.94161314,3.17106971,13.45321774,0.00603690,2.59824117,0.13900807,1.46015491
-5.44772386,19.13503410,3.16153432,13.62048675,0.00609427,2.59742003,0.13899365,1.48994012
-5.44172086,19.29020813,3.14660063,13.75900128,0.00616907,2.59073485,0.13879684,1.51764447
-5.43571786,19.40274904,3.12619890,13.86531777,0.00626204,2.57785973,0.13839000,1.54280006
-5.42971486,19.46868895,3.10026729,13.93633457,0.00637376,2.55852171,0.13774603,1.56496312
-5.42371186,19.48463861,3.06875916,13.96941671,0.00650469,2.53251372,0.13683954,1.58372979
-5.41770885,19.44794517,3.03165370,13.96251635,0.00665508,2.49970737,0.13564807,1.59875227
-5.41170585,19.35683960,2.98896901,13.91428314,0.00682494,2.46006499,0.13415331,1.60975466
-5.40570285,19.21056600,2.94077686,13.82415871,0.00701403,2.41365016,0.13234224,1.61654763
-5.39969985,19.00948485,2.88721783,13.69244964,0.00722184,2.36063605,0.13020819,1.61904123
-5.39369685,18.75514323,2.82851556,13.52037402,0.00744759,2.30131082,0.12775165,1.61725474
-5.38769385,18.45030582,2.76498882,13.31007753,0.00769024,2.23607961,0.12498086,1.61132308
-5.38169085,18.09894244,2.69706014,13.06461636,0.00794848,2.16546256,0.12191206,1.60149899
-5.37568784,17.70616947,2.62525994,12.78790548,0.00822081,2.09008876,0.11856944,1.58815062
-5.36968484,17.27814480,2.55022537,12.48463264,0.00850552,2.01068593,0.11498476,1.57175414
-5.36368184,16.82191836,2.47269347,12.16013996,0.00880073,1.92806614,0.11119655,1.55288166
-5.35767884,16.34524237,2.39348836,11.82027667,0.00910443,1.84310781,0.10724910,1.53218445
-5.35167584,15.85634781,2.31350305,11.47122792,0.00941452,1.75673476,0.10319112,1.51037214
-5.34567284,15.36369529,2.23367615,11.11932624,0.00972883,1.66989287,0.09907418,1.48818870
-5.33966983,14.87571028,2.15496485,10.77085274,0.01004512,1.58352541,0.09495108,1.46638608
-5.33366683,14.40051331,2.07831508,10.43183616,0.01036113,1.49854797,0.09087405,1.44569669
-5.32766383,13.94565679,2.00463055,10.10785807,0.01067460,1.41582394,0.08689309,1.42680607
-5.32166083,13.51787942,1.93474204,9.80387235,0.01098324,1.33614164,0.08305429,1.41032681
-5.31565783,13.12288898,1.86937853,9.52404655,0.01128475,1.26019401,0.07939839,1.39677521
-5.30965483,12.76518296,1.80914174,9.27163207,0.01157683,1.18856158,0.07595957,1.38655162
-5.30365183,12.44791484,1.75448514,9.04886840,0.01185716,1.12169949,0.07276448,1.37992559
-5.29764882,12.17281166,1.70569875,8.85692573,0.01212341,1.05992892,0.06983163,1.37702644
-5.29164582,11.94014657,1.66290026,8.69588818,0.01237320,1.00343334,0.06717109,1.37783986
-5.28564282,11.74876704,1.62603294,8.56477819,0.01260416,0.95225937,0.06478455,1.38221057
-5.27963982,11.59617726,1.59487050,8.46162083,0.01281390,0.90632237,0.06266566,1.38985114
-5.27363682,11.47867070,1.56902846,8.38354497,0.01300003,0.86541620,0.06080076,1.40035617
-5.26763382,11.39150648,1.54798150,8.32691671,0.01316018,0.82922670,0.05916972,1.41322151
-5.26163082,11.32912126,1.53108593,8.28749900,0.01329204,0.79734821,0.05774714,1.42786719
-5.25562781,11.28536714,1.51760611,8.26063029,0.01339342,0.76930232,0.05650359,1.44366313
-5.24962481,11.25376470,1.50674349,8.24141446,0.01346226,0.74455815,0.05540697,1.45995618
-5.24362181,11.22775998,1.49766716,8.22491367,0.01349673,0.72255310,0.05442391,1.47609723
-5.23761881,11.20097444,1.48954422,8.20633611,0.01349526,0.70271347,0.05352112,1.49146696
-5.23161581,11.16743736,1.48156895,8.18121074,0.01345662,0.68447400,0.05266666,1.50549915
-5.22561281,11.12179139,1.47298950,8.14554231,0.01338001,0.66729574,0.05183108,1.51770026
-5.21960980,11.05946357,1.46313100,8.09594073,0.01326508,0.65068170,0.05098838,1.52766466
-5.21360680,10.97679603,1.45141460,8.02972036,0.01311201,0.63418978,0.05011682,1.53508474
-5.20760380,10.87113281,1.43737168,7.94496659,0.01292158,0.61744274,0.04919949,1.53975585
-5.20160080,10.74086135,1.42065305,7.84056842,0.01269515,0.60013509,0.04822465,1.54157587
-5.19559780,10.58540984,1.40103318,7.71621755,0.01243475,0.58203674,0.04718594,1.54053993
-5.18959480,10.40520328,1.37840971,7.57237630,0.01214304,0.56299384,0.04608228,1.53673089
-5.18359180,10.20158332,1.35279855,7.41021761,0.01182332,0.54292665,0.04491775,1.53030626
-5.17758879,9.97669836,1.32432537,7.23154210,0.01147952,0.52182513,0.04370118,1.52148281
-5.17158579,9.73337145,1.29321409,7.03867754,0.01111615,0.49974242,0.04244570,1.51051976
-5.16558279,9.47495412,1.25977312,6.83436701,0.01073827,0.47678673,0.04116822,1.49770176
-5.15957979,9.20517450,1.22438032,6.62165178,0.01035140,0.45311206,0.03988879,1.48332285
-5.15357679,8.92798769,1.18746733,6.40375511,0.00996148,0.42890828,0.03862999,1.46767205
-5.14757379,8.64743540,1.14950404,6.18397244,0.00957478,0.40439093,0.03741630,1.45102172
-5.14157079,8.36752100,1.11098374,5.96557257,0.00919786,0.37979114,0.03627349,1.43361894
-5.13556778,8.09210431,1.07240959,5.75171362,0.00883742,0.35534612,0.03522800,1.41568035
-5.12956478,7.82481932,1.03428252,5.54537608,0.00850028,0.33129032,0.03430650,1.39739041
-5.12356178,7.56901572,0.99709100,5.34931423,0.00819326,0.30784768,0.03353532,1.37890295
-5.11755878,7.32772416,0.96130252,5.16602580,0.00792311,0.28522504,0.03294009,1.36034542
-5.11155578,7.10364302,0.92735693,4.99773862,0.00769641,0.26360676,0.03254536,1.34182530
-5.10555278,6.89914363,0.89566130,4.84641204,0.00751953,0.24315071,0.03237428,1.32343789
-5.09954977,6.71628977,0.86658616,4.71374997,0.00739846,0.22398552,0.03244832,1.30527463
-5.09354677,6.55686656,0.84046284,4.60122201,0.00733879,0.20620906,0.03278702,1.28743113
-5.08754377,6.42241374,0.81758163,4.51008870,0.00734557,0.18988813,0.03340780,1.27001408
-5.08154077,6.31425849,0.79819039,4.44142709,0.00742319,0.17505908,0.03432570,1.25314646
-5.07553777,6.23354319,0.78249349,4.39615302,0.00757531,0.16172944,0.03555319,1.23697053
-5.06953477,6.18124467,0.77065083,4.37503714,0.00780474,0.14988015,0.03710001,1.22164821
-5.06353177,6.15818217,0.76277679,4.37871233,0.00811327,0.13946850,0.03897287,1.20735888
-5.05752876,6.16501266,0.75893926,4.40767124,0.00850162,0.13043140,0.04117533,1.19429464
-5.05152576,6.20221336,0.75915844,4.46225351,0.00896931,0.12268900,0.04370754,1.18265341
-5.04552276,6.27005264,0.76340599,4.54262337,0.00951457,0.11614833,0.04656606,1.17263034
-5.03951976,6.36855147,0.77160428,4.64873928,0.01013428,0.11070709,0.04974367,1.16440817
-5.03351676,6.49743890,0.78362627,4.78031796,0.01082393,0.10625722,0.05322925,1.15814731
-5.02751376,6.65610559,0.79929610,4.93679607,0.01157764,0.10268827,0.05700766,1.15397631
-5.02151076,6.84355994,0.81839073,5.11729316,0.01238821,0.09989062,0.06105979,1.15198369
-5.01550775,7.05839159,0.84064285,5.32057975,0.01324721,0.09775815,0.06536253,1.15221148
-5.00950475,7.29874685,0.86574514,5.54505422,0.01414514,0.09619078,0.06988906,1.15465138
-5.00350175,7.56232006,0.89335621,5.78873206,0.01507169,0.09509638,0.07460907,1.15924377
-4.99749875,7.84636404,0.92310803,6.04925034,0.01601597,0.09439246,0.07948927,1.16587980
-4.99149575,8.14772184,0.95461491,6.32388930,0.01696685,0.09400739,0.08449388,1.17440671
-4.98549275,8.46288053,0.98748381,6.60961217,0.01791337,0.09388119,0.08958544,1.18463613
-4.97948974,8.78804645,1.02132576,6.90312308,0.01884505,0.09396602,0.09472557,1.19635498
-4.97348674,9.11923991,1.05576786,7.20094170,0.01975241,0.09422634,0.09987599,1.20933849
-4.96748374,9.45240586,1.09046563,7.49949215,0.02062730,0.09463870,0.10499952,1.22336459
-4.96148074,9.78353598,1.12511489,7.79520273,0.02146332,0.09519132,0.11006115,1.23822890
-4.95547774,10.10879636,1.15946287,8.08461187,0.02225618,0.09588333,0.11502920,1.25375937
-4.94947474,10.42465460,1.19331771,8.36447540,0.02300395,0.09672384,0.11987632,1.26982974
-4.94347174,10.72799942,1.22655604,8.63186965,0.02370725,0.09773076,0.12458045,1.28637087
-4.93746873,11.01624636,1.25912790,8.88428485,0.02436941,0.09892946,0.12912568,1.30337927
-4.93146573,11.28742329,1.29105877,9.11970381,0.02499638,0.10035118,0.13350281,1.32092195
-4.92546273,11.54023054,1.32244831,9.33666128,0.02559663,0.10203134,0.13770978,1.33913731
-4.91945973,11.77407156,1.35346576,9.53428032,0.02618091,0.10400774,0.14175171,1.35823162
-4.91345673,11.98905161,1.38434197,9.71228352,0.02676185,0.10631857,0.14564069,1.37847104
-4.90745373,12.18594370,1.41535830,9.87097773,0.02735347,0.10900047,0.14939527,1.40016943
-4.90145073,12.36612280,1.44683285,10.01121295,0.02797063,0.11208648,0.15303953,1.42367223
-4.89544772,12.53147112,1.47910443,10.13431712,0.02862836,0.11560416,0.15660194,1.44933708
-4.88944472,12.68425910,1.51251515,10.24201008,0.02934115,0.11957371,0.16011393,1.47751215
-4.88344172,12.82700795,1.54739231,10.33630119,0.03012224,0.12400642,0.16360817,1.50851298
-4.87743872,12.96234098,1.58403064,10.41937594,0.03098294,0.12890326,0.16711679,1.54259911
-4.87143572,13.09283149,1.62267564,10.49347759,0.03193193,0.13425393,0.17066950,1.57995170
-4.86543272,13.22085542,1.66350902,10.56079017,0.03297467,0.14003629,0.17429168,1.62065326
-4.85942971,13.34845657,1.70663702,10.62332898,0.03411299,0.14621625,0.17800265,1.66467076
-4.85342671,13.47723174,1.75208227,10.68284431,0.03534465,0.15274818,0.18181410,1.71184311
-4.84742371,13.60824192,1.79977967,10.74074343,0.03666322,0.15957586,0.18572878,1.76187382
-4.84142071,13.74195422,1.84957656,10.79803451,0.03805800,0.16663389,0.18973963,1.81432956
-4.83541771,13.87821745,1.90123722,10.85529514,0.03951420,0.17384960,0.19382925,1.86864488
-4.82941471,14.01627256,1.95445141,10.91266657,0.04101320,0.18114530,0.19796991,1.92413321
-4.82341171,14.15479680,2.00884655,10.96987323,0.04253304,0.18844087,0.20212395,1.98000377
-4.81740870,14.29197905,2.06400271,11.02626580,0.04404906,0.19565639,0.20624478,2.03538392
-4.81140570,14.42562168,2.11946960,11.08088477,0.04553455,0.20271493,0.21027821,2.08934597
-4.80540270,14.55326298,2.17478455,11.13254027,0.04696165,0.20954511,0.21416422,2.14093739
-4.79939970,14.67231329,2.22949023,11.17990329,0.04830215,0.21608339,0.21783906,2.18921304
-4.79339670,14.78019705,2.28315115,11.22160280,0.04952841,0.22227597,0.22123749,2.23326812
-4.78739370,14.87449305,2.33536794,11.25632300,0.05061424,0.22808016,0.22429521,2.27227011
-4.78139070,14.95306527,2.38578832,11.28289543,0.05153569,0.23346515,0.22695120,2.30548846
-4.77538769,15.01417747,2.43411443,11.30038083,0.05227182,0.23841210,0.22914998,2.33232053
-4.76938469,15.05658580,2.48010586,11.30813641,0.05280524,0.24291361,0.23084356,2.35231274
-4.76338169,15.07960501,2.52357838,11.30586544,0.05312270,0.24697258,0.23199314,2.36517593
-4.75737869,15.08314565,2.56439866,11.29364682,0.05321532,0.25060049,0.23257033,2.37079429
-4.75137569,15.06772104,2.60247541,11.27194378,0.05307885,0.25381530,0.23255785,2.36922772
-4.74537269,15.03442487,2.63774772,11.24159196,0.05271364,0.25663908,0.23194987,2.36070752
-4.73936968,14.98488182,2.67017167,11.20376830,0.05212450,0.25909554,0.23075172,2.34562592
-4.73336668,14.92117477,2.69970637,11.15994314,0.05132051,0.26120759,0.22897920,2.32452007
-4.72736368,14.84575381,2.72630054,11.11181892,0.05031456,0.26299514,0.22665751,2.29805149
-4.72136068,14.76133262,2.74988093,11.06125937,0.04912294,0.26447336,0.22381978,2.26698209
-4.71535768,14.67077852,2.77034361,11.01021337,0.04776477,0.26565134,0.22050553,2.23214803
-4.70935468,14.57700247,2.78754904,10.96063797,0.04626145,0.26653144,0.21675880,2.19443275
-4.70335168,14.48285492,2.80132151,10.91442470,0.04463604,0.26710925,0.21262653,2.15474046
-4.69734867,14.39103273,2.81145329,10.87333296,0.04291273,0.26737423,0.20815687,2.11397117
-4.69134567,14.30400164,2.81771346,10.83893374,0.04111620,0.26731090,0.20339773,2.07299843
-4.68534267,14.22393728,2.81986093,10.81256601,0.03927120,0.26690068,0.19839572,2.03265038
-4.67933967,14.15268665,2.81766120,10.79530736,0.03740201,0.26612399,0.19319527,1.99369488
-4.67333667,14.09175060,2.81090549,10.78795966,0.03553212,0.26496271,0.18783824,1.95682877
-4.66733367,14.04228654,2.79943140,10.79104933,0.03368384,0.26340265,0.18236380,1.92267143
-4.66133067,14.00512937,2.78314352,10.80484132,0.03187805,0.26143606,0.17680876,1.89176240
-4.65532766,13.98082782,2.76203257,10.82936494,0.03013403,0.25906372,0.17120811,1.86456251
-4.64932466,13.96969248,2.73619192,10.86444924,0.02846926,0.25629675,0.16559580,1.84145802
-4.64332166,13.97185127,2.70582997,10.90976527,0.02689937,0.25315786,0.16000569,1.82276695
-4.63731866,13.98730828,2.67127764,10.96487219,0.02543802,0.24968194,0.15447259,1.80874678
-4.63131566,14.01600130,2.63298996,11.02926433,0.02409694,0.24591601,0.14903315,1.79960270
-4.62531266,14.05785444,2.59154156,11.10241631,0.02288586,0.24191848,0.14372678,1.79549558
-4.61930965,14.11282212,2.54761590,11.18382360,0.02181259,0.23775771,0.13859627,1.79654895
-4.61330665,14.18092177,2.50198849,11.27303644,0.02088298,0.23351000,0.13368819,1.80285431
-4.60730365,14.26225310,2.45550482,11.36968511,0.02010100,0.22925711,0.12905298,1.81447440
-4.60130065,14.35700293,2.40905380,11.47349550,0.01946875,0.22508333,0.12474475,1.83144405
-4.59529765,14.46543506,2.36353809,11.58429413,0.01898649,0.22107242,0.12082071,1.85376852
-4.58929465,14.58786577,2.31984239,11.70200238,0.01865273,0.21730445,0.11734034,1.88141944
-4.58329165,14.72462606,2.27880140,11.82662024,0.01846418,0.21385269,0.11436421,1.91432854
-4.57728864,14.87601260,2.24116877,11.95820025,0.01841587,0.21078079,0.11195265,1.95237957
-4.57128564,15.04222958,2.20758855,12.09681269,0.01850114,0.20814032,0.11016422,1.99539914
-4.56528264,15.22332439,2.17857031,12.24250367,0.01871173,0.20596877,0.10905404,2.04314681
-4.55927964,15.41912026,2.15446913,12.39524758,0.01903780,0.20428814,0.10867210,2.09530553
-4.55327664,15.62914882,2.13547133,12.55489624,0.01946803,0.20310410,0.10906159,2.15147297
-4.54727364,15.85258627,2.12158635,12.72112668,0.01998970,0.20240582,0.11025730,2.21115453
-4.54127064,16.08819599,2.11264529,12.89339009,0.02058880,0.20216642,0.11228414,2.27375886
-4.53526763,16.33428096,2.10830586,13.07086410,0.02125020,0.20234396,0.11515583,2.33859640
-4.52926463,16.58864855,2.10806363,13.25241104,0.02195776,0.20288299,0.11887380,2.40488143
-4.52326163,16.84859023,2.11126885,13.43654434,0.02269460,0.20371650,0.12342625,2.47173803
-4.51725863,17.11087802,2.11714819,13.62140528,0.02344327,0.20476818,0.12878758,2.53821004
-4.51125563,17.37177929,2.12483032,13.80475211,0.02418605,0.20595496,0.13491790,2.60327488
-4.50525263,17.62709052,2.13337423,13.98396301,0.02490527,0.20718961,0.14176297,2.66586106
-4.49924962,17.87219032,2.14179928,14.15605421,0.02558355,0.20838334,0.14925422,2.72486885
-4.49324662,18.10211120,2.14911561,14.31771393,0.02620421,0.20944832,0.15730919,2.77919340
-4.48724362,18.31162879,2.15435386,14.46535219,0.02675159,0.21030004,0.16583216,2.82774961
-4.48124062,18.49536671,2.15659324,14.59516618,0.02721136,0.21085940,0.17471504,2.86949767
-4.47523762,18.64791450,2.15498682,14.70321984,0.02757089,0.21105447,0.18383862,2.90346851
-4.46923462,18.76395544,2.14878351,14.78553604,0.02781953,0.21082196,0.19307401,2.92878799
-4.46323162,18.83840078,2.13734602,14.83819873,0.02794887,0.21010833,0.20228445,2.94469904
-4.45722861,18.86652617,2.12016445,14.85746230,0.02795297,0.20887056,0.21132741,2.95058080
-4.45122561,18.84410622,2.09686539,14.83986442,0.02782848,0.20707653,0.22005695,2.94596430
-4.44522261,18.76754266,2.06721647,14.78233870,0.02757476,0.20470519,0.22832635,2.93054382
-4.43921961,18.63398189,2.03112664,14.68232301,0.02719389,0.20174641,0.23599100,2.90418399
-4.43321661,18.44141770,1.98864237,14.53785929,0.02669061,0.19820059,0.24291147,2.86692222
-4.42721361,18.18877540,1.93994041,14.34768096,0.02607222,0.19407809,0.24895668,2.81896670
-4.42121061,17.87597414,1.88531755,14.11128411,0.02534834,0.18939858,0.25400710,2.76069012
-4.41520760,17.50396461,1.82517793,13.82897921,0.02453074,0.18419022,0.25795792,2.69261959
-4.40920460,17.07474040,1.76001866,13.50192075,0.02363299,0.17848877,0.26072195,2.61542318
-4.40320160,16.59132186,1.69041420,13.13211296,0.02267014,0.17233669,0.26223234,2.52989376
-4.39719860,16.05771218,1.61700018,12.72239062,0.02165839,0.16578221,0.26244474,2.43693063
-4.39119560,15.47882671,1.54045710,12.27637485,0.02061470,0.15887834,0.26133902,2.33751973
-4.38519260,14.86039691,1.46149439,11.79840497,0.01955645,0.15168198,0.25892026,2.23271288
-4.37918959,14.20885180,1.38083517,11.29344819,0.01850105,0.14425292,0.25521914,2.12360669
-4.37318659,13.53118020,1.29920198,10.76699009,0.01746566,0.13665291,0.25029141,2.01132164
-4.36718359,12.83477783,1.21730376,10.22490938,0.01646681,0.12894475,0.24421670,1.89698174
-4.36118059,12.12728426,1.13582408,9.67334130,0.01552022,0.12119133,0.23709650,1.78169511
-4.35517759,11.41641460,1.05541096,9.11853435,0.01464049,0.11345475,0.22905146,1.66653588
-4.34917459,10.70979148,0.97666800,8.56670549,0.01384099,0.10579543,0.22021805,1.55252757
-4.34317159,10.01478260,0.90014708,8.02389865,0.01313362,0.09827125,0.21074477,1.44062826
-4.33716858,9.33834911,0.82634259,7.49585171,0.01252879,0.09093679,0.20078802,1.33171764
-4.33116558,8.68690947,0.75568701,6.98787624,0.01203528,0.08384256,0.19050780,1.22658616
-4.32516258,8.06622301,0.68854797,6.50475400,0.01166023,0.07703441,0.18006343,1.12592641
-4.31915958,7.48129647,0.62522669,6.05065337,0.01140915,0.07055295,0.16960944,1.03032669
-4.31315658,6.93631585,0.56595764,5.62906777,0.01128590,0.06443321,0.15929185,0.94026712
-4.30715358,6.43460503,0.51090960,5.24277757,0.01129273,0.05870427,0.14924491,0.85611792
