energy_ev,total_up,C_s_up,C_p_up,Na_s_up,S_s_up,S_p_up,W_p_up,W_d_up
-5.66983492,3.38492504,0.01376027,0.44625766,0.03492843,0.03396473,1.11873325,3.21152560,1.02861234
-5.66383192,3.03036492,0.01221635,0.40112377,0.03134930,0.03035123,0.99925120,2.88016622,0.92170317
-5.65782891,2.69635633,0.01077266,0.35820213,0.02795770,0.02701395,0.88750316,2.56589933,0.82081125
-5.65182591,2.38519554,0.00943550,0.31782054,0.02477839,0.02397830,0.78423361,2.27090015,0.72664844
-5.64582291,2.09856932,0.00820861,0.28022653,0.02183065,0.02126436,0.68998773,1.99675432,0.63974281
-5.63981991,1.83759538,0.00709328,0.24559101,0.01912852,0.01888740,0.60512843,1.74448678,0.56044983
-5.63381691,1.60287780,0.00608868,0.21401403,0.01668143,0.01685872,0.52985805,1.51460551,0.48896829
-5.62781391,1.39457335,0.00519212,0.18553218,0.01449494,0.01518640,0.46424312,1.30715674,0.42535962
-5.62181091,1.21246437,0.00439938,0.16012728,0.01257159,0.01387608,0.40824060,1.12178812,0.36956936
-5.61580790,1.05603435,0.00370507,0.13773557,0.01091195,0.01293171,0.36172423,0.95781623,0.32144972
-5.60980490,0.92454243,0.00310296,0.11825738,0.00951567,0.01235615,0.32450964,0.81429550,0.28078186
-5.60380190,0.81709378,0.00258627,0.10156646,0.00838263,0.01215170,0.29637714,0.69008550,0.24729720
-5.59779890,0.73270321,0.00214801,0.08751892,0.00751406,0.01232035,0.27709129,0.58391444,0.22069685
-5.59179590,0.67035010,0.00178118,0.07596148,0.00691369,0.01286393,0.26641674,0.49443692,0.20066849
-5.58579290,0.62902343,0.00147908,0.06673864,0.00658880,0.01378398,0.26412981,0.42028484,0.18690043
-5.57978989,0.60775624,0.00123540,0.05969887,0.00655136,0.01508153,0.27002587,0.36011047,0.17909253
-5.57378689,0.60564951,0.00104446,0.05469969,0.00681889,0.01675655,0.28392251,0.31262159,0.17696395
-5.56778389,0.62188581,0.00090125,0.05161153,0.00741546,0.01880740,0.30565883,0.27660852,0.18025790
-5.56178089,0.65573391,0.00080156,0.05032055,0.00837236,0.02123006,0.33509150,0.25096377,0.18874352
-5.55577789,0.70654524,0.00074197,0.05073042,0.00972882,0.02401731,0.37208797,0.23469456,0.20221538
-5.54977489,0.77374401,0.00071993,0.05276317,0.01153247,0.02715794,0.41651780,0.22692946,0.22049086
-5.54377189,0.85681240,0.00073371,0.05635919,0.01383962,0.03063598,0.46824280,0.22691964,0.24340599
-5.53776888,0.95527266,0.00078239,0.06147664,0.01671538,0.03442999,0.52710678,0.23403597,0.27081022
-5.53176588,1.06866755,0.00086581,0.06809014,0.02023344,0.03851258,0.59292576,0.24776272,0.30256054
-5.52576288,1.19654087,0.00098451,0.07618915,0.02447570,0.04285012,0.66547930,0.26768867,0.33851541
-5.51975988,1.33841916,0.00113964,0.08577582,0.02953142,0.04740269,0.74450354,0.29349645,0.37852897
-5.51375688,1.49379569,0.00133291,0.09686269,0.03549618,0.05212439,0.82968657,0.32495070,0.42244566
-5.50775388,1.66211760,0.00156647,0.10947012,0.04247037,0.05696388,0.92066624,0.36188541,0.47009580
-5.50175088,1.84277643,0.00184281,0.12362347,0.05055736,0.06186530,1.01703064,0.40419093,0.52129196
-5.49574787,2.03510235,0.00216465,0.13935029,0.05986125,0.06676951,1.11832122,0.45180086,0.57582644
-5.48974487,2.23836178,0.00253483,0.15667733,0.07048424,0.07161552,1.22403823,0.50467891,0.63346978
-5.48374187,2.45175806,0.00295623,0.17562744,0.08252368,0.07634221,1.33364813,0.56280583,0.69397019
-5.47773887,2.67443438,0.00343158,0.19621650,0.09606879,0.08089016,1.44659236,0.62616645,0.75705385
-5.47173587,2.90547834,0.00396343,0.21845023,0.11119713,0.08520352,1.56229687,0.69473688,0.82242580
-5.46573287,3.14392709,0.00455401,0.24232112,0.12797090,0.08923192,1.68018175,0.76847172,0.88977138
-5.45972986,3.38877228,0.00520513,0.26780523,0.14643318,0.09293216,1.79967006,0.84729152,0.95875777
-5.45372686,3.63896401,0.00591813,0.29485931,0.16660420,0.09626975,1.92019549,0.93107047,1.02903579
-5.44772386,3.89341308,0.00669380,0.32341786,0.18847778,0.09922008,2.04120796,1.01962452,1.10024140
-5.44172086,4.15099122,0.00753234,0.35339062,0.21201806,0.10176924,2.16217703,1.11270011,1.17199710
-5.43571786,4.41052909,0.00843333,0.38466034,0.23715669,0.10391439,2.28259265,1.20996389,1.24391305
-5.42971486,4.67081212,0.00939575,0.41708093,0.26379061,0.10566365,2.40196337,1.31099375,1.31558778
-5.42371186,4.93057463,0.01041796,0.45047630,0.29178055,0.10703548,2.51981195,1.41527160,1.38660879
-5.41770885,5.18849286,0.01149779,0.48463972,0.32095034,0.10805761,2.63566896,1.52217833,1.45655295
-5.41170585,5.44317777,0.01263256,0.51933401,0.35108721,0.10876558,2.74906476,1.63099138,1.52498682
-5.40570285,5.69316861,0.01381917,0.55429256,0.38194313,0.10920085,2.85952049,1.74088543,1.59146729
-5.39969985,5.93692830,0.01505415,0.58922124,0.41323720,0.10940871,2.96653898,1.85093648,1.65554239
-5.39369685,6.17284176,0.01633377,0.62380125,0.44465914,0.10943600,3.06959622,1.96012960,1.71675279
-5.38769385,6.39921820,0.01765406,0.65769291,0.47587391,0.10932877,3.16813441,2.06737048,1.77463386
-5.38169085,6.61429812,0.01901092,0.69054037,0.50652722,0.10913004,3.26155710,2.17150090,1.82871869
-5.37568784,6.81626580,0.02040012,0.72197726,0.53625212,0.10887775,3.34922731,2.27131773,1.87854194
-5.36968484,7.00326752,0.02181731,0.75163296,0.56467617,0.10860294,3.43046891,2.36559528,1.92364476
-5.36368184,7.17343571,0.02325801,0.77913963,0.59142930,0.10832843,3.50457177,2.45311054,1.96358063
-5.35767884,7.32491867,0.02471756,0.80413966,0.61615197,0.10806780,3.57080072,2.53267044,1.99792218
-5.35167584,7.45591549,0.02619102,0.82629342,0.63850344,0.10782499,3.62840821,2.60314052,2.02626884
-5.34567284,7.56471521,0.02767308,0.84528705,0.65816995,0.10759433,3.67665056,2.66347411,2.04825511
-5.33966983,7.64973933,0.02915790,0.86084016,0.67487235,0.10736113,3.71480718,2.71274095,2.06355943
-5.33366683,7.70958627,0.03063902,0.87271313,0.68837324,0.10710266,3.74220227,2.75015436,2.07191319
-5.32766383,7.74307647,0.03210917,0.88071379,0.69848299,0.10678959,3.75822824,2.77509609,2.07310987
-5.32166083,7.74929668,0.03356020,0.88470336,0.70506479,0.10638777,3.76236995,2.78713776,2.06701375
-5.31565783,7.72764181,0.03498298,0.88460134,0.70803829,0.10586018,3.75422905,2.78605844,2.05356825
-5.30965483,7.67785296,0.03636736,0.88038925,0.70738187,0.10516908,3.73354729,2.77185741,2.03280326
-5.30365183,7.60005010,0.03770222,0.87211316,0.70313335,0.10427814,3.70022805,2.74476205,2.00484137
-5.29764882,7.49475813,0.03897559,0.85988472,0.69538921,0.10315449,3.65435518,2.70523018,1.96990271
-5.29164582,7.36292524,0.04017484,0.84388085,0.68430239,0.10177063,3.59620833,2.65394723,1.92830794
-5.28564282,7.20593241,0.04128697,0.82434198,0.67007862,0.10010608,3.52627408,2.59181797,1.88047947
-5.27963982,7.02559356,0.04229902,0.80156892,0.65297165,0.09814861,3.44525234,2.51995342,1.82694033
-5.27363682,6.82414561,0.04319851,0.77591834,0.63327740,0.09589522,3.35405750,2.43965312,1.76831089
-5.26763382,6.60422842,0.04397402,0.74779716,0.61132738,0.09335260,3.25381405,2.35238349,1.70530302
-5.26163082,6.36885450,0.04461574,0.71765579,0.58748146,0.09053725,3.14584653,2.25975278,1.63871193
-5.25562781,6.12136883,0.04511609,0.68598057,0.56212049,0.08747511,3.03166384,2.16348335,1.56940551
-5.24962481,5.86539946,0.04547036,0.65328550,0.53563875,0.08420087,2.91293806,2.06538192,1.49831143
-5.24362181,5.60479960,0.04567719,0.62010347,0.50843654,0.08075687,2.79147807,1.96730842,1.42640224
-5.23761881,5.34358230,0.04573912,0.58697733,0.48091317,0.07719180,2.66919854,1.87114403,1.35467859
-5.23161581,5.08584917,0.04566292,0.55445075,0.45346036,0.07355912,2.54808484,1.77875900,1.28415111
-5.22561281,4.83571438,0.04545984,0.52305931,0.42645619,0.06991531,2.43015463,1.69198068,1.21582136
-5.21960980,4.59722589,0.04514561,0.49332189,0.40025971,0.06631813,2.31741702,1.61256212,1.15066225
-5.21360680,4.37428535,0.04474034,0.46573250,0.37520614,0.06282477,2.21183018,1.54215172,1.08959854
-5.20760380,4.17056883,0.04426814,0.44075268,0.35160268,0.05949017,2.11525846,1.48226410,1.03348794
-5.20160080,3.98945013,0.04375661,0.41880463,0.32972489,0.05636534,2.02943019,1.43425268,0.98310337
-5.19559780,3.83392848,0.04323605,0.40026509,0.30981359,0.05349598,1.95589698,1.39928410,0.93911688
-5.18959480,3.70656273,0.04273858,0.38546000,0.29207215,0.05092121,1.89599600,1.37831497,0.90208573
-5.18359180,3.60941349,0.04229706,0.37466014,0.27666422,0.04867263,1.85081601,1.37207129,0.87244101
-5.17758879,3.54399512,0.04194391,0.36807745,0.26371178,0.04677355,1.82116832,1.38103103,0.85047918
-5.17158579,3.51123877,0.04170993,0.36586234,0.25329359,0.04523861,1.80756361,1.40541024,0.83635683
-5.16558279,3.51146793,0.04162302,0.36810185,0.24544391,0.04407360,1.81019552,1.44515336,0.83008862
-5.15957979,3.54438722,0.04170702,0.37481855,0.24015175,0.04327554,1.82893152,1.49992819,0.83154871
-5.15357679,3.60908523,0.04198065,0.38597035,0.23736049,0.04283309,1.86331186,1.56912598,0.84047538
-5.14757379,3.70405154,0.04245658,0.40145102,0.23696826,0.04272709,1.91255670,1.65186718,0.85647881
-5.14157079,3.82720794,0.04314067,0.42109149,0.23882883,0.04293139,1.97558164,1.74701295,0.87905172
-5.13556778,3.97595322,0.04403157,0.44466186,0.24275350,0.04341381,2.05102140,1.85318295,0.90758246
-5.12956478,4.14722061,0.04512044,0.47187416,0.24851380,0.04413720,2.13726132,1.96877890,0.94137018
-5.12356178,4.33754647,0.04639106,0.50238573,0.25584523,0.04506069,2.23247574,2.09201409,0.97964158
-5.11755878,4.54314850,0.04782019,0.53580327,0.26445203,0.04614091,2.33467256,2.22094792,1.02156865
-5.11155578,4.76001120,0.04937823,0.57168750,0.27401302,0.04733327,2.44174237,2.35352507,1.06628696
-5.10555278,4.98397632,0.05103010,0.60955848,0.28418829,0.04859322,2.55151102,2.48761800,1.11291381
-5.09954977,5.21083553,0.05273638,0.64890139,0.29462684,0.04987746,2.66179365,2.62107176,1.16056593
-5.09354677,5.43642258,0.05445463,0.68917298,0.30497480,0.05114506,2.77044874,2.75174971,1.20837601
-5.08754377,5.65670231,0.05614077,0.72980840,0.31488408,0.05235842,2.87543008,2.87757876,1.25550799
-5.08154077,5.86785382,0.05775063,0.77022861,0.32402110,0.05348417,2.97483519,2.99659263,1.30117041
-5.07553777,6.06634545,0.05924138,0.80984814,0.33207540,0.05449383,3.06694841,3.10697187,1.34462800
-5.06953477,6.24899958,0.06057299,0.84808329,0.33876763,0.05536430,3.15027726,3.20707926,1.38521108
-5.06353177,6.41304560,0.06170952,0.88436057,0.34385678,0.05607821,3.22358103,3.29548968,1.42232286
-5.05752876,6.55615999,0.06262024,0.91812540,0.34714621,0.05662400,3.28589061,3.37101353,1.45544474
-5.05152576,6.67649288,0.06328055,0.94885095,0.34848829,0.05699589,3.33651931,3.43271325,1.48413962
-5.04552276,6.77268097,0.06367261,0.97604693,0.34778744,0.05719357,3.37506439,3.47991277,1.50805351
-5.03951976,6.84384733,0.06378574,0.99926826,0.34500144,0.05722187,3.40139970,3.51219975,1.52691550
-5.03351676,6.88958876,0.06361651,1.01812333,0.34014098,0.05709010,3.41565999,3.52942120,1.54053651
-5.02751376,6.90995201,0.06316854,1.03228179,0.33326747,0.05681146,3.41821794,3.53167278,1.54880687
-5.02151076,6.90540033,0.06245211,1.04148147,0.32448923,0.05640221,3.40965487,3.51928267,1.55169298
-5.01550775,6.87677191,0.06148346,1.04553434,0.31395628,0.05588086,3.39072671,3.49279086,1.54923322
-5.00950475,6.82523212,0.06028396,1.04433120,0.30185396,0.05526731,3.36232650,3.45292471,1.54153325
-5.00350175,6.75222126,0.05887911,1.03784478,0.28839566,0.05458195,3.32544514,3.40057183,1.52876073
-4.99749875,6.65939956,0.05729745,1.02613130,0.27381509,0.05384485,3.28113161,3.33675121,1.51113952
-4.99149575,6.54859116,0.05556943,1.00932996,0.25835832,0.05307499,3.23045440,3.26258344,1.48894348
-4.98549275,6.42172867,0.05372627,0.98766067,0.24227592,0.05228950,3.17446508,3.17926097,1.46248978
-4.97948974,6.28079973,0.05179895,0.96141963,0.22581565,0.05150311,3.11416556,3.08801910,1.43213189
-4.97348674,6.12779688,0.04981714,0.93097300,0.20921578,0.05072765,3.05047967,2.99010831,1.39825219
-4.96748374,5.96467207,0.04780843,0.89674881,0.19269938,0.04997169,2.98423007,2.88676873,1.36125442
-4.96148074,5.79329677,0.04579760,0.85922719,0.17646968,0.04924036,2.91612092,2.77920699,1.32155607
-4.95547774,5.61542866,0.04380610,0.81892940,0.16070657,0.04853528,2.84672681,2.66857613,1.27958092
-4.94947474,5.43268577,0.04185171,0.77640592,0.14556436,0.04785466,2.77648804,2.55595886,1.23575198
-4.94347174,5.24652851,0.03994840,0.73222403,0.13117068,0.04719354,2.70571221,2.44235437,1.19048501
-4.93746873,5.05825022,0.03810630,0.68695542,0.11762643,0.04654416,2.63458193,2.32866911,1.14418311
-4.93146573,4.86897616,0.03633191,0.64116418,0.10500680,0.04589646,2.56316814,2.21571144,1.09723228
-4.92546273,4.67967092,0.03462835,0.59539575,0.09336307,0.04523867,2.49144842,2.10419035,1.04999857
-4.91945973,4.49115385,0.03299586,0.55016702,0.08272507,0.04455797,2.41932943,1.99471792,1.00282661
-4.91345673,4.30412155,0.03143222,0.50595823,0.07310411,0.04384124,2.34667258,1.88781556,0.95603988
-4.90745373,4.11917645,0.02993336,0.46320655,0.06449631,0.04307578,2.27332169,1.78392329,0.90994245
-4.90145073,3.93685999,0.02849392,0.42230181,0.05688596,0.04225004,2.19913151,1.68341191,0.86482236
-4.89544772,3.75768871,0.02710785,0.38358425,0.05024898,0.04135432,2.12399573,1.58659707,0.82095608
-4.88944472,3.58219138,0.02576894,0.34734434,0.04455619,0.04038137,2.04787338,1.49375478,0.77861404
-4.88344172,3.41094516,0.02447135,0.31382440,0.03977631,0.03932694,1.97081219,1.40513734,0.73806662
-4.87743872,3.24460883,0.02320999,0.28322193,0.03587867,0.03819013,1.89296798,1.32098893,0.69959034
-4.87143572,3.08395116,0.02198094,0.25569428,0.03283545,0.03697368,1.81461910,1.24156006,0.66347362
-4.86543272,2.92987278,0.02078162,0.23136424,0.03062353,0.03568407,1.73617515,1.16711998,0.63002173
-4.85942971,2.78342010,0.01961099,0.21032635,0.02922577,0.03433147,1.65817971,1.09796642,0.59956054
-4.85342671,2.64579029,0.01846959,0.19265327,0.02863178,0.03292953,1.58130659,1.03443211,0.57243858
-4.84742371,2.51832678,0.01735952,0.17840216,0.02883826,0.03149505,1.50635009,0.97688763,0.54902721
-4.84142071,2.40250510,0.01628426,0.16762038,0.02984875,0.03004752,1.43420932,0.92574039,0.52971868
-4.83541771,2.29990938,0.01524852,0.16035048,0.03167294,0.02860852,1.36586742,0.88142965,0.51492193
-4.82941471,2.21220037,0.01425797,0.15663407,0.03432550,0.02720112,1.30236649,0.84441782,0.50505634
-4.82341171,2.14107603,0.01331896,0.15651451,0.03782459,0.02584916,1.24477918,0.81517827,0.50054333
-4.81740870,2.08822632,0.01243815,0.16003822,0.04218995,0.02457652,1.19417814,0.79418017,0.50179631
-4.81140570,2.05528380,0.01162223,0.16725460,0.04744075,0.02340645,1.15160462,0.78187110,0.50920916
-4.80540270,2.04377212,0.01087757,0.17821472,0.05359326,0.02236090,1.11803716,0.77865795,0.52314375
-4.79939970,2.05505426,0.01020994,0.19296866,0.06065840,0.02145991,1.09436177,0.78488715,0.54391704
-4.79339670,2.09028264,0.00962422,0.21156194,0.06863929,0.02072112,1.08134458,0.80082493,0.57178815
-4.78739370,2.15035297,0.00912419,0.23403098,0.07752891,0.02015931,1.07960775,0.82663865,0.60694617
-4.78139070,2.23586367,0.00871235,0.26039806,0.08730799,0.01978615,1.08960966,0.86237980,0.64949897
-4.77538769,2.34708235,0.00838980,0.29066594,0.09794313,0.01960995,1.11162965,0.90796976,0.69946381
-4.76938469,2.48392069,0.00815617,0.32481243,0.10938548,0.01963559,1.14575804,0.96318882,0.75675999
-4.76338169,2.64591877,0.00800960,0.36278526,0.12156980,0.01986458,1.19189135,1.02766911,0.82120395
-4.75737869,2.83223926,0.00794681,0.40449738,0.13441417,0.02029514,1.24973292,1.10089191,0.89250714
-4.75137569,3.04167200,0.00796315,0.44982310,0.14782036,0.02092243,1.31879864,1.18218967,0.97027682
-4.74537269,3.27264863,0.00805277,0.49859517,0.16167477,0.02173879,1.39842760,1.27075273,1.05401968
-4.73936968,3.52326689,0.00820872,0.55060293,0.17585012,0.02273414,1.48779701,1.36564081,1.14314842
-4.73336668,3.79132370,0.00842323,0.60559175,0.19020767,0.02389628,1.58594092,1.46579888,1.23699078
-4.72736368,4.07435584,0.00868784,0.66326366,0.20460007,0.02521135,1.69177199,1.57007704,1.33480099
-4.72136068,4.36968670,0.00899370,0.72327939,0.21887456,0.02666416,1.80410536,1.67725370,1.43577296
-4.71535768,4.67447759,0.00933176,0.78526147,0.23287654,0.02823862,1.92168409,1.78606130,1.53905483
-4.70935468,4.98578163,0.00969301,0.84879860,0.24645328,0.02991815,2.04320496,1.89521364,1.64376432
-4.70335168,5.30059855,0.01006873,0.91345085,0.25945760,0.03168594,2.16734408,2.00343390,1.74900421
-4.69734867,5.61592834,0.01045071,0.97875574,0.27175143,0.03352531,2.29278133,2.10948215,1.85387763
-4.69134567,5.92882243,0.01083142,1.04423491,0.28320898,0.03541999,2.41822313,2.21218148,1.95750239
-4.68534267,6.23643066,0.01120424,1.10940106,0.29371954,0.03735428,2.54242283,2.31044174,2.05902419
-4.67933967,6.53604306,0.01156361,1.17376514,0.30318956,0.03931329,2.66419841,2.40328003,2.15762827
-4.67333667,6.82512566,0.01190514,1.23684335,0.31154421,0.04128298,2.78244722,2.48983731,2.25254941
-4.66733367,7.10134985,0.01222578,1.29816400,0.31872813,0.04325034,2.89615779,2.56939061,2.34308019
-4.66133067,7.36261540,0.01252385,1.35727376,0.32470556,0.04520332,3.00441869,2.64136061,2.42857760
-4.65532766,7.60706745,0.01279914,1.41374347,0.32945976,0.04713090,3.10642485,2.70531453,2.50846829
-4.64932466,7.83310809,0.01305292,1.46717316,0.33299189,0.04902301,3.20148163,2.76096464,2.58225259
-4.64332166,8.03940366,0.01328799,1.51719636,0.33531938,0.05087048,3.28900729,2.80816259,2.64950780
-4.63731866,8.22488854,0.01350860,1.56348365,0.33647406,0.05266495,3.36853420,2.84689054,2.70989098
-4.63131566,8.38876683,0.01372044,1.60574548,0.33649996,0.05439876,3.43970948,2.87724935,2.76314158
-4.62531266,8.53051276,0.01393056,1.64373428,0.33545122,0.05606486,3.50229549,2.89944519,2.80908432
-4.61930965,8.64987072,0.01414727,1.67724603,0.33338994,0.05765665,3.55617054,2.91377499,2.84763218
-4.61330665,8.74685557,0.01437998,1.70612129,0.33038437,0.05916795,3.60132997,2.92061187,2.87878985
-4.60730365,8.82175339,0.01463906,1.73024588,0.32650724,0.06059287,3.63788782,2.92039123,2.90265724
-4.60130065,8.87512251,0.01493564,1.74955131,0.32183453,0.06192580,3.66607874,2.91359816,2.91943303
-4.59529765,8.90779438,0.01528133,1.76401498,0.31644444,0.06316134,3.68626000,2.90075658,2.92941757
-4.58929465,8.92087341,0.01568803,1.77366026,0.31041682,0.06429436,3.69891299,2.88242056,2.93301492
-4.58329165,8.91573441,0.01616752,1.77855649,0.30383270,0.06532006,3.70464359,2.85916782,2.93073315
-4.57728864,8.89401661,0.01673122,1.77881877,0.29677406,0.06623405,3.70418082,2.83159533,2.92318241
-4.57128564,8.85761245,0.01738976,1.77460762,0.28932370,0.06703255,3.69837292,2.80031674,2.91107024
-4.56528264,8.80865018,0.01815260,1.76612820,0.28156502,0.06771252,3.68818025,2.76596129,2.89519342
-4.55927964,8.74946879,0.01902766,1.75362919,0.27358171,0.06827192,3.67466457,2.72917366,2.87642613
-4.55327664,8.68258481,0.02002093,1.73740091,0.26545733,0.06870994,3.65897412,2.69061415,2.85570430
-4.54727364,8.61065049,0.02113606,1.71777279,0.25727454,0.06902723,3.64232470,2.65095875,2.83400608
-4.54127064,8.53640397,0.02237404,1.69510981,0.24911423,0.06922620,3.62597668,2.61089856,2.81232893
-4.53526763,8.46261212,0.02373295,1.66980800,0.24105429,0.06931117,3.61120869,2.57113809,2.79166383
-4.52926463,8.39200804,0.02520770,1.64228890,0.23316832,0.06928861,3.59928862,2.53239237,2.77296767
-4.52326163,8.32722526,0.02678999,1.61299303,0.22552419,0.06916730,3.59144314,2.49538257,2.75713478
-4.51725863,8.27073155,0.02846826,1.58237249,0.21818258,0.06895841,3.58882717,2.46083032,2.74496899
-4.51125563,8.22476547,0.03022784,1.55088292,0.21119566,0.06867553,3.59249456,2.42945087,2.73715768
-4.50525263,8.19127895,0.03205124,1.51897519,0.20460596,0.06833466,3.60337177,2.40194550,2.73424913
-4.49924962,8.17188923,0.03391850,1.48708692,0.19844559,0.06795414,3.62223598,2.37899353,2.73663469
-4.49324662,8.16784295,0.03580776,1.45563451,0.19273573,0.06755448,3.64969878,2.36124437,2.74453676
