energy_ev,total_up,total_down,Ni_p_up,Ni_p_down,Ni_d_up,Ni_d_down,S_s_up,S_s_down,S_p_up,S_p_down,Si_p_up,Si_p_down,Si_d_up,Si_d_down
-5.73586793,2.29659933,-2.45142676,0.61317309,-0.68208195,0.57457618,-0.64442064,0.03129694,-0.03222306,0.51519952,-0.50290807,0.65567040,-0.74112685,0.00000000,-0.00000000
-5.72986493,2.23739030,-2.39216250,0.59071401,-0.65696284,0.55344216,-0.62010891,0.03092711,-0.03233628,0.50978862,-0.50167909,0.63144443,-0.71248911,0.00000000,-0.00000000
-5.72386193,2.17732229,-2.33467594,0.56888515,-0.63322555,0.53311263,-0.59709222,0.03040708,-0.03231950,0.50300928,-0.49970786,0.60816227,-0.68556370,0.00000000,-0.00000000
-5.71785893,2.11611793,-2.27819815,0.54756456,-0.61070208,0.51353901,-0.57523850,0.02974138,-0.03216105,0.49482039,-0.49677584,0.58571158,-0.66017052,0.00000000,-0.00000000
-5.71185593,2.05366951,-2.22199005,0.52665279,-0.58920064,0.49470334,-0.55440827,0.02893890,-0.03185326,0.48523844,-0.49269640,0.56400834,-0.63611101,0.00000000,-0.00000000
-5.70585293,1.99005533,-2.16539649,0.50608126,-0.56852224,0.47662400,-0.53446940,0.02801249,-0.03139280,0.47433851,-0.48732500,0.54300455,-0.61318570,0.00000000,-0.00000000
-5.69984992,1.92554472,-2.10789305,0.48581784,-0.54847619,0.45935857,-0.51531024,0.02697852,-0.03078084,0.46225250,-0.48056730,0.52269269,-0.59121014,0.00000000,-0.00000000
-5.69384692,1.86059166,-2.04912351,0.46586940,-0.52889359,0.44300383,-0.49685058,0.02585635,-0.03002311,0.44916475,-0.47238486,0.50310704,-0.57002848,0.00000000,-0.00000000
-5.68784392,1.79581780,-1.98892631,0.44628160,-0.50963837,0.42769296,-0.47904990,0.02466754,-0.02912962,0.43530529,-0.46279830,0.48432196,-0.54952405,0.00000000,-0.00000000
-5.68184092,1.73198607,-1.92734911,0.42713586,-0.49061538,0.41359034,-0.46191264,0.02343520,-0.02811440,0.42094113,-0.45188764,0.46644733,-0.52962666,0.00000000,-0.00000000
-5.67583792,1.66996669,-1.86465119,0.40854407,-0.47177526,0.40088401,-0.44549032,0.02218309,-0.02699489,0.40636590,-0.43979002,0.44962161,-0.51031642,0.00000000,-0.00000000
-5.66983492,1.61069743,-1.80129397,0.39064136,-0.45311614,0.38977669,-0.42988065,0.02093492,-0.02579137,0.39188858,-0.42669483,0.43400309,-0.49162401,0.00000000,-0.00000000
-5.66383192,1.55514046,-1.73792077,0.37357753,-0.43468224,0.38047544,-0.41522365,0.01971350,-0.02452624,0.37782155,-0.41283659,0.41975981,-0.47362776,0.00000000,-0.00000000
-5.65782891,1.50423801,-1.67532719,0.35750770,-0.41655968,0.37318085,-0.40169533,0.01854014,-0.02322319,0.36446885,-0.39848596,0.40705889,-0.45644772,0.00000000,-0.00000000
-5.65182591,1.45886907,-1.61442390,0.34258274,-0.39886989,0.36807611,-0.38949911,0.01743397,-0.02190641,0.35211484,-0.38393928,0.39605588,-0.44023745,0.00000000,-0.00000000
-5.64582291,1.41980923,-1.55619412,0.32894013,-0.38176118,0.36531662,-0.37885568,0.01641146,-0.02059982,0.34101398,-0.36950724,0.38688460,-0.42517383,0.00000000,-0.00000000
-5.63981991,1.38769541,-1.50164793,0.31669559,-0.36539903,0.36502049,-0.36999173,0.01548604,-0.01932628,0.33138198,-0.35550311,0.37964815,-0.41144577,0.00000000,-0.00000000
-5.63381691,1.36299698,-1.45177579,0.30593613,-0.34995571,0.36726051,-0.36312823,0.01466788,-0.01810693,0.32338874,-0.34223103,0.37441144,-0.39924237,0.00000000,-0.00000000
-5.62781391,1.34599446,-1.40750337,0.29671470,-0.33559985,0.37205781,-0.35846864,0.01396374,-0.01696062,0.31715326,-0.32997495,0.37119562,-0.38874112,0.00000000,-0.00000000
-5.62181091,1.33676643,-1.36964986,0.28904670,-0.32248645,0.37937750,-0.35618781,0.01337699,-0.01590337,0.31274069,-0.31898863,0.36997453,-0.38009693,0.00000000,-0.00000000
-5.61580790,1.33518505,-1.33889130,0.28290861,-0.31074797,0.38912649,-0.35642179,0.01290780,-0.01494809,0.31016154,-0.30948694,0.37067354,-0.37343223,0.00000000,-0.00000000
-5.60980490,1.34092023,-1.31573058,0.27823862,-0.30048682,0.40115359,-0.35925919,0.01255332,-0.01410435,0.30937303,-0.30163893,0.37317044,-0.36882886,0.00000000,-0.00000000
-5.60380190,1.35345184,-1.30047498,0.27493931,-0.29176959,0.41525181,-0.36473428,0.01230810,-0.01337825,0.31028250,-0.29556279,0.37729861,-0.36632187,0.00000000,-0.00000000
-5.59779890,1.37208956,-1.29322207,0.27288205,-0.28462333,0.43116281,-0.37282210,0.01216447,-0.01277250,0.31275260,-0.29132287,0.38285212,-0.36589560,0.00000000,-0.00000000
-5.59179590,1.39599917,-1.29385423,0.27191317,-0.27903384,0.44858347,-0.38343587,0.01211309,-0.01228655,0.31660809,-0.28892870,0.38959252,-0.36748207,0.00000000,-0.00000000
-5.58579290,1.42423428,-1.30204184,0.27186132,-0.27494622,0.46717405,-0.39642658,0.01214342,-0.01191687,0.32164395,-0.28833612,0.39725700,-0.37096167,0.00000000,-0.00000000
-5.57978989,1.45577206,-1.31725465,0.27254576,-0.27226735,0.48656801,-0.41158503,0.01224432,-0.01165731,0.32763439,-0.28945031,0.40556764,-0.37616622,0.00000000,-0.00000000
-5.57378689,1.48955164,-1.33878078,0.27378532,-0.27087032,0.50638286,-0.42864604,0.01240459,-0.01149950,0.33434257,-0.29213058,0.41424124,-0.38288402,0.00000000,-0.00000000
-5.56778389,1.52451362,-1.36575251,0.27540743,-0.27060046,0.52623180,-0.44729477,0.01261352,-0.01143339,0.34153046,-0.29619672,0.42299940,-0.39086674,0.00000000,-0.00000000
-5.56178089,1.55963924,-1.39717762,0.27725700,-0.27128273,0.54573573,-0.46717502,0.01286134,-0.01144772,0.34896870,-0.30143658,0.43157839,-0.39983785,0.00000000,-0.00000000
-5.55577789,1.59398770,-1.43197511,0.27920462,-0.27273008,0.56453512,-0.48789909,0.01313970,-0.01153060,0.35644594,-0.30761468,0.43973845,-0.40950223,0.00000000,-0.00000000
-5.54977489,1.62673036,-1.46901398,0.28115383,-0.27475236,0.58230142,-0.50905902,0.01344198,-0.01167009,0.36377739,-0.31448149,0.44727219,-0.41955643,0.00000000,-0.00000000
-5.54377189,1.65718035,-1.50715355,0.28304711,-0.27716548,0.59874739,-0.53023876,0.01376358,-0.01185465,0.37081228,-0.32178298,0.45401167,-0.42969943,0.00000000,-0.00000000
-5.53776888,1.68481673,-1.54528387,0.28487024,-0.27980031,0.61363622,-0.55102685,0.01410207,-0.01207375,0.37744000,-0.32927032,0.45983392,-0.43964315,0.00000000,-0.00000000
-5.53176588,1.70930204,-1.58236482,0.28665496,-0.28251099,0.62678873,-0.57102922,0.01445722,-0.01231821,0.38359456,-0.33670909,0.46466480,-0.44912260,0.00000000,-0.00000000
-5.52576288,1.73049275,-1.61746241,0.28847964,-0.28518231,0.63808864,-0.58988162,0.01483097,-0.01258064,0.38925736,-0.34388804,0.46848076,-0.45790508,0.00000000,-0.00000000
-5.51975988,1.74844189,-1.64978107,0.29046804,-0.28773568,0.64748544,-0.60726123,0.01522723,-0.01285573,0.39445800,-0.35062679,0.47130874,-0.46579815,0.00000000,-0.00000000
-5.51375688,1.76339396,-1.67869066,0.29278595,-0.29013369,0.65499482,-0.62289694,0.01565155,-0.01314044,0.39927317,-0.35678246,0.47322396,-0.47265600,0.00000000,-0.00000000
-5.50775388,1.77577193,-1.70374721,0.29563604,-0.29238282,0.66069650,-0.63657800,0.01611080,-0.01343410,0.40382359,-0.36225482,0.47434578,-0.47838407,0.00000000,-0.00000000
-5.50175088,1.78615684,-1.72470669,0.29925079,-0.29453420,0.66472952,-0.64816054,0.01661265,-0.01373842,0.40826904,-0.36698989,0.47483170,-0.48294159,0.00000000,-0.00000000
-5.49574787,1.79526065,-1.74153099,0.30388400,-0.29668253,0.66728519,-0.65757177,0.01716504,-0.01405732,0.41280168,-0.37098184,0.47486982,-0.48634199,0.00000000,-0.00000000
-5.48974487,1.80389325,-1.75438614,0.30980090,-0.29896292,0.66859774,-0.66481145,0.01777557,-0.01439677,0.41763778,-0.37427301,0.47466988,-0.48865117,0.00000000,-0.00000000
-5.48374187,1.81292474,-1.76363240,0.31726736,-0.30154597,0.66893327,-0.66995077,0.01845095,-0.01476436,0.42300820,-0.37695222,0.47445342,-0.48998356,0.00000000,-0.00000000
-5.47773887,1.82324456,-1.76980681,0.32653860,-0.30463115,0.66857718,-0.67312836,0.01919636,-0.01516893,0.42914799,-0.37915124,0.47444325,-0.49049621,0.00000000,-0.00000000
-5.47173587,1.83571889,-1.77359859,0.33784765,-0.30843882,0.66782078,-0.67454367,0.02001491,-0.01562005,0.43628530,-0.38103961,0.47485277,-0.49038112,0.00000000,-0.00000000
-5.46573287,1.85114802,-1.77581830,0.35139416,-0.31320104,0.66694756,-0.67444790,0.02090718,-0.01612740,0.44463023,-0.38281799,0.47587564,-0.48985597,0.00000000,-0.00000000
-5.45972986,1.87022565,-1.77736195,0.36733396,-0.31915185,0.66621966,-0.67313274,0.02187077,-0.01670017,0.45436388,-0.38471024,0.47767602,-0.48915384,0.00000000,-0.00000000
-5.45372686,1.89350152,-1.77917144,0.38576968,-0.32651703,0.66586534,-0.67091747,0.02290009,-0.01734646,0.46562819,-0.38695449,0.48038011,-0.48851205,0.00000000,-0.00000000
-5.44772386,1.92134936,-1.78219284,0.40674305,-0.33550414,0.66606777,-0.66813485,0.02398616,-0.01807262,0.47851684,-0.38979359,0.48406907,-0.48816091,0.00000000,-0.00000000
-5.44172086,1.95394137,-1.78733418,0.43022896,-0.34629303,0.66695589,-0.66511642,0.02511665,-0.01888268,0.49306778,-0.39346524,0.48877392,-0.48831261,0.00000000,-0.00000000
-5.43571786,1.99123062,-1.79542461,0.45613177,-0.35902727,0.66859773,-0.66217779,0.02627600,-0.01977787,0.50925758,-0.39819215,0.49447245,-0.48915087,0.00000000,-0.00000000
-5.42971486,2.03294221,-1.80717655,0.48428396,-0.37380697,0.67099643,-0.65960468,0.02744578,-0.02075616,0.52699806,-0.40417268,0.50108848,-0.49082176,0.00000000,-0.00000000
-5.42371186,2.07857383,-1.82315239,0.51444733,-0.39068316,0.67408935,-0.65764026,0.02860506,-0.02181204,0.54613521,-0.41157221,0.50849343,-0.49342618,0.00000000,-0.00000000
-5.41770885,2.12740575,-1.84373735,0.54631666,-0.40965406,0.67775017,-0.65647433,0.02973106,-0.02293632,0.56645073,-0.42051567,0.51651016,-0.49701431,0.00000000,-0.00000000
-5.41170585,2.17852006,-1.86911948,0.57952582,-0.43066329,0.68179409,-0.65623497,0.03079979,-0.02411614,0.58766604,-0.43108141,0.52491902,-0.50158231,0.00000000,-0.00000000
-5.40570285,2.23082852,-1.89927777,0.61365615,-0.45360024,0.68598569,-0.65698297,0.03178682,-0.02533516,0.60944874,-0.44329678,0.53346574,-0.50707144,0.00000000,-0.00000000
-5.39969985,2.28310772,-1.93397884,0.64824678,-0.47830228,0.69004929,-0.65870924,0.03266808,-0.02657384,0.63142132,-0.45713535,0.54187087,-0.51336964,0.00000000,-0.00000000
-5.39369685,2.33404038,-1.97278232,0.68280661,-0.50455895,0.69368119,-0.66133548,0.03342068,-0.02780998,0.65317177,-0.47251611,0.54984041,-0.52031559,0.00000000,-0.00000000
-5.38769385,2.38226077,-2.01505450,0.71682734,-0.53211769,0.69656319,-0.66471798,0.03402369,-0.02901925,0.67426578,-0.48930448,0.55707695,-0.52770492,0.00000000,-0.00000000
-5.38169085,2.42640254,-2.05998982,0.74979734,-0.56069085,0.69837683,-0.66865425,0.03445888,-0.03017597,0.69426000,-0.50731515,0.56329114,-0.53529838,0.00000000,-0.00000000
-5.37568784,2.46514675,-2.10663878,0.78121553,-0.58996367,0.69881763,-0.67289239,0.03471139,-0.03125391,0.71271588,-0.52631654,0.56821258,-0.54283152,0.00000000,-0.00000000
-5.36968484,2.49726817,-2.15394127,0.81060496,-0.61960281,0.69760855,-0.67714251,0.03477021,-0.03222712,0.72921354,-0.54603674,0.57160000,-0.55002548,0.00000000,-0.00000000
-5.36368184,2.52167784,-2.20076355,0.83752555,-0.64926489,0.69451218,-0.68108975,0.03462861,-0.03307086,0.74336515,-0.56617065,0.57325006,-0.55659827,0.00000000,-0.00000000
-5.35767884,2.53746019,-2.24593725,0.86158543,-0.67860489,0.68934101,-0.68440815,0.03428438,-0.03376238,0.75482726,-0.58638805,0.57300451,-0.56227601,0.00000000,-0.00000000
-5.35167584,2.54390327,-2.28829858,0.88245067,-0.70728380,0.68196543,-0.68677485,0.03373988,-0.03428178,0.76331168,-0.60634222,0.57075542,-0.56680371,0.00000000,-0.00000000
-5.34567284,2.54052112,-2.32672616,0.89985298,-0.73497552,0.67231902,-0.68788380,0.03300198,-0.03461266,0.76859449,-0.62567895,0.56644826,-0.56995494,0.00000000,-0.00000000
-5.33966983,2.52706759,-2.36017586,0.91359523,-0.76137248,0.66040117,-0.68745844,0.03208184,-0.03474274,0.77052291,-0.64404538,0.56008293,-0.57154004,0.00000000,-0.00000000
-5.33366683,2.50354139,-2.38771141,0.92355473,-0.78619013,0.64627685,-0.68526267,0.03099454,-0.03466422,0.76901983,-0.66109870,0.55171258,-0.57141252,0.00000000,-0.00000000
-5.32766383,2.47018288,-2.40852959,0.92968433,-0.80917021,0.63007384,-0.68110985,0.02975858,-0.03437411,0.76408594,-0.67651423,0.54144068,-0.56947344,0.00000000,-0.00000000
-5.32166083,2.42746289,-2.42197965,0.93201146,-0.83008278,0.61197760,-0.67486931,0.02839533,-0.03387427,0.75579957,-0.68999277,0.52941629,-0.56567363,0.00000000,-0.00000000
-5.31565783,2.37606507,-2.42757623,0.93063530,-0.84872735,0.59222425,-0.66647031,0.02692841,-0.03317132,0.74431424,-0.70126712,0.51582813,-0.56001377,0.00000000,-0.00000000
-5.30965483,2.31686265,-2.42500621,0.92572248,-0.86493312,0.57109219,-0.65590336,0.02538299,-0.03227643,0.72985440,-0.71010755,0.50089770,-0.55254253,0.00000000,-0.00000000
-5.30365183,2.25089143,-2.41412955,0.91750161,-0.87855879,0.54889275,-0.64321903,0.02378517,-0.03120485,0.71270945,-0.71632636,0.48487187,-0.54335286,0.00000000,-0.00000000
-5.29764882,2.17932037,-2.39497496,0.90625699,-0.88949215,0.52596058,-0.62852447,0.02216131,-0.02997544,0.69322656,-0.71978134,0.46801535,-0.53257694,0.00000000,-0.00000000
-5.29164582,2.10342133,-2.36773113,0.89232190,-0.89764971,0.50264418,-0.61197804,0.02053747,-0.02860999,0.67180262,-0.72037829,0.45060344,-0.52037998,0.00000000,-0.00000000
-5.28564282,2.02453945,-2.33273465,0.87607175,-0.90297660,0.47929707,-0.59378233,0.01893884,-0.02713257,0.64887572,-0.71807265,0.43291527,-0.50695343,0.00000000,-0.00000000
-5.27963982,1.94406514,-2.29045558,0.85791732,-0.90544704,0.45626998,-0.57417630,0.01738938,-0.02556875,0.62491648,-0.71287027,0.41522792,-0.49250794,0.00000000,-0.00000000
-5.27363682,1.86340881,-2.24148171,0.83829837,-0.90506534,0.43390425,-0.55342673,0.01591141,-0.02394490,0.60041958,-0.70482748,0.39781142,-0.47726644,0.00000000,-0.00000000
-5.26763382,1.78397855,-2.18650261,0.81767750,-0.90186754,0.41252667,-0.53181967,0.01452537,-0.02228748,0.57589559,-0.69405051,0.38092476,-0.46145771,0.00000000,-0.00000000
-5.26163082,1.70716129,-2.12629413,0.79653447,-0.89592364,0.39244568,-0.50965224,0.01324970,-0.02062240,0.55186347,-0.68069439,0.36481293,-0.44531073,0.00000000,-0.00000000
-5.25562781,1.63430700,-2.06170400,0.77536070,-0.88734018,0.37394887,-0.48722517,0.01210071,-0.01897445,0.52884342,-0.66496134,0.34970474,-0.42904990,0.00000000,-0.00000000
-5.24962481,1.56671567,-1.99363904,0.75465383,-0.87626305,0.35730162,-0.46483627,0.01109259,-0.01736683,0.50735044,-0.64709872,0.33581151,-0.41289135,0.00000000,-0.00000000
-5.24362181,1.50562621,-1.92305394,0.73491220,-0.86288008,0.34274647,-0.44277514,0.01023749,-0.01582082,0.48788821,-0.62739665,0.32332603,-0.39704022,0.00000000,-0.00000000
-5.23761881,1.45220661,-1.85094183,0.71662881,-0.84742322,0.33050307,-0.42131905,0.00954554,-0.01435550,0.47094313,-0.60618519,0.31242202,-0.38168897,0.00000000,-0.00000000
-5.23161581,1.40754423,-1.77832611,0.70028473,-0.83016995,0.32076819,-0.40073013,0.00902499,-0.01298765,0.45697854,-0.58383114,0.30325343,-0.36701645,0.00000000,-0.00000000
-5.22561281,1.37263545,-1.70625335,0.68634165,-0.81144342,0.31371560,-0.38125358,0.00868229,-0.01173171,0.44642859,-0.56073446,0.29595363,-0.35318761,0.00000000,-0.00000000
-5.21960980,1.34837397,-1.63578668,0.67523347,-0.79161127,0.30949544,-0.36311688,0.00852219,-0.01059983,0.43969181,-0.53732417,0.29063431,-0.34035371,0.00000000,-0.00000000
-5.21360680,1.33553700,-1.56799908,0.66735694,-0.77108267,0.30823286,-0.34652973,0.00854777,-0.00960200,0.43712415,-0.51405379,0.28738380,-0.32865258,0.00000000,-0.00000000
-5.20760380,1.33476940,-1.50396600,0.66306144,-0.75030357,0.31002586,-0.33168443,0.00876045,-0.00874629,0.43903140,-0.49139621,0.28626506,-0.31820895,0.00000000,-0.00000000
-5.20160080,1.34656548,-1.44475676,0.66263815,-0.72975003,0.31494230,-0.31875647,0.00915999,-0.00803902,0.44566104,-0.46983793,0.28731311,-0.30913460,0.00000000,-0.00000000
-5.19559780,1.37124925,-1.39142443,0.66630894,-0.70991968,0.32301603,-0.30790509,0.00974439,-0.00748501,0.45719368,-0.44987268,0.29053227,-0.30152807,0.00000000,-0.00000000
-5.18959480,1.40895361,-1.34499357,0.67421553,-0.69132146,0.33424256,-0.29927364,0.01050978,-0.00708783,0.47373429,-0.43199425,0.29589324,-0.29547402,0.00000000,-0.00000000
-5.18359180,1.45959981,-1.30644597,0.68640947,-0.67446383,0.34857428,-0.29298939,0.01145027,-0.00685001,0.49530365,-0.41668873,0.30333036,-0.29104214,0.00000000,-0.00000000
-5.17758879,1.52287842,-1.27670420,0.70284349,-0.65984191,0.36591583,-0.28916297,0.01255784,-0.00677319,0.52183036,-0.40442596,0.31273930,-0.28828557,0.00000000,-0.00000000
-5.17158579,1.59823336,-1.25661319,0.72336510,-0.64792376,0.38611990,-0.28788710,0.01382210,-0.00685826,0.55314410,-0.39565039,0.32397550,-0.28723910,0.00000000,-0.00000000
-5.16558279,1.68485070,-1.24692020,0.74771288,-0.63913643,0.40898394,-0.28923479,0.01523022,-0.00710539,0.58897050,-0.39077135,0.33685367,-0.28791707,0.00000000,-0.00000000
