energy_ev,total_up,N_s_up,N_p_up,Ni_p_up,Ni_d_up,Pd_p_up,Pd_d_up,S_s_up,S_p_up
-5.89794897,3.22387559,0.00594126,0.36424266,0.60730064,0.61736779,0.88442199,1.20451614,0.00475335,1.21015410
-5.89194597,3.06687376,0.00541618,0.34888818,0.57796822,0.58491638,0.85530487,1.14412098,0.00470493,1.14780214
-5.88594297,2.91843691,0.00492083,0.33399282,0.55032752,0.55478332,0.83178607,1.08566830,0.00468693,1.08937801
-5.87993997,2.78064276,0.00445988,0.31981507,0.52472719,0.52741787,0.81443133,1.02993532,0.00470311,1.03562563
-5.87393697,2.65537416,0.00403702,0.30660105,0.50147920,0.50321107,0.80372350,0.97764604,0.00475662,0.98720360
-5.86793397,2.54427874,0.00365498,0.29457991,0.48085152,0.48248743,0.80005550,0.92945583,0.00484988,0.94467032
-5.86193097,2.44873207,0.00331554,0.28395931,0.46306126,0.46549788,0.80372404,0.88593709,0.00498445,0.90847050
-5.85592796,2.36980518,0.00301957,0.27492141,0.44826866,0.45241408,0.81492402,0.84756639,0.00516093,0.87892335
-5.84992496,2.30823790,0.00276709,0.26761933,0.43657211,0.44332435,0.83374383,0.81471351,0.00537885,0.85621316
-5.84392196,2.26441876,0.00255730,0.26217406,0.42800460,0.43823128,0.86016167,0.78763276,0.00563665,0.84038268
-5.83791896,2.23837257,0.00238871,0.25867203,0.42253173,0.43705121,0.89404296,0.76645700,0.00593164,0.83132968
-5.83191596,2.22975630,0.00225921,0.25716326,0.42005143,0.43961557,0.93513906,0.75119447,0.00626004,0.82880709
-5.82591296,2.23786374,0.00216612,0.25766022,0.42039564,0.44567426,0.98308750,0.74172877,0.00661700,0.83242693
-5.81990995,2.26163930,0.00210631,0.26013730,0.42333380,0.45490107,1.03741389,0.73782192,0.00699673,0.84166812
-5.81390695,2.29970077,0.00207628,0.26453106,0.42857826,0.46690102,1.09753572,0.73912059,0.00739258,0.85588820
-5.80790395,2.35037091,0.00207225,0.27074110,0.43579142,0.48121962,1.16276821,0.74516529,0.00779722,0.87433873
-5.80190095,2.41171720,0.00209024,0.27863173,0.44459455,0.49735388,1.23233239,0.75540242,0.00820283,0.89618405
-5.79589795,2.48159887,0.00212615,0.28803429,0.45457785,0.51476487,1.30536556,0.76919877,0.00860130,0.92052305
-5.78989495,2.55772023,0.00217585,0.29875025,0.46531162,0.53289147,1.38093412,0.78585823,0.00898444,0.94641315
-5.78389195,2.63768874,0.00223525,0.31055494,0.47635814,0.55116502,1.45804883,0.80464007,0.00934424,0.97289599
-5.77788894,2.71907646,0.00230039,0.32320203,0.48728390,0.56902454,1.53568229,0.82477859,0.00967310,0.99902389
-5.77188594,2.79948305,0.00236750,0.33642859,0.49767170,0.58593184,1.61278863,0.84550328,0.00996404,1.02388624
-5.76588294,2.87659853,0.00243306,0.34996079,0.50713235,0.60138632,1.68832480,0.86605913,0.01021093,1.04663501
-5.75987994,2.94826392,0.00249389,0.36352002,0.51531546,0.61493882,1.76127329,0.88572652,0.01040869,1.06650835
-5.75387694,3.01252796,0.00254719,0.37682944,0.52191905,0.62620400,1.83066553,0.90383999,0.01055341,1.08285161
-5.74787394,3.06769807,0.00259057,0.38962073,0.52669758,0.63487097,1.89560542,0.91980547,0.01064252,1.09513491
-5.74187094,3.11238398,0.00262212,0.40164095,0.52946816,0.64071166,1.95529223,0.93311547,0.01067486,1.10296671
-5.73586793,3.14553274,0.00264044,0.41265925,0.53011481,0.64358668,2.00904205,0.94336174,0.01065070,1.10610282
-5.72986493,3.16645376,0.00264462,0.42247326,0.52859045,0.64344836,2.05630697,0.95024509,0.01057176,1.10445068
-5.72386193,3.17483342,0.00263426,0.43091499,0.52491684,0.64034105,2.09669139,0.95358213,0.01044115,1.09806866
-5.71785893,3.17073858,0.00260947,0.43785592,0.51918226,0.63439849,2.12996445,0.95330869,0.01026329,1.08716056
-5.71185593,3.15460918,0.00257084,0.44321122,0.51153721,0.62583845,2.15606826,0.94947999,0.01004381,1.07206557
-5.70585293,3.12724013,0.00251938,0.44694285,0.50218824,0.61495491,2.17512134,0.94226744,0.00978934,1.05324407
-5.69984992,3.08975338,0.00245651,0.44906139,0.49139018,0.60210798,2.18741704,0.93195247,0.00950740,1.03125999
-5.69384692,3.04356115,0.00238395,0.44962657,0.47943709,0.58771213,2.19341688,0.91891738,0.00920616,1.00676037
-5.68784392,2.99032181,0.00230371,0.44874640,0.46665227,0.57222298,2.19373898,0.90363374,0.00889422,0.98045294
-5.68184092,2.93188988,0.00221795,0.44657494,0.45337774,0.55612344,2.18914190,0.88664871,0.00858046,0.95308270
-5.67583792,2.87026205,0.00212896,0.44330872,0.43996344,0.53990938,2.18050447,0.86856967,0.00827377,0.92540816
-5.66983492,2.80752088,0.00203905,0.43918203,0.42675671,0.52407563,2.16880236,0.85004772,0.00798285,0.89817830
-5.66383192,2.74577821,0.00195049,0.43446101,0.41409219,0.50910260,2.15508220,0.83176056,0.00771607,0.87211087
-5.65782891,2.68711980,0.00186540,0.42943701,0.40228264,0.49544400,2.14043425,0.81439521,0.00748120,0.84787279
-5.65182591,2.63355304,0.00178574,0.42441923,0.39161079,0.48351601,2.12596445,0.79863097,0.00728533,0.82606316
-5.64582291,2.58695888,0.00171320,0.41972687,0.38232248,0.47368812,2.11276705,0.78512324,0.00713469,0.80719931
-5.63981991,2.54904933,0.00164921,0.41568118,0.37462127,0.46627588,2.10189844,0.77448838,0.00703453,0.79170620
-5.63381691,2.52133138,0.00159484,0.41259747,0.36866458,0.46153561,2.09435320,0.76728995,0.00698901,0.77990927
-5.62781391,2.50507789,0.00155085,0.41077739,0.36456140,0.45966110,2.09104286,0.76402680,0.00700117,0.77203080
-5.62181091,2.50130590,0.00151761,0.41050166,0.36237150,0.46078222,2.09277804,0.76512284,0.00707282,0.76818953
-5.61580790,2.51076249,0.00149516,0.41202341,0.36210623,0.46496538,2.10025407,0.77091904,0.00720455,0.76840354
-5.60980490,2.53391793,0.00148321,0.41556233,0.36373062,0.47221549,2.11404056,0.78166739,0.00739571,0.77259583
-5.60380190,2.57096603,0.00148116,0.42129967,0.36716677,0.48247947,2.13457471,0.79752712,0.00764444,0.78060244
-5.59779890,2.62183104,0.00148812,0.42937425,0.37229832,0.49565079,2.16215836,0.81856304,0.00794772,0.79218257
-5.59179590,2.68618067,0.00150302,0.43987957,0.37897592,0.51157497,2.19695855,0.84474608,0.00830144,0.80703028
-5.58579290,2.76344444,0.00152460,0.45286199,0.38702327,0.53005577,2.23901126,0.87595580,0.00870050,0.82478736
-5.57978989,2.85283675,0.00155148,0.46832000,0.39624391,0.55086175,2.28822800,0.91198498,0.00913893,0.84505684
-5.57378689,2.95338372,0.00158226,0.48620472,0.40642820,0.57373300,2.34440491,0.95254604,0.00961005,0.86741679
-5.56778389,3.06395320,0.00161553,0.50642140,0.41736050,0.59838792,2.40723379,0.99727914,0.01010664,0.89143393
-5.56178089,3.18328690,0.00164993,0.52883202,0.42882630,0.62452977,2.47631483,1.04576178,0.01062112,0.91667670
-5.55577789,3.31003400,0.00168424,0.55325889,0.44061909,0.65185291,2.55117059,1.09751976,0.01114577,0.94272742
-5.54977489,3.44278522,0.00171740,0.57948906,0.45254679,0.68004855,2.63126065,1.15203902,0.01167293,0.96919326
-5.54377189,3.58010668,0.00174854,0.60727965,0.46443755,0.70881004,2.71599681,1.20877835,0.01219522,0.99571569
-5.53776888,3.72057254,0.00177701,0.63636365,0.47614474,0.73783752,2.80475819,1.26718234,0.01270578,1.02197821
-5.53176588,3.86279577,0.00180242,0.66645635,0.48755098,0.76684196,2.89690594,1.32669444,0.01319842,1.04771231
-5.52576288,4.00545620,0.00182459,0.69726199,0.49857108,0.79554861,2.99179719,1.38676961,0.01366786,1.07270127
-5.51975988,4.14732515,0.00184361,0.72848050,0.50915370,0.82369979,3.08879774,1.44688623,0.01410987,1.09678201
-5.51375688,4.28728604,0.00185975,0.75981426,0.51928183,0.85105719,3.18729324,1.50655689,0.01452140,1.11984484
-5.50775388,4.42435041,0.00187349,0.79097442,0.52897181,0.87740357,3.28669838,1.56533764,0.01490067,1.14183119
-5.50175088,4.55766899,0.00188545,0.82168687,0.53827104,0.90254402,3.38646387,1.62283550,0.01524723,1.16272945
-5.49574787,4.68653758,0.00189635,0.85169741,0.54725446,0.92630680,3.48608101,1.67871389,0.01556195,1.18256916
-5.48974487,4.81039753,0.00190697,0.88077619,0.55601974,0.94854377,3.58508355,1.73269576,0.01584700,1.20141366
-5.48374187,4.92883107,0.00191807,0.90872109,0.56468148,0.96913052,3.68304690,1.78456442,0.01610576,1.21935163
-5.47773887,5.04155163,0.00193039,0.93536008,0.57336455,0.98796619,3.77958481,1.83416198,0.01634269,1.23648776
-5.47173587,5.14838963,0.00194454,0.96055243,0.58219682,1.00497298,3.87434352,1.88138541,0.01656317,1.25293297
-5.46573287,5.24927432,0.00196102,0.98418875,0.59130158,1.02009543,3.96699387,1.92618064,0.01677328,1.26879449
-5.45972986,5.34421241,0.00198012,1.00618995,0.60078987,1.03329937,4.05722168,1.96853460,0.01697961,1.28416631
-5.45372686,5.43326442,0.00200195,1.02650514,0.61075315,1.04457066,4.14471704,2.00846591,0.01718900,1.29912028
-5.44772386,5.51651965,0.00202640,1.04510852,0.62125654,1.05391352,4.22916294,2.04601433,0.01740828,1.31369824
-5.44172086,5.59407081,0.00205313,1.06199556,0.63233302,1.06134868,4.31022413,2.08122968,0.01764403,1.32790555
-5.43571786,5.66598940,0.00208159,1.07717857,0.64397865,1.06691122,4.38753659,2.11416053,0.01790234,1.34170625
-5.42971486,5.73230289,0.00211103,1.09068172,0.65614939,1.07064808,4.46069856,2.14484331,0.01818851,1.35502007
-5.42371186,5.79297462,0.00214054,1.10253609,0.66875935,1.07261545,4.52926353,2.17329231,0.01850695,1.36772149
-5.41770885,5.84788750,0.00216907,1.11277454,0.68168079,1.07287598,4.59273576,2.19949105,0.01886087,1.37964085
-5.41170585,5.89683211,0.00219548,1.12142698,0.69474588,1.07149594,4.65056883,2.22338546,0.01925221,1.39056756
-5.40570285,5.93950005,0.00221860,1.12851611,0.70775013,1.06854248,4.70216746,2.24487922,0.01968146,1.40025527
-5.39969985,5.97548289,0.00223725,1.13405380,0.72045746,1.06408109,4.74689276,2.26383162,0.02014762,1.40842893
-5.39369685,6.00427698,0.00225033,1.13803843,0.73260675,1.05817339,4.78407102,2.28005803,0.02064814,1.41479339
-5.38769385,6.02529426,0.00225682,1.14045320,0.74391949,1.05087540,4.81300581,2.29333313,0.02117889,1.41904334
-5.38169085,6.03787876,0.00225585,1.14126560,0.75410852,1.04223645,4.83299323,2.30339686,0.02173425,1.42087418
-5.37568784,6.04132845,0.00224671,1.14042808,0.76288724,1.03229874,4.84333984,2.30996288,0.02230718,1.41999339
-5.36968484,6.03492166,0.00222891,1.13787991,0.76997908,1.02109766,4.84338282,2.31272929,0.02288933,1.41613203
-5.36368184,6.01794720,0.00220216,1.13355026,0.77512693,1.00866293,4.83251163,2.31139124,0.02347122,1.40905594
-5.35767884,5.98973711,0.00216638,1.12736222,0.77810199,0.99502040,4.81019061,2.30565489,0.02404248,1.39857609
-5.35167584,5.94970065,0.00212173,1.11923788,0.77871183,0.98019455,4.77598153,2.29525214,0.02459204,1.38455780
-5.34567284,5.89735819,0.00206857,1.10910398,0.77680730,0.96421149,4.72956542,2.27995562,0.02510846,1.36692834
-5.33966983,5.83237355,0.00200745,1.09689802,0.77228805,0.94710225,4.67076274,2.25959302,0.02558018,1.34568263
-5.33366683,5.75458325,0.00193907,1.08257460,0.76510643,0.92890625,4.59955105,2.23406040,0.02599588,1.32088681
-5.32766383,5.66402131,0.00186430,1.06611152,0.75526966,0.90967459,4.51607942,2.20333358,0.02634476,1.29267947
-5.32166083,5.56093837,0.00178408,1.04751549,0.74284016,0.88947298,4.42067882,2.16747724,0.02661688,1.26127036
-5.31565783,5.44581402,0.00169945,1.02682707,0.72793416,0.86838413,4.31386797,2.12665114,0.02680348,1.22693684
-5.30965483,5.31936164,0.00161147,1.00412465,0.71071850,0.84650923,4.19635409,2.08111312,0.02689721,1.19001785
-5.30365183,5.18252523,0.00152124,0.97952715,0.69140594,0.82396852,4.06902845,2.03121878,0.02689241,1.15090582
-5.29764882,5.03646821,0.00142981,0.95319534,0.67024909,0.80090081,3.93295651,1.97741767,0.02678530,1.11003675
-5.29164582,4.88255440,0.00133823,0.92533176,0.64753322,0.77746175,3.78936290,1.92024614,0.02657410,1.06787876
-5.28564282,4.72232191,0.00124745,0.89617910,0.62356834,0.75382112,3.63961160,1.86031725,0.02625910,1.02491954
-5.27963982,4.55745084,0.00115837,0.86601710,0.59868071,0.73015900,3.48518193,1.79830792,0.02584271,0.98165327
-5.27363682,4.38972613,0.00107182,0.83515824,0.57320426,0.70666114,3.32764107,1.73494411,0.02532933,0.93856731
-5.26763382,4.22099706,0.00098851,0.80394224,0.54747213,0.68351360,3.16861412,1.67098448,0.02472529,0.89612940
-5.26163082,4.05313501,0.00090909,0.77272968,0.52180869,0.66089711,3.00975261,1.60720331,0.02403859,0.85477555
-5.25562781,3.88799126,0.00083407,0.74189505,0.49652224,0.63898125,2.85270264,1.54437336,0.02327872,0.81489938
-5.24962481,3.72735634,0.00076392,0.71181936,0.47189872,0.61791891,2.69907370,1.48324935,0.02245634,0.77684308
-5.24362181,3.57292262,0.00069899,0.68288281,0.44819643,0.59784115,2.55040912,1.42455257,0.02158297,0.74089037
-5.23761881,3.42625134,0.00063956,0.65545750,0.42564204,0.57885303,2.40815901,1.36895731,0.02067067,0.70726169
-5.23161581,3.28874502,0.00058583,0.62990068,0.40442783,0.56103024,2.27365656,1.31707929,0.01973166,0.67611180
-5.22561281,3.16162610,0.00053792,0.60654843,0.38471018,0.54441716,2.14809802,1.26946651,0.01877808,0.64752970
-5.21960980,3.04592185,0.00049588,0.58571009,0.36660925,0.52902603,2.03252672,1.22659244,0.01782158,0.62154087
-5.21360680,2.94245579,0.00045970,0.56766341,0.35020980,0.51483760,1.92782134,1.18885157,0.01687317,0.59811169
-5.20760380,2.85184480,0.00042932,0.55265033,0.33556282,0.50180302,1.83468805,1.15655717,0.01594290,0.57715558
-5.20160080,2.77450164,0.00040461,0.54087351,0.32268806,0.48984699,1.75365643,1.12994082,0.01503975,0.55854080
-5.19559780,2.71064158,0.00038537,0.53249342,0.31157701,0.47887183,1.68507869,1.10915345,0.01417146,0.54209921
-5.18959480,2.66029223,0.00037136,0.52762592,0.30219626,0.46876245,1.62913143,1.09426741,0.01334450,0.52763577
-5.18359180,2.62330541,0.00036229,0.52634016,0.29449108,0.45939176,1.58581977,1.08527910,0.01256400,0.51493816
-5.17758879,2.59936992,0.00035781,0.52865683,0.28838886,0.45062637,1.55498288,1.08211183,0.01183381,0.50378621
-5.17158579,2.58802420,0.00035753,0.53454666,0.28380244,0.44233214,1.53630068,1.08461861,0.01115653,0.49396065
-5.16558279,2.58866825,0.00036100,0.54392910,0.28063317,0.43437954,1.52930130,1.09258450,0.01053358,0.48525078
-5.15957979,2.60057413,0.00036775,0.55667124,0.27877344,0.42664829,1.53336886,1.10572859,0.00996536,0.47746093
-5.15357679,2.62289484,0.00037726,0.57258711,0.27810887,0.41903130,1.54775177,1.12370546,0.00945131,0.47041534
-5.14757379,2.65467181,0.00038899,0.59143743,0.27852001,0.41143766,1.57157131,1.14610648,0.00899010,0.46396150
-5.14157079,2.69484119,0.00040237,0.61293002,0.27988355,0.40379466,1.60383092,1.17246087,0.00857969,0.45797176
-5.13556778,2.74223953,0.00041684,0.63672099,0.28207324,0.39604875,1.64342629,1.20223733,0.00821755,0.45234355
-5.12956478,2.79560985,0.00043182,0.66241705,0.28496045,0.38816552,1.68915676,1.23484611,0.00790070,0.44699806
-5.12356178,2.85360869,0.00044675,0.68957901,0.28841453,0.38012880,1.73973836,1.26964246,0.00762588,0.44187793
-5.11755878,2.91481529,0.00046108,0.71772670,0.29230315,0.37193902,1.79381885,1.30593143,0.00738963,0.43694389
-5.11155578,2.97774351,0.00047431,0.74634537,0.29649264,0.36361092,1.84999502,1.34297466,0.00718839,0.43217100
-5.10555278,3.04085729,0.00048596,0.77489368,0.30084844,0.35517093,1.90683242,1.37999922,0.00701860,0.42754449
-5.09954977,3.10258998,0.00049564,0.80281313,0.30523587,0.34665427,1.96288754,1.41620871,0.00687678,0.42305576
-5.09354677,3.16136763,0.00050297,0.82953889,0.30952112,0.33810206,2.01673211,1.45079655,0.00675961,0.41869862
-5.08754377,3.21563615,0.00050768,0.85451170,0.31357262,0.32955850,2.06697933,1.48296114,0.00666399,0.41446611
-5.08154077,3.26389158,0.00050955,0.87719063,0.31726274,0.32106844,2.11231125,1.51192276,0.00658710,0.41034808
-5.07553777,3.30471276,0.00050845,0.89706615,0.32046986,0.31267515,2.15150657,1.53694145,0.00652652,0.40632950
-5.06953477,3.33679519,0.00050431,0.91367319,0.32308060,0.30441870,2.18346802,1.55733534,0.00648020,0.40238974
-5.06353177,3.35898464,0.00049716,0.92660360,0.32499238,0.29633468,2.20724819,1.57249875,0.00644660,0.39850262
-5.05752876,3.37030909,0.00048707,0.93551749,0.32611592,0.28845351,2.22207286,1.58191907,0.00642465,0.39463727
-5.05152576,3.37000740,0.00047422,0.94015304,0.32637773,0.28080012,2.22736069,1.58519193,0.00641386,0.39075958
-5.04552276,3.35755327,0.00045880,0.94033423,0.32572241,0.27339404,2.22273840,1.58203365,0.00641426,0.38683420
-5.03951976,3.33267306,0.00044108,0.93597620,0.32411458,0.26624989,2.20805052,1.57229050,0.00642645,0.38282671
-5.03351676,3.29535654,0.00042136,0.92708789,0.32154039,0.25937800,2.18336321,1.55594417,0.00645156,0.37870599
-5.02751376,3.24585964,0.00039998,0.91377183,0.31800839,0.25278530,2.14896168,1.53311313,0.00649115,0.37444641
-5.02151076,3.18469889,0.00037730,0.89622106,0.31354980,0.24647628,2.10534106,1.50404973,0.00654723,0.37002979
-5.01550775,3.11263749,0.00035366,0.87471315,0.30821790,0.24045396,2.05319101,1.46913302,0.00662205,0.36544694
-5.00950475,3.03066349,0.00032943,0.84960172,0.30208688,0.23472080,1.99337438,1.42885764,0.00671808,0.36069867
-5.00350175,2.93996072,0.00030495,0.82130561,0.29524970,0.22927963,1.92690070,1.38381904,0.00683776,0.35579622
-4.99749875,2.84187369,0.00028055,0.79029618,0.28781547,0.22413440,1.85489542,1.33469576,0.00698340,0.35076112
-4.99149575,2.73786792,0.00025654,0.75708327,0.27990607,0.21929084,1.77856607,1.28222941,0.00715699,0.34562442
-4.98549275,2.62948712,0.00023317,0.72220038,0.27165239,0.21475701,1.69916643,1.22720317,0.00736000,0.34042543
-4.97948974,2.51830918,0.00021069,0.68618950,0.26319012,0.21054379,1.61796035,1.17041970,0.00759321,0.33521008
-4.97348674,2.40590257,0.00018928,0.64958638,0.25465552,0.20666523,1.53618624,1.11267927,0.00785655,0.33002892
-4.96748374,2.29378493,0.00016910,0.61290660,0.24618109,0.20313895,1.45502372,1.05475899,0.00814898,0.32493505
-4.96148074,2.18338542,0.00015027,0.57663296,0.23789146,0.19998638,1.37556354,0.99739388,0.00846833,0.31998190
-4.95547774,2.07601214,0.00013286,0.54120471,0.22989968,0.19723311,1.29878180,0.94126046,0.00881127,0.31522134
-4.94947474,1.97282569,0.00011692,0.50700878,0.22230402,0.19490918,1.22551928,0.88696322,0.00917331,0.31070186
-4.94347174,1.87481966,0.00010246,0.47437326,0.21518540,0.19304937,1.15646640,0.83502456,0.00954877,0.30646725
-4.93746873,1.78280836,0.00008946,0.44356340,0.20860564,0.19169347,1.09215423,0.78587820,0.00993092,0.30255569
-4.93146573,1.69742191,0.00007789,0.41477985,0.20260646,0.19088651,1.03295149,0.73986608,0.01031212,0.29899925
-4.92546273,1.61910829,0.00006768,0.38815934,0.19720938,0.19067886,0.97906747,0.69723874,0.01068398,0.29582401
-4.91945973,1.54814181,0.00005877,0.36377735,0.19241644,0.19112617,0.93056034,0.65815874,0.01103762,0.29305053
-4.91345673,1.48463698,0.00005107,0.34165273,0.18821164,0.19228909,0.88735020,0.62270678,0.01136396,0.29069476
-4.90745373,1.42856676,0.00004449,0.32175373,0.18456313,0.19423267,0.84923616,0.59088998,0.01165397,0.28876921
-4.90145073,1.37978385,0.00003894,0.30400531,0.18142587,0.19702535,0.81591644,0.56265175,0.01189903,0.28728428
-4.89544772,1.33804369,0.00003432,0.28829709,0.17874477,0.20073760,0.78701047,0.53788259,0.01209121,0.28624959
-4.88944472,1.30302784,0.00003054,0.27449175,0.17645797,0.20543996,0.76208196,0.51643130,0.01222355,0.28567527
-4.88344172,1.27436637,0.00002751,0.26243337,0.17450026,0.21120066,0.74066194,0.49811586,0.01229034,0.28557283
-4.87743872,1.25165826,0.00002515,0.25195544,0.17280637,0.21808274,0.72227065,0.48273362,0.01228732,0.28595577
-4.87143572,1.23448878,0.00002338,0.24288815,0.17131395,0.22614070,0.70643773,0.47007029,0.01221185,0.28683965
-4.86543272,1.22244320,0.00002214,0.23506486,0.16996620,0.23541686,0.69271956,0.45990734,0.01206300,0.28824163
-4.85942971,1.21511643,0.00002134,0.22832732,0.16871395,0.24593745,0.68071356,0.45202769,0.01184157,0.29017946
-4.85342671,1.21211845,0.00002095,0.22252986,0.16751717,0.25770872,0.67006891,0.44621966,0.01155009,0.29266989
-4.84742371,1.21307576,0.00002090,0.21754215,0.16634582,0.27071317,0.66049350,0.44227902,0.01119270,0.29572672
-4.84142071,1.21762924,0.00002115,0.21325083,0.16518009,0.28490614,0.65175713,0.44000952,0.01077499,0.29935841
-4.83541771,1.22542918,0.00002165,0.20955990,0.16401001,0.30021305,0.64369123,0.43922200,0.01030380,0.30356556
-4.82941471,1.23612823,0.00002236,0.20639018,0.16283447,0.31652745,0.63618535,0.43973256,0.00978698,0.30833838
-4.82341171,1.24937329,0.00002326,0.20367780,0.16165993,0.33371008,0.62918094,0.44136004,0.00923312,0.31365427
-4.81740870,1.26479735,0.00002429,0.20137212,0.16049860,0.35158918,0.62266299,0.44392330,0.00865123,0.31947585
-4.81140570,1.28201231,0.00002543,0.19943320,0.15936659,0.36996207,0.61665026,0.44723873,0.00805050,0.32574948
-4.80540270,1.30060349,0.00002665,0.19782895,0.15828184,0.38859810,0.61118467,0.45111831,0.00744001,0.33240447
-4.79939970,1.32012682,0.00002791,0.19653244,0.15726221,0.40724301,0.60632055,0.45536851,0.00682844,0.33935317
-4.79339670,1.34010899,0.00002919,0.19551923,0.15632371,0.42562452,0.60211444,0.45979041,0.00622390,0.34649181
-4.78739370,1.36005098,0.00003045,0.19476507,0.15547901,0.44345899,0.59861588,0.46418096,0.00563372,0.35370240
-4.78139070,1.37943503,0.00003168,0.19424412,0.15473632,0.46045905,0.59585974,0.46833562,0.00506433,0.36085534
-4.77538769,1.39773470,0.00003285,0.19392759,0.15409868,0.47634170,0.59386033,0.47205209,0.00452112,0.36781291
-4.76938469,1.41442772,0.00003393,0.19378306,0.15356375,0.49083679,0.59260757,0.47513523,0.00400846,0.37443336
-4.76338169,1.42901080,0.00003492,0.19377424,0.15312397,0.50369530,0.59206522,0.47740261,0.00352962,0.38057546
-4.75737869,1.44101582,0.00003580,0.19386140,0.15276722,0.51469725,0.59217119,0.47869063,0.00308685,0.38610335
-4.75137569,1.45002629,0.00003656,0.19400219,0.15247775,0.52365874,0.59283966,0.47886063,0.00268141,0.39089140
-4.74537269,1.45569320,0.00003722,0.19415280,0.15223751,0.53043792,0.59396493,0.47780477,0.00231370,0.39482890
-4.73936968,1.45774946,0.00003776,0.19426952,0.15202754,0.53493963,0.59542641,0.47545119,0.00198331,0.39782439
-4.73336668,1.45602190,0.00003821,0.19431027,0.15182963,0.53711838,0.59709459,0.47176817,0.00168918,0.39980931
-4.72736368,1.45044028,0.00003859,0.19423632,0.15162783,0.53697979,0.59883747,0.46676696,0.00142970,0.40074102
-4.72136068,1.44104266,0.00003893,0.19401385,0.15140993,0.53458018,0.60052701,0.46050309,0.00120285,0.40060483
-4.71535768,1.42797689,0.00003925,0.19361530,0.15116876,0.53002462,0.60204537,0.45307593,0.00100632,0.39941508
-4.70935468,1.41149799,0.00003960,0.19302059,0.15090322,0.52346335,0.60329032,0.44462669,0.00083758,0.39721525
-4.70335168,1.39196154,0.00004002,0.19221783,0.15061893,0.51508683,0.60417979,0.43533455,0.00069405,0.39407699
-4.69734867,1.36981340,0.00004055,0.19120383,0.15032860,0.50511968,0.60465522,0.42541146,0.00057311,0.39009823
-4.69134567,1.34557603,0.00004124,0.18998412,0.15005192,0.49381375,0.60468353,0.41509547,0.00047220,0.38540038
-4.68534267,1.31983226,0.00004213,0.18857261,0.14981513,0.48144060,0.60425773,0.40464315,0.00038889,0.38012475
-4.67933967,1.29320700,0.00004326,0.18699093,0.14965019,0.46828369,0.60339611,0.39432118,0.00032088,0.37442839
-4.67333667,1.26634768,0.00004468,0.18526736,0.14959361,0.45463060,0.60214011,0.38439780,0.00026607,0.36847936
-4.66733367,1.23990436,0.00004640,0.18343559,0.14968501,0.44076557,0.60055108,0.37513411,0.00022252,0.36245175
-4.66133067,1.21451011,0.00004845,0.18153320,0.14996548,0.42696243,0.59870601,0.36677593,0.00018853,0.35652058
-4.65532766,1.19076252,0.00005085,0.17960002,0.15047581,0.41347837,0.59669253,0.35954642,0.00016255,0.35085668
-4.64932466,1.16920701,0.00005359,0.17767647,0.15125465,0.40054848,0.59460352,0.35363970,0.00014326,0.34562174
-4.64332166,1.15032246,0.00005667,0.17580183,0.15233670,0.38838126,0.59253146,0.34921592,0.00012948,0.34096376
