energy_ev,total_up,Ru_p_up,Ru_d_up,S_s_up,S_p_up,Sb_p_up,Sb_d_up
-6.00000000,2.36397827,0.93568129,1.17229221,0.01847804,0.92269559,0.31532023,0.00715341
-5.99399700,2.41627371,0.94123286,1.20746090,0.01864571,0.94702220,0.31867923,0.00726515
-5.98799400,2.47021253,0.95182099,1.24212335,0.01873839,0.97140645,0.32399265,0.00736640
-5.98199100,2.52508423,0.96678136,1.27604915,0.01875245,0.99558136,0.33110238,0.00745508
-5.97598799,2.58027522,0.98542910,1.30907200,0.01868634,1.01932155,0.33984378,0.00752966
-5.96998499,2.63526404,1.00706783,1.34108493,0.01854050,1.04244278,0.35004434,0.00758916
-5.96398199,2.68960960,1.03099683,1.37203179,0.01831724,1.06479861,0.36152176,0.00763303
-5.95797899,2.74293408,1.05651704,1.40189555,0.01802050,1.08627480,0.37408183,0.00766118
-5.95197599,2.79490218,1.08293600,1.43068451,0.01765567,1.10678198,0.38751644,0.00767383
-5.94597299,2.84519883,1.10957268,1.45841736,0.01722921,1.12624736,0.40160204,0.00767149
-5.93996998,2.89350726,1.13576228,1.48510824,0.01674845,1.14460622,0.41609889,0.00765481
-5.93396698,2.93948968,1.16086165,1.51075288,0.01622123,1.16179394,0.43075134,0.00762454
-5.92796398,2.98277195,1.18425546,1.53531684,0.01565567,1.17773923,0.44528934,0.00758145
-5.92196098,3.02293386,1.20536324,1.55872671,0.01505987,1.19235910,0.45943123,0.00752626
-5.91595798,3.05950593,1.22364729,1.58086489,0.01444174,1.20555603,0.47288785,0.00745958
-5.90995498,3.09197310,1.23862136,1.60156843,0.01380883,1.21721760,0.48536786,0.00738191
-5.90395198,3.11978533,1.24985956,1.62063193,0.01316819,1.22721849,0.49658412,0.00729362
-5.89794897,3.14237447,1.25700548,1.63781442,0.01252636,1.23542496,0.50626079,0.00719494
-5.89194597,3.15917653,1.25978063,1.65284983,0.01188931,1.24170125,0.51414093,0.00708604
-5.88594297,3.16965785,1.25799213,1.66546031,0.01126250,1.24591765,0.51999418,0.00696700
-5.87993997,3.17334353,1.25153880,1.67537164,0.01065094,1.24795960,0.52362406,0.00683792
-5.87393697,3.16984639,1.24041553,1.68232970,0.01005929,1.24773721,0.52487471,0.00669895
-5.86793397,3.15889466,1.22471538,1.68611715,0.00949196,1.24519461,0.52363650,0.00655039
-5.86193097,3.14035655,1.20462925,1.68656911,0.00895321,1.24031851,0.51985032,0.00639268
-5.85592796,3.11426036,1.18044302,1.68358706,0.00844730,1.23314535,0.51351027,0.00622655
-5.84992496,3.08080874,1.15253213,1.67715015,0.00797857,1.22376674,0.50466463,0.00605298
-5.84392196,3.04038639,1.12135371,1.66732323,0.00755151,1.21233272,0.49341501,0.00587332
-5.83791896,2.99356064,1.08743663,1.65426128,0.00717082,1.19905277,0.47991368,0.00568924
-5.83191596,2.94107490,1.05136967,1.63821002,0.00684142,1.18419438,0.46435922,0.00550280
-5.82591296,2.88383523,1.01378831,1.61950260,0.00656846,1.16807944,0.44699074,0.00531642
-5.81990995,2.82289093,0.97536066,1.59855284,0.00635725,1.15107844,0.42808075,0.00513284
-5.81390695,2.75940979,0.93677284,1.57584516,0.00621320,1.13360300,0.40792723,0.00495515
-5.80790395,2.69464941,0.89871449,1.55192196,0.00614170,1.11609678,0.38684507,0.00478666
-5.80190095,2.62992582,0.86186476,1.52736890,0.00614800,1.09902558,0.36515726,0.00463090
-5.79589795,2.56658062,0.82687907,1.50279889,0.00623703,1.08286660,0.34318631,0.00449155
-5.78989495,2.50594813,0.79437722,1.47883550,0.00641326,1.06809761,0.32124602,0.00437234
-5.78389195,2.44932352,0.76493277,1.45609634,0.00668053,1.05518621,0.29963411,0.00427697
-5.77788894,2.39793306,0.73906410,1.43517714,0.00704185,1.04457958,0.27862570,0.00420906
-5.77188594,2.35290739,0.71722705,1.41663697,0.00749924,1.03669492,0.25846807,0.00417203
-5.76588294,2.31525821,0.69980925,1.40098509,0.00805359,1.03191079,0.23937654,0.00416903
-5.75987994,2.28585896,0.68712596,1.38866965,0.00870450,1.03055959,0.22153176,0.00420286
-5.75387694,2.26542967,0.67941740,1.38006850,0.00945022,1.03292103,0.20507817,0.00427589
-5.74787394,2.25452576,0.67684732,1.37548214,0.01028750,1.03921689,0.19012369,0.00438997
-5.74187094,2.25353100,0.67950267,1.37512889,0.01121160,1.04960678,0.17674044,0.00454642
-5.73586793,2.26265398,0.68739419,1.37914207,0.01221629,1.06418509,0.16496644,0.00474589
-5.72986493,2.28192802,0.70045772,1.38756925,0.01329387,1.08297898,0.15480796,0.00498838
-5.72386193,2.31121408,0.71855619,1.40037319,0.01443525,1.10594739,0.14624249,0.00527317
-5.71785893,2.35020622,0.74148201,1.41743444,0.01563006,1.13298095,0.13922205,0.00559881
-5.71185593,2.39843943,0.76896001,1.43855539,0.01686684,1.16390298,0.13367672,0.00596307
-5.70585293,2.45529952,0.80065076,1.46346552,0.01813320,1.19847131,0.12951829,0.00636299
-5.69984992,2.52003488,0.83615445,1.49182786,0.01941604,1.23638122,0.12664381,0.00679486
-5.69384692,2.59176999,0.87501533,1.52324633,0.02070179,1.27726936,0.12493908,0.00725427
-5.68784392,2.66952072,0.91672686,1.55727414,0.02197668,1.32071878,0.12428188,0.00773613
-5.68184092,2.75221136,0.96073774,1.59342287,0.02322699,1.36626516,0.12454510,0.00823477
-5.67583792,2.83869347,1.00645890,1.63117248,0.02443929,1.41340425,0.12559954,0.00874400
-5.66983492,2.92776651,1.05327171,1.66998192,0.02560075,1.46160059,0.12731659,0.00925723
-5.66383192,3.01820029,1.10053726,1.70930045,0.02669936,1.51029747,0.12957065,0.00976756
-5.65782891,3.10875911,1.14760702,1.74857944,0.02772416,1.55892802,0.13224145,0.01026795
-5.65182591,3.19822725,1.19383460,1.78728458,0.02866544,1.60692740,0.13521612,0.01075134
-5.64582291,3.28543558,1.23858861,1.82490817,0.02951495,1.65374576,0.13839122,0.01121083
-5.63981991,3.36928860,1.28126621,1.86098134,0.03026604,1.69886166,0.14167450,0.01163983
-5.63381691,3.44879123,1.32130729,1.89508571,0.03091378,1.74179559,0.14498659,0.01203225
-5.62781391,3.52307446,1.35820842,1.92686420,0.03145504,1.78212310,0.14826242,0.01238265
-5.62181091,3.59141878,1.39153647,1.95603045,0.03188856,1.81948699,0.15145238,0.01268640
-5.61580790,3.65327446,1.42094094,1.98237638,0.03221494,1.85360797,0.15452322,0.01293982
-5.60980490,3.70827733,1.44616466,2.00577752,0.03243664,1.88429319,0.15745851,0.01314034
-5.60380190,3.75625921,1.46705208,2.02619552,0.03255789,1.91144221,0.16025868,0.01328652
-5.59779890,3.79725195,1.48355464,2.04367770,0.03258461,1.93504971,0.16294060,0.01337818
-5.59179590,3.83148442,1.49573277,2.05835317,0.03252427,1.95520481,0.16553655,0.01341641
-5.58579290,3.85937201,1.50375407,2.07042563,0.03238567,1.97208658,0.16809273,0.01340351
-5.57978989,3.88149856,1.50788764,2.08016294,0.03217881,1.98595584,0.17066714,0.01334298
-5.57378689,3.89859105,1.50849444,2.08788351,0.03191457,1.99714325,0.17332695,0.01323942
-5.56778389,3.91148774,1.50601389,2.09394033,0.03160450,2.00603422,0.17614544,0.01309836
-5.56178089,3.92110101,1.50094715,2.09870301,0.03126047,2.01305102,0.17919853,0.01292610
-5.55577789,3.92837612,1.49383770,2.10253876,0.03089445,2.01863295,0.18256105,0.01272953
-5.54977489,3.93424797,1.48524996,2.10579326,0.03051810,2.02321541,0.18630290,0.01251586
-5.54377189,3.93959764,1.47574679,2.10877230,0.03014255,2.02720884,0.19048521,0.01229245
-5.53776888,3.94521089,1.46586710,2.11172531,0.02977805,2.03097864,0.19515668,0.01206649
-5.53176588,3.95174066,1.45610426,2.11483166,0.02943369,2.03482703,0.20035027,0.01184486
-5.52576288,3.95967552,1.44688671,2.11819051,0.02911717,2.03897790,0.20608040,0.01163384
-5.51975988,3.96931571,1.43856137,2.12181495,0.02883455,2.04356538,0.21234070,0.01143896
-5.51375688,3.98075810,1.43138091,2.12563073,0.02859011,2.04862690,0.21910266,0.01126484
-5.50775388,3.99389094,1.42549535,2.12947987,0.02838620,2.05410106,0.22631493,0.01111510
-5.50175088,4.00839866,1.42094846,2.13312888,0.02822319,2.05983054,0.23390360,0.01099222
-5.49574787,4.02377665,1.41767918,2.13628133,0.02809943,2.06556995,0.24177341,0.01089763
-5.48974487,4.03935520,1.41552777,2.13859400,0.02801134,2.07099813,0.24980974,0.01083161
-5.48374187,4.05433143,1.41424668,2.13969577,0.02795352,2.07573442,0.25788149,0.01079345
-5.47773887,4.06780751,1.41351519,2.13920829,0.02791886,2.07935799,0.26584466,0.01078151
-5.47173587,4.07883333,1.41295739,2.13676705,0.02789887,2.08142915,0.27354649,0.01079335
-5.46573287,4.08645126,1.41216229,2.13204190,0.02788387,2.08151162,0.28083007,0.01082591
-5.45972986,4.08974079,1.41070523,2.12475571,0.02786335,2.07919451,0.28753923,0.01087565
-5.45372686,4.08786091,1.40816935,2.11470022,0.02782634,2.07411283,0.29352351,0.01093878
-5.44772386,4.08008790,1.40416621,2.10174808,0.02776173,2.06596564,0.29864297,0.01101136
-5.44172086,4.06584701,1.39835435,2.08586060,0.02765871,2.05453065,0.30277285,0.01108954
-5.43571786,4.04473638,1.39045514,2.06709069,0.02750710,2.03967481,0.30580761,0.01116962
-5.42971486,4.01654241,1.38026506,2.04558099,0.02729779,2.02136019,0.30766458,0.01124824
-5.42371186,3.98124597,1.36766399,2.02155726,0.02702298,1.99964518,0.30828669,0.01132244
-5.41770885,3.93901952,1.35261919,1.99531769,0.02667658,1.97468078,0.30764462,0.01138971
-5.41170585,3.89021582,1.33518503,1.96721858,0.02625438,1.94670256,0.30573786,0.01144805
-5.40570285,3.83534895,1.31549858,1.93765747,0.02575429,1.91601869,0.30259515,0.01149595
-5.39969985,3.77506929,1.29377158,1.90705472,0.02517648,1.88299488,0.29827388,0.01153239
-5.39369685,3.71013394,1.27027931,1.87583457,0.02452338,1.84803715,0.29285875,0.01155677
-5.38769385,3.64137450,1.24534714,1.84440683,0.02379976,1.81157345,0.28645978,0.01156892
-5.38169085,3.56966410,1.21933559,1.81315028,0.02301261,1.77403513,0.27920955,0.01156895
-5.37568784,3.49588557,1.19262484,1.78239865,0.02217104,1.73583948,0.27126010,0.01155731
-5.36968484,3.42090238,1.16559940,1.75242991,0.02128611,1.69737406,0.26277929,0.01153459
-5.36368184,3.34553392,1.13863388,1.72345943,0.02037061,1.65898381,0.25394705,0.01150161
-5.35767884,3.27053597,1.11208048,1.69563727,0.01943880,1.62096145,0.24495136,0.01145928
-5.35167584,3.19658736,1.08625870,1.66904967,0.01850614,1.58354169,0.23598431,0.01140861
-5.34567284,3.12428280,1.06144774,1.64372435,0.01758904,1.54689926,0.22723822,0.01135069
-5.33966983,3.05413195,1.03788159,1.61963937,0.01670452,1.51115085,0.21890184,0.01128671
-5.33366683,2.98656396,1.01574700,1.59673470,0.01586998,1.47636050,0.21115686,0.01121791
-5.32766383,2.92193676,0.99518404,1.57492573,0.01510287,1.44254807,0.20417463,0.01114564
-5.32166083,2.86054973,0.97628894,1.55411788,0.01442042,1.40969998,0.19811318,0.01107134
-5.31565783,2.80265846,0.95911876,1.53422109,0.01383943,1.37778150,0.19311453,0.01099657
-5.30965483,2.74849021,0.94369744,1.51516346,0.01337595,1.34674972,0.18930232,0.01092299
-5.30365183,2.69825841,0.93002259,1.49690302,0.01304507,1.31656621,0.18677978,0.01085237
-5.29764882,2.65217505,0.91807252,1.47943680,0.01286064,1.28720872,0.18562788,0.01078658
-5.29164582,2.61045978,0.90781293,1.46280672,0.01283504,1.25868095,0.18590394,0.01072751
-5.28564282,2.57334476,0.89920297,1.44710175,0.01297891,1.23101993,0.18764044,0.01067709
-5.27963982,2.54107491,0.89220016,1.43245621,0.01330086,1.20430062,0.19084418,0.01063718
-5.27363682,2.51390326,0.88676406,1.41904434,0.01380725,1.17863721,0.19549577,0.01060952
-5.26763382,2.49208166,0.88285856,1.40707129,0.01450184,1.15418146,0.20154947,0.01059564
-5.26163082,2.47584747,0.88045279,1.39676110,0.01538558,1.13111791,0.20893344,0.01059683
-5.25562781,2.46540695,0.87952078,1.38834238,0.01645634,1.10965651,0.21755041,0.01061398
-5.24962481,2.46091667,0.88004013,1.38203247,0.01770866,1.09002302,0.22727873,0.01064758
-5.24362181,2.46246409,0.88198985,1.37802109,0.01913361,1.07244793,0.23797402,0.01069762
-5.23761881,2.47004875,0.88534778,1.37645436,0.02071863,1.05715446,0.24947119,0.01076355
-5.23161581,2.48356545,0.89008785,1.37742024,0.02244754,1.04434642,0.26158702,0.01084427
