energy_ev,total_up,total_down,Cr_p_up,Cr_p_down,Cr_d_up,Cr_d_down,N_s_up,N_s_down,N_p_up,N_p_down,Te_p_up,Te_p_down,Te_d_up,Te_d_down
-6.00000000,2.42891779,-2.83333827,2.55286115,-2.91584771,0.55705995,-0.24777221,0.00364307,-0.00799102,0.84710657,-0.67916503,0.42289944,-1.12187019,0.00000000,-0.00000000
-5.99399700,2.42798731,-2.81359552,2.54522662,-2.93946427,0.56555545,-0.24961482,0.00349487,-0.00781587,0.85620491,-0.69455968,0.41072813,-1.08746038,0.00000000,-0.00000000
-5.98799400,2.43144170,-2.78959645,2.54243859,-2.95664866,0.57430861,-0.25133442,0.00335313,-0.00763343,0.86566625,-0.70916614,0.40109425,-1.05098991,0.00000000,-0.00000000
-5.98199100,2.43896357,-2.76213131,2.54434296,-2.96815013,0.58329528,-0.25295517,0.00321776,-0.00744560,0.87546729,-0.72303841,0.39380323,-1.01296869,0.00000000,-0.00000000
-5.97598799,2.45019978,-2.73199658,2.55071747,-2.97477616,0.59249749,-0.25449526,0.00308866,-0.00725404,0.88558741,-0.73622976,0.38863310,-0.97391472,0.00000000,-0.00000000
-5.96998499,2.46476349,-2.69996497,2.56127054,-2.97735200,0.60190065,-0.25596535,0.00296576,-0.00706017,0.89600501,-0.74878534,0.38534149,-0.93434188,0.00000000,-0.00000000
-5.96398199,2.48223439,-2.66675781,2.57563872,-2.97668245,0.61149025,-0.25736747,0.00284897,-0.00686513,0.90669311,-0.76073602,0.38367217,-0.89474780,0.00000000,-0.00000000
-5.95797899,2.50215771,-2.63302118,2.59338340,-2.97351777,0.62124848,-0.25869445,0.00273821,-0.00666977,0.91761475,-0.77209378,0.38336105,-0.85560224,0.00000000,-0.00000000
-5.95197599,2.52404295,-2.59930708,2.61398744,-2.96852581,0.63115093,-0.25992996,0.00263333,-0.00647468,0.92871860,-0.78284906,0.38414144,-0.81733658,0.00000000,-0.00000000
-5.94597299,2.54736309,-2.56606063,2.63685287,-2.96227159,0.64116403,-0.26104925,0.00253418,-0.00628016,0.93993519,-0.79297017,0.38574868,-0.78033470,0.00000000,-0.00000000
-5.93996998,2.57155524,-2.53361376,2.66130028,-2.95520553,0.65124319,-0.26202040,0.00244049,-0.00608627,0.95117434,-0.80240498,0.38792399,-0.74492570,0.00000000,-0.00000000
-5.93396698,2.59602342,-2.50218556,2.68657109,-2.94766024,0.66133219,-0.26280622,0.00235198,-0.00589288,0.96232389,-0.81108454,0.39041773,-0.71137865,0.00000000,-0.00000000
-5.92796398,2.62014438,-2.47188894,2.71183327,-2.93985583,0.67136376,-0.26336652,0.00226825,-0.00569968,0.97325036,-0.81892867,0.39299197,-0.67989969,0.00000000,-0.00000000
-5.92196098,2.64327655,-2.44274301,2.73619132,-2.93191257,0.68126162,-0.26366071,0.00218884,-0.00550626,0.98380135,-0.82585274,0.39542274,-0.65063121,0.00000000,-0.00000000
