energy_ev,total_up,total_down,C_s_up,C_s_down,C_p_up,C_p_down,Co_p_up,Co_p_down,Co_d_up,Co_d_down,Sc_p_up,Sc_p_down,Sc_d_up,Sc_d_down,Te_p_up,Te_p_down,Te_d_up,Te_d_down
-5.91595798,0.42423948,-0.42423961,0.01338044,-0.01338044,0.02075134,-0.02075135,0.12636040,-0.12636042,0.09373468,-0.09373473,0.08199481,-0.08199483,0.00426124,-0.00426124,0.23200986,-0.23200994,0.00000000,-0.00000000
-5.90995498,0.46007372,-0.46007385,0.01450769,-0.01450769,0.02057025,-0.02057025,0.13300910,-0.13300912,0.10421051,-0.10421056,0.08839758,-0.08839760,0.00470958,-0.00470958,0.25324577,-0.25324585,0.00000000,-0.00000000
-5.90395198,0.50108836,-0.50108851,0.01562190,-0.01562190,0.02088443,-0.02088443,0.14147343,-0.14147345,0.11603309,-0.11603314,0.09603536,-0.09603538,0.00520103,-0.00520103,0.27717159,-0.27717168,0.00000000,-0.00000000
-5.89794897,0.54687059,-0.54687075,0.01670563,-0.01670563,0.02167510,-0.02167511,0.15160997,-0.15160999,0.12914707,-0.12914712,0.10480679,-0.10480681,0.00573927,-0.00573927,0.30355468,-0.30355478,0.00000000,-0.00000000
-5.89194597,0.59695801,-0.59695818,0.01774110,-0.01774110,0.02292739,-0.02292740,0.16326794,-0.16326797,0.14348239,-0.14348245,0.11459349,-0.11459351,0.00632947,-0.00632947,0.33212718,-0.33212727,0.00000000,-0.00000000
-5.88594297,0.65084661,-0.65084678,0.01871070,-0.01871070,0.02463143,-0.02463144,0.17629272,-0.17629274,0.15895552,-0.15895558,0.12526072,-0.12526074,0.00697843,-0.00697843,0.36258924,-0.36258934,0.00000000,-0.00000000
-5.87993997,0.70800087,-0.70800106,0.01959751,-0.01959751,0.02678348,-0.02678349,0.19052954,-0.19052956,0.17547143,-0.17547150,0.13665851,-0.13665853,0.00769486,-0.00769486,0.39461374,-0.39461385,0.00000000,-0.00000000
-5.87393697,0.76786633,-0.76786652,0.02038587,-0.02038587,0.02938699,-0.02938699,0.20582764,-0.20582767,0.19292641,-0.19292648,0.14862347,-0.14862349,0.00848951,-0.00848951,0.42785234,-0.42785245,0.00000000,-0.00000000
-5.86793397,0.82988414,-0.82988433,0.02106196,-0.02106196,0.03245354,-0.03245355,0.22204471,-0.22204473,0.21121163,-0.21121170,0.16098121,-0.16098122,0.00937527,-0.00937527,0.46194298,-0.46194309,0.00000000,-0.00000000
-5.86193097,0.89350761,-0.89350781,0.02161421,-0.02161421,0.03600382,-0.03600383,0.23905151,-0.23905153,0.23021743,-0.23021750,0.17354950,-0.17354951,0.01036726,-0.01036726,0.49651867,-0.49651878,0.00000000,-0.00000000
-5.85592796,0.95822002,-0.95822022,0.02203383,-0.02203383,0.04006835,-0.04006836,0.25673679,-0.25673680,0.24983811,-0.24983819,0.18614208,-0.18614209,0.01148274,-0.01148274,0.53121731,-0.53121741,0.00000000,-0.00000000
-5.84992496,1.02355306,-1.02355326,0.02231516,-0.02231516,0.04468808,-0.04468810,0.27501210,-0.27501211,0.26997699,-0.26997707,0.19857306,-0.19857306,0.01274103,-0.01274104,0.56569218,-0.56569228,0.00000000,-0.00000000
-5.84392196,1.08910508,-1.08910528,0.02245586,-0.02245586,0.04991473,-0.04991474,0.29381641,-0.29381642,0.29055146,-0.29055154,0.21066171,-0.21066171,0.01416325,-0.01416325,0.59962279,-0.59962289,0.00000000,-0.00000000
-5.83791896,1.15455806,-1.15455825,0.02245716,-0.02245716,0.05581072,-0.05581074,0.31312024,-0.31312025,0.31149770,-0.31149778,0.22223763,-0.22223763,0.01577192,-0.01577192,0.63272551,-0.63272560,0.00000000,-0.00000000
-5.83191596,1.21969236,-1.21969255,0.02232383,-0.02232383,0.06244880,-0.06244882,0.33292905,-0.33292906,0.33277470,-0.33277479,0.23314589,-0.23314588,0.01759056,-0.01759056,0.66476343,-0.66476351,0.00000000,-0.00000000
-5.82591296,1.28439826,-1.28439844,0.02206407,-0.02206407,0.06991101,-0.06991103,0.35328561,-0.35328561,0.35436727,-0.35436736,0.24325206,-0.24325204,0.01964304,-0.01964305,0.69555507,-0.69555515,0.00000000,-0.00000000
-5.81990995,1.34868316,-1.34868333,0.02168939,-0.02168939,0.07828719,-0.07828722,0.37427104,-0.37427103,0.37628755,-0.37628764,0.25244686,-0.25244683,0.02195294,-0.02195294,0.72498135,-0.72498141,0.00000000,-0.00000000
-5.81390695,1.41267389,-1.41267405,0.02121421,-0.02121421,0.08767282,-0.08767284,0.39600440,-0.39600439,0.39857497,-0.39857506,0.26065015,-0.26065012,0.02454275,-0.02454275,0.75299037,-0.75299042,0.00000000,-0.00000000
-5.80790395,1.47661342,-1.47661357,0.02065554,-0.02065554,0.09816610,-0.09816613,0.41864051,-0.41864050,0.42129432,-0.42129441,0.26781414,-0.26781411,0.02743308,-0.02743309,0.77959979,-0.77959983,0.00000000,-0.00000000
-5.80190095,1.54085175,-1.54085190,0.02003248,-0.02003248,0.10986453,-0.10986457,0.44236598,-0.44236596,0.44453177,-0.44453187,0.27392555,-0.27392551,0.03064184,-0.03064184,0.80489646,-0.80489649,0.00000000,-0.00000000
-5.79589795,1.60583103,-1.60583118,0.01936572,-0.01936573,0.12286073,-0.12286076,0.46739339,-0.46739337,0.46838913,-0.46838923,0.27900670,-0.27900665,0.03418335,-0.03418335,0.82903345,-0.82903346,0.00000000,-0.00000000
-5.78989495,1.67206534,-1.67206547,0.01867705,-0.01867705,0.13723778,-0.13723782,0.49395375,-0.49395372,0.49297618,-0.49297629,0.28311540,-0.28311535,0.03806763,-0.03806763,0.85222428,-0.85222428,0.00000000,-0.00000000
-5.78389195,1.74011580,-1.74011592,0.01798879,-0.01798880,0.15306422,-0.15306427,0.52228729,-0.52228726,0.51840167,-0.51840178,0.28634368,-0.28634362,0.04229968,-0.04229968,0.87473494,-0.87473493,0.00000000,-0.00000000
-5.77788894,1.81056225,-1.81056237,0.01732337,-0.01732337,0.17038878,-0.17038883,0.55263295,-0.55263292,0.54476322,-0.54476333,0.28881530,-0.28881524,0.04687895,-0.04687895,0.89687373,-0.89687371,0.00000000,-0.00000000
-5.77188594,1.88397271,-1.88397283,0.01670280,-0.01670280,0.18923514,-0.18923519,0.58521692,-0.58521688,0.57213680,-0.57213691,0.29068238,-0.29068232,0.05179892,-0.05179892,0.91897972,-0.91897968,0.00000000,-0.00000000
-5.76588294,1.96087223,-1.96087235,0.01614835,-0.01614836,0.20959704,-0.20959710,0.62024053,-0.62024049,0.60056637,-0.60056649,0.29212101,-0.29212095,0.05704690,-0.05704691,0.94141011,-0.94141007,0.00000000,-0.00000000
-5.75987994,2.04171283,-2.04171295,0.01568021,-0.01568021,0.23143393,-0.23143399,0.65786825,-0.65786820,0.63005443,-0.63005455,0.29332629,-0.29332622,0.06260405,-0.06260406,0.96452740,-0.96452734,0.00000000,-0.00000000
-5.75387694,2.12684630,-2.12684641,0.01531721,-0.01531722,0.25466749,-0.25466755,0.69821608,-0.69821603,0.66055405,-0.66055418,0.29450688,-0.29450681,0.06844557,-0.06844557,0.98868666,-0.98868659,0.00000000,-0.00000000
-5.74787394,2.21650133,-2.21650144,0.01507668,-0.01507668,0.27917944,-0.27917950,0.74134108,-0.74134103,0.69196332,-0.69196346,0.29587932,-0.29587925,0.07454111,-0.07454112,1.01422382,-1.01422375,0.00000000,-0.00000000
-5.74187094,2.31076661,-2.31076672,0.01497427,-0.01497427,0.30481070,-0.30481077,0.78723258,-0.78723253,0.72412255,-0.72412269,0.29766239,-0.29766232,0.08085546,-0.08085546,1.04144526,-1.04144518,0.00000000,-0.00000000
-5.73586793,2.40958096,-2.40958108,0.01502395,-0.01502396,0.33136238,-0.33136245,0.83580553,-0.83580547,0.75681484,-0.75681498,0.30007161,-0.30007155,0.08734929,-0.08734930,1.07061912,-1.07061904,0.00000000,-0.00000000
-5.72986493,2.51273142,-2.51273153,0.01523792,-0.01523793,0.35859858,-0.35859865,0.88689660,-0.88689653,0.78977033,-0.78977047,0.30331422,-0.30331416,0.09398017,-0.09398018,1.10196886,-1.10196877,0.00000000,-0.00000000
-5.72386193,2.61985962,-2.61985973,0.01562662,-0.01562662,0.38625128,-0.38625135,0.94026339,-0.94026333,0.82267424,-0.82267437,0.30758466,-0.30758461,0.10070358,-0.10070359,1.13566894,-1.13566885,0.00000000,-0.00000000
-5.71785893,2.73047661,-2.73047672,0.01619870,-0.01619870,0.41402716,-0.41402722,0.99558710,-0.99558704,0.85517854,-0.85517867,0.31306073,-0.31306068,0.10747410,-0.10747410,1.17184286,-1.17184277,0.00000000,-0.00000000
-5.71185593,2.84398560,-2.84398571,0.01696103,-0.01696103,0.44161641,-0.44161647,1.05247880,-1.05247874,0.88691708,-0.88691722,0.31990047,-0.31990042,0.11424650,-0.11424651,1.21056345,-1.21056336,0.00000000,-0.00000000
-5.70585293,2.95971176,-2.95971187,0.01791863,-0.01791864,0.46870333,-0.46870339,1.11048945,-1.11048939,0.91752355,-0.91752368,0.32823989,-0.32823985,0.12097696,-0.12097697,1.25185510,-1.25185501,0.00000000,-0.00000000
-5.69984992,3.07693794,-3.07693804,0.01907464,-0.01907464,0.49497828,-0.49497834,1.16912355,-1.16912349,0.94665153,-0.94665165,0.33819140,-0.33819137,0.12762407,-0.12762407,1.29569786,-1.29569778,0.00000000,-0.00000000
-5.69384692,3.19494465,-3.19494475,0.02043017,-0.02043017,0.52015082,-0.52015087,1.22785620,-1.22785614,0.97399587,-0.97399598,0.34984308,-0.34984305,0.13414984,-0.13414984,1.34203296,-1.34203288,0.00000000,-0.00000000
-5.68784392,3.31305265,-3.31305275,0.02198418,-0.02198419,0.54396330,-0.54396334,1.28615312,-1.28615306,0.99931423,-0.99931434,0.36325859,-0.36325857,0.14052057,-0.14052057,1.39076932,-1.39076925,0.00000000,-0.00000000
-5.68184092,3.43066605,-3.43066615,0.02373334,-0.02373334,0.56620456,-0.56620460,1.34349315,-1.34349310,1.02244791,-1.02244800,0.37847779,-0.37847778,0.14670754,-0.14670754,1.44179092,-1.44179087,0.00000000,-0.00000000
-5.67583792,3.54731397,-3.54731407,0.02567178,-0.02567179,0.58672305,-0.58672309,1.39939250,-1.39939245,1.04334055,-1.04334064,0.39551792,-0.39551791,0.15268759,-0.15268760,1.49496447,-1.49496443,0.00000000,-0.00000000
-5.66983492,3.66268885,-3.66268896,0.02779095,-0.02779096,0.60543871,-0.60543874,1.45342983,-1.45342978,1.06205403,-1.06205411,0.41437522,-0.41437522,0.15844356,-0.15844357,1.55014710,-1.55014707,0.00000000,-0.00000000
-5.66383192,3.77667939,-3.77667951,0.03007940,-0.03007940,0.62235302,-0.62235305,1.50527135,-1.50527131,1.07878027,-1.07878034,0.43502700,-0.43502701,0.16396451,-0.16396452,1.60719387,-1.60719385,0.00000000,-0.00000000
-5.65782891,3.88939646,-3.88939658,0.03252262,-0.03252263,0.63755667,-0.63755670,1.55469474,-1.55469470,1.09384825,-1.09384832,0.45743396,-0.45743397,0.16924591,-0.16924592,1.66596478,-1.66596478,0.00000000,-0.00000000
-5.65182591,4.00119055,-4.00119068,0.03510295,-0.03510296,0.65123425,-0.65123427,1.60161092,-1.60161090,1.10772563,-1.10772569,0.48154266,-0.48154268,0.17428963,-0.17428964,1.72633107,-1.72633108,0.00000000,-0.00000000
-5.64582291,4.11265961,-4.11265976,0.03779949,-0.03779950,0.66366555,-0.66366557,1.64608252,-1.64608251,1.12101442,-1.12101448,0.50728815,-0.50728818,0.17910384,-0.17910385,1.78818067,-1.78818069,0.00000000,-0.00000000
-5.63981991,4.22464637,-4.22464654,0.04058816,-0.04058817,0.67522317,-0.67522319,1.68833795,-1.68833794,1.13444063,-1.13444069,0.53459648,-0.53459651,0.18370287,-0.18370288,1.85142265,-1.85142269,0.00000000,-0.00000000
-5.63381691,4.33822476,-4.33822495,0.04344182,-0.04344182,0.68636626,-0.68636628,1.72878015,-1.72878015,1.14883785,-1.14883791,0.56338706,-0.56338710,0.18810688,-0.18810689,1.91599046,-1.91599051,0.00000000,-0.00000000
-5.62781391,4.45467532,-4.45467554,0.04633046,-0.04633046,0.69763028,-0.69763031,1.76798927,-1.76798928,1.16512518,-1.16512525,0.59357474,-0.59357478,0.19234154,-0.19234155,1.98184394,-1.98184400,0.00000000,-0.00000000
-5.62181091,4.57544996,-4.57545022,0.04922157,-0.04922157,0.70961303,-0.70961307,1.80671837,-1.80671839,1.18427998,-1.18428006,0.62507149,-0.62507154,0.19643756,-0.19643758,2.04896990,-2.04896998,0.00000000,-0.00000000
-5.61580790,4.70212669,-4.70212698,0.05208058,-0.05208058,0.72295717,-0.72295721,1.84588207,-1.84588209,1.20730622,-1.20730632,0.65778753,-0.65778758,0.20043017,-0.20043019,2.11738119,-2.11738128,0.00000000,-0.00000000
-5.60980490,4.83635553,-4.83635586,0.05487136,-0.05487137,0.73832968,-0.73832973,1.88653772,-1.88653775,1.23519952,-1.23519964,0.69163185,-0.69163190,0.20435846,-0.20435848,2.18711411,-2.18711421,0.00000000,-0.00000000
-5.60380190,4.97979696,-4.97979734,0.05755691,-0.05755691,0.75639897,-0.75639904,1.92985947,-1.92985951,1.26890986,-1.26891000,0.72651203,-0.72651207,0.20826462,-0.20826464,2.25822420,-2.25822431,0.00000000,-0.00000000
-5.59779890,5.13405479,-5.13405521,0.06010000,-0.06010000,0.77781029,-0.77781037,1.97710556,-1.97710560,1.30930343,-1.30930360,0.76233327,-0.76233331,0.21219306,-0.21219308,2.33078023,-2.33078035,0.00000000,-0.00000000
-5.59179590,5.30060548,-5.30060595,0.06246399,-0.06246399,0.80316038,-0.80316047,2.02957975,-2.02957980,1.35712487,-1.35712506,0.79899671,-0.79899675,0.21618938,-0.21618940,2.40485655,-2.40485667,0.00000000,-0.00000000
-5.58579290,5.48072638,-5.48072690,0.06461358,-0.06461358,0.83297226,-0.83297237,2.08858789,-2.08858794,1.41296138,-1.41296161,0.83639695,-0.83639700,0.22029922,-0.22029924,2.48052373,-2.48052386,0.00000000,-0.00000000
-5.57978989,5.67542535,-5.67542591,0.06651564,-0.06651564,0.86767122,-0.86767134,2.15539107,-2.15539112,1.47721018,-1.47721043,0.87441901,-0.87441905,0.22456696,-0.22456698,2.55783792,-2.55783806,0.00000000,-0.00000000
-5.57378689,5.88537450,-5.88537510,0.06813996,-0.06813996,0.90756297,-0.90756310,2.23115694,-2.23115698,1.55005052,-1.55005081,0.91293470,-0.91293473,0.22903430,-0.22903432,2.63682892,-2.63682905,0.00000000,-0.00000000
-5.56778389,6.11085080,-6.11085143,0.06946002,-0.06946002,0.95281489,-0.95281504,2.31691092,-2.31691096,1.63142180,-1.63142212,0.95179875,-0.95179878,0.23373881,-0.23373883,2.71748755,-2.71748768,0.00000000,-0.00000000
-5.56178089,6.35168611,-6.35168677,0.07045362,-0.07045362,1.00344140,-1.00344156,2.41348928,-2.41348931,1.72100864,-1.72100899,0.99084489,-0.99084491,0.23871235,-0.23871237,2.79975276,-2.79975289,0.00000000,-0.00000000
-5.55577789,6.60722917,-6.60722985,0.07110344,-0.07110344,1.05929401,-1.05929418,2.52149582,-2.52149584,1.81823396,-1.81823433,1.02988210,-1.02988211,0.24397953,-0.24397955,2.88349894,-2.88349906,0.00000000,-0.00000000
-5.54977489,6.87632165,-6.87632234,0.07139753,-0.07139753,1.12005682,-1.12005699,2.64126408,-2.64126408,1.92226062,-1.92226102,1.06869149,-1.06869150,0.24955624,-0.24955626,2.96852424,-2.96852435,0.00000000,-0.00000000
-5.54377189,7.15728996,-7.15729065,0.07132958,-0.07132957,1.18524775,-1.18524793,2.77282671,-2.77282670,2.03200214,-2.03200255,1.10702397,-1.10702397,0.25544831,-0.25544833,3.05454035,-3.05454045,0.00000000,-0.00000000
-5.53776888,7.44795410,-7.44795479,0.07089911,-0.07089910,1.25422572,-1.25422589,2.91589343,-2.91589340,2.14614218,-2.14614259,1.14459913,-1.14459911,0.26165028,-0.26165029,3.14116467,-3.14116476,0.00000000,-0.00000000
-5.53176588,7.74565393,-7.74565460,0.07011148,-0.07011147,1.32620353,-1.32620370,3.06983864,-3.06983859,2.26316267,-2.26316310,1.18110552,-1.18110551,0.26814450,-0.26814452,3.22791518,-3.22791526,0.00000000,-0.00000000
-5.52576288,8.04729285,-8.04729349,0.06897777,-0.06897776,1.40026637,-1.40026653,3.23369960,-3.23369953,2.38137985,-2.38138027,1.21620273,-1.21620270,0.27490052,-0.27490053,3.31420889,-3.31420896,0.00000000,-0.00000000
-5.51975988,8.34939793,-8.34939853,0.06751446,-0.06751445,1.47539497,-1.47539511,3.40618534,-3.40618524,2.49898684,-2.49898725,1.24952510,-1.24952507,0.28187478,-0.28187480,3.39936403,-3.39936409,0.00000000,-0.00000000
-5.51375688,8.64819490,-8.64819544,0.06574304,-0.06574303,1.55049289,-1.55049300,3.58569641,-3.58569628,2.61410166,-2.61410205,1.28068748,-1.28068743,0.28901079,-0.28901080,3.48260642,-3.48260646,0.00000000,-0.00000000
-5.50775388,8.93969558,-8.93969606,0.06368944,-0.06368943,1.62441670,-1.62441680,3.77035488,-3.77035471,2.72481870,-2.72481907,1.30929269,-1.30929264,0.29623958,-0.29623959,3.56307999,-3.56308002,0.00000000,-0.00000000
-5.50175088,9.21979501,-9.21979542,0.06138335,-0.06138334,1.69600804,-1.69600811,3.95804374,-3.95804354,2.82926198,-2.82926231,1.33494081,-1.33494075,0.30348072,-0.30348073,3.63986152,-3.63986153,0.00000000,-0.00000000
-5.49574787,9.48437466,-9.48437498,0.05885753,-0.05885752,1.76412611,-1.76412614,4.14645448,-4.14645425,2.92563784,-2.92563813,1.35723968,-1.35723962,0.31064362,-0.31064363,3.71197905,-3.71197904,0.00000000,-0.00000000
-5.48974487,9.72940819,-9.72940843,0.05614696,-0.05614695,1.82767945,-1.82767945,4.33314113,-4.33314086,3.01228532,-3.01228558,1.37581666,-1.37581659,0.31762924,-0.31762926,3.77843364,-3.77843362,0.00000000,-0.00000000
-5.48374187,9.95106577,-9.95106592,0.05328805,-0.05328804,1.88565583,-1.88565579,4.51557918,-4.51557888,3.08772209,-3.08772230,1.39033082,-1.39033074,0.32433216,-0.32433217,3.83822374,-3.83822372,0.00000000,-0.00000000
-5.47773887,10.14581320,-10.14581326,0.05031775,-0.05031774,1.93714886,-1.93714878,4.69122726,-4.69122693,3.15068408,-3.15068424,1.40048531,-1.40048523,0.33064283,-0.33064284,3.89037127,-3.89037122,0.00000000,-0.00000000
-5.47173587,10.31050221,-10.31050216,0.04727281,-0.04727280,1.98138064,-1.98138052,4.85758953,-4.85758917,3.20015747,-3.20015758,1.40603917,-1.40603908,0.33645008,-0.33645009,3.93394845,-3.93394840,0.00000000,-0.00000000
-5.46573287,10.44244885,-10.44244871,0.04418893,-0.04418892,2.01771954,-2.01771938,5.01227687,-5.01227648,3.23540181,-3.23540187,1.40681812,-1.40681804,0.34164372,-0.34164373,3.96810455,-3.96810448,0.00000000,-0.00000000
-5.45972986,10.53949740,-10.53949716,0.04110015,-0.04110014,2.04569266,-2.04569247,5.15306472,-5.15306431,3.25596355,-3.25596355,1.40272371,-1.40272362,0.34611718,-0.34611719,3.99209120,-3.99209112,0.00000000,-0.00000000
-5.45372686,10.60006773,-10.60006741,0.03803820,-0.03803819,2.06499273,-2.06499250,5.27794602,-5.27794559,3.26167975,-3.26167970,1.39374031,-1.39374022,0.34977010,-0.34977011,4.00528557,-4.00528548,0.00000000,-0.00000000
-5.44772386,10.62318526,-10.62318485,0.03503198,-0.03503197,2.07547943,-2.07547917,5.38517740,-5.38517695,3.25267226,-3.25267216,1.37993960,-1.37993951,0.35251081,-0.35251081,4.00721035,-4.00721026,0.00000000,-0.00000000
-5.44172086,10.60849281,-10.60849232,0.03210721,-0.03210721,2.07717553,-2.07717525,5.47331749,-5.47331703,3.22933289,-3.22933275,1.36148218,-1.36148208,0.35425859,-0.35425859,3.99754972,-3.99754961,0.00000000,-0.00000000
-5.43571786,10.55624501,-10.55624445,0.02928613,-0.02928612,2.07025825,-2.07025795,5.54125629,-5.54125583,3.19230081,-3.19230063,1.33861603,-1.33861594,0.35494572,-0.35494573,3.97616075,-3.97616064,0.00000000,-0.00000000
-5.42971486,10.46728623,-10.46728562,0.02658733,-0.02658733,2.05504656,-2.05504623,5.58823486,-5.58823440,3.14243342,-3.14243320,1.31167202,-1.31167193,0.35451920,-0.35451921,3.94307987,-3.94307974,0.00000000,-0.00000000
-5.42371186,10.34301375,-10.34301308,0.02402574,-0.02402573,2.03198527,-2.03198493,5.61385498,-5.61385452,3.08077244,-3.08077220,1.28105619,-1.28105610,0.35294213,-0.35294213,3.89852393,-3.89852380,0.00000000,-0.00000000
-5.41770885,10.18532827,-10.18532757,0.02161263,-0.02161262,2.00162686,-2.00162651,5.61807888,-5.61807842,3.00850690,-3.00850663,1.24723944,-1.24723935,0.35019466,-0.35019466,3.84288613,-3.84288599,0.00000000,-0.00000000
-5.41170585,9.99657452,-9.99657378,0.01935580,-0.01935579,1.96461185,-1.96461149,5.60121920,-5.60121875,2.92693491,-2.92693462,1.21074464,-1.21074456,0.34627465,-0.34627466,3.77672683,-3.77672668,0.00000000,-0.00000000
-5.40570285,9.77947440,-9.77947365,0.01725978,-0.01725977,1.92164880,-1.92164844,5.56391991,-5.56391947,2.83742584,-2.83742555,1.17213198,-1.17213190,0.34119784,-0.34119785,3.70075966,-3.70075951,0.00000000,-0.00000000
-5.39969985,9.53705579,-9.53705503,0.01532612,-0.01532612,1.87349471,-1.87349435,5.50712913,-5.50712871,2.74138470,-2.74138440,1.13198285,-1.13198277,0.33499763,-0.33499763,3.61583361,-3.61583346,0.00000000,-0.00000000
-5.39369685,9.27257957,-9.27257881,0.01355373,-0.01355372,1.82093655,-1.82093619,5.43206500,-5.43206461,2.64021980,-2.64021950,1.09088311,-1.09088304,0.32772445,-0.32772445,3.52291169,-3.52291153,0.00000000,-0.00000000
-5.38769385,8.98946770,-8.98946695,0.01193920,-0.01193920,1.76477466,-1.76477431,5.34017603,-5.34017566,2.53531506,-2.53531477,1.04940640,-1.04940634,0.31944482,-0.31944482,3.42304714,-3.42304698,0.00000000,-0.00000000
-5.38169085,8.69123461,-8.69123388,0.01047723,-0.01047723,1.70580840,-1.70580807,5.23309754,-5.23309719,2.42800758,-2.42800729,1.00809812,-1.00809805,0.31024001,-0.31024001,3.31735804,-3.31735787,0.00000000,-0.00000000
-5.37568784,8.38142416,-8.38142345,0.00916096,-0.00916096,1.64482445,-1.64482414,5.11260588,-5.11260555,2.31957095,-2.31957068,0.96746077,-0.96746071,0.30020443,-0.30020443,3.20700141,-3.20700124,0.00000000,-0.00000000
-5.36968484,8.06355378,-8.06355310,0.00798235,-0.00798235,1.58258797,-1.58258767,4.98057226,-4.98057196,2.21120448,-2.21120423,0.92794139,-0.92794134,0.28944374,-0.28944374,3.09314775,-3.09314758,0.00000000,-0.00000000
-5.36368184,7.74106732,-7.74106667,0.00693252,-0.00693252,1.51983658,-1.51983631,4.83891780,-4.83891753,2.10402814,-2.10402790,0.88992139,-0.88992134,0.27807280,-0.27807280,2.97695694,-2.97695678,0.00000000,-0.00000000
-5.35767884,7.41729733,-7.41729672,0.00600206,-0.00600206,1.45727719,-1.45727693,4.68957161,-4.68957137,1.99908274,-1.99908253,0.85370934,-0.85370930,0.26621347,-0.26621347,2.85955659,-2.85955642,0.00000000,-0.00000000
-5.35167584,7.09543748,-7.09543692,0.00518130,-0.00518130,1.39558530,-1.39558506,4.53443323,-4.53443302,1.89733481,-1.89733463,0.81953702,-0.81953699,0.25399233,-0.25399233,2.74202331,-2.74202315,0.00000000,-0.00000000
-5.34567284,6.77852495,-6.77852444,0.00446056,-0.00446056,1.33540662,-1.33540641,4.37534078,-4.37534060,1.79968518,-1.79968502,0.78755864,-0.78755861,0.24153842,-0.24153842,2.62536787,-2.62536771,0.00000000,-0.00000000
