energy_ev,total_up,C_s_up,C_p_up,Mn_p_up,Mn_d_up,S_s_up,S_p_up,Zn_p_up,Zn_d_up
-6.00000000,2.64188639,0.04020636,0.04277581,0.40893157,0.20001093,0.02339650,0.63872754,0.25246527,1.26994698
-5.99399700,2.68407334,0.04291355,0.04301890,0.41591433,0.20281908,0.02338928,0.64746052,0.25936870,1.29176248
-5.98799400,2.72822503,0.04562001,0.04322099,0.42261697,0.20625247,0.02347451,0.65614523,0.26608839,1.31511928
-5.98199100,2.77274618,0.04828472,0.04338068,0.42887129,0.21019057,0.02363661,0.66449315,0.27250489,1.33907676
-5.97598799,2.81610444,0.05086583,0.04349697,0.43452607,0.21451045,0.02385808,0.67223528,0.27850104,1.36273298
-5.96998499,2.85685669,0.05332155,0.04356925,0.43945017,0.21909020,0.02412009,0.67912829,0.28396452,1.38523666
-5.96398199,2.89367433,0.05561118,0.04359737,0.44353507,0.22381247,0.02440310,0.68496005,0.28879057,1.40579894
-5.95797899,2.92536700,0.05769605,0.04358159,0.44669701,0.22856789,0.02468747,0.68955444,0.29288456,1.42370443
-5.95197599,2.95090436,0.05954057,0.04352267,0.44887857,0.23325851,0.02495420,0.69277542,0.29616468,1.43832154
-5.94597299,2.96943510,0.06111318,0.04342183,0.45004973,0.23780099,0.02518555,0.69453029,0.29856431,1.44911149
-5.93996998,2.98030281,0.06238720,0.04328080,0.45020835,0.24212957,0.02536570,0.69477194,0.30003425,1.45563590
-5.93396698,2.98305793,0.06334158,0.04310184,0.44938012,0.24619869,0.02548129,0.69350036,0.30054453,1.45756256
-5.92796398,2.97746547,0.06396156,0.04288773,0.44761793,0.24998513,0.02552200,0.69076297,0.30008589,1.45466900
-5.92196098,2.96350801,0.06423909,0.04264179,0.44500076,0.25348964,0.02548087,0.68665413,0.29867072,1.44684390
-5.91595798,2.94138364,0.06417306,0.04236787,0.44163199,0.25673787,0.02535464,0.68131354,0.29633348,1.43408588
-5.90995498,2.91149889,0.06376938,0.04207037,0.43763734,0.25978070,0.02514383,0.67492369,0.29313062,1.41649989
-5.90395198,2.87445647,0.06304086,0.04175421,0.43316234,0.26269365,0.02485280,0.66770629,0.28913979,1.39429105
-5.89794897,2.83103820,0.06200679,0.04142481,0.42836939,0.26557556,0.02448955,0.65991780,0.28445866,1.36775622
-5.89194597,2.78218334,0.06069246,0.04108809,0.42343457,0.26854638,0.02406546,0.65184403,0.27920298,1.33727345
-5.88594297,2.72896292,0.05912844,0.04075044,0.41854403,0.27174410,0.02359481,0.64379379,0.27350428,1.30328971
-5.87993997,2.67255057,0.05734970,0.04041866,0.41389017,0.27532083,0.02309427,0.63609192,0.26750699,1.26630723
-5.87393697,2.61419070,0.05539473,0.04009992,0.40966757,0.27943821,0.02258222,0.62907146,0.26136522,1.22686892
-5.86793397,2.55516468,0.05330442,0.03980169,0.40606862,0.28426197,0.02207804,0.62306528,0.25523910,1.18554325
-5.86193097,2.49675588,0.05112103,0.03953160,0.40327905,0.28995606,0.02160132,0.61839728,0.24929090,1.14290923
-5.85592796,2.44021450,0.04888707,0.03929735,0.40147321,0.29667627,0.02117105,0.61537312,0.24368094,1.09954161
-5.84992496,2.38672288,0.04664424,0.03910654,0.40080929,0.30456366,0.02080491,0.61427096,0.23856336,1.05599705
-5.84392196,2.33736233,0.04443242,0.03896642,0.40142441,0.31373792,0.02051848,0.61533212,0.23408187,1.01280126
-5.83791896,2.29308213,0.04228870,0.03888370,0.40342990,0.32429089,0.02032462,0.61875208,0.23036556,0.97043770
-5.83191596,2.25467163,0.04024654,0.03886423,0.40690653,0.33628055,0.02023292,0.62467203,0.22752494,0.92933782
-5.82591296,2.22273616,0.03833506,0.03891271,0.41190029,0.34972562,0.02024925,0.63317128,0.22564817,0.88987311
-5.81990995,2.19767752,0.03657844,0.03903239,0.41841846,0.36460112,0.02037552,0.64426080,0.22479783,0.85234911
-5.81390695,2.17967974,0.03499547,0.03922471,0.42642650,0.38083504,0.02060950,0.65787830,0.22500813,0.81700137
-5.80790395,2.16870065,0.03359924,0.03948908,0.43584582,0.39830645,0.02094486,0.67388511,0.22628287,0.78399334
-5.80190095,2.16446990,0.03239703,0.03982257,0.44655267,0.41684503,0.02137138,0.69206519,0.22859416,0.75341633
-5.79589795,2.16649373,0.03139031,0.04021980,0.45837837,0.43623247,0.02187522,0.71212653,0.23188207,0.72529128
-5.78989495,2.17406670,0.03057490,0.04067280,0.47111113,0.45620544,0.02243942,0.73370506,0.23605529,0.69957244
-5.78389195,2.18629053,0.02994130,0.04117112,0.48449940,0.47646051,0.02304449,0.75637135,0.24099287,0.67615272
-5.77788894,2.20209965,0.02947519,0.04170199,0.49825706,0.49666066,0.02366905,0.77963990,0.24654706,0.65487059
-5.77188594,2.22029318,0.02915795,0.04225061,0.51207021,0.51644345,0.02429060,0.80298103,0.25254726,0.63551843
-5.76588294,2.23957242,0.02896741,0.04280066,0.52560566,0.53543054,0.02488631,0.82583512,0.25880497,0.61785198
-5.75987994,2.25858288,0.02887865,0.04333489,0.53852071,0.55323826,0.02543378,0.84762872,0.26511965,0.60160067
-5.75387694,2.27595957,0.02886482,0.04383583,0.55047407,0.56948895,0.02591188,0.86779214,0.27128530,0.58647856
