energy_ev,total_up,C_s_up,C_p_up,Mo_p_up,Mo_d_up,Na_s_up,Se_s_up,Se_p_up
-5.68784392,1.08503583,0.00732888,0.09737251,0.52469900,0.40708582,0.06517226,0.02140592,0.57311178
-5.68184092,1.01004656,0.00650754,0.08874507,0.47137948,0.37753281,0.06020290,0.01988576,0.53932802
-5.67583792,0.93723724,0.00574245,0.08072766,0.42128567,0.34910286,0.05542712,0.01842440,0.50569842
-5.66983492,0.86688561,0.00503576,0.07330482,0.37458703,0.32187129,0.05085741,0.01702390,0.47242406
-5.66383192,0.79922461,0.00438845,0.06645516,0.33138799,0.29589392,0.04650429,0.01568574,0.43969345
-5.65782891,0.73444659,0.00380044,0.06015319,0.29173368,0.27120982,0.04237646,0.01441086,0.40768201
-5.65182591,0.67270793,0.00327073,0.05437100,0.25561692,0.24784401,0.03848088,0.01319982,0.37655184
-5.64582291,0.61413403,0.00279751,0.04907989,0.22298631,0.22581026,0.03482291,0.01205282,0.34645169
-5.63981991,0.55882432,0.00237834,0.04425178,0.19375493,0.20511368,0.03140649,0.01096979,0.31751717
-5.63381691,0.50685726,0.00201028,0.03986039,0.16780957,0.18575309,0.02823433,0.00995043,0.28987118
-5.62781391,0.45829510,0.00169004,0.03588237,0.14502003,0.16772317,0.02530812,0.00899427,0.26362439
-5.62181091,0.41318849,0.00141413,0.03229808,0.12524839,0.15101637,0.02262886,0.00810068,0.23887604
-5.61580790,0.37158089,0.00117898,0.02909233,0.10835802,0.13562454,0.02019707,0.00726890,0.21571483
-5.60980490,0.33351270,0.00098109,0.02625487,0.09422210,0.12154037,0.01801319,0.00649805,0.19422005
-5.60380190,0.29902539,0.00081707,0.02378085,0.08273156,0.10875863,0.01607788,0.00578712,0.17446294
-5.59779890,0.26816536,0.00068379,0.02167114,0.07380233,0.09727728,0.01439237,0.00513496,0.15650815
-5.59179590,0.24098774,0.00057841,0.01993255,0.06738172,0.08709854,0.01295882,0.00454033,0.14041550
-5.58579290,0.21756005,0.00049845,0.01857801,0.06345392,0.07822971,0.01178068,0.00400185,0.12624183
-5.57978989,0.19796562,0.00044185,0.01762671,0.06204444,0.07068414,0.01086297,0.00351800,0.11404287
-5.57378689,0.18230660,0.00040694,0.01710415,0.06322331,0.06448188,0.01021255,0.00308718,0.10387517
-5.56778389,0.17070655,0.00039251,0.01704213,0.06710716,0.05965039,0.00983835,0.00270769,0.09579783
-5.56178089,0.16331209,0.00039776,0.01747856,0.07385965,0.05622492,0.00975145,0.00237773,0.08987399
-5.55577789,0.16029369,0.00042231,0.01845725,0.08369038,0.05424870,0.00996510,0.00209546,0.08617187
-5.54977489,0.16184502,0.00046618,0.02002739,0.09685204,0.05377276,0.01049462,0.00185899,0.08476522
-5.54377189,0.16818069,0.00052971,0.02224286,0.11363547,0.05485528,0.01135707,0.00166641,0.08573307
-5.53776888,0.17953215,0.00061354,0.02516125,0.13436274,0.05756048,0.01257090,0.00151580,0.08915858
-5.53176588,0.19614149,0.00071858,0.02884255,0.15937790,0.06195677,0.01415529,0.00140525,0.09512688
-5.52576288,0.21825293,0.00084586,0.03334748,0.18903555,0.06811436,0.01612941,0.00133288,0.10372197
-5.51975988,0.24610214,0.00099654,0.03873550,0.22368709,0.07610205,0.01851144,0.00129678,0.11502239
-5.51375688,0.27990323,0.00117175,0.04506244,0.26366495,0.08598346,0.02131753,0.00129507,0.12909604
-5.50775388,0.31983390,0.00137255,0.05237778,0.30926500,0.09781248,0.02456055,0.00132583,0.14599396
-5.50175088,0.36601892,0.00159981,0.06072168,0.36072748,0.11162829,0.02824877,0.00138708,0.16574346
-5.49574787,0.41851262,0.00185410,0.07012185,0.41821712,0.12744997,0.03238453,0.00147679,0.18834072
-5.48974487,0.47728097,0.00213561,0.08059026,0.48180309,0.14527088,0.03696288,0.00159277,0.21374326
-5.48374187,0.54218416,0.00244404,0.09211997,0.55143958,0.16505320,0.04197038,0.00173273,0.24186266
-5.47773887,0.61296059,0.00277855,0.10468217,0.62694793,0.18672272,0.04738394,0.00189415,0.27255784
-5.47173587,0.68921322,0.00313762,0.11822350,0.70800139,0.21016436,0.05317000,0.00207432,0.30562948
-5.46573287,0.77039926,0.00351906,0.13266408,0.79411336,0.23521859,0.05928391,0.00227031,0.34081591
-5.45972986,0.85582423,0.00391994,0.14789611,0.88463019,0.26167922,0.06566979,0.00247897,0.37779097
-5.45372686,0.94464125,0.00433658,0.16378344,0.97872950,0.28929267,0.07226072,0.00269691,0.41616411
-5.44772386,1.03585608,0.00476457,0.18016216,1.07542446,0.31775910,0.07897943,0.00292059,0.45548308
-5.44172086,1.12833864,0.00519885,0.19684224,1.17357488,0.34673540,0.08573948,0.00314631,0.49523936
-5.43571786,1.22084093,0.00563370,0.21361042,1.27190504,0.37584043,0.09244696,0.00337033,0.53487637
-5.42971486,1.31202141,0.00606295,0.23023423,1.36902837,0.40466208,0.09900257,0.00358892,0.57380044
-5.42371186,1.40047539,0.00648006,0.24646711,1.46347845,0.43276650,0.10530426,0.00379848,0.61139419
-5.41770885,1.48477049,0.00687825,0.26205461,1.55374558,0.45970885,0.11125007,0.00399564,0.64703203
-5.41170585,1.56348624,0.00725076,0.27674132,1.63831778,0.48504567,0.11674137,0.00417742,0.68009735
-5.40570285,1.63525635,0.00759098,0.29027843,1.71572492,0.50834808,0.12168612,0.00434136,0.71000053
-5.39969985,1.69881214,0.00789266,0.30243168,1.78458412,0.52921562,0.12600230,0.00448562,0.73619737
-5.39369685,1.75302525,0.00815013,0.31298917,1.84364486,0.54729002,0.12962108,0.00460915,0.75820698
-5.38769385,1.79694798,0.00835846,0.32176906,1.89183173,0.56226839,0.13248989,0.00471182,0.77562837
-5.38169085,1.82984942,0.00851363,0.32862644,1.92828292,0.57391524,0.13457503,0.00479451,0.78815520
-5.37568784,1.85124578,0.00861270,0.33345939,1.95238295,0.58207284,0.13586389,0.00485923,0.79558772
-5.36968484,1.86092345,0.00865390,0.33621374,1.96378786,0.58666938,0.13636651,0.00490918,0.79784158
-5.36368184,1.85895373,0.00863670,0.33688641,1.96244174,0.58772449,0.13611655,0.00494880,0.79495307
-5.35767884,1.84569852,0.00856188,0.33552707,1.94858385,0.58535203,0.13517156,0.00498382,0.78708033
-5.35167584,1.82180643,0.00843149,0.33223812,1.92274581,0.57975964,0.13361253,0.00502121,0.77450072
-5.34567284,1.78819953,0.00824882,0.32717284,1.88573889,0.57124539,0.13154271,0.00506914,0.75760424
-5.33966983,1.74605121,0.00801833,0.32053188,1.83863199,0.56019123,0.12908581,0.00513693,0.73688343
-5.33366683,1.69675575,0.00774553,0.31255811,1.78272111,0.54705376,0.12638352,0.00523489,0.71292000
-5.32766383,1.64189106,0.00743684,0.30353004,1.71949155,0.53235246,0.12359253,0.00537417,0.68636887
-5.32166083,1.58317577,0.00709945,0.29375411,1.65057450,0.51665580,0.12088110,0.00556659,0.65794031
-5.31565783,1.52242237,0.00674114,0.28355604,1.57769961,0.50056580,0.11842525,0.00582437,0.62838063
-5.30965483,1.46148812,0.00637014,0.27327160,1.50264552,0.48470150,0.11640482,0.00615987,0.59845252
-5.30365183,1.40222535,0.00599492,0.26323710,1.42719021,0.46968187,0.11499928,0.00658526,0.56891543
-5.29764882,1.34643294,0.00562411,0.25377999,1.35306291,0.45610884,0.11438362,0.00711221,0.54050685
-5.29164582,1.29581046,0.00526632,0.24520979,1.28189939,0.44455085,0.11472439,0.00775154,0.51392503
-5.28564282,1.25191635,0.00493008,0.23780968,1.21520185,0.43552753,0.11617585,0.00851278,0.48981366
-5.27963982,1.21613131,0.00462375,0.23182903,1.15430482,0.42949586,0.11887651,0.00940384,0.46874882
-5.27363682,1.18962791,0.00435547,0.22747704,1.10034781,0.42683835,0.12294608,0.01043062,0.45122864
-5.26763382,1.17334687,0.00413313,0.22491766,1.05425531,0.42785336,0.12848281,0.01159661,0.43766566
-5.26163082,1.16798071,0.00396444,0.22426598,1.01672447,0.43274799,0.13556148,0.01290261,0.42838204
-5.25562781,1.17396475,0.00385686,0.22558605,0.98822029,0.44163354,0.14423194,0.01434645,0.42360752
-5.24962481,1.19147537,0.00381773,0.22889026,0.96897811,0.45452376,0.15451820,0.01592274,0.42348005
-5.24362181,1.22043543,0.00385423,0.23414014,0.95901282,0.47133578,0.16641826,0.01762276,0.42804872
-5.23761881,1.26052614,0.00397349,0.24124870,0.95813398,0.49189368,0.17990452,0.01943446,0.43727884
-5.23161581,1.31120484,0.00418254,0.25008391,0.96596596,0.51593457,0.19492478,0.02134245,0.45105883
-5.22561281,1.37172794,0.00448838,0.26047350,0.98197212,0.54311689,0.21140374,0.02332829,0.46920844
-5.21960980,1.44117783,0.00489790,0.27221064,1.00548172,0.57303070,0.22924504,0.02537067,0.49148802
-5.21360680,1.51849309,0.00541784,0.28506042,1.03571870,0.60520955,0.24833360,0.02744592,0.51760841
-5.20760380,1.60250057,0.00605464,0.29876685,1.07183087,0.63914356,0.26853816,0.02952847,0.54724103
-5.20160080,1.69194842,0.00681433,0.31306021,1.11291871,0.67429325,0.28971399,0.03159144,0.58002788
-5.19559780,1.78553887,0.00770231,0.32766435,1.15806255,0.71010368,0.31170555,0.03360737,0.61559102
-5.18959480,1.88195978,0.00872307,0.34230389,1.20634737,0.74601845,0.33434891,0.03554883,0.65354131
-5.18359180,1.97991388,0.00987994,0.35671093,1.25688449,0.78149309,0.35747400,0.03738926,0.69348604
-5.17758879,2.07814502,0.01117477,0.37063121,1.30882957,0.81600740,0.38090636,0.03910359,0.73503550
-5.17158579,2.17546063,0.01260759,0.38382939,1.36139653,0.84907656,0.40446854,0.04066898,0.77780809
-5.16558279,2.27075007,0.01417627,0.39609348,1.41386741,0.88026041,0.42798100,0.04206539,0.82143413
-5.15957979,2.36299862,0.01587623,0.40723825,1.46559807,0.90917112,0.45126259,0.04327610,0.86555843
-5.15357679,2.45129707,0.01770014,0.41710759,1.51602015,0.93547871,0.47413066,0.04428811,0.90984153
-5.14757379,2.53484727,0.01963769,0.42557589,1.56463975,0.95891474,0.49640096,0.04509243,0.95396009
-5.14157079,2.61296389,0.02167547,0.43254844,1.61103332,0.97927409,0.51788748,0.04568420,0.99760642
-5.13556778,2.68507330,0.02379687,0.43796104,1.65484174,0.99641500,0.53840229,0.04606269,1.04048763
-5.12956478,2.75070993,0.02598216,0.44177884,1.69576311,1.01025753,0.55775580,0.04623124,1.08232456
-5.12356178,2.80951118,0.02820864,0.44399466,1.73354529,1.02078088,0.57575736,0.04619696,1.12285094
-5.11755878,2.86121149,0.03045091,0.44462688,1.76797884,1.02801960,0.59221661,0.04597047,1.16181289
-5.11155578,2.90563631,0.03268131,0.44371717,1.79889093,1.03205914,0.60694552,0.04556543,1.19896918
-5.10555278,2.94269648,0.03487042,0.44132799,1.82614099,1.03303091,0.61976121,0.04499814,1.23409218
-5.09954977,2.97238350,0.03698771,0.43754022,1.84961804,1.03110710,0.63048960,0.04428703,1.26696978
-5.09354677,2.99476572,0.03900223,0.43245083,1.86924026,1.02649541,0.63896985,0.04345212,1.29740803
-5.08754377,3.00998554,0.04088342,0.42617069,1.88495625,1.01943372,0.64505923,0.04251455,1.32523451
-5.08154077,3.01825726,0.04260187,0.41882255,1.89674814,1.01018488,0.64863847,0.04149610,1.35030214
-5.07553777,3.01986525,0.04413017,0.41053917,1.90463573,0.99903152,0.64961717,0.04041867,1.37249306
-5.06953477,3.01516185,0.04544370,0.40146152,1.90868131,0.98627077,0.64793888,0.03930391,1.39172231
-5.06353177,3.00456434,0.04652127,0.39173704,1.90899437,0.97220896,0.64358582,0.03817277,1.40794084
-5.05752876,2.98855043,0.04734584,0.38151786,1.90573559,0.95715619,0.63658252,0.03704518,1.42113747
-5.05152576,2.96765174,0.04790491,0.37095899,1.89911940,0.94142056,0.62699843,0.03593967,1.43133950
-5.04552276,2.94244489,0.04819095,0.36021630,1.88941468,0.92530228,0.61494912,0.03487312,1.43861169
-5.03951976,2.91353991,0.04820155,0.34944441,1.87694306,0.90908751,0.60059580,0.03386043,1.44305348
-5.03351676,2.88156625,0.04793944,0.33879441,1.86207468,0.89304209,0.58414333,0.03291435,1.44479441
-5.02751376,2.84715649,0.04741233,0.32841147,1.84522144,0.87740531,0.56583648,0.03204517,1.44398787
-5.02151076,2.81092847,0.04663263,0.31843235,1.82682780,0.86238391,0.54595463,0.03126065,1.44080351
-5.01550775,2.77346655,0.04561700,0.30898294,1.80735962,0.84814656,0.52480511,0.03056577,1.43541861
-5.00950475,2.73530302,0.04438571,0.30017591,1.78729145,0.83481921,0.50271547,0.02996275,1.42800905
-5.00350175,2.69690068,0.04296205,0.29210858,1.76709308,0.82248136,0.48002482,0.02945093,1.41874028
-4.99749875,2.65863773,0.04137154,0.28486106,1.74721582,0.81116388,0.45707484,0.02902684,1.40775911
-4.99149575,2.62079582,0.03964118,0.27849480,1.72807947,0.80084825,0.43420065,0.02868430,1.39518666
-4.98549275,2.58355239,0.03779867,0.27305168,1.71006043,0.79146762,0.41172198,0.02841459,1.38111320
-4.97948974,2.54697762,0.03587169,0.26855350,1.69348160,0.78290975,0.38993498,0.02820675,1.36559518
-4.97348674,2.51103651,0.03388719,0.26500210,1.67860443,0.77502166,0.36910500,0.02804785,1.34865467
-4.96748374,2.47559602,0.03187079,0.26238002,1.66562344,0.76761599,0.34946054,0.02792344,1.33028145
-4.96148074,2.44043706,0.02984630,0.26065155,1.65466318,0.76047887,0.33118859,0.02781801,1.31043745
-4.95547774,2.40527045,0.02783533,0.25976426,1.64577759,0.75337879,0.31443148,0.02771549,1.28906345
-4.94947474,2.36975627,0.02585695,0.25965094,1.63895154,0.74607629,0.29928524,0.02759977,1.26608752
-4.94347174,2.33352516,0.02392759,0.26023157,1.63410412,0.73833383,0.28579954,0.02745527,1.24143468
-4.93746873,2.29620060,0.02206095,0.26141568,1.63109329,0.72992550,0.27397902,0.02726741,1.21503701
-4.93146573,2.25742072,0.02026803,0.26310451,1.62972158,0.72064596,0.26378595,0.02702313,1.18684376
-4.92546273,2.21685849,0.01855726,0.26519332,1.62974219,0.71031843,0.25514407,0.02671125,1.15683055
-4.91945973,2.17423921,0.01693470,0.26757347,1.63086536,0.69880103,0.24794326,0.02632289,1.12500718
-4.91345673,2.12935442,0.01540422,0.27013439,1.63276464,0.68599154,0.24204507,0.02585162,1.09142350
-4.90745373,2.08207169,0.01396782,0.27276540,1.63508303,0.67183017,0.23728864,0.02529369,1.05617299
-4.90145073,2.03233991,0.01262591,0.27535731,1.63743885,0.65630043,0.23349696,0.02464802,1.01939385
-4.89544772,1.98019014,0.01137754,0.27780390,1.63943153,0.63942817,0.23048312,0.02391616,0.98126753
-4.88944472,1.92573229,0.01022070,0.28000322,1.64064741,0.62127876,0.22805652,0.02310216,0.94201494
-4.88344172,1.86914818,0.00915258,0.28185890,1.64066582,0.60195299,0.22602865,0.02221229,0.90189048
-4.87743872,1.81068159,0.00816977,0.28328123,1.63906554,0.58158167,0.22421846,0.02125479,0.86117445
-4.87143572,1.75062633,0.00726845,0.28418839,1.63543194,0.56031948,0.22245714,0.02023946,0.82016424
-4.86543272,1.68931292,0.00644452,0.28450748,1.62936481,0.53833843,0.22059211,0.01917732,0.77916488
-4.85942971,1.62709508,0.00569378,0.28417563,1.62048683,0.51582118,0.21849029,0.01808017,0.73847945
-4.85342671,1.56433649,0.00501197,0.28314098,1.60845266,0.49295461,0.21604050,0.01696023,0.69839997
-4.84742371,1.50139864,0.00439485,0.28136367,1.59295832,0.46992391,0.21315501,0.01582972,0.65919908
-4.84142071,1.43863029,0.00383824,0.27881656,1.57375054,0.44690741,0.20977019,0.01470052,0.62112301
-4.83541771,1.37635868,0.00333809,0.27548581,1.55063555,0.42407224,0.20584637,0.01358390,0.58438589
-4.82941471,1.31488287,0.00289041,0.27137127,1.52348697,0.40157090,0.20136698,0.01249020,0.54916584
-4.82341171,1.25446899,0.00249138,0.26648642,1.49225211,0.37953887,0.19633687,0.01142871,0.51560255
-4.81740870,1.19534742,0.00213726,0.26085808,1.45695637,0.35809302,0.19078015,0.01040745,0.48379657
-4.81140570,1.13771158,0.00182448,0.25452570,1.41770521,0.33733090,0.18473754,0.00943314,0.45380993
-4.80540270,1.08171813,0.00154955,0.24754026,1.37468362,0.31733076,0.17826339,0.00851112,0.42566814
-4.79939970,1.02748825,0.00130914,0.23996285,1.32815270,0.29815213,0.17142244,0.00764538,0.39936307
-4.79339670,0.97510970,0.00110006,0.23186293,1.27844370,0.27983684,0.16428660,0.00683864,0.37485678
-4.78739370,0.92463947,0.00091925,0.22331637,1.22594944,0.26241054,0.15693178,0.00609235,0.35208570
-4.78139070,0.87610683,0.00076380,0.21440336,1.17111376,0.24588428,0.14943491,0.00540688,0.33096526
-4.77538769,0.82951661,0.00063097,0.20520618,1.11441918,0.23025641,0.14187129,0.00478161,0.31139457
-4.76938469,0.78485272,0.00051819,0.19580718,1.05637375,0.21551451,0.13431233,0.00421506,0.29326114
-4.76338169,0.74208185,0.00042305,0.18628676,0.99749730,0.20163747,0.12682379,0.00370507,0.27644532
-4.75737869,0.70115732,0.00034334,0.17672173,0.93830815,0.18859750,0.11946448,0.00324891,0.26082468
-4.75137569,0.66202322,0.00027703,0.16718390,0.87931063,0.17636229,0.11228558,0.00284343,0.24627790
-4.74537269,0.62461880,0.00022229,0.15773907,0.82098414,0.16489708,0.10533037,0.00248522,0.23268853
-4.73936968,0.58888317,0.00017747,0.14844649,0.76377405,0.15416688,0.09863458,0.00217070,0.21994831
-4.73336668,0.55476017,0.00014111,0.13935867,0.70808492,0.14413853,0.09222703,0.00189628,0.20796017
-4.72736368,0.52220366,0.00011192,0.13052162,0.65427614,0.13478296,0.08613078,0.00165841,0.19664095
-4.72136068,0.49118284,0.00008879,0.12197547,0.60265998,0.12607726,0.08036449,0.00145373,0.18592379
-4.71535768,0.46168768,0.00007079,0.11375538,0.55350213,0.11800681,0.07494401,0.00127911,0.17576018
-4.70935468,0.43373431,0.00005711,0.10589274,0.50702434,0.11056732,0.06988408,0.00113175,0.16612177
-4.70335168,0.40737017,0.00004712,0.09841646,0.46340897,0.10376679,0.06520009,0.00100918,0.15700175
-4.69734867,0.38267876,0.00004031,0.09135445,0.42280502,0.09762723,0.06090974,0.00090939,0.14841610
-4.69134567,0.35978395,0.00003628,0.08473505,0.38533529,0.09218628,0.05703466,0.00083077,0.14040433
-4.68534267,0.33885344,0.00003477,0.07858845,0.35110408,0.08749852,0.05360175,0.00077221,0.13302998
-4.67933967,0.32010146,0.00003558,0.07294793,0.32020517,0.08363647,0.05064432,0.00073309,0.12638078
-4.67333667,0.30379039,0.00003865,0.06785105,0.29272956,0.08069119,0.04820294,0.00071327,0.12056836
-4.66733367,0.29023121,0.00004397,0.06334046,0.26877252,0.07877248,0.04632594,0.00071310,0.11572759
-4.66133067,0.27978264,0.00005163,0.05946459,0.24843979,0.07800852,0.04506953,0.00073342,0.11201550
-4.65532766,0.27284872,0.00006175,0.05627799,0.23185246,0.07854489,0.04449754,0.00077552,0.10960961
-4.64932466,0.26987489,0.00007454,0.05384139,0.21915030,0.08054302,0.04468070,0.00084109,0.10870582
-4.64332166,0.27134213,0.00009024,0.05222140,0.21049350,0.08417777,0.04569548,0.00093222,0.10951564
-4.63731866,0.27775942,0.00010914,0.05148993,0.20606242,0.08963439,0.04762253,0.00105131,0.11226277
-4.63131566,0.28965399,0.00013155,0.05172314,0.20605551,0.09710447,0.05054457,0.00120100,0.11717892
-4.62531266,0.30755969,0.00015780,0.05300019,0.21068514,0.10678122,0.05454386,0.00138408,0.12449901
-4.61930965,0.33200330,0.00018822,0.05540148,0.22017152,0.11885385,0.05969934,0.00160342,0.13445544
-4.61330665,0.36348883,0.00022316,0.05900664,0.23473475,0.13350119,0.06608324,0.00186182,0.14727174
-4.60730365,0.40248020,0.00026291,0.06389216,0.25458505,0.15088467,0.07375747,0.00216193,0.16315547
-4.60130065,0.44938250,0.00030776,0.07012869,0.27991165,0.17114089,0.08276985,0.00250607,0.18229060
-4.59529765,0.50452232,0.00035796,0.07777816,0.31087038,0.19437385,0.09315011,0.00289612,0.20482941
-4.58929465,0.56812776,0.00041369,0.08689072,0.34757063,0.22064728,0.10490608,0.00333339,0.23088433
-4.58329165,0.64030897,0.00047509,0.09750154,0.39006196,0.24997725,0.11802006,0.00381843,0.26051987
-4.57728864,0.72103992,0.00054222,0.10962775,0.43832108,0.28232563,0.13244559,0.00435097,0.29374501
-4.57128564,0.81014245,0.00061507,0.12326544,0.49223976,0.31759449,0.14810491,0.00492977,0.33050648
-4.56528264,0.90727364,0.00069358,0.13838703,0.55161432,0.35562223,0.16488718,0.00555252,0.37068338
-4.55927964,1.01191730,0.00077762,0.15493903,0.61613729,0.39618135,0.18264778,0.00621582,0.41408336
-4.55327664,1.12338064,0.00086702,0.17284042,0.68539203,0.43897863,0.20120868,0.00691509,0.46044099
-4.54727364,1.24079669,0.00096154,0.19198168,0.75885068,0.48365763,0.22036026,0.00764467,0.50941843
-4.54127064,1.36313316,0.00106098,0.21222468,0.83587583,0.52980378,0.23986433,0.00839776,0.56060881
-4.53526763,1.48920784,0.00116510,0.23340341,0.91572644,0.57695222,0.25945866,0.00916663,0.61354224
-4.52926463,1.61771052,0.00127371,0.25532567,0.99756771,0.62459799,0.27886276,0.00994269,0.66769468
-4.52326163,1.74723104,0.00138670,0.27777565,1.08048514,0.67220861,0.29778479,0.01071669,0.72249931
-4.51725863,1.87629268,0.00150402,0.30051741,1.16350221,0.71923849,0.31592951,0.01147893,0.77736026
-4.51125563,2.00338974,0.00162574,0.32329911,1.24560127,0.76514476,0.33300684,0.01221954,0.83166808
-4.50525263,2.12702807,0.00175208,0.34585793,1.32574691,0.80940384,0.34874078,0.01292868,0.88481667
-4.49924962,2.24576686,0.00188341,0.36792549,1.40291084,0.85152810,0.36287829,0.01359685,0.93622062
-4.49324662,2.35825991,0.00202027,0.38923352,1.47609751,0.89108191,0.37519767,0.01421517,0.98533265
