energy_ev,total_up,C_s_up,C_p_up,S_s_up,S_p_up,V_p_up,V_d_up,Zn_p_up,Zn_d_up
-6.00000000,0.85503337,0.00734827,0.10090439,0.02173129,0.27375490,0.18209163,0.12562616,0.17618460,0.09457036
-5.99399700,0.85015734,0.00715974,0.10042690,0.02162777,0.27522845,0.19114782,0.12435911,0.17644425,0.09190330
-5.98799400,0.85062654,0.00700905,0.10060006,0.02155858,0.27826036,0.20186423,0.12383818,0.17802903,0.08987432
-5.98199100,0.85599170,0.00688652,0.10137665,0.02151173,0.28267327,0.21414254,0.12398068,0.18083684,0.08845283
-5.97598799,0.86575929,0.00678278,0.10270330,0.02147448,0.28827826,0.22786524,0.12470164,0.18475339,0.08760185
-5.96998499,0.87940962,0.00668901,0.10452237,0.02143394,0.29488092,0.24289772,0.12591660,0.18965595,0.08727997
-5.96398199,0.89641334,0.00659717,0.10677385,0.02137762,0.30228693,0.25909048,0.12754402,0.19541673,0.08744323
-5.95797899,0.91624576,0.00650015,0.10939691,0.02129392,0.31030696,0.27628128,0.12950724,0.20190588,0.08804666
-5.95197599,0.93839820,0.00639195,0.11233119,0.02117262,0.31876069,0.29429715,0.13173590,0.20899389,0.08904556
-5.94597299,0.96238638,0.00626777,0.11551773,0.02100519,0.32747984,0.31295632,0.13416677,0.21655336,0.09039642
-5.93996998,0.98775536,0.00612402,0.11889965,0.02078509,0.33631013,0.33206999,0.13674403,0.22446025,0.09205742
-5.93396698,1.01408133,0.00595838,0.12242232,0.02050790,0.34511216,0.35144385,0.13941899,0.23259444,0.09398860
-5.92796398,1.04097043,0.00576972,0.12603335,0.02017143,0.35376140,0.37087948,0.14214933,0.24083980,0.09615172
-5.92196098,1.06805514,0.00555807,0.12968229,0.01977557,0.36214717,0.39017568,0.14489793,0.24908390,0.09850978
-5.91595798,1.09498875,0.00532446,0.13332009,0.01932222,0.37017107,0.40912962,0.14763145,0.25721737,0.10102639
-5.90995498,1.12143879,0.00507085,0.13689853,0.01881504,0.37774484,0.42753809,0.15031871,0.26513312,0.10366502
-5.90395198,1.14708019,0.00479992,0.14036957,0.01825915,0.38478804,0.44519880,0.15292913,0.27272567,0.10638826
-5.89794897,1.17158896,0.00451494,0.14368483,0.01766079,0.39122573,0.46191189,0.15543123,0.27989059,0.10915706
-5.89194597,1.19463719,0.00421960,0.14679523,0.01702700,0.39698642,0.47748170,0.15779143,0.28652434,0.11193029
-5.88594297,1.21589001,0.00391781,0.14965084,0.01636523,0.40200052,0.49171888,0.15997322,0.29252456,0.11466440
-5.87993997,1.23500514,0.00361359,0.15220105,0.01568301,0.40619941,0.50444288,0.16193672,0.29779090,0.11731349
-5.87393697,1.25163509,0.00331090,0.15439509,0.01498770,0.40951533,0.51548489,0.16363883,0.30222655,0.11982956
-5.86793397,1.26543241,0.00301349,0.15618279,0.01428617,0.41188213,0.52469111,0.16503381,0.30574026,0.12216329
-5.86193097,1.27605764,0.00272487,0.15751575,0.01358466,0.41323682,0.53192639,0.16607437,0.30824899,0.12426495
-5.85592796,1.28318974,0.00244817,0.15834870,0.01288863,0.41352191,0.53707805,0.16671319,0.30968109,0.12608567
-5.84992496,1.28653842,0.00218610,0.15864109,0.01220272,0.41268847,0.54005978,0.16690482,0.30997975,0.12757893
-5.84392196,1.28585770,0.00194099,0.15835871,0.01153071,0.41069959,0.54081554,0.16660769,0.30910662,0.12870216
-5.83791896,1.28095985,0.00171469,0.15747540,0.01087559,0.40753413,0.53932309,0.16578632,0.30704550,0.12941832
-5.83191596,1.27172898,0.00150866,0.15597457,0.01023963,0.40319055,0.53559712,0.16441345,0.30380573,0.12969755
-5.82591296,1.25813331,0.00132399,0.15385055,0.00962454,0.39769042,0.52969169,0.16247200,0.29942521,0.12951859
-5.81990995,1.24023547,0.00116146,0.15110965,0.00903158,0.39108165,0.52170186,0.15995669,0.29397277,0.12886996
-5.81390695,1.21820003,0.00102159,0.14777081,0.00846172,0.38344089,0.51176441,0.15687532,0.28754984,0.12775094
-5.80790395,1.19229790,0.00090469,0.14386581,0.00791577,0.37487527,0.50005741,0.15324954,0.28029118,0.12617208
-5.80190095,1.16290710,0.00081099,0.13943910,0.00739455,0.36552303,0.48679870,0.14911509,0.27236460,0.12415544
-5.79589795,1.13050986,0.00074065,0.13454708,0.00689897,0.35555327,0.47224322,0.14452148,0.26396966,0.12173435
-5.78989495,1.09568601,0.00069382,0.12925697,0.00643015,0.34516447,0.45667930,0.13953121,0.25533531,0.11895283
-5.78389195,1.05910286,0.00067072,0.12364529,0.00598942,0.33458203,0.44042376,0.13421839,0.24671650,0.11586466
-5.77788894,1.02150192,0.00067167,0.11779598,0.00557842,0.32405475,0.42381630,0.12866705,0.23838983,0.11253209
-5.77188594,0.98368286,0.00069710,0.11179836,0.00519902,0.31385036,0.40721290,0.12296900,0.23064830,0.10902426
-5.76588294,0.94648527,0.00074755,0.10574474,0.00485335,0.30425017,0.39097872,0.11722150,0.22379525,0.10541551
-5.75987994,0.91076875,0.00082368,0.09972815,0.00454368,0.29554308,0.37548052,0.11152474,0.21813777,0.10178336
-5.75387694,0.87739187,0.00092624,0.09383993,0.00427237,0.28801884,0.36107868,0.10597928,0.21397944,0.09820657
-5.74787394,0.84719063,0.00105600,0.08816749,0.00404178,0.28196100,0.34811922,0.10068345,0.21161281,0.09476304
-5.74187094,0.82095689,0.00121370,0.08279218,0.00385411,0.27763943,0.33692572,0.09573094,0.21131159,0.09152775
-5.73586793,0.79941728,0.00140002,0.07778742,0.00371136,0.27530277,0.32779151,0.09120846,0.21332277,0.08857080
-5.72986493,0.78321306,0.00161541,0.07321703,0.00361513,0.27517079,0.32097210,0.08719368,0.21785885,0.08595554
-5.72386193,0.77288138,0.00186007,0.06913389,0.00356657,0.27742701,0.31667814,0.08375338,0.22509033,0.08373680
-5.71785893,0.76883838,0.00213384,0.06557892,0.00356623,0.28221164,0.31506903,0.08094192,0.23513863,0.08195938
-5.71185593,0.77136447,0.00243607,0.06258032,0.00361401,0.28961513,0.31624723,0.07879997,0.24806971,0.08065671
-5.70585293,0.78059227,0.00276558,0.06015321,0.00370905,0.29967244,0.32025369,0.07735358,0.26388851,0.07984981
-5.69984992,0.79649769,0.00312058,0.05829950,0.00384970,0.31235850,0.32706431,0.07661357,0.28253462,0.07954645
-5.69384692,0.81889443,0.00349858,0.05700811,0.00403349,0.32758477,0.33658779,0.07657524,0.30387918,0.07974077
-5.68784392,0.84743237,0.00389642,0.05625552,0.00425713,0.34519748,0.34866504,0.07721843,0.32772348,0.08041311
-5.68184092,0.88160025,0.00431019,0.05600649,0.00451654,0.36497752,0.36307025,0.07850792,0.35379934,0.08153031
-5.67583792,0.92073289,0.00473534,0.05621523,0.00480692,0.38664233,0.37951376,0.08039418,0.38177147,0.08304637
-5.66983492,0.96402308,0.00516666,0.05682663,0.00512288,0.40984986,0.39764698,0.08281444,0.41124200,0.08490350
-5.66383192,1.01053838,0.00559845,0.05777785,0.00545853,0.43420466,0.41706915,0.08569420,0.44175724,0.08703358
-5.65782891,1.05924250,0.00602457,0.05900009,0.00580770,0.45926623,0.43733610,0.08894899,0.47281655,0.08936002
-5.65182591,1.10902107,0.00643870,0.06042053,0.00616416,0.48455929,0.45797079,0.09248649,0.50388335,0.09179993
-5.64582291,1.15871134,0.00683442,0.06196441,0.00652182,0.50958604,0.47847549,0.09620900,0.53439796,0.09426665
-5.63981991,1.20713493,0.00720549,0.06355725,0.00687500,0.53383995,0.49834515,0.10001608,0.56379201,0.09667238
-5.63381691,1.25313286,0.00754605,0.06512704,0.00721875,0.55682064,0.51708181,0.10380744,0.59150398,0.09893113
-5.62781391,1.29560165,0.00785083,0.06660648,0.00754914,0.57804957,0.53420929,0.10748598,0.61699532,0.10096155
-5.62181091,1.33352933,0.00811539,0.06793511,0.00786351,0.59708576,0.54928793,0.11096083,0.63976671,0.10268984
-5.61580790,1.36602999,0.00833632,0.06906129,0.00816081,0.61354111,0.56192861,0.11415041,0.65937368,0.10405239
-5.60980490,1.39237557,0.00851140,0.06994397,0.00844182,0.62709463,0.57180565,0.11698523,0.67544119,0.10499821
-5.60380190,1.41202360,0.00863977,0.07055420,0.00870941,0.63750504,0.57866794,0.11941061,0.68767630,0.10549097
-5.59779890,1.42463970,0.00872200,0.07087622,0.00896870,0.64462113,0.58234794,0.12138890,0.69587869,0.10551062
-5.59179590,1.43011387,0.00876016,0.07090825,0.00922722,0.64838952,0.58276812,0.12290135,0.69994828,0.10505438
-5.58579290,1.42856972,0.00875782,0.07066279,0.00949490,0.64885928,0.57994454,0.12394939,0.69988984,0.10413728
-5.57978989,1.42036634,0.00871999,0.07016651,0.00978412,0.64618342,0.57398740,0.12455538,0.69581419,0.10279203
-5.57378689,1.40609233,0.00865299,0.06945967,0.01010958,0.64061680,0.56509858,0.12476267,0.68793599,0.10106826
-5.56778389,1.38655234,0.00856426,0.06859506,0.01048807,0.63251075,0.55356625,0.12463500,0.67656822,0.09903124
-5.56178089,1.36274636,0.00846221,0.06763660,0.01093825,0.62230449,0.53975666,0.12425523,0.66211340,0.09676006
-5.55577789,1.33584250,0.00835588,0.06665748,0.01148019,0.61051344,0.52410360,0.12372341,0.64505212,0.09434526
-5.54977489,1.30714417,0.00825470,0.06573805,0.01213494,0.59771517,0.50709587,0.12315423,0.62592909,0.09188620
-5.54377189,1.27805272,0.00816813,0.06496335,0.01292393,0.58453304,0.48926309,0.12267395,0.60533735,0.08948801
-5.53776888,1.25002675,0.00810536,0.06442059,0.01386839,0.57161846,0.47116070,0.12241681,0.58390129,0.08725843
-5.53176588,1.22453950,0.00807495,0.06419635,0.01498858,0.55963205,0.45335428,0.12252111,0.56225896,0.08530457
-5.52576288,1.20303552,0.00808454,0.06437390,0.01630307,0.54922454,0.43640399,0.12312504,0.54104429,0.08372956
-5.51975988,1.18688808,0.00814052,0.06503043,0.01782796,0.54101780,0.42084948,0.12436237,0.52087000,0.08262950
-5.51375688,1.17735838,0.00824780,0.06623446,0.01957609,0.53558668,0.40719567,0.12635809,0.50231139,0.08209046
-5.50775388,1.17555787,0.00840957,0.06804341,0.02155627,0.53344219,0.39589983,0.12922425,0.48589182,0.08218579
-5.50175088,1.18241456,0.00862717,0.07050146,0.02377258,0.53501636,0.38736018,0.13305595,0.47206995,0.08297388
-5.49574787,1.19864429,0.00889997,0.07363760,0.02622372,0.54064930,0.38190622,0.13792778,0.46122919,0.08449615
-5.48974487,1.22472747,0.00922532,0.07746420,0.02890249,0.55057870,0.37979101,0.14389064,0.45366954,0.08677566
-5.48374187,1.26089207,0.00959865,0.08197584,0.03179542,0.56493200,0.38118536,0.15096921,0.44960179,0.08981608
-5.47773887,1.30710302,0.01001350,0.08714870,0.03488252,0.58372147,0.38617403,0.15916000,0.44914420,0.09360124
-5.47173587,1.36305833,0.01046174,0.09294032,0.03813726,0.60684215,0.39475398,0.16843016,0.45232157,0.09809512
-5.46573287,1.42819196,0.01093380,0.09928993,0.04152674,0.63407284,0.40683445,0.17871699,0.45906658,0.10324243
-5.45972986,1.50168338,0.01141895,0.10611925,0.04501208,0.66507991,0.42223903,0.18992833,0.46922316,0.10896958
-5.45372686,1.58247356,0.01190563,0.11333380,0.04854902,0.69942397,0.44070944,0.20194363,0.48255182,0.11518626
-5.44772386,1.66928704,0.01238180,0.12082468,0.05208877,0.73656916,0.46191109,0.21461589,0.49873664,0.12178733
-5.44172086,1.76065954,0.01283536,0.12847083,0.05557898,0.77589478,0.48544021,0.22777432,0.51739368,0.12865518
-5.43571786,1.85497061,0.01325452,0.13614167,0.05896500,0.81670915,0.51083242,0.24122767,0.53808064,0.13566242
-5.42971486,1.95048049,0.01362815,0.14370015,0.06219116,0.85826522,0.53757281,0.25476820,0.56030750,0.14267485
-5.42371186,2.04537029,0.01394619,0.15100601,0.06520226,0.89977768,0.56510703,0.26817616,0.58354792,0.14955467
-5.41770885,2.13778471,0.01419990,0.15791927,0.06794501,0.94044115,0.59285364,0.28122473,0.60725125,0.15616374
-5.41170585,2.22587616,0.01438221,0.16430386,0.07036954,0.97944900,0.62021710,0.29368523,0.63085487,0.16236699
-5.40570285,2.30784916,0.01448783,0.17003110,0.07243083,1.01601241,0.64660147,0.30533248,0.65379664,0.16803574
-5.39969985,2.38200407,0.01451349,0.17498321,0.07409003,1.04937923,0.67142436,0.31595022,0.67552736,0.17305085
-5.39369685,2.44677881,0.01445798,0.17905649,0.07531563,1.07885209,0.69413087,0.32533643,0.69552296,0.17730572
-5.38769385,2.50078762,0.01432213,0.18216418,0.07608439,1.10380537,0.71420722,0.33330834,0.71329613,0.18070897
-5.38169085,2.54285562,0.01410880,0.18423887,0.07638208,1.12370064,0.73119360,0.33970710,0.72840733,0.18318663
-5.37568784,2.57204845,0.01382277,0.18523439,0.07620390,1.13810005,0.74469597,0.34440187,0.74047484,0.18468408
