energy_ev,total_up,C_s_up,C_p_up,Li_s_up,Se_s_up,Se_p_up,Zn_p_up,Zn_d_up
-5.62181091,1.07812077,0.02524297,0.03912217,0.25605882,0.00588737,0.33003536,0.26128761,0.30265674
-5.61580790,1.10716540,0.02453473,0.04264629,0.26691270,0.00629406,0.34218969,0.27350150,0.30235504
-5.60980490,1.13374960,0.02379264,0.04626119,0.27676075,0.00669623,0.35347616,0.28567682,0.30124189
-5.60380190,1.15768482,0.02303073,0.04993828,0.28543885,0.00708990,0.36378992,0.29773385,0.29937300
-5.59779890,1.17881644,0.02226203,0.05364636,0.29280189,0.00747117,0.37304066,0.30958555,0.29681412
-5.59179590,1.19702575,0.02149813,0.05735210,0.29872762,0.00783632,0.38115417,0.32113841,0.29363938
-5.58579290,1.21223064,0.02074893,0.06102060,0.30311993,0.00818191,0.38807327,0.33229346,0.28992922
-5.57978989,1.22438534,0.02002237,0.06461598,0.30591123,0.00850482,0.39375832,0.34294759,0.28576819
-5.57378689,1.23347895,0.01932426,0.06810198,0.30706400,0.00880230,0.39818718,0.35299511,0.28124256
-5.56778389,1.23953323,0.01865826,0.07144261,0.30657144,0.00907202,0.40135479,0.36232948,0.27643802
-5.56178089,1.24259964,0.01802592,0.07460275,0.30445723,0.00931208,0.40327229,0.37084527,0.27143729
-5.55577789,1.24275595,0.01742678,0.07754875,0.30077433,0.00952104,0.40396599,0.37844011,0.26631806
-5.54977489,1.24010284,0.01685860,0.08024898,0.29560313,0.00969788,0.40347606,0.38501685,0.26115112
-5.54377189,1.23476052,0.01631766,0.08267435,0.28904880,0.00984203,0.40185521,0.39048561,0.25599889
-5.53776888,1.22686600,0.01579907,0.08479876,0.28123819,0.00995337,0.39916745,0.39476590,0.25091440
-5.53176588,1.21657101,0.01529716,0.08659953,0.27231627,0.01003214,0.39548699,0.39778856,0.24594083
-5.52576288,1.20404102,0.01480588,0.08805773,0.26244241,0.01007901,0.39089733,0.39949767,0.24111157
-5.51975988,1.18945541,0.01431919,0.08915854,0.25178653,0.01009505,0.38549086,0.39985227,0.23645088
-5.51375688,1.17300899,0.01383142,0.08989148,0.24052540,0.01008168,0.37936860,0.39882789,0.23197520
-5.50775388,1.15491476,0.01333760,0.09025066,0.22883906,0.01004078,0.37264053,0.39641793,0.22769487
-5.50175088,1.13540792,0.01283375,0.09023499,0.21690773,0.00997462,0.36542619,0.39263476,0.22361646
-5.49574787,1.11475084,0.01231711,0.08984836,0.20490892,0.00988595,0.35785562,0.38751056,0.21974537
-5.48974487,1.09323878,0.01178626,0.08909974,0.19301520,0.00977801,0.35007055,0.38109794,0.21608878
-5.48374187,1.07120584,0.01124121,0.08800330,0.18139231,0.00965460,0.34222567,0.37347019,0.21265862
-5.47773887,1.04903065,0.01068343,0.08657841,0.17019782,0.00952009,0.33448986,0.36472123,0.20947451
-5.47173587,1.02714137,0.01011574,0.08484960,0.15958015,0.00937950,0.32704725,0.35496515,0.20656647
-5.46573287,1.00601927,0.00954224,0.08284646,0.14967795,0.00923848,0.32009784,0.34433538,0.20397718
-5.45972986,0.98620034,0.00896812,0.08060339,0.14061986,0.00910335,0.31385753,0.33298340,0.20176369
-5.45372686,0.96827446,0.00839950,0.07815925,0.13252426,0.00898105,0.30855746,0.32107704,0.19999831
-5.44772386,0.95288150,0.00784313,0.07555689,0.12549923,0.00887913,0.30444231,0.30879822,0.19876864
-5.44172086,0.94070410,0.00730626,0.07284254,0.11964248,0.00880564,0.30176764,0.29634032,0.19817663
-5.43571786,0.93245693,0.00679633,0.07006506,0.11504104,0.00876905,0.30079610,0.28390507,0.19833652
-5.42971486,0.92887227,0.00632077,0.06727509,0.11177093,0.00877804,0.30179246,0.27169903,0.19937185
-5.42371186,0.93068218,0.00588682,0.06452404,0.10989649,0.00884136,0.30501748,0.25992976,0.20141128
-5.41770885,0.93859762,0.00550132,0.06186303,0.10946946,0.00896762,0.31072092,0.24880170,0.20458371
-5.41170585,0.95328507,0.00517055,0.05934180,0.11052789,0.00916501,0.31913357,0.23851199,0.20901247
-5.40570285,0.97534151,0.00490015,0.05700755,0.11309474,0.00944108,0.33045884,0.22924619,0.21480916
-5.39969985,1.00526873,0.00469493,0.05490384,0.11717643,0.00980245,0.34486402,0.22117412,0.22206710
-5.39369685,1.04344804,0.00455889,0.05306954,0.12276133,0.01025459,0.36247174,0.21444605,0.23085488
-5.38769385,1.09011671,0.00449509,0.05153796,0.12981824,0.01080155,0.38335193,0.20918920,0.24121030
-5.38169085,1.14534727,0.00450560,0.05033603,0.13829523,0.01144577,0.40751473,0.20550477,0.25313499
-5.37568784,1.20903102,0.00459155,0.04948377,0.14811866,0.01218788,0.43490481,0.20346569,0.26658999
-5.36968484,1.28086668,0.00475300,0.04899391,0.15919278,0.01302666,0.46539747,0.20311504,0.28149277
-5.36368184,1.36035531,0.00498899,0.04887181,0.17139984,0.01395890,0.49879681,0.20446525,0.29771575
-5.35767884,1.44680196,0.00529754,0.04911555,0.18460086,0.01497945,0.53483628,0.20749823,0.31508648
-5.35167584,1.53932468,0.00567558,0.04971631,0.19863722,0.01608133,0.57318170,0.21216620,0.33338986
-5.34567284,1.63687052,0.00611900,0.05065894,0.21333286,0.01725582,0.61343683,0.21839339,0.35237203
-5.33966983,1.73823866,0.00662265,0.05192273,0.22849730,0.01849273,0.65515135,0.22607838,0.37174619
-5.33366683,1.84210945,0.00718032,0.05348232,0.24392921,0.01978064,0.69783101,0.23509710,0.39119991
-5.32766383,1.94707869,0.00778484,0.05530869,0.25942060,0.02110725,0.74094968,0.24530622,0.41040386
-5.32166083,2.05169555,0.00842808,0.05737024,0.27476133,0.02245971,0.78396269,0.25654691,0.42902145
-5.31565783,2.15450253,0.00910101,0.05963383,0.28974386,0.02382500,0.82632102,0.26864874,0.44671915
-5.30965483,2.25407587,0.00979385,0.06206577,0.30416793,0.02519032,0.86748577,0.28143358,0.46317680
-5.30365183,2.34906444,0.01049617,0.06463270,0.31784512,0.02654344,0.90694208,0.29471934,0.47809766
-5.29764882,2.43822543,0.01119703,0.06730232,0.33060297,0.02787304,0.94421217,0.30832345,0.49121761
-5.29164582,2.52045534,0.01188517,0.07004394,0.34228851,0.02916899,0.97886672,0.32206590,0.50231315
-5.28564282,2.59481486,0.01254922,0.07282880,0.35277108,0.03042258,1.01053423,0.33577191,0.51120771
-5.27963982,2.66054666,0.01317791,0.07563029,0.36194430,0.03162669,1.03890792,0.34927398,0.51777621
-5.27363682,2.71708564,0.01376033,0.07842380,0.36972719,0.03277586,1.06375011,0.36241356,0.52194745
-5.26763382,2.76406132,0.01428613,0.08118658,0.37606433,0.03386634,1.08489376,0.37504209,0.52370443
-5.26163082,2.80129275,0.01474583,0.08389732,0.38092524,0.03489603,1.10224149,0.38702171,0.52308256
-5.25562781,2.82877656,0.01513098,0.08653573,0.38430291,0.03586434,1.11576208,0.39822559,0.52016591
-5.24962481,2.84666928,0.01543443,0.08908203,0.38621176,0.03677202,1.12548498,0.40853802,0.51508188
-5.24362181,2.85526497,0.01565047,0.09151642,0.38668511,0.03762098,1.13149304,0.41785426,0.50799436
-5.23761881,2.85496994,0.01577500,0.09381867,0.38577225,0.03841394,1.13391413,0.42608043,0.49909602
-5.23161581,2.84627584,0.01580563,0.09596781,0.38353550,0.03915426,1.13291210,0.43313337,0.48860004
-5.22561281,2.82973280,0.01574174,0.09794189,0.38004721,0.03984554,1.12867751,0.43894061,0.47673167
-5.21960980,2.80592390,0.01558446,0.09971800,0.37538693,0.04049142,1.12141871,0.44344048,0.46372011
-5.21360680,2.77544218,0.01533664,0.10127245,0.36963893,0.04109523,1.11135368,0.44658237,0.44979098
-5.20760380,2.73887127,0.01500277,0.10258111,0.36289001,0.04165980,1.09870283,0.44832717,0.43515979
-5.20160080,2.69677000,0.01458881,0.10361995,0.35522782,0.04218719,1.08368310,0.44864784,0.42002656
-5.19559780,2.64966150,0.01410201,0.10436575,0.34673958,0.04267850,1.06650347,0.44753004,0.40457170
-5.18959480,2.59802677,0.01355073,0.10479687,0.33751117,0.04313380,1.04736183,0.44497278,0.38895335
-5.18359180,2.54230241,0.01294417,0.10489410,0.32762666,0.04355193,1.02644327,0.44098897,0.37330598
-5.17758879,2.48288206,0.01229211,0.10464157,0.31716813,0.04393056,1.00391952,0.43560594,0.35774031
-5.17158579,2.42012090,0.01160473,0.10402756,0.30621567,0.04426612,0.97994957,0.42886562,0.34234431
-5.16558279,2.35434242,0.01089226,0.10304522,0.29484757,0.04455393,0.95468095,0.42082453,0.32718510
-5.15957979,2.28584677,0.01016486,0.10169322,0.28314057,0.04478828,0.92825183,0.41155351,0.31231150
-5.15357679,2.21491987,0.00943234,0.09997616,0.27117013,0.04496265,0.90079339,0.40113706,0.29775715
-5.14757379,2.14184261,0.00870404,0.09790478,0.25901059,0.04506991,0.87243248,0.38967243,0.28354370
-5.14157079,2.06689955,0.00798867,0.09549601,0.24673538,0.04510261,0.84329430,0.37726844,0.26968419
-5.13556778,1.99038680,0.00729423,0.09277276,0.23441699,0.04505336,0.81350514,0.36404408,0.25618612
-5.12956478,1.91261858,0.00662796,0.08976352,0.22212703,0.04491514,0.78319477,0.35012695,0.24305434
-5.12356178,1.83393259,0.00599637,0.08650179,0.20993606,0.04468172,0.75249884,0.33565163,0.23029352
-5.11755878,1.75469383,0.00540523,0.08302532,0.19791353,0.04434807,0.72156094,0.32075806,0.21791015
-5.11155578,1.67529720,0.00485967,0.07937528,0.18612761,0.04391078,0.69053441,0.30558998,0.20591409
-5.10555278,1.59616888,0.00436434,0.07559528,0.17464516,0.04336842,0.65958401,0.29029353,0.19431964
-5.09954977,1.51776663,0.00392351,0.07173049,0.16353168,0.04272194,0.62888725,0.27501603,0.18314618
-5.09354677,1.44057929,0.00354125,0.06782657,0.15285142,0.04197493,0.59863553,0.25990501,0.17241843
-5.08754377,1.36512544,0.00322166,0.06392885,0.14266751,0.04113388,0.56903502,0.24510742,0.16216642
-5.08154077,1.29195156,0.00296904,0.06008136,0.13304227,0.04020828,0.54030724,0.23076919,0.15242511
-5.07553777,1.22162953,0.00278813,0.05632617,0.12403757,0.03921072,0.51268927,0.21703483,0.14323395
-5.06953477,1.15475364,0.00268429,0.05270264,0.11571519,0.03815679,0.48643362,0.20404732,0.13463617
-5.06353177,1.09193695,0.00266368,0.04924695,0.10813726,0.03706487,0.46180755,0.19194805,0.12667806
-5.05752876,1.03380698,0.00273345,0.04599158,0.10136658,0.03595591,0.43909186,0.18087672,0.11940810
-5.05152576,0.98100047,0.00290185,0.04296506,0.09546688,0.03485296,0.41857901,0.17097128,0.11287610
-5.04552276,0.93415724,0.00317829,0.04019174,0.09050284,0.03378070,0.40057057,0.16236764,0.10713225
-5.03951976,0.89391286,0.00357339,0.03769161,0.08653996,0.03276484,0.38537375,0.15519915,0.10222611
-5.03351676,0.86089006,0.00409891,0.03548029,0.08364402,0.03183150,0.37329721,0.14959588,0.09820558
-5.02751376,0.83568874,0.00476762,0.03356906,0.08188031,0.03100649,0.36464594,0.14568341,0.09511574
-5.02151076,0.81887464,0.00559311,0.03196486,0.08131233,0.03031461,0.35971525,0.14358132,0.09299764
-5.01550775,0.81096665,0.00658949,0.03067049,0.08200024,0.02977895,0.35878395,0.14340124,0.09188702
-5.00950475,0.81242288,0.00777098,0.02968471,0.08399885,0.02942021,0.36210685,0.14524444,0.09181289
-5.00350175,0.82362577,0.00915143,0.02900246,0.08735521,0.02925610,0.36990652,0.14919914,0.09279613
-4.99749875,0.84486654,0.01074380,0.02861511,0.09210592,0.02930078,0.38236472,0.15533743,0.09484796
-4.99149575,0.87632947,0.01255948,0.02851073,0.09827428,0.02956442,0.39961356,0.16371201,0.09796852
-4.98549275,0.91807645,0.01460765,0.02867446,0.10586720,0.03005288,0.42172673,0.17435282,0.10214542
-4.97948974,0.97003255,0.01689452,0.02908891,0.11487221,0.03076749,0.44871111,0.18726377,0.10735251
-4.97348674,1.03197313,0.01942266,0.02973462,0.12525463,0.03170493,0.48049906,0.20241966,0.11354875
-4.96748374,1.10351345,0.02219031,0.03059061,0.13695504,0.03285729,0.51694184,0.21976359,0.12067747
-4.96148074,1.18410125,0.02519075,0.03163497,0.14988727,0.03421227,0.55780451,0.23920493,0.12866592
-4.95547774,1.27301333,0.02841181,0.03284561,0.16393712,0.03575336,0.60276265,0.26061824,0.13742524
-4.94947474,1.36935651,0.03183552,0.03420092,0.17896184,0.03746031,0.65140136,0.28384318,0.14685101
-4.94347174,1.47207369,0.03543795,0.03568066,0.19479065,0.03930955,0.70321676,0.30868565,0.15682429
-4.93746873,1.57995550,0.03918921,0.03726673,0.21122631,0.04127478,0.75762031,0.33492031,0.16721323
-4.93146573,1.69165749,0.04305379,0.03894409,0.22804784,0.04332751,0.81394610,0.36229461,0.17787529
-4.92546273,1.80572324,0.04699109,0.04070156,0.24501445,0.04543776,0.87146109,0.39053420,0.18866006
-4.91945973,1.92061283,0.05095624,0.04253273,0.26187048,0.04757468,0.92937845,0.41934999,0.19941253
-4.91345673,2.03473639,0.05490114,0.04443667,0.27835140,0.04970725,0.98687348,0.44844633,0.20997688
-4.90745373,2.14649187,0.05877581,0.04641865,0.29419070,0.05180489,1.04310208,0.47753055,0.22020054
-4.90145073,2.25430593,0.06252984,0.04849072,0.30912728,0.05383813,1.09722114,0.50632315,0.22993853
-4.89544772,2.35667682,0.06611404,0.05067209,0.32291330,0.05577915,1.14841020,0.53456859,0.23905781
-4.88944472,2.45221758,0.06948221,0.05298941,0.33532197,0.05760236,1.19589379,0.56204600,0.24744150
-4.88344172,2.53969797,0.07259277,0.05547674,0.34615513,0.05928487,1.23896352,0.58857948,0.25499290
-4.87743872,2.61808348,0.07541051,0.05817533,0.35525012,0.06080689,1.27699915,0.61404724,0.26163889
-4.87143572,2.68656942,0.07790802,0.06113311,0.36248572,0.06215212,1.30948767,0.63838924,0.26733281
-4.86543272,2.74460868,0.08006701,0.06440383,0.36778683,0.06330799,1.33603956,0.66161252,0.27205642
-4.85942971,2.79193135,0.08187916,0.06804595,0.37112758,0.06426589,1.35640151,0.68379401,0.27582099
-4.85342671,2.82855510,0.08334679,0.07212106,0.37253279,0.06502128,1.37046479,0.70508012,0.27866725
-4.84742371,2.85478525,0.08448294,0.07669212,0.37207746,0.06557369,1.37826887,0.72568300,0.28066423
-4.84142071,2.87120399,0.08531104,0.08182121,0.36988454,0.06592670,1.37999987,0.74587322,0.28190701
-4.83541771,2.87864869,0.08586415,0.08756704,0.36612071,0.06608773,1.37598372,0.76596887,0.28251326
-4.82941471,2.87817955,0.08618371,0.09398221,0.36099054,0.06606780,1.36667425,0.78632135,0.28261880
-4.82341171,2.87103768,0.08631788,0.10111023,0.35472914,0.06588112,1.35263634,0.80729817,0.28237222
-4.81740870,2.85859488,0.08631953,0.10898241,0.34759358,0.06554469,1.33452496,0.82926334,0.28192881
-4.81140570,2.84229697,0.08624395,0.11761484,0.33985342,0.06507764,1.31306068,0.85255623,0.28144397
-4.80540270,2.82360303,0.08614639,0.12700535,0.33178090,0.06450063,1.28900272,0.87746967,0.28106642
-4.79939970,2.80392302,0.08607956,0.13713091,0.32364088,0.06383513,1.26312065,0.90422844,0.28093143
-4.79339670,2.78455653,0.08609113,0.14794531,0.31568128,0.06310260,1.23616589,0.93296923,0.28115447
-4.78739370,2.76663550,0.08622144,0.15937751,0.30812424,0.06232377,1.20884425,0.96372320,0.28182545
-4.78139070,2.75107357,0.08650150,0.17133073,0.30115835,0.06151777,1.18179068,0.99640217,0.28300397
-4.77538769,2.73852460,0.08695136,0.18368235,0.29493244,0.06070148,1.15554746,1.03078943,0.28471571
-4.76938469,2.72935246,0.08757896,0.19628487,0.28955093,0.05988879,1.13054653,1.06653594,0.28695025
-4.76338169,2.72361369,0.08837954,0.20896788,0.28507122,0.05909012,1.10709703,1.10316247,0.28966040
-4.75737869,2.72105410,0.08933555,0.22154110,0.28150287,0.05831195,1.08537832,1.14006790,0.29276314
-4.75137569,2.72111965,0.09041727,0.23379847,0.27880890,0.05755666,1.06543884,1.17654365,0.29614223
-4.74537269,2.72298127,0.09158388,0.24552318,0.27690888,0.05682241,1.04720084,1.21179380,0.29965227
-4.73936968,2.72557266,0.09278510,0.25649354,0.27568382,0.05610333,1.03047055,1.24496036,0.30312414
-4.73336668,2.72763920,0.09396328,0.26648940,0.27498248,0.05538984,1.01495335,1.27515246,0.30637168
-4.72736368,2.72779588,0.09505582,0.27529898,0.27462895,0.05466921,1.00027301,1.30147835,0.30919909
-4.72136068,2.72459140,0.09599782,0.28272570,0.27443104,0.05392619,0.98599422,1.32307881,0.31140897
-4.71535768,2.71657545,0.09672490,0.28859489,0.27418916,0.05314389,0.97164700,1.33916031,0.31281040
-4.70935468,2.70236594,0.09717595,0.29275985,0.27370536,0.05230460,0.95675211,1.34902645,0.31322693
-4.70335168,2.68071300,0.09729571,0.29510717,0.27279199,0.05139083,0.94084601,1.35210611,0.31250392
-4.69734867,2.65055685,0.09703722,0.29556091,0.27127990,0.05038615,0.92350438,1.34797708,0.31051491
-4.69134567,2.61107682,0.09636377,0.29408556,0.26902556,0.04927617,0.90436302,1.33638391,0.30716694
-4.68534267,2.56172950,0.09525050,0.29068750,0.26591710,0.04804926,0.88313541,1.31724931,0.30240432
-4.67933967,2.50227442,0.09368545,0.28541496,0.26187891,0.04669722,0.85962611,1.29067850,0.29621087
-4.67333667,2.43278648,0.09167012,0.27835649,0.25687476,0.04521581,0.83373967,1.25695651,0.28861058
-4.66733367,2.35365498,0.08921947,0.26963798,0.25090933,0.04360498,0.80548479,1.21653859,0.27966654
-4.66133067,2.26556962,0.08636140,0.25941836,0.24402815,0.04186903,0.77497376,1.17003437,0.26947843
-4.65532766,2.16949487,0.08313578,0.24788428,0.23631614,0.04001647,0.74241749,1.11818661,0.25817867
-4.64932466,2.06663411,0.07959304,0.23524393,0.22789466,0.03805980,0.70811659,1.06184576,0.24592732
-4.64332166,1.95838573,0.07579249,0.22172031,0.21891746,0.03601498,0.67244907,1.00194151,0.23290625
-4.63731866,1.84629357,0.07180033,0.20754432,0.20956563,0.03390094,0.63585546,0.93945270,0.21931267
-4.63131566,1.73199403,0.06768755,0.19294788,0.20004172,0.03173883,0.59882217,0.87537705,0.20535242
-4.62531266,1.61716236,0.06352778,0.17815745,0.19056343,0.02955131,0.56186379,0.81070192,0.19123329
-4.61930965,1.50346050,0.05939518,0.16338810,0.18135689,0.02736180,0.52550536,0.74637723,0.17715871
-4.61330665,1.39248832,0.05536240,0.14883846,0.17264989,0.02519369,0.49026507,0.68329162,0.16332194
-4.60730365,1.28574012,0.05149875,0.13468656,0.16466523,0.02306963,0.45663833,0.62225241,0.14990104
-4.60130065,1.18456760,0.04786855,0.12108678,0.15761425,0.02101095,0.42508346,0.56396994,0.13705476
-4.59529765,1.09015019,0.04452984,0.10816781,0.15169082,0.01903707,0.39600955,0.50904645,0.12491940
-4.58929465,1.00347317,0.04153318,0.09603176,0.14706584,0.01716513,0.36976677,0.45796957,0.11360673
-4.58329165,0.92531364,0.03892092,0.08475420,0.14388231,0.01540964,0.34663909,0.41111001,0.10320285
-4.57728864,0.85623405,0.03672659,0.07438510,0.14225109,0.01378232,0.32683960,0.36872329,0.09376808
-4.57128564,0.79658266,0.03497463,0.06495051,0.14224744,0.01229205,0.31050823,0.33095471,0.08533766
-4.56528264,0.74650018,0.03368030,0.05645487,0.14390832,0.01094490,0.29771168,0.29784715,0.07792321
-4.55927964,0.70593156,0.03284981,0.04888366,0.14723052,0.00974423,0.28844544,0.26935091,0.07151473
-4.55327664,0.67464210,0.03248062,0.04220643,0.15216975,0.00869094,0.28263739,0.24533506,0.06608316
-4.54727364,0.65223654,0.03256184,0.03637979,0.15864061,0.00778369,0.28015301,0.22559946,0.06158311
-4.54127064,0.63818044,0.03307486,0.03135052,0.16651759,0.00701918,0.28080156,0.20988720,0.05795583
-4.53526763,0.63182276,0.03399391,0.02705842,0.17563705,0.00639247,0.28434315,0.19789673,0.05513220
-4.52926463,0.63241888,0.03528684,0.02343898,0.18580024,0.00589727,0.29049639,0.18929345,0.05303565
-4.52326163,0.63915333,0.03691585,0.02042574,0.19677736,0.00552620,0.29894626,0.18372044,0.05158485
-4.51725863,0.65116180,0.03883840,0.01795227,0.20831263,0.00527109,0.30935219,0.18080812,0.05069622
-4.51125563,0.66755170,0.04100797,0.01595387,0.22013015,0.00512315,0.32135589,0.18018277,0.05028615
-4.50525263,0.68742135,0.04337502,0.01436877,0.23194073,0.00507321,0.33458901,0.18147389,0.05027282
-4.49924962,0.70987709,0.04588788,0.01313913,0.24344923,0.00511180,0.34868033,0.18432035,0.05057779
-4.49324662,0.73404860,0.04849366,0.01221160,0.25436235,0.00522934,0.36326247,0.18837550,0.05112713
