energy_ev,total_up,C_s_up,C_p_up,Mg_p_up,Mg_d_up,S_s_up,S_p_up,Ti_p_up,Ti_d_up
-6.00000000,2.26475967,0.03566107,0.13188098,0.79598618,0.00000000,0.03932545,1.37893345,0.85551117,0.19135987
-5.99399700,2.28501125,0.03592543,0.13238266,0.81696317,0.00000000,0.03765772,1.39421792,0.89252443,0.18997066
-5.98799400,2.30662130,0.03618628,0.13291241,0.83909413,0.00000000,0.03587510,1.41037615,0.93107532,0.18861451
-5.98199100,2.32952406,0.03644959,0.13348907,0.86210569,0.00000000,0.03400909,1.42733763,0.97077901,0.18732188
-5.97598799,2.35349710,0.03671832,0.13411962,0.88567062,0.00000000,0.03209053,1.44493668,1.01116669,0.18611181
-5.96998499,2.37815369,0.03699212,0.13479822,0.90941084,0.00000000,0.03014871,1.46290851,1.05169069,0.18499058
-5.96398199,2.40294440,0.03726714,0.13550596,0.93290318,0.00000000,0.02821067,1.48089070,1.09173369,0.18395116
-5.95797899,2.42716827,0.03753612,0.13621136,0.95568791,0.00000000,0.02630056,1.49843069,1.13062202,0.18297343
-5.95197599,2.44999359,0.03778860,0.13687153,0.97728016,0.00000000,0.02443921,1.51499890,1.16764294,0.18202523
-5.94597299,2.47048765,0.03801138,0.13743412,0.99718382,0.00000000,0.02264387,1.53000745,1.20206522,0.18106418
-5.93996998,2.48765429,0.03818907,0.13783964,1.01490750,0.00000000,0.02092810,1.54283342,1.23316243,0.18004019
-5.93396698,2.50047733,0.03830483,0.13802440,1.02998201,0.00000000,0.01930181,1.55284578,1.26023793,0.17889851
-5.92796398,2.50796795,0.03834118,0.13792359,1.04197858,0.00000000,0.01777146,1.55943468,1.28265056,0.17758314
-5.92196098,2.50921342,0.03828082,0.13747454,1.05052684,0.00000000,0.01634038,1.56204141,1.29983970,0.17604046
-5.91595798,2.50342468,0.03810754,0.13661987,1.05533187,0.00000000,0.01500910,1.56018771,1.31134853,0.17422282
-5.90995498,2.48998007,0.03780699,0.13531047,1.05618926,0.00000000,0.01377586,1.55350262,1.31684440,0.17209196
-5.90395198,2.46846301,0.03736745,0.13350801,1.05299733,0.00000000,0.01263704,1.54174547,1.31613496,0.16962192
-5.89794897,2.43869123,0.03678040,0.13118695,1.04576590,0.00000000,0.01158764,1.52482382,1.30917947,0.16680150
-5.89194597,2.40073628,0.03604104,0.12833600,1.03462082,0.00000000,0.01062177,1.50280507,1.29609439,0.16363591
-5.88594297,2.35493178,0.03514853,0.12495881,1.01980415,0.00000000,0.00973304,1.47592131,1.27715292,0.16014766
-5.87993997,2.30187023,0.03410617,0.12107406,1.00166956,0.00000000,0.00891493,1.44456688,1.25277842,0.15637661
-5.87393697,2.24238823,0.03292126,0.11671478,0.98067318,0.00000000,0.00816110,1.40928879,1.22353195,0.15237913
-5.86793397,2.17754097,0.03160494,0.11192716,0.95736016,0.00000000,0.00746561,1.37077035,1.19009435,0.14822642
-5.86193097,2.10856700,0.03017175,0.10676869,0.93234750,0.00000000,0.00682310,1.32980874,1.15324374,0.14400221
-5.85592796,2.03684521,0.02863916,0.10130603,0.90630371,0.00000000,0.00622889,1.28728772,1.11382940,0.13979967
-5.84992496,1.96384594,0.02702693,0.09561243,0.87992636,0.00000000,0.00567903,1.24414653,1.07274315,0.13571798
-5.84392196,1.89107845,0.02535644,0.08976514,0.85391828,0.00000000,0.00517028,1.20134654,1.03088956,0.13185853
-5.83791896,1.82003738,0.02365002,0.08384264,0.82896350,0.00000000,0.00470007,1.15983718,0.98915624,0.12832096
-5.83191596,1.75215025,0.02193021,0.07792212,0.80570398,0.00000000,0.00426646,1.12052255,0.94838542,0.12519931
