energy_ev,total_up,Cu_p_up,Cu_d_up,Ge_p_up,Ge_d_up,Se_s_up,Se_p_up
-6.00000000,1.21842463,0.30432647,0.17876235,0.03058521,0.00000000,0.04927197,0.92560232
-5.99399700,1.22805804,0.30630256,0.17873471,0.03182947,0.00000000,0.04854695,0.92987591
-5.98799400,1.23364410,0.30768888,0.17817298,0.03295446,0.00000000,0.04767854,0.93080455
-5.98199100,1.23487955,0.30839426,0.17703692,0.03394309,0.00000000,0.04666202,0.92819976
-5.97598799,1.23155132,0.30834111,0.17530018,0.03477986,0.00000000,0.04549665,0.92195001
-5.96998499,1.22354239,0.30746761,0.17295109,0.03545129,0.00000000,0.04418574,0.91202373
-5.96398199,1.21083449,0.30572935,0.16999294,0.03594632,0.00000000,0.04273653,0.89846965
-5.95797899,1.19350769,0.30310065,0.16644379,0.03625663,0.00000000,0.04115993,0.88141456
-5.95197599,1.17173696,0.29957517,0.16233568,0.03637692,0.00000000,0.03947017,0.86105850
-5.94597299,1.14578583,0.29516605,0.15771358,0.03630506,0.00000000,0.03768433,0.83766781
-5.93996998,1.11599755,0.28990549,0.15263379,0.03604223,0.00000000,0.03582177,0.81156619
-5.93396698,1.08278409,0.28384374,0.14716212,0.03559290,0.00000000,0.03390354,0.78312431
-5.92796398,1.04661336,0.27704757,0.14137183,0.03496476,0.00000000,0.03195171,0.75274831
-5.92196098,1.00799532,0.26959830,0.13534140,0.03416853,0.00000000,0.02998876,0.72086769
-5.91595798,0.96746732,0.26158933,0.12915221,0.03321770,0.00000000,0.02803690,0.68792306
-5.90995498,0.92557935,0.25312341,0.12288632,0.03212816,0.00000000,0.02611755,0.65435422
-5.90395198,0.88287961,0.24430959,0.11662429,0.03091778,0.00000000,0.02425075,0.62058886
-5.89794897,0.83990102,0.23526015,0.11044318,0.02960598,0.00000000,0.02245473,0.58703246
-5.89194597,0.79714896,0.22608742,0.10441485,0.02821312,0.00000000,0.02074557,0.55405950
-5.88594297,0.75509068,0.21690070,0.09860448,0.02676008,0.00000000,0.01913687,0.52200636
-5.87993997,0.71414672,0.20780351,0.09306944,0.02526764,0.00000000,0.01763963,0.49116590
-5.87393697,0.67468439,0.19889103,0.08785857,0.02375601,0.00000000,0.01626213,0.46178399
-5.86793397,0.63701360,0.19024809,0.08301175,0.02224432,0.00000000,0.01500996,0.43405783
-5.86193097,0.60138488,0.18194756,0.07855984,0.02075026,0.00000000,0.01388614,0.40813609
-5.85592796,0.56798961,0.17404936,0.07452498,0.01928967,0.00000000,0.01289127,0.38412063
-5.84992496,0.53696231,0.16659995,0.07092116,0.01787626,0.00000000,0.01202376,0.36206976
-5.84392196,0.50838465,0.15963249,0.06775506,0.01652149,0.00000000,0.01128015,0.34200255
-5.83791896,0.48229096,0.15316747,0.06502708,0.01523440,0.00000000,0.01065541,0.32390421
-5.83191596,0.45867487,0.14721377,0.06273247,0.01402162,0.00000000,0.01014328,0.30773200
-5.82591296,0.43749668,0.14177020,0.06086259,0.01288743,0.00000000,0.00973662,0.29342146
-5.81990995,0.41869103,0.13682724,0.05940615,0.01183394,0.00000000,0.00942772,0.28089270
-5.81390695,0.40217457,0.13236899,0.05835033,0.01086123,0.00000000,0.00920868,0.27005639
-5.80790395,0.38785314,0.12837519,0.05768188,0.00996765,0.00000000,0.00907159,0.26081921
-5.80190095,0.37562830,0.12482314,0.05738792,0.00915010,0.00000000,0.00900885,0.25308859
-5.79589795,0.36540269,0.12168946,0.05745665,0.00840431,0.00000000,0.00901329,0.24677659
-5.78989495,0.35708430,0.11895161,0.05787776,0.00772520,0.00000000,0.00907834,0.24180262
