energy_ev,total_up,Cd_p_up,Cd_d_up,Ga_p_up,Ga_d_up,Te_p_up,Te_d_up
-6.00000000,0.86562726,0.28028096,0.06366635,0.11320516,0.00000000,0.48375207,0.00000000
-5.99399700,0.86302433,0.28673523,0.06429512,0.12179745,0.00000000,0.47381457,0.00000000
-5.98799400,0.86374659,0.29618464,0.06526302,0.13069130,0.00000000,0.46561216,0.00000000
-5.98199100,0.86776157,0.30860279,0.06652918,0.13980792,0.00000000,0.45929288,0.00000000
-5.97598799,0.87497731,0.32391171,0.06804965,0.14906186,0.00000000,0.45496540,0.00000000
-5.96998499,0.88523595,0.34197672,0.06977804,0.15836173,0.00000000,0.45269106,0.00000000
-5.96398199,0.89830830,0.36260221,0.07166607,0.16761100,0.00000000,0.45247709,0.00000000
-5.95797899,0.91389009,0.38552892,0.07366405,0.17670881,0.00000000,0.45427131,0.00000000
-5.95197599,0.93160046,0.41043292,0.07572132,0.18555089,0.00000000,0.45795897,0.00000000
-5.94597299,0.95098318,0.43692695,0.07778673,0.19403061,0.00000000,0.46336186,0.00000000
-5.93996998,0.97151099,0.46456419,0.07980907,0.20204011,0.00000000,0.47023999,0.00000000
-5.93396698,0.99259326,0.49284469,0.08173762,0.20947170,0.00000000,0.47829600,0.00000000
-5.92796398,1.01358698,0.52122450,0.08352265,0.21621944,0.00000000,0.48718204,0.00000000
-5.92196098,1.03381089,0.54912732,0.08511618,0.22218085,0.00000000,0.49650916,0.00000000
-5.91595798,1.05256247,0.57595834,0.08647260,0.22725894,0.00000000,0.50585873,0.00000000
-5.90995498,1.06913702,0.60111986,0.08754954,0.23136432,0.00000000,0.51479551,0.00000000
-5.90395198,1.08284837,0.62402810,0.08830868,0.23441742,0.00000000,0.52288178,0.00000000
-5.89794897,1.09305011,0.64413052,0.08871664,0.23635078,0.00000000,0.52969202,0.00000000
-5.89194597,1.09915668,0.66092287,0.08874577,0.23711124,0.00000000,0.53482739,0.00000000
-5.88594297,1.10066306,0.67396522,0.08837501,0.23666196,0.00000000,0.53792940,0.00000000
-5.87993997,1.09716241,0.68289630,0.08759050,0.23498422,0.00000000,0.53869219,0.00000000
-5.87393697,1.08836060,0.68744523,0.08638616,0.23207872,0.00000000,0.53687288,0.00000000
-5.86793397,1.07408705,0.68744047,0.08476401,0.22796647,0.00000000,0.53229939,0.00000000
-5.86193097,1.05430116,0.68281505,0.08273426,0.22268911,0.00000000,0.52487572,0.00000000
