energy_ev,total_up,Pb_p_up,Pb_d_up,Te_p_up,Te_d_up,Ti_p_up,Ti_d_up
-6.00000000,0.91473666,0.08091639,0.00013222,0.63911240,0.00000000,0.91740599,0.14917720
-5.99399700,0.94168929,0.08524280,0.00013923,0.65618629,0.00000000,0.93593199,0.15435321
-5.98799400,0.97233085,0.08959894,0.00014949,0.67583124,0.00000000,0.95678354,0.16017507
-5.98199100,1.00646733,0.09394657,0.00016303,0.69791642,0.00000000,0.97956906,0.16665524
-5.97598799,1.04392156,0.09825146,0.00017984,0.72232260,0.00000000,1.00391876,0.17381063
-5.96998499,1.08453047,0.10248434,0.00019991,0.74893974,0.00000000,1.02948800,0.18166068
-5.96398199,1.12813834,0.10662166,0.00022316,0.77766175,0.00000000,1.05595720,0.19022477
-5.95797899,1.17458659,0.11064592,0.00024950,0.80837902,0.00000000,1.08302855,0.19951889
-5.95197599,1.22370105,0.11454576,0.00027876,0.84096912,0.00000000,1.11042043,0.20955194
-5.94597299,1.27527781,0.11831559,0.00031075,0.87528684,0.00000000,1.13786022,0.22032181
-5.93996998,1.32906871,0.12195491,0.00034521,0.91115407,0.00000000,1.16507652,0.23181143
-5.93396698,1.38476794,0.12546738,0.00038185,0.94835072,0.00000000,1.19179177,0.24398525
-5.92796398,1.44200071,0.12885950,0.00042031,0.98660732,0.00000000,1.21771604,0.25678622
-5.92196098,1.50031527,0.13213923,0.00046020,1.02560023,0.00000000,1.24254298,0.27013355
-5.91595798,1.55917924,0.13531447,0.00050107,1.06494990,0.00000000,1.26594840,0.28392152
-5.90995498,1.61798071,0.13839147,0.00054246,1.10422279,0.00000000,1.28759201,0.29801945
-5.90395198,1.67603471,0.14137349,0.00058388,1.14293701,0.00000000,1.30712234,0.31227288
-5.89794897,1.73259496,0.14425945,0.00062484,1.18057165,0.00000000,1.32418493,0.32650608
-5.89194597,1.78687067,0.14704304,0.00066484,1.21657955,0.00000000,1.33843324,0.34052572
-5.88594297,1.83804763,0.14971202,0.00070343,1.25040293,0.00000000,1.34954178,0.35412568
-5.87993997,1.88531284,0.15224805,0.00074017,1.28149118,0.00000000,1.35722064,0.36709278
-5.87393697,1.92788116,0.15462681,0.00077469,1.30931982,0.00000000,1.36123041,0.37921316
-5.86793397,1.96502299,0.15681867,0.00080668,1.33340973,0.00000000,1.36139653,0.39027906
-5.86193097,1.99609110,0.15878958,0.00083590,1.35334542,0.00000000,1.35762198,0.40009567
-5.85592796,2.02054540,0.16050246,0.00086221,1.36879148,0.00000000,1.34989735,0.40848770
-5.84992496,2.03797404,0.16191874,0.00088554,1.37950607,0.00000000,1.33830737,0.41530539
-5.84392196,2.04810978,0.16300006,0.00090590,1.38535077,0.00000000,1.32303341,0.42042965
-5.83791896,2.05084041,0.16371011,0.00092340,1.38629605,0.00000000,1.30435129,0.42377600
-5.83191596,2.04621283,0.16401626,0.00093823,1.38242208,0.00000000,1.28262457,0.42529730
-5.82591296,2.03443025,0.16389122,0.00095062,1.37391470,0.00000000,1.25829317,0.42498487
-5.81990995,2.01584272,0.16331429,0.00096086,1.36105678,0.00000000,1.23185799,0.42286830
-5.81390695,1.99093145,0.16227240,0.00096927,1.34421534,0.00000000,1.20386212,0.41901356
-5.80790395,1.96028770,0.16076068,0.00097616,1.32382514,0.00000000,1.17486964,0.41351992
-5.80190095,1.92458737,0.15878272,0.00098186,1.30036959,0.00000000,1.14544295,0.40651556
-5.79589795,1.88456271,0.15635040,0.00098664,1.27436005,0.00000000,1.11612003,0.39815223
-5.78989495,1.84097262,0.15348331,0.00099075,1.24631455,0.00000000,1.08739267,0.38859929
