energy_ev,total_up,Ga_p_up,Ga_d_up,Se_s_up,Se_p_up,Ta_p_up,Ta_d_up
-5.15357679,5.03052020,0.06174222,0.00000000,0.02819449,3.70238338,3.58807360,2.10773906
-5.14757379,4.93069288,0.05896138,0.00000000,0.02665444,3.63933664,3.52997008,2.07411931
-5.14157079,4.82950623,0.05639568,0.00000000,0.02522435,3.57095160,3.46515296,2.03835910
-5.13556778,4.72873947,0.05410112,0.00000000,0.02393447,3.49807602,3.39426500,2.00101750
-5.12956478,4.63015428,0.05212889,0.00000000,0.02281187,3.42161700,3.31801545,1.96268104
-5.12356178,4.53548810,0.05052458,0.00000000,0.02188017,3.34254153,3.23718466,1.92396393
-5.11755878,4.44644985,0.04932765,0.00000000,0.02115930,3.26187755,3.15262791,1.88550886
-5.11155578,4.36471595,0.04857104,0.00000000,0.02066549,3.18071384,3.06527693,1.84798717
-5.10555278,4.29192461,0.04828099,0.00000000,0.02041123,3.10019747,2.97613806,1.81209782
-5.09954977,4.22966686,0.04847694,0.00000000,0.02040534,3.02152784,2.88628611,1.77856422
-5.09354677,4.17947300,0.04917152,0.00000000,0.02065313,2.94594627,2.79685338,1.74812863
-5.08754377,4.14279401,0.05037071,0.00000000,0.02115652,2.87472101,2.70901370,1.72154362
-5.08154077,4.12097786,0.05207398,0.00000000,0.02191427,2.80912749,2.62396202,1.69956070
-5.07553777,4.11524129,0.05427455,0.00000000,0.02292218,2.75042438,2.54288988,1.68291621
-5.06953477,4.12663830,0.05695971,0.00000000,0.02417330,2.69982617,2.46695820,1.67231500
-5.06353177,4.15602675,0.06011112,0.00000000,0.02565819,2.65847338,2.39726837,1.66841234
-5.05752876,4.20403499,0.06370527,0.00000000,0.02736517,2.62740165,2.33483315,1.67179487
-5.05152576,4.27103044,0.06771388,0.00000000,0.02928054,2.60751115,2.28054885,1.68296150
-5.04552276,4.35709198,0.07210446,0.00000000,0.03138888,2.59953761,2.23517015,1.70230484
-5.03951976,4.46198800,0.07684081,0.00000000,0.03367330,2.60402643,2.19928879,1.73009421
-5.03351676,4.58516145,0.08188362,0.00000000,0.03611570,2.62131092,2.17331705,1.76646087
-5.02751376,4.72572308,0.08719108,0.00000000,0.03869707,2.65149563,2.15747691,1.81138602
-5.02151076,4.88245347,0.09271952,0.00000000,0.04139772,2.69444558,2.15179501,1.86469230
-5.01550775,5.05381393,0.09842396,0.00000000,0.04419760,2.74978162,2.15610374,1.92603881
-5.00950475,5.23796627,0.10425877,0.00000000,0.04707649,2.81688231,2.17004804,1.99492027
-5.00350175,5.43280051,0.11017819,0.00000000,0.05001423,2.89489194,2.19309742,2.07066997
-4.99749875,5.63596975,0.11613678,0.00000000,0.05299095,2.98273461,2.22456251,2.15246689
-4.99149575,5.84493093,0.12208991,0.00000000,0.05598719,3.07913370,2.26361527,2.23934647
-4.98549275,6.05699010,0.12799406,0.00000000,0.05898402,3.18263612,2.30931167,2.33021498
-4.97948974,6.26935077,0.13380709,0.00000000,0.06196310,3.29164045,2.36061610,2.42386713
-4.97348674,6.47916389,0.13948845,0.00000000,0.06490673,3.40442833,2.41642623,2.51900652
-4.96748374,6.68357812,0.14499930,0.00000000,0.06779777,3.51919804,2.47559763,2.61426840
-4.96148074,6.87978915,0.15030262,0.00000000,0.07061961,3.63409937,2.53696708,2.70824446
-4.95547774,7.06508689,0.15536326,0.00000000,0.07335606,3.74726906,2.59937427,2.79950882
-4.94947474,7.23689967,0.16014801,0.00000000,0.07599125,3.85686574,2.66168102,2.88664494
-4.94347174,7.39283455,0.16462565,0.00000000,0.07850943,3.96110375,2.72278797,2.96827265
-4.93746873,7.53071324,0.16876704,0.00000000,0.08089490,4.05828494,2.78164850,3.04307469
-4.93146573,7.64860289,0.17254528,0.00000000,0.08313190,4.14682783,2.83727983,3.10982222
-4.92546273,7.74484160,0.17593583,0.00000000,0.08520447,4.22529347,2.88877148,3.16739854
-4.91945973,7.81805817,0.17891673,0.00000000,0.08709646,4.29240751,2.93529136,3.21482040
-4.91345673,7.86718603,0.18146884,0.00000000,0.08879156,4.34707805,2.97608973,3.25125636
-4.90745373,7.89147126,0.18357601,0.00000000,0.09027337,4.38840891,3.01050143,3.27604162
-4.90145073,7.89047472,0.18522534,0.00000000,0.09152555,4.41570832,3.03794683,3.28868900
-4.89544772,7.86406851,0.18640732,0.00000000,0.09253210,4.42849282,3.05793184,3.28889566
-4.88944472,7.81242713,0.18711601,0.00000000,0.09327762,4.42648666,3.07004745,3.27654543
-4.88344172,7.73601363,0.18734905,0.00000000,0.09374773,4.40961700,3.07396906,3.25170681
-4.87743872,7.63556159,0.18710762,0.00000000,0.09392948,4.37800527,3.06945607,3.21462681
-4.87143572,7.51205349,0.18639639,0.00000000,0.09381180,4.33195535,3.05635175,3.16572090
-4.86543272,7.36669641,0.18522329,0.00000000,0.09338601,4.27193926,3.03458388,3.10555960
-4.85942971,7.20089595,0.18359930,0.00000000,0.09264633,4.19858104,3.00416597,3.03485229
-4.85342671,7.01622942,0.18153812,0.00000000,0.09159028,4.11263973,2.96519936,2.95442902
-4.84742371,6.81441914,0.17905593,0.00000000,0.09021916,4.01499203,2.91787596,2.86522100
-4.84142071,6.59730687,0.17617111,0.00000000,0.08853840,3.90661566,2.86248168,2.76824053
-4.83541771,6.36683023,0.17290400,0.00000000,0.08655777,3.78857375,2.79940034,2.66456119
-4.82941471,6.12500155,0.16927682,0.00000000,0.08429165,3.66200093,2.72911780,2.55529898
-4.82341171,5.87388993,0.16531358,0.00000000,0.08175901,3.52809159,2.65222613,2.44159490
-4.81740870,5.61560657,0.16104023,0.00000000,0.07898341,3.38809027,2.56942754,2.32459956
-4.81140570,5.35229348,0.15648487,0.00000000,0.07599282,3.24328455,2.48153774,2.20546011
-4.80540270,5.08611556,0.15167805,0.00000000,0.07281937,3.09500005,2.38948847,2.08530962
-4.79939970,4.81925544,0.14665322,0.00000000,0.06949897,2.94459756,2.29432885,1.96525907
-4.79339670,4.55391079,0.14144716,0.00000000,0.06607090,2.79347182,2.19722535,1.84639173
-4.78739370,4.29229326,0.13610053,0.00000000,0.06257726,2.64305147,2.09946002,1.72975979
-4.78139070,4.03662837,0.13065830,0.00000000,0.05906251,2.49479974,2.00242676,1.61638291
-4.77538769,3.78915536,0.12517010,0.00000000,0.05557283,2.35021524,1.90762533,1.50724816
-4.76938469,3.55212617,0.11969047,0.00000000,0.05215561,2.21083223,1.81665282,1.40331111
-4.76338169,3.32780264,0.11427890,0.00000000,0.04885886,2.07821970,1.73119235,1.30549723
-4.75737869,3.11845089,0.10899961,0.00000000,0.04573071,1.95397880,1.65299866,1.21470332
-4.75137569,2.92633220,0.10392114,0.00000000,0.04281890,1.83973767,1.58388035,1.13179831
-4.74537269,2.75368953,0.09911556,0.00000000,0.04017031,1.73714342,1.52567840,1.05762286
-4.73936968,2.60272894,0.09465744,0.00000000,0.03783050,1.64785046,1.48024086,0.99298736
-4.73336668,2.47559556,0.09062256,0.00000000,0.03584329,1.57350472,1.44939336,0.93866777
-4.72736368,2.37434352,0.08708625,0.00000000,0.03425030,1.51572343,1.43490545,0.89539906
-4.72136068,2.30089995,0.08412157,0.00000000,0.03309054,1.47607008,1.43845264,0.86386587
-4.71535768,2.25702295,0.08179732,0.00000000,0.03239988,1.45602443,1.46157464,0.84469027
-4.70935468,2.24425413,0.08017586,0.00000000,0.03221055,1.45694764,1.50562991,0.83841674
-4.70335168,2.26386639,0.07931089,0.00000000,0.03255051,1.48004294,1.57174752,0.84549427
-4.69734867,2.31680812,0.07924526,0.00000000,0.03344285,1.52631223,1.66077732,0.86625623
-4.69134567,2.40364546,0.08000889,0.00000000,0.03490502,1.59650978,1.77323965,0.90089837
-4.68534267,2.52450455,0.08161682,0.00000000,0.03694809,1.69109428,1.90927664,0.94945584
-4.67933967,2.67901607,0.08406758,0.00000000,0.03957597,1.81018073,2.06860681,1.01178005
-4.67333667,2.86626495,0.08734193,0.00000000,0.04278457,1.95349452,2.25048546,1.08751668
-4.66733367,3.08474806,0.09140200,0.00000000,0.04656106,2.12032963,2.45367329,1.17608604
-4.66133067,3.33234304,0.09619096,0.00000000,0.05088320,2.30951373,2.67641565,1.27666719
-4.65532766,3.60629124,0.10163325,0.00000000,0.05571881,2.51938268,2.91643485,1.38818722
-4.64932466,3.90319774,0.10763542,0.00000000,0.06102540,2.74776698,3.17093780,1.50931706
-4.64332166,4.21905079,0.11408764,0.00000000,0.06675007,2.99199258,3.43664047,1.63847511
-4.63731866,4.54926259,0.12086574,0.00000000,0.07282971,3.24889807,3.70981049,1.77383956
-4.63131566,4.88873246,0.12783395,0.00000000,0.07919151,3.51486964,3.98632827,1.91337013
-4.62531266,5.23193253,0.13484815,0.00000000,0.08575381,3.78589468,4.26176618,2.05483956
-4.61930965,5.57301498,0.14175955,0.00000000,0.09242738,4.05763381,4.53148440,2.19587455
-4.61330665,5.90593880,0.14841877,0.00000000,0.09911701,4.32551045,4.79074133,2.33400555
-4.60730365,6.22461283,0.15468013,0.00000000,0.10572348,4.58481595,5.03481521,2.46672410
-4.60130065,6.52305078,0.16040596,0.00000000,0.11214580,4.83082738,5.25913315,2.59154612
-4.59529765,6.79553312,0.16547092,0.00000000,0.11828374,5.05893407,5.45940278,2.70607898
-4.58929465,7.03676988,0.16976599,0.00000000,0.12404044,5.26476868,5.63174166,2.80808982
-4.58329165,7.24205798,0.17320206,0.00000000,0.12932521,5.44433745,5.77279914,2.89557249
-4.57728864,7.40742686,0.17571293,0.00000000,0.13405617,5.59414458,5.87986550,2.96681029
-4.57128564,7.52976592,0.17725767,0.00000000,0.13816288,5.71130533,5.95096377,3.02043168
-4.56528264,7.60692832,0.17782213,0.00000000,0.14158864,5.79364279,5.98491993,3.05545657
-4.55927964,7.63780632,0.17741951,0.00000000,0.14429249,5.83976406,5.98140846,3.07133089
-4.55327664,7.62237458,0.17609016,0.00000000,0.14625079,5.84911203,5.94097090,3.06794777
-4.54727364,7.56169922,0.17390036,0.00000000,0.14745826,5.82199045,5.86500674,3.04565431
-4.54127064,7.45791196,0.17094028,0.00000000,0.14792851,5.75956084,5.75573674,3.00524344
-4.53526763,7.31415026,0.16732115,0.00000000,0.14769391,5.66381123,5.61614042,2.94793108
-4.52926463,7.13446573,0.16317182,0.00000000,0.14680495,5.53749804,5.44987034,2.87531964
-4.52326163,6.92370480,0.15863473,0.00000000,0.14532890,5.38406353,5.26114703,2.78934926
-4.51725863,6.68736634,0.15386159,0.00000000,0.14334797,5.20753237,5.05463885,2.69223901
-4.51125563,6.43144224,0.14900887,0.00000000,0.14095703,5.01239181,4.83533200,2.58642029
-4.50525263,6.16224719,0.14423330,0.00000000,0.13826079,4.80346032,4.60839561,2.47446550
-4.49924962,5.88624436,0.13968749,0.00000000,0.13537077,4.58575010,4.37904725,2.35901450
-4.49324662,5.60987323,0.13551594,0.00000000,0.13240198,4.36432886,4.15242351,2.24270184
-4.48724362,5.33938585,0.13185148,0.00000000,0.12946957,4.14418582,3.93345985,2.12808749
-4.48124062,5.08069653,0.12881221,0.00000000,0.12668545,3.93010662,3.72678323,2.01759309
-4.47523762,4.83924946,0.12649917,0.00000000,0.12415507,3.72656102,3.53661992,1.91344604
-4.46923462,4.61990754,0.12499455,0.00000000,0.12197447,3.53760643,3.36672029,1.81763260
-4.46323162,4.42686442,0.12436069,0.00000000,0.12022769,3.36680938,3.22030099,1.73186111
-4.45722861,4.26358086,0.12463958,0.00000000,0.11898456,3.21718621,3.10000459,1.65753586
-4.45122561,4.13274524,0.12585307,0.00000000,0.11829912,3.09116310,3.00787546,1.59574144
-4.44522261,4.03625736,0.12800348,0.00000000,0.11820855,2.99055513,2.94535064,1.54723744
-4.43921961,3.97523348,0.13107467,0.00000000,0.11873270,2.91656296,2.91326354,1.51246246
-4.43321661,3.95003064,0.13503343,0.00000000,0.11987427,2.86978564,2.91185852,1.49154670
-4.42721361,3.96028716,0.13983102,0.00000000,0.12161956,2.85024725,2.94081423,1.48433172
-4.42121061,4.00497672,0.14540488,0.00000000,0.12393977,2.85743532,2.99927375,1.49039622
-4.41520760,4.08247313,0.15168031,0.00000000,0.12679282,2.89034860,3.08587986,1.50908655
-4.40920460,4.19062285,0.15857213,0.00000000,0.13012554,2.94755198,3.19881433,1.53955054
-4.40320160,4.32682314,0.16598621,0.00000000,0.13387622,3.02723661,3.33584035,1.58077357
-4.39719860,4.48810332,0.17382095,0.00000000,0.13797724,3.12728322,3.49434770,1.63161584
-4.39119560,4.67120768,0.18196856,0.00000000,0.14235793,3.24532730,3.67140084,1.69084965
-4.38519260,4.87267810,0.19031628,0.00000000,0.14694717,3.37882461,3.86378990,1.75719613
-4.37918959,5.08893548,0.19874752,0.00000000,0.15167599,3.52511591,4.06808523,1.82936034
-4.37318659,5.31635859,0.20714299,0.00000000,0.15647977,3.68149008,4.28069576,1.90606440
-4.36718359,5.55135945,0.21538188,0.00000000,0.16130003,3.84524450,4.49793143,1.98607773
-4.36118059,5.79045424,0.22334309,0.00000000,0.16608580,4.01374192,4.71606949,2.06824403
-4.35517759,6.03032859,0.23090667,0.00000000,0.17079443,4.18446292,4.93142440,2.15150441
-4.34917459,6.26789631,0.23795539,0.00000000,0.17539185,4.35505297,5.14041997,2.23491616
-4.34317159,6.50035013,0.24437652,0.00000000,0.17985227,4.52336311,5.33966246,2.31766667
-4.33716858,6.72520331,0.25006373,0.00000000,0.18415739,4.68748324,5.52601254,2.39908218
-4.33116558,6.94032087,0.25491923,0.00000000,0.18829514,4.84576693,5.69665352,2.47863100
-4.32516258,7.14393914,0.25885589,0.00000000,0.19225806,4.99684703,5.84915331,2.55592095
-4.31915958,7.33467281,0.26179940,0.00000000,0.19604145,5.13964117,5.98151702,2.63069113
-4.31315658,7.51150876,0.26369025,0.00000000,0.19964136,5.27334685,6.09222776,2.70279805
-4.30715358,7.67378652,0.26448562,0.00000000,0.20305264,5.39742602,6.18027283,2.77219668
