energy_ev,total_up,Cd_p_up,Cd_d_up,N_s_up,N_p_up,Ni_p_up,Ni_d_up,S_s_up,S_p_up
-5.87993997,2.42637225,0.33715407,0.34864888,0.05649935,0.01096722,0.50069679,0.50555237,0.04233578,1.11814454
-5.87393697,2.20560252,0.30677352,0.31098897,0.05281663,0.01018710,0.44872816,0.47011741,0.03865013,1.01636408
-5.86793397,2.00366508,0.27865648,0.27694979,0.04920859,0.00955471,0.40092596,0.43717126,0.03554973,0.92294652
-5.86193097,1.82162938,0.25296472,0.24655389,0.04574082,0.00907393,0.35739037,0.40717089,0.03304773,0.83839542
-5.85592796,1.66035260,0.22983466,0.21978568,0.04247556,0.00874837,0.31816841,0.38053958,0.03115312,0.76311604
-5.84992496,1.52049339,0.20937822,0.19659867,0.03947059,0.00858124,0.28326127,0.35766135,0.02987126,0.69742147
-5.84392196,1.40252478,0.19168375,0.17692197,0.03677835,0.00857526,0.25263154,0.33887589,0.02920430,0.64153847
-5.83791896,1.30674560,0.17681685,0.16066614,0.03444507,0.00873247,0.22620986,0.32447422,0.02915135,0.59561285
-5.83191596,1.23328989,0.16482127,0.14772795,0.03251022,0.00905406,0.20390107,0.31469486,0.02970852,0.55971408
-5.82591296,1.18213407,0.15571959,0.13799427,0.03100604,0.00954017,0.18558945,0.30972054,0.03086876,0.53383905
-5.81990995,1.15310170,0.14951369,0.13134495,0.02995714,0.01018971,0.17114327,0.30967557,0.03262160,0.51791489
-5.81390695,1.14586606,0.14618508,0.12765468,0.02938032,0.01100020,0.16041836,0.31462370,0.03495273,0.51180072
-5.80790395,1.15995073,0.14569492,0.12679412,0.02928441,0.01196754,0.15326081,0.32456653,0.03784365,0.51528872
-5.80190095,1.19472864,0.14798384,0.12863012,0.02967020,0.01308591,0.14950891,0.33944263,0.04127118,0.52810429
-5.79589795,1.24942031,0.15297164,0.13302552,0.03053049,0.01434768,0.14899426,0.35912722,0.04520709,0.54990591
-5.78989495,1.32309201,0.16055675,0.13983835,0.03185008,0.01574337,0.15154222,0.38343268,0.04961785,0.58028476
-5.78389195,1.41465458,0.17061574,0.14892083,0.03360603,0.01726163,0.15697183,0.41210997,0.05446452,0.61876452
-5.77788894,1.52286390,0.18300289,0.16011828,0.03576782,0.01888936,0.16509534,0.44485093,0.05970279,0.66480178
-5.77188594,1.64632386,0.19754991,0.17326796,0.03829770,0.02061184,0.17571741,0.48129183,0.06528329,0.71778723
-5.76588294,1.78349242,0.21406604,0.18819829,0.04115121,0.02241298,0.18863426,0.52101797,0.07115213,0.77704825
-5.75987994,1.93269166,0.23233846,0.20472815,0.04427771,0.02427552,0.20363273,0.56356964,0.07725166,0.84185294
-5.75387694,2.09212199,0.25213340,0.22266680,0.04762120,0.02618147,0.22048963,0.60844927,0.08352149,0.91141590
-5.74787394,2.25988077,0.27319766,0.24181410,0.05112119,0.02811237,0.23897121,0.65512982,0.08989969,0.98490591
-5.74187094,2.43398541,0.29526102,0.26196132,0.05471386,0.03004973,0.25883310,0.70306420,0.09632418,1.06145542
-5.73586793,2.61240032,0.31803912,0.28289238,0.05833325,0.03197544,0.27982066,0.75169567,0.10273415,1.14017184
-5.72986493,2.79306726,0.34123719,0.30438560,0.06191272,0.03387209,0.30166972,0.80046882,0.10907166,1.22015026
-5.72386193,2.97393820,0.36455422,0.32621578,0.06538637,0.03572336,0.32410801,0.84884092,0.11528305,1.30048740
-5.71785893,3.15300954,0.38768773,0.34815657,0.06869071,0.03751429,0.34685691,0.89629323,0.12132035,1.38029629
-5.71185593,3.32835647,0.41033886,0.36998316,0.07176616,0.03923153,0.36963378,0.94234194,0.12714251,1.45872117
-5.70585293,3.49816636,0.43221765,0.39147486,0.07455864,0.04086347,0.39215472,0.98654839,0.13271630,1.53495207
-5.69984992,3.66076964,0.45304838,0.41241783,0.07702101,0.04240030,0.41413771,1.02852805,0.13801703,1.60823858
-5.69384692,3.81466723,0.47257466,0.43260757,0.07911436,0.04383408,0.43530605,1.06795807,0.14302884,1.67790224
-5.68784392,3.95855333,0.49056428,0.45185128,0.08080902,0.04515856,0.45539206,1.10458310,0.14774464,1.74334707
-5.68184092,4.09133281,0.50681339,0.46996988,0.08208544,0.04636912,0.47414090,1.13821904,0.15216570,1.80406784
-5.67583792,4.21213264,0.52115013,0.48679970,0.08293459,0.04746251,0.49131452,1.16875473,0.15630085,1.85965592
-5.66983492,4.32030695,0.53343737,0.50219393,0.08335817,0.04843668,0.50669554,1.19615133,0.16016537,1.90980229
-5.66383192,4.41543584,0.54357457,0.51602362,0.08336836,0.04929049,0.52009102,1.22043956,0.16377956,1.95429785
-5.65782891,4.49731818,0.55149872,0.52817842,0.08298735,0.05002349,0.53133612,1.24171485,0.16716713,1.99303104
-5.65182591,4.56595877,0.55718429,0.53856714,0.08224645,0.05063570,0.54029735,1.26013046,0.17035340,2.02598291
-5.64582291,4.62155082,0.56064227,0.54711797,0.08118495,0.05112744,0.54687549,1.27588898,0.17336351,2.05321982
-5.63981991,4.66445436,0.56191833,0.55377868,0.07984876,0.05149916,0.55100809,1.28923235,0.17622059,2.07488436
-5.63381691,4.69517186,0.56109017,0.55851670,0.07828885,0.05175144,0.55267132,1.30043083,0.17894406,2.09118461
-5.62781391,4.71432182,0.55826423,0.56131916,0.07655956,0.05188491,0.55188123,1.30977123,0.18154815,2.10238243
-5.62181091,4.72261168,0.55357186,0.56219295,0.07471691,0.05190034,0.54869426,1.31754484,0.18404069,2.10878104
-5.61580790,4.72081086,0.54716507,0.56116482,0.07281687,0.05179875,0.54320697,1.32403545,0.18642218,2.11071253
-5.60980490,4.70972498,0.53921210,0.55828143,0.07091374,0.05158156,0.53555492,1.32950785,0.18868529,2.10852568
-5.60380190,4.69017214,0.52989281,0.55360949,0.06905864,0.05125079,0.52591074,1.33419723,0.19081476,2.10257442
-5.59779890,4.66296181,0.51939425,0.54723579,0.06729824,0.05080927,0.51448129,1.33829985,0.19278765,2.09320758
-5.59179590,4.62887720,0.50790633,0.53926717,0.06567367,0.05026088,0.50150400,1.34196532,0.19457402,2.08075985
-5.58579290,4.58866118,0.49561792,0.52983022,0.06421968,0.04961078,0.48724250,1.34529079,0.19613802,2.06554463
-5.57978989,4.54300633,0.48271332,0.51907089,0.06296410,0.04886559,0.47198150,1.34831729,0.19743925,2.04784864
-5.57378689,4.49254900,0.46936936,0.50715368,0.06192754,0.04803363,0.45602121,1.35102836,0.19843439,2.02792858
-5.56778389,4.43786756,0.45575306,0.49426049,0.06112340,0.04712501,0.43967125,1.35335116,0.19907906,2.00600987
-5.56178089,4.37948443,0.44202002,0.48058905,0.06055806,0.04615181,0.42324443,1.35515999,0.19932978,1.98228736
-5.55577789,4.31787189,0.42831352,0.46635098,0.06023138,0.04512812,0.40705044,1.35628208,0.19914596,1.95692796
-5.54977489,4.25346097,0.41476438,0.45176931,0.06013734,0.04407013,0.39138967,1.35650566,0.19849187,1.93007513
-5.54377189,4.18665317,0.40149150,0.43707574,0.06026480,0.04299614,0.37654736,1.35558987,0.19733850,1.90185476
-5.53776888,4.11783431,0.38860316,0.42250744,0.06059850,0.04192662,0.36278830,1.35327617,0.19566519,1.87238240
-5.53176588,4.04738993,0.37619891,0.40830373,0.06112000,0.04088417,0.35035221,1.34930094,0.19346105,1.84177137
-5.52576288,3.97572163,0.36437208,0.39470248,0.06180870,0.03989360,0.33944997,1.34340865,0.19072608,1.81014144
-5.51975988,3.90326359,0.35321273,0.38193662,0.06264289,0.03898199,0.33026083,1.33536512,0.18747189,1.77762773
-5.51375688,3.83049871,0.34281099,0.37023072,0.06360074,0.03817872,0.32293070,1.32497042,0.18372214,1.74438949
-5.50775388,3.75797372,0.33326064,0.35979777,0.06466112,0.03751565,0.31757159,1.31207069,0.17951250,1.71061821
-5.50175088,3.68631260,0.32466277,0.35083646,0.06580448,0.03702726,0.31426229,1.29656860,0.17489036,1.67654498
-5.49574787,3.61622773,0.31712937,0.34352878,0.06701345,0.03675085,0.31305013,1.27843186,0.16991402,1.64244663
-5.48974487,3.54852846,0.31078676,0.33803830,0.06827336,0.03672681,0.31395393,1.25769951,0.16465162,1.60865028
-5.48374187,3.48412621,0.30577855,0.33450900,0.06957265,0.03699878,0.31696801,1.23448569,0.15917976,1.57553633
-5.47773887,3.42403610,0.30226806,0.33306462,0.07090298,0.03761397,0.32206695,1.20898072,0.15358181,1.54353937
-5.47173587,3.36937438,0.30043995,0.33380859,0.07225932,0.03862328,0.32921120,1.18144944,0.14794596,1.51314705
-5.46573287,3.32135140,0.30050098,0.33682446,0.07363976,0.04008140,0.33835296,1.15222684,0.14236316,1.48489671
-5.45972986,3.28125987,0.30267959,0.34217649,0.07504525,0.04204677,0.34944236,1.12171119,0.13692485,1.45936966
-5.45372686,3.25045797,0.30722427,0.34991054,0.07647912,0.04458133,0.36243336,1.09035478,0.13172064,1.43718312
-5.44772386,3.23034722,0.31440050,0.36005476,0.07794653,0.04775006,0.37728918,1.05865267,0.12683599,1.41897979
-5.44172086,3.22234508,0.32448625,0.37262023,0.07945379,0.05162022,0.39398683,1.02712979,0.12234988,1.40541500
-5.43571786,3.22785221,0.33776593,0.38760102,0.08100755,0.05626026,0.41252045,0.99632672,0.11833264,1.39714178
-5.42971486,3.24821464,0.35452279,0.40497384,0.08261401,0.06173837,0.43290307,0.96678475,0.11484387,1.39479372
-5.42371186,3.28468155,0.37502988,0.42469694,0.08427803,0.06812073,0.45516655,0.93903043,0.11193061,1.39896618
-5.41770885,3.33835909,0.39953972,0.44670840,0.08600224,0.07546928,0.47935952,0.91356033,0.10962580,1.41019601
-5.41170585,3.41016158,0.42827289,0.47092370,0.08778626,0.08383927,0.50554324,0.89082615,0.10794702,1.42894027
-5.40570285,3.50076133,0.46140586,0.49723272,0.08962587,0.09327652,0.53378532,0.87122092,0.10689568,1.45555469
-5.39969985,3.61053880,0.49905854,0.52549641,0.09151245,0.10381441,0.56415152,0.85506643,0.10645659,1.49027232
-5.39369685,3.73953512,0.54128187,0.55554328,0.09343238,0.11547093,0.59669588,0.84260244,0.10659798,1.53318332
-5.38769385,3.88740911,0.58804626,0.58716608,0.09536681,0.12824569,0.63144959,0.83397789,0.10727203,1.58421675
-5.38169085,4.05340122,0.63923118,0.62011892,0.09729148,0.14211718,0.66840911,0.82924455,0.10841588,1.64312517
-5.37568784,4.23630664,0.69461677,0.65411538,0.09917692,0.15704038,0.70752422,0.82835317,0.10995314,1.70947310
-5.36968484,4.43445994,0.75387789,0.68882771,0.10098877,0.17294490,0.74868667,0.83115250,0.11179579,1.78263012
-5.36368184,4.64573310,0.81658122,0.72388757,0.10268847,0.18973387,0.79172012,0.83739120,0.11384661,1.86176948
-5.35767884,4.86754860,0.88218592,0.75888855,0.10423411,0.20728352,0.83637215,0.84672267,0.11600180,1.94587270
-5.35167584,5.09690848,0.95004802,0.79339058,0.10558154,0.22544388,0.88230904,0.85871278,0.11815403,2.03374084
-5.34567284,5.33043984,1.01942894,0.82692625,0.10668572,0.24404027,0.92911372,0.87285034,0.12019552,2.12401226
-5.33966983,5.56445625,1.08950792,0.85900904,0.10750209,0.26287600,0.97628749,0.88856005,0.12202124,2.21518709
-5.33366683,5.79503390,1.15939827,0.88914322,0.10798818,0.28173590,1.02325567,0.90521753,0.12353207,2.30565773
-5.32766383,6.01810048,1.22816700,0.91683515,0.10810512,0.30039090,1.06937725,0.92216609,0.12463770,2.39374469
-5.32166083,6.22953407,1.29485723,0.94160547,0.10781917,0.31860330,1.11395828,0.93873460,0.12525938,2.47773680
-5.31565783,6.42526849,1.35851259,0.96300184,0.10710313,0.33613261,1.15626872,0.95425591,0.12533209,2.55593438
-5.30965483,6.60140147,1.41820262,0.98061160,0.10593751,0.35274182,1.19556211,0.96808520,0.12480641,2.62669387
-5.30365183,6.75430128,1.47304833,0.99407377,0.10431153,0.36820376,1.23109726,0.97961760,0.12364969,2.68847224
-5.29764882,6.88070766,1.52224659,1.00308996,0.10222375,0.38230725,1.26216105,0.98830449,0.12184671,2.73986961
-5.29164582,6.97782293,1.56509249,1.00743356,0.09968244,0.39486289,1.28809144,0.99366786,0.11939972,2.77966816
-5.28564282,7.04338961,1.60099865,1.00695687,0.09670554,0.40570813,1.30829949,0.99531222,0.11632781,2.80686600
-5.27963982,7.07575139,1.62951053,1.00159581,0.09332031,0.41471145,1.32228953,0.99293384,0.11266579,2.82070450
-5.27363682,7.07389505,1.65031719,0.99137208,0.08956260,0.42177549,1.32967654,0.98632683,0.10846256,2.82068812
-5.26763382,7.03747187,1.66325699,0.97639256,0.08547588,0.42683890,1.33019980,0.97538605,0.10377901,2.80659599
-5.26163082,6.96679793,1.66831801,0.95684620,0.08110993,0.42987700,1.32373244,0.96010690,0.09868565,2.77848472
-5.25562781,6.86283378,1.66563335,0.93299836,0.07651943,0.43090116,1.31028629,0.94058207,0.09326003,2.73668278
-5.24962481,6.72714478,1.65547150,0.90518305,0.07176235,0.42995693,1.29001190,0.91699554,0.08758403,2.68177659
-5.24362181,6.56184426,1.63822240,0.87379343,0.06689830,0.42712117,1.26319392,0.88961422,0.08174125,2.61458916
-5.23761881,6.36952236,1.61438004,0.83927087,0.06198693,0.42249825,1.23024190,0.85877774,0.07581448,2.53615244
-5.23161581,6.15316408,1.58452237,0.80209326,0.05708638,0.41621556,1.19167728,0.82488678,0.06988335,2.44767454
-5.22561281,5.91605996,1.54928958,0.76276281,0.05225188,0.40841856,1.14811696,0.78839058,0.06402242,2.35050334
-5.21960980,5.66171346,1.50936192,0.72179407,0.04753455,0.39926572,1.10025454,0.74977420,0.05829945,2.24608819
-5.21360680,5.39374869,1.46543795,0.67970238,0.04298043,0.38892340,1.04883977,0.70954580,0.05277425,2.13594095
-5.20760380,5.11582190,1.41821425,0.63699323,0.03862976,0.37756109,0.99465751,0.66822474,0.04749779,2.02159815
-5.20160080,4.83153983,1.36836744,0.59415281,0.03451657,0.36534704,0.93850676,0.62633051,0.04251180,1.90458544
-5.19559780,4.54438743,1.31653911,0.55164001,0.03066841,0.35244466,0.88118074,0.58437302,0.03784876,1.78638552
-5.18959480,4.25766676,1.26332406,0.50987990,0.02710651,0.33900945,0.82344873,0.54284439,0.03353219,1.66841046
-5.18359180,3.97444824,1.20926231,0.46925892,0.02384597,0.32518692,0.76604026,0.50221221,0.02957729,1.55197898
-5.17758879,3.69753477,1.15483452,0.43012157,0.02089623,0.31111114,0.70963194,0.46291452,0.02599178,1.43829906
-5.17158579,3.42943851,1.10046101,0.39276870,0.01826173,0.29690419,0.65483738,0.42535625,0.02277704,1.32845599
-5.16558279,3.17236971,1.04650375,0.35745710,0.01594250,0.28267612,0.60220011,0.38990702,0.01992920,1.22340554
-5.15957979,2.92823604,0.99327084,0.32440033,0.01393499,0.26852566,0.55218945,0.35690029,0.01744049,1.12397202
-5.15357679,2.69865113,0.94102295,0.29377052,0.01223279,0.25454116,0.50519914,0.32663329,0.01530048,1.03085043
-5.14757379,2.48495021,0.88998091,0.26570092,0.01082735,0.24080192,0.46154836,0.29936790,0.01349739,0.94461208
-5.14157079,2.28821076,0.84033387,0.24028896,0.00970863,0.22737955,0.42148468,0.27533182,0.01201925,0.86571285
-5.13556778,2.10927638,0.79224726,0.21759961,0.00886568,0.21433941,0.38518845,0.25472007,0.01085509,0.79450318
-5.12956478,1.94878154,0.74586997,0.19766881,0.00828706,0.20174173,0.35277819,0.23769649,0.00999590,0.73123894
-5.12356178,1.80717580,0.70134041,0.18050682,0.00796118,0.18964262,0.32431643,0.22439493,0.00943555,0.67609251
-5.11755878,1.68474582,0.65879087,0.16610128,0.00787648,0.17809464,0.29981552,0.21492018,0.00917155,0.62916320
-5.11155578,1.58163409,0.61835013,0.15441995,0.00802146,0.16714704,0.27924324,0.20934832,0.00920565,0.59048666
-5.10555278,1.49785364,0.58014426,0.14541296,0.00838464,0.15684558,0.26252756,0.20772667,0.00954437,0.56004272
-5.09954977,1.43329838,0.54429553,0.13901459,0.00895435,0.14723204,0.24956083,0.21007300,0.01019927,0.53776154
-5.09354677,1.38774911,0.51091985,0.13514460,0.00971849,0.13834337,0.24020286,0.21637447,0.01118721,0.52352783
-5.08754377,1.36087562,0.48012290,0.13370909,0.01066422,0.13021064,0.23428333,0.22658605,0.01253034,0.51718349
-5.08154077,1.35223557,0.45199534,0.13460104,0.01177757,0.12285783,0.23160330,0.24062881,0.01425597,0.51852854
-5.07553777,1.36127113,0.42660765,0.13770056,0.01304316,0.11630063,0.23193629,0.25838817,0.01639636,0.52732095
-5.06953477,1.38730438,0.40400492,0.14287498,0.01444381,0.11054527,0.23502899,0.27971228,0.01898818,0.54327563
-5.06353177,1.42953277,0.38420207,0.14997897,0.01596034,0.10558758,0.24060203,0.30441096,0.02207188,0.56606294
-5.05752876,1.48702575,0.36717990,0.15885468,0.01757139,0.10141222,0.24835096,0.33225514,0.02569084,0.59530740
-5.05152576,1.55872350,0.35288225,0.16933223,0.01925339,0.09799242,0.25794785,0.36297721,0.02989028,0.63058675
-5.04552276,1.64343879,0.34121460,0.18123033,0.02098061,0.09528991,0.26904369,0.39627229,0.03471599,0.67143195
-5.03951976,1.73986239,0.33204408,0.19435743,0.02272541,0.09325547,0.28127171,0.43180066,0.04021281,0.71732817
-5.03351676,1.84657254,0.32520117,0.20851323,0.02445857,0.09182975,0.29425188,0.46919123,0.04642288,0.76771713
-5.02751376,1.96204838,0.32048276,0.22349058,0.02614981,0.09094461,0.30759638,0.50804609,0.05338379,0.82200080
-5.02151076,2.08468702,0.31765670,0.23907781,0.02776840,0.09052468,0.32091618,0.54794610,0.06112644,0.87954630
-5.01550775,2.21282386,0.31646737,0.25506137,0.02928385,0.09048935,0.33382833,0.58845716,0.06967294,0.93969201
-5.00950475,2.34475519,0.31664223,0.27122865,0.03066670,0.09075484,0.34596400,0.62913720,0.07903433,1.00175456
-5.00350175,2.47876222,0.31789882,0.28737098,0.03188936,0.09123643,0.35697662,0.66954334,0.08920845,1.06503649
-4.99749875,2.61313551,0.31995199,0.30328652,0.03292685,0.09185067,0.36655006,0.70923916,0.10017786,1.12883412
-4.99149575,2.74619872,0.32252105,0.31878306,0.03375764,0.09251751,0.37440627,0.74780162,0.11190799,1.19244549
-4.98549275,2.87633074,0.32533642,0.33368052,0.03436427,0.09316225,0.38031210,0.78482751,0.12434565,1.25517793
-4.97948974,3.00198538,0.32814565,0.34781305,0.03473396,0.09371721,0.38408490,0.81993907,0.13741793,1.31635511
-4.97348674,3.12170810,0.33071846,0.36103066,0.03485898,0.09412303,0.38559662,0.85278861,0.15103164,1.37532333
-4.96748374,3.23414922,0.33285075,0.37320036,0.03473693,0.09432971,0.38477624,0.88306217,0.16507336,1.43145700
-4.96148074,3.33807383,0.33436744,0.38420672,0.03437079,0.09429714,0.38161026,0.91048196,0.17941014,1.48416335
-4.95547774,3.43236823,0.33512412,0.39395197,0.03376879,0.09399534,0.37614136,0.93480775,0.19389095,1.53288634
-4.94947474,3.51604351,0.33500757,0.40235564,0.03294410,0.09340423,0.36846518,0.95583730,0.20834881,1.57711000
-4.94347174,3.58823680,0.33393525,0.40935376,0.03191434,0.09251316,0.35872539,0.97340595,0.22260369,1.61636134
-4.93746873,3.64821078,0.33185387,0.41489788,0.03070099,0.09132012,0.34710738,0.98738559,0.23646598,1.65021306
-4.93146573,3.69535227,0.32873723,0.41895386,0.02932860,0.08983072,0.33383072,0.99768320,0.24974055,1.67828623
-4.92546273,3.72917062,0.32458353,0.42150071,0.02782401,0.08805706,0.31914088,1.00423923,0.26223131,1.70025316
-4.91945973,3.74929633,0.31941237,0.42252939,0.02621545,0.08601654,0.30330054,1.00702598,0.27374597,1.71584046
-4.91345673,3.75548058,0.31326147,0.42204184,0.02453169,0.08373058,0.28658081,1.00604618,0.28410097,1.72483250
-4.90745373,3.74759583,0.30618356,0.42005023,0.02280122,0.08122352,0.26925292,1.00133186,0.29312638,1.72707503
-4.90145073,3.72563745,0.29824327,0.41657646,0.02105145,0.07852150,0.25158047,0.99294364,0.30067051,1.72247901
-4.89544772,3.68972639,0.28951443,0.41165194,0.01930802,0.07565160,0.23381266,0.98097043,0.30660415,1.71102442
-4.88944472,3.64011249,0.28007752,0.40531761,0.01759431,0.07264102,0.21617868,0.96552939,0.31082420,1.69276369
-4.88344172,3.57717781,0.27001769,0.39762417,0.01593093,0.06951653,0.19888341,0.94676634,0.31325658,1.66782463
-4.87743872,3.50143961,0.25942303,0.38863247,0.01433547,0.06630407,0.18210444,0.92485617,0.31385833,1.63641250
-4.87143572,3.41355209,0.24838328,0.37841386,0.01282234,0.06302844,0.16599041,0.90000338,0.31261876,1.59881083
-4.86543272,3.31430647,0.23698884,0.36705066,0.01140275,0.05971327,0.15066066,0.87244238,0.30955970,1.55538098
-4.85942971,3.20462875,0.22533011,0.35463627,0.01008481,0.05638092,0.13620600,0.84243765,0.30473471,1.50655999
-4.85342671,3.08557470,0.21349700,0.34127528,0.00887371,0.05305262,0.12269040,0.81028333,0.29822749,1.45285686
-4.84742371,2.95832195,0.20157869,0.32708319,0.00777203,0.04974853,0.11015355,0.77630246,0.29014937,1.39484698
-4.84142071,2.82415892,0.18966338,0.31218578,0.00678006,0.04648796,0.09861390,0.74084558,0.28063609,1.33316512
-4.83541771,2.68447088,0.17783825,0.29671820,0.00589620,0.04328942,0.08807212,0.70428876,0.26984400,1.26849674
-4.82941471,2.54072328,0.16618931,0.28082371,0.00511739,0.04017081,0.07851467,0.66703113,0.25794580,1.20156820
-4.82341171,2.39444289,0.15480133,0.26465202,0.00443946,0.03714950,0.06991746,0.62949177,0.24512601,1.13313602
-4.81740870,2.24719734,0.14375772,0.24835744,0.00385757,0.03424233,0.06224924,0.59210630,0.23157624,1.06397543
-4.81140570,2.10057359,0.13314035,0.23209678,0.00336658,0.03146570,0.05547481,0.55532305,0.21749060,0.99486883
-4.80540270,1.95615615,0.12302937,0.21602713,0.00296133,0.02883548,0.04955778,0.51959894,0.20306125,0.92659429
-4.79939970,1.81550564,0.11350301,0.20030355,0.00263693,0.02636702,0.04446302,0.48539525,0.18847424,0.85991445
-4.79339670,1.68013832,0.10463724,0.18507684,0.00238901,0.02407501,0.04015850,0.45317327,0.17390584,0.79556624
-4.78739370,1.55150704,0.09650560,0.17049135,0.00221387,0.02197345,0.03661680,0.42338988,0.15951934,0.73425150
-4.78139070,1.43098409,0.08917881,0.15668298,0.00210858,0.02007555,0.03381607,0.39649314,0.14546246,0.67662876
-4.77538769,1.31984613,0.08272447,0.14377743,0.00207105,0.01839363,0.03174062,0.37291786,0.13186541,0.62330614
-4.76938469,1.21926135,0.07720675,0.13188865,0.00210004,0.01693908,0.03038102,0.35308115,0.11883948,0.57483561
-4.76338169,1.13027886,0.07268597,0.12111760,0.00219512,0.01572226,0.02973391,0.33737792,0.10647644,0.53170832
-4.75737869,1.05382011,0.06921826,0.11155127,0.00235659,0.01475247,0.02980148,0.32617626,0.09484828,0.49435107
-4.75137569,0.99067238,0.06685508,0.10326204,0.00258536,0.01403795,0.03059069,0.31981282,0.08400774,0.46312385
-4.74537269,0.94148388,0.06564280,0.09630718,0.00288283,0.01358579,0.03211225,0.31858804,0.07398910,0.43831807
-4.73936968,0.90676043,0.06562219,0.09072875,0.00325068,0.01340199,0.03437947,0.32276132,0.06480953,0.42015571
-4.73336668,0.88686357,0.06682795,0.08655359,0.00369075,0.01349139,0.03740703,0.33254632,0.05647061,0.40878901
-4.72736368,0.88200982,0.06928818,0.08379358,0.00420481,0.01385770,0.04120965,0.34810637,0.04896019,0.40430073
-4.72136068,0.89227132,0.07302391,0.08244604,0.00479441,0.01450353,0.04580082,0.36955029,0.04225433,0.40670496
-4.71535768,0.91757774,0.07804871,0.08249427,0.00546068,0.01543033,0.05119161,0.39692882,0.03631932,0.41594859
-4.70935468,0.95771975,0.08436831,0.08390831,0.00620421,0.01663846,0.05738951,0.43023184,0.03111373,0.43191325
-4.70335168,1.01235404,0.09198040,0.08664580,0.00702487,0.01812717,0.06439754,0.46938678,0.02659031,0.45441811
-4.69734867,1.08101036,0.10087455,0.09065293,0.00792178,0.01989463,0.07221349,0.51425840,0.02269785,0.48322336
-4.69134567,1.16310057,0.11103228,0.09586567,0.00889318,0.02193800,0.08082938,0.56465012,0.01938286,0.51803474
-4.68534267,1.25792987,0.12242733,0.10221097,0.00993645,0.02425338,0.09023120,0.62030713,0.01659104,0.55850888
-4.67933967,1.36471014,0.13502605,0.10960825,0.01104813,0.02683593,0.10039887,0.68092119,0.01426855,0.60425967
-4.67333667,1.48257528,0.14878794,0.11797084,0.01222393,0.02967986,0.11130631,0.74613732,0.01236308,0.65486552
-4.66733367,1.61059807,0.16366631,0.12720762,0.01345888,0.03277842,0.12292184,0.81556180,0.01082473,0.70987729
-4.66133067,1.74780801,0.17960891,0.13722463,0.01474740,0.03612395,0.13520854,0.88877158,0.00960662,0.76882681
-4.65532766,1.89320948,0.19655857,0.14792662,0.01608345,0.03970781,0.14812474,0.96532428,0.00866538,0.83123547
-4.64932466,2.04579913,0.21445373,0.15921860,0.01746069,0.04352030,0.16162444,1.04476858,0.00796140,0.89662262
-4.64332166,2.20458173,0.23322877,0.17100709,0.01887261,0.04755052,0.17565762,1.12665415,0.00745902,0.96451334
