energy_ev,total_up,total_down,Al_p_up,Al_p_down,Al_d_up,Al_d_down,Ni_p_up,Ni_p_down,Ni_d_up,Ni_d_down,Se_s_up,Se_s_down,Se_p_up,Se_p_down
-6.00000000,0.09686646,-0.09686646,0.00215315,-0.00215315,0.00000000,-0.00000000,0.05415652,-0.05415652,0.01777183,-0.01777183,0.00037038,-0.00037038,0.02076162,-0.02076162
-5.99399700,0.08493171,-0.08493171,0.00169684,-0.00169684,0.00000000,-0.00000000,0.04830562,-0.04830562,0.01563049,-0.01563049,0.00032075,-0.00032075,0.01786466,-0.01786466
-5.98799400,0.07407517,-0.07407517,0.00132868,-0.00132868,0.00000000,-0.00000000,0.04279859,-0.04279859,0.01366830,-0.01366830,0.00027630,-0.00027630,0.01530896,-0.01530896
-5.98199100,0.06425720,-0.06425720,0.00103420,-0.00103420,0.00000000,-0.00000000,0.03766404,-0.03766404,0.01188282,-0.01188282,0.00023674,-0.00023674,0.01306323,-0.01306323
-5.97598799,0.05543241,-0.05543241,0.00080087,-0.00080087,0.00000000,-0.00000000,0.03292101,-0.03292101,0.01026967,-0.01026967,0.00020175,-0.00020175,0.01109804,-0.01109804
-5.96998499,0.04755031,-0.04755031,0.00061799,-0.00061799,0.00000000,-0.00000000,0.02857946,-0.02857946,0.00882276,-0.00882276,0.00017103,-0.00017103,0.00938586,-0.00938586
-5.96398199,0.04055620,-0.04055620,0.00047656,-0.00047656,0.00000000,-0.00000000,0.02464098,-0.02464098,0.00753457,-0.00753457,0.00014425,-0.00014425,0.00790102,-0.00790102
-5.95797899,0.03439215,-0.03439215,0.00036917,-0.00036917,0.00000000,-0.00000000,0.02109973,-0.02109973,0.00639642,-0.00639642,0.00012107,-0.00012107,0.00661971,-0.00661971
-5.95197599,0.02899808,-0.02899808,0.00028986,-0.00028986,0.00000000,-0.00000000,0.01794349,-0.01794349,0.00539875,-0.00539875,0.00010117,-0.00010117,0.00551989,-0.00551989
-5.94597299,0.02431292,-0.02431292,0.00023399,-0.00023399,0.00000000,-0.00000000,0.01515484,-0.01515484,0.00453151,-0.00453151,0.00008427,-0.00008427,0.00458133,-0.00458133
-5.93996998,0.02027575,-0.02027575,0.00019815,-0.00019815,0.00000000,-0.00000000,0.01271228,-0.01271228,0.00378438,-0.00378438,0.00007006,-0.00007006,0.00378548,-0.00378548
-5.93396698,0.01682694,-0.01682694,0.00018004,-0.00018004,0.00000000,-0.00000000,0.01059136,-0.01059136,0.00314711,-0.00314711,0.00005830,-0.00005830,0.00311552,-0.00311552
-5.92796398,0.01390922,-0.01390922,0.00017845,-0.00017845,0.00000000,-0.00000000,0.00876578,-0.00876578,0.00260975,-0.00260975,0.00004877,-0.00004877,0.00255630,-0.00255630
-5.92196098,0.01146860,-0.01146860,0.00019318,-0.00019318,0.00000000,-0.00000000,0.00720833,-0.00720833,0.00216296,-0.00216296,0.00004126,-0.00004126,0.00209430,-0.00209430
-5.91595798,0.00945528,-0.00945528,0.00022501,-0.00022501,0.00000000,-0.00000000,0.00589178,-0.00589178,0.00179817,-0.00179817,0.00003562,-0.00003562,0.00171764,-0.00171764
-5.90995498,0.00782439,-0.00782439,0.00027575,-0.00027575,0.00000000,-0.00000000,0.00478954,-0.00478954,0.00150777,-0.00150777,0.00003176,-0.00003176,0.00141602,-0.00141602
-5.90395198,0.00653652,-0.00653652,0.00034825,-0.00034825,0.00000000,-0.00000000,0.00387632,-0.00387632,0.00128532,-0.00128532,0.00002961,-0.00002961,0.00118075,-0.00118075
-5.89794897,0.00555826,-0.00555826,0.00044642,-0.00044642,0.00000000,-0.00000000,0.00312853,-0.00312853,0.00112561,-0.00112561,0.00002915,-0.00002915,0.00100466,-0.00100466
-5.89194597,0.00486254,-0.00486254,0.00057534,-0.00057534,0.00000000,-0.00000000,0.00252464,-0.00252464,0.00102482,-0.00102482,0.00003044,-0.00003044,0.00088210,-0.00088210
-5.88594297,0.00442880,-0.00442880,0.00074128,-0.00074128,0.00000000,-0.00000000,0.00204536,-0.00204536,0.00098054,-0.00098054,0.00003355,-0.00003355,0.00080893,-0.00080893
-5.87993997,0.00424317,-0.00424317,0.00095181,-0.00095181,0.00000000,-0.00000000,0.00167380,-0.00167380,0.00099187,-0.00099187,0.00003866,-0.00003866,0.00078243,-0.00078243
-5.87393697,0.00429840,-0.00429840,0.00121583,-0.00121583,0.00000000,-0.00000000,0.00139545,-0.00139545,0.00105940,-0.00105940,0.00004597,-0.00004597,0.00080129,-0.00080129
-5.86793397,0.00459382,-0.00459382,0.00154362,-0.00154362,0.00000000,-0.00000000,0.00119814,-0.00119814,0.00118522,-0.00118522,0.00005575,-0.00005575,0.00086557,-0.00086557
-5.86193097,0.00513505,-0.00513505,0.00194687,-0.00194687,0.00000000,-0.00000000,0.00107198,-0.00107198,0.00137289,-0.00137289,0.00006833,-0.00006833,0.00097661,-0.00097661
-5.85592796,0.00593372,-0.00593372,0.00243859,-0.00243859,0.00000000,-0.00000000,0.00100916,-0.00100916,0.00162735,-0.00162735,0.00008411,-0.00008411,0.00113696,-0.00113696
-5.84992496,0.00700698,-0.00700698,0.00303312,-0.00303312,0.00000000,-0.00000000,0.00100382,-0.00100382,0.00195485,-0.00195485,0.00010351,-0.00010351,0.00135032,-0.00135032
-5.84392196,0.00837694,-0.00837694,0.00374586,-0.00374586,0.00000000,-0.00000000,0.00105182,-0.00105182,0.00236275,-0.00236275,0.00012704,-0.00012704,0.00162144,-0.00162144
-5.83791896,0.01006991,-0.01006991,0.00459314,-0.00459314,0.00000000,-0.00000000,0.00115054,-0.00115054,0.00285938,-0.00285938,0.00015522,-0.00015522,0.00195595,-0.00195595
-5.83191596,0.01211557,-0.01211557,0.00559183,-0.00559183,0.00000000,-0.00000000,0.00129864,-0.00129864,0.00345380,-0.00345380,0.00018860,-0.00018860,0.00236032,-0.00236032
-5.82591296,0.01454591,-0.01454591,0.00675897,-0.00675897,0.00000000,-0.00000000,0.00149584,-0.00149584,0.00415546,-0.00415546,0.00022775,-0.00022775,0.00284160,-0.00284160
-5.81990995,0.01739410,-0.01739410,0.00811126,-0.00811126,0.00000000,-0.00000000,0.00174269,-0.00174269,0.00497391,-0.00497391,0.00027324,-0.00027324,0.00340734,-0.00340734
-5.81390695,0.02069315,-0.02069315,0.00966442,-0.00966442,0.00000000,-0.00000000,0.00204031,-0.00204031,0.00591844,-0.00591844,0.00032561,-0.00032561,0.00406535,-0.00406535
-5.80790395,0.02447456,-0.02447456,0.01143260,-0.01143260,0.00000000,-0.00000000,0.00239021,-0.00239021,0.00699757,-0.00699757,0.00038537,-0.00038537,0.00482355,-0.00482355
-5.80190095,0.02876677,-0.02876677,0.01342753,-0.01342753,0.00000000,-0.00000000,0.00279402,-0.00279402,0.00821868,-0.00821868,0.00045295,-0.00045295,0.00568973,-0.00568973
-5.79589795,0.03359369,-0.03359369,0.01565782,-0.01565782,0.00000000,-0.00000000,0.00325333,-0.00325333,0.00958749,-0.00958749,0.00052870,-0.00052870,0.00667144,-0.00667144
-5.78989495,0.03897323,-0.03897323,0.01812813,-0.01812813,0.00000000,-0.00000000,0.00376945,-0.00376945,0.01110760,-0.01110760,0.00061284,-0.00061284,0.00777576,-0.00777576
-5.78389195,0.04491590,-0.04491590,0.02083835,-0.02083835,0.00000000,-0.00000000,0.00434329,-0.00434329,0.01278004,-0.01278004,0.00070547,-0.00070547,0.00900922,-0.00900922
-5.77788894,0.05142360,-0.05142360,0.02378295,-0.02378295,0.00000000,-0.00000000,0.00497520,-0.00497520,0.01460286,-0.01460286,0.00080651,-0.00080651,0.01037773,-0.01037773
-5.77188594,0.05848876,-0.05848876,0.02695030,-0.02695030,0.00000000,-0.00000000,0.00566484,-0.00566484,0.01657078,-0.01657078,0.00091571,-0.00091571,0.01188652,-0.01188652
-5.76588294,0.06609367,-0.06609367,0.03032224,-0.03032224,0.00000000,-0.00000000,0.00641116,-0.00641116,0.01867495,-0.01867495,0.00103265,-0.00103265,0.01354026,-0.01354026
-5.75987994,0.07421031,-0.07421031,0.03387379,-0.03387379,0.00000000,-0.00000000,0.00721234,-0.00721234,0.02090284,-0.02090284,0.00115668,-0.00115668,0.01534313,-0.01534313
-5.75387694,0.08280066,-0.08280066,0.03757308,-0.03757308,0.00000000,-0.00000000,0.00806587,-0.00806587,0.02323821,-0.02323821,0.00128697,-0.00128697,0.01729910,-0.01729910
-5.74787394,0.09181748,-0.09181748,0.04138159,-0.04138159,0.00000000,-0.00000000,0.00896857,-0.00896857,0.02566131,-0.02566131,0.00142252,-0.00142252,0.01941216,-0.01941216
-5.74187094,0.10120558,-0.10120558,0.04525460,-0.04525460,0.00000000,-0.00000000,0.00991677,-0.00991677,0.02814916,-0.02814916,0.00156214,-0.00156214,0.02168675,-0.02168675
-5.73586793,0.11090363,-0.11090363,0.04914199,-0.04914199,0.00000000,-0.00000000,0.01090644,-0.01090644,0.03067608,-0.03067608,0.00170452,-0.00170452,0.02412810,-0.02412810
-5.72986493,0.12084641,-0.12084641,0.05298930,-0.05298930,0.00000000,-0.00000000,0.01193344,-0.01193344,0.03321431,-0.03321431,0.00184824,-0.00184824,0.02674276,-0.02674276
-5.72386193,0.13096732,-0.13096732,0.05673898,-0.05673898,0.00000000,-0.00000000,0.01299376,-0.01299376,0.03573477,-0.03573477,0.00199180,-0.00199180,0.02953892,-0.02953892
-5.71785893,0.14120129,-0.14120129,0.06033200,-0.06033200,0.00000000,-0.00000000,0.01408377,-0.01408377,0.03820796,-0.03820796,0.00213371,-0.00213371,0.03252691,-0.03252691
-5.71185593,0.15148757,-0.15148757,0.06370950,-0.06370950,0.00000000,-0.00000000,0.01520046,-0.01520046,0.04060492,-0.04060492,0.00227251,-0.00227251,0.03571941,-0.03571941
-5.70585293,0.16177265,-0.16177265,0.06681460,-0.06681460,0.00000000,-0.00000000,0.01634173,-0.01634173,0.04289820,-0.04289820,0.00240682,-0.00240682,0.03913169,-0.03913169
-5.69984992,0.17201275,-0.17201275,0.06959425,-0.06959425,0.00000000,-0.00000000,0.01750656,-0.01750656,0.04506284,-0.04506284,0.00253539,-0.00253539,0.04278157,-0.04278157
-5.69384692,0.18217601,-0.18217601,0.07200097,-0.07200097,0.00000000,-0.00000000,0.01869522,-0.01869522,0.04707727,-0.04707727,0.00265717,-0.00265717,0.04668927,-0.04668927
-5.68784392,0.19224409,-0.19224409,0.07399456,-0.07399456,0.00000000,-0.00000000,0.01990932,-0.01990932,0.04892411,-0.04892411,0.00277132,-0.00277132,0.05087697,-0.05087697
-5.68184092,0.20221302,-0.20221302,0.07554348,-0.07554348,0.00000000,-0.00000000,0.02115192,-0.02115192,0.05059079,-0.05059079,0.00287726,-0.00287726,0.05536819,-0.05536819
-5.67583792,0.21209340,-0.21209340,0.07662609,-0.07662609,0.00000000,-0.00000000,0.02242745,-0.02242745,0.05207002,-0.05207002,0.00297464,-0.00297464,0.06018698,-0.06018698
-5.66983492,0.22190972,-0.22190972,0.07723141,-0.07723141,0.00000000,-0.00000000,0.02374164,-0.02374164,0.05336003,-0.05336003,0.00306345,-0.00306345,0.06535681,-0.06535681
-5.66383192,0.23169899,-0.23169899,0.07735964,-0.07735964,0.00000000,-0.00000000,0.02510137,-0.02510137,0.05446459,-0.05446459,0.00314388,-0.00314388,0.07089950,-0.07089950
-5.65782891,0.24150873,-0.24150873,0.07702225,-0.07702225,0.00000000,-0.00000000,0.02651446,-0.02651446,0.05539279,-0.05539279,0.00321642,-0.00321642,0.07683397,-0.07683397
-5.65182591,0.25139445,-0.25139445,0.07624165,-0.07624165,0.00000000,-0.00000000,0.02798951,-0.02798951,0.05615870,-0.05615870,0.00328176,-0.00328176,0.08317511,-0.08317511
-5.64582291,0.26141696,-0.26141696,0.07505055,-0.07505055,0.00000000,-0.00000000,0.02953566,-0.02953566,0.05678078,-0.05678078,0.00334079,-0.00334079,0.08993271,-0.08993271
-5.63981991,0.27163960,-0.27163960,0.07349098,-0.07349098,0.00000000,-0.00000000,0.03116252,-0.03116252,0.05728123,-0.05728123,0.00339456,-0.00339456,0.09711076,-0.09711076
-5.63381691,0.28212579,-0.28212579,0.07161303,-0.07161303,0.00000000,-0.00000000,0.03288004,-0.03288004,0.05768524,-0.05768524,0.00344423,-0.00344423,0.10470705,-0.10470705
-5.62781391,0.29293722,-0.29293722,0.06947346,-0.06947346,0.00000000,-0.00000000,0.03469863,-0.03469863,0.05802027,-0.05802027,0.00349103,-0.00349103,0.11271326,-0.11271326
-5.62181091,0.30413278,-0.30413278,0.06713411,-0.06713411,0.00000000,-0.00000000,0.03662934,-0.03662934,0.05831538,-0.05831538,0.00353624,-0.00353624,0.12111571,-0.12111571
-5.61580790,0.31576863,-0.31576863,0.06466033,-0.06466033,0.00000000,-0.00000000,0.03868423,-0.03868423,0.05860064,-0.05860064,0.00358120,-0.00358120,0.12989657,-0.12989657
-5.60980490,0.32789950,-0.32789950,0.06211946,-0.06211946,0.00000000,-0.00000000,0.04087689,-0.04087689,0.05890676,-0.05890676,0.00362723,-0.00362723,0.13903592,-0.13903592
-5.60380190,0.34058118,-0.34058118,0.05957936,-0.05957936,0.00000000,-0.00000000,0.04322321,-0.04322321,0.05926480,-0.05926480,0.00367574,-0.00367574,0.14851430,-0.14851430
-5.59779890,0.35387433,-0.35387433,0.05710717,-0.05710717,0.00000000,-0.00000000,0.04574218,-0.04574218,0.05970628,-0.05970628,0.00372818,-0.00372818,0.15831587,-0.15831587
-5.59179590,0.36784933,-0.36784933,0.05476823,-0.05476823,0.00000000,-0.00000000,0.04845691,-0.04845691,0.06026327,-0.06026327,0.00378610,-0.00378610,0.16843202,-0.16843202
-5.58579290,0.38259197,-0.38259197,0.05262520,-0.05262520,0.00000000,-0.00000000,0.05139565,-0.05139565,0.06096888,-0.06096888,0.00385126,-0.00385126,0.17886521,-0.17886521
-5.57978989,0.39820954,-0.39820954,0.05073742,-0.05073742,0.00000000,-0.00000000,0.05459288,-0.05459288,0.06185773,-0.06185773,0.00392560,-0.00392560,0.18963285,-0.18963285
-5.57378689,0.41483690,-0.41483690,0.04916050,-0.04916050,0.00000000,-0.00000000,0.05809025,-0.05809025,0.06296661,-0.06296661,0.00401142,-0.00401142,0.20077101,-0.20077101
-5.56778389,0.43264202,-0.43264202,0.04794602,-0.04794602,0.00000000,-0.00000000,0.06193738,-0.06193738,0.06433516,-0.06433516,0.00411139,-0.00411139,0.21233758,-0.21233758
-5.56178089,0.45183034,-0.45183034,0.04714137,-0.04714137,0.00000000,-0.00000000,0.06619245,-0.06619245,0.06600638,-0.06600638,0.00422862,-0.00422862,0.22441466,-0.22441466
-5.55577789,0.47264743,-0.47264743,0.04678967,-0.04678967,0.00000000,-0.00000000,0.07092235,-0.07092235,0.06802712,-0.06802712,0.00436674,-0.00436674,0.23710984,-0.23710984
-5.54977489,0.49537945,-0.49537946,0.04692966,-0.04692966,0.00000000,-0.00000000,0.07620252,-0.07620252,0.07044822,-0.07044822,0.00452994,-0.00452994,0.25055625,-0.25055625
-5.54377189,0.52035086,-0.52035086,0.04759561,-0.04759561,0.00000000,-0.00000000,0.08211612,-0.08211612,0.07332440,-0.07332440,0.00472293,-0.00472293,0.26491095,-0.26491095
-5.53776888,0.54791910,-0.54791910,0.04881703,-0.04881703,0.00000000,-0.00000000,0.08875282,-0.08875282,0.07671372,-0.07671372,0.00495094,-0.00495094,0.28035173,-0.28035173
-5.53176588,0.57846611,-0.57846611,0.05061833,-0.05061833,0.00000000,-0.00000000,0.09620683,-0.09620683,0.08067662,-0.08067662,0.00521968,-0.00521968,0.29707209,-0.29707209
-5.52576288,0.61238650,-0.61238650,0.05301831,-0.05301831,0.00000000,-0.00000000,0.10457446,-0.10457446,0.08527456,-0.08527456,0.00553517,-0.00553517,0.31527454,-0.31527454
-5.51975988,0.65007274,-0.65007274,0.05602942,-0.05602942,0.00000000,-0.00000000,0.11395102,-0.11395102,0.09056808,-0.09056808,0.00590360,-0.00590360,0.33516231,-0.33516231
-5.51375688,0.69189756,-0.69189756,0.05965699,-0.05965699,0.00000000,-0.00000000,0.12442726,-0.12442726,0.09661460,-0.09661460,0.00633117,-0.00633117,0.35692962,-0.35692962
-5.50775388,0.73819437,-0.73819437,0.06389820,-0.06389820,0.00000000,-0.00000000,0.13608539,-0.13608539,0.10346576,-0.10346576,0.00682380,-0.00682380,0.38075099,-0.38075099
-5.50175088,0.78923616,-0.78923616,0.06874112,-0.06874112,0.00000000,-0.00000000,0.14899480,-0.14899480,0.11116455,-0.11116455,0.00738690,-0.00738690,0.40676983,-0.40676983
-5.49574787,0.84521403,-0.84521403,0.07416369,-0.07416369,0.00000000,-0.00000000,0.16320770,-0.16320770,0.11974233,-0.11974233,0.00802502,-0.00802502,0.43508700,-0.43508700
-5.48974487,0.90621622,-0.90621622,0.08013277,-0.08013277,0.00000000,-0.00000000,0.17875472,-0.17875472,0.12921577,-0.12921577,0.00874158,-0.00874158,0.46574967,-0.46574967
-5.48374187,0.97220887,-0.97220887,0.08660336,-0.08660336,0.00000000,-0.00000000,0.19564093,-0.19564093,0.13958404,-0.13958404,0.00953855,-0.00953855,0.49874120,-0.49874120
-5.47773887,1.04301942,-1.04301942,0.09351813,-0.09351813,0.00000000,-0.00000000,0.21384211,-0.21384211,0.15082625,-0.15082625,0.01041616,-0.01041616,0.53397259,-0.53397259
-5.47173587,1.11832390,-1.11832390,0.10080720,-0.10080720,0.00000000,-0.00000000,0.23330191,-0.23330191,0.16289944,-0.16289944,0.01137259,-0.01137259,0.57127598,-0.57127598
-5.46573287,1.19763894,-1.19763894,0.10838835,-0.10838835,0.00000000,-0.00000000,0.25392973,-0.25392973,0.17573710,-0.17573710,0.01240381,-0.01240381,0.61040083,-0.61040083
-5.45972986,1.28031936,-1.28031936,0.11616769,-0.11616769,0.00000000,-0.00000000,0.27559970,-0.27559970,0.18924857,-0.18924857,0.01350338,-0.01350338,0.65101292,-0.65101292
-5.45372686,1.36556197,-1.36556197,0.12404085,-0.12404085,0.00000000,-0.00000000,0.29815084,-0.29815084,0.20331921,-0.20331921,0.01466237,-0.01466237,0.69269682,-0.69269682
-5.44772386,1.45241575,-1.45241575,0.13189458,-0.13189458,0.00000000,-0.00000000,0.32138854,-0.32138854,0.21781157,-0.21781157,0.01586936,-0.01586936,0.73496160,-0.73496160
-5.44172086,1.53979865,-1.53979865,0.13960891,-0.13960891,0.00000000,-0.00000000,0.34508732,-0.34508732,0.23256754,-0.23256754,0.01711058,-0.01711058,0.77725006,-0.77725006
-5.43571786,1.62652068,-1.62652068,0.14705972,-0.14705972,0.00000000,-0.00000000,0.36899498,-0.36899498,0.24741139,-0.24741139,0.01837001,-0.01837001,0.81895112,-0.81895112
-5.42971486,1.71131264,-1.71131264,0.15412169,-0.15412169,0.00000000,-0.00000000,0.39283800,-0.39283800,0.26215381,-0.26215381,0.01962977,-0.01962977,0.85941521,-0.85941521
-5.42371186,1.79285978,-1.79285978,0.16067150,-0.16067150,0.00000000,-0.00000000,0.41632808,-0.41632808,0.27659669,-0.27659669,0.02087045,-0.02087045,0.89797198,-0.89797198
-5.41770885,1.86983915,-1.86983915,0.16659120,-0.16659120,0.00000000,-0.00000000,0.43916961,-0.43916961,0.29053857,-0.29053857,0.02207159,-0.02207159,0.93394997,-0.93394997
-5.41170585,1.94095927,-1.94095927,0.17177163,-0.17177163,0.00000000,-0.00000000,0.46106788,-0.46106788,0.30378053,-0.30378053,0.02321221,-0.02321221,0.96669722,-0.96669722
-5.40570285,2.00500073,-2.00500073,0.17611572,-0.17611572,0.00000000,-0.00000000,0.48173770,-0.48173770,0.31613237,-0.31613237,0.02427144,-0.02427144,0.99560227,-0.99560227
-5.39969985,2.06085592,-2.06085592,0.17954151,-0.17954151,0.00000000,-0.00000000,0.50091206,-0.50091206,0.32741874,-0.32741874,0.02522908,-0.02522908,1.02011456,-1.02011456
-5.39369685,2.10756640,-2.10756640,0.18198489,-0.18198489,0.00000000,-0.00000000,0.51835058,-0.51835058,0.33748507,-0.33748507,0.02606629,-0.02606629,1.03976343,-1.03976343
-5.38769385,2.14435625,-2.14435625,0.18340174,-0.18340174,0.00000000,-0.00000000,0.53384731,-0.53384731,0.34620291,-0.34620291,0.02676613,-0.02676613,1.05417493,-1.05417493
-5.38169085,2.17065999,-2.17065999,0.18376953,-0.18376953,0.00000000,-0.00000000,0.54723754,-0.54723754,0.35347462,-0.35347462,0.02731418,-0.02731418,1.06308570,-1.06308570
-5.37568784,2.18614386,-2.18614386,0.18308826,-0.18308826,0.00000000,-0.00000000,0.55840338,-0.55840338,0.35923700,-0.35923700,0.02769898,-0.02769898,1.06635329,-1.06635329
-5.36968484,2.19071939,-2.19071939,0.18138068,-0.18138068,0.00000000,-0.00000000,0.56727774,-0.56727774,0.36346382,-0.36346382,0.02791250,-0.02791250,1.06396257,-1.06396257
-5.36368184,2.18454890,-2.18454890,0.17869175,-0.17869175,0.00000000,-0.00000000,0.57384655,-0.57384655,0.36616707,-0.36616707,0.02795035,-0.02795035,1.05602788,-1.05602788
-5.35767884,2.16804234,-2.16804234,0.17508746,-0.17508746,0.00000000,-0.00000000,0.57814909,-0.57814909,0.36739682,-0.36739682,0.02781205,-0.02781205,1.04279085,-1.04279085
-5.35167584,2.14184586,-2.14184586,0.17065295,-0.17065295,0.00000000,-0.00000000,0.58027638,-0.58027638,0.36723973,-0.36723973,0.02750103,-0.02750103,1.02461396,-1.02461396
-5.34567284,2.10682239,-2.10682239,0.16549008,-0.16549008,0.00000000,-0.00000000,0.58036766,-0.58036765,0.36581614,-0.36581614,0.02702456,-0.02702456,1.00197031,-1.00197031
-5.33966983,2.06402525,-2.06402525,0.15971455,-0.15971455,0.00000000,-0.00000000,0.57860503,-0.57860502,0.36327607,-0.36327607,0.02639356,-0.02639356,0.97542975,-0.97542974
-5.33366683,2.01466568,-2.01466568,0.15345260,-0.15345260,0.00000000,-0.00000000,0.57520664,-0.57520664,0.35979398,-0.35979398,0.02562233,-0.02562233,0.94564224,-0.94564224
-5.32766383,1.96007584,-1.96007584,0.14683759,-0.14683759,0.00000000,-0.00000000,0.57041851,-0.57041851,0.35556277,-0.35556277,0.02472808,-0.02472808,0.91331906,-0.91331906
-5.32166083,1.90166870,-1.90166870,0.14000647,-0.14000647,0.00000000,-0.00000000,0.56450545,-0.56450545,0.35078711,-0.35078711,0.02373049,-0.02373049,0.87921251,-0.87921251
-5.31565783,1.84089647,-1.84089646,0.13309622,-0.13309622,0.00000000,-0.00000000,0.55774149,-0.55774149,0.34567648,-0.34567648,0.02265118,-0.02265118,0.84409510,-0.84409510
-5.30965483,1.77920911,-1.77920911,0.12624063,-0.12624063,0.00000000,-0.00000000,0.55040016,-0.55040016,0.34043811,-0.34043811,0.02151307,-0.02151307,0.80873882,-0.80873882
-5.30365183,1.71801460,-1.71801460,0.11956718,-0.11956718,0.00000000,-0.00000000,0.54274510,-0.54274510,0.33527018,-0.33527018,0.02033988,-0.02033988,0.77389534,-0.77389534
-5.29764882,1.65864212,-1.65864212,0.11319445,-0.11319445,0.00000000,-0.00000000,0.53502142,-0.53502142,0.33035554,-0.33035554,0.01915545,-0.01915545,0.74027770,-0.74027770
-5.29164582,1.60230960,-1.60230960,0.10722983,-0.10722983,0.00000000,-0.00000000,0.52744807,-0.52744807,0.32585619,-0.32585619,0.01798328,-0.01798328,0.70854405,-0.70854405
-5.28564282,1.55009629,-1.55009629,0.10176780,-0.10176780,0.00000000,-0.00000000,0.52021167,-0.52021167,0.32190873,-0.32190873,0.01684593,-0.01684593,0.67928381,-0.67928381
-5.27963982,1.50292117,-1.50292117,0.09688863,-0.09688863,0.00000000,-0.00000000,0.51346183,-0.51346183,0.31862092,-0.31862092,0.01576464,-0.01576464,0.65300648,-0.65300648
-5.27363682,1.46152750,-1.46152750,0.09265759,-0.09265759,0.00000000,-0.00000000,0.50730825,-0.50730825,0.31606947,-0.31606947,0.01475888,-0.01475888,0.63013334,-0.63013334
-5.26763382,1.42647347,-1.42647347,0.08912457,-0.08912457,0.00000000,-0.00000000,0.50181961,-0.50181961,0.31429907,-0.31429907,0.01384608,-0.01384608,0.61099187,-0.61099187
-5.26163082,1.39812888,-1.39812888,0.08632418,-0.08632418,0.00000000,-0.00000000,0.49702410,-0.49702410,0.31332271,-0.31332271,0.01304134,-0.01304134,0.59581287,-0.59581287
-5.25562781,1.37667736,-1.37667736,0.08427610,-0.08427610,0.00000000,-0.00000000,0.49291160,-0.49291160,0.31312305,-0.31312305,0.01235728,-0.01235728,0.58473010,-0.58473010
-5.24962481,1.36212336,-1.36212336,0.08298583,-0.08298583,0.00000000,-0.00000000,0.48943714,-0.48943714,0.31365495,-0.31365495,0.01180391,-0.01180391,0.57778205,-0.57778205
-5.24362181,1.35430349,-1.35430349,0.08244551,-0.08244551,0.00000000,-0.00000000,0.48652561,-0.48652561,0.31484875,-0.31484875,0.01138859,-0.01138859,0.57491571,-0.57491571
-5.23761881,1.35290103,-1.35290103,0.08263507,-0.08263507,0.00000000,-0.00000000,0.48407714,-0.48407714,0.31661425,-0.31661425,0.01111599,-0.01111599,0.57599189,-0.57599189
-5.23161581,1.35746305,-1.35746305,0.08352334,-0.08352334,0.00000000,-0.00000000,0.48197303,-0.48197303,0.31884520,-0.31884520,0.01098819,-0.01098819,0.58079183,-0.58079183
-5.22561281,1.36741918,-1.36741918,0.08506929,-0.08506929,0.00000000,-0.00000000,0.48008185,-0.48008185,0.32142389,-0.32142389,0.01100469,-0.01100469,0.58902486,-0.58902486
-5.21960980,1.38210143,-1.38210143,0.08722324,-0.08722324,0.00000000,-0.00000000,0.47826542,-0.47826542,0.32422589,-0.32422589,0.01116254,-0.01116254,0.60033681,-0.60033681
-5.21360680,1.40076432,-1.40076432,0.08992808,-0.08992808,0.00000000,-0.00000000,0.47638439,-0.47638439,0.32712456,-0.32712456,0.01145651,-0.01145651,0.61431911,-0.61431911
-5.20760380,1.42260490,-1.42260490,0.09312040,-0.09312040,0.00000000,-0.00000000,0.47430329,-0.47430329,0.32999523,-0.32999523,0.01187917,-0.01187917,0.63051828,-0.63051828
-5.20160080,1.44678236,-1.44678236,0.09673164,-0.09673164,0.00000000,-0.00000000,0.47189483,-0.47189483,0.33271896,-0.33271896,0.01242113,-0.01242113,0.64844582,-0.64844582
-5.19559780,1.47243684,-1.47243684,0.10068910,-0.10068910,0.00000000,-0.00000000,0.46904336,-0.46904336,0.33518575,-0.33518575,0.01307118,-0.01307118,0.66758847,-0.66758847
-5.18959480,1.49870747,-1.49870747,0.10491700,-0.10491700,0.00000000,-0.00000000,0.46564764,-0.46564764,0.33729718,-0.33729718,0.01381655,-0.01381655,0.68741869,-0.68741869
-5.18359180,1.52474943,-1.52474943,0.10933746,-0.10933746,0.00000000,-0.00000000,0.46162270,-0.46162270,0.33896844,-0.33896844,0.01464312,-0.01464312,0.70740540,-0.70740540
-5.17758879,1.54975023,-1.54975023,0.11387143,-0.11387143,0.00000000,-0.00000000,0.45690105,-0.45690105,0.34012986,-0.34012986,0.01553572,-0.01553572,0.72702485,-0.72702485
-5.17158579,1.57294502,-1.57294502,0.11843966,-0.11843966,0.00000000,-0.00000000,0.45143332,-0.45143332,0.34072786,-0.34072786,0.01647835,-0.01647835,0.74577165,-0.74577165
-5.16558279,1.59363115,-1.59363115,0.12296367,-0.12296367,0.00000000,-0.00000000,0.44518840,-0.44518840,0.34072551,-0.34072551,0.01745457,-0.01745457,0.76316971,-0.76316971
-5.15957979,1.61118175,-1.61118175,0.12736673,-0.12736673,0.00000000,-0.00000000,0.43815329,-0.43815329,0.34010276,-0.34010276,0.01844779,-0.01844779,0.77878298,-0.77878298
