energy_ev,total_up,N_s_up,N_p_up,S_s_up,S_p_up,Zn_p_up,Zn_d_up,Zr_p_up,Zr_d_up
-5.75987994,2.63063960,0.01744685,0.32995340,0.04537873,1.15821847,0.08302669,0.22347085,1.32366400,0.58791720
-5.75387694,2.66088681,0.01657623,0.33638879,0.04612184,1.17485884,0.08321074,0.22296294,1.32270835,0.59676796
-5.74787394,2.69005865,0.01569836,0.34265541,0.04679239,1.19066569,0.08332217,0.22271138,1.32169493,0.60554085
-5.74187094,2.71700408,0.01482025,0.34857746,0.04736918,1.20514511,0.08333159,0.22260689,1.32023403,0.61397991
-5.73586793,2.74062424,0.01394884,0.35398814,0.04783298,1.21782731,0.08320987,0.22254144,1.31792493,0.62184841
-5.72986493,2.75990161,0.01309085,0.35873391,0.04816711,1.22828070,0.08292923,0.22240988,1.31436732,0.62893489
-5.72386193,2.77393078,0.01225258,0.36267886,0.04835802,1.23612652,0.08246441,0.22211170,1.30917469,0.63505937
-5.71785893,2.78194949,0.01143988,0.36570910,0.04839590,1.24105337,0.08179389,0.22155329,1.30198901,0.64007912
-5.71185593,2.78336847,0.01065803,0.36773699,0.04827528,1.24283086,0.08090107,0.22065013,1.29249585,0.64389391
-5.70585293,2.77779853,0.00991171,0.36870482,0.04799546,1.24132175,0.07977534,0.21932923,1.28043922,0.64645044
-5.69984992,2.76507321,0.00920504,0.36858797,0.04756099,1.23649183,0.07841297,0.21753134,1.26563500,0.64774551
-5.69384692,2.74526576,0.00854154,0.36739719,0.04698187,1.22841696,0.07681779,0.21521301,1.24798252,0.64782796
-5.68784392,2.71869924,0.00792430,0.36517991,0.04627375,1.21728675,0.07500156,0.21234831,1.22747327,0.64679907
-5.68184092,2.68594883,0.00735597,0.36202055,0.04545792,1.20340454,0.07298415,0.20892999,1.20419646,0.64481124
-5.67583792,2.64783589,0.00683888,0.35803965,0.04456107,1.18718355,0.07079325,0.20497021,1.17834097,0.64206511
-5.66983492,2.60541363,0.00637519,0.35339186,0.04361500,1.16913914,0.06846393,0.20050056,1.15019351,0.63880501
-5.66383192,2.55994455,0.00596690,0.34826288,0.04265604,1.14987724,0.06603779,0.19557138,1.12013311,0.63531291
-5.65782891,2.51287023,0.00561601,0.34286530,0.04172442,1.13007953,0.06356189,0.19025054,1.08862214,0.63190095
-5.65182591,2.46577435,0.00532456,0.33743357,0.04086334,1.11048553,0.06108751,0.18462140,1.05619414,0.62890291
-5.64582291,2.42034005,0.00509470,0.33221810,0.04011809,1.09187230,0.05866863,0.17878035,1.02343911,0.62666470
-5.63981991,2.37830293,0.00492866,0.32747874,0.03953485,1.07503241,0.05636039,0.17283375,0.99098675,0.62553427
-5.63381691,2.34140112,0.00482884,0.32347780,0.03915963,1.06075081,0.05421749,0.16689455,0.95948840,0.62585119
-5.62781391,2.31132398,0.00479767,0.32047270,0.03903692,1.04978134,0.05229253,0.16107855,0.92959827,0.62793609
-5.62181091,2.28966095,0.00483766,0.31870851,0.03920848,1.04282362,0.05063448,0.15550065,0.90195467,0.63208048
-5.61580790,2.27785202,0.00495124,0.31841054,0.03971208,1.04050098,0.04928724,0.15027100,0.87716196,0.63853690
-5.60980490,2.27714136,0.00514070,0.31977719,0.04058022,1.04334016,0.04828834,0.14549139,0.85577365,0.64750994
-5.60380190,2.28853548,0.00540803,0.32297319,0.04183901,1.05175330,0.04766791,0.14125182,0.83827726,0.65914822
-5.59779890,2.31276704,0.00575482,0.32812352,0.04350710,1.06602284,0.04744777,0.13762755,0.82508137,0.67353758
-5.59179590,2.35026574,0.00618211,0.33530806,0.04559473,1.08628980,0.04764088,0.13467660,0.81650524,0.69069576
-5.58579290,2.40113695,0.00669023,0.34455738,0.04810303,1.11254583,0.04825100,0.13243784,0.81277113,0.71056858
-5.57978989,2.46514930,0.00727867,0.35584962,0.05102344,1.14462943,0.04927263,0.13092972,0.81399976,0.73302813
-5.57378689,2.54173154,0.00794597,0.36910881,0.05433744,1.18222646,0.05069126,0.13014974,0.82020887,0.75787274
-5.56778389,2.62997949,0.00868958,0.38420471,0.05801643,1.22487527,0.05248383,0.13007453,0.83131499,0.78482916
-5.56178089,2.72867305,0.00950583,0.40095436,0.06202203,1.27197631,0.05461951,0.13066070,0.84713846,0.81355690
-5.55577789,2.83630350,0.01038982,0.41912530,0.06630657,1.32280623,0.05706067,0.13184634,0.86741165,0.84365482
-5.54977489,2.95111058,0.01133546,0.43844068,0.07081389,1.37653637,0.05976404,0.13355312,0.89179019,0.87466987
-5.54377189,3.07112883,0.01233548,0.45858611,0.07548047,1.43225499,0.06268214,0.13568897,0.91986709,0.90610806
-5.53776888,3.19424231,0.01338149,0.47921817,0.08023680,1.48899314,0.06576469,0.13815117,0.95118945,0.93744732
-5.53176588,3.31824617,0.01446411,0.49997443,0.08500902,1.54575313,0.06896026,0.14082982,0.98527736,0.96815201
-5.52576288,3.44091361,0.01557316,0.52048474,0.08972073,1.60153915,0.07221787,0.14361152,1.02164460,0.99768883
-5.51975988,3.56006616,0.01669783,0.54038343,0.09429500,1.65538887,0.07548862,0.14638318,1.05982062,1.02554355
-5.51375688,3.67364507,0.01782695,0.55932198,0.09865645,1.70640517,0.07872723,0.14903578,1.09937308,1.05123811
-5.50775388,3.77978136,0.01894924,0.57698186,0.10273340,1.75378682,0.08189345,0.15146795,1.13993037,1.07434743
-5.50175088,3.87686200,0.02005368,0.59308681,0.10645989,1.79685697,0.08495336,0.15358935,1.18120319,1.09451538
-5.49574787,3.96358959,0.02112977,0.60741429,0.10977769,1.83508846,0.08788037,0.15532355,1.22300457,1.11146920
-5.48974487,4.03903324,0.02216784,0.61980539,0.11263807,1.86812475,0.09065599,0.15661048,1.26526730,1.12503167
-5.48374187,4.10266823,0.02315944,0.63017296,0.11500326,1.89579560,0.09327028,0.15740825,1.30805813,1.13513058
-5.47773887,4.15440275,0.02409753,0.63850725,0.11684766,1.91812679,0.09572201,0.15769439,1.35158780,1.14180490
-5.47173587,4.19459013,0.02497680,0.64487910,0.11815865,1.93534317,0.09801843,0.15746634,1.39621638,1.14520724
-5.46573287,4.22402576,0.02579384,0.64944009,0.11893697,1.94786490,0.10017475,0.15674129,1.44245324,1.14560241
-5.45972986,4.24392826,0.02654724,0.65241986,0.11919670,1.95629670,0.10221329,0.15555531,1.49095123,1.14336188
-5.45372686,4.25590530,0.02723773,0.65412038,0.11896478,1.96141030,0.10416230,0.15396190,1.54249497,1.13895431
-5.44772386,4.26190495,0.02786807,0.65490743,0.11828011,1.96412075,0.10605463,0.15202989,1.59798301,1.13293222
-5.44172086,4.26415397,0.02844302,0.65519958,0.11719226,1.96545718,0.10792612,0.14984091,1.65840424,1.12591537
-5.43571786,4.26508531,0.02896913,0.65545483,0.11575989,1.96652909,0.10981394,0.14748643,1.72480883,1.11857132
-5.42971486,4.26725714,0.02945445,0.65615567,0.11404878,1.96848934,0.11175483,0.14506453,1.79827440,1.11159369
-5.42371186,4.27326623,0.02990824,0.65779284,0.11212976,1.97249508,0.11378343,0.14267652,1.87986818,1.10567921
-5.41770885,4.28565902,0.03034052,0.66084841,0.11007643,1.97966820,0.11593067,0.14042350,1.97060635,1.10150407
-5.41170585,4.30684314,0.03076170,0.66577889,0.10796292,1.99105650,0.11822232,0.13840300,2.07141160,1.09970066
-5.40570285,4.33900293,0.03118205,0.67299883,0.10586156,2.00759719,0.12067782,0.13670581,2.18307035,1.10083543
-5.39969985,4.38402171,0.03161127,0.68286549,0.10384079,2.03008395,0.12330932,0.13541313,2.30619104,1.10538876
-5.39369685,4.44341349,0.03205801,0.69566523,0.10196316,2.05913864,0.12612111,0.13459397,2.44116502,1.11373765
-5.38769385,4.51826676,0.03252950,0.71160189,0.10028367,2.09518888,0.12910931,0.13430316,2.58813154,1.12614170
-5.38169085,4.60920194,0.03303113,0.73078771,0.09884830,2.13845201,0.13226193,0.13457971,2.74694822,1.14273314
-5.37568784,4.71634415,0.03356623,0.75323704,0.09769302,2.18892612,0.13555925,0.13544574,2.91716859,1.16351107
-5.36968484,4.83931211,0.03413586,0.77886308,0.09684298,2.24638847,0.13897449,0.13690598,3.09802762,1.18834031
-5.36368184,4.97722353,0.03473874,0.80747769,0.09631228,2.31040116,0.14247471,0.13894769,3.28843652,1.21695484
-5.35767884,5.12871668,0.03537129,0.83879445,0.09610391,2.38032394,0.14602197,0.14154126,3.48698745,1.24896568
-5.35167584,5.29198752,0.03602777,0.87243478,0.09621019,2.45533358,0.14957459,0.14464111,3.69196853,1.28387306
-5.34567284,5.46484093,0.03670055,0.90793700,0.09661349,2.53444923,0.15308854,0.14818714,3.90138939,1.32108230
-5.33966983,5.64475454,0.03738046,0.94476812,0.09728716,2.61656264,0.15651883,0.15210654,4.11301679,1.35992301
-5.33366683,5.82895273,0.03805725,0.98233792,0.09819684,2.70047235,0.15982099,0.15631583,4.32441976,1.39967077
-5.32766383,6.01448853,0.03872014,1.02001502,0.09930186,2.78492065,0.16295232,0.16072330,4.53302307,1.43957058
-5.32166083,6.19833052,0.03935831,1.05714431,0.10055682,2.86863177,0.16587318,0.16523146,4.73616748,1.47886134
-5.31565783,6.37745192,0.03996155,1.09306536,0.10191326,2.95035033,0.16854809,0.16973967,4.93117509,1.51680018
-5.30965483,6.54891874,0.04052082,1.12713104,0.10332136,3.02887837,0.17094662,0.17414678,5.11541735,1.55268617
-5.30365183,6.70997398,0.04102877,1.15872590,0.10473158,3.10310990,0.17304420,0.17835371,5.28638363,1.58588215
-5.29764882,6.85811508,0.04148025,1.18728348,0.10609629,3.17206162,0.17482258,0.18226588,5.44174764,1.61583417
-5.29164582,6.99116193,0.04187268,1.21230218,0.10737123,3.23489882,0.17627027,0.18579548,5.57942932,1.64208764
-5.28564282,7.10731300,0.04220637,1.23335899,0.10851683,3.29095554,0.17738258,0.18886343,5.69764968,1.66429977
-5.27963982,7.20518782,0.04248466,1.25012056,0.10949928,3.33974826,0.17816164,0.19140111,5.79497658,1.68224771
-5.27363682,7.28385430,0.04271393,1.26235134,0.11029149,3.38098279,0.17861609,0.19335166,5.87035939,1.69583223
-5.26763382,7.34284003,0.04290354,1.26991839,0.11087362,3.41455405,0.17876067,0.19467098,5.92315138,1.70507679
-5.26163082,7.38212747,0.04306555,1.27279278,0.11123352,3.44053884,0.17861558,0.19532826,5.95311886,1.71012208
-5.25562781,7.40213318,0.04321430,1.27104753,0.11136676,3.45918212,0.17820573,0.19530619,5.96043681,1.71121633
-5.24962481,7.40367246,0.04336598,1.26485218,0.11127648,3.47087723,0.17755985,0.19460075,5.94567133,1.70870180
-5.24362181,7.38791068,0.04353796,1.25446433,0.11097291,3.47614097,0.17670944,0.19322059,5.90974991,1.70299800
-5.23761881,7.35630374,0.04374814,1.24021854,0.11047268,3.47558475,0.17568766,0.19118620,5.85392084,1.69458247
-5.23161581,7.31053009,0.04401419,1.22251300,0.10979794,3.46988285,0.17452821,0.18852871,5.77970393,1.68396973
-5.22561281,7.25241733,0.04435279,1.20179464,0.10897526,3.45973935,0.17326411,0.18528848,5.68883451,1.67168946
-5.21960980,7.18386643,0.04477891,1.17854330,0.10803441,3.44585501,0.17192654,0.18151361,5.58320372,1.65826466
-5.21360680,7.10677691,0.04530506,1.15325565,0.10700707,3.42889560,0.17054370,0.17725821,5.46479726,1.64419070
-5.20760380,7.02297589,0.04594070,1.12642949,0.10592546,3.40946298,0.16913984,0.17258081,5.33563567,1.62991619
-5.20160080,6.93415413,0.04669162,1.09854899,0.10482104,3.38807026,0.16773436,0.16754264,5.19771834,1.61582622
-5.19559780,6.84181143,0.04755961,1.07007161,0.10372328,3.36512202,0.16634111,0.16220614,5.05297356,1.60222879
-5.18959480,6.74721357,0.04854213,1.04141693,0.10265844,3.34090040,0.16496791,0.15663350,4.90321638,1.58934487
-5.18359180,6.65136232,0.04963220,1.01295785,0.10164871,3.31555779,0.16361633,0.15088540,4.75011570,1.57730236
-5.17758879,6.55497952,0.05081845,0.98501448,0.10071132,3.28911621,0.16228167,0.14502001,4.59517127,1.56613435
-5.17158579,6.45850538,0.05208535,0.95785058,0.09985809,3.26147349,0.16095333,0.13909213,4.43970111,1.55578149
-5.16558279,6.36211091,0.05341355,0.93167272,0.09909511,3.23241598,0.15961530,0.13315255,4.28483897,1.54609848
-5.15957979,6.26572325,0.05478043,0.90663196,0.09842267,3.20163703,0.15824700,0.12724772,4.13154129,1.53686431
-5.15357679,6.16906265,0.05616077,0.88282776,0.09783552,3.16876051,0.15682435,0.12141949,3.98060234,1.52779587
-5.14757379,6.07168888,0.05752750,0.86031377,0.09732329,3.13336833,0.15532094,0.11570512,3.83267630,1.51856426
-5.14157079,5.97305483,0.05885260,0.83910519,0.09687120,3.09503055,0.15370945,0.11013737,3.68830439,1.50881329
-5.13556778,5.87256456,0.06010797,0.81918714,0.09646083,3.05333682,0.15196307,0.10474475,3.54794525,1.49817919
-5.12956478,5.76963300,0.06126640,0.80052357,0.09607114,3.00792769,0.15005695,0.09955184,3.41200654,1.48631091
-5.12356178,5.66374438,0.06230247,0.78306633,0.09567953,2.95852434,0.14796965,0.09457960,3.28087587,1.47289001
-5.11755878,5.55450671,0.06319342,0.76676379,0.09526291,2.90495531,0.14568443,0.08984576,3.15494928,1.45764944
-5.11155578,5.44169969,0.06391997,0.75156874,0.09479879,2.84717909,0.14319038,0.08536518,3.03465552,1.44039024
-5.10555278,5.32531370,0.06446695,0.73744508,0.09426628,2.78530133,0.14048338,0.08115013,2.92047483,1.42099555
-5.09954977,5.20557825,0.06482387,0.72437312,0.09364701,2.71958597,0.13756671,0.07721062,2.81295120,1.39944129
-5.09354677,5.08297829,0.06498527,0.71235310,0.09292592,2.65045953,0.13445145,0.07355453,2.71269719,1.37580283
-5.08754377,4.95825759,0.06495093,0.70140698,0.09209180,2.57850838,0.13115651,0.07018782,2.62039113,1.35025754
-5.08154077,4.83240908,0.06472587,0.69157834,0.09113771,2.50446886,0.12770838,0.06711460,2.53676650,1.32308278
-5.07553777,4.70665220,0.06432018,0.68293039,0.09006121,2.42921059,0.12414054,0.06433715,2.46259397,1.29464945
-5.06953477,4.58239826,0.06374863,0.67554230,0.08886435,2.35371352,0.12049259,0.06185592,2.39865677,1.26541128
-5.06353177,4.46120520,0.06303019,0.66950403,0.08755347,2.27903954,0.11680914,0.05966952,2.34572028,1.23589012
-5.05752876,4.34472349,0.06218726,0.66490981,0.08613887,2.20629972,0.11313846,0.05777466,2.30449731,1.20665789
-5.05152576,4.23463555,0.06124494,0.66185077,0.08463432,2.13661848,0.10953103,0.05616607,2.27561048,1.17831571
-5.04552276,4.13259109,0.06023006,0.66040695,0.08305642,2.07109598,0.10603790,0.05483654,2.25955339,1.15147127
-5.03951976,4.04014118,0.05917023,0.66063917,0.08142391,2.01077035,0.10270912,0.05377685,2.25665247,1.12671519
-5.03351676,3.95867385,0.05809284,0.66258115,0.07975696,1.95658115,0.09959208,0.05297584,2.26703135,1.10459737
-5.02751376,3.88935399,0.05702405,0.66623229,0.07807638,1.90933556,0.09673004,0.05242047,2.29057954,1.08560442
-5.02151076,3.83307023,0.05598788,0.67155157,0.07640287,1.86967868,0.09416073,0.05209594,2.32692730,1.07013910
-5.01550775,3.79039112,0.05500533,0.67845281,0.07475640,1.83806915,0.09191520,0.05198588,2.37542801,1.05850271
-5.00950475,3.76153258,0.05409367,0.68680176,0.07315550,1.81476107,0.09001682,0.05207249,2.43514971,1.05088108
-5.00350175,3.74633839,0.05326584,0.69641505,0.07161681,1.79979300,0.08848065,0.05233685,2.50487647,1.04733513
-4.99749875,3.74427442,0.05253006,0.70706144,0.07015461,1.79298460,0.08731304,0.05275918,2.58312041,1.04779605
-4.99149575,3.75443735,0.05188956,0.71846508,0.06878057,1.79394090,0.08651149,0.05331911,2.66814449,1.05206570
-4.98549275,3.77557763,0.05134265,0.73031108,0.06750349,1.80206433,0.08606491,0.05399598,2.75799587,1.05982209
-4.97948974,3.80613581,0.05088279,0.74225301,0.06632930,1.81657389,0.08595408,0.05476916,2.85054896,1.07062977
-4.97348674,3.84429119,0.05049904,0.75392223,0.06526103,1.83653082,0.08615237,0.05561834,2.94355720,1.08395478
-4.96748374,3.88802065,0.05017657,0.76493864,0.06429898,1.86086981,0.08662670,0.05652377,3.03471174,1.09918347
-4.96148074,3.93516552,0.04989736,0.77492251,0.06344093,1.88843448,0.08733870,0.05746653,3.12170515,1.11564453
-4.95547774,3.98350385,0.04964105,0.78350687,0.06268237,1.91801586,0.08824596,0.05842871,3.20229782,1.13263320
-4.94947474,4.03082509,0.04938581,0.79034995,0.06201688,1.94839229,0.08930335,0.05939360,3.27438461,1.14943671
-4.94347174,4.07500417,0.04910933,0.79514724,0.06143644,1.97836931,0.09046443,0.06034576,3.33605909,1.16535986
-4.93746873,4.11407221,0.04878981,0.79764249,0.06093179,2.00681788,0.09168279,0.06127116,3.38567279,1.17974976
-4.93146573,4.14628070,0.04840684,0.79763723,0.06049282,2.03270960,0.09291326,0.06215715,3.42188709,1.19201858
-4.92546273,4.17015686,0.04794230,0.79499851,0.06010887,2.05514761,0.09411313,0.06299246,3.44371553,1.20166359
-4.91945973,4.18454798,0.04738111,0.78966422,0.05976905,2.07339195,0.09524310,0.06376720,3.45055462,1.20828347
-4.91345673,4.18865296,0.04671183,0.78164598,0.05946251,2.08687867,0.09626809,0.06447268,3.44220196,1.21159056
-4.90745373,4.18204017,0.04592709,0.77102934,0.05917863,2.09523196,0.09715788,0.06510141,3.41886067,1.21141838
-4.90145073,4.16465095,0.04502387,0.75797125,0.05890726,2.09826904,0.09788748,0.06564688,3.38112989,1.20772438
-4.89544772,4.13678894,0.04400355,0.74269494,0.05863875,2.09599779,0.09843734,0.06610350,3.32998173,1.20058788
-4.88944472,4.09909614,0.04287181,0.72548229,0.05836413,2.08860757,0.09879337,0.06646641,3.26672542,1.19020339
-4.88344172,4.05251678,0.04163831,0.70666416,0.05807507,2.07645355,0.09894675,0.06673140,3.19296029,1.17686977
-4.87743872,3.99825094,0.04031623,0.68660894,0.05776398,2.06003567,0.09889360,0.06689479,3.11051920,1.16097577
-4.87143572,3.93770017,0.03892170,0.66570987,0.05742390,2.03997308,0.09863457,0.06695332,3.02140503,1.14298266
-4.86543272,3.87240750,0.03747308,0.64437159,0.05704857,2.01697542,0.09817425,0.06690413,2.92772250,1.12340487
-4.85942971,3.80399467,0.03599017,0.62299652,0.05663236,1.99181216,0.09752068,0.06674473,2.83160829,1.10278931
-4.85342671,3.73409924,0.03449347,0.60197156,0.05617023,1.96528137,0.09668467,0.06647303,2.73516212,1.08169449
-4.84742371,3.66431419,0.03300337,0.58165568,0.05565775,1.93817933,0.09567927,0.06608736,2.64038144,1.06067016
-4.84142071,3.59613272,0.03153939,0.56236889,0.05509108,1.91127217,0.09451922,0.06558660,2.54910239,1.04023837
-4.83541771,3.53090011,0.03011954,0.54438286,0.05446699,1.88527071,0.09322049,0.06497029,2.46294908,1.02087667
-4.82941471,3.46977479,0.02875977,0.52791378,0.05378288,1.86080944,0.09179993,0.06423877,2.38329302,1.00300394
-4.82341171,3.41369960,0.02747351,0.51311739,0.05303687,1.83843044,0.09027496,0.06339332,2.31122404,0.98696951
-4.81740870,3.36338444,0.02627142,0.50008652,0.05222780,1.81857262,0.08866345,0.06243639,2.24753354,0.97304575
-4.81140570,3.31930033,0.02516124,0.48885114,0.05135537,1.80156669,0.08698364,0.06137169,2.19271022,0.96142425
-4.80540270,3.28168482,0.02414778,0.47938069,0.05042017,1.78763567,0.08525419,0.06020442,2.14694817,0.95221573
-4.79939970,3.25055798,0.02323310,0.47158872,0.04942379,1.77690078,0.08349433,0.05894135,2.11016635,0.94545329
-4.79339670,3.22574785,0.02241678,0.46533943,0.04836889,1.76939214,0.08172405,0.05759092,2.08203828,0.94109897
-4.78739370,3.20692363,0.02169627,0.46045587,0.04725923,1.76506354,0.07996433,0.05616334,2.06203025,0.93905290
-4.78139070,3.19363488,0.02106736,0.45672927,0.04609973,1.76381040,0.07823744,0.05467053,2.04944588,0.93916468
-4.77538769,3.18535447,0.02052471,0.45392926,0.04489649,1.76548985,0.07656716,0.05312614,2.04347498,0.94124638
-4.76938469,3.18152317,0.02006232,0.45181441,0.04365677,1.76994185,0.07497900,0.05154541,2.04324410,0.94508640
-4.76338169,3.18159348,0.01967408,0.45014260,0.04238894,1.77701012,0.07350039,0.04994503,2.04786659,0.95046359
-4.75737869,3.18507059,0.01935422,0.44868096,0.04110243,1.78656187,0.07216069,0.04834290,2.05648961,0.95716097
-4.75137569,3.19154852,0.01909775,0.44721479,0.03980758,1.79850515,0.07099118,0.04675790,2.06833621,0.96497841
-4.74537269,3.20073963,0.01890076,0.44555532,0.03851558,1.81280297,0.07002484,0.04520954,2.08274053,0.97374360
-4.73936968,3.21249621,0.01876068,0.44354585,0.03723823,1.82948351,0.06929610,0.04371766,2.09917471,0.98332109
-4.73336668,3.22682324,0.01867637,0.44106631,0.03598782,1.84864567,0.06884030,0.04230202,2.11726657,0.99361880
-4.72736368,3.24388166,0.01864817,0.43803587,0.03477688,1.87045987,0.06869316,0.04098190,2.13680753,1.00459179
-4.72136068,3.26398236,0.01867777,0.43441381,0.03361802,1.89516393,0.06889004,0.03977575,2.15775072,1.01624338
-4.71535768,3.28757115,0.01876804,0.43019864,0.03252362,1.92305417,0.06946508,0.03870077,2.18019979,1.02862336
-4.70935468,3.31520568,0.01892273,0.42542551,0.03150570,1.95447230,0.07045034,0.03777254,2.20438941,1.04182367
-4.70335168,3.34752553,0.01914613,0.42016229,0.03057562,1.98978858,0.07187477,0.03700469,2.23065864,1.05597169
-4.69734867,3.38521713,0.01944263,0.41450452,0.02974387,2.02938213,0.07376323,0.03640858,2.25941903,1.07122159
-4.69134567,3.42897511,0.01981637,0.40856946,0.02901989,2.07361940,0.07613557,0.03599309,2.29111910,1.08774420
-4.68534267,3.47946231,0.02027071,0.40248975,0.02841185,2.12283178,0.07900561,0.03576437,2.32620738,1.10571590
-4.67933967,3.53727015,0.02080790,0.39640681,0.02792649,2.17729342,0.08238037,0.03572577,2.36509586,1.12530705
-4.67333667,3.60288138,0.02142869,0.39046452,0.02756895,2.23720038,0.08625939,0.03587767,2.40812599,1.14667066
-4.66733367,3.67663693,0.02213202,0.38480330,0.02734268,2.30265198,0.09063410,0.03621759,2.45553868,1.16993163
-4.66133067,3.75870833,0.02291482,0.37955494,0.02724932,2.37363542,0.09548756,0.03674012,2.50745001,1.19517718
-4.65532766,3.84907682,0.02377187,0.37483838,0.02728865,2.45001408,0.10079425,0.03743713,2.56383363,1.22244890
-4.64932466,3.94752008,0.02469578,0.37075656,0.02745855,2.53152027,0.10652016,0.03829786,2.62451060,1.25173654
-4.64332166,4.05360687,0.02567708,0.36739435,0.02775504,2.61775256,0.11262313,0.03930915,2.68914704,1.28297401
