energy_ev,total_up,C_s_up,C_p_up,Na_s_up,Os_p_up,Os_d_up,S_s_up,S_p_up
-5.80190095,0.15564506,0.00116477,0.01091559,0.00592187,0.01675230,0.06652439,0.00661650,0.06449731
-5.79589795,0.19142102,0.00142805,0.01352357,0.00732072,0.02068630,0.08192457,0.00814571,0.07905983
-5.78989495,0.23469951,0.00174378,0.01665434,0.00900196,0.02549245,0.10060355,0.00996961,0.09663798
-5.78389195,0.28646293,0.00211837,0.02038120,0.01100490,0.03129465,0.12299992,0.01212487,0.11760793
-5.77788894,0.34775973,0.00255848,0.02478170,0.01337140,0.03822922,0.14958394,0.01464905,0.14236843
-5.77188594,0.41968386,0.00307091,0.02993623,0.01614519,0.04644321,0.18084879,0.01757952,0.17133209
-5.76588294,0.50334974,0.00366235,0.03592645,0.01937112,0.05609223,0.21729956,0.02095222,0.20491490
-5.75987994,0.59986269,0.00433919,0.04283326,0.02309425,0.06733783,0.25944027,0.02480034,0.24352425
-5.75387694,0.71028509,0.00510728,0.05073452,0.02735876,0.08034430,0.30775861,0.02915267,0.28754544
-5.74787394,0.83559886,0.00597169,0.05970249,0.03220674,0.09527493,0.36270892,0.03403202,0.33732700
-5.74187094,0.97666512,0.00693641,0.06980108,0.03767696,0.11228794,0.42469363,0.03945346,0.39316535
-5.73586793,1.13418206,0.00800412,0.08108290,0.04380349,0.13153182,0.49404362,0.04542260,0.45528902
-5.72986493,1.30864260,0.00917593,0.09358638,0.05061436,0.15314051,0.57099810,0.05193404,0.52384329
-5.72386193,1.50029325,0.01045116,0.10733288,0.05813021,0.17722832,0.65568487,0.05896981,0.59887571
-5.71785893,1.70909620,0.01182716,0.12232403,0.06636310,0.20388494,0.74810158,0.06649827,0.68032329
-5.71185593,1.93469638,0.01329914,0.13853946,0.07531536,0.23317046,0.84809909,0.07447320,0.76800207
-5.70585293,2.17639536,0.01486015,0.15593490,0.08497869,0.26511090,0.95536772,0.08283337,0.86159963
-5.69984992,2.43313397,0.01650102,0.17444092,0.09533346,0.29969418,1.06942725,0.09150264,0.96067129
-5.69384692,2.70348501,0.01821044,0.19396237,0.10634830,0.33686688,1.18962159,0.10039055,1.06464035
-5.68784392,2.98565737,0.01997513,0.21437853,0.11797993,0.37653186,1.31511871,0.10939347,1.17280267
-5.68184092,3.27751220,0.02178001,0.23554414,0.13017332,0.41854705,1.44491624,0.11839645,1.28433582
-5.67583792,3.57659151,0.02360854,0.25729118,0.14286214,0.46272530,1.57785323,0.12727545,1.39831264
-5.66983492,3.88015872,0.02544304,0.27943159,0.15596951,0.50883564,1.71262779,0.13590023,1.51371887
-5.66383192,4.18525046,0.02726511,0.30176063,0.16940896,0.55660572,1.84782052,0.14413757,1.62947443
-5.65782891,4.48873799,0.02905608,0.32406095,0.18308566,0.60572571,1.98192313,0.15185483,1.74445756
-5.65182591,4.78739649,0.03079744,0.34610719,0.19689781,0.65585332,2.11337140,0.15892368,1.85753101
-5.64582291,5.07797966,0.03247131,0.36767095,0.21073816,0.70662013,2.24058135,0.16522386,1.96756921
-5.63981991,5.35729708,0.03406087,0.38852597,0.22449562,0.75763878,2.36198758,0.17064683,2.07348556
-5.63381691,5.62229146,0.03555079,0.40845331,0.23805689,0.80851121,2.47608205,0.17509913,2.17425851
-5.62781391,5.87011289,0.03692750,0.42724639,0.25130815,0.85883737,2.58145222,0.17850529,2.26895579
-5.62181091,6.09818737,0.03817956,0.44471569,0.26413666,0.90822445,2.67681678,0.18081025,2.35675554
-5.61580790,6.30427723,0.03929776,0.46069291,0.27643236,0.95629629,2.76105783,0.18198102,2.43696394
-5.60980490,6.48653116,0.04027533,0.47503455,0.28808937,1.00270265,2.83324823,0.18200769,2.50902859
-5.60380190,6.64352252,0.04110790,0.48762469,0.29900745,1.04712821,2.89267300,0.18090362,2.57254739
-5.59779890,6.77427460,0.04179351,0.49837707,0.30909341,1.08930092,2.93884434,0.17870484,2.62727280
-5.59179590,6.87827254,0.04233244,0.50723622,0.31826238,1.12899948,2.97150950,0.17546872,2.67311160
-5.58579290,6.95546190,0.04272711,0.51417781,0.32643917,1.16605973,2.99065162,0.17127196,2.71012033
-5.57978989,7.00623444,0.04298179,0.51920816,0.33355936,1.20037963,2.99648348,0.16620797,2.73849697
-5.57378689,7.03140212,0.04310238,0.52236307,0.33957055,1.23192267,2.98943486,0.16038382,2.75856920
-5.56778389,7.03216081,0.04309609,0.52370583,0.34443332,1.26071940,2.97013400,0.15391682,2.77078001
-5.56178089,7.01004515,0.04297120,0.52332474,0.34812215,1.28686702,2.93938407,0.14693100,2.77567110
-5.55577789,6.96687642,0.04273675,0.52133010,0.35062625,1.31052665,2.89813582,0.13955344,2.77386474
-5.54977489,6.90470538,0.04240228,0.51785075,0.35195000,1.33191846,2.84745731,0.13191080,2.76604463
-5.54377189,6.82575158,0.04197756,0.51303037,0.35211330,1.35131437,2.78850203,0.12412606,2.75293614
-5.53776888,6.73234125,0.04147238,0.50702352,0.35115148,1.36902843,2.72247647,0.11631556,2.73528643
-5.53176588,6.62684510,0.04089636,0.49999156,0.34911488,1.38540505,2.65060812,0.10858651,2.71384481
-5.52576288,6.51161765,0.04025877,0.49209854,0.34606798,1.40080526,2.57411499,0.10103494,2.68934350
-5.51975988,6.38893944,0.03956834,0.48350714,0.34208812,1.41559133,2.49417735,0.09374420,2.66247925
-5.51375688,6.26096339,0.03883324,0.47437479,0.33726374,1.43011027,2.41191246,0.08678394,2.63389601
-5.50775388,6.12966635,0.03806086,0.46484991,0.33169222,1.44467676,2.32835278,0.08020964,2.60416901
-5.50175088,5.99680713,0.03725785,0.45506860,0.32547726,1.45955626,2.24442812,0.07406254,2.57379054
-5.49574787,5.86389180,0.03642997,0.44515165,0.31872608,1.47494902,2.16095198,0.06837013,2.54315797
-5.48974487,5.73214731,0.03558210,0.43520208,0.31154632,1.49097590,2.07861220,0.06314684,2.51256438
-5.48374187,5.60250440,0.03471822,0.42530330,0.30404286,1.50766682,1.99796602,0.05839516,2.48219226
-5.47773887,5.47559026,0.03384142,0.41551797,0.29631479,1.52495267,1.91943944,0.05410696,2.45211091
-5.47173587,5.35173177,0.03295392,0.40588754,0.28845249,1.54266145,1.84333073,0.05026494,2.42227786
-5.46573287,5.23096953,0.03205716,0.39643273,0.28053514,1.56051924,1.76981787,0.04684425,2.39254475
-5.45972986,5.11308259,0.03115188,0.38715479,0.27262871,1.57815636,1.69896950,0.04381412,2.36266780
-5.45372686,4.99762376,0.03023823,0.37803761,0.26478451,1.59511896,1.63075911,0.04113948,2.33232303
-5.44772386,4.88396452,0.02931596,0.36905066,0.25703853,1.61088595,1.56508177,0.03878254,2.30112596
-5.44172086,4.77134835,0.02838461,0.36015277,0.24941148,1.62489070,1.50177307,0.03670431,2.26865539
-5.43571786,4.65895097,0.02744369,0.35129636,0.24190958,1.63654716,1.44062942,0.03486597,2.23448057
-5.42971486,4.54594517,0.02649290,0.34243238,0.23452612,1.64527909,1.38142914,0.03323012,2.19819076
-5.42371186,4.43156797,0.02553242,0.33351540,0.22724366,1.65055137,1.32395364,0.03176185,2.15942616
-5.41770885,4.31518743,0.02456308,0.32450892,0.22003677,1.65190199,1.26800787,0.03042968,2.11790877
-5.41170585,4.19636614,0.02358663,0.31539053,0.21287518,1.64897313,1.21343943,0.02920630,2.07347175
-5.40570285,4.07491871,0.02260589,0.30615677,0.20572722,1.64153979,1.16015563,0.02806912,2.02608597
-5.39969985,3.95096052,0.02162493,0.29682746,0.19856320,1.62953448,1.10813787,0.02700065,1.97588214
-5.39369685,3.82494531,0.02064920,0.28744929,0.19135879,1.61306647,1.05745293,0.02598873,1.92316745
-5.38769385,3.69768969,0.01968556,0.27809851,0.18409807,1.59243456,1.00826063,0.02502655,1.86843550
-5.38169085,3.57038307,0.01874229,0.26888255,0.17677606,1.56813230,0.96081782,0.02411253,1.81236884
-5.37568784,3.44458216,0.01782905,0.25994054,0.16940080,1.54084518,0.91547835,0.02325004,1.75583362
-5.36968484,3.32218983,0.01695672,0.25144263,0.16199464,1.51143950,0.87268918,0.02244704,1.69986623
-5.36368184,3.20541873,0.01613727,0.24358799,0.15459488,1.48094314,0.83298277,0.02171551,1.64565209
-5.35767884,3.09674076,0.01538346,0.23660179,0.14725366,1.45051871,0.79696589,0.02107084,1.59449736
-5.35167584,2.99882391,0.01470861,0.23073085,0.14003711,1.42143000,0.76530541,0.02053116,1.54779426
-5.34567284,2.91445858,0.01412625,0.22623837,0.13302385,1.39500295,0.73871134,0.02011657,1.50698127
-5.33966983,2.84647592,0.01364978,0.22339767,0.12630289,1.37258245,0.71791761,0.01984833,1.47349966
-5.33366683,2.79766060,0.01329208,0.22248517,0.11997114,1.35548681,0.70366128,0.01974807,1.44874772
-5.32766383,2.77066129,0.01306518,0.22377264,0.11413046,1.34496141,0.69666056,0.01983695,1.43403451
-5.32166083,2.76790133,0.01297988,0.22751908,0.10888457,1.34213345,0.69759217,0.02013487,1.43053464
-5.31565783,2.79149277,0.01304538,0.23396222,0.10433585,1.34796947,0.70706878,0.02065975,1.43924581
-5.30965483,2.84315632,0.01326901,0.24330995,0.10058217,1.36323723,0.72561683,0.02142679,1.46095053
-5.30365183,2.92414989,0.01365595,0.25573185,0.09771385,1.38847341,0.75365541,0.02244784,1.49618344
-5.29764882,3.03520785,0.01420896,0.27135101,0.09581087,1.42395844,0.79147664,0.02373091,1.54520545
-5.29164582,3.17649318,0.01492831,0.29023646,0.09494041,1.46969922,0.83922818,0.02527966,1.60798560
-5.28564282,3.34756395,0.01581159,0.31239632,0.09515475,1.52542061,0.89689824,0.02709312,1.68419129
-5.27963982,3.54735567,0.01685375,0.33777210,0.09648961,1.59056587,0.96430373,0.02916544,1.77318746
-5.27363682,3.77418008,0.01804710,0.36623423,0.09896292,1.66430617,1.04108195,0.03148584,1.87404467
-5.26763382,4.02574114,0.01938147,0.39757925,0.10257411,1.74555881,1.12668647,0.03403862,1.98555607
-5.26163082,4.29916793,0.02084435,0.43152879,0.10730386,1.83301362,1.22038728,0.03680332,2.10626257
-5.25562781,4.59106410,0.02242121,0.46773056,0.11311430,1.92516652,1.32127602,0.03975505,2.23448576
-5.24962481,4.89757293,0.02409578,0.50576159,0.11994976,2.02035921,1.42827606,0.04286489,2.36836718
-5.24362181,5.21445624,0.02585043,0.54513376,0.12773786,2.11682357,1.54015792,0.04610037,2.50591303
-5.23761881,5.53718553,0.02766659,0.58530167,0.13639110,2.21272922,1.65555973,0.04942615,2.64504253
-5.23161581,5.86104260,0.02952521,0.62567273,0.14580886,2.30623268,1.77301263,0.05280462,2.78363862
-5.22561281,6.18122706,0.03140719,0.66561946,0.15587963,2.39552635,1.89097059,0.05619669,2.91959908
-5.21960980,6.49296750,0.03329383,0.70449346,0.16648366,2.47888579,2.00784404,0.05956254,3.05088653
-5.21360680,6.79163299,0.03516730,0.74164097,0.17749577,2.55471359,2.12203650,0.06286237,3.17557556
-5.20760380,7.07284171,0.03701101,0.77641930,0.18878835,2.62157857,2.23198312,0.06605714,3.29189566
-5.20160080,7.33256308,0.03880995,0.80821373,0.20023444,2.67824898,2.33619009,0.06910928,3.39826852
-5.19559780,7.56721057,0.04055101,0.83645413,0.21171079,2.72371885,2.43327346,0.07198333,3.49333871
-5.18959480,7.77372219,0.04222318,0.86063088,0.22310087,2.75722684,2.52199633,0.07464649,3.57599715
-5.18359180,7.94962649,0.04381769,0.88030921,0.23429769,2.77826722,2.60130290,0.07706910,3.64539681
-5.17758879,8.09309221,0.04532807,0.89514154,0.24520630,2.78659304,2.67034825,0.07922502,3.70096077
-5.17158579,8.20296042,0.04675012,0.90487724,0.25574607,2.78221176,2.72852280,0.08109188,3.74238277
-5.16558279,8.27875880,0.04808188,0.90936943,0.26585241,2.76537393,2.77547044,0.08265128,3.76962099
-5.15957979,8.32069802,0.04932336,0.90857848,0.27547808,2.73655581,2.81109981,0.08388892,3.78288569
-5.15357679,8.32965119,0.05047644,0.90257216,0.28459400,2.69643688,2.83558813,0.08479456,3.78262180
-5.14757379,8.30711761,0.05154451,0.89152241,0.29318943,2.64587342,2.84937755,0.08536202,3.76948753
-5.14157079,8.25517254,0.05253221,0.87569887,0.30127161,2.58586938,2.85316418,0.08558908,3.74432997
-5.13556778,8.17640521,0.05344508,0.85545959,0.30886484,2.51754564,2.84788001,0.08547736,3.70815885
-5.12956478,8.07384730,0.05428925,0.83123930,0.31600899,2.44210893,2.83466857,0.08503213,3.66211936
-5.12356178,7.95089430,0.05507103,0.80353571,0.32275753,2.36082135,2.81485506,0.08426217,3.60746471
-5.11755878,7.81122223,0.05579664,0.77289463,0.32917501,2.27497129,2.78991192,0.08317955,3.54552927
-5.11155578,7.65870197,0.05647181,0.73989434,0.33533424,2.18584651,2.76142110,0.08179942,3.47770247
-5.10555278,7.49731341,0.05710153,0.70512997,0.34131307,2.09470991,2.73103413,0.08013980,3.40540392
-5.09954977,7.33106132,0.05768973,0.66919841,0.34719096,2.00277818,2.70043138,0.07822133,3.33005985
-5.09354677,7.16389489,0.05823906,0.63268427,0.35304541,1.91120349,2.67128160,0.07606699,3.25308085
-5.08754377,6.99963220,0.05875069,0.59614735,0.35894832,1.82105834,2.64520305,0.07370181,3.17584106
-5.08154077,6.84189118,0.05922415,0.56011190,0.36496245,1.73332334,2.62372740,0.07115252,3.09965867
-5.07553777,6.69402816,0.05965722,0.52505786,0.37113806,1.64887774,2.60826716,0.06844721,3.02577784
-5.06953477,6.55908486,0.06004595,0.49141420,0.37750984,1.56849255,2.60008789,0.06561487,2.95535217
-5.06353177,6.43974478,0.06038466,0.45955434,0.38409430,1.49282596,2.60028547,0.06268501,2.88942986
-5.05752876,6.33829945,0.06066606,0.42979350,0.39088765,1.42242089,2.60976928,0.05968715,2.82894080
-5.05152576,6.25662503,0.06088148,0.40238782,0.39786437,1.35770445,2.62925133,0.05665036,2.77468592
-5.04552276,6.19616940,0.06102111,0.37753504,0.40497647,1.29898909,2.65924155,0.05360276,2.72732912
-5.03951976,6.15794977,0.06107438,0.35537644,0.41215357,1.24647554,2.70004905,0.05057109,2.68739209
-5.03351676,6.14256025,0.06103036,0.33599972,0.41930378,1.20025710,2.75178890,0.04758028,2.65525222
-5.02751376,6.15018895,0.06087830,0.31944266,0.42631549,1.16032558,2.81439393,0.04465302,2.63114370
-5.02151076,6.18064349,0.06060811,0.30569720,0.43305990,1.12657850,2.88763060,0.04180950,2.61516190
-5.01550775,6.23338362,0.06021093,0.29471380,0.43939439,1.09882761,2.97111817,0.03906714,2.60727067
-5.00950475,6.30755950,0.05967969,0.28640588,0.44516648,1.07680852,3.06434994,0.03644044,2.60731235
-5.00350175,6.40205378,0.05900964,0.28065422,0.45021833,1.06019130,3.16671557,0.03394092,2.61501986
-4.99749875,6.51552558,0.05819882,0.27731125,0.45439168,1.04859184,3.27752323,0.03157711,2.63003021
-4.99149575,6.64645459,0.05724846,0.27620516,0.45753289,1.04158350,3.39602062,0.02935470,2.65189886
-4.98549275,6.79318328,0.05616325,0.27714385,0.45949797,1.03870910,3.52141397,0.02727666,2.68011383
-4.97948974,6.95395574,0.05495157,0.27991877,0.46015750,1.03949251,3.65288416,0.02534352,2.71410920
-4.97348674,7.12695174,0.05362543,0.28430859,0.45940103,1.04344983,3.78959958,0.02355365,2.75327712
-4.96748374,7.31031512,0.05220041,0.29008277,0.45714098,1.05009956,3.93072529,0.02190356,2.79697784
-4.96148074,7.50217605,0.05069539,0.29700521,0.45331576,1.05897172,4.07542878,0.02038826,2.84454767
-4.95547774,7.70066696,0.04913210,0.30483776,0.44789211,1.06961553,4.22288219,0.01900159,2.89530452
-4.94947474,7.90393282,0.04753459,0.31334383,0.44086646,1.08160546,4.37226180,0.01773655,2.94855140
-4.94347174,8.11013635,0.04592861,0.32229198,0.43226542,1.09454574,4.52274518,0.01658560,3.00357806
-4.93746873,8.31745943,0.04434080,0.33145954,0.42214522,1.10807316,4.67350690,0.01554094,3.05966143
-4.93146573,8.52410200,0.04279796,0.34063622,0.41059039,1.12185840,4.82371352,0.01459475,3.11606539
-4.92546273,8.72828005,0.04132620,0.34962764,0.39771150,1.13560592,4.97251875,0.01373938,3.17204080
-4.91945973,8.92822397,0.03995016,0.35825876,0.38364241,1.14905282,5.11905936,0.01296750,3.22682618
-4.91345673,9.12217876,0.03869224,0.36637714,0.36853673,1.16196686,5.26245266,0.01227225,3.27965012
-4.90745373,9.30840727,0.03757197,0.37385596,0.35256416,1.17414396,5.40179585,0.01164733,3.32973560
-4.90145073,9.48519713,0.03660545,0.38059678,0.33590636,1.18540565,5.53616771,0.01108704,3.37630684
-4.89544772,9.65087225,0.03580490,0.38653186,0.31875294,1.19559663,5.66463265,0.01058635,3.41859875
-4.88944472,9.80380871,0.03517848,0.39162614,0.30129738,1.20458288,5.78624734,0.01014093,3.45586899
-4.88344172,9.94245529,0.03473011,0.39587867,0.28373326,1.21225043,5.90006959,0.00974720,3.48741234
-4.87743872,10.06535798,0.03445964,0.39932356,0.26625067,1.21850508,6.00516953,0.00940233,3.51257700
-4.87143572,10.17118781,0.03436302,0.40203031,0.24903308,1.22327307,6.10064267,0.00910429,3.53078220
-4.86543272,10.25877116,0.03443275,0.40410356,0.23225460,1.22650272,6.18562458,0.00885194,3.54153626
-4.85942971,10.32712130,0.03465836,0.40568207,0.21607767,1.22816698,6.25930699,0.00864499,3.54445446
-4.85342671,10.37547015,0.03502708,0.40693708,0.20065122,1.22826663,6.32095479,0.00848414,3.53927569
-4.84742371,10.40329863,0.03552450,0.40806990,0.18610917,1.22683387,6.36992362,0.00837113,3.52587709
-4.84142071,10.41036452,0.03613532,0.40930868,0.17256939,1.22393604,6.40567770,0.00830879,3.50428592
-4.83541771,10.39672616,0.03684405,0.41090437,0.16013292,1.21967904,6.42780729,0.00830110,3.47468781
-4.82941471,10.36276080,0.03763569,0.41312596,0.14888341,1.21420994,6.43604523,0.00835326,3.43743101
-4.82341171,10.30917613,0.03849628,0.41625479,0.13888682,1.20771859,6.43028202,0.00847169,3.39302605
-4.81740870,10.23701386,0.03941340,0.42057827,0.13019123,1.20043767,6.41057852,0.00866409,3.34214057
-4.81140570,10.14764423,0.04037647,0.42638285,0.12282674,1.19264095,6.37717565,0.00893932,3.28558932
-4.80540270,10.04275078,0.04137689,0.43394647,0.11680540,1.18463960,6.33050015,0.00930742,3.22431939
-4.79939970,9.92430478,0.04240800,0.44353066,0.11212124,1.17677629,6.27116565,0.00977943,3.15939098
-4.79339670,9.79452937,0.04346496,0.45537253,0.10875036,1.16941731,6.19996848,0.01036726,3.09195420
-4.78739370,9.65585387,0.04454434,0.46967680,0.10665104,1.16294267,6.11787759,0.01108348,3.02322273
-4.78139070,9.51085917,0.04564369,0.48660827,0.10576399,1.15773473,6.02601845,0.01194106,2.95444492
-4.77538769,9.36221577,0.04676098,0.50628504,0.10601284,1.15416554,5.92565105,0.01295306,2.88687361
-4.76938469,9.21261654,0.04789401,0.52877267,0.10730473,1.15258380,5.81814233,0.01413237,2.82173565
-4.76338169,9.06470687,0.04903979,0.55407974,0.10953130,1.15330172,5.70493407,0.01549127,2.76020215
-4.75737869,8.92101488,0.05019400,0.58215505,0.11256997,1.15658279,5.58750730,0.01704117,2.70336093
-4.75137569,8.78388516,0.05135054,0.61288654,0.11628567,1.16263109,5.46734478,0.01879220,2.65219200
-4.74537269,8.65541891,0.05250120,0.64610227,0.12053286,1.17158263,5.34589335,0.02075290,2.60754728
-4.73936968,8.53742369,0.05363549,0.68157344,0.12515816,1.18349962,5.22452789,0.02292988,2.57013522
-4.73336668,8.43137510,0.05474075,0.71901929,0.13000323,1.19836787,5.10451873,0.02532759,2.54051108
-4.72736368,8.33839260,0.05580228,0.75811389,0.13490806,1.21609757,4.98700423,0.02794807,2.51907310
-4.72136068,8.25923036,0.05680387,0.79849446,0.13971452,1.23652778,4.87296977,0.03079076,2.50606454
-4.71535768,8.19428351,0.05772831,0.83977089,0.14427010,1.25943410,4.76323420,0.03385242,2.50158126
-4.70935468,8.14360895,0.05855818,0.88153598,0.14843161,1.28453951,4.65844409,0.03712703,2.50558430
-4.70335168,8.10695914,0.05927664,0.92337599,0.15206886,1.31152755,4.55907573,0.04060576,2.51791632
-4.69734867,8.08382616,0.05986829,0.96488089,0.15506797,1.34005728,4.46544429,0.04427705,2.53832088
-4.69134567,8.07349294,0.06032003,1.00565391,0.15733432,1.36977908,4.37771901,0.04812662,2.56646319
-4.68534267,8.07508792,0.06062177,1.04531985,0.15879495,1.40035050,4.29594289,0.05213760,2.60195084
-4.67933967,8.08763941,0.06076713,1.08353194,0.15940024,1.43145109,4.22005521,0.05629062,2.64435325
-4.67333667,8.11012594,0.06075383,1.11997675,0.15912484,1.46279561,4.14991486,0.06056399,2.69321859
-4.66733367,8.14151928,0.06058395,1.15437731,0.15796779,1.49414468,4.08532291,0.06493384,2.74808710
-4.66133067,8.18081782,0.06026398,1.18649423,0.15595175,1.52531256,4.02604254,0.06937428,2.80850018
-4.65532766,8.22706857,0.05980453,1.21612514,0.15312154,1.55617153,3.97181516,0.07385767,2.87400494
-4.64932466,8.27937710,0.05921993,1.24310263,0.14954180,1.58665297,3.92237192,0.07835484,2.94415427
-4.64332166,8.33690621,0.05852756,1.26729118,0.14529416,1.61674520,3.87744018,0.08283540,3.01850284
-4.63731866,8.39886446,0.05774701,1.28858344,0.14047380,1.64648841,3.83674506,0.08726810,3.09660002
-4.63131566,8.46448732,0.05689922,1.30689645,0.13518578,1.67596737,3.80000681,0.09162129,3.17798063
-4.62531266,8.53301365,0.05600541,1.32216823,0.12954116,1.70530235,3.76693491,0.09586346,3.26215501
-4.61930965,8.60366106,0.05508615,1.33435513,0.12365319,1.73463931,3.73722023,0.09996384,3.34859969
-4.61330665,8.67560365,0.05416045,1.34343040,0.11763364,1.76413986,3.71052681,0.10389313,3.43675012
-4.60730365,8.74795515,0.05324489,1.34938399,0.11158957,1.79397175,3.68648456,0.10762428,3.52599659
-4.60130065,8.81976026,0.05235305,1.35222380,0.10562050,1.82430059,3.66468433,0.11113332,3.61568431
-4.59529765,8.88999587,0.05149503,1.35197814,0.09981618,1.85528308,3.64467636,0.11440028,3.70511829
-4.58929465,8.95758319,0.05067720,1.34869926,0.09425507,1.88706201,3.62597290,0.11740999,3.79357305
-4.58329165,9.02141048,0.04990229,1.34246745,0.08900339,1.91976310,3.60805509,0.12015294,3.88030708
-4.57728864,9.08036517,0.04916950,1.33339529,0.08411489,1.95349350,3.59038421,0.12262588,3.96458120
-4.57128564,9.13337321,0.04847507,1.32163147,0.07963127,1.98834150,3.57241644,0.12483244,4.04567974
-4.56528264,9.17944261,0.04781277,1.30736361,0.07558304,2.02437711,3.55362032,0.12678334,4.12293323
-4.55927964,9.21770790,0.04717476,1.29081967,0.07199097,2.06165286,3.53349564,0.12849648,4.19574086
-4.55327664,9.24747152,0.04655234,1.27226734,0.06886778,2.10020420,3.51159229,0.12999665,4.26359119
-4.54727364,9.26823883,0.04593690,1.25201127,0.06622005,2.14004915,3.48752771,0.13131492,4.32607931
-4.54127064,9.27974328,0.04532076,1.23038793,0.06405033,2.18118651,3.46100138,0.13248775,4.38291913
-4.53526763,9.28195937,0.04469799,1.20775814,0.06235909,2.22359260,3.43180539,0.13355570,4.43394967
-4.52926463,9.27510165,0.04406514,1.18449751,0.06114663,2.26721628,3.39983006,0.13456195,4.47913451
-4.52326163,9.25960916,0.04342180,1.16098521,0.06041476,2.31197253,3.36506408,0.13555046,4.51855432
-4.51725863,9.23611566,0.04277104,1.13759150,0.06016807,2.35773478,3.32758918,0.13656410,4.55239252
-4.51125563,9.20540741,0.04211964,1.11466480,0.06041498,2.40432672,3.28756953,0.13764258,4.58091499
-4.50525263,9.16837068,0.04147812,1.09251893,0.06116823,2.45151408,3.24523653,0.13882045,4.60444487
-4.49924962,9.12593259,0.04086065,1.07142127,0.06244507,2.49899740,3.20087022,0.14012517,4.62333413
-4.49324662,9.07899881,0.04028469,1.05158254,0.06426690,2.54640651,3.15477825,0.14157544,4.63793372
