energy_ev,total_up,C_s_up,C_p_up,Ca_p_up,Ca_d_up,Hg_p_up,Hg_d_up,Te_p_up,Te_d_up
-6.00000000,0.52878061,0.03692232,0.03202090,0.00372687,0.00000000,0.42989779,0.04896050,0.30236224,0.00000000
-5.99399700,0.53376753,0.03891485,0.02992263,0.00378936,0.00000000,0.42681807,0.04867535,0.30700933,0.00000000
-5.98799400,0.53873556,0.04094478,0.02779106,0.00385037,0.00000000,0.42356674,0.04837246,0.31168240,0.00000000
-5.98199100,0.54366067,0.04298169,0.02566525,0.00390933,0.00000000,0.42024282,0.04806618,0.31633022,0.00000000
-5.97598799,0.54847907,0.04499148,0.02358280,0.00396535,0.00000000,0.41691572,0.04776818,0.32087686,0.00000000
-5.96998499,0.55309254,0.04693745,0.02157933,0.00401733,0.00000000,0.41362643,0.04748760,0.32522543,0.00000000
-5.96398199,0.55737632,0.04878159,0.01968795,0.00406400,0.00000000,0.41039091,0.04723140,0.32926355,0.00000000
-5.95797899,0.56118936,0.05048597,0.01793904,0.00410396,0.00000000,0.40720528,0.04700500,0.33286997,0.00000000
-5.95197599,0.56438628,0.05201430,0.01636009,0.00413580,0.00000000,0.40405264,0.04681296,0.33592223,0.00000000
-5.94597299,0.56683030,0.05333342,0.01497570,0.00415818,0.00000000,0.40091093,0.04665988,0.33830489,0.00000000
-5.93996998,0.56840648,0.05441476,0.01380767,0.00416994,0.00000000,0.39776132,0.04655124,0.33991782,0.00000000
-5.93396698,0.56903448,0.05523570,0.01287514,0.00417020,0.00000000,0.39459658,0.04649426,0.34068418,0.00000000
-5.92796398,0.56867996,0.05578068,0.01219487,0.00415841,0.00000000,0.39142887,0.04649868,0.34055759,0.00000000
-5.92196098,0.56736406,0.05604212,0.01178141,0.00413448,0.00000000,0.38829641,0.04657733,0.33952814,0.00000000
-5.91595798,0.56517024,0.05602100,0.01164735,0.00409880,0.00000000,0.38526848,0.04674646,0.33762671,0.00000000
-5.90995498,0.56224808,0.05572713,0.01180345,0.00405230,0.00000000,0.38244860,0.04702591,0.33492768,0.00000000
-5.90395198,0.55881376,0.05517901,0.01225880,0.00399646,0.00000000,0.37997545,0.04743885,0.33154949,0.00000000
-5.89794897,0.55514710,0.05440349,0.01302085,0.00393329,0.00000000,0.37802153,0.04801134,0.32765326,0.00000000
-5.89194597,0.55158528,0.05343488,0.01409537,0.00386535,0.00000000,0.37678964,0.04877152,0.32343939,0.00000000
-5.88594297,0.54851352,0.05231397,0.01548639,0.00379564,0.00000000,0.37650731,0.04974860,0.31914237,0.00000000
-5.87993997,0.54635314,0.05108663,0.01719605,0.00372758,0.00000000,0.37741954,0.05097161,0.31502395,0.00000000
-5.87393697,0.54554771,0.04980231,0.01922453,0.00366493,0.00000000,0.37978027,0.05246801,0.31136519,0.00000000
-5.86793397,0.54654787,0.04851232,0.02156985,0.00361166,0.00000000,0.38384315,0.05426227,0.30845747,0.00000000
-5.86193097,0.54979572,0.04726813,0.02422791,0.00357190,0.00000000,0.38985210,0.05637444,0.30659329,0.00000000
-5.85592796,0.55570951,0.04611954,0.02719244,0.00354980,0.00000000,0.39803234,0.05881882,0.30605684,0.00000000
-5.84992496,0.56466944,0.04511305,0.03045524,0.00354948,0.00000000,0.40858240,0.06160294,0.30711521,0.00000000
-5.84392196,0.57700533,0.04429025,0.03400654,0.00357492,0.00000000,0.42166768,0.06472664,0.31001029,0.00000000
-5.83791896,0.59298671,0.04368645,0.03783546,0.00362989,0.00000000,0.43741594,0.06818168,0.31495192,0.00000000
-5.83191596,0.61281592,0.04332949,0.04193083,0.00371790,0.00000000,0.45591513,0.07195165,0.32211245,0.00000000
-5.82591296,0.63662443,0.04323888,0.04628207,0.00384213,0.00000000,0.47721361,0.07601235,0.33162295,0.00000000
-5.81990995,0.66447263,0.04342520,0.05088034,0.00400545,0.00000000,0.50132290,0.08033261,0.34357125,0.00000000
-5.81390695,0.69635290,0.04388978,0.05571974,0.00421034,0.00000000,0.52822278,0.08487548,0.35800163,0.00000000
-5.80790395,0.73219594,0.04462472,0.06079865,0.00445899,0.00000000,0.55786844,0.08959990,0.37491637,0.00000000
-5.80190095,0.77187971,0.04561328,0.06612102,0.00475321,0.00000000,0.59019922,0.09446254,0.39427871,0.00000000
-5.79589795,0.81524055,0.04683043,0.07169761,0.00509453,0.00000000,0.62514842,0.09941997,0.41601728,0.00000000
-5.78989495,0.86208572,0.04824378,0.07754697,0.00548421,0.00000000,0.66265341,0.10443079,0.44003143,0.00000000
-5.78389195,0.91220658,0.04981472,0.08369620,0.00592327,0.00000000,0.70266544,0.10945792,0.46619733,0.00000000
-5.77788894,0.96539153,0.05149977,0.09018120,0.00641251,0.00000000,0.74515817,0.11447054,0.49437431,0.00000000
-5.77188594,1.02143784,0.05325204,0.09704653,0.00695256,0.00000000,0.79013449,0.11944585,0.52441122,0.00000000
-5.76588294,1.08016166,0.05502283,0.10434460,0.00754387,0.00000000,0.83763056,0.12437044,0.55615219,0.00000000
-5.75987994,1.14140523,0.05676334,0.11213428,0.00818672,0.00000000,0.88771691,0.12924114,0.58944171,0.00000000
-5.75387694,1.20504104,0.05842625,0.12047886,0.00888119,0.00000000,0.94049593,0.13406523,0.62412855,0.00000000
-5.74787394,1.27097225,0.05996740,0.12944333,0.00962713,0.00000000,0.99609557,0.13886010,0.66006827,0.00000000
-5.74187094,1.33912925,0.06134724,0.13909111,0.01042411,0.00000000,1.05465946,0.14365224,0.69712438,0.00000000
-5.73586793,1.40946254,0.06253218,0.14948030,0.01127133,0.00000000,1.11633339,0.14847557,0.73516785,0.00000000
-5.72986493,1.48193194,0.06349576,0.16065954,0.01216758,0.00000000,1.18124891,0.15336925,0.77407510,0.00000000
-5.72386193,1.55649293,0.06421952,0.17266368,0.01311109,0.00000000,1.24950452,0.15837496,0.81372477,0.00000000
-5.71785893,1.63308064,0.06469368,0.18550951,0.01409946,0.00000000,1.32114555,0.16353387,0.85399327,0.00000000
-5.71185593,1.71159258,0.06491747,0.19919163,0.01512957,0.00000000,1.39614364,0.16888332,0.89474967,0.00000000
-5.70585293,1.79187114,0.06489922,0.21367884,0.01619749,0.00000000,1.47437702,0.17445355,0.93585016,0.00000000
-5.69984992,1.87368701,0.06465615,0.22891120,0.01729840,0.00000000,1.55561290,0.18026451,0.97713273,0.00000000
-5.69384692,1.95672471,0.06421388,0.24479790,0.01842656,0.00000000,1.63949295,0.18632291,1.01841240,0.00000000
-5.68784392,2.04057147,0.06360570,0.26121626,0.01957529,0.00000000,1.72552318,0.19261986,1.05947746,0.00000000
-5.68184092,2.12471023,0.06287165,0.27801191,0.02073700,0.00000000,1.81306904,0.19912906,1.10008728,0.00000000
-5.67583792,2.20851793,0.06205745,0.29500026,0.02190325,0.00000000,1.90135642,0.20580572,1.13997193,0.00000000
-5.66983492,2.29126927,0.06121321,0.31196925,0.02306487,0.00000000,1.98947914,0.21258631,1.17883378,0.00000000
-5.66383192,2.37214651,0.06039221,0.32868343,0.02421206,0.00000000,2.07641284,0.21938923,1.21635143,0.00000000
-5.65782891,2.45025501,0.05964954,0.34488923,0.02533465,0.00000000,2.16103529,0.22611634,1.25218566,0.00000000
-5.65182591,2.52464423,0.05904076,0.36032124,0.02642224,0.00000000,2.24215235,0.23265527,1.28598745,0.00000000
-5.64582291,2.59433328,0.05862068,0.37470934,0.02746449,0.00000000,2.31852888,0.23888258,1.31740760,0.00000000
-5.63981991,2.65834014,0.05844209,0.38778637,0.02845136,0.00000000,2.38892333,0.24466752,1.34610756,0.00000000
-5.63381691,2.71571302,0.05855466,0.39929605,0.02937334,0.00000000,2.45212471,0.24987627,1.37177092,0.00000000
-5.62781391,2.76556247,0.05900389,0.40900094,0.03022174,0.00000000,2.50699025,0.25437646,1.39411489,0.00000000
-5.62181091,2.80709262,0.05983014,0.41668990,0.03098889,0.00000000,2.55248221,0.25804187,1.41290106,0.00000000
-5.61580790,2.83962994,0.06106779,0.42218492,0.03166831,0.00000000,2.58770220,0.26075694,1.42794491,0.00000000
-5.60980490,2.86264796,0.06274442,0.42534702,0.03225491,0.00000000,2.61192134,0.26242102,1.43912331,0.00000000
-5.60380190,2.87578667,0.06488007,0.42608089,0.03274502,0.00000000,2.62460502,0.26295212,1.44637958,0.00000000
-5.59779890,2.87886555,0.06748660,0.42433805,0.03313650,0.00000000,2.62543098,0.26229005,1.44972567,0.00000000
-5.59179590,2.87188947,0.07056700,0.42011861,0.03342863,0.00000000,2.61430009,0.26039864,1.44924131,0.00000000
-5.58579290,2.85504711,0.07411493,0.41347133,0.03362214,0.00000000,2.59133909,0.25726723,1.44507005,0.00000000
-5.57978989,2.82870204,0.07811413,0.40449208,0.03371897,0.00000000,2.55689551,0.25291113,1.43741226,0.00000000
-5.57378689,2.79337690,0.08253813,0.39332083,0.03372219,0.00000000,2.51152486,0.24737115,1.42651567,0.00000000
-5.56778389,2.74973157,0.08734991,0.38013726,0.03363572,0.00000000,2.45597080,0.24071224,1.41266360,0.00000000
-5.56178089,2.69853640,0.09250190,0.36515518,0.03346416,0.00000000,2.39113939,0.23302130,1.39616182,0.00000000
-5.55577789,2.64064209,0.09793603,0.34861605,0.03321248,0.00000000,2.31806855,0.22440427,1.37732469,0.00000000
-5.54977489,2.57694777,0.10358417,0.33078184,0.03288586,0.00000000,2.23789418,0.21498265,1.35646121,0.00000000
-5.54377189,2.50836883,0.10936877,0.31192751,0.03248943,0.00000000,2.15181466,0.20488964,1.33386203,0.00000000
-5.53776888,2.43580628,0.11520388,0.29233355,0.03202808,0.00000000,2.06105504,0.19426606,1.30978791,0.00000000
-5.53176588,2.36011902,0.12099647,0.27227857,0.03150635,0.00000000,1.96683268,0.18325617,1.28446053,0.00000000
-5.52576288,2.28210036,0.12664812,0.25203255,0.03092829,0.00000000,1.87032559,0.17200369,1.25805580,0.00000000
-5.51975988,2.20245968,0.13205703,0.23185068,0.03029746,0.00000000,1.77264466,0.16064806,1.23070044,0.00000000
-5.51375688,2.12180999,0.13712027,0.21196816,0.02961688,0.00000000,1.67481062,0.14932117,1.20247158,0.00000000
-5.50775388,2.04066149,0.14173630,0.19259597,0.02888911,0.00000000,1.57773651,0.13814448,1.17339953,0.00000000
-5.50175088,1.95942122,0.14580765,0.17391773,0.02811636,0.00000000,1.48221568,0.12722695,1.14347355,0.00000000
-5.49574787,1.87839821,0.14924359,0.15608773,0.02730057,0.00000000,1.38891561,0.11666336,1.11264993,0.00000000
-5.48974487,1.79781349,0.15196276,0.13922996,0.02644359,0.00000000,1.29837703,0.10653345,1.08086215,0.00000000
-5.48374187,1.71781395,0.15389568,0.12343821,0.02554732,0.00000000,1.21101790,0.09690162,1.04803222,0.00000000
-5.47773887,1.63848885,0.15498698,0.10877708,0.02461390,0.00000000,1.12714152,0.08781712,1.01408264,0.00000000
-5.47173587,1.55988791,0.15519714,0.09528369,0.02364582,0.00000000,1.04694782,0.07931487,0.97894812,0.00000000
-5.46573287,1.48203956,0.15450395,0.08297015,0.02264607,0.00000000,0.97054704,0.07141657,0.94258645,0.00000000
-5.45972986,1.40496840,0.15290325,0.07182635,0.02161821,0.00000000,0.89797465,0.06413215,0.90498793,0.00000000
-5.45372686,1.32871073,0.15040924,0.06182318,0.02056646,0.00000000,0.82920675,0.05746148,0.86618272,0.00000000
-5.44772386,1.25332731,0.14705406,0.05291578,0.01949569,0.00000000,0.76417507,0.05139612,0.82624587,0.00000000
-5.44172086,1.17891297,0.14288688,0.04504692,0.01841142,0.00000000,0.70278078,0.04592113,0.78529970,0.00000000
-5.43571786,1.10560246,0.13797238,0.03815019,0.01731974,0.00000000,0.64490679,0.04101681,0.74351358,0.00000000
-5.42971486,1.03357266,0.13238877,0.03215300,0.01622723,0.00000000,0.59042791,0.03666028,0.70110114,0.00000000
-5.42371186,0.96304119,0.12622536,0.02697934,0.01514079,0.00000000,0.53921887,0.03282698,0.65831515,0.00000000
-5.41770885,0.89426180,0.11957993,0.02255211,0.01406756,0.00000000,0.49116002,0.02949178,0.61544042,0.00000000
-5.41170585,0.82751708,0.11255578,0.01879518,0.01301469,0.00000000,0.44614089,0.02663005,0.57278524,0.00000000
-5.40570285,0.76310899,0.10525885,0.01563501,0.01198921,0.00000000,0.40406177,0.02421829,0.53067173,0.00000000
-5.39969985,0.70134811,0.09779479,0.01300191,0.01099785,0.00000000,0.36483367,0.02223464,0.48942574,0.00000000
-5.39369685,0.64254210,0.09026625,0.01083095,0.01004688,0.00000000,0.32837691,0.02065913,0.44936674,0.00000000
-5.38769385,0.58698419,0.08277044,0.00906255,0.00914197,0.00000000,0.29461883,0.01947367,0.41079826,0.00000000
-5.38169085,0.53494230,0.07539696,0.00764277,0.00828809,0.00000000,0.26349089,0.01866191,0.37399917,0.00000000
-5.37568784,0.48664923,0.06822611,0.00652340,0.00748937,0.00000000,0.23492562,0.01820897,0.33921627,0.00000000
-5.36968484,0.44229447,0.06132759,0.00566178,0.00674911,0.00000000,0.20885361,0.01810093,0.30665833,0.00000000
-5.36368184,0.40201780,0.05475965,0.00502060,0.00606965,0.00000000,0.18520083,0.01832445,0.27649176,0.00000000
-5.35767884,0.36590484,0.04856871,0.00456739,0.00545246,0.00000000,0.16388645,0.01886614,0.24883805,0.00000000
-5.35167584,0.33398473,0.04278937,0.00427418,0.00489808,0.00000000,0.14482135,0.01971205,0.22377272,0.00000000
-5.34567284,0.30622968,0.03744478,0.00411687,0.00440621,0.00000000,0.12790719,0.02084716,0.20132598,0.00000000
-5.33966983,0.28255650,0.03254737,0.00407484,0.00397574,0.00000000,0.11303620,0.02225487,0.18148466,0.00000000
-5.33366683,0.26282956,0.02809980,0.00413032,0.00360484,0.00000000,0.10009166,0.02391663,0.16419533,0.00000000
-5.32766383,0.24686530,0.02409613,0.00426801,0.00329105,0.00000000,0.08894875,0.02581164,0.14936840,0.00000000
-5.32166083,0.23443768,0.02052307,0.00447460,0.00303136,0.00000000,0.07947598,0.02791661,0.13688279,0.00000000
-5.31565783,0.22528447,0.01736133,0.00473838,0.00282233,0.00000000,0.07153690,0.03020572,0.12659116,0.00000000
-5.30965483,0.21911405,0.01458693,0.00504892,0.00266015,0.00000000,0.06499190,0.03265063,0.11832524,0.00000000
-5.30365183,0.21561240,0.01217251,0.00539679,0.00254077,0.00000000,0.05970026,0.03522064,0.11190116,0.00000000
-5.29764882,0.21445010,0.01008851,0.00577334,0.00245995,0.00000000,0.05552200,0.03788293,0.10712465,0.00000000
-5.29164582,0.21528913,0.00830424,0.00617052,0.00241338,0.00000000,0.05231978,0.04060297,0.10379579,0.00000000
-5.28564282,0.21778920,0.00678883,0.00658074,0.00239669,0.00000000,0.04996053,0.04334488,0.10171347,0.00000000
-5.27963982,0.22161370,0.00551198,0.00699683,0.00240557,0.00000000,0.04831686,0.04607200,0.10067921,0.00000000
-5.27363682,0.22643490,0.00444462,0.00741194,0.00243579,0.00000000,0.04726831,0.04874742,0.10050047,0.00000000
-5.26763382,0.23193859,0.00355935,0.00781952,0.00248324,0.00000000,0.04670221,0.05133455,0.10099340,0.00000000
-5.26163082,0.23782791,0.00283083,0.00821335,0.00254397,0.00000000,0.04651438,0.05379771,0.10198505,0.00000000
-5.25562781,0.24382659,0.00223594,0.00858755,0.00261420,0.00000000,0.04660960,0.05610267,0.10331497,0.00000000
-5.24962481,0.24968143,0.00175390,0.00893658,0.00269039,0.00000000,0.04690177,0.05821726,0.10483647,0.00000000
-5.24362181,0.25516418,0.00136631,0.00925532,0.00276919,0.00000000,0.04731396,0.06011181,0.10641735,0.00000000
-5.23761881,0.26007284,0.00105702,0.00953907,0.00284750,0.00000000,0.04777831,0.06175962,0.10794027,0.00000000
-5.23161581,0.26423242,0.00081210,0.00978365,0.00292245,0.00000000,0.04823580,0.06313737,0.10930293,0.00000000
-5.22561281,0.26749530,0.00061962,0.00998539,0.00299147,0.00000000,0.04863585,0.06422544,0.11041786,0.00000000
-5.21960980,0.26974114,0.00046948,0.01014121,0.00305221,0.00000000,0.04893603,0.06500819,0.11121215,0.00000000
-5.21360680,0.27087650,0.00035327,0.01024864,0.00310264,0.00000000,0.04910157,0.06547415,0.11162694,0.00000000
-5.20760380,0.27083425,0.00026397,0.01030586,0.00314099,0.00000000,0.04910493,0.06561619,0.11161692,0.00000000
-5.20160080,0.26957266,0.00019588,0.01031176,0.00316583,0.00000000,0.04892539,0.06543159,0.11114964,0.00000000
-5.19559780,0.26707435,0.00014435,0.01026592,0.00317600,0.00000000,0.04854854,0.06492205,0.11020488,0.00000000
-5.18959480,0.26334511,0.00010563,0.01016862,0.00317069,0.00000000,0.04796591,0.06409365,0.10877386,0.00000000
-5.18359180,0.25841246,0.00007676,0.01002088,0.00314941,0.00000000,0.04717449,0.06295675,0.10685856,0.00000000
-5.17758879,0.25232416,0.00005540,0.00982442,0.00311199,0.00000000,0.04617631,0.06152582,0.10447085,0.00000000
-5.17158579,0.24514644,0.00003970,0.00958167,0.00305857,0.00000000,0.04497798,0.05981918,0.10163164,0.00000000
-5.16558279,0.23696218,0.00002825,0.00929567,0.00298964,0.00000000,0.04359025,0.05785867,0.09837002,0.00000000
-5.15957979,0.22786878,0.00001996,0.00897008,0.00290595,0.00000000,0.04202750,0.05566935,0.09472224,0.00000000
-5.15357679,0.21797594,0.00001401,0.00860909,0.00280854,0.00000000,0.04030729,0.05327893,0.09073069,0.00000000
-5.14757379,0.20740327,0.00000976,0.00821736,0.00269870,0.00000000,0.03844976,0.05071740,0.08644281,0.00000000
-5.14157079,0.19627771,0.00000676,0.00779988,0.00257792,0.00000000,0.03647715,0.04801633,0.08190991,0.00000000
-5.13556778,0.18473086,0.00000464,0.00736192,0.00244786,0.00000000,0.03441317,0.04520838,0.07718597,0.00000000
-5.12956478,0.17289633,0.00000317,0.00690890,0.00231032,0.00000000,0.03228247,0.04232660,0.07232643,0.00000000
-5.12356178,0.16090693,0.00000215,0.00644628,0.00216716,0.00000000,0.03011001,0.03940383,0.06738694,0.00000000
-5.11755878,0.14889212,0.00000144,0.00597945,0.00202029,0.00000000,0.02792055,0.03647202,0.06242221,0.00000000
-5.11155578,0.13697549,0.00000096,0.00551364,0.00187157,0.00000000,0.02573813,0.03356169,0.05748482,0.00000000
-5.10555278,0.12527250,0.00000064,0.00505378,0.00172284,0.00000000,0.02358556,0.03070134,0.05262427,0.00000000
-5.09954977,0.11388855,0.00000042,0.00460447,0.00157580,0.00000000,0.02148403,0.02791694,0.04788603,0.00000000
-5.09354677,0.10291735,0.00000028,0.00416987,0.00143203,0.00000000,0.01945284,0.02523159,0.04331082,0.00000000
-5.08754377,0.09243975,0.00000018,0.00375368,0.00129295,0.00000000,0.01750910,0.02266516,0.03893407,0.00000000
-5.08154077,0.08252300,0.00000012,0.00335909,0.00115976,0.00000000,0.01566769,0.02023413,0.03478556,0.00000000
-5.07553777,0.07322045,0.00000007,0.00298880,0.00103349,0.00000000,0.01394123,0.01795146,0.03088929,0.00000000
-5.06953477,0.06457175,0.00000005,0.00264503,0.00091493,0.00000000,0.01234023,0.01582660,0.02726350,0.00000000
