energy_ev,total_up,Ga_p_up,Ga_d_up,Nb_p_up,Nb_d_up,Se_s_up,Se_p_up
-6.00000000,1.91254475,0.03650161,0.00000000,1.33317235,0.78812116,0.00832945,1.22891414
-5.99399700,1.90521193,0.03645337,0.00000000,1.29806005,0.79314237,0.00786929,1.22042386
-5.98799400,1.90208096,0.03646910,0.00000000,1.26644128,0.79887665,0.00744150,1.21452146
-5.98199100,1.90308475,0.03654889,0.00000000,1.23860244,0.80513320,0.00704869,1.21124909
-5.97598799,1.90807335,0.03669179,0.00000000,1.21477216,0.81168811,0.00669293,1.21058813
-5.96998499,1.91683290,0.03689595,0.00000000,1.19512990,0.81829577,0.00637580,1.21246951
-5.96398199,1.92910507,0.03715876,0.00000000,1.17981431,0.82470099,0.00609840,1.21678510
-5.95797899,1.94460582,0.03747697,0.00000000,1.16893055,0.83065139,0.00586141,1.22339920
-5.95197599,1.96304248,0.03784675,0.00000000,1.16255591,0.83590919,0.00566515,1.23215952
-5.94597299,1.98412821,0.03826379,0.00000000,1.16074342,0.84026216,0.00550957,1.24290690
-5.93996998,2.00759318,0.03872329,0.00000000,1.16352301,0.84353303,0.00539427,1.25548342
-5.93396698,2.03319227,0.03921994,0.00000000,1.17090030,0.84558716,0.00531852,1.26973838
-5.92796398,2.06070911,0.03974788,0.00000000,1.18285316,0.84633822,0.00528128,1.28553216
-5.92196098,2.08995671,0.04030067,0.00000000,1.19932643,0.84575168,0.00528112,1.30273777
-5.91595798,2.12077517,0.04087117,0.00000000,1.22022523,0.84384621,0.00531627,1.32124048
-5.90995498,2.15302705,0.04145154,0.00000000,1.24540781,0.84069306,0.00538459,1.34093569
-5.90395198,2.18659125,0.04203322,0.00000000,1.27467852,0.83641366,0.00548354,1.36172560
-5.89794897,2.22135608,0.04260693,0.00000000,1.30778170,0.83117556,0.00561016,1.38351510
-5.89194597,2.25721251,0.04316279,0.00000000,1.34439753,0.82518721,0.00576114,1.40620752
-5.88594297,2.29404809,0.04369037,0.00000000,1.38414011,0.81869167,0.00593276,1.42970067
-5.87993997,2.33174220,0.04417897,0.00000000,1.42655873,0.81195971,0.00612099,1.45388365
-5.87393697,2.37016298,0.04461776,0.00000000,1.47114233,0.80528238,0.00632151,1.47863483
-5.86793397,2.40916599,0.04499611,0.00000000,1.51732744,0.79896347,0.00652983,1.50382106
-5.86193097,2.44859460,0.04530388,0.00000000,1.56450926,0.79331179,0.00674132,1.52929837
-5.85592796,2.48828173,0.04553171,0.00000000,1.61205570,0.78863349,0.00695138,1.55491386
-5.84992496,2.52805251,0.04567130,0.00000000,1.65932354,0.78522453,0.00715553,1.58050871
-5.84392196,2.56772723,0.04571571,0.00000000,1.70567591,0.78336313,0.00734952,1.60592177
-5.83791896,2.60712399,0.04565954,0.00000000,1.75050024,0.78330241,0.00752950,1.63099354
-5.83191596,2.64606045,0.04549909,0.00000000,1.79322550,0.78526314,0.00769207,1.65556970
-5.82591296,2.68435405,0.04523247,0.00000000,1.83333778,0.78942656,0.00783443,1.67950410
-5.81990995,2.72182049,0.04485957,0.00000000,1.87039318,0.79592753,0.00795444,1.70266048
-5.81390695,2.75827021,0.04438199,0.00000000,1.90402738,0.80484797,0.00805064,1.72491281
-5.80790395,2.79350294,0.04380292,0.00000000,1.93396105,0.81621077,0.00812234,1.74614387
-5.80190095,2.82730071,0.04312691,0.00000000,1.96000108,0.82997463,0.00816951,1.76624236
-5.79589795,2.85941986,0.04235964,0.00000000,1.98203739,0.84602975,0.00819285,1.78509832
-5.78989495,2.88958270,0.04150763,0.00000000,2.00003572,0.86419511,0.00819361,1.80259754
-5.78389195,2.91747000,0.04057797,0.00000000,2.01402702,0.88421729,0.00817358,1.81861532
-5.77788894,2.94271490,0.03957805,0.00000000,2.02409416,0.90577147,0.00813491,1.83301010
-5.77188594,2.96489959,0.03851530,0.00000000,2.03035710,0.92846463,0.00808003,1.84561784
-5.76588294,2.98355539,0.03739701,0.00000000,2.03295763,0.95184139,0.00801147,1.85624779
-5.75987994,2.99816703,0.03623018,0.00000000,2.03204485,0.97539236,0.00793175,1.86468020
-5.75387694,3.00818156,0.03502141,0.00000000,2.02776252,0.99856514,0.00784327,1.87066676
-5.74787394,3.01302204,0.03377695,0.00000000,2.02023935,1.02077783,0.00774820,1.87393396
-5.74187094,3.01210583,0.03250264,0.00000000,2.00958286,1.04143457,0.00764840,1.87418977
-5.73586793,3.00486690,0.03120409,0.00000000,1.99587736,1.05994284,0.00754537,1.87113341
-5.72986493,2.99078123,0.02988673,0.00000000,1.97918626,1.07573183,0.00744026,1.86446815
-5.72386193,2.96939432,0.02855601,0.00000000,1.95955832,1.08827130,0.00733383,1.85391640
-5.71785893,2.94034910,0.02721753,0.00000000,1.93703761,1.09709004,0.00722656,1.83923653
-5.71185593,2.90341292,0.02587720,0.00000000,1.91167610,1.10179326,0.00711865,1.82024040
-5.70585293,2.85850193,0.02454135,0.00000000,1.88354785,1.10207801,0.00701017,1.79681054
-5.69984992,2.80570125,0.02321686,0.00000000,1.85276380,1.09774597,0.00690110,1.76891601
-5.69384692,2.74527964,0.02191117,0.00000000,1.81948547,1.08871303,0.00679149,1.73662568
-5.68784392,2.67769742,0.02063227,0.00000000,1.78393670,1.07501493,0.00668150,1.70011811
-5.68184092,2.60360691,0.01938871,0.00000000,1.74641198,1.05680891,0.00657153,1.65968714
-5.67583792,2.52384487,0.01818940,0.00000000,1.70728052,1.03437101,0.00646229,1.61574257
-5.66983492,2.43941706,0.01704353,0.00000000,1.66698553,1.00808916,0.00635482,1.56880570
-5.66383192,2.35147522,0.01596032,0.00000000,1.62603819,0.97845232,0.00625052,1.51949959
-5.65782891,2.26128744,0.01494883,0.00000000,1.58500651,0.94603609,0.00615119,1.46853447
-5.65182591,2.17020299,0.01401770,0.00000000,1.54449943,0.91148536,0.00605890,1.41668867
-5.64582291,2.07961321,0.01317491,0.00000000,1.50514696,0.87549477,0.00597602,1.36478609
-5.63981991,1.99091024,0.01242753,0.00000000,1.46757751,0.83878791,0.00590508,1.31367121
-5.63381691,1.90544528,0.01178151,0.00000000,1.43239345,0.80209587,0.00584866,1.26418271
