energy_ev,total_up,Cr_p_up,Cr_d_up,N_s_up,N_p_up,Os_p_up,Os_d_up,S_s_up,S_p_up
-5.47773887,4.39789358,1.70214670,0.43531932,0.02203327,0.96093869,1.23866050,1.87166115,0.01618436,1.12213991
-5.47173587,4.55799933,1.72361425,0.45711537,0.02290436,1.00968192,1.29944502,1.92763612,0.01568233,1.15033954
-5.46573287,4.71844277,1.74288133,0.47969558,0.02371539,1.05923832,1.36258097,1.98240002,0.01518196,1.17856493
-5.45972986,4.87751219,1.75956236,0.50284725,0.02445645,1.10906466,1.42744206,2.03537730,0.01469367,1.20648628
-5.45372686,5.03336628,1.77324809,0.52633178,0.02511900,1.15857177,1.49330732,2.08596488,0.01422729,1.23374260
-5.44772386,5.18407766,1.78352034,0.54988972,0.02569618,1.20713729,1.55937346,2.13354878,0.01379201,1.25994975
-5.44172086,5.32768402,1.78996883,0.57324713,0.02618317,1.25412064,1.62477147,2.17752301,0.01339633,1.28471041
-5.43571786,5.46224494,1.79220937,0.59612283,0.02657741,1.29887990,1.68858719,2.21730969,0.01304807,1.30762554
-5.42971486,5.58590212,1.78990217,0.61823652,0.02687876,1.34078969,1.74988504,2.25237969,0.01275439,1.32830691
-5.42371186,5.69694045,1.78276960,0.63931736,0.02708965,1.37925969,1.80773427,2.28227259,0.01252187,1.34639026
-5.41770885,5.79384721,1.77061210,0.65911275,0.02721510,1.41375283,1.86123655,2.30661518,0.01235659,1.36154831
-5.41170585,5.87536678,1.75332175,0.67739687,0.02726258,1.44380245,1.90955386,2.32513738,0.01226420,1.37350328
-5.40570285,5.94054818,1.73089253,0.69397874,0.02724191,1.46902762,1.95193560,2.33768489,0.01224998,1.38203810
-5.39969985,5.98878310,1.70342687,0.70870926,0.02716496,1.48914603,1.98774351,2.34422787,0.01231891,1.38700588
-5.39369685,6.01983246,1.67113809,0.72148705,0.02704528,1.50398362,2.01647346,2.34486498,0.01247563,1.38833713
-5.38769385,6.03383995,1.63434868,0.73226271,0.02689771,1.51348068,2.03777288,2.33982274,0.01272445,1.38604426
-5.38169085,6.03133157,1.59348438,0.74104121,0.02673788,1.51769381,2.05145311,2.32944982,0.01306924,1.38022312
-5.37568784,6.01320077,1.54906439,0.74788233,0.02658170,1.51679383,2.05749590,2.31420663,0.01351330,1.37105143
-5.36968484,5.98067962,1.50168813,0.75289898,0.02644479,1.51105942,2.05605376,2.29465044,0.01405919,1.35878399
-5.36368184,5.93529688,1.45201909,0.75625334,0.02634199,1.50086685,2.04744393,2.27141667,0.01470849,1.34374490
-5.35767884,5.87882470,1.40076656,0.75815116,0.02628684,1.48667616,2.03213643,2.24519708,0.01546156,1.32631708
-5.35167584,5.81321608,1.34866583,0.75883400,0.02629109,1.46901437,2.01073644,2.21671579,0.01631728,1.30692943
-5.34567284,5.74053579,1.29645793,0.75857018,0.02636436,1.44845652,1.98396203,2.18670421,0.01727272,1.28604232
-5.33966983,5.66288790,1.24486944,0.75764433,0.02651376,1.42560527,1.95261826,2.15587585,0.01832294,1.26413193
-5.33366683,5.58234309,1.19459338,0.75634637,0.02674377,1.40107011,1.91756876,2.12490234,0.01946073,1.24167438
-5.32766383,5.50086902,1.14627177,0.75496011,0.02705603,1.37544710,1.87970645,2.09439150,0.02067646,1.21913009
-5.32166083,5.42026697,1.10048063,0.75375222,0.02744942,1.34929999,1.83992447,2.06486860,0.02195796,1.19692946
-5.31565783,5.34211766,1.05771775,0.75296179,0.02792009,1.32314358,1.79908893,2.03676151,0.02329051,1.17546029
-5.30965483,5.26773842,1.01839379,0.75279130,0.02846172,1.29743013,1.75801469,2.01039043,0.02465698,1.15505761
-5.30365183,5.19815375,0.98282685,0.75339917,0.02906572,1.27253914,1.71744510,1.98596262,0.02603796,1.13599649
-5.29764882,5.13408025,0.95124060,0.75489434,0.02972164,1.24877108,1.67803667,1.96357216,0.02741215,1.11848791
-5.29164582,5.07592623,0.92376597,0.75733319,0.03041753,1.22634502,1.64034914,1.94320485,0.02875677,1.10267797
-5.28564282,5.02380577,0.90044606,0.76071895,0.03114037,1.20540018,1.60484111,1.92474768,0.03004807,1.08865036
-5.27963982,4.97756605,0.88124409,0.76500356,0.03187649,1.18600112,1.57187123,1.90800246,0.03126199,1.07643182
-5.27363682,4.93682618,0.86605375,0.77009203,0.03261199,1.16814609,1.54170443,1.89270288,0.03237480,1.06600022
-5.26763382,4.90102537,0.85471155,0.77584910,0.03333312,1.15177792,1.51452265,1.87853401,0.03336388,1.05729472
-5.26163082,4.86947769,0.84701048,0.78210778,0.03402666,1.13679682,1.49043912,1.86515329,0.03420837,1.05022743
-5.25562781,4.84143069,0.84271434,0.78867957,0.03468013,1.12307434,1.46951516,1.85221219,0.03488996,1.04469586
-5.24962481,4.81612475,0.84157209,0.79536572,0.03528208,1.11046761,1.45177841,1.83937718,0.03539346,1.04059545
-5.24362181,4.79285043,0.84333164,0.80196919,0.03582226,1.09883325,1.43724132,1.82634952,0.03570743,1.03783151
-5.23761881,4.77100101,0.84775238,0.80830649,0.03629166,1.08804026,1.42591877,1.81288268,0.03582457,1.03632993
-5.23161581,4.75011812,0.85461608,0.81421920,0.03668264,1.07798121,1.41784382,1.79879697,0.03574206,1.03604614
-5.22561281,4.72992820,0.86373569,0.81958428,0.03698889,1.06858144,1.41308071,1.78399070,0.03546168,1.03697183
-5.21960980,4.71036874,0.87496163,0.82432290,0.03720543,1.05980584,1.41173432,1.76844767,0.03498988,1.03913914
-5.21360680,4.69160311,0.88818557,0.82840724,0.03732857,1.05166306,1.41395574,1.75224070,0.03433752,1.04262218
-5.20760380,4.67402363,0.90334149,0.83186504,0.03735584,1.04420706,1.41994339,1.73553126,0.03351960,1.04753573
-5.20160080,4.65824311,0.92040410,0.83478145,0.03728598,1.03753608,1.42993988,1.71856540,0.03255479,1.05403127
-5.19559780,4.64507516,0.93938488,0.83729825,0.03711885,1.03178922,1.44422448,1.70166614,0.03146486,1.06229054
-5.18959480,4.63550451,0.96032576,0.83961037,0.03685546,1.02714072,1.46310166,1.68522285,0.03027396,1.07251680
-5.18359180,4.63064842,0.98329115,0.84195970,0.03649788,1.02379247,1.48688615,1.66967801,0.02900793,1.08492432
-5.17758879,4.63171087,1.00835843,0.84462668,0.03604929,1.02196485,1.51588500,1.65551194,0.02769348,1.09972647
-5.17158579,4.63993138,1.03560756,0.84791970,0.03551393,1.02188640,1.55037769,1.64322603,0.02635746,1.11712280
-5.16558279,4.65653031,1.06511016,0.85216304,0.03489714,1.02378273,1.59059485,1.63332517,0.02502608,1.13728582
-5.15957979,4.68265283,1.09691882,0.85768369,0.03420528,1.02786496,1.63669668,1.62629987,0.02372425,1.16034786
-5.15357679,4.71931362,1.13105672,0.86479765,0.03344574,1.03431813,1.68875196,1.62260873,0.02247491,1.18638861
-5.14757379,4.76734437,1.16750842,0.87379639,0.03262686,1.04328997,1.74671872,1.62266180,0.02129860,1.21542379
-5.14157079,4.82734596,1.20621191,0.88493399,0.03175782,1.05488044,1.81042731,1.62680542,0.02021297,1.24739558
-5.13556778,4.89964743,1.24705227,0.89841558,0.03084852,1.06913229,1.87956702,1.63530881,0.01923255,1.28216502
-5.12956478,4.98427302,1.28985733,0.91438749,0.02990943,1.08602308,1.95367671,1.64835309,0.01836855,1.31950701
-5.12356178,5.08091891,1.33439522,0.93292973,0.02895137,1.10545901,2.03214046,1.66602280,0.01762878,1.35910796
-5.11755878,5.18894046,1.38037396,0.95405083,0.02798532,1.12727069,2.11418841,1.68830032,0.01701773,1.40056654
-5.11155578,5.30735076,1.42744314,0.97768552,0.02702219,1.15121130,2.19890321,1.71506318,0.01653669,1.44339748
-5.10555278,5.43483066,1.47519738,1.00369506,0.02607259,1.17695713,2.28523223,1.74608447,0.01618395,1.48703840
-5.09954977,5.56974994,1.52318152,1.03187025,0.02514656,1.20411077,2.37200520,1.78103609,0.01595508,1.53085977
-5.09354677,5.71019927,1.57089733,1.06193682,0.02425345,1.23220694,2.45795702,1.81949479,0.01584327,1.57417749
-5.08754377,5.85403155,1.61781140,1.09356304,0.02340164,1.26072085,2.54175503,1.86095073,0.01583969,1.61626789
-5.08154077,5.99891146,1.66336411,1.12636880,0.02259847,1.28907907,2.62202989,1.90481814,0.01593380,1.65638468
-5.07553777,6.14237131,1.70697927,1.15993605,0.02185010,1.31667256,2.69740917,1.95044772,0.01611381,1.69377727
-5.06953477,6.28187132,1.74807436,1.19381973,0.02116143,1.34287154,2.76655230,1.99714043,0.01636696,1.72770989
-5.06353177,6.41486213,1.78607106,1.22755897,0.02053612,1.36704185,2.82818573,2.04416204,0.01667992,1.75748076
-5.05752876,6.53884744,1.82040604,1.26068786,0.01997656,1.38856220,2.88113706,2.09075814,0.01703910,1.78244074
-5.05152576,6.65144467,1.85054172,1.29274557,0.01948394,1.40684172,2.92436679,2.13616912,0.01743090,1.80201078
-5.04552276,6.75044191,1.87597698,1.32328541,0.01905835,1.42133743,2.95699658,2.17964488,0.01784204,1.81569750
-5.03951976,6.83384923,1.89625773,1.35188266,0.01869887,1.43157067,2.97833308,2.22045877,0.01825972,1.82310646
-5.03351676,6.89994340,1.91098713,1.37814112,0.01840365,1.43714227,2.98788634,2.25792078,0.01867185,1.82395262
-5.02751376,6.94730469,1.91983547,1.40169841,0.01817011,1.43774559,2.98538250,2.29138967,0.01906720,1.81806774
-5.02151076,6.97484554,1.92254943,1.42223016,0.01799505,1.43317718,2.97077010,2.32028403,0.01943555,1.80540446
-5.01550775,6.98183058,1.91896066,1.43945323,0.01787473,1.42334449,2.94422031,2.34409228,0.01976780,1.78603709
-5.00950475,6.96788831,1.90899330,1.45312839,0.01780512,1.40827048,2.90612092,2.36238147,0.02005607,1.76015912
-5.00350175,6.93301467,1.89267039,1.46306250,0.01778191,1.38809483,2.85706482,2.37480510,0.02029376,1.72807771
-4.99749875,6.87756924,1.87011871,1.46911062,0.01780074,1.36307178,2.79783342,2.38110986,0.02047561,1.69020539
-4.99149575,6.80226463,1.84157187,1.47117822,0.01785725,1.33356463,2.72937578,2.38114127,0.02059778,1.64704941
-4.98549275,6.70814992,1.80737132,1.46922352,0.01794728,1.30003708,2.65278451,2.37484826,0.02065784,1.59919919
-4.97948974,6.59658892,1.76796501,1.46326008,0.01806691,1.26304172,2.56926917,2.36228651,0.02065482,1.54731228
-4.97348674,6.46923389,1.72390359,1.45335957,0.01821266,1.22320609,2.48012827,2.34362044,0.02058918,1.49209942
-4.96748374,6.32799546,1.67583384,1.43965449,0.01838151,1.18121662,2.38672077,2.31912365,0.02046283,1.43430903
-4.96148074,6.17500915,1.62448948,1.42234061,0.01857107,1.13780126,2.29043779,2.28917763,0.02027908,1.37471178
-4.95547774,6.01259897,1.57067922,1.40167883,0.01877963,1.09371097,2.19267545,2.25426844,0.02004257,1.31408549
-4.94947474,5.84323842,1.51527241,1.37799601,0.01900621,1.04970098,2.09480931,2.21498115,0.01975923,1.25320068
-4.94347174,5.66950917,1.45918228,1.35168444,0.01925062,1.00651217,1.99817085,2.17199192,0.01943614,1.19280726
-4.93746873,5.49405765,1.40334745,1.32319961,0.01951344,0.96485318,1.90402638,2.12605745,0.01908142,1.13362228
-4.93146573,5.31954978,1.34871190,1.29305585,0.01979595,0.92538372,1.81355858,2.07800192,0.01870407,1.07631910
-4.92546273,5.14862431,1.29620400,1.26181978,0.02010010,0.88869948,1.72785053,2.02870131,0.01831377,1.02151799
-4.91945973,4.98384506,1.24671527,1.23010128,0.02042833,0.85531911,1.64787251,1.97906536,0.01792066,0.96977809
-4.91345673,4.82765269,1.20107925,1.19854214,0.02078344,0.82567343,1.57447110,1.93001751,0.01753513,0.92159089
-4.90745373,4.68231673,1.16005126,1.16780241,0.02116833,0.80009715,1.50836064,1.88247301,0.01716756,0.87737494
-4.90145073,4.54988857,1.12428952,1.13854477,0.02158582,0.77882324,1.45011683,1.83731605,0.01682802,0.83747190
-4.89544772,4.43215660,1.09433818,1.11141733,0.02203834,0.76198001,1.40017209,1.79537620,0.01652605,0.80214373
-4.88944472,4.33060440,1.07061277,1.08703529,0.02252766,0.74959076,1.35881281,1.75740518,0.01627031,0.77157090
-4.88344172,4.24637326,1.05338846,1.06596221,0.02305469,0.74157620,1.32617800,1.72405441,0.01606838,0.74585164
-4.87743872,4.18023026,1.04279152,1.04869142,0.02361916,0.73775908,1.30225960,1.69585445,0.01592646,0.72500209
-4.87143572,4.13254309,1.03879419,1.03562827,0.02421951,0.73787131,1.28690413,1.67319682,0.01584916,0.70895733
-4.86543272,4.10326280,1.04121326,1.02707412,0.02485267,0.74156287,1.27981599,1.65631913,0.01583932,0.69757332
-4.85942971,4.09191561,1.04971238,1.02321256,0.02551404,0.74841260,1.28056225,1.64529424,0.01589786,0.69062975
-4.85342671,4.09760458,1.06380819,1.02409862,0.02619745,0.75794037,1.28857928,1.64002377,0.01602365,0.68783396
-4.84742371,4.11902192,1.08288029,1.02965147,0.02689528,0.76962037,1.30318125,1.64023677,0.01621351,0.68882579
-4.84142071,4.15447229,1.10618478,1.03965123,0.02759860,0.78289523,1.32357072,1.64549355,0.01646221,0.69318370
-4.83541771,4.20190719,1.13287129,1.05373998,0.02829741,0.79719055,1.34885148,1.65519496,0.01676256,0.70043207
-4.82941471,4.25897020,1.16200310,1.07142736,0.02898098,0.81192958,1.37804366,1.66859702,0.01710558,0.71004975
-4.82341171,4.32305224,1.19258003,1.09210073,0.02963818,0.82654769,1.41010118,1.68483057,0.01748070,0.72147994
-4.81740870,4.39135591,1.22356341,1.11503964,0.03025796,0.84050624,1.44393142,1.70292553,0.01787601,0.73414119
-4.81140570,4.46096730,1.25390279,1.13943439,0.03082971,0.85330563,1.47841685,1.72183905,0.01827867,0.74743959
-4.80540270,4.52893332,1.28256337,1.16440818,0.03134374,0.86449712,1.51243841,1.74048677,0.01867521,0.76078175
-4.79939970,4.59234239,1.30855362,1.18904205,0.03179170,0.87369321,1.54489992,1.75777600,0.01905196,0.77358838
-4.79339670,4.64840579,1.33095213,1.21240195,0.03216689,0.88057618,1.57475304,1.77263990,0.01939552,0.78530819
-4.78739370,4.69453705,1.34893282,1.23356694,0.03246463,0.88490473,1.60102208,1.78407126,0.01969310,0.79543140
-4.78139070,4.72842647,1.36178765,1.25165746,0.03268242,0.88651835,1.62282763,1.79115478,0.01993303,0.80350272
-4.77538769,4.74810800,1.36894603,1.26586280,0.03282007,0.88533939,1.63940838,1.79309644,0.02010509,0.80913303
-4.76938469,4.75201592,1.36999013,1.27546650,0.03287970,0.88137260,1.65014012,1.78924905,0.02020085,0.81200947
-4.76338169,4.73902893,1.36466553,1.27986895,0.03286565,0.87470232,1.65455107,1.77913284,0.02021401,0.81190325
-4.75737869,4.70849999,1.35288668,1.27860616,0.03278425,0.86548719,1.65233293,1.76245026,0.02014053,0.80867507
-4.75137569,4.66027036,1.33473700,1.27136399,0.03264348,0.85395255,1.64334706,1.73909460,0.01997882,0.80227751
-4.74537269,4.59466752,1.31046346,1.25798742,0.03245261,0.84038089,1.62762526,1.70915194,0.01972979,0.79275454
-4.73936968,4.51248684,1.28046595,1.23848450,0.03222167,0.82510045,1.60536528,1.67289657,0.01939675,0.78023783
-4.73336668,4.41495777,1.24528173,1.21302481,0.03196098,0.80847246,1.57692087,1.63078016,0.01898537,0.76494015
-4.72736368,4.30369624,1.20556569,1.18193274,0.03168060,0.79087757,1.54278689,1.58341506,0.01850340,0.74714590
-4.72136068,4.18064517,1.16206718,1.14567588,0.03138979,0.77270172,1.50357998,1.53155288,0.01796045,0.72719941
-4.71535768,4.04800576,1.11560435,1.10484915,0.03109654,0.75432221,1.46001570,1.47605900,0.01736764,0.70549115
-4.70935468,3.90816269,1.06703712,1.06015540,0.03080717,0.73609439,1.41288287,1.41788442,0.01673725,0.68244285
-4.70335168,3.76360621,1.01723986,1.01238339,0.03052597,0.71833956,1.36301649,1.35803601,0.01608230,0.65849173
-4.69734867,3.61685458,0.96707476,0.96238407,0.03025502,0.70133447,1.31127019,1.29754655,0.01541620,0.63407496
-4.69134567,3.47037990,0.91736711,0.91104619,0.02999408,0.68530297,1.25848942,1.23744556,0.01475231,0.60961459
-4.68534267,3.32654005,0.86888316,0.85927206,0.02974065,0.67040994,1.20548649,1.17873217,0.01410360,0.58550395
-4.67933967,3.18751926,0.82231149,0.80795453,0.02949012,0.65675791,1.15301842,1.12235067,0.01348232,0.56209572
-4.67333667,3.05527900,0.77824828,0.75795566,0.02923605,0.64438636,1.10176835,1.06916975,0.01289968,0.53969242
-4.66733367,2.93152046,0.73718679,0.71008790,0.02897058,0.63327360,1.05233121,1.01996552,0.01236568,0.51853932
-4.66133067,2.81765901,0.69951134,0.66509805,0.02868489,0.62334126,1.00520385,0.97540881,0.01188884,0.49882028
-4.65532766,2.71481071,0.66549539,0.62365435,0.02836973,0.61446096,0.96077985,0.93605658,0.01147614,0.48065621
-4.64932466,2.62379004,0.63530368,0.58633662,0.02801598,0.60646280,0.91934889,0.90234726,0.01113293,0.46410637
-4.64332166,2.54511764,0.60899779,0.55362953,0.02761519,0.59914534,0.88110026,0.87459967,0.01086287,0.44917198
