energy_ev,total_up,C_s_up,C_p_up,Cu_p_up,Cu_d_up,Rh_p_up,Rh_d_up,Se_s_up,Se_p_up
-5.76588294,3.12416832,0.00336532,0.46686752,0.73605708,0.89898015,2.03698385,0.95945772,0.02526105,0.68549923
-5.75987994,3.04549053,0.00308594,0.45392618,0.72602824,0.88374638,1.96801362,0.92976291,0.02456655,0.67365453
-5.75387694,2.97147637,0.00282619,0.44160227,0.71727065,0.86980701,1.90273022,0.90133729,0.02385956,0.66316191
-5.74787394,2.90245569,0.00258621,0.42988704,0.70973904,0.85734774,1.84111374,0.87429015,0.02314088,0.65407609
-5.74187094,2.83863457,0.00236578,0.41874989,0.70334119,0.84654107,1.78303082,0.84868546,0.02241122,0.64641899
-5.73586793,2.78010267,0.00216440,0.40814031,0.69794303,0.83754588,1.72824540,0.82454488,0.02167132,0.64018164
-5.72986493,2.72684508,0.00198136,0.39799059,0.69337555,0.83050724,1.67643295,0.80185242,0.02092205,0.63532735
-5.72386193,2.67875782,0.00181572,0.38821936,0.68944316,0.82555627,1.62719796,0.78056053,0.02016451,0.63179591
-5.71785893,2.63566637,0.00166643,0.37873565,0.68593320,0.82281006,1.58009382,0.76059757,0.01940007,0.62950878
-5.71185593,2.59734626,0.00153235,0.36944345,0.68262619,0.82237134,1.53464451,0.74187606,0.01863051,0.62837471
-5.70585293,2.56354460,0.00141230,0.36024661,0.67930634,0.82432793,1.49036717,0.72430154,0.01785807,0.62829566
-5.69984992,2.53400153,0.00130512,0.35105380,0.67577191,0.82875173,1.44679453,0.70778151,0.01708554,0.62917271
-5.69384692,2.50847030,0.00120970,0.34178331,0.67184487,0.83569736,1.40349628,0.69223403,0.01631627,0.63091149
-5.68784392,2.48673514,0.00112504,0.33236754,0.66737954,0.84520036,1.36009851,0.67759551,0.01555427,0.63342702
-5.68184092,2.46862596,0.00105024,0.32275689,0.66226964,0.85727504,1.31630024,0.66382739,0.01480417,0.63664764
-5.67583792,2.45402928,0.00098458,0.31292294,0.65645362,0.87191220,1.27188652,0.65092127,0.01407127,0.64051791
-5.66983492,2.44289490,0.00092749,0.30286067,0.64991788,0.88907696,1.22673747,0.63890222,0.01336149,0.64500038
-5.66383192,2.43523837,0.00087860,0.29258968,0.64269787,0.90870682,1.18083299,0.62783021,0.01268136,0.65007623
-5.65782891,2.43113935,0.00083772,0.28215441,0.63487685,0.93071048,1.13425312,0.61779953,0.01203793,0.65574482
-5.65182591,2.43073619,0.00080485,0.27162317,0.62658265,0.95496749,1.08717405,0.60893626,0.01143873,0.66202242
-5.64582291,2.43421753,0.00078015,0.26108624,0.61798241,0.98132923,1.03986030,0.60139391,0.01089164,0.66894004
-5.63981991,2.44181156,0.00076398,0.25065305,0.60927566,1.00962114,0.99265348,0.59534753,0.01040480,0.67654087
-5.63381691,2.45377375,0.00075678,0.24044854,0.60068601,1.03964666,0.94595825,0.59098657,0.00998650,0.68487731
-5.62781391,2.47037393,0.00075914,0.23060897,0.59245206,1.07119246,0.90022638,0.58850689,0.00964500,0.69400793
-5.62181091,2.49188343,0.00077172,0.22127730,0.58481765,1.10403514,0.85593957,0.58810223,0.00938840,0.70399452
-5.61580790,2.51856283,0.00079519,0.21259843,0.57802217,1.13794887,0.81359194,0.58995566,0.00922451,0.71489925
-5.60980490,2.55065070,0.00083023,0.20471442,0.57229120,1.17271364,0.77367283,0.59423128,0.00916065,0.72678210
-5.60380190,2.58835364,0.00087746,0.19775998,0.56782789,1.20812351,0.73665073,0.60106664,0.00920349,0.73969855
-5.59779890,2.63183737,0.00093743,0.19185826,0.56480540,1.24399423,0.70295879,0.61056595,0.00935888,0.75369737
-5.59179590,2.68121893,0.00101051,0.18711729,0.56336073,1.28016960,0.67298242,0.62279463,0.00963168,0.76881859
-5.58579290,2.73655943,0.00109691,0.18362696,0.56358990,1.31652583,0.64704919,0.63777495,0.01002559,0.78509124
-5.57978989,2.79785710,0.00119662,0.18145674,0.56554485,1.35297347,0.62542132,0.65548323,0.01054297,0.80253103
-5.57378689,2.86504013,0.00130936,0.18065411,0.56923190,1.38945630,0.60829053,0.67584832,0.01118470,0.82113763
-5.56778389,2.93795910,0.00143457,0.18124375,0.57461168,1.42594713,0.59577549,0.69875143,0.01195002,0.84089149
-5.56178089,3.01637863,0.00157140,0.18322732,0.58160056,1.46244036,0.58792128,0.72402728,0.01283640,0.86175033
-5.55577789,3.09996854,0.00171868,0.18658393,0.59007331,1.49894152,0.58470093,0.75146627,0.01383942,0.88364523
-5.54977489,3.18829452,0.00187494,0.19127106,0.59986683,1.53545442,0.58601847,0.78081775,0.01495271,0.90647644
-5.54377189,3.28080901,0.00203842,0.19722595,0.61078474,1.57196645,0.59171330,0.81179404,0.01616788,0.93010932
-5.53776888,3.37684295,0.00220708,0.20436727,0.62260262,1.60843311,0.60156546,0.84407518,0.01747448,0.95437057
-5.53176588,3.47559930,0.00237866,0.21259700,0.63507365,1.64476269,0.61530150,0.87731428,0.01886008,0.97904513
-5.52576288,3.57614940,0.00255072,0.22180245,0.64793457,1.68080239,0.63260075,0.91114325,0.02031029,1.00387425
-5.51975988,3.67743325,0.00272070,0.23185837,0.66091171,1.71632694,0.65310168,0.94517892,0.02180893,1.02855503
-5.51375688,3.77826463,0.00288598,0.24262896,0.67372690,1.75103078,0.67640820,0.97902939,0.02333817,1.05274176
-5.50775388,3.87734189,0.00304397,0.25396990,0.68610333,1.78452476,0.70209581,1.01230060,0.02487878,1.07604949
-5.50175088,3.97326494,0.00319214,0.26573031,0.69777107,1.81633779,0.72971759,1.04460289,0.02641042,1.09805980
-5.49574787,4.06455864,0.00332814,0.27775458,0.70847227,1.84592414,0.75880987,1.07555762,0.02791199,1.11832897
-5.48974487,4.14970225,0.00344986,0.28988417,0.71796595,1.87267596,0.78889783,1.10480369,0.02936198,1.13639832
-5.48374187,4.22716444,0.00355544,0.30195937,0.72603236,1.89594102,0.81950078,1.13200370,0.03073892,1.15180650
-5.47773887,4.29544250,0.00364340,0.31382098,0.73247676,1.91504472,0.85013747,1.15684984,0.03202183,1.16410335
-5.47173587,4.35310456,0.00371262,0.32531197,0.73713270,1.92931551,0.88033129,1.17906912,0.03319066,1.17286464
-5.46573287,4.39883272,0.00376240,0.33627924,0.73986462,1.93811234,0.90961544,1.19842793,0.03422677,1.17770718
-5.45972986,4.43146530,0.00379245,0.34657523,0.74056979,1.94085277,0.93753816,1.21473566,0.03511339,1.17830346
-5.45372686,4.45003603,0.00380289,0.35605968,0.73917956,1.93704018,0.96366794,1.22784725,0.03583602,1.17439516
-5.44772386,4.45380815,0.00379425,0.36460136,0.73565982,1.92628857,0.98759868,1.23766454,0.03638286,1.16580473
-5.44172086,4.44230160,0.00376739,0.37207971,0.73001072,1.90834358,1.00895486,1.24413631,0.03674506,1.15244450
-5.43571786,4.41531182,0.00372351,0.37838654,0.72226560,1.88309850,1.02739644,1.24725696,0.03691703,1.13432265
-5.42971486,4.37291897,0.00366408,0.38342756,0.71248919,1.85060445,1.04262356,1.24706397,0.03689659,1.11154584
-5.42371186,4.31548718,0.00359075,0.38712383,0.70077517,1.81107392,1.05438079,1.24363401,0.03668506,1.08431814
-5.41770885,4.24365356,0.00350531,0.38941299,0.68724303,1.76487783,1.06246090,1.23707809,0.03628725,1.05293638
-5.41170585,4.15830770,0.00340964,0.39025035,0.67203456,1.71253594,1.06670796,1.22753590,0.03571135,1.01778204
-5.40570285,4.06056267,0.00330561,0.38960961,0.65530986,1.65470128,1.06701970,1.21516959,0.03496877,0.97931009
-5.39969985,3.95171881,0.00319504,0.38748338,0.63724325,1.59213956,1.06334891,1.20015735,0.03407385,0.93803529
-5.39369685,3.83322252,0.00307968,0.38388336,0.61801906,1.52570447,1.05570401,1.18268721,0.03304350,0.89451656
-5.38769385,3.70662174,0.00296111,0.37884013,0.59782749,1.45631025,1.04414853,1.16295117,0.03189681,0.84934025
-5.38169085,3.57352050,0.00284077,0.37240269,0.57686081,1.38490302,1.02879957,1.14114028,0.03065459,0.80310294
-5.37568784,3.43553459,0.00271987,0.36463757,0.55530977,1.31243203,1.00982531,1.11744060,0.02933887,0.75639470
-5.36968484,3.29425023,0.00259945,0.35562769,0.53336063,1.23982247,0.98744149,1.09203044,0.02797238,0.70978330
-5.36368184,3.15118741,0.00248035,0.34547089,0.51119255,1.16795069,0.96190702,1.06507884,0.02657804,0.66380018
-5.35767884,3.00776917,0.00236320,0.33427819,0.48897563,1.09762306,0.93351880,1.03674531,0.02517844,0.61892857
-5.35167584,2.86529764,0.00224846,0.32217185,0.46686940,1.02955904,0.90260588,1.00718069,0.02379538,0.57559413
-5.34567284,2.72493722,0.00213644,0.30928315,0.44502187,0.96437895,0.86952307,0.97652911,0.02244937,0.53415833
-5.33966983,2.58770492,0.00202730,0.29575018,0.42356898,0.90259658,0.83464423,0.94493046,0.02115926,0.49491459
-5.33366683,2.45446733,0.00192113,0.28171538,0.40263435,0.84461660,0.79835534,0.91252344,0.01994186,0.45808717
-5.32766383,2.32594358,0.00181792,0.26732315,0.38232936,0.79073638,0.76104750,0.87944855,0.01881163,0.42383248
-5.32166083,2.20271324,0.00171761,0.25271739,0.36275334,0.74115167,0.72311012,0.84585092,0.01778045,0.39224261
-5.31565783,2.08522807,0.00162014,0.23803920,0.34399391,0.69596563,0.68492442,0.81188261,0.01685744,0.36335062
-5.30965483,1.97382636,0.00152542,0.22342458,0.32612726,0.65520023,0.64685729,0.77770408,0.01604885,0.33713722
-5.30365183,1.86874892,0.00143341,0.20900243,0.30921853,0.61880948,0.60925587,0.74348481,0.01535799,0.31353840
-5.29764882,1.77015552,0.00134405,0.19489268,0.29332207,0.58669351,0.57244279,0.70940295,0.01478527,0.29245348
-5.29164582,1.67814098,0.00125736,0.18120473,0.27848181,0.55871303,0.53671220,0.67564396,0.01432831,0.27375337
-5.28564282,1.59275029,0.00117337,0.16803625,0.26473149,0.53470321,0.50232686,0.64239841,0.01398202,0.25728856
-5.27963982,1.51399234,0.00109217,0.15547222,0.25209517,0.51448682,0.46951602,0.60985917,0.01373887,0.24289658
-5.27363682,1.44185191,0.00101388,0.14358444,0.24058769,0.49788598,0.43847450,0.57821807,0.01358915,0.23040879
-5.26763382,1.37629994,0.00093865,0.13243143,0.23021539,0.48473224,0.40936267,0.54766243,0.01352126,0.21965628
-5.26163082,1.31730209,0.00086666,0.12205867,0.22097707,0.47487493,0.38230745,0.51837171,0.01352210,0.21047480
-5.25562781,1.26482572,0.00079810,0.11249924,0.21286512,0.46818754,0.35740423,0.49051448,0.01357746,0.20270879
-5.24962481,1.21884550,0.00073316,0.10377489,0.20586699,0.46457214,0.33471964,0.46424601,0.01367248,0.19621432
-5.24362181,1.17934774,0.00067206,0.09589728,0.19996676,0.46396194,0.31429497,0.43970658,0.01379206,0.19086122
-5.23761881,1.14633377,0.00061497,0.08886969,0.19514696,0.46632194,0.29615024,0.41702062,0.01392132,0.18653431
-5.23161581,1.11982213,0.00056209,0.08268877,0.19139045,0.47164796,0.28028856,0.39629672,0.01404608,0.18313385
-5.22561281,1.09984999,0.00051357,0.07734656,0.18868218,0.47996400,0.26670074,0.37762847,0.01415321,0.18057532
-5.21960980,1.08647349,0.00046956,0.07283250,0.18701089,0.49131833,0.25536995,0.36109593,0.01423107,0.17878861
-5.21360680,1.07976713,0.00043017,0.06913556,0.18637056,0.50577838,0.24627619,0.34676764,0.01426979,0.17771673
-5.20760380,1.07982212,0.00039551,0.06624621,0.18676136,0.52342467,0.23940051,0.33470301,0.01426157,0.17731403
-5.20160080,1.08674367,0.00036566,0.06415831,0.18819026,0.54434426,0.23472872,0.32495471,0.01420081,0.17754423
-5.19559780,1.10064743,0.00034068,0.06287086,0.19067102,0.56862383,0.23225458,0.31757099,0.01408426,0.17837811
-5.18959480,1.12165500,0.00032061,0.06238946,0.19422372,0.59634293,0.23198239,0.31259777,0.01391103,0.17979116
-5.18359180,1.14988898,0.00030549,0.06272758,0.19887365,0.62756777,0.23392888,0.31008013,0.01368248,0.18176115
-5.17758879,1.18546778,0.00029532,0.06390747,0.20464980,0.66234588,0.23812438,0.31006338,0.01340212,0.18426589
-5.17158579,1.22850063,0.00029011,0.06596079,0.21158296,0.70070228,0.24461339,0.31259347,0.01307532,0.18728104
-5.16558279,1.27908329,0.00028985,0.06892893,0.21970361,0.74263732,0.25345446,0.31771679,0.01270910,0.19077842
-5.15957979,1.33729478,0.00029451,0.07286292,0.22903972,0.78812660,0.26471945,0.32547943,0.01231169,0.19472455
-5.15357679,1.40319576,0.00030405,0.07782305,0.23961468,0.83712325,0.27849222,0.33592594,0.01189224,0.19907984
-5.14757379,1.47682856,0.00031840,0.08387805,0.25144559,0.88956255,0.29486686,0.34909772,0.01146037,0.20379823
-5.14157079,1.55821926,0.00033746,0.09110392,0.26454190,0.94536881,0.31394523,0.36503117,0.01102578,0.20882748
-5.13556778,1.64738154,0.00036112,0.09958235,0.27890479,1.00446439,0.33583410,0.38375561,0.01059792,0.21411003
-5.12956478,1.74432215,0.00038922,0.10939869,0.29452722,1.06678017,0.36064170,0.40529116,0.01018557,0.21958442
-5.12356178,1.84904736,0.00042155,0.12063953,0.31139467,1.13226708,0.38847358,0.42964660,0.00979663,0.22518717
-5.11755878,1.96156977,0.00045788,0.13338978,0.32948676,1.20090774,0.41942799,0.45681722,0.00943782,0.23085504
-5.11155578,2.08191442,0.00049793,0.14772938,0.34877947,1.27272738,0.45359042,0.48678264,0.00911452,0.23652740
-5.10555278,2.21012344,0.00054137,0.16372955,0.36924794,1.34780295,0.49102762,0.51950465,0.00883070,0.24214879
-5.09954977,2.34625794,0.00058781,0.18144870,0.39086968,1.42626968,0.53178085,0.55492496,0.00858884,0.24767115
-5.09354677,2.49039646,0.00063686,0.20092808,0.41362797,1.50832390,0.57585869,0.59296288,0.00839000,0.25305587
-5.08754377,2.64262901,0.00068805,0.22218722,0.43751513,1.59422160,0.62322937,0.63351284,0.00823392,0.25827521
-5.08154077,2.80304640,0.00074089,0.24521943,0.46253560,1.68427208,0.67381311,0.67644183,0.00811913,0.26331319
-5.07553777,2.97172457,0.00079489,0.26998736,0.48870833,1.77882648,0.72747452,0.72158679,0.00804321,0.26816569
-5.06953477,3.14870433,0.00084951,0.29641907,0.51606857,1.87826128,0.78401574,0.76875208,0.00800292,0.27283979
-5.06353177,3.33396710,0.00090424,0.32440460,0.54466861,1.98295715,0.84317058,0.81770705,0.00799455,0.27735230
-5.05752876,3.52740795,0.00095856,0.35379349,0.57457754,2.09327411,0.90460032,0.86818420,0.00801404,0.28172771
-5.05152576,3.72880732,0.00101196,0.38439338,0.60587988,2.20952389,0.96789163,0.91987784,0.00805734,0.28599542
-5.04552276,3.93780334,0.00106398,0.41596990,0.63867311,2.33194107,1.03255706,0.97244380,0.00812053,0.29018668
-5.03951976,4.15386672,0.00111419,0.44824818,0.67306429,2.46065459,1.09803860,1.02550030,0.00820005,0.29433132
-5.03351676,4.37628036,0.00116221,0.48091595,0.70916565,2.59566123,1.16371452,1.07863025,0.00829285,0.29845444
-5.02751376,4.60412543,0.00120769,0.51362837,0.74708964,2.73680285,1.22890968,1.13138525,0.00839649,0.30257349
-5.02151076,4.83627583,0.00125039,0.54601456,0.78694343,2.88374900,1.29290932,1.18329128,0.00850920,0.30669577
-5.01550775,5.07140211,0.00129009,0.57768576,0.82882326,3.03598612,1.35497590,1.23385623,0.00862992,0.31081667
-5.00950475,5.30798570,0.00132665,0.60824477,0.87280876,3.19281441,1.41436878,1.28257900,0.00875826,0.31491874
-5.00350175,5.54434336,0.00136001,0.63729656,0.91895761,3.35335289,1.47036575,1.32896017,0.00889445,0.31897172
-4.99749875,5.77866148,0.00139016,0.66445946,0.96730061,3.51655273,1.52228591,1.37251372,0.00903922,0.32293357
-4.99149575,6.00903880,0.00141714,0.68937666,1.01783744,3.68121851,1.56951247,1.41277940,0.00919372,0.32675245
-4.98549275,6.23353565,0.00144106,0.71172739,1.07053314,3.84603630,1.61151471,1.44933532,0.00935932,0.33036958
-4.97948974,6.45022740,0.00146208,0.73123724,1.12531545,4.00960741,1.64786774,1.48181004,0.00953750,0.33372276
-4.97348674,6.65725929,0.00148039,0.74768724,1.18207296,4.17048588,1.67826899,1.50989362,0.00972966,0.33675045
-4.96748374,6.85289961,0.00149620,0.76092109,1.24065411,4.32721791,1.70255047,1.53334707,0.00993700,0.33939605
-4.96148074,7.03558840,0.00150978,0.77085024,1.30086689,4.47838102,1.72068582,1.55200967,0.01016033,0.34161221
-4.95547774,7.20397877,0.00152138,0.77745640,1.36247930,4.62262091,1.73279177,1.56580368,0.01040000,0.34336486
-4.94947474,7.35696869,0.00153126,0.78079144,1.42522031,4.75868407,1.73912348,1.57473623,0.01065575,0.34463661
-4.94347174,7.49372139,0.00153967,0.78097453,1.48878134,4.88544471,1.74006388,1.57889821,0.01092667,0.34542950
-4.93746873,7.61367342,0.00154687,0.77818662,1.55281825,5.00192462,1.73610734,1.57846012,0.01121115,0.34576672
-4.93146573,7.71653006,0.00155305,0.77266254,1.61695363,5.10730538,1.72783825,1.57366521,0.01150685,0.34569319
-4.92546273,7.80224883,0.00155841,0.76468107,1.68077960,5.20093287,1.71590558,1.56482006,0.01181074,0.34527512
-4.91945973,7.87101235,0.00156308,0.75455337,1.74386100,5.28231429,1.70099450,1.55228329,0.01211913,0.34459824
-4.91345673,7.92319267,0.00156715,0.74261048,1.80573917,5.35110878,1.68379658,1.53645281,0.01242779,0.34376505
-4.90745373,7.95930981,0.00157066,0.72919035,1.86593628,5.40711289,1.66497989,1.51775231,0.01273197,0.34289105
-4.90145073,7.97998731,0.00157357,0.71462507,1.92396053,5.45024259,1.64516066,1.49661776,0.01302661,0.34210013
-4.89544772,7.98590809,0.00157581,0.69922904,1.97931206,5.48051368,1.62487796,1.47348444,0.01330643,0.34151952
-4.88944472,7.97777366,0.00157722,0.68328835,2.03148990,5.49802246,1.60457250,1.44877530,0.01356607,0.34127426
-4.88344172,7.95626947,0.00157762,0.66705218,2.07999991,5.50292846,1.58457089,1.42289096,0.01380028,0.34148179
-4.87743872,7.92203857,0.00157672,0.65072631,2.12436358,5.49544075,1.56507592,1.39620197,0.01400404,0.34224665
-4.87143572,7.87566554,0.00157425,0.63446916,2.16412780,5.47580896,1.54616354,1.36904341,0.01417273,0.34365574
-4.86543272,7.81767116,0.00156986,0.61839031,2.19887527,5.44431972,1.52778631,1.34171213,0.01430229,0.34577431
-4.85942971,7.74851823,0.00156321,0.60255165,2.22823530,5.40129869,1.50978341,1.31446641,0.01438929,0.34864277
-4.85342671,7.66862752,0.00155392,0.58697071,2.25189468,5.34711779,1.49189634,1.28752795,0.01443110,0.35227474
-4.84742371,7.57840248,0.00154167,0.57162621,2.26960819,5.28220686,1.47378942,1.26108584,0.01442597,0.35665604
-4.84142071,7.47826033,0.00152613,0.55646504,2.28120813,5.20706835,1.45507397,1.23530206,0.01437306,0.36174500
-4.83541771,7.36866702,0.00150704,0.54141060,2.28661260,5.12229353,1.43533481,1.21031799,0.01427251,0.36747384
-4.82941471,7.25017291,0.00148422,0.52637170,2.28583172,5.02857837,1.41415746,1.18626138,0.01412545,0.37375117
-4.82341171,7.12344625,0.00145756,0.51125157,2.27897160,4.92673726,1.39115484,1.16325320,0.01393398,0.38046533
-4.81740870,6.98930129,0.00142706,0.49595654,2.26623537,4.81771277,1.36599171,1.14141376,0.01370109,0.38748854
-4.81140570,6.84871867,0.00139283,0.48040389,2.24792126,4.70257999,1.33840595,1.12086773,0.01343066,0.39468154
-4.80540270,6.70285582,0.00135513,0.46452842,2.22441743,4.58254415,1.30822539,1.10174746,0.01312725,0.40189863
-4.79939970,6.55304610,0.00131431,0.44828761,2.19619352,4.45893099,1.27537952,1.08419449,0.01279609,0.40899267
-4.79339670,6.40078596,0.00127090,0.43166498,2.16378927,4.33316959,1.23990571,1.06835900,0.01244286,0.41582008
-4.78739370,6.24771050,0.00122554,0.41467176,2.12780048,4.20676795,1.20194966,1.05439705,0.01207354,0.42224539
-4.78139070,6.09555815,0.00117898,0.39734673,2.08886285,4.08128229,1.16176044,1.04246599,0.01169428,0.42814541
-4.77538769,5.94612648,0.00113212,0.37975452,2.04763444,3.95828148,1.11968049,1.03271801,0.01131118,0.43341263
-4.76938469,5.80122139,0.00108595,0.36198247,2.00477742,3.83930803,1.07613142,1.02529235,0.01093016,0.43795798
-4.76338169,5.66260248,0.00104152,0.34413632,1.96094009,3.72583805,1.03159652,1.02030666,0.01055679,0.44171280
-4.75737869,5.53192768,0.00099999,0.32633521,1.91673996,3.61924186,0.98660104,1.01784789,0.01019613,0.44462998
-4.75137569,5.41070036,0.00096253,0.30870612,1.87274866,3.52074772,0.94169141,1.01796347,0.00985262,0.44668441
-4.74537269,5.30022177,0.00093036,0.29137822,1.82947940,3.43141029,0.89741455,1.02065333,0.00952999,0.44787269
-4.73936968,5.20155152,0.00090469,0.27447751,1.78737763,3.35208567,0.85429823,1.02586323,0.00923119,0.44821231
-4.73336668,5.11547825,0.00088669,0.25812188,1.74681511,3.28341418,0.81283348,1.03348004,0.00895832,0.44774027
-4.72736368,5.04250184,0.00087750,0.24241689,1.70808769,3.22581152,0.77345977,1.04332930,0.00871265,0.44651142
-4.72136068,4.98282794,0.00087820,0.22745252,1.67141665,3.17946871,0.73655341,1.05517542,0.00849464,0.44459642
-4.71535768,4.93637476,0.00088973,0.21330086,1.63695328,3.14436035,0.70241958,1.06872460,0.00830398,0.44207969
-4.70935468,4.90279133,0.00091295,0.20001483,1.60478633,3.12026038,0.67128795,1.08363059,0.00813967,0.43905706
-4.70335168,4.88148573,0.00094854,0.18762788,1.57495153,3.10676415,0.64331184,1.09950299,0.00800009,0.43563358
-4.69734867,4.87166120,0.00099702,0.17615462,1.54744245,3.10331508,0.61857049,1.11591797,0.00788314,0.43192120
-4.69134567,4.87235778,0.00105872,0.16559225,1.52222191,3.10923421,0.59707409,1.13243089,0.00778634,0.42803643
-4.68534267,4.88249669,0.00113373,0.15592252,1.49923302,3.12375060,0.57877089,1.14859024,0.00770692,0.42409811
-4.67933967,4.90092486,0.00122191,0.14711420,1.47840904,3.14603080,0.56355585,1.16395236,0.00764198,0.42022495
-4.67333667,4.92645691,0.00132284,0.13912577,1.45968147,3.17520572,0.55128007,1.17809628,0.00758857,0.41653319
-4.66733367,4.95791242,0.00143585,0.13190822,1.44298580,3.21039339,0.54176048,1.19063792,0.00754378,0.41313403
-4.66133067,4.99414673,0.00155995,0.12540770,1.42826457,3.25071685,0.53478924,1.20124302,0.00750482,0.41013104
-4.65532766,5.03407396,0.00169388,0.11956801,1.41546770,3.29531636,0.53014235,1.20963827,0.00746911,0.40761744
-4.64932466,5.07668184,0.00183607,0.11433279,1.40455021,3.34335608,0.52758716,1.21562008,0.00743427,0.40567336
-4.64332166,5.12103823,0.00198469,0.10964725,1.39546753,3.39402549,0.52688853,1.21906064,0.00739821,0.40436310
