energy_ev,total_up,C_s_up,C_p_up,Cd_p_up,Cd_d_up,Se_s_up,Se_p_up,Ti_p_up,Ti_d_up
-5.82591296,2.39536716,0.09999458,0.06657008,0.60100466,0.34051357,0.04974876,1.19246295,0.98818627,0.21809228
-5.81990995,2.39743661,0.10000643,0.06775363,0.60965658,0.33719988,0.04734596,1.19312345,0.99881310,0.21913329
-5.81390695,2.39763552,0.09990574,0.06883119,0.61693511,0.33384856,0.04502399,1.19285691,1.00760400,0.22017333
-5.80790395,2.39578339,0.09966870,0.06979201,0.62269251,0.33044888,0.04279481,1.19158550,1.01436544,0.22121603
-5.80190095,2.39171139,0.09927390,0.07062776,0.62680309,0.32698724,0.04066701,1.18923384,1.01892050,0.22226756
-5.79589795,2.38527746,0.09870327,0.07133292,0.62916861,0.32344909,0.03864614,1.18573695,1.02111677,0.22333752
-5.78989495,2.37637993,0.09794278,0.07190509,0.62972273,0.31982078,0.03673513,1.18104786,1.02083355,0.22443978
-5.78389195,2.36496869,0.09698303,0.07234512,0.62843420,0.31609119,0.03493478,1.17514436,1.01798807,0.22559305
-5.77788894,2.35105324,0.09581964,0.07265706,0.62530861,0.31225289,0.03324423,1.16803430,1.01254021,0.22682106
-5.77188594,2.33470698,0.09445338,0.07284786,0.62038862,0.30830298,0.03166152,1.15975920,1.00449569,0.22815250
-5.76588294,2.31606767,0.09289013,0.07292702,0.61375264,0.30424344,0.03018405,1.15039591,0.99390739,0.22962045
-5.75987994,2.29533399,0.09114064,0.07290596,0.60551206,0.30008103,0.02880900,1.14005618,0.98087485,0.23126149
-5.75387694,2.27275860,0.08922011,0.07279741,0.59580716,0.29582682,0.02753373,1.12888435,0.96554208,0.23311448
-5.74787394,2.24863834,0.08714757,0.07261458,0.58480201,0.29149545,0.02635600,1.11705313,0.94809365,0.23521897
-5.74187094,2.22330209,0.08494532,0.07237047,0.57267865,0.28710405,0.02527423,1.10475795,0.92874959,0.23761348
-5.73586793,2.19709747,0.08263811,0.07207710,0.55963077,0.28267119,0.02428755,1.09221013,0.90775906,0.24033364
-5.72986493,2.17037697,0.08025248,0.07174488,0.54585741,0.27821577,0.02339586,1.07962933,0.88539346,0.24341032
-5.72386193,2.14348463,0.07781598,0.07138206,0.53155683,0.27375594,0.02259973,1.06723568,0.86193908,0.24686788
-5.71785893,2.11674390,0.07535656,0.07099438,0.51692092,0.26930834,0.02190031,1.05524214,0.83768971,0.25072262
-5.71185593,2.09044751,0.07290200,0.07058481,0.50213041,0.26488750,0.02129913,1.04384733,0.81293964,0.25498158
-5.70585293,2.06484972,0.07047938,0.07015361,0.48735095,0.26050554,0.02079786,1.03322934,0.78797708,0.25964172
-5.69984992,2.04016132,0.06811481,0.06969844,0.47273031,0.25617220,0.02039812,1.02354067,0.76307847,0.26468960
-5.69384692,2.01654760,0.06583312,0.06921467,0.45839658,0.25189513,0.02010117,1.01490470,0.73850362,0.27010159
-5.68784392,1.99412908,0.06365775,0.06869592,0.44445745,0.24768043,0.01990766,1.00741356,0.71449191,0.27584467
-5.68184092,1.97298499,0.06161075,0.06813456,0.43100046,0.24353345,0.01981744,1.00112781,0.69125962,0.28187780
-5.67583792,1.95315899,0.05971277,0.06752238,0.41809402,0.23945958,0.01982934,0.99607759,0.66899818,0.28815387
-5.66983492,1.93466684,0.05798317,0.06685125,0.40578920,0.23546525,0.01994101,0.99226540,0.64787357,0.29462215
-5.66383192,1.91750554,0.05644020,0.06611379,0.39412194,0.23155877,0.02014884,0.98967023,0.62802652,0.30123121
-5.65782891,1.90166329,0.05510104,0.06530391,0.38311559,0.22775119,0.02044794,0.98825299,0.60957361,0.30793222
-5.65182591,1.88712993,0.05398200,0.06441742,0.37278359,0.22405690,0.02083213,0.98796282,0.59260896,0.31468243
-5.64582291,1.87390727,0.05309857,0.06345233,0.36313221,0.22049413,0.02129411,0.98874420,0.57720653,0.32144876
-5.63981991,1.86201873,0.05246540,0.06240922,0.35416305,0.21708513,0.02182560,0.99054444,0.56342273,0.32821133
-5.63381691,1.85151814,0.05209631,0.06129134,0.34587543,0.21385621,0.02241757,0.99332112,0.55129928,0.33496669
-5.62781391,1.84249693,0.05200409,0.06010466,0.33826832,0.21083741,0.02306057,0.99704941,0.54086612,0.34173060
-5.62181091,1.83508968,0.05220031,0.05885778,0.33134204,0.20806204,0.02374510,1.00172849,0.53214424,0.34854015
-5.61580790,1.82947744,0.05269498,0.05756171,0.32509946,0.20556595,0.02446191,1.00738700,0.52514821,0.35545506
-5.60980490,1.82588879,0.05349616,0.05622960,0.31954686,0.20338662,0.02520251,1.01408708,0.51988833,0.36255793
-5.60380190,1.82459832,0.05460948,0.05487636,0.31469432,0.20156213,0.02595949,1.02192660,0.51637228,0.36995338
-5.59779890,1.82592235,0.05603759,0.05351830,0.31055572,0.20012997,0.02672699,1.03103940,0.51460605,0.37776599
-5.59179590,1.83021208,0.05777958,0.05217264,0.30714838,0.19912585,0.02750099,1.04159331,0.51459418,0.38613696
-5.58579290,1.83784409,0.05983045,0.05085712,0.30449233,0.19858244,0.02827968,1.05378597,0.51633928,0.39521955
-5.57978989,1.84920845,0.06218047,0.04958958,0.30260927,0.19852815,0.02906369,1.06783832,0.51984066,0.40517338
-5.57378689,1.86469487,0.06481475,0.04838752,0.30152132,0.19898595,0.02985627,1.08398614,0.52509239,0.41615786
-5.56778389,1.88467742,0.06771276,0.04726780,0.30124947,0.19997239,0.03066340,1.10246982,0.53208068,0.42832487
-5.56178089,1.90949839,0.07084811,0.04624628,0.30181207,0.20149674,0.03149375,1.12352286,0.54078079,0.44181106
-5.55577789,1.93945220,0.07418843,0.04533759,0.30322322,0.20356033,0.03235869,1.14735958,0.55115387,0.45673013
-5.54977489,1.97477005,0.07769546,0.04455498,0.30549126,0.20615619,0.03327205,1.17416292,0.56314365,0.47316543
-5.54377189,2.01560645,0.08132538,0.04391014,0.30861748,0.20926902,0.03424989,1.20407265,0.57667361,0.49116338
-5.53776888,2.06202823,0.08502943,0.04341321,0.31259515,0.21287546,0.03531023,1.23717505,0.59164464,0.51072791
-5.53176588,2.11400700,0.08875473,0.04307280,0.31740898,0.21694471,0.03647258,1.27349454,0.60793364,0.53181653
-5.52576288,2.17141560,0.09244535,0.04289612,0.32303498,0.22143953,0.03775756,1.31298783,0.62539320,0.55433799
-5.51975988,2.23402894,0.09604369,0.04288910,0.32944100,0.22631756,0.03918636,1.35554103,0.64385260,0.57815208
-5.51375688,2.30152942,0.09949194,0.04305670,0.33658780,0.23153289,0.04078022,1.40097009,0.66312012,0.60307139
-5.50775388,2.37351676,0.10273377,0.04340319,0.34443060,0.23703791,0.04255984,1.44902446,0.68298684,0.62886525
-5.50175088,2.44952174,0.10571604,0.04393247,0.35292125,0.24278526,0.04454473,1.49939393,0.70323165,0.65526553
-5.49574787,2.52902323,0.10839054,0.04464843,0.36201067,0.24872979,0.04675260,1.55171830,0.72362747,0.68197435
-5.48974487,2.61146746,0.11071562,0.04555530,0.37165158,0.25483044,0.04919870,1.60559928,0.74394820,0.70867309
-5.48374187,2.69628839,0.11265773,0.04665800,0.38180130,0.26105190,0.05189509,1.66061405,0.76397626,0.73503252
-5.47773887,2.78292793,0.11419263,0.04796238,0.39242435,0.26736597,0.05485004,1.71632954,0.78351011,0.76072352
-5.47173587,2.87085487,0.11530635,0.04947545,0.40349474,0.27375248,0.05806728,1.77231683,0.80237154,0.78542788
-5.46573287,2.95958112,0.11599578,0.05120545,0.41499770,0.28019964,0.06154548,1.82816461,0.82041207,0.80884879
-5.45972986,3.04867454,0.11626884,0.05316182,0.42693071,0.28670391,0.06527762,1.88349125,0.83751831,0.83072038
-5.45372686,3.13776753,0.11614428,0.05535508,0.43930366,0.29326927,0.06925060,1.93795467,0.85361573,0.85081614
-5.44772386,3.22656095,0.11565098,0.05779646,0.45213809,0.29990597,0.07344491,1.99125964,0.86867083,0.86895567
-5.44172086,3.31482340,0.11482696,0.06049753,0.46546551,0.30662876,0.07783452,2.04316241,0.88269141,0.88500961
-5.43571786,3.40238610,0.11371798,0.06346955,0.47932480,0.31345479,0.08238692,2.09347250,0.89572501,0.89890266
-5.42971486,3.48913404,0.11237589,0.06672281,0.49375884,0.32040127,0.08706350,2.14205181,0.90785564,0.91061450
-5.42371186,3.57499426,0.11085679,0.07026582,0.50881058,0.32748308,0.09182009,2.18881157,0.91919901,0.92017880
-5.41770885,3.65992234,0.10921910,0.07410449,0.52451868,0.33471038,0.09660790,2.23370744,0.92989646,0.92768039
-5.41170585,3.74388820,0.10752154,0.07824122,0.54091299,0.34208659,0.10137462,2.27673330,0.94010816,0.93325077
-5.40570285,3.82686244,0.10582132,0.08267411,0.55801027,0.34960666,0.10606589,2.31791447,0.95000580,0.93706238
-5.39969985,3.90880418,0.10417234,0.08739612,0.57581018,0.35725592,0.11062690,2.35730071,0.95976529,0.93932164
-5.39369685,3.98965125,0.10262374,0.09239440,0.59429201,0.36500949,0.11500425,2.39495956,0.96955975,0.94026140
-5.38769385,4.06931334,0.10121864,0.09764983,0.61341216,0.37283235,0.11914785,2.43097045,0.97955329,0.94013277
-5.38169085,4.14766820,0.09999328,0.10313656,0.63310274,0.38068003,0.12301287,2.46541953,0.98989564,0.93919688
-5.37568784,4.22456115,0.09897640,0.10882198,0.65327113,0.38849989,0.12656161,2.49839557,1.00071790,0.93771659
-5.36968484,4.29980720,0.09818900,0.11466673,0.67380071,0.39623286,0.12976516,2.52998670,1.01212946,0.93594851
-5.36368184,4.37319551,0.09764442,0.12062507,0.69455271,0.40381559,0.13260484,2.56027774,1.02421604,0.93413543
-5.35767884,4.44449525,0.09734863,0.12664540,0.71536894,0.41118273,0.13507323,2.58934802,1.03703876,0.93249932
-5.35167584,4.51346207,0.09730073,0.13267113,0.73607544,0.41826935,0.13717481,2.61726928,1.05063402,0.93123501
-5.34567284,4.57984440,0.09749369,0.13864162,0.75648675,0.42501317,0.13892605,2.64410334,1.06501400,0.93050468
-5.33966983,4.64338877,0.09791509,0.14449338,0.77641057,0.43135659,0.14035503,2.66989939,1.08016758,0.93043319
-5.33366683,4.70384372,0.09854795,0.15016146,0.79565267,0.43724827,0.14150047,2.69469080,1.09606132,0.93110441
-5.32766383,4.76096170,0.09937154,0.15558083,0.81402175,0.44264432,0.14241034,2.71849131,1.11264047,0.93255867
-5.32166083,4.81449923,0.10036216,0.16068796,0.83133410,0.44750888,0.14313994,2.74129088,1.12982977,0.93479132
-5.31565783,4.86421516,0.10149378,0.16542228,0.84741782,0.45181425,0.14374965,2.76305143,1.14753395,0.93775260
-5.30965483,4.90986764,0.10273865,0.16972770,0.86211650,0.45554045,0.14430240,2.78370272,1.16563806,0.94134882
-5.30365183,4.95121037,0.10406774,0.17355400,0.87529227,0.45867437,0.14486101,2.80313904,1.18400754,0.94544502
-5.29764882,4.98798871,0.10545112,0.17685809,0.88682801,0.46120862,0.14548547,2.82121691,1.20248822,0.94986902
-5.29164582,5.01993662,0.10685824,0.17960505,0.89662893,0.46314004,0.14623034,2.83775449,1.22090653,0.95441689
-5.28564282,5.04677497,0.10825818,0.18176904,0.90462330,0.46446828,0.14714233,2.85253290,1.23906994,0.95885977
-5.27963982,5.06821193,0.10961976,0.18333388,0.91076255,0.46519422,0.14825832,2.86529980,1.25676801,0.96295187
-5.27363682,5.08394590,0.11091180,0.18429340,0.91502063,0.46531875,0.14960367,2.87577536,1.27377412,0.96643940
-5.26763382,5.09367117,0.11210331,0.18465149,0.91739296,0.46484162,0.15119112,2.88366052,1.28984810,0.96907024
-5.26163082,5.09708627,0.11316373,0.18442190,0.91789482,0.46376074,0.15302015,2.88864738,1.30473982,0.97060386
-5.25562781,5.09390490,0.11406327,0.18362772,0.91655952,0.46207183,0.15507698,2.89043127,1.31819377,0.97082126
-5.24962481,5.08386885,0.11477328,0.18230069,0.91343628,0.45976846,0.15733501,2.88872412,1.32995461,0.96953443
-5.24362181,5.06676234,0.11526681,0.18048023,0.90858812,0.45684259,0.15975582,2.88326834,1.33977345,0.96659495
-5.23761881,5.04242705,0.11551907,0.17821230,0.90208966,0.45328530,0.16229057,2.87385062,1.34741486,0.96190138
-5.23161581,5.01077693,0.11550806,0.17554814,0.89402518,0.44908802,0.16488180,2.86031501,1.35266413,0.95540505
-5.22561281,4.97181216,0.11521526,0.17254297,0.88448674,0.44424388,0.16746548,2.84257456,1.35533469,0.94711404
-5.21960980,4.92563129,0.11462616,0.16925454,0.87357266,0.43874921,0.16997325,2.82062101,1.35527517,0.93709524
-5.21360680,4.87244109,0.11373094,0.16574183,0.86138622,0.43260517,0.17233470,2.79453205,1.35237599,0.92547425
-5.20760380,4.81256358,0.11252498,0.16206371,0.84803477,0.42581921,0.17447970,2.76447589,1.34657503,0.91243334
-5.20160080,4.74643983,0.11100930,0.15827775,0.83362907,0.41840652,0.17634059,2.73071287,1.33786212,0.89820745
-5.19559780,4.67463044,0.10919084,0.15443917,0.81828301,0.41039120,0.17785423,2.69359434,1.32628221,0.88307846
-5.18959480,4.59781269,0.10708264,0.15059994,0.80211344,0.40180715,0.17896377,2.65355857,1.31193700,0.86736816
-5.18359180,4.51677441,0.10470384,0.14680802,0.78524036,0.39269866,0.17962023,2.61112429,1.29498495,0.85142993
-5.17758879,4.43240487,0.10207946,0.14310688,0.76778709,0.38312065,0.17978373,2.56688184,1.27563958,0.83563984
-5.17158579,4.34568295,0.09924003,0.13953509,0.74988049,0.37313846,0.17942437,2.52148254,1.25416625,0.82038714
-5.16558279,4.25766293,0.09622109,0.13612615,0.73165119,0.36282740,0.17852289,2.47562643,1.23087733,0.80606481
-5.15957979,4.16945823,0.09306244,0.13290843,0.71323359,0.35227179,0.17707093,2.43004896,1.20612608,0.79306015
-5.15357679,4.08222342,0.08980733,0.12990531,0.69476566,0.34156380,0.17507107,2.38550670,1.18029926,0.78174588
-5.14757379,3.99713487,0.08650153,0.12713530,0.67638851,0.33080191,0.17253656,2.34276258,1.15380888,0.77247174
-5.14157079,3.91537018,0.08319232,0.12461238,0.65824556,0.32008923,0.16949086,2.30257081,1.12708319,0.76555677
-5.13556778,3.83808688,0.07992742,0.12234625,0.64048140,0.30953153,0.16596692,2.26566166,1.10055727,0.76128246
-5.12956478,3.76640038,0.07675396,0.12034272,0.62324022,0.29923518,0.16200630,2.23272627,1.07466336,0.75988649
-5.12356178,3.70136175,0.07371745,0.11860402,0.60666403,0.28930510,0.15765818,2.20440182,1.04982134,0.76155741
-5.11755878,3.64393542,0.07086084,0.11712916,0.59089045,0.27984258,0.15297820,2.18125689,1.02642952,0.76642995
-5.11155578,3.59497724,0.06822360,0.11591418,0.57605036,0.27094323,0.14802718,2.16377764,1.00485586,0.77458116
-5.10555278,3.55521343,0.06584102,0.11495247,0.56226539,0.26269503,0.14286986,2.15235466,0.98543009,0.78602726
-5.09954977,3.52522078,0.06374357,0.11423499,0.54964533,0.25517649,0.13757346,2.14727098,0.96843663,0.80072125
-5.09354677,3.50540875,0.06195639,0.11375042,0.53828563,0.24845503,0.13220633,2.14869161,0.95410863,0.81855142
-5.08754377,3.49600412,0.06049899,0.11348540,0.52826504,0.24258563,0.12683647,2.15665474,0.94262325,0.83934078
-5.08154077,3.49703869,0.05938503,0.11342463,0.51964355,0.23760969,0.12153020,2.17106530,0.93409818,0.86284748
-5.07553777,3.50834082,0.05862230,0.11355102,0.51246058,0.23355418,0.11635075,2.19169104,0.92858964,0.88876657
-5.06953477,3.52953121,0.05821274,0.11384582,0.50673371,0.23043113,0.11135701,2.21816163,0.92609174,0.91673291
-5.06353177,3.56002362,0.05815267,0.11428872,0.50245782,0.22823740,0.10660231,2.24997108,0.92653734,0.94632565
-5.05752876,3.59903061,0.05843306,0.11485804,0.49960479,0.22695475,0.10213338,2.28648365,0.92980038,0.97707414
-5.05152576,3.64557474,0.05903986,0.11553084,0.49812375,0.22655021,0.09798941,2.32694354,0.93569962,1.00846542
-5.04552276,3.69850505,0.05995446,0.11628314,0.49794184,0.22697677,0.09420137,2.37048811,0.94400372,1.03995320
-5.03951976,3.75651873,0.06115409,0.11709009,0.49896554,0.22817427,0.09079145,2.41616474,0.95443758,1.07096819
-5.03351676,3.81818750,0.06261236,0.11792620,0.50108249,0.23007060,0.08777276,2.46295084,0.96668988,1.10092972
-5.02751376,3.88198813,0.06429967,0.11876563,0.50416370,0.23258307,0.08514928,2.50977658,0.98042145,1.12925813
-5.02151076,3.94633624,0.06618376,0.11958243,0.50806627,0.23561995,0.08291603,2.55554984,0.99527456,1.15538792
-5.01550775,4.00962256,0.06823013,0.12035086,0.51263626,0.23908222,0.08105950,2.59918252,1.01088269,1.17878097
-5.00950475,4.07025043,0.07040257,0.12104579,0.51771196,0.24286541,0.07955827,2.63961755,1.02688062,1.19893956
-5.00350175,4.12667365,0.07266355,0.12164299,0.52312723,0.24686148,0.07838387,2.67585562,1.04291462,1.21541875
-4.99749875,4.17743331,0.07497469,0.12211957,0.52871498,0.25096081,0.07750188,2.70698089,1.05865241,1.22783761
-4.99149575,4.22119271,0.07729719,0.12245441,0.53431067,0.25505422,0.07687305,2.73218483,1.07379269,1.23588898
-4.98549275,4.25676932,0.07959224,0.12262860,0.53975576,0.25903489,0.07645467,2.75078731,1.08807399,1.23934730
-4.97948974,4.28316286,0.08182147,0.12262590,0.54490104,0.26280035,0.07620195,2.76225456,1.10128251,1.23807444
-4.97348674,4.29957891,0.08394737,0.12243321,0.54960985,0.26625429,0.07606944,2.76621325,1.11325899,1.23202306
-4.96748374,4.30544737,0.08593377,0.12204104,0.55376107,0.26930834,0.07601244,2.76246043,1.12390422,1.22123773
-4.96148074,4.30043569,0.08774624,0.12144400,0.55725181,0.27188371,0.07598838,2.75096932,1.13318328,1.20585355
-4.95547774,4.28445662,0.08935262,0.12064122,0.55999996,0.27391262,0.07595811,2.73189064,1.14112840,1.18609255
-4.94947474,4.25767053,0.09072348,0.11963675,0.56194633,0.27533962,0.07588700,2.70554996,1.14784044,1.16225803
-4.94347174,4.22048281,0.09183261,0.11843991,0.56305651,0.27612269,0.07574601,2.67244122,1.15348916,1.13472710
-4.93746873,4.17353647,0.09265750,0.11706560,0.56332243,0.27623410,0.07551245,2.63321688,1.15831219,1.10394180
-4.93146573,4.11770069,0.09317987,0.11553443,0.56276354,0.27566109,0.07517069,2.58867522,1.16261304,1.07039905
-4.92546273,4.05405577,0.09338603,0.11387292,0.56142768,0.27440630,0.07471257,2.53974540,1.16675809,1.03464003
-4.91945973,3.98387512,0.09326737,0.11211342,0.55939152,0.27248788,0.07413764,2.48747074,1.17117284,0.99723920
-4.91345673,3.90860485,0.09282069,0.11029398,0.55676063,0.26993948,0.07345321,2.43299084,1.17633739,0.95879333
-4.90745373,3.82984133,0.09204846,0.10845817,0.55366907,0.26680985,0.07267420,2.37752297,1.18278118,0.91991094
-4.90145073,3.74930731,0.09095905,0.10665461,0.55027850,0.26316222,0.07182278,2.32234297,1.19107711,0.88120235
-4.89544772,3.66882657,0.08956676,0.10493645,0.54677673,0.25907345,0.07092780,2.26876617,1.20183482,0.84327042
-4.88944472,3.59029749,0.08789181,0.10336074,0.54337557,0.25463280,0.07002416,2.21812814,1.21569302,0.80670230
-4.88344172,3.51566527,0.08596013,0.10198749,0.54030807,0.24994053,0.06915184,2.17176552,1.23331076,0.77206207
-4.87743872,3.44689296,0.08380303,0.10087878,0.53782487,0.24510613,0.06835494,2.13099675,1.25535734,0.73988424
-4.87143572,3.38593093,0.08145671,0.10009751,0.53618975,0.24024632,0.06768050,2.09710258,1.28250067,0.71066821
-4.86543272,3.33468489,0.07896163,0.09970618,0.53567430,0.23548278,0.06717720,2.07130627,1.31539396,0.68487333
-4.85942971,3.29498212,0.07636167,0.09976538,0.53655169,0.23093961,0.06689400,2.05475323,1.35466051,0.66291465
-4.85342671,3.26853618,0.07370322,0.10033222,0.53908958,0.22674055,0.06687866,2.04849024,1.40087678,0.64515916
-4.84742371,3.25691028,0.07103414,0.10145868,0.54354229,0.22300610,0.06717627,2.05344410,1.45455365,0.63192231
-4.84142071,3.26147971,0.06840259,0.10318980,0.55014240,0.21985044,0.06782770,2.07040015,1.51611644,0.62346491
-4.83541771,3.28339422,0.06585580,0.10556193,0.55909190,0.21737829,0.06886816,2.09998079,1.58588396,0.61999020
-4.82941471,3.32354119,0.06343886,0.10860097,0.57055333,0.21568187,0.07032578,2.14262486,1.66404736,0.62164125
-4.82341171,3.38251094,0.06119347,0.11232069,0.58464110,0.21483793,0.07222033,2.19856833,1.75064967,0.62849857
-4.81740870,3.46056563,0.05915678,0.11672122,0.60141350,0.21490499,0.07456212,2.26782739,1.84556691,0.64057829
-4.81140570,3.55761335,0.05736027,0.12178784,0.62086570,0.21592102,0.07735114,2.35018473,1.94849188,0.65783076
-4.80540270,3.67318898,0.05582885,0.12749003,0.64292426,0.21790149,0.08057645,2.44518019,2.05892183,0.68014000
-4.79939970,3.80644349,0.05458007,0.13378101,0.66744346,0.22083801,0.08421589,2.55210652,2.17615090,0.70732401
-4.79339670,3.95614306,0.05362356,0.14059772,0.69420395,0.22469763,0.08823619,2.67001130,2.29926850,0.73913619
-4.78739370,4.12067903,0.05296073,0.14786139,0.72291375,0.22942292,0.09259337,2.79770556,2.42716421,0.77526795
-4.78139070,4.29808956,0.05258472,0.15547869,0.75321212,0.23493276,0.09723355,2.93377952,2.55853994,0.81535273
-4.77538769,4.48609308,0.05248057,0.16334351,0.78467609,0.24112396,0.10209420,3.07662551,2.69192933,0.85897123
-4.76938469,4.68213315,0.05262575,0.17133933,0.81682973,0.24787372,0.10710564,3.22446790,2.82572443,0.90565809
-4.76338169,4.88343400,0.05299085,0.17934220,0.84915598,0.25504275,0.11219287,3.37539926,2.95820903,0.95490968
-4.75737869,5.08706497,0.05354054,0.18722409,0.88111059,0.26247913,0.11727768,3.52742190,3.08759786,1.00619292
-4.75137569,5.29001204,0.05423480,0.19485679,0.91213778,0.27002257,0.12228093,3.67849334,3.21208026,1.05895486
-4.74537269,5.48925386,0.05503016,0.20211589,0.94168704,0.27750919,0.12712488,3.82657429,3.32986692,1.11263274
-4.73936968,5.68183942,0.05588121,0.20888494,0.96923041,0.28477643,0.13173553,3.96967727,3.43923788,1.16666406
-4.73336668,5.86496445,0.05674209,0.21505948,0.99427940,0.29166796,0.13604493,4.10591405,3.53858981,1.22049652
-4.72736368,6.03604349,0.05756796,0.22055076,1.01640103,0.29803841,0.13999322,4.23354007,3.62648073,1.27359726
-4.72136068,6.19277467,0.05831648,0.22528909,1.03523204,0.30375779,0.14353043,4.35099410,3.70167025,1.32546122
-4.71535768,6.33319470,0.05894913,0.22922648,1.05049085,0.30871525,0.14661796,4.45693166,3.76315357,1.37561830
-4.70935468,6.45572177,0.05943240,0.23233853,1.06198651,0.31282217,0.14922959,4.55025092,3.81018782,1.42363912
-4.70335168,6.55918487,0.05973872,0.23462547,1.06962440,0.31601446,0.15135206,4.63011020,3.84230966,1.46913926
-4.69734867,6.64283854,0.05984720,0.23611222,1.07340824,0.31825383,0.15298517,4.69593667,3.85934342,1.51178189
-4.69134567,6.70636265,0.05974408,0.23684746,1.07343850,0.31952816,0.15414137,4.74742608,3.86139950,1.55127894
-4.68534267,6.74984772,0.05942288,0.23690172,1.06990713,0.31985091,0.15484490,4.78453401,3.84886326,1.58739073
-4.67933967,6.77376683,0.05888432,0.23636468,1.06308901,0.31925950,0.15513049,4.80745920,3.82237498,1.61992442
-4.67333667,6.77893572,0.05813586,0.23534153,1.05333032,0.31781297,0.15504165,4.81662020,3.78280201,1.64873139
-4.66733367,6.76646314,0.05719115,0.23394882,1.04103465,0.31558880,0.15462871,4.81262651,3.73120436,1.67370382
-4.66133067,6.73769417,0.05606913,0.23230978,1.02664725,0.31267928,0.15394661,4.79624567,3.66879547,1.69477079
-4.65532766,6.69414892,0.05479308,0.23054952,1.01063824,0.30918742,0.15305256,4.76836808,3.59689981,1.71189402
-4.64932466,6.63745968,0.05338945,0.22879006,0.99348562,0.30522263,0.15200372,4.72997085,3.51690931,1.72506365
-4.64332166,6.56930912,0.05188673,0.22714570,0.97565862,0.30089649,0.15085489,4.68208243,3.43024034,1.73429419
