energy_ev,total_up,N_s_up,N_p_up,Os_p_up,Os_d_up,S_s_up,S_p_up,Sc_p_up,Sc_d_up
-5.89794897,2.50633136,0.01311575,0.66405591,0.65613666,0.81547806,0.00996553,0.84770684,0.41249086,0.13191144
-5.89194597,2.53438758,0.01321707,0.67272050,0.64621528,0.83025802,0.00983131,0.85347876,0.41504756,0.13532917
-5.88594297,2.55744998,0.01338609,0.67938250,0.63619188,0.84306291,0.00969961,0.85809294,0.41666721,0.13831154
-5.87993997,2.57469592,0.01362041,0.68381461,0.62598972,0.85357841,0.00956869,0.86129980,0.41726017,0.14080787
-5.87393697,2.58538207,0.01391592,0.68582350,0.61552040,0.86152687,0.00943649,0.86286539,0.41674924,0.14277528
-5.86793397,2.58887227,0.01426688,0.68525754,0.60469031,0.86667653,0.00930075,0.86258017,0.41507324,0.14417991
-5.86193097,2.58466152,0.01466603,0.68201305,0.59340688,0.86884913,0.00915916,0.86026680,0.41219006,0.14499781
-5.85592796,2.57239518,0.01510471,0.67603898,0.58158445,0.86792588,0.00900949,0.85578690,0.40807906,0.14521566
-5.84992496,2.55188270,0.01557306,0.66733967,0.56914948,0.86385124,0.00884969,0.84904620,0.40274271,0.14483105
-5.84392196,2.52310517,0.01606014,0.65597568,0.55604481,0.85663462,0.00867798,0.83999805,0.39620737,0.14385248
-5.83791896,2.48621659,0.01655417,0.64206263,0.54223302,0.84634982,0.00849296,0.82864511,0.38852328,0.14229902
-5.83191596,2.44153897,0.01704276,0.62576814,0.52769855,0.83313228,0.00829365,0.81503921,0.37976352,0.14019966
-5.82591296,2.38955149,0.01751316,0.60730698,0.51244873,0.81717432,0.00807953,0.79927940,0.37002227,0.13759237
-5.81990995,2.33087428,0.01795253,0.58693466,0.49651378,0.79871850,0.00785052,0.78150835,0.35941222,0.13452290
-5.81390695,2.26624783,0.01834826,0.56493974,0.47994561,0.77804956,0.00760701,0.76190727,0.34806139,0.13104338
-5.80790395,2.19650868,0.01868828,0.54163516,0.46281593,0.75548511,0.00734985,0.74068967,0.33610933,0.12721079
-5.80190095,2.12256269,0.01896133,0.51734897,0.44521340,0.73136556,0.00708022,0.71809414,0.32370309,0.12308533
-5.79589795,2.04535693,0.01915733,0.49241481,0.42724041,0.70604367,0.00679968,0.69437659,0.31099288,0.11872875
-5.78989495,1.96585129,0.01926763,0.46716255,0.40900934,0.67987408,0.00651004,0.66980224,0.29812773,0.11420269
-5.78389195,1.88499097,0.01928525,0.44190927,0.39063870,0.65320337,0.00621332,0.64463760,0.28525136,0.10956718
-5.77788894,1.80368086,0.01920514,0.41695122,0.37224928,0.62636070,0.00591165,0.61914292,0.27249823,0.10487916
-5.77188594,1.72276263,0.01902433,0.39255669,0.35396049,0.59964975,0.00560726,0.59356520,0.25999012,0.10019128
-5.76588294,1.64299531,0.01874202,0.36896020,0.33588695,0.57334181,0.00530234,0.56813218,0.24783324,0.09555085
-5.75987994,1.56503999,0.01835961,0.34635816,0.31813562,0.54767059,0.00499905,0.54304727,0.23611601,0.09099904
-5.75387694,1.48944889,0.01788070,0.32490601,0.30080343,0.52282855,0.00469941,0.51848583,0.22490752,0.08657034
-5.74787394,1.41665913,0.01731092,0.30471699,0.28397552,0.49896514,0.00440529,0.49459267,0.21425679,0.08229224
-5.74187094,1.34699111,0.01665783,0.28586235,0.26772411,0.47618668,0.00411839,0.47148092,0.20419274,0.07818527
-5.73586793,1.28065142,0.01593060,0.26837304,0.25210810,0.45455794,0.00384017,0.44923223,0.19472493,0.07426311
-5.72986493,1.21773989,0.01513978,0.25224270,0.23717317,0.43410536,0.00357186,0.42789814,0.18584495,0.07053310
-5.72386193,1.15826037,0.01429697,0.23743169,0.22295266,0.41482154,0.00331446,0.40750274,0.17752842,0.06699683
-5.71785893,1.10213465,0.01341442,0.22387204,0.20946879,0.39667102,0.00306873,0.38804622,0.16973748,0.06365097
-5.71185593,1.04921878,0.01250471,0.21147303,0.19673455,0.37959683,0.00283521,0.36950922,0.16242364,0.06048814
-5.70585293,0.99932114,0.01158037,0.20012711,0.18475578,0.36352775,0.00261421,0.35185793,0.15553094,0.05749796
-5.69984992,0.95222147,0.01065357,0.18971600,0.17353369,0.34838587,0.00240585,0.33504942,0.14899917,0.05466810
-5.69384692,0.90768995,0.00973578,0.18011666,0.16306744,0.33409409,0.00221008,0.31903728,0.14276710,0.05198533
-5.68784392,0.86550579,0.00883752,0.17120688,0.15335689,0.32058338,0.00202669,0.30377707,0.13677561,0.04943657
-5.68184092,0.82547443,0.00796816,0.16287040,0.14440530,0.30779937,0.00185536,0.28923160,0.13097048,0.04700984
-5.67583792,0.78744269,0.00713574,0.15500132,0.13622183,0.29570819,0.00169567,0.27537565,0.12530491,0.04469510
-5.66983492,0.75131154,0.00634690,0.14750772,0.12882396,0.28430103,0.00154713,0.26220008,0.11974159,0.04248498
-5.66383192,0.71704582,0.00560682,0.14031436,0.12223952,0.27359757,0.00140921,0.24971509,0.11425428,0.04037540
-5.65782891,0.68468072,0.00491920,0.13336452,0.11650835,0.26364792,0.00128134,0.23795262,0.10882885,0.03836590
-5.65182591,0.65432484,0.00428638,0.12662094,0.11168365,0.25453295,0.00116296,0.22696772,0.10346386,0.03645996
-5.64582291,0.62615982,0.00370941,0.12006587,0.10783273,0.24636319,0.00105352,0.21683894,0.09817062,0.03466501
-5.63981991,0.60043660,0.00318814,0.11370035,0.10503742,0.23927608,0.00095248,0.20766778,0.09297278,0.03299240
-5.63381691,0.57746861,0.00272144,0.10754289,0.10339394,0.23343184,0.00085937,0.19957715,0.08790558,0.03145712
-5.62781391,0.55762223,0.00230732,0.10162752,0.10301235,0.22900793,0.00077373,0.19270908,0.08301474,0.03007746
-5.62181091,0.54130495,0.00194311,0.09600152,0.10401561,0.22619243,0.00069517,0.18722166,0.07835518,0.02887457
-5.61580790,0.52895177,0.00162565,0.09072289,0.10653822,0.22517644,0.00062335,0.18328552,0.07398957,0.02787192
-5.60980490,0.52101050,0.00135143,0.08585769,0.11072462,0.22614592,0.00055796,0.18107989,0.06998693,0.02709474
-5.60380190,0.51792646,0.00111675,0.08147740,0.11672737,0.22927306,0.00049879,0.18078850,0.06642114,0.02656943
-5.59779890,0.52012726,0.00091786,0.07765650,0.12470508,0.23470773,0.00044563,0.18259536,0.06336968,0.02632299
-5.59179590,0.52800823,0.00075108,0.07447015,0.13482038,0.24256912,0.00039835,0.18668082,0.06091250,0.02638251
-5.58579290,0.54191912,0.00061289,0.07199234,0.14723778,0.25293811,0.00035688,0.19321772,0.05913108,0.02677466
-5.57978989,0.56215235,0.00049999,0.07029423,0.16212150,0.26585052,0.00032116,0.20236811,0.05810771,0.02752528
-5.57378689,0.58893352,0.00040942,0.06944296,0.17963350,0.28129166,0.00029121,0.21428021,0.05792497,0.02865905
-5.56778389,0.62241407,0.00033857,0.06950078,0.19993134,0.29919239,0.00026707,0.22908607,0.05866532,0.03019918
-5.56178089,0.66266662,0.00028518,0.07052446,0.22316626,0.31942693,0.00024882,0.24689955,0.06041086,0.03216724
-5.55577789,0.70968280,0.00024745,0.07256504,0.24948108,0.34181254,0.00023661,0.26781484,0.06324304,0.03458293
-5.54977489,0.76337360,0.00022397,0.07566765,0.27900810,0.36611125,0.00023058,0.29190538,0.06724242,0.03746400
-5.54377189,0.82357197,0.00021379,0.07987156,0.31186680,0.39203359,0.00023092,0.31922297,0.07248814,0.04082608
-5.53776888,0.89003749,0.00021638,0.08521016,0.34816120,0.41924419,0.00023786,0.34979712,0.07905731,0.04468254
-5.53176588,0.96246258,0.00023166,0.09171095,0.38797696,0.44736927,0.00025161,0.38363437,0.08702401,0.04904429
-5.52576288,1.04047982,0.00025999,0.09939531,0.43137794,0.47600557,0.00027242,0.42071755,0.09645794,0.05391953
-5.51975988,1.12367000,0.00030217,0.10827814,0.47840228,0.50473059,0.00030050,0.46100478,0.10742273,0.05931342
-5.51375688,1.21157021,0.00035946,0.11836726,0.52905798,0.53311363,0.00033606,0.50442819,0.11997379,0.06522766
-5.50775388,1.30368164,0.00043354,0.12966253,0.58331797,0.56072722,0.00037926,0.55089233,0.13415582,0.07165995
-5.50175088,1.39947667,0.00052656,0.14215471,0.64111488,0.58715863,0.00043020,0.60027221,0.15000007,0.07860348
-5.49574787,1.49840493,0.00064107,0.15582423,0.70233551,0.61202075,0.00048891,0.65241108,0.16752136,0.08604622
-5.48974487,1.59989806,0.00078008,0.17063965,0.76681546,0.63496216,0.00055533,0.70711814,0.18671503,0.09397028
-5.48374187,1.70337334,0.00094699,0.18655623,0.83433411,0.65567587,0.00062929,0.76416628,0.20755410,0.10235131
-5.47773887,1.80823613,0.00114559,0.20351448,0.90461026,0.67390638,0.00071046,0.82329016,0.22998666,0.11115789
-5.47173587,1.91388137,0.00138000,0.22143896,0.97729904,0.68945493,0.00079842,0.88418482,0.25393381,0.12035111
-5.46573287,2.01969470,0.00165463,0.24023730,1.05199026,0.70218277,0.00089257,0.94650526,0.27928831,0.12988431
-5.45972986,2.12505334,0.00197409,0.25979983,1.12820878,0.71201236,0.00099217,1.00986711,0.30591411,0.13970308
-5.45372686,2.22932752,0.00234313,0.27999961,1.20541712,0.71892659,0.00109636,1.07384877,0.33364691,0.14974553
-5.44772386,2.33188280,0.00276648,0.30069325,1.28302056,0.72296629,0.00120413,1.13799514,0.36229594,0.15994288
-5.44172086,2.43208370,0.00324875,0.32172235,1.36037499,0.72422603,0.00131439,1.20182305,0.39164687,0.17022038
-5.43571786,2.52929912,0.00379426,0.34291574,1.43679734,0.72284877,0.00142595,1.26482849,0.42146592,0.18049861
-5.42971486,2.62290949,0.00440687,0.36409243,1.51157849,0.71901953,0.00153759,1.32649539,0.45150509,0.19069500
-5.42371186,2.71231587,0.00508978,0.38506521,1.58399840,0.71295842,0.00164810,1.38630588,0.48150834,0.20072574
-5.41770885,2.79695065,0.00584538,0.40564477,1.65334290,0.70491340,0.00175632,1.44375153,0.51121844,0.21050780
-5.41170585,2.87628957,0.00667496,0.42564426,1.71892147,0.69515315,0.00186118,1.49834528,0.54038426,0.21996108
-5.40570285,2.94986435,0.00757862,0.44488401,1.78008546,0.68396005,0.00196175,1.54963350,0.56876821,0.22901062
-5.39969985,3.01727532,0.00855500,0.46319624,1.83624576,0.67162373,0.00205730,1.59720753,0.59615329,0.23758867
-5.39369685,3.07820320,0.00960117,0.48042960,1.88688920,0.65843511,0.00214733,1.64071425,0.62234965,0.24563663
-5.38769385,3.13241919,0.01071246,0.49645318,1.93159290,0.64468110,0.00223160,1.67986507,0.64720006,0.25310660
-5.38169085,3.17979259,0.01188243,0.51115989,1.97003567,0.63063989,0.00231015,1.71444287,0.67058410,0.25996265
-5.37568784,3.22029517,0.01310276,0.52446907,2.00200612,0.61657683,0.00238332,1.74430642,0.69242082,0.26618155
-5.36968484,3.25400185,0.01436334,0.53632799,2.02740684,0.60274084,0.00245171,1.76939218,0.71266963,0.27175303
-5.36368184,3.28108727,0.01565229,0.54671237,2.04625439,0.58936121,0.00251620,1.78971315,0.73132937,0.27667949
-5.35767884,3.30181820,0.01695615,0.55562577,2.05867521,0.57664472,0.00257792,1.80535497,0.74843554,0.28097525
-5.35167584,3.31654195,0.01826009,0.56309788,2.06489749,0.56477316,0.00263813,1.81646934,0.76405583,0.28466524
-5.34567284,3.32567117,0.01954814,0.56918178,2.06523933,0.55390093,0.00269825,1.82326507,0.77828412,0.28778330
-5.33966983,3.32966576,0.02080358,0.57395035,2.06009396,0.54415306,0.00275972,1.82599731,0.79123322,0.29037023
-5.33366683,3.32901268,0.02200927,0.57749190,2.04991245,0.53562339,0.00282395,1.82495538,0.80302680,0.29247147
-5.32766383,3.32420475,0.02314809,0.57990538,2.03518494,0.52837324,0.00289225,1.82044985,0.81379084,0.29413481
-5.32166083,3.31571937,0.02420338,0.58129527,2.01642126,0.52243041,0.00296573,1.81279947,0.82364505,0.29540800
-5.31565783,3.30399850,0.02515938,0.58176648,1.99413167,0.51778885,0.00304523,1.80231864,0.83269478,0.29633655
-5.30965483,3.28943068,0.02600162,0.58141942,1.96880890,0.51440902,0.00313126,1.78930593,0.84102378,0.29696176
-5.30365183,3.27233635,0.02671742,0.58034566,1.94091196,0.51221899,0.00322396,1.77403416,0.84868819,0.29731901
-5.29764882,3.25295691,0.02729619,0.57862413,1.91085274,0.51111647,0.00332305,1.75674253,0.85571224,0.29743654
-5.29164582,3.23144843,0.02772975,0.57631822,1.87898561,0.51097170,0.00342783,1.73763107,0.86208565,0.29733454
-5.28564282,3.20787998,0.02801261,0.57347390,1.84560072,0.51163137,0.00353717,1.71685753,0.86776314,0.29702485
-5.27963982,3.18223704,0.02814214,0.57011874,1.81092089,0.51292324,0.00364955,1.69453688,0.87266588,0.29651099
-5.27363682,3.15442942,0.02811864,0.56626214,1.77510230,0.51466165,0.00376312,1.67074323,0.87668498,0.29578869
-5.26763382,3.12430350,0.02794535,0.56189652,1.73823861,0.51665356,0.00387574,1.64551404,0.87968677,0.29484678
-5.26163082,3.09165803,0.02762843,0.55699943,1.70036830,0.51870499,0.00398507,1.61885629,0.88151959,0.29366841
-5.25562781,3.05626264,0.02717671,0.55153650,1.66148460,0.52062762,0.00408866,1.59075420,0.88202181,0.29223252
-5.24962481,3.01787808,0.02660154,0.54546504,1.62154744,0.52224528,0.00418407,1.56117803,0.88103067,0.29051543
-5.24362181,2.97627716,0.02591646,0.53873803,1.58049661,0.52340013,0.00426896,1.53009356,0.87839135,0.28849257
-5.23761881,2.93126529,0.02513684,0.53130835,1.53826556,0.52395814,0.00434116,1.49747152,0.87396604,0.28614012
-5.23161581,2.88269949,0.02427946,0.52313302,1.49479482,0.52381383,0.00439881,1.46329667,0.86764235,0.28343662
-5.22561281,2.83050510,0.02336212,0.51417715,1.45004450,0.52289387,0.00444042,1.42757590,0.85934067,0.28036439
-5.21960980,2.77468920,0.02240315,0.50441753,1.40400524,0.52115962,0.00446489,1.39034505,0.84902019,0.27691077
-5.21360680,2.71535019,0.02142094,0.49384559,1.35670684,0.51860832,0.00447164,1.35167406,0.83668327,0.27306906
-5.20760380,2.65268314,0.02043353,0.48246960,1.30822447,0.51527302,0.00446054,1.31167018,0.82237776,0.26883927
-5.20160080,2.58698070,0.01945811,0.47031606,1.25868196,0.51122130,0.00443196,1.27047921,0.80619755,0.26422849
-5.19559780,2.51862966,0.01851066,0.45743027,1.20825227,0.50655279,0.00438676,1.22828469,0.78828095,0.25925107
-5.18959480,2.44810334,0.01760555,0.44387596,1.15715505,0.50139565,0.00432621,1.18530513,0.76880728,0.25392852
-5.18359180,2.37595045,0.01675524,0.42973414,1.10565167,0.49590220,0.00425195,1.14178953,0.74799177,0.24828916
-5.17758879,2.30278084,0.01597005,0.41510120,1.05403798,0.49024396,0.00416592,1.09801139,0.72607909,0.24236764
-5.17158579,2.22924912,0.01525790,0.40008647,1.00263528,0.48460616,0.00407027,1.05426164,0.70333574,0.23620422
-5.16558279,2.15603672,0.01462424,0.38480924,0.95178009,0.47918204,0.00396731,1.01084085,0.68004194,0.22984399
-5.15957979,2.08383343,0.01407201,0.36939554,0.90181332,0.47416714,0.00385936,0.96805104,0.65648306,0.22333604
-5.15357679,2.01331909,0.01360163,0.35397473,0.85306923,0.46975368,0.00374872,0.92618769,0.63294134,0.21673249
-5.14757379,1.94514610,0.01321111,0.33867621,0.80586506,0.46612522,0.00363756,0.88553209,0.60968797,0.21008755
-5.14157079,1.87992347,0.01289624,0.32362616,0.76049151,0.46345172,0.00352790,0.84634450,0.58697604,0.20345661
-5.13556778,1.81820283,0.01265079,0.30894466,0.71720462,0.46188499,0.00342150,0.80885832,0.56503447,0.19689522
-5.12956478,1.76046662,0.01246683,0.29474315,0.67621941,0.46155470,0.00331985,0.77327546,0.54406320,0.19045822
-5.12356178,1.70711873,0.01233502,0.28112234,0.63770525,0.46256480,0.00322417,0.73976294,0.52422969,0.18419878
-5.11755878,1.65847757,0.01224503,0.26817054,0.60178327,0.46499055,0.00313537,0.70845085,0.50566664,0.17816751
-5.11155578,1.61477147,0.01218585,0.25596254,0.56852561,0.46887591,0.00305404,0.67943147,0.48847118,0.17241156
-5.10555278,1.57613629,0.01214624,0.24455887,0.53795643,0.47423156,0.00298051,0.65275954,0.47270505,0.16697377
-5.09954977,1.54261489,0.01211509,0.23400548,0.51005447,0.48103327,0.00291486,0.62845348,0.45839587,0.16189184
-5.09354677,1.51415836,0.01208178,0.22433380,0.48475690,0.48922084,0.00285693,0.60649735,0.44553929,0.15719749
-5.08754377,1.49062859,0.01203647,0.21556107,0.46196407,0.49869759,0.00280637,0.58684334,0.43410169,0.15291571
-5.08154077,1.47180215,0.01197045,0.20769088,0.44154498,0.50933044,0.00276270,0.56941465,0.42402333,0.14906413
-5.07553777,1.45737512,0.01187629,0.20071390,0.42334306,0.52095062,0.00272530,0.55410852,0.41522185,0.14565236
-5.06953477,1.44696887,0.01174804,0.19460867,0.40718204,0.53335524,0.00269348,0.54079930,0.40759570,0.14268159
-5.06353177,1.44013677,0.01158131,0.18934247,0.39287159,0.54630963,0.00266652,0.52934142,0.40102767,0.14014423
-5.05752876,1.43637172,0.01137335,0.18487227,0.38021265,0.55955066,0.00264365,0.51957227,0.39538819,0.13802384
-5.05152576,1.43511461,0.01112295,0.18114560,0.36900227,0.57279100,0.00262411,0.51131490,0.39053853,0.13629520
-5.04552276,1.43576370,0.01083041,0.17810152,0.35903779,0.58572440,0.00260718,0.50438055,0.38633368,0.13492463
-5.03951976,1.43768511,0.01049742,0.17567157,0.35012053,0.59803189,0.00259213,0.49857116,0.38262511,0.13387062
-5.03351676,1.44022423,0.01012683,0.17378073,0.34205874,0.60938892,0.00257830,0.49368178,0.37926329,0.13308462
-5.02751376,1.44271814,0.00972252,0.17234854,0.33467014,0.61947316,0.00256507,0.48950315,0.37610006,0.13251220
-5.02151076,1.44450892,0.00928914,0.17129021,0.32778387,0.62797284,0.00255186,0.48582429,0.37299088,0.13209435
-5.01550775,1.44495769,0.00883191,0.17051788,0.32124208,0.63459536,0.00253820,0.48243539,0.36979709,0.13176911
-5.00950475,1.44345903,0.00835640,0.16994203,0.31490122,0.63907588,0.00252364,0.47913096,0.36638802,0.13147331
-5.00350175,1.43945557,0.00786830,0.16947299,0.30863304,0.64118548,0.00250785,0.47571314,0.36264313,0.13114443
-4.99749875,1.43245225,0.00737327,0.16902257,0.30232549,0.64073874,0.00249058,0.47199538,0.35845417,0.13072268
-4.99149575,1.42202986,0.00687677,0.16850587,0.29588347,0.63760022,0.00247173,0.46780627,0.35372720,0.13015290
-4.98549275,1.40785739,0.00638388,0.16784310,0.28922946,0.63168965,0.00245128,0.46299344,0.34838460,0.12938663
-4.97948974,1.38970272,0.00589929,0.16696147,0.28230416,0.62298556,0.00242940,0.45742750,0.34236691,0.12838391
-4.97348674,1.36744117,0.00542714,0.16579705,0.27506693,0.61152721,0.00240640,0.45100583,0.33563447,0.12711500
-4.96748374,1.34106162,0.00497101,0.16429650,0.26749622,0.59741467,0.00238279,0.44365598,0.32816876,0.12556180
-4.96148074,1.31066977,0.00453393,0.16241876,0.25958978,0.58080697,0.00235925,0.43533869,0.31997339,0.12371904
-4.95547774,1.27648843,0.00411834,0.16013630,0.25136467,0.56191856,0.00233669,0.42605018,0.31107466,0.12159507
-4.94947474,1.23885466,0.00372614,0.15743627,0.24285701,0.54101404,0.00231617,0.41582363,0.30152160,0.11921231
-4.94347174,1.19821373,0.00335872,0.15432110,0.23412145,0.51840142,0.00229897,0.40472982,0.29138547,0.11660723
-4.93746873,1.15511011,0.00301702,0.15080875,0.22523019,0.49442426,0.00228651,0.39287657,0.28075869,0.11382997
-4.93146573,1.11017555,0.00270156,0.14693245,0.21627170,0.46945287,0.00228038,0.38040722,0.26975318,0.11094347
-4.92546273,1.06411459,0.00241252,0.14274000,0.20734893,0.44387502,0.00228225,0.36749787,0.25849803,0.10802218
-4.91945973,1.01768798,0.00214975,0.13829242,0.19857714,0.41808631,0.00229384,0.35435355,0.24713678,0.10515042
-4.91345673,0.97169428,0.00191288,0.13366233,0.19008125,0.39248081,0.00231687,0.34120331,0.23582409,0.10242024
-4.90745373,0.92695022,0.00170135,0.12893165,0.18199282,0.36744195,0.00235301,0.32829440,0.22472204,0.09992913
-4.90145073,0.88427029,0.00151441,0.12418916,0.17444670,0.34333410,0.00240378,0.31588556,0.21399612,0.09777722
-4.89544772,0.84444618,0.00135120,0.11952755,0.16757732,0.32049505,0.00247052,0.30423979,0.20381098,0.09606448
-4.88944472,0.80822641,0.00121079,0.11504043,0.16151485,0.29922940,0.00255429,0.29361662,0.19432618,0.09488765
-4.88344172,0.77629685,0.00109217,0.11081912,0.15638116,0.27980312,0.00265580,0.28426428,0.18569189,0.09433710
-4.87743872,0.74926255,0.00099429,0.10694953,0.15228587,0.26243927,0.00277542,0.27641179,0.17804481,0.09449378
-4.87143572,0.72763134,0.00091607,0.10350919,0.14932243,0.24731490,0.00291304,0.27026157,0.17150437,0.09542622
-4.86543272,0.71179959,0.00085642,0.10056440,0.14756452,0.23455906,0.00306811,0.26598238,0.16616935,0.09718775
-4.85942971,0.70204063,0.00081428,0.09816790,0.14706271,0.22425199,0.00323956,0.26370329,0.16211501,0.09981401
-4.85342671,0.69849609,0.00078856,0.09635684,0.14784172,0.21642526,0.00342585,0.26350846,0.15939081,0.10332086
-4.84742371,0.70117034,0.00077822,0.09515132,0.14989818,0.21106301,0.00362496,0.26543326,0.15801887,0.10770274
-4.84142071,0.70992850,0.00078223,0.09455353,0.15319922,0.20810390,0.00383442,0.26946174,0.15799308,0.11293165
-4.83541771,0.72449787,0.00079958,0.09454745,0.15768177,0.20744397,0.00405139,0.27552552,0.15927908,0.11895663
-4.82941471,0.74447300,0.00082933,0.09509920,0.16325277,0.20894021,0.00427269,0.28350435,0.16181489,0.12570403
-4.82341171,0.76932436,0.00087054,0.09615801,0.16979029,0.21241464,0.00449490,0.29322815,0.16551243,0.13307842
-4.81740870,0.79841035,0.00092234,0.09765774,0.17714565,0.21765907,0.00471445,0.30448071,0.17025971,0.14096426
-4.81140570,0.83099256,0.00098388,0.09951900,0.18514635,0.22444021,0.00492773,0.31700475,0.17592366,0.14922815
-4.80540270,0.86625381,0.00105435,0.10165164,0.19359998,0.23250518,0.00513121,0.33050849,0.18235360,0.15772190
-4.79939970,0.90331856,0.00113297,0.10395769,0.20229883,0.24158726,0.00532148,0.34467321,0.18938515,0.16628601
-4.79339670,0.94127519,0.00121901,0.10633452,0.21102518,0.25141185,0.00549542,0.35916186,0.19684456,0.17475375
-4.78739370,0.97919940,0.00131173,0.10867816,0.21955717,0.26170239,0.00565026,0.37362827,0.20455320,0.18295553
-4.78139070,1.01617819,0.00141041,0.11088669,0.22767483,0.27218629,0.00578366,0.38772678,0.21233227,0.19072350
-4.77538769,1.05133349,0.00151432,0.11286351,0.23516643,0.28260060,0.00589378,0.40112182,0.22000731,0.19789618
-4.76938469,1.08384499,0.00162272,0.11452041,0.24183454,0.29269740,0.00597931,0.41349729,0.22741271,0.20432307
-4.76338169,1.11297112,0.00173484,0.11578039,0.24750192,0.30224871,0.00603954,0.42456537,0.23439577,0.20986884
-4.75737869,1.13806775,0.00184984,0.11658003,0.25201676,0.31105088,0.00607433,0.43407429,0.24082040,0.21441722
-4.75137569,1.15860396,0.00196685,0.11687138,0.25525726,0.31892830,0.00608412,0.44181512,0.24657028,0.21787427
-4.74537269,1.17417437,0.00208493,0.11662334,0.25713521,0.32573643,0.00606993,0.44762705,0.25155135,0.22017093
-4.73936968,1.18450774,0.00220304,0.11582244,0.25759861,0.33136400,0.00603328,0.45140123,0.25569371,0.22126484
-4.73336668,1.18947155,0.00232011,0.11447305,0.25663307,0.33573443,0.00597622,0.45308285,0.25895270,0.22114125
-4.72736368,1.18907262,0.00243500,0.11259695,0.25426196,0.33880646,0.00590120,0.45267169,0.26130930,0.21981316
-4.72136068,1.18345375,0.00254651,0.11023238,0.25054544,0.34057392,0.00581107,0.45022083,0.26276983,0.21732054
-4.71535768,1.17288670,0.00265343,0.10743255,0.24557821,0.34106485,0.00570900,0.44583392,0.26336486,0.21372874
-4.70935468,1.15776173,0.00275456,0.10426371,0.23948625,0.34033983,0.00559841,0.43966097,0.26314757,0.20912622
-4.70335168,1.13857431,0.00284874,0.10080280,0.23242254,0.33848979,0.00548295,0.43189282,0.26219147,0.20362164
-4.69734867,1.11590928,0.00293491,0.09713488,0.22456206,0.33563318,0.00536642,0.42275466,0.26058761,0.19734038
-4.69134567,1.09042327,0.00301214,0.09335026,0.21609615,0.33191274,0.00525272,0.41249869,0.25844142,0.19042084
-4.68534267,1.06282572,0.00307968,0.08954165,0.20722646,0.32749187,0.00514583,0.40139627,0.25586911,0.18301035
-4.67933967,1.03385923,0.00313700,0.08580122,0.19815884,0.32255069,0.00504971,0.38972974,0.25299396,0.17526113
-4.67333667,1.00427964,0.00318384,0.08221775,0.18909715,0.31728181,0.00496830,0.37778430,0.24994237,0.16732620
-4.66733367,0.97483653,0.00322024,0.07887398,0.18023743,0.31188592,0.00490546,0.36583996,0.24683992,0.15935555
-4.66133067,0.94625435,0.00324657,0.07584424,0.17176243,0.30656728,0.00486490,0.35416409,0.24380750,0.15149251
-4.65532766,0.91921483,0.00326351,0.07319227,0.16383686,0.30152903,0.00485015,0.34300441,0.24095761,0.14387053
-4.64932466,0.89434089,0.00327208,0.07096958,0.15660323,0.29696855,0.00486446,0.33258292,0.23839088,0.13661040
-4.64332166,0.87218231,0.00327360,0.06921408,0.15017869,0.29307280,0.00491077,0.32309066,0.23619310,0.12981790
