energy_ev,total_up,Ag_p_up,Ag_d_up,Mg_p_up,Mg_d_up,N_s_up,N_p_up,S_s_up,S_p_up
-5.82591296,12.58279469,1.42345449,8.60193493,0.64700221,0.00000000,0.01614124,1.33551752,0.09883256,1.77482460
-5.81990995,12.27019774,1.41484471,8.37228415,0.64936844,0.00000000,0.01656265,1.27913958,0.09810522,1.75498578
-5.81390695,11.96368210,1.41104215,8.14510050,0.65119396,0.00000000,0.01694594,1.22416196,0.09723615,1.73499865
-5.80790395,11.66661481,1.41228615,7.92318921,0.65232621,0.00000000,0.01728297,1.17122407,0.09623173,1.71484492
-5.80190095,11.38234111,1.41882378,7.70930555,0.65264477,0.00000000,0.01756693,1.12093730,0.09510274,1.69454191
-5.79589795,11.11412496,1.43090541,7.50610491,0.65206497,0.00000000,0.01779253,1.07387269,0.09386388,1.67414402
-5.78989495,10.86508967,1.44877704,7.31609633,0.65054003,0.00000000,0.01795608,1.03054978,0.09253316,1.65374223
-5.78389195,10.63815984,1.47266942,7.14160030,0.64806133,0.00000000,0.01805556,0.99142685,0.09113118,1.63346151
-5.77788894,10.43600564,1.50278463,6.98471142,0.64465702,0.00000000,0.01809057,0.95689291,0.08968033,1.61345627
-5.77188594,10.26099074,1.53928062,6.84726626,0.64038905,0.00000000,0.01806233,0.92726135,0.08820395,1.59390410
-5.76588294,10.11512458,1.58225463,6.73081661,0.63534866,0.00000000,0.01797345,0.90276548,0.08672548,1.57499812
-5.75987994,10.00002042,1.63172649,6.63660822,0.62965079,0.00000000,0.01782784,0.88355585,0.08526768,1.55693841
-5.75387694,9.91685990,1.68762272,6.56556499,0.62342757,0.00000000,0.01763048,0.86969936,0.08385192,1.53992285
-5.74787394,9.86636545,1.74976278,6.51827865,0.61682135,0.00000000,0.01738717,0.86118011,0.08249757,1.52413807
-5.74187094,9.84878134,1.81784820,6.49500385,0.60997767,0.00000000,0.01710436,0.85790175,0.08122156,1.50975094
-5.73586793,9.86386442,1.89145585,6.49565866,0.60303849,0.00000000,0.01678884,0.85969147,0.08003802,1.49690110
-5.72986493,9.91088527,1.97003589,6.51983039,0.59613614,0.00000000,0.01644759,0.86630518,0.07895815,1.48569507
-5.72386193,9.98864010,2.05291511,6.56678655,0.58938824,0.00000000,0.01608758,0.87743402,0.07799017,1.47620217
-5.71785893,10.09547372,2.13930584,6.63549093,0.58289392,0.00000000,0.01571560,0.89271178,0.07713940,1.46845265
-5.71185593,10.22931322,2.22832051,6.72462440,0.57673141,0.00000000,0.01533814,0.91172336,0.07640850,1.46243807
-5.70585293,10.38771173,2.31899153,6.83261021,0.57095715,0.00000000,0.01496131,0.93401369,0.07579779,1.45811386
-5.69984992,10.56790131,2.41029570,6.95764320,0.56560642,0.00000000,0.01459081,0.95909734,0.07530556,1.45540411
-5.69384692,10.76685337,2.50118255,7.09772251,0.56069529,0.00000000,0.01423188,0.98646827,0.07492851,1.45420804
-5.68784392,10.98134507,2.59060512,7.25068709,0.55622383,0.00000000,0.01388934,1.01560973,0.07466211,1.45440801
-5.68184092,11.20802942,2.67755217,7.41425325,0.55218018,0.00000000,0.01356764,1.04600389,0.07450106,1.45587841
-5.67583792,11.44350722,2.76108006,7.58605369,0.54854527,0.00000000,0.01327083,1.07714125,0.07443956,1.45849505
-5.66983492,11.68439839,2.84034315,7.76367704,0.54529786,0.00000000,0.01300268,1.10852935,0.07447166,1.46214438
-5.66383192,11.92741059,2.91462098,7.94470731,0.54241949,0.00000000,0.01276667,1.13970073,0.07459148,1.46673209
-5.65782891,12.16940324,2.98334120,8.12676248,0.53989901,0.00000000,0.01256604,1.17021998,0.07479335,1.47219053
-5.65182591,12.40744493,3.04609686,8.30753162,0.53773649,0.00000000,0.01240378,1.19968968,0.07507195,1.47848462
-5.64582291,12.63886298,3.10265745,8.48480985,0.53594611,0.00000000,0.01228259,1.22775505,0.07542230,1.48561578
-5.63981991,12.86128381,3.15297294,8.65653061,0.53455801,0.00000000,0.01220489,1.25410749,0.07583976,1.49362384
-5.63381691,13.07266351,3.19717070,8.82079488,0.53361886,0.00000000,0.01217269,1.27848661,0.07631995,1.50258665
-5.62781391,13.27130804,3.23554540,8.97589656,0.53319114,0.00000000,0.01218756,1.30068105,0.07685861,1.51261753
-5.62181091,13.45588311,3.26854224,9.12034407,0.53335119,0.00000000,0.01225051,1.32052802,0.07745154,1.52386060
-5.61580790,13.62541398,3.29673445,9.25287729,0.53418617,0.00000000,0.01236187,1.33791163,0.07809438,1.53648431
-5.60980490,13.77927562,3.32079590,9.37247989,0.53578999,0.00000000,0.01252123,1.35276012,0.07878255,1.55067340
-5.60380190,13.91717414,3.34147025,9.47838653,0.53825856,0.00000000,0.01272731,1.36504227,0.07951108,1.56661971
-5.59779890,14.03912038,3.35953782,9.57008476,0.54168450,0.00000000,0.01297790,1.37476295,0.08027457,1.58451230
-5.59179590,14.14539685,3.37578196,9.64731143,0.54615170,0.00000000,0.01326981,1.38195818,0.08106708,1.60452723
-5.58579290,14.23651917,3.39095614,9.71004363,0.55172995,0.00000000,0.01359890,1.38668985,0.08188217,1.62681765
-5.57978989,14.31319359,3.40575336,9.75848410,0.55846994,0.00000000,0.01396002,1.38904031,0.08271289,1.65150437
-5.57378689,14.37627176,3.42077923,9.79304147,0.56639895,0.00000000,0.01434716,1.38910701,0.08355188,1.67866750
-5.56778389,14.42670431,3.43652968,9.81430574,0.57551733,0.00000000,0.01475350,1.38699744,0.08439144,1.70833951
-5.56178089,14.46549483,3.45337442,9.82301954,0.58579610,0.00000000,0.01517158,1.38282455,0.08522375,1.74049974
-5.55577789,14.49365537,3.47154662,9.82004612,0.59717571,0.00000000,0.01559347,1.37670278,0.08604099,1.77507089
-5.54977489,14.51216520,3.49113922,9.80633490,0.60956608,0.00000000,0.01601096,1.36874482,0.08683558,1.81191728
-5.54377189,14.52193378,3.51210783,9.78288595,0.62284785,0.00000000,0.01641577,1.35905929,0.08760041,1.85084516
-5.53776888,14.52376929,3.53427998,9.75071444,0.63687491,0.00000000,0.01679980,1.34774920,0.08832902,1.89160481
-5.53176588,14.51835362,3.55737018,9.71081656,0.65147803,0.00000000,0.01715536,1.33491140,0.08901585,1.93389442
-5.52576288,14.50622446,3.58099983,9.66413821,0.66646935,0.00000000,0.01747537,1.32063688,0.08965639,1.97736549
-5.51975988,14.48776517,3.60472105,9.61154754,0.68164776,0.00000000,0.01775353,1.30501181,0.09024733,2.02162960
-5.51375688,14.46320248,3.62804313,9.55381272,0.69680465,0.00000000,0.01798455,1.28811928,0.09078667,2.06626613
-5.50775388,14.43261204,3.65046046,9.49158566,0.71172999,0.00000000,0.01816425,1.27004147,0.09127371,2.11083080
-5.50175088,14.39593157,3.67148029,9.42539244,0.72621840,0.00000000,0.01828967,1.25086222,0.09170906,2.15486465
-5.49574787,14.35298086,3.69064940,9.35563078,0.74007499,0.00000000,0.01835911,1.23066965,0.09209446,2.19790325
-5.48974487,14.30348798,3.70757816,9.28257476,0.75312072,0.00000000,0.01837220,1.20955866,0.09243268,2.23948586
-5.48374187,14.24712048,3.72196112,9.20638639,0.76519710,0.00000000,0.01832983,1.18763326,0.09272722,2.27916439
-5.47773887,14.18352064,3.73359328,9.12713365,0.77617014,0.00000000,0.01823417,1.16500823,0.09298201,2.31651208
-5.47173587,14.11234327,3.74238135,9.04481403,0.78593339,0.00000000,0.01808853,1.14181041,0.09320113,2.35113157
-5.46573287,14.03329480,3.74834983,8.95938265,0.79441001,0.00000000,0.01789731,1.11817903,0.09338837,2.38266260
-5.45972986,13.94617221,3.75164170,8.87078355,0.80155393,0.00000000,0.01766584,1.09426544,0.09354695,2.41078905
-5.45372686,13.85090032,3.75251399,8.77898271,0.80735013,0.00000000,0.01740030,1.07023189,0.09367912,2.43524535
-5.44772386,13.74756605,3.75132866,8.68400132,0.81181402,0.00000000,0.01710757,1.04624967,0.09378592,2.45582227
-5.44172086,13.63644823,3.74853926,8.58594748,0.81499017,0.00000000,0.01679507,1.02249641,0.09386691,2.47237200
-5.43571786,13.51804157,3.74467418,8.48504489,0.81695030,0.00000000,0.01647063,0.99915289,0.09392006,2.48481226
-5.42971486,13.39307345,3.74031726,8.38165683,0.81779089,0.00000000,0.01614237,0.97639936,0.09394167,2.49312959
-5.42371186,13.26251249,3.73608651,8.27630399,0.81763022,0.00000000,0.01581852,0.95441149,0.09392641,2.49738136
-5.41770885,13.12756762,3.73261177,8.16967495,0.81660513,0.00000000,0.01550734,0.93335628,0.09386749,2.49769638
-5.41170585,12.98967705,3.73051204,8.06262825,0.81486749,0.00000000,0.01521691,0.91338783,0.09375689,2.49427398
-5.40570285,12.85048644,3.73037310,7.95618533,0.81258044,0.00000000,0.01495504,0.89464336,0.09358563,2.48738106
-5.39969985,12.71181613,3.73272587,7.85151415,0.80991433,0.00000000,0.01472908,0.87723948,0.09334425,2.47734724
-5.39369685,12.57561763,3.73802619,7.74990340,0.80704259,0.00000000,0.01454579,0.86126875,0.09302315,2.46455769
-5.38769385,12.44392019,3.74663620,7.65272809,0.80413735,0.00000000,0.01441122,0.84679686,0.09261310,2.44944379
-5.38169085,12.31876863,3.75880766,7.56140728,0.80136488,0.00000000,0.01433046,0.83386015,0.09210567,2.43247153
-5.37568784,12.20215439,3.77466771,7.47735576,0.79888107,0.00000000,0.01430761,0.82246390,0.09149365,2.41412805
-5.36968484,12.09594210,3.79420712,7.40193124,0.79682672,0.00000000,0.01434551,0.81258113,0.09077144,2.39490651
-5.36368184,12.00179477,3.81727157,7.33637958,0.79532312,0.00000000,0.01444573,0.80415214,0.08993538,2.37528994
-5.35767884,11.92110063,3.84355619,7.28178042,0.79446775,0.00000000,0.01460838,0.79708473,0.08898397,2.35573453
-5.35167584,11.85490550,3.87260383,7.23899588,0.79433045,0.00000000,0.01483204,0.79125514,0.08791804,2.33665334
-5.34567284,11.80385392,3.90380746,7.20862504,0.79495028,0.00000000,0.01511375,0.78650984,0.08674082,2.31840096
-5.33966983,11.76814287,3.93641702,7.19096662,0.79633312,0.00000000,0.01544900,0.78266802,0.08545791,2.30126008
-5.33366683,11.74749073,3.96955105,7.18599206,0.79845037,0.00000000,0.01583176,0.77952496,0.08407720,2.28543072
-5.32766383,11.74112428,4.00221335,7.19333073,0.80123887,0.00000000,0.01625457,0.77685617,0.08260867,2.27102271
-5.32166083,11.74778512,4.03331458,7.21226857,0.80460208,0.00000000,0.01670873,0.77442231,0.08106416,2.25805199
-5.31565783,11.76575643,4.06169861,7.24176044,0.80841274,0.00000000,0.01718446,0.77197482,0.07945706,2.24644098
-5.30965483,11.79290949,4.08617323,7.28045629,0.81251681,0.00000000,0.01767116,0.76926214,0.07780196,2.23602321
-5.30365183,11.82676870,4.10554431,7.32673998,0.81673881,0.00000000,0.01815769,0.76603638,0.07611431,2.22655199
-5.29764882,11.86459265,4.11865249,7.37877950,0.82088819,0.00000000,0.01863268,0.76206022,0.07440992,2.21771286
-5.29164582,11.90346777,4.12441103,7.43458626,0.82476655,0.00000000,0.01908486,0.75711385,0.07270466,2.20913911
-5.28564282,11.94041060,4.12184337,7.49208093,0.82817545,0.00000000,0.01950339,0.75100168,0.07101393,2.20042977
-5.27963982,11.97247424,4.11011873,7.54916311,0.83092432,0.00000000,0.01987818,0.74355845,0.06935231,2.19116913
-5.27363682,11.99685407,4.08858414,7.60378169,0.83283824,0.00000000,0.02020017,0.73465456,0.06773312,2.18094690
-5.26763382,12.01098840,4.05679133,7.65400321,0.83376502,0.00000000,0.02046163,0.72420034,0.06616805,2.16937807
-5.26163082,12.01264971,4.01451696,7.69807536,0.83358148,0.00000000,0.02065635,0.71214893,0.06466684,2.15612157
-5.25562781,12.00002298,3.96177527,7.73448350,0.83219840,0.00000000,0.02077983,0.69849766,0.06323697,2.14089705
-5.24962481,11.97176848,3.89882223,7.76199842,0.82956410,0.00000000,0.02082938,0.68328787,0.06188346,2.12349907
-5.24362181,11.92706718,3.82615096,7.77971407,0.82566640,0.00000000,0.02080414,0.66660301,0.06060873,2.10380831
-5.23761881,11.86564814,3.74447856,7.78707462,0.82053315,0.00000000,0.02070515,0.64856519,0.05941253,2.08179961
-5.23161581,11.78779809,3.65472497,7.78389086,0.81423108,0.00000000,0.02053523,0.62933022,0.05829205,2.05754671
-5.22561281,11.69435441,3.55798486,7.77034627,0.80686349,0.00000000,0.02029889,0.60908156,0.05724205,2.03122374
-5.21960980,11.58668306,3.45549402,7.74699346,0.79856670,0.00000000,0.02000220,0.58802317,0.05625516,2.00310392
-5.21360680,11.46664402,3.34859184,7.71474214,0.78950579,0.00000000,0.01965267,0.56637195,0.05532230,1.97355558
-5.20760380,11.33654641,3.23868182,7.67483958,0.77986973,0.00000000,0.01925898,0.54434988,0.05443321,1.94303592
-5.20160080,11.19909583,3.12719185,7.62884454,0.76986632,0.00000000,0.01883089,0.52217639,0.05357701,1.91208298
-5.19559780,11.05733607,3.01553603,7.57859581,0.75971718,0.00000000,0.01837904,0.50006126,0.05274292,1.88130607
-5.18959480,10.91458675,2.90507974,7.52617579,0.74965289,0.00000000,0.01791478,0.47819842,0.05192098,1.85137489
-5.18359180,10.77437830,2.79710892,7.47386954,0.73990865,0.00000000,0.01745004,0.45676082,0.05110281,1.82300763
-5.17758879,10.64038472,2.69280483,7.42411957,0.73072032,0.00000000,0.01699722,0.43589669,0.05028228,1.79695802
-5.17158579,10.51635421,2.59322444,7.37947616,0.72232093,0.00000000,0.01656909,0.41572713,0.04945625,1.77400141
-5.16558279,10.40603761,2.49928677,7.34254308,0.71493762,0.00000000,0.01617871,0.39634514,0.04862508,1.75491978
-5.15957979,10.31311387,2.41176485,7.31591864,0.70878886,0.00000000,0.01583936,0.37781603,0.04779309,1.74048570
-5.15357679,10.24111233,2.33128267,7.30213200,0.70408179,0.00000000,0.01556446,0.36017894,0.04696884,1.73144512
-5.14757379,10.19333142,2.25831645,7.30357524,0.70100958,0.00000000,0.01536751,0.34344936,0.04616518,1.72849904
-5.14157079,10.17275419,2.19319908,7.32243181,0.69974861,0.00000000,0.01526200,0.32762247,0.04539922,1.73228423
-5.13556778,10.18196129,2.13612699,7.36060286,0.70045542,0.00000000,0.01526127,0.31267680,0.04469190,1.74335326
-5.12956478,10.22304334,2.08716829,7.41963321,0.70326329,0.00000000,0.01537837,0.29857820,0.04406755,1.76215419
-5.12356178,10.29751490,2.04627148,7.50063949,0.70827860,0.00000000,0.01562585,0.28528374,0.04355312,1.78901064
-5.11755878,10.40623322,2.01327411,7.60424332,0.71557691,0.00000000,0.01601554,0.27274529,0.04317728,1.82410283
-5.11155578,10.54932565,1.98791087,7.73051285,0.72519896,0.00000000,0.01655826,0.26091270,0.04296941,1.86745057
-5.10555278,10.72612967,1.96982108,7.87891588,0.73714680,0.00000000,0.01726349,0.24973645,0.04295845,1.91889895
-5.09954977,10.93514991,1.95855554,8.04828803,0.75138031,0.00000000,0.01813906,0.23916964,0.04317172,1.97810781
-5.09354677,11.17403595,1.95358291,8.23681879,0.76781432,0.00000000,0.01919072,0.22916935,0.04363371,2.04454579
-5.08754377,11.43958462,1.95429608,8.44205782,0.78631663,0.00000000,0.02042186,0.21969740,0.04436495,2.11748970
-5.08154077,11.72776896,1.96001900,8.66094305,0.80670723,0.00000000,0.02183310,0.21072058,0.04538094,2.19602984
-5.07553777,12.03379554,1.97001422,8.88985110,0.82875880,0.00000000,0.02342200,0.20221045,0.04669127,2.27908160
-5.06953477,12.35219001,1.98349179,9.12466961,0.85219876,0.00000000,0.02518280,0.19414278,0.04829888,2.36540344
-5.06353177,12.67690950,1.99961963,9.36088953,0.87671292,0.00000000,0.02710623,0.18649679,0.05019956,2.45362089
-5.05752876,13.00147896,2.01753564,9.59371483,0.90195060,0.00000000,0.02917944,0.17925428,0.05238170,2.54225622
-5.05152576,13.31914726,2.03636152,9.81818571,0.92753128,0.00000000,0.03138598,0.17239874,0.05482635,2.62976281
-5.04552276,13.62305758,2.05521799,10.02931076,0.95305249,0.00000000,0.03370592,0.16591453,0.05750745,2.71456312
-5.03951976,13.90642579,2.07324124,10.22220291,0.97809875,0.00000000,0.03611612,0.15978616,0.06039238,2.79508900
-5.03351676,14.16272010,2.08960003,10.39221386,1.00225119,0.00000000,0.03859054,0.15399771,0.06344283,2.86982283
-5.02751376,14.38583479,2.10351272,10.53506153,1.02509756,0.00000000,0.04110073,0.14853247,0.06661571,2.93733792
-5.02151076,14.57025149,2.11426377,10.64694561,1.04624217,0.00000000,0.04361636,0.14337269,0.06986441,2.99633663
-5.01550775,14.71118161,2.12121882,10.72464676,1.06531551,0.00000000,0.04610588,0.13849948,0.07314011,3.04568472
-5.00950475,14.80468482,2.12383784,10.76560596,1.08198304,0.00000000,0.04853720,0.13389285,0.07639314,3.08444064
-5.00350175,14.84775946,2.12168562,10.76798135,1.09595302,0.00000000,0.05087841,0.12953182,0.07957440,3.11187859
-4.99749875,14.83840215,2.11443937,10.73068134,1.10698290,0.00000000,0.05309849,0.12539468,0.08263677,3.12750454
-4.99149575,14.77563539,2.10189283,10.65337348,1.11488428,0.00000000,0.05516808,0.12145918,0.08553631,3.13106472
-4.98549275,14.65950327,2.08395700,10.53647009,1.11952621,0.00000000,0.05706005,0.11770283,0.08823347,3.12254633
-4.97948974,14.49103700,2.06065732,10.38109222,1.12083678,0.00000000,0.05875017,0.11410322,0.09069393,3.10217070
-4.97348674,14.27219291,2.03212765,10.18901488,1.11880314,0.00000000,0.06021754,0.11063829,0.09288939,3.07037935
-4.96748374,14.00576691,1.99860132,9.96259649,1.11346990,0.00000000,0.06144502,0.10728672,0.09479799,3.02781366
-4.96148074,13.69528997,1.96039973,9.70469648,1.10493627,0.00000000,0.06241948,0.10402819,0.09640451,2.97528937
-4.95547774,13.34490964,1.91791917,9.41858482,1.09335198,0.00000000,0.06313192,0.10084379,0.09770036,2.91376691
-4.94947474,12.95926310,1.87161638,9.10784748,1.07891235,0.00000000,0.06357751,0.09771637,0.09868330,2.84431921
-4.94347174,12.54334696,1.82199371,8.77629142,1.06185282,0.00000000,0.06375551,0.09463097,0.09935699,2.76809810
-4.93746873,12.10238885,1.76958438,8.42785266,1.04244309,0.00000000,0.06366900,0.09157516,0.09973038,2.68630106
-4.93146573,11.64172522,1.71493864,8.06651023,1.02098124,0.00000000,0.06332465,0.08853954,0.09981699,2.60013940
-4.92546273,11.16668946,1.65861122,7.69620830,0.99778802,0.00000000,0.06273236,0.08551809,0.09963414,2.51080923
-4.91945973,10.68251304,1.60115063,7.32078850,0.97320152,0.00000000,0.06190477,0.08250861,0.09920222,2.41946616
-4.91345673,10.19424231,1.54309062,6.94393340,0.94757237,0.00000000,0.06085692,0.07951309,0.09854390,2.32720446
-4.90745373,9.70667184,1.48494386,6.56912174,0.92125945,0.00000000,0.05960572,0.07653798,0.09768357,2.23504124
-4.90145073,9.22429505,1.42719801,6.19959564,0.89462623,0.00000000,0.05816957,0.07359442,0.09664681,2.14390568
-4.89544772,8.75127154,1.37031401,5.83833906,0.86803762,0.00000000,0.05656791,0.07069843,0.09545998,2.05463344
-4.88944472,8.29141002,1.31472624,5.48806688,0.84185722,0.00000000,0.05482086,0.06787086,0.09415000,1.96796554
-4.88344172,7.84816501,1.26084439,5.15122330,0.81644485,0.00000000,0.05294886,0.06513733,0.09274429,1.88455141
-4.87743872,7.42464495,1.20905635,4.82998810,0.79215414,0.00000000,0.05097246,0.06252796,0.09127069,1.80495509
-4.87143572,7.02362916,1.15973183,4.52628919,0.76932998,0.00000000,0.04891199,0.06007698,0.08975759,1.72966371
-4.86543272,6.64759077,1.11322598,4.24181966,0.74830572,0.00000000,0.04678742,0.05782226,0.08823401,1.65909723
-4.85942971,6.29872259,1.06988267,3.97805776,0.72939983,0.00000000,0.04461823,0.05580457,0.08672973,1.59361839
-4.85342671,5.97896341,1.03003675,3.73628794,0.71291201,0.00000000,0.04242323,0.05406685,0.08527528,1.53354196
-4.84742371,5.69002203,0.99401512,3.51762156,0.69911871,0.00000000,0.04022049,0.05265329,0.08390194,1.47914245
-4.84142071,5.43339700,0.96213606,3.32301576,0.68826791,0.00000000,0.03802726,0.05160837,0.08264151,1.43065966
-4.83541771,5.21039042,0.93470689,3.15328948,0.68057352,0.00000000,0.03585993,0.05097572,0.08152596,1.38830155
-4.82941471,5.02211471,0.91201970,3.00913539,0.67620928,0.00000000,0.03373387,0.05079708,0.08058693,1.35224437
-4.82341171,4.86949180,0.89434534,2.89112739,0.67530267,0.00000000,0.03166346,0.05111108,0.07985506,1.32262998
-4.81740870,4.75324487,0.88192597,2.79972297,0.67792884,0.00000000,0.02966198,0.05195214,0.07935913,1.29956076
-4.81140570,4.67388300,0.87496632,2.73526051,0.68410525,0.00000000,0.02774157,0.05334926,0.07912513,1.28309246
-4.80540270,4.63168003,0.87362429,2.69795141,0.69378698,0.00000000,0.02591314,0.05532501,0.07917523,1.27322577
-4.79939970,4.62664889,0.87800125,2.68786765,0.70686339,0.00000000,0.02418639,0.05789443,0.07952673,1.26989738
-4.79339670,4.65851315,0.88813275,2.70492519,0.72315632,0.00000000,0.02256974,0.06106421,0.08019109,1.27297122
-4.78739370,4.72667780,0.90398007,2.74886421,0.74242001,0.00000000,0.02107037,0.06483183,0.08117295,1.28223095
-4.78139070,4.83020119,0.92542325,2.81922704,0.76434318,0.00000000,0.01969422,0.06918502,0.08246944,1.29737421
-4.77538769,4.96777018,0.95225597,2.91533506,0.78855308,0.00000000,0.01844607,0.07410128,0.08406960,1.31800958
-4.76938469,5.13768052,0.98418293,3.03626591,0.81462184,0.00000000,0.01732964,0.07954773,0.08595407,1.34365654
-4.76338169,5.33782415,1.02081975,3.18083234,0.84207470,0.00000000,0.01634769,0.08548108,0.08809518,1.37374894
-4.75737869,5.56568504,1.06169581,3.34756436,0.87040019,0.00000000,0.01550220,0.09184796,0.09045717,1.40764202
-4.75137569,5.81834496,1.10625999,3.53469606,0.89906180,0.00000000,0.01479450,0.09858548,0.09299693,1.44462300
-4.74537269,6.09250010,1.15388927,3.74015872,0.92751083,0.00000000,0.01422549,0.10562202,0.09566488,1.48392494
-4.73936968,6.38448933,1.20389997,3.96158164,0.95519996,0.00000000,0.01379575,0.11287831,0.09840633,1.52474342
-4.73336668,6.69033435,1.25556139,4.19630191,0.98159707,0.00000000,0.01350579,0.12026881,0.10116291,1.56625550
-4.72736368,7.00579176,1.30811133,4.44138414,1.00619878,0.00000000,0.01335611,0.12770324,0.10387436,1.60764021
-4.72136068,7.32641657,1.36077308,4.69365099,1.02854331,0.00000000,0.01334733,0.13508837,0.10648042,1.64809985
-4.71535768,7.64763613,1.41277319,4.94972463,1.04822204,0.00000000,0.01348024,0.14232988,0.10892278,1.68688106
-4.70935468,7.96483336,1.46335955,5.20607919,1.06488954,0.00000000,0.01375581,0.14933442,0.11114708,1.72329519
-4.70335168,8.27343721,1.51181907,5.45910327,1.07827161,0.00000000,0.01417512,0.15601166,0.11310483,1.75673679
-4.69734867,8.56901820,1.55749432,5.70517146,1.08817110,0.00000000,0.01473924,0.16227631,0.11475522,1.78669974
-4.69134567,8.84738640,1.59979867,5.94072288,1.09447138,0.00000000,0.01544905,0.16805009,0.11606665,1.81279038
-4.68534267,9.10468868,1.63822930,6.16234442,1.09713731,0.00000000,0.01630502,0.17326357,0.11701806,1.83473697
-4.67933967,9.33750199,1.67237770,6.36685579,1.09621389,0.00000000,0.01730691,0.17785775,0.11759991,1.85239540
-4.67333667,9.54291920,1.70193735,6.55139314,1.09182247,0.00000000,0.01845351,0.18178542,0.11781472,1.86575068
-4.66733367,9.71862402,1.72670822,6.71348786,1.08415492,0.00000000,0.01974229,0.18501224,0.11767725,1.87491436
-4.66133067,9.86295177,1.74659821,6.85113691,1.07346600,0.00000000,0.02116909,0.18751737,0.11721428,1.88011796
-4.65532766,9.97493301,1.76162131,6.96286152,1.06006411,0.00000000,0.02272786,0.18929388,0.11646385,1.88170259
-4.64932466,10.05431774,1.77189270,7.04775117,1.04430098,0.00000000,0.02441037,0.19034865,0.11547421,1.88010532
-4.64332166,10.10157841,1.77762110,7.10549040,1.02656063,0.00000000,0.02620609,0.19070194,0.11430226,1.87584276
