energy_ev,total_up,Bi_p_up,Bi_d_up,Pd_p_up,Pd_d_up,S_s_up,S_p_up
-6.00000000,1.12765026,0.32415872,0.00304436,0.57128034,0.42412325,0.01526776,0.31253995
-5.99399700,1.16216560,0.34212180,0.00315397,0.58699335,0.43341872,0.01533550,0.31058210
-5.98799400,1.19416401,0.35973579,0.00325357,0.60189849,0.44136704,0.01535679,0.30745331
-5.98199100,1.22326668,0.37679513,0.00334172,0.61588189,0.44786370,0.01533301,0.30318045
-5.97598799,1.24913409,0.39309828,0.00341720,0.62884504,0.45283071,0.01526655,0.29780926
-5.96998499,1.27148033,0.40845389,0.00347908,0.64070980,0.45622133,0.01516075,0.29140533
-5.96398199,1.29008626,0.42268699,0.00352678,0.65142292,0.45802386,0.01501995,0.28405461
-5.95797899,1.30481098,0.43564470,0.00356007,0.66095997,0.45826443,0.01484936,0.27586338
-5.95197599,1.31560055,0.44720134,0.00357913,0.66932813,0.45700828,0.01465499,0.26695744
-5.94597299,1.32249363,0.45726247,0.00358454,0.67656768,0.45435962,0.01444354,0.25748071
-5.93996998,1.32562329,0.46576768,0.00357732,0.68275190,0.45045981,0.01422219,0.24759308
-5.93396698,1.32521489,0.47269198,0.00355883,0.68798531,0.44548400,0.01399842,0.23746765
-5.92796398,1.32157989,0.47804561,0.00353082,0.69240020,0.43963621,0.01377978,0.22728732
-5.92196098,1.31510575,0.48187238,0.00349533,0.69615159,0.43314309,0.01357368,0.21724100
-5.91595798,1.30624228,0.48424642,0.00345461,0.69941071,0.42624655,0.01338712,0.20751931
-5.90995498,1.29548508,0.48526773,0.00341111,0.70235743,0.41919569,0.01322645,0.19831018
-5.90395198,1.28335680,0.48505665,0.00336732,0.70517199,0.41223820,0.01309717,0.18979427
-5.89794897,1.27038713,0.48374755,0.00332573,0.70802641,0.40561180,0.01300376,0.18214054
-5.89194597,1.25709246,0.48148229,0.00328875,0.71107620,0.39953599,0.01294945,0.17550193
-5.88594297,1.24395637,0.47840350,0.00325859,0.71445274,0.39420457,0.01293616,0.17001148
-5.87993997,1.23141173,0.47464846,0.00323720,0.71825692,0.38977916,0.01296443,0.16577892
-5.87393697,1.21982548,0.47034365,0.00322623,0.72255435,0.38638419,0.01303338,0.16288778
-5.86793397,1.20948675,0.46560032,0.00322694,0.72737254,0.38410332,0.01314078,0.16139330
-5.86193097,1.20059892,0.46051152,0.00324019,0.73270019,0.38297777,0.01328314,0.16132096
-5.85592796,1.19327600,0.45515040,0.00326642,0.73848879,0.38300626,0.01345584,0.16266600
-5.84992496,1.18754331,0.44957012,0.00330563,0.74465632,0.38414684,0.01365335,0.16539358
-5.84392196,1.18334261,0.44380519,0.00335743,0.75109295,0.38632030,0.01386943,0.16943991
-5.83791896,1.18054096,0.43787404,0.00342103,0.75766845,0.38941504,0.01409741,0.17471415
-5.83191596,1.17894306,0.43178273,0.00349533,0.76424071,0.39329321,0.01433044,0.18110106
-5.82591296,1.17830612,0.42552939,0.00357895,0.77066503,0.39779767,0.01456176,0.18846439
-5.81990995,1.17835656,0.41910907,0.00367031,0.77680356,0.40275961,0.01478497,0.19665075
-5.81390695,1.17880741,0.41251873,0.00376767,0.78253421,0.40800627,0.01499428,0.20549408
-5.80790395,1.17937569,0.40576182,0.00386929,0.78775852,0.41336863,0.01518469,0.21482032
-5.80190095,1.17979856,0.39885236,0.00397338,0.79240813,0.41868850,0.01535221,0.22445233
-5.79589795,1.17984769,0.39181797,0.00407827,0.79644913,0.42382488,0.01549392,0.23421470
-5.78989495,1.17934094,0.38470190,0.00418243,0.79988424,0.42865920,0.01560811,0.24393847
-5.78389195,1.17815083,0.37756375,0.00428449,0.80275263,0.43309932,0.01569425,0.25346539
-5.77788894,1.17620954,0.37047880,0.00438332,0.80512724,0.43708204,0.01575298,0.26265177
-5.77188594,1.17351015,0.36353621,0.00447803,0.80710980,0.44057420,0.01578603,0.27137149
-5.76588294,1.17010424,0.35683589,0.00456798,0.80882391,0.44357212,0.01579610,0.27951844
-5.75987994,1.16609607,0.35048445,0.00465276,0.81040639,0.44609971,0.01578666,0.28700788
-5.75387694,1.16163365,0.34459040,0.00473219,0.81199754,0.44820519,0.01576183,0.29377706
-5.74787394,1.15689740,0.33925885,0.00480624,0.81373082,0.44995662,0.01572609,0.29978480
-5.74187094,1.15208696,0.33458604,0.00487506,0.81572244,0.45143654,0.01568411,0.30501031
-5.73586793,1.14740687,0.33065397,0.00493887,0.81806169,0.45273599,0.01564049,0.30945116
-5.72986493,1.14305196,0.32752547,0.00499790,0.82080230,0.45394805,0.01559960,0.31312066
-5.72386193,1.13919315,0.32523997,0.00505240,0.82395548,0.45516139,0.01556531,0.31604466
-5.71785893,1.13596443,0.32381013,0.00510252,0.82748507,0.45645408,0.01554086,0.31825813
-5.71185593,1.13345169,0.32321957,0.00514830,0.83130498,0.45788784,0.01552871,0.31980153
-5.70585293,1.13168387,0.32342178,0.00518960,0.83527922,0.45950319,0.01553040,0.32071737
-5.69984992,1.13062701,0.32434035,0.00522613,0.83922446,0.46131555,0.01554651,0.32104687
-5.69384692,1.13018138,0.32587035,0.00525736,0.84291517,0.46331260,0.01557659,0.32082721
-5.68784392,1.13018188,0.32788103,0.00528258,0.84609094,0.46545297,0.01561917,0.32008926
-5.68184092,1.13040171,0.33021956,0.00530091,0.84846594,0.46766636,0.01567179,0.31885598
-5.67583792,1.13055924,0.33271573,0.00531126,0.84973978,0.46985511,0.01573111,0.31714159
-5.66983492,1.13032765,0.33518747,0.00531247,0.84960969,0.47189713,0.01579295,0.31495156
-5.66383192,1.12934716,0.33744686,0.00530326,0.84778312,0.47365011,0.01585248,0.31228322
-5.65782891,1.12723911,0.33930659,0.00528239,0.84399054,0.47495693,0.01590435,0.30912717
-5.65182591,1.12362157,0.34058639,0.00524863,0.83799778,0.47565186,0.01594290,0.30546931
-5.64582291,1.11812567,0.34111946,0.00520090,0.82961744,0.47556751,0.01596232,0.30129326
-5.63981991,1.11041219,0.34075848,0.00513829,0.81871899,0.47454215,0.01595688,0.29658328
-5.63381691,1.10018753,0.33938109,0.00506015,0.80523717,0.47242713,0.01592111,0.29132730
-5.62781391,1.08721885,0.33689463,0.00496614,0.78917853,0.46909413,0.01585005,0.28552010
-5.62181091,1.07134742,0.33324010,0.00485627,0.77062575,0.46444193,0.01573941,0.27916631
-5.61580790,1.05250000,0.32839498,0.00473095,0.74973986,0.45840244,0.01558576,0.27228337
-5.60980490,1.03069783,0.32237516,0.00459101,0.72676032,0.45094587,0.01538668,0.26490395
-5.60380190,1.00606281,0.31523569,0.00443768,0.70200295,0.44208469,0.01514093,0.25707816
-5.59779890,0.97882094,0.30707051,0.00427264,0.67585602,0.43187635,0.01484853,0.24887505
-5.59179590,0.94930267,0.29801107,0.00409795,0.64877461,0.42042471,0.01451081,0.24038369
-5.58579290,0.91794046,0.28822407,0.00391603,0.62127347,0.40788002,0.01413048,0.23171354
-5.57978989,0.88526342,0.27790823,0.00372966,0.59391866,0.39443760,0.01371159,0.22299422
-5.57378689,0.85188936,0.26729032,0.00354186,0.56731821,0.38033513,0.01325950,0.21437465
-5.56778389,0.81851439,0.25662054,0.00335587,0.54211190,0.36584879,0.01278077,0.20602152
-5.56178089,0.78590033,0.24616729,0.00317507,0.51896051,0.35128826,0.01228304,0.19811711
-5.55577789,0.75486022,0.23621167,0.00300293,0.49853446,0.33699080,0.01177490,0.19085656
-5.54977489,0.72624227,0.22704145,0.00284291,0.48150212,0.32331441,0.01126561,0.18444454
-5.54377189,0.70091239,0.21894506,0.00269840,0.46851772,0.31063046,0.01076496,0.17909133
-5.53776888,0.67973571,0.21220533,0.00257268,0.46020904,0.29931571,0.01028300,0.17500845
-5.53176588,0.66355728,0.20709329,0.00246878,0.45716469,0.28974402,0.00982976,0.17240380
-5.52576288,0.65318232,0.20386198,0.00238951,0.45992131,0.28227785,0.00941503,0.17147645
-5.51975988,0.64935620,0.20274048,0.00233731,0.46895055,0.27725963,0.00904808,0.17241109
-5.51375688,0.65274449,0.20392815,0.00231427,0.48464610,0.27500324,0.00873737,0.17537224
-5.50775388,0.66391351,0.20758919,0.00232200,0.50731088,0.27578569,0.00849039,0.18049841
-5.50175088,0.68331170,0.21384768,0.00236167,0.53714480,0.27983911,0.00831336,0.18789626
-5.49574787,0.71125220,0.22278312,0.00243389,0.57423330,0.28734330,0.00821110,0.19763502
-5.48974487,0.74789735,0.23442670,0.00253874,0.61853721,0.29841892,0.00818684,0.20974126
-5.48374187,0.79324535,0.24875838,0.00267569,0.66988444,0.31312159,0.00824210,0.22419430
-5.47773887,0.84711998,0.26570493,0.00284362,0.72796391,0.33143706,0.00837663,0.24092246
-5.47173587,0.90916373,0.28513906,0.00304080,0.79232245,0.35327765,0.00858837,0.25980038
-5.46573287,0.97883502,0.30687983,0.00326491,0.86236496,0.37848026,0.00887345,0.28064759
-5.45972986,1.05541002,0.33069437,0.00351302,0.93735853,0.40680605,0.00922627,0.30322862
-5.45372686,1.13798949,0.35630097,0.00378166,1.01644053,0.43794203,0.00963961,0.32725478
-5.44772386,1.22551084,0.38337375,0.00406688,1.09863121,0.47150472,0.01010478,0.35238764
-5.44172086,1.31676561,0.41154860,0.00436427,1.18285049,0.50704588,0.01061182,0.37824444
-5.43571786,1.41042225,0.44043054,0.00466908,1.26793897,0.54406047,0.01114975,0.40440524
-5.42971486,1.50505381,0.46960225,0.00497629,1.35268257,0.58199656,0.01170685,0.43042184
-5.42371186,1.59916995,0.49863356,0.00528076,1.43584034,0.62026731,0.01227097,0.45582818
-5.41770885,1.69125253,0.52709169,0.00557729,1.51617453,0.65826446,0.01282981,0.48015201
-5.41170585,1.77979366,0.55455184,0.00586080,1.59248190,0.69537325,0.01337134,0.50292739
-5.40570285,1.86333505,0.58060786,0.00612645,1.66362526,0.73098812,0.01388402,0.52370772
-5.39969985,1.94050727,0.60488257,0.00636972,1.72856409,0.76452887,0.01435724,0.54207869
-5.39369685,2.01006744,0.62703742,0.00658661,1.78638291,0.79545661,0.01478151,0.55767072
-5.38769385,2.07093409,0.64678108,0.00677369,1.83631644,0.82328894,0.01514881,0.57017033
-5.38169085,2.12221766,0.66387666,0.00692821,1.87777042,0.84761388,0.01545276,0.57933003
-5.37568784,2.16324550,0.67814732,0.00704820,1.91033734,0.86810185,0.01568883,0.58497623
-5.36968484,2.19358039,0.68948003,0.00713248,1.93380636,0.88451542,0.01585441,0.58701478
-5.36368184,2.21303178,0.69782740,0.00718073,1.94816708,0.89671623,0.01594892,0.58543402
-5.35767884,2.22165931,0.70320746,0.00719343,1.95360699,0.90466901,0.01597374,0.58030500
-5.35167584,2.21976858,0.70570154,0.00717191,1.95050279,0.90844231,0.01593220,0.57177903
-5.34567284,2.20789923,0.70545020,0.00711823,1.93940598,0.90820615,0.01582941,0.56008256
-5.33966983,2.18680602,0.70264760,0.00703512,1.92102326,0.90422649,0.01567207,0.54550959
-5.33366683,2.15743357,0.69753435,0.00692589,1.89619271,0.89685688,0.01546826,0.52841209
-5.32766383,2.12088594,0.69038926,0.00679433,1.86585669,0.88652756,0.01522718,0.50918864
-5.32166083,2.07839229,0.68152032,0.00664453,1.83103245,0.87373248,0.01495882,0.48827193
-5.31565783,2.03126984,0.67125514,0.00648079,1.79278178,0.85901475,0.01467368,0.46611569
-5.30965483,1.98088576,0.65993137,0.00630748,1.75218064,0.84295107,0.01438247,0.44318133
-5.30365183,1.92861921,0.64788728,0.00612888,1.71029006,0.82613568,0.01409579,0.41992513
-5.29764882,1.87582498,0.63545296,0.00594908,1.66812910,0.80916446,0.01382384,0.39678618
-5.29164582,1.82379986,0.62294230,0.00577187,1.62665089,0.79261968,0.01357620,0.37417564
-5.28564282,1.77375283,0.61064611,0.00560063,1.58672235,0.77705587,0.01336159,0.35246758
