energy_ev,total_up,C_s_up,C_p_up,Hg_p_up,Hg_d_up,Se_s_up,Se_p_up,Ti_p_up,Ti_d_up
-5.57378689,3.31806251,0.08845247,0.08203201,0.53824918,0.67144515,0.05505993,1.64227768,0.91814030,0.66642862
-5.56778389,3.36060762,0.08554970,0.08546159,0.53127033,0.67196196,0.05667174,1.66947140,0.91399108,0.68722677
-5.56178089,3.40867513,0.08287446,0.08921099,0.52541629,0.67426140,0.05839332,1.69816307,0.91152058,0.70803937
-5.55577789,3.46258246,0.08048938,0.09327631,0.52094559,0.67855015,0.06020099,1.72831039,0.91089896,0.72867008
-5.54977489,3.52244258,0.07844805,0.09764661,0.51807787,0.68498251,0.06206817,1.75978619,0.91223256,0.74889609
-5.54377189,3.58815014,0.07679385,0.10230321,0.51698668,0.69365362,0.06396581,1.79237849,0.91556224,0.76847285
-5.53776888,3.65937575,0.07555922,0.10721931,0.51779398,0.70459467,0.06586307,1.82579416,0.92086422,0.78714008
-5.53176588,3.73556861,0.07476515,0.11235978,0.52056645,0.71777029,0.06772813,1.85966604,0.92805315,0.80462866
-5.52576288,3.81596688,0.07442112,0.11768131,0.52531376,0.73307804,0.06952914,1.89356307,0.93698706,0.82066832
-5.51975988,3.89961571,0.07452529,0.12313290,0.53198867,0.75035005,0.07123519,1.92700314,0.94747384,0.83499570
-5.51375688,3.98539175,0.07506502,0.12865657,0.54048902,0.76935658,0.07281745,1.95946804,0.95927905,0.84736251
-5.50775388,4.07203366,0.07601757,0.13418846,0.55066137,0.78981152,0.07425020,1.99041992,0.97213443,0.85754369
-5.50175088,4.15817732,0.07735105,0.13966020,0.56230621,0.81137944,0.07551192,2.01931889,0.98574697,0.86534509
-5.49574787,4.24239476,0.07902557,0.14500050,0.57518458,0.83368411,0.07658620,2.04564089,0.99980817,0.87061049
-5.48974487,4.32323563,0.08099443,0.15013703,0.58902571,0.85631814,0.07746265,2.06889551,1.01400312,0.87322787
-5.48374187,4.39926990,0.08320543,0.15499838,0.60353559,0.87885354,0.07813757,2.08864309,1.02801919,0.87313455
-5.47773887,4.46913070,0.08560234,0.15951616,0.61840605,0.90085283,0.07861444,2.10451062,1.04155427,0.87032126
-5.47173587,4.53155588,0.08812622,0.16362711,0.63332421,0.92188043,0.07890426,2.11620606,1.05432410,0.86483484
-5.46573287,4.58542726,0.09071688,0.16727516,0.64798183,0.94151400,0.07902561,2.12353050,1.06606888,0.85677960
-5.45972986,4.62980628,0.09331431,0.17041331,0.66208441,0.95935553,0.07900454,2.12638798,1.07655888,0.84631734
-5.45372686,4.66396500,0.09585997,0.17300532,0.67535974,0.97504171,0.07887411,2.12479257,1.08559897,0.83366588
-5.44772386,4.68741145,0.09829815,0.17502708,0.68756549,0.98825341,0.07867387,2.11887243,1.09303216,0.81909617
-5.44172086,4.69990841,0.10057713,0.17646761,0.69849581,0.99872395,0.07844900,2.10887076,1.09874206,0.80292807
-5.43571786,4.70148493,0.10265032,0.17732963,0.70798662,1.00624599,0.07824931,2.09514340,1.10265414,0.78552479
-5.42971486,4.69243995,0.10447723,0.17762970,0.71591940,1.01067669,0.07812809,2.07815307,1.10473601,0.76728609
-5.42371186,4.67333778,0.10602431,0.17739778,0.72222346,1.01194113,0.07814079,2.05846035,1.10499654,0.74864034
-5.41770885,4.64499523,0.10726558,0.17667643,0.72687651,1.01003372,0.07834360,2.03671131,1.10348392,0.73003561
-5.41170585,4.60846062,0.10818315,0.17551946,0.72990363,1.00501767,0.07879199,2.01362227,1.10028284,0.71192996
-5.40570285,4.56498502,0.10876743,0.17399018,0.73137462,0.99702238,0.07953919,1.98996175,1.09551058,0.69478107
-5.39969985,4.51598650,0.10901720,0.17215933,0.73139981,0.98623896,0.08063466,1.96653017,1.08931242,0.67903548
-5.39369685,4.46300843,0.10893939,0.17010269,0.73012460,0.97291383,0.08212262,1.94413782,1.08185632,0.66511771
-5.38769385,4.40767302,0.10854869,0.16789856,0.72772281,0.95734079,0.08404062,1.92358160,1.07332701,0.65341956
-5.38169085,4.35163165,0.10786683,0.16562509,0.72438920,0.93985168,0.08641823,1.90562146,1.06391983,0.64428986
-5.37568784,4.29651377,0.10692179,0.16335774,0.72033137,0.92080599,0.08927589,1.89095704,1.05383436,0.63802500
-5.36968484,4.24387609,0.10574671,0.16116677,0.71576147,0.90057983,0.09262388,1.88020568,1.04326816,0.63486066
-5.36368184,4.19515415,0.10437870,0.15911504,0.71088786,0.87955459,0.09646150,1.87388229,1.03241087,0.63496493
-5.35767884,4.15161796,0.10285753,0.15725615,0.70590730,0.85810573,0.10077652,1.87238222,1.02143879,0.63843326
-5.35167584,4.11433367,0.10122433,0.15563287,0.70099779,0.83659221,0.10554486,1.87596764,1.01051038,0.64528535
-5.34567284,4.08413286,0.09952015,0.15427619,0.69631239,0.81534678,0.11073052,1.88475831,0.99976260,0.65546430
-5.33966983,4.06159060,0.09778472,0.15320475,0.69197443,0.79466765,0.11628583,1.89872700,0.98930853,0.66883805
-5.33366683,4.04701350,0.09605522,0.15242482,0.68807405,0.77481183,0.12215205,1.91770018,0.97923618,0.68520320
-5.32766383,4.04043809,0.09436523,0.15193086,0.68466644,0.75599027,0.12826018,1.94136379,0.96960864,0.70429106
-5.32166083,4.04163979,0.09274391,0.15170644,0.68177175,0.73836512,0.13453222,1.96927419,0.96046556,0.72577583
-5.31565783,4.05015189,0.09121535,0.15172568,0.67937667,0.72204902,0.14088262,2.00087386,0.95182579,0.74928455
-5.30965483,4.06529391,0.08979822,0.15195508,0.67743766,0.70710648,0.14722006,2.03551124,0.94369118,0.77440855
-5.30365183,4.08620777,0.08850567,0.15235560,0.67588559,0.69355722,0.15344949,2.07246384,0.93605117,0.80071576
-5.29764882,4.11190034,0.08734547,0.15288491,0.67463167,0.68138122,0.15947436,2.11096383,0.92888805,0.82776360
-5.29164582,4.14129012,0.08632038,0.15349987,0.67357435,0.67052517,0.16519900,2.15022477,0.92218244,0.85511167
-5.28564282,4.17325613,0.08542876,0.15415884,0.67260681,0.66090999,0.17053110,2.18946843,0.91591880,0.88233390
-5.27963982,4.20668640,0.08466530,0.15482403,0.67162478,0.65243904,0.17538421,2.22795049,0.91009059,0.90902948
-5.27363682,4.24052418,0.08402194,0.15546357,0.67053417,0.64500649,0.17968020,2.26498397,0.90470475,0.93483225
-5.26763382,4.27380949,0.08348878,0.15605329,0.66925830,0.63850551,0.18335151,2.29995944,0.89978528,0.95941813
-5.26163082,4.30571432,0.08305505,0.15657818,0.66774418,0.63283586,0.18634326,2.33236112,0.89537566,0.98251032
-5.25562781,4.33557014,0.08271001,0.15703337,0.66596763,0.62791042,0.18861499,2.36177838,0.89154002,1.00388226
-5.24962481,4.36288644,0.08244381,0.15742461,0.66393691,0.62366045,0.19014208,2.38791229,0.88836292,1.02335826
-5.24362181,4.38736011,0.08224817,0.15776833,0.66169471,0.62003932,0.19091666,2.41057722,0.88594784,1.04081209
-5.23761881,4.40887540,0.08211694,0.15809111,0.65931826,0.61702456,0.19094807,2.42969762,0.88441440,1.05616363
-5.23161581,4.42749501,0.08204640,0.15842871,0.65691764,0.61461808,0.19026280,2.44530057,0.88389454,1.06937414
-5.22561281,4.44344327,0.08203549,0.15882465,0.65463227,0.61284486,0.18890387,2.45750478,0.88452778,1.08044044
-5.21960980,4.45708260,0.08208573,0.15932837,0.65262577,0.61174993,0.18692966,2.46650680,0.88645601,1.08938860
-5.21360680,4.46888481,0.08220103,0.15999317,0.65107936,0.61139406,0.18441226,2.47256544,0.88981792,1.09626748
-5.20760380,4.47939903,0.08238727,0.16087379,0.65018417,0.61184839,0.18143534,2.47598525,0.89474345,1.10114272
-5.20160080,4.48921796,0.08265185,0.16202404,0.65013274,0.61318824,0.17809163,2.47710017,0.90134857,1.10409137
-5.19559780,4.49894417,0.08300304,0.16349434,0.65111015,0.61548661,0.17448005,2.47625782,0.90973054,1.10519754
-5.18959480,4.50915816,0.08344931,0.16532936,0.65328530,0.61880763,0.17070271,2.47380546,0.91996393,1.10454928
-5.18359180,4.52038933,0.08399867,0.16756592,0.65680247,0.62320026,0.16686169,2.47007777,0.93209748,1.10223658
-5.17758879,4.53309120,0.08465796,0.17023114,0.66177391,0.62869279,0.16305592,2.46538697,0.94615191,1.09835057
-5.17158579,4.54762136,0.08543226,0.17334106,0.66827351,0.63528814,0.15937808,2.46001524,0.96211858,1.09298367
-5.16558279,4.56422685,0.08632431,0.17689958,0.67633205,0.64296044,0.15591185,2.45420938,0.97995907,1.08623048
-5.15957979,4.58303492,0.08733413,0.18089800,0.68593411,0.65165288,0.15272938,2.44817750,0.99960554,1.07818908
-5.15357679,4.60404910,0.08845864,0.18531503,0.69701681,0.66127696,0.14988920,2.44208747,1.02096163,1.06896247
-5.14757379,4.62715015,0.08969155,0.19011722,0.70947052,0.67171319,0.14743469,2.43606659,1.04390392,1.05865967
-5.14157079,4.65210143,0.09102325,0.19525996,0.72314130,0.68281321,0.14539299,2.43020227,1.06828366,1.04739649
-5.13556778,4.67855789,0.09244101,0.20068883,0.73783517,0.69440304,0.14377453,2.42454328,1.09392874,1.03529544
-5.12956478,4.70607806,0.09392911,0.20634127,0.75332386,0.70628756,0.14257317,2.41910131,1.12064575,1.02248484
-5.12356178,4.73413846,0.09546930,0.21214859,0.76935183,0.71825567,0.14176689,2.41385262,1.14822212,1.00909711
-5.11755878,4.76214949,0.09704118,0.21803805,0.78564426,0.73008627,0.14131894,2.40873986,1.17642831,0.99526610
-5.11155578,4.78947255,0.09862282,0.22393505,0.80191567,0.74155444,0.14117962,2.40367389,1.20502016,0.98112389
-5.10555278,4.81543778,0.10019132,0.22976535,0.81787885,0.75243777,0.14128836,2.39853590,1.23374142,0.96679701
-5.09954977,4.83936206,0.10172351,0.23545710,0.83325367,0.76252257,0.14157612,2.39318006,1.26232664,0.95240263
-5.09354677,4.86056705,0.10319664,0.24094269,0.84777556,0.77160969,0.14196813,2.38743679,1.29050453,0.93804477
-5.08754377,4.87839710,0.10458899,0.24616045,0.86120320,0.77951970,0.14238664,2.38111709,1.31800195,0.92381111
-5.08154077,4.89223673,0.10588058,0.25105591,0.87332539,0.78609749,0.14275379,2.37401800,1.34454861,0.90977052
-5.07553777,4.90152779,0.10705370,0.25558286,0.88396658,0.79121585,0.14299435,2.36592947,1.36988257,0.89597158
-5.06953477,4.90578591,0.10809344,0.25970401,0.89299129,0.79477830,0.14303830,2.35664260,1.39375650,0.88244246
-5.06353177,4.90461614,0.10898809,0.26339131,0.90030689,0.79672089,0.14282325,2.34595918,1.41594467,0.86919199
-5.05752876,4.89772764,0.10972942,0.26662601,0.90586509,0.79701304,0.14229639,2.33370235,1.43625051,0.85621215
-5.05152576,4.88494688,0.11031283,0.26939840,0.90966188,0.79565758,0.14141619,2.31972812,1.45451447,0.84348186
-5.04552276,4.86622926,0.11073738,0.27170728,0.91173615,0.79268987,0.14015361,2.30393710,1.47062191,0.83097182
-5.03951976,4.84166852,0.11100565,0.27355934,0.91216691,0.78817621,0.13849286,2.28628614,1.48451053,0.81865025
-5.03351676,4.81150367,0.11112347,0.27496828,0.91106955,0.78221162,0.13643176,2.26679907,1.49617711,0.80648923
-5.02751376,4.77612283,0.11109955,0.27595391,0.90859098,0.77491709,0.13398160,2.24557613,1.50568291,0.79447117
-5.02151076,4.73606387,0.11094498,0.27654120,0.90490411,0.76643641,0.13116660,2.22280121,1.51315744,0.78259525
-5.01550775,4.69201122,0.11067264,0.27675935,0.90020174,0.75693266,0.12802306,2.19874665,1.51880016,0.77088329
-5.00950475,4.64478882,0.11029655,0.27664085,0.89469017,0.74658457,0.12459805,2.17377489,1.52287974,0.75938475
-5.00350175,4.59534909,0.10983122,0.27622067,0.88858270,0.73558268,0.12094799,2.14833682,1.52573076,0.74818064
-4.99749875,4.54475794,0.10929100,0.27553556,0.88209325,0.72412556,0.11713692,2.12296657,1.52774765,0.73738598
-4.99149575,4.49417595,0.10868948,0.27462344,0.87543036,0.71241603,0.11323472,2.09827268,1.52937596,0.72715066
-4.98549275,4.44483626,0.10803891,0.27352293,0.86879163,0.70065757,0.10931524,2.07492599,1.53110111,0.71765867
-4.97948974,4.39801952,0.10734985,0.27227300,0.86235893,0.68905078,0.10545443,2.05364432,1.53343489,0.70912553
-4.97348674,4.35502651,0.10663081,0.27091272,0.85629426,0.67779027,0.10172859,2.03517459,1.53690033,0.70179414
-4.96748374,4.31714937,0.10588811,0.26948115,0.85073666,0.66706158,0.09821267,2.02027294,1.54201524,0.69592894
-4.96148074,4.28564189,0.10512588,0.26801726,0.84579992,0.65703860,0.09497879,2.00968344,1.54927529,0.69180886
-4.95547774,4.26169001,0.10434618,0.26655990,0.84157133,0.64788115,0.09209489,2.00411624,1.55913721,0.68971895
-4.94947474,4.24638312,0.10354929,0.26514780,0.83811126,0.63973299,0.08962358,2.00422588,1.57200290,0.68994129
-4.94347174,4.24068703,0.10273405,0.26381954,0.83545369,0.63272009,0.08762127,2.01059050,1.58820500,0.69274525
-4.93746873,4.24541926,0.10189832,0.26261345,0.83360745,0.62694921,0.08613736,2.02369266,1.60799471,0.69837751
-4.93146573,4.26122731,0.10103948,0.26156745,0.83255814,0.62250688,0.08521372,2.04390244,1.63153234,0.70705227
-4.92546273,4.28857029,0.10015494,0.26071878,0.83227054,0.61945856,0.08488423,2.07146330,1.65888083,0.71894175
-4.91945973,4.32770447,0.09924263,0.26010356,0.83269139,0.61784808,0.08517454,2.10648114,1.69000278,0.73416754
-4.91345673,4.37867273,0.09830137,0.25975627,0.83375244,0.61769740,0.08610182,2.14891686,1.72476074,0.75279297
-4.90745373,4.44129839,0.09733124,0.25970905,0.83537351,0.61900643,0.08767467,2.19858260,1.76292100,0.77481677
-4.90145073,4.51518318,0.09633378,0.25999090,0.83746548,0.62175322,0.08989302,2.25514173,1.80416041,0.80016832
-4.89544772,4.59970959,0.09531205,0.26062672,0.83993322,0.62589413,0.09274811,2.31811247,1.84807593,0.82870469
-4.88944472,4.69404729,0.09427061,0.26163633,0.84267809,0.63136430,0.09622242,2.38687513,1.89419644,0.86020959
-4.88344172,4.79716374,0.09321529,0.26303343,0.84560024,0.63807824,0.10028976,2.46068267,1.94199625,0.89439438
-4.87743872,4.90783874,0.09215294,0.26482457,0.84860053,0.64593058,0.10491525,2.53867427,1.99090965,0.93090126
-4.87143572,5.02468277,0.09109103,0.26700817,0.85158206,0.65479704,0.11005545,2.61989172,2.04034588,0.96930851
-4.86543272,5.14615902,0.09003721,0.26957371,0.85445142,0.66453565,0.11565859,2.70329812,2.08970397,1.00913793
-4.85942971,5.27060890,0.08899879,0.27250108,0.85711958,0.67498822,0.12166489,2.78779866,2.13838694,1.04986416
-4.85342671,5.39628078,0.08798235,0.27576021,0.85950267,0.68598218,0.12800699,2.87226294,2.18581484,1.09092587
-4.84742371,5.52136169,0.08699325,0.27931092,0.86152249,0.69733271,0.13461067,2.95554851,2.23143640,1.13173849
-4.84142071,5.64401166,0.08603532,0.28310318,0.86310708,0.70884533,0.14139569,3.03652510,2.27473901,1.17170812
-4.83541771,5.76240010,0.08511059,0.28707773,0.86419116,0.72031883,0.14827689,3.11409909,2.31525699,1.21024634
-4.82941471,5.87474376,0.08421918,0.29116704,0.86471680,0.73154868,0.15516556,3.18723777,2.35257807,1.24678550
-4.82341171,5.97934534,0.08335927,0.29529664,0.86463397,0.74233069,0.16197099,3.25499270,2.38634831,1.28079377
-4.81740870,6.07463203,0.08252728,0.29938684,0.86390146,0.75246512,0.16860225,3.31652176,2.41627550,1.31178985
-4.81140570,6.15919281,0.08171808,0.30335475,0.86248769,0.76176089,0.17497014,3.37110911,2.44213122,1.33935639
-4.80540270,6.23181351,0.08092539,0.30711647,0.86037179,0.77003992,0.18098926,3.41818264,2.46375194,1.36315196
-4.79939970,6.29150819,0.08014219,0.31058957,0.85754456,0.77714149,0.18658009,3.45732815,2.48103910,1.38292092
-4.79339670,6.33754586,0.07936128,0.31369555,0.85400946,0.78292633,0.19167110,3.48829973,2.49395851,1.39850069
-4.78739370,6.36947120,0.07857573,0.31636233,0.84978348,0.78728037,0.19620069,3.51102588,2.50253909,1.40982640
-4.78139070,6.38711825,0.07777948,0.31852666,0.84489777,0.79011798,0.20011891,3.52561089,2.50687099,1.41693226
-4.77538769,6.39061620,0.07696778,0.32013622,0.83939789,0.79138445,0.20338899,3.53233125,2.50710305,1.41994989
-4.76938469,6.38038656,0.07613761,0.32115158,0.83334381,0.79105769,0.20598833,3.53162696,2.50343966,1.41910331
-4.76338169,6.35713156,0.07528803,0.32154760,0.82680935,0.78914900,0.20790920,3.52408766,2.49613668,1.41470102
-4.75737869,6.32181366,0.07442037,0.32131451,0.81988117,0.78570274,0.20915885,3.51043414,2.48549660,1.40712513
-4.75137569,6.27562660,0.07353839,0.32045846,0.81265725,0.78079503,0.20975915,3.49149534,2.47186255,1.39681813
-4.74537269,6.21995886,0.07264823,0.31900153,0.80524497,0.77453139,0.20974569,3.46818179,2.45561134,1.38426771
-4.73936968,6.15635067,0.07175830,0.31698127,0.79775861,0.76704342,0.20916635,3.44145618,2.43714531,1.36999022
-4.73336668,6.08644586,0.07087906,0.31444965,0.79031670,0.75848461,0.20807943,3.41230209,2.41688318,1.35451337
-4.72736368,6.01194058,0.07002272,0.31147164,0.78303895,0.74902547,0.20655140,3.38169206,2.39524991,1.33835893
-4.72136068,5.93453039,0.06920277,0.30812332,0.77604315,0.73884810,0.20465431,3.35055605,2.37266589,1.32202592
-4.71535768,5.85585808,0.06843363,0.30448962,0.76944200,0.72814044,0.20246299,3.31975164,2.34953570,1.30597509
-4.70935468,5.77746375,0.06773005,0.30066184,0.76334004,0.71709042,0.20005224,3.29003685,2.32623674,1.29061513
-4.70335168,5.70073934,0.06710664,0.29673501,0.75783086,0.70588021,0.19749395,3.26204687,2.30310826,1.27629116
-4.69734867,5.62688893,0.06657734,0.29280507,0.75299452,0.69468072,0.19485448,3.23627538,2.28044102,1.26327582
-4.69134567,5.55689634,0.06615484,0.28896611,0.74889545,0.68364669,0.19219226,3.21306109,2.25846826,1.25176318
-4.68534267,5.49150107,0.06585013,0.28530773,0.74558082,0.67291233,0.18955580,3.19258017,2.23735819,1.24186571
-4.67933967,5.43118301,0.06567197,0.28191247,0.74307929,0.66258782,0.18698215,3.17484443,2.21720839,1.23361407
-4.67333667,5.37615653,0.06562647,0.27885354,0.74140045,0.65275668,0.18449589,3.15970545,2.19804256,1.22695986
-4.66733367,5.32637360,0.06571665,0.27619285,0.74053467,0.64347406,0.18210867,3.14686431,2.17980957,1.22178089
-4.66133067,5.28153570,0.06594217,0.27397938,0.74045347,0.63476603,0.17981941,3.13588623,2.16238517,1.21788865
-4.65532766,5.24111371,0.06629900,0.27224793,0.74111040,0.62662987,0.17761494,3.12621979,2.14557623,1.21503779
-4.64932466,5.20437484,0.06677928,0.27101834,0.74244242,0.61903525,0.17547127,3.11721950,2.12912738,1.21293692
-4.64332166,5.17041553,0.06737122,0.27029515,0.74437157,0.61192631,0.17335521,3.10817118,2.11273001,1.21126042
