energy_ev,total_up,Au_p_up,Au_d_up,Co_p_up,Co_d_up,N_s_up,N_p_up,S_s_up,S_p_up
-5.65182591,1.44651605,0.19474490,0.79517882,0.29665720,0.22123727,0.00010452,0.11288967,0.00250277,0.32432450
-5.64582291,1.43475481,0.19021353,0.78274040,0.29533299,0.22542723,0.00010907,0.11148935,0.00224127,0.32610772
-5.63981991,1.42248118,0.18563625,0.77053873,0.29377869,0.22909819,0.00011344,0.11000821,0.00199638,0.32755755
-5.63381691,1.40940241,0.18101640,0.75844478,0.29193370,0.23216151,0.00011755,0.10843610,0.00176926,0.32856783
-5.62781391,1.39519364,0.17635423,0.74628956,0.28973777,0.23453752,0.00012129,0.10676255,0.00156056,0.32903765
-5.62181091,1.37951924,0.17164813,0.73387652,0.28713434,0.23615915,0.00012457,0.10497800,0.00137047,0.32887644
-5.61580790,1.36205595,0.16689621,0.72099540,0.28407411,0.23697547,0.00012729,0.10307501,0.00119879,0.32800912
-5.60980490,1.34251653,0.16209794,0.70743698,0.28051883,0.23695493,0.00012937,0.10104954,0.00104497,0.32638112
-5.60380190,1.32067263,0.15725591,0.69300781,0.27644489,0.23608804,0.00013075,0.09890218,0.00090819,0.32396296
-5.59779890,1.29637551,0.15237750,0.67754399,0.27184670,0.23438953,0.00013137,0.09663912,0.00078741,0.32075407
-5.59179590,1.26957346,0.14747633,0.66092342,0.26673944,0.23189960,0.00013119,0.09427304,0.00068144,0.31678572
-5.58579290,1.24032481,0.14257344,0.64307571,0.26116104,0.22868441,0.00013020,0.09182365,0.00058901,0.31212274
-5.57978989,1.20880573,0.13769804,0.62398929,0.25517331,0.22483549,0.00012840,0.08931789,0.00050879,0.30686389
-5.57378689,1.17531230,0.13288781,0.60371543,0.24886188,0.22046823,0.00012581,0.08678976,0.00043946,0.30114079
-5.56778389,1.14025647,0.12818865,0.58236885,0.24233505,0.21571930,0.00012246,0.08427984,0.00037974,0.29511534
-5.56178089,1.10415616,0.12365380,0.56012508,0.23572145,0.21074314,0.00011842,0.08183428,0.00032842,0.28897555
-5.55577789,1.06761963,0.11934256,0.53721472,0.22916650,0.20570756,0.00011376,0.07950357,0.00028438,0.28293008
-5.54977489,1.03132496,0.11531834,0.51391493,0.22282791,0.20078858,0.00010855,0.07734088,0.00024660,0.27720147
-5.54377189,0.99599553,0.11164640,0.49053866,0.21687022,0.19616473,0.00010291,0.07540018,0.00021416,0.27201829
-5.53776888,0.96237246,0.10839117,0.46742224,0.21145872,0.19201091,0.00009694,0.07373416,0.00018627,0.26760664
-5.53176588,0.93118544,0.10561337,0.44491201,0.20675291,0.18849214,0.00009074,0.07239201,0.00016223,0.26418120
-5.52576288,0.90312321,0.10336709,0.42335059,0.20289987,0.18575739,0.00008445,0.07141725,0.00014146,0.26193618
-5.51975988,0.87880511,0.10169690,0.40306364,0.20002773,0.18393371,0.00007817,0.07084557,0.00012347,0.26103666
-5.51375688,0.85875494,0.10063519,0.38434756,0.19823968,0.18312097,0.00007203,0.07070292,0.00010785,0.26161065
-5.50775388,0.84337847,0.10019988,0.36745893,0.19760871,0.18338738,0.00006614,0.07100384,0.00009429,0.26374216
-5.50175088,0.83294557,0.10039260,0.35260600,0.19817326,0.18476607,0.00006063,0.07175023,0.00008252,0.26746577
-5.49574787,0.82757790,0.10119750,0.33994265,0.19993433,0.18725282,0.00005560,0.07293046,0.00007234,0.27276287
-5.48974487,0.82724274,0.10258072,0.32956508,0.20285374,0.19080514,0.00005118,0.07451912,0.00006359,0.27955980
-5.48374187,0.83175332,0.10449064,0.32151136,0.20685417,0.19534277,0.00004747,0.07647716,0.00005618,0.28772817
-5.47773887,0.84077577,0.10685884,0.31576368,0.21182060,0.20074959,0.00004459,0.07875276,0.00005001,0.29708726
-5.47173587,0.85384240,0.10960188,0.31225329,0.21760344,0.20687704,0.00004267,0.08128259,0.00004505,0.30740857
-5.46573287,0.87037093,0.11262369,0.31086785,0.22402305,0.21354874,0.00004184,0.08399365,0.00004128,0.31842246
-5.45972986,0.88968880,0.11581868,0.31146060,0.23087572,0.22056640,0.00004222,0.08680563,0.00003870,0.32982655
-5.45372686,0.91106153,0.11907526,0.31386117,0.23794064,0.22771666,0.00004396,0.08963349,0.00003734,0.34129564
-5.44772386,0.93372417,0.12227979,0.31788730,0.24498784,0.23477868,0.00004723,0.09239046,0.00003725,0.35249287
-5.44172086,0.95691414,0.12532067,0.32335692,0.25178657,0.24153215,0.00005218,0.09499110,0.00003849,0.36308156
-5.43571786,0.97990432,0.12809250,0.33010001,0.25811404,0.24776542,0.00005900,0.09735443,0.00004115,0.37273731
-5.42971486,1.00203471,0.13050010,0.33796963,0.26376383,0.25328347,0.00006788,0.09940696,0.00004532,0.38115994
-5.42371186,1.02274138,0.13246213,0.34685151,0.26855391,0.25791524,0.00007901,0.10108546,0.00005112,0.38808462
-5.41770885,1.04158119,0.13391428,0.35667178,0.27233383,0.26152019,0.00009259,0.10233938,0.00005868,0.39329188
-5.41170585,1.05825130,0.13481185,0.36740222,0.27499071,0.26399372,0.00010883,0.10313287,0.00006813,0.39661594
-5.40570285,1.07260232,0.13513149,0.37906284,0.27645380,0.26527116,0.00012792,0.10344615,0.00007962,0.39795114
-5.39969985,1.08464461,0.13487224,0.39172156,0.27669759,0.26533029,0.00015002,0.10327632,0.00009330,0.39725609
-5.39369685,1.09454723,0.13405555,0.40549082,0.27574303,0.26419219,0.00017529,0.10263758,0.00010931,0.39455538
-5.38769385,1.10262961,0.13272458,0.42052120,0.27365708,0.26192042,0.00020384,0.10156064,0.00012779,0.38993893
-5.38169085,1.10934620,0.13094254,0.43699234,0.27055052,0.25861854,0.00023573,0.10009170,0.00014886,0.38355881
-5.37568784,1.11526480,0.12879033,0.45510144,0.26657406,0.25442621,0.00027097,0.09829065,0.00017262,0.37562388
-5.36968484,1.12103951,0.12636346,0.47504977,0.26191309,0.24951384,0.00030951,0.09622893,0.00019916,0.36639238
-5.36368184,1.12737947,0.12376849,0.49702800,0.25678115,0.24407625,0.00035120,0.09398687,0.00022852,0.35616287
-5.35767884,1.13501498,0.12111910,0.52120078,0.25141241,0.23832550,0.00039584,0.09165080,0.00026070,0.34526389
-5.35167584,1.14466227,0.11853184,0.54769153,0.24605361,0.23248317,0.00044312,0.08930996,0.00029569,0.33404274
-5.34567284,1.15698884,0.11612200,0.57656817,0.24095562,0.22677255,0.00049263,0.08705340,0.00033341,0.32285396
-5.33966983,1.17258062,0.11399941,0.60783048,0.23636502,0.22141088,0.00054389,0.08496690,0.00037373,0.31204770
-5.33366683,1.19191272,0.11226467,0.64139991,0.23251603,0.21660212,0.00059632,0.08313015,0.00041652,0.30195873
-5.32766383,1.21532484,0.11100569,0.67711245,0.22962300,0.21253030,0.00064927,0.08161416,0.00046156,0.29289617
-5.32166083,1.24300246,0.11029477,0.71471498,0.22787373,0.20935387,0.00070202,0.08047912,0.00050865,0.28513443
-5.31565783,1.27496463,0.11018627,0.75386549,0.22742387,0.20720109,0.00075379,0.07977262,0.00055753,0.27890548
-5.30965483,1.31105874,0.11071497,0.79413737,0.22839243,0.20616658,0.00080378,0.07952840,0.00060794,0.27439279
-5.30365183,1.35096234,0.11189505,0.83502760,0.23085853,0.20630917,0.00085115,0.07976561,0.00065963,0.27172687
-5.29764882,1.39419189,0.11371982,0.87596877,0.23485954,0.20765096,0.00089511,0.08048852,0.00071235,0.27098252
-5.29164582,1.44011790,0.11616210,0.91634432,0.24039037,0.21017755,0.00093486,0.08168678,0.00076591,0.27217784
-5.28564282,1.48798554,0.11917518,0.95550654,0.24740407,0.21383941,0.00096968,0.08333604,0.00082012,0.27527472
-5.27963982,1.53693981,0.12269441,0.99279643,0.25581356,0.21855427,0.00099891,0.08539904,0.00087489,0.28018099
-5.27363682,1.58605408,0.12663917,1.02756476,0.26549438,0.22421027,0.00102202,0.08782698,0.00093018,0.28675380
-5.26763382,1.63436054,0.13091540,1.05919311,0.27628832,0.23066988,0.00103856,0.09056120,0.00098603,0.29480423
-5.26163082,1.68088148,0.13541826,1.08711427,0.28800785,0.23777428,0.00104822,0.09353504,0.00104256,0.30410300
-5.25562781,1.72465985,0.14003514,1.11083080,0.30044114,0.24534812,0.00105084,0.09667584,0.00109998,0.31438689
-5.24962481,1.76478798,0.14464873,1.12993102,0.31335746,0.25320450,0.00104640,0.09990698,0.00115856,0.32536591
-5.24362181,1.80043350,0.14914017,1.14410182,0.32651293,0.26114996,0.00103502,0.10314997,0.00121865,0.33673097
-5.23761881,1.83086129,0.15339214,1.15313750,0.33965641,0.26898939,0.00101694,0.10632646,0.00128065,0.34816180
-5.23161581,1.85545113,0.15729180,1.15694455,0.35253532,0.27653076,0.00099258,0.10936013,0.00134495,0.35933505
-5.22561281,1.87371030,0.16073358,1.15554197,0.36490136,0.28358953,0.00096241,0.11217845,0.00141198,0.36993227
-5.21960980,1.88528124,0.16362168,1.14905736,0.37651590,0.28999271,0.00092705,0.11471426,0.00148209,0.37964778
-5.21360680,1.88994404,0.16587227,1.13771908,0.38715496,0.29558234,0.00088717,0.11690713,0.00155560,0.38819598
-5.20760380,1.88761425,0.16741532,1.12184477,0.39661375,0.30021863,0.00084351,0.11870446,0.00163270,0.39531822
-5.20160080,1.87833646,0.16819602,1.10182706,0.40471050,0.30378239,0.00079684,0.12006237,0.00171342,0.40078885
-5.19559780,1.86227411,0.16817581,1.07811719,0.41128966,0.30617696,0.00074793,0.12094628,0.00179766,0.40442033
-5.18959480,1.83969646,0.16733291,1.05120733,0.41622435,0.30732952,0.00069756,0.12133133,0.00188509,0.40606733
-5.18359180,1.81096358,0.16566245,1.02161253,0.41941808,0.30719179,0.00064648,0.12120238,0.00197516,0.40562963
-5.17758879,1.77651000,0.16317614,0.98985328,0.42080558,0.30574017,0.00059538,0.12055400,0.00206711,0.40305377
-5.17158579,1.73682809,0.15990147,0.95643927,0.42035301,0.30297534,0.00054491,0.11938999,0.00215993,0.39833340
-5.16558279,1.69245191,0.15588064,0.92185537,0.41805735,0.29892125,0.00049563,0.11772293,0.00225241,0.39150831
-5.15957979,1.64394214,0.15116902,0.88655008,0.41394519,0.29362385,0.00044805,0.11557341,0.00234315,0.38266216
-5.15357679,1.59187282,0.14583341,0.85092721,0.40807090,0.28714920,0.00040258,0.11296922,0.00243056,0.37191913
-5.14757379,1.53682028,0.13995006,0.81534076,0.40051437,0.27958144,0.00035955,0.10994437,0.00251296,0.35943946
-5.14157079,1.47935454,0.13360251,0.78009315,0.39137838,0.27102048,0.00031921,0.10653813,0.00258860,0.34541418
-5.13556778,1.42003345,0.12687945,0.74543672,0.38078573,0.26157953,0.00028175,0.10279399,0.00265575,0.33005922
-5.12956478,1.35939940,0.11987247,0.71157820,0.36887624,0.25138262,0.00024726,0.09875863,0.00271273,0.31360912
-5.12356178,1.29797854,0.11267404,0.67868556,0.35580372,0.24056214,0.00021580,0.09448099,0.00275800,0.29631059
-5.11755878,1.23628236,0.10537551,0.64689703,0.34173311,0.22925654,0.00018734,0.09001135,0.00279022,0.27841623
-5.11155578,1.17481102,0.09806543,0.61633131,0.32683765,0.21760819,0.00016182,0.08540052,0.00280833,0.26017858
-5.10555278,1.11405820,0.09082813,0.58709868,0.31129646,0.20576154,0.00013917,0.08069921,0.00281160,0.24184470
-5.09954977,1.05451696,0.08374253,0.55931205,0.29529228,0.19386151,0.00011924,0.07595743,0.00279964,0.22365154
-5.09354677,0.99668605,0.07688140,0.53309760,0.27900958,0.18205231,0.00010192,0.07122405,0.00277252,0.20582220
-5.08754377,0.94107620,0.07031087,0.50860435,0.26263304,0.17047652,0.00008704,0.06654659,0.00273069,0.18856307
-5.08154077,0.88821602,0.06409028,0.48601217,0.24634627,0.15927450,0.00007445,0.06197095,0.00267508,0.17206203
-5.07553777,0.83865695,0.05827237,0.46553794,0.23033088,0.14858416,0.00006401,0.05754146,0.00260705,0.15648760
-5.06953477,0.79297698,0.05290371,0.44743955,0.21476580,0.13854093,0.00005558,0.05330086,0.00252840,0.14198896
-5.06353177,0.75178290,0.04802534,0.43201763,0.19982680,0.12927792,0.00004902,0.04929047,0.00244130,0.12869680
-5.05752876,0.71571064,0.04367359,0.41961485,0.18568614,0.12092624,0.00004424,0.04555038,0.00234832,0.11672481
-5.05152576,0.68542367,0.03988101,0.41061299,0.17251235,0.11361531,0.00004113,0.04211969,0.00225232,0.10617159
-5.04552276,0.66160924,0.03667723,0.40542757,0.16046997,0.10747316,0.00003963,0.03903672,0.00215644,0.09712290
-5.03951976,0.64497239,0.03408994,0.40450058,0.14971925,0.10262654,0.00003967,0.03633924,0.00206405,0.08965398
-5.03351676,0.63622759,0.03214563,0.40829105,0.14041570,0.09920079,0.00004123,0.03406467,0.00197864,0.08383170
-5.02751376,0.63608803,0.03087019,0.41726409,0.13270942,0.09731938,0.00004427,0.03225010,0.00190382,0.07971647
-5.02151076,0.64525254,0.03028932,0.43187824,0.12674415,0.09710302,0.00004880,0.03093234,0.00184322,0.07736366
-5.01550775,0.66439017,0.03042864,0.45257164,0.12265597,0.09866824,0.00005482,0.03014771,0.00180047,0.07682439
-5.00950475,0.69412255,0.03131346,0.47974718,0.12057153,0.10212548,0.00006232,0.02993176,0.00177910,0.07814565
-5.00350175,0.73500417,0.03296830,0.51375683,0.12060593,0.10757654,0.00007132,0.03031872,0.00178249,0.08136961
-4.99749875,0.78750090,0.03541599,0.55488555,0.12286005,0.11511149,0.00008182,0.03134085,0.00181382,0.08653215
-4.99149575,0.85196704,0.03867648,0.60333511,0.12741747,0.12480506,0.00009380,0.03302755,0.00187603,0.09366060
-4.98549275,0.92862156,0.04276540,0.65920816,0.13434097,0.13671247,0.00010725,0.03540421,0.00197169,0.10277081
-4.97948974,1.01752398,0.04769230,0.72249297,0.14366869,0.15086507,0.00012211,0.03849102,0.00210299,0.11386364
-4.97348674,1.11855092,0.05345874,0.79304945,0.15541010,0.16726561,0.00013832,0.04230148,0.00227166,0.12692098
-4.96748374,1.23137413,0.06005636,0.87059696,0.16954193,0.18588367,0.00015578,0.04684097,0.00247889,0.14190165
-4.96148074,1.35544111,0.06746479,0.95470440,0.18600417,0.20665122,0.00017436,0.05210510,0.00272524,0.15873728
-4.95547774,1.48995951,0.07564990,1.04478338,0.20469657,0.22945873,0.00019389,0.05807825,0.00301062,0.17732848
-4.94947474,1.63388648,0.08456205,1.14008505,0.22547565,0.25415198,0.00021417,0.06473211,0.00333418,0.19754159
-4.94347174,1.78592420,0.09413492,1.23970102,0.24815262,0.28052997,0.00023497,0.07202451,0.00369428,0.21920627
-4.93746873,1.94452271,0.10428466,1.34256920,0.27249254,0.30834408,0.00025605,0.07989845,0.00408844,0.24211418
-4.93146573,2.10789081,0.11490965,1.44748462,0.29821471,0.33729873,0.00027710,0.08828162,0.00451330,0.26601898
-4.92546273,2.27401599,0.12589103,1.55311571,0.32499472,0.36705383,0.00029784,0.09708634,0.00496466,0.29063781
-4.91945973,2.44069351,0.13709381,1.65802601,0.35246826,0.39722894,0.00031795,0.10621008,0.00543745,0.31565441
-4.91345673,2.60556467,0.14836889,1.76070106,0.38023662,0.42740941,0.00033713,0.11553656,0.00592583,0.34072393
-4.90745373,2.76616391,0.15955570,1.85958014,0.40787408,0.45715423,0.00035507,0.12493749,0.00642325,0.36547932
-4.90145073,2.91997369,0.17048573,1.95309209,0.43493692,0.48600570,0.00037150,0.13427499,0.00692255,0.38953923
-4.89544772,3.06448583,0.18098653,2.03969431,0.46097393,0.51350043,0.00038618,0.14340453,0.00741618,0.41251729
-4.88944472,3.19726758,0.19088637,2.11791368,0.48553814,0.53918156,0.00039889,0.15217844,0.00789628,0.43403234
-4.88344172,3.31603002,0.20001918,2.18638814,0.50819929,0.56261163,0.00040951,0.16044988,0.00835500,0.45371934
-4.87743872,3.41869662,0.20822970,2.24390741,0.52855675,0.58338578,0.00041794,0.16807706,0.00878461,0.47124056
-4.87143572,3.50346901,0.21537861,2.28945119,0.54625223,0.60114465,0.00042419,0.17492762,0.00917783,0.48629650
-4.86543272,3.56888749,0.22134740,2.32222337,0.56098182,0.61558647,0.00042831,0.18088295,0.00952803,0.49863621
-4.85942971,3.61388346,0.22604279,2.34168075,0.57250684,0.62647789,0.00043047,0.18584233,0.00982944,0.50806637
-4.85342671,3.63782146,0.22940045,2.34755495,0.58066294,0.63366290,0.00043091,0.18972660,0.01007744,0.51445893
-4.84742371,3.64052872,0.23138791,2.33986638,0.58536706,0.63706958,0.00042994,0.19248125,0.01026864,0.51775666
-4.84142071,3.62231056,0.23200637,2.31892956,0.58662175,0.63671420,0.00042798,0.19407880,0.01040111,0.51797648
-4.83541771,3.58395062,0.23129143,2.28534928,0.58451676,0.63270243,0.00042548,0.19452021,0.01047447,0.51521042
-4.82941471,3.52669549,0.22931263,2.24000750,0.57922757,0.62522762,0.00042300,0.19383537,0.01048989,0.50962382
-4.82341171,3.45222384,0.22617173,2.18404138,0.57101092,0.61456608,0.00042113,0.19208251,0.01045014,0.50145109
-4.81740870,3.36260112,0.22199985,2.11881298,0.56019748,0.60106944,0.00042049,0.18934663,0.01035949,0.49098898
-4.81140570,3.26022102,0.21695345,2.04587177,0.54718171,0.58515443,0.00042174,0.18573685,0.01022357,0.47858757
-4.80540270,3.14773599,0.21120950,1.96691109,0.53240956,0.56729039,0.00042553,0.18138288,0.01004923,0.46463934
-4.79939970,3.02797907,0.20495970,1.88372026,0.51636413,0.54798497,0.00043251,0.17643075,0.00984428,0.44956681
-4.79339670,2.90388005,0.19840430,1.79813390,0.49955015,0.52776853,0.00044329,0.17103786,0.00961723,0.43380896
-4.78739370,2.77837879,0.19174551,1.71198034,0.48247753,0.50717788,0.00045842,0.16536762,0.00937697,0.41780730
-4.78139070,2.65433908,0.18518090,1.62703085,0.46564499,0.48673989,0.00047838,0.15958392,0.00913248,0.40199171
-4.77538769,2.53446588,0.17889695,1.54495148,0.44952401,0.46695561,0.00050358,0.15384559,0.00889251,0.38676699
-4.76938469,2.42122901,0.17306310,1.46725913,0.43454406,0.44828550,0.00053430,0.14830106,0.00866523,0.37250022
-4.76338169,2.31679594,0.16782634,1.39528326,0.42107937,0.43113630,0.00057070,0.14308354,0.00845798,0.35950974
-4.75737869,2.22297583,0.16330684,1.33013446,0.40943794,0.41584990,0.00061281,0.13830677,0.00827698,0.34805589
-4.75137569,2.14117675,0.15959443,1.27268078,0.39985311,0.40269477,0.00066054,0.13406159,0.00812714,0.33833398
-4.74537269,2.07237736,0.15674637,1.22353254,0.39247799,0.39186011,0.00071362,0.13041342,0.00801188,0.33046964
-4.73936968,2.01711376,0.15478626,1.18303594,0.38738291,0.38345288,0.00077169,0.12740075,0.00793304,0.32451670
-4.73336668,1.97548184,0.15370426,1.15127534,0.38455602,0.37749786,0.00083422,0.12503466,0.00789086,0.32045776
-4.72736368,1.94715459,0.15345848,1.12808429,0.38390693,0.37394063,0.00090056,0.12329942,0.00788397,0.31820717
-4.72136068,1.93141370,0.15397764,1.11306429,0.38527326,0.37265338,0.00096998,0.12215403,0.00790949,0.31761647
-4.71535768,1.92719376,0.15516468,1.10561088,0.38842970,0.37344316,0.00104165,0.12153473,0.00796319,0.31848197
-4.70935468,1.93313754,0.15690131,1.10494568,0.39309931,0.37606235,0.00111469,0.12135830,0.00803970,0.32055412
-4.70335168,1.94765971,0.15905326,1.11015324,0.39896655,0.38022086,0.00118819,0.12152596,0.00813273,0.32354834
-4.69734867,1.96901684,0.16147604,1.12022130,0.40569142,0.38559952,0.00126125,0.12192783,0.00823535,0.32715681
-4.69134567,1.99538053,0.16402092,1.13408277,0.41292419,0.39186424,0.00133301,0.12244758,0.00834029,0.33106083
-4.68534267,2.02491114,0.16654088,1.15065795,0.42032010,0.39868017,0.00140266,0.12296724,0.00844024,0.33494315
-4.67933967,2.05582893,0.16889644,1.16889540,0.42755336,0.40572548,0.00146950,0.12337189,0.00852815,0.33849986
-4.67333667,2.08648012,0.17096083,1.18780979,0.43432999,0.41270417,0.00153293,0.12355402,0.00859751,0.34145136
-4.66733367,2.11539517,0.17262470,1.20651546,0.44039887,0.41935726,0.00159251,0.12341749,0.00864258,0.34355197
-4.66133067,2.14133727,0.17379979,1.22425437,0.44556067,0.42547219,0.00164792,0.12288082,0.00865863,0.34459788
-4.65532766,2.16333927,0.17442171,1.24041760,0.44967431,0.43088991,0.00169901,0.12187987,0.00864207,0.34443306
-4.64932466,2.18072792,0.17445166,1.25455954,0.45266073,0.43550949,0.00174576,0.12036958,0.00859058,0.34295311
-4.64332166,2.19313486,0.17387699,1.26640464,0.45450401,0.43929017,0.00178829,0.11832504,0.00850319,0.34010680
