energy_ev,total_up,C_s_up,C_p_up,Li_s_up,Pt_p_up,Pt_d_up,Se_s_up,Se_p_up
-5.82591296,12.19090217,0.02135998,0.90113529,0.37464270,4.30433290,7.46423361,0.07228566,3.42416614
-5.81990995,12.20610820,0.02284370,0.87854520,0.37631055,4.29690584,7.49884450,0.07431370,3.42885776
-5.81390695,12.19387548,0.02436204,0.85322642,0.37633870,4.27339817,7.51772448,0.07649941,3.42811866
-5.80790395,12.15724152,0.02590715,0.82566192,0.37479741,4.23459371,7.52267681,0.07889053,3.42275172
-5.80190095,12.09963282,0.02747114,0.79636626,0.37178717,4.18152664,7.51574115,0.08153273,3.41361757
-5.79589795,12.02476269,0.02904610,0.76587103,0.36743568,4.11544987,7.49913394,0.08446721,3.40160958
-5.78989495,11.93652173,0.03062407,0.73470997,0.36189370,4.03779753,7.47518453,0.08772842,3.38762778
-5.78389195,11.83886460,0.03219703,0.70340427,0.35533024,3.95014267,7.44626948,0.09134177,3.37255298
-5.77788894,11.73569712,0.03375678,0.67244862,0.34792701,3.85415171,7.41474710,0.09532162,3.35722147
-5.77188594,11.63076756,0.03529481,0.64229834,0.33987247,3.75153719,7.38289432,0.09966944,3.34240154
-5.76588294,11.52756566,0.03680218,0.61335818,0.33135565,3.64401067,7.35284812,0.10437255,3.32877236
-5.75987994,11.42923265,0.03826933,0.58597294,0.32255997,3.53323719,7.32655284,0.10940312,3.31690597
-5.75387694,11.33848505,0.03968602,0.56042035,0.31365738,3.42079310,7.30571504,0.11471788,3.30725300
-5.74787394,11.25755423,0.04104115,0.53690623,0.30480296,3.30812854,7.29176686,0.12025834,3.30013246
-5.74187094,11.18814332,0.04232274,0.51556221,0.29613034,3.19653587,7.28583852,0.12595162,3.29572600
-5.73586793,11.13140225,0.04351795,0.49644581,0.28774796,3.08712492,7.28874031,0.13171195,3.29407663
-5.72986493,11.08792076,0.04461315,0.47954297,0.27973647,2.98080576,7.30095395,0.13744266,3.29509194
-5.72386193,11.05773902,0.04559408,0.46477278,0.27214729,2.87827936,7.32263308,0.14303875,3.29855162
-5.71785893,11.04037436,0.04644616,0.45199412,0.26500246,2.78003607,7.35361195,0.14838988,3.30411877
-5.71185593,11.03486244,0.04715476,0.44101408,0.25829565,2.68636155,7.39342173,0.15338365,3.31135466
-5.70585293,11.03981055,0.04770565,0.43159757,0.25199438,2.59734977,7.44131306,0.15790911,3.31973618
-5.69984992,11.05346032,0.04808549,0.42347792,0.24604327,2.51292189,7.49628375,0.16186031,3.32867532
-5.69384692,11.07375722,0.04828232,0.41636794,0.24036820,2.43285021,7.55711038,0.16513974,3.33753985
-5.68784392,11.09842383,0.04828606,0.40997113,0.23488107,2.35678582,7.62238253,0.16766160,3.34567446
-5.68184092,11.12503404,0.04808909,0.40399244,0.22948505,2.28428862,7.69053836,0.16935459,3.35242152
-5.67583792,11.15108570,0.04768666,0.39814844,0.22407999,2.21485843,7.75990057,0.17016433,3.35714070
-5.66983492,11.17406928,0.04707733,0.39217643,0.21856773,2.14796579,7.82871178,0.17005512,3.35922696
-5.66383192,11.19153062,0.04626327,0.38584216,0.21285713,2.08308122,7.89516860,0.16901103,3.35812614
-5.65782891,11.20112655,0.04525052,0.37894607,0.20686852,2.01970198,7.95745392,0.16703640,3.35334795
-5.65182591,11.20067218,0.04404902,0.37132785,0.20053744,1.95737522,8.01376711,0.16415550,3.34447604
-5.64582291,11.18817977,0.04267260,0.36286926,0.19381751,1.89571702,8.06235208,0.16041162,3.33117507
-5.63981991,11.16188907,0.04113884,0.35349517,0.18668235,1.83442675,8.10152335,0.15586556,3.31319484
-5.63381691,11.12028982,0.03946878,0.34317307,0.17912647,1.77329655,8.12969023,0.15059349,3.29037172
-5.62781391,11.06213726,0.03768652,0.33191096,0.17116523,1.71221608,8.14537962,0.14468449,3.26262768
-5.62181091,10.98646181,0.03581878,0.31975406,0.16283381,1.65117253,8.14725763,0.13823777,3.22996732
-5.61580790,10.89257412,0.03389438,0.30678042,0.15418546,1.59024658,8.13415039,0.13135970,3.19247337
-5.60980490,10.78006680,0.03194364,0.29309585,0.14528895,1.52960472,8.10506424,0.12416085,3.15030112
-5.60380190,10.64881380,0.02999783,0.27882826,0.13622564,1.46948858,8.05920514,0.11675306,3.10367233
-5.59779890,10.49896839,0.02808859,0.26412188,0.12708609,1.41020222,7.99599743,0.10924676,3.05286881
-5.59179590,10.33096025,0.02624742,0.24913152,0.11796661,1.35209795,7.91510120,0.10174859,2.99822627
-5.58579290,10.14549171,0.02450516,0.23401715,0.10896576,1.29556149,7.81642781,0.09435929,2.94012838
-5.57978989,9.94353315,0.02289156,0.21893885,0.10018102,1.24099727,7.70015274,0.08717214,2.87900140
-5.57378689,9.72631674,0.02143497,0.20405249,0.09170580,1.18881427,7.56672467,0.08027169,2.81530919
-5.56778389,9.49532799,0.02016194,0.18950611,0.08362679,1.13941305,7.41686994,0.07373298,2.74954861
-5.56178089,9.25229386,0.01909706,0.17543695,0.07602183,1.09317437,7.25159128,0.06762111,2.68224510
-5.55577789,8.99916659,0.01826267,0.16196935,0.06895823,1.05044945,7.07215997,0.06199121,2.61394820
-5.54977489,8.73810227,0.01767877,0.14921331,0.06249164,1.01155217,6.88010078,0.05688860,2.54522672
-5.54377189,8.47143324,0.01736281,0.13726369,0.05666542,0.97675316,6.67716932,0.05234931,2.47666336
-5.53776888,8.20163423,0.01732958,0.12619996,0.05151044,0.94627569,6.46532187,0.04840055,2.40884858
-5.53176588,7.93128195,0.01759103,0.11608642,0.04704528,0.92029315,6.24667797,0.04506150,2.34237342
-5.52576288,7.66300876,0.01815619,0.10697274,0.04327681,0.89892804,6.02347691,0.04234388,2.27782145
-5.51975988,7.39945142,0.01903091,0.09889472,0.04020097,0.88225210,5.79802902,0.04025269,2.21575975
-5.51375688,7.14319623,0.02021778,0.09187518,0.03780378,0.87028752,5.57266368,0.03878679,2.15672915
-5.50775388,6.89672261,0.02171590,0.08592501,0.03606247,0.86300883,5.34967573,0.03793939,2.10123401
-5.50175088,6.66234702,0.02352077,0.08104407,0.03494665,0.86034545,5.13127241,0.03769850,2.04973189
-5.49574787,6.44216978,0.02562412,0.07722220,0.03441954,0.86218472,4.91952293,0.03804729,2.00262371
-5.48974487,6.23802702,0.02801388,0.07444007,0.03443912,0.86837534,4.71631261,0.03896437,1.96024472
-5.48374187,6.05144992,0.03067419,0.07267009,0.03495927,0.87873109,4.52330348,0.04042405,1.92285690
-5.47773887,5.88363334,0.03358541,0.07187711,0.03593081,0.89303493,4.34190280,0.04239665,1.89064339
-5.47173587,5.73541521,0.03672442,0.07201931,0.03730246,0.91104339,4.17324059,0.04484880,1.86370511
-5.46573287,5.60726767,0.04006486,0.07304886,0.03902177,0.93249129,4.01815688,0.04774386,1.84206012
-5.45972986,5.49930042,0.04357757,0.07491276,0.04103580,0.95709673,3.87719867,0.05104242,1.82564581
-5.45372686,5.41127584,0.04723115,0.07755365,0.04329192,0.98456627,3.75062642,0.05470293,1.81432392
-5.44772386,5.34263513,0.05099261,0.08091065,0.04573837,1.01460032,3.63842908,0.05868249,1.80788818
-5.44172086,5.29253372,0.05482804,0.08492023,0.04832478,1.04689843,3.54034660,0.06293770,1.80607440
-5.43571786,5.25988412,0.05870345,0.08951719,0.05100269,1.08116436,3.45589822,0.06742567,1.80857224
-5.42971486,5.24340358,0.06258551,0.09463549,0.05372587,1.11711069,3.38441485,0.07210495,1.81503823
-5.42371186,5.24166408,0.06644230,0.10020917,0.05645065,1.15446268,3.32507374,0.07693663,1.82510915
-5.41770885,5.25314168,0.07024404,0.10617319,0.05913622,1.19296112,3.27693350,0.08188523,1.83841499
-5.41170585,5.27626281,0.07396363,0.11246405,0.06174475,1.23236385,3.23896777,0.08691950,1.85459058
-5.40570285,5.30944500,0.07757712,0.11902038,0.06424160,1.27244585,3.21009615,0.09201305,1.87328532
-5.39969985,5.35113014,0.08106394,0.12578328,0.06659533,1.31299762,3.18921106,0.09714469,1.89417007
-5.39369685,5.39980887,0.08440702,0.13269643,0.06877777,1.35382195,3.17519980,0.10229846,1.91694094
-5.38769385,5.45403545,0.08759262,0.13970603,0.07076404,1.39472903,3.16696148,0.10746334,1.94131952
-5.38169085,5.51243291,0.09061006,0.14676049,0.07253249,1.43553021,3.16341854,0.11263257,1.96704968
-5.37568784,5.57368923,0.09345125,0.15380988,0.07406466,1.47603065,3.16352350,0.11780269,1.99389093
-5.36968484,5.63654583,0.09611001,0.16080533,0.07534520,1.51602131,3.16626145,0.12297226,2.02160903
-5.36368184,5.69978009,0.09858144,0.16769819,0.07636187,1.55527098,3.17064930,0.12814023,2.04996445
-5.35767884,5.76218432,0.10086109,0.17443927,0.07710536,1.59351870,3.17573286,0.13330433,2.07869952
-5.35167584,5.82254361,0.10294423,0.18097804,0.07756934,1.63046743,3.18058302,0.13845925,2.10752541
-5.34567284,5.87961507,0.10482517,0.18726197,0.07775032,1.66577946,3.18429214,0.14359486,2.13611002
-5.33966983,5.93211114,0.10649666,0.19323606,0.07764763,1.69907421,3.18597186,0.14869470,2.16406777
-5.33366683,5.97868899,0.10794948,0.19884261,0.07726333,1.72992878,3.18475309,0.15373461,2.19095246
-5.32766383,6.01794787,0.10917221,0.20402133,0.07660219,1.75788159,3.17978900,0.15868176,2.21625390
-5.32166083,6.04843552,0.11015123,0.20870976,0.07567155,1.78243924,3.17026123,0.16349420,2.23939909
-5.31565783,6.06866425,0.11087094,0.21284405,0.07448127,1.80308655,3.15538950,0.16812082,2.25975812
-5.30965483,6.07713644,0.11131420,0.21636015,0.07304358,1.81929940,3.13444426,0.17250198,2.27665506
-5.30365183,6.07237863,0.11146296,0.21919519,0.07137291,1.83056001,3.10676200,0.17657053,2.28938333
-5.29764882,6.05298265,0.11129909,0.22128926,0.06948576,1.83637399,3.07176214,0.18025356,2.29722525
-5.29164582,6.01765187,0.11080533,0.22258726,0.06740039,1.83628840,3.02896493,0.18347447,2.29947463
-5.28564282,5.96524994,0.10996625,0.22304094,0.06513663,1.82990986,2.97800893,0.18615545,2.29546161
-5.27963982,5.89484957,0.10876930,0.22261081,0.06271557,1.81692201,2.91866714,0.18822028,2.28457831
-5.27363682,5.80577839,0.10720577,0.22126807,0.06015929,1.79710120,2.85086078,0.18959723,2.26630409
-5.26763382,5.69765946,0.10527163,0.21899621,0.05749049,1.77032973,2.77466960,0.19022197,2.24022905
-5.26163082,5.57044395,0.10296831,0.21579235,0.05473218,1.73660593,2.69033818,0.19004032,2.20607460
-5.25562781,5.42443406,0.10030313,0.21166825,0.05190740,1.69605044,2.59827759,0.18901074,2.16370990
-5.24962481,5.26029493,0.09728964,0.20665072,0.04903886,1.64890845,2.49906221,0.18710642,2.11316334
-5.24362181,5.07905453,0.09394768,0.20078169,0.04614867,1.59554765,2.39342176,0.18431684,2.05462856
-5.23761881,4.88209164,0.09030312,0.19411771,0.04325808,1.53645198,2.28222887,0.18064874,1.98846441
-5.23161581,4.67111222,0.08638750,0.18672896,0.04038722,1.47221146,2.16648274,0.17612649,1.91518911
-5.22561281,4.44811538,0.08223731,0.17869783,0.03755494,1.40350858,2.04728963,0.17079174,1.83546870
-5.21960980,4.21535052,0.07789314,0.17011712,0.03477857,1.33110172,1.92584121,0.16470254,1.75010043
-5.21360680,3.97526765,0.07339877,0.16108787,0.03207386,1.25580653,1.80339166,0.15793172,1.65999179
-5.20760380,3.73046317,0.06879998,0.15171699,0.02945485,1.17847592,1.68123467,0.15056491,1.56613620
-5.20160080,3.48362350,0.06414348,0.14211478,0.02693378,1.09997948,1.56068130,0.14269803,1.46958652
-5.19559780,3.23746890,0.05947570,0.13239236,0.02452108,1.02118331,1.44303952,0.13443455,1.37142731
-5.18959480,2.99469983,0.05484176,0.12265925,0.02222537,0.94293081,1.32959632,0.12588249,1.27274730
-5.18359180,2.75794758,0.05028439,0.11302099,0.02005343,0.86602524,1.22160270,0.11715148,1.17461291
-5.17758879,2.52973092,0.04584306,0.10357710,0.01801030,0.79121459,1.12026198,0.10834979,1.07804389
-5.17158579,2.31241976,0.04155323,0.09441927,0.01609927,0.71917904,1.02672131,0.09958160,0.98399193
-5.16558279,2.10820637,0.03744579,0.08562994,0.01432205,0.65052143,0.94206620,0.09094459,0.89332276
-5.15957979,1.91908441,0.03354664,0.07728118,0.01267878,0.58576073,0.86731754,0.08252780,0.80680230
-5.15357679,1.74683511,0.02987649,0.06943402,0.01116822,0.52532843,0.80343040,0.07441000,0.72508689
-5.14757379,1.59302002,0.02645084,0.06213809,0.00978782,0.46956785,0.75129372,0.06665854,0.64871771
-5.14157079,1.45897894,0.02328010,0.05543163,0.00853389,0.41873580,0.71172996,0.05932854,0.57811920
-5.13556778,1.34583170,0.02036988,0.04934181,0.00740176,0.37300646,0.68549357,0.05246271,0.51360100
-5.12956478,1.25448210,0.01772136,0.04388525,0.00638593,0.33247689,0.67326748,0.04609148,0.45536304
-5.12356178,1.18562259,0.01533183,0.03906877,0.00548021,0.29717373,0.67565656,0.04023354,0.40350319
-5.11755878,1.13973811,0.01319523,0.03489032,0.00467790,0.26706071,0.69317759,0.03489672,0.35802677
-5.11155578,1.11710787,0.01130280,0.03133989,0.00397197,0.24204640,0.72624522,0.03007912,0.31885739
-5.10555278,1.11780433,0.00964368,0.02840056,0.00335519,0.22199191,0.77515392,0.02577042,0.28584843
-5.09954977,1.14168876,0.00820553,0.02604947,0.00282029,0.20671822,0.84005621,0.02195330,0.25879468
-5.09354677,1.18840360,0.00697515,0.02425877,0.00236008,0.19601284,0.92093799,0.01860487,0.23744362
-5.08754377,1.25736196,0.00593904,0.02299645,0.00196759,0.18963572,1.01759185,0.01569817,0.22150599
-5.08154077,1.34773545,0.00508385,0.02222714,0.00163618,0.18732434,1.12959010,0.01320356,0.21066541
-5.07553777,1.45844163,0.00439683,0.02191282,0.00135966,0.18879793,1.25625896,0.01108992,0.20458690
-5.06953477,1.58813282,0.00386617,0.02201333,0.00113229,0.19376095,1.39665617,0.00932585,0.20292410
-5.06353177,1.73518846,0.00348125,0.02248698,0.00094893,0.20190608,1.54955385,0.00788064,0.20532544
-5.05752876,1.89771262,0.00323282,0.02329094,0.00080507,0.21291661,1.71342870,0.00672500,0.21143920
-5.05152576,2.07353908,0.00311308,0.02438168,0.00069683,0.22646874,1.88646154,0.00583172,0.22091760
-5.04552276,2.26024526,0.00311572,0.02571540,0.00062101,0.24223375,2.06654743,0.00517613,0.23342017
-5.03951976,2.45517646,0.00323586,0.02724840,0.00057512,0.25988030,2.25131782,0.00473633,0.24861648
-5.03351676,2.65548114,0.00346990,0.02893752,0.00055737,0.27907702,2.43817498,0.00449337,0.26618855
-5.02751376,2.85815723,0.00381537,0.03074061,0.00056665,0.29949534,2.62433870,0.00443125,0.28583286
-5.02151076,3.06010890,0.00427069,0.03261704,0.00060254,0.32081274,2.80690445,0.00453679,0.30726230
-5.01550775,3.25821245,0.00483490,0.03452820,0.00066530,0.34271641,2.98291142,0.00479952,0.33020794
-5.00950475,3.44938932,0.00550742,0.03643808,0.00075585,0.36490705,3.14941822,0.00521137,0.35442078
-5.00350175,3.63068348,0.00628768,0.03831384,0.00087570,0.38710296,3.30358347,0.00576643,0.37967344
-4.99749875,3.79934023,0.00717487,0.04012638,0.00102698,0.40904412,3.44274797,0.00646062,0.40576169
-4.99149575,3.95288293,0.00816764,0.04185089,0.00121235,0.43049617,3.56451502,0.00729138,0.43250580
-4.98549275,4.08918429,0.00926382,0.04346732,0.00143496,0.45125416,3.66682516,0.00825737,0.45975168
-4.97948974,4.20652863,0.01046022,0.04496084,0.00169840,0.47114579,3.74802182,0.00935815,0.48737167
-4.97348674,4.30366234,0.01175241,0.04632213,0.00200659,0.49003427,3.80690491,0.01059394,0.51526486
-4.96748374,4.37982970,0.01313461,0.04754765,0.00236374,0.50782049,3.84276939,0.01196535,0.54335708
-4.96148074,4.43479245,0.01459961,0.04863976,0.00277421,0.52444454,3.85542719,0.01347319,0.57160031
-4.95547774,4.46883192,0.01613875,0.04960671,0.00324237,0.53988670,3.84521115,0.01511828,0.59997165
-4.94947474,4.48273358,0.01774202,0.05046254,0.00377252,0.55416771,3.81296083,0.01690133,0.62847182
-4.94347174,4.47775462,0.01939812,0.05122687,0.00436869,0.56734859,3.75999083,0.01882277,0.65712328
-4.93746873,4.45557621,0.02109471,0.05192460,0.00503450,0.57953007,3.68804317,0.02088272,0.68596801
-4.93146573,4.41824269,0.02281860,0.05258553,0.00577298,0.59085167,3.59922599,0.02308090,0.71506513
-4.92546273,4.36809050,0.02455609,0.05324390,0.00658642,0.60149058,3.49594152,0.02541656,0.74448831
-4.91945973,4.30767021,0.02629324,0.05393798,0.00747619,0.61166052,3.38080675,0.02788846,0.77432334
-4.91345673,4.23966530,0.02801631,0.05470949,0.00844259,0.62161049,3.25657023,0.03049487,0.80466573
-4.90745373,4.16681107,0.02971204,0.05560318,0.00948473,0.63162362,3.12602890,0.03323356,0.83561859
-4.90145073,4.09181731,0.03136811,0.05666627,0.01060043,0.64201591,2.99194831,0.03610183,0.86729088
-4.89544772,4.01729752,0.03297346,0.05794797,0.01178615,0.65313501,2.85698931,0.03909651,0.89979608
-4.88944472,3.94570756,0.03451865,0.05949902,0.01303698,0.66535879,2.72364401,0.04221409,0.93325122
-4.88344172,3.87929526,0.03599618,0.06137118,0.01434670,0.67909351,2.59418290,0.04545078,0.96777650
-4.87743872,3.82006254,0.03740077,0.06361672,0.01570782,0.69477159,2.47061446,0.04880263,1.00349519
-4.87143572,3.76974017,0.03872958,0.06628793,0.01711175,0.71284846,2.35465793,0.05226570,1.04053390
-4.86543272,3.72977518,0.03998236,0.06943646,0.01854902,0.73379851,2.24772899,0.05583623,1.07902299
-4.85942971,3.70132984,0.04116158,0.07311273,0.02000946,0.75810973,2.15093779,0.05951085,1.11909696
-4.85342671,3.68529057,0.04227244,0.07736509,0.02148251,0.78627690,2.06509778,0.06328673,1.16089457
-4.84742371,3.68228501,0.04332282,0.08223900,0.02295750,0.81879302,1.99074381,0.06716180,1.20455839
-4.84142071,3.69270470,0.04432316,0.08777593,0.02442395,0.85613902,1.92815726,0.07113486,1.25023356
-4.83541771,3.71673105,0.04528628,0.09401220,0.02587185,0.89877154,1.87739608,0.07520564,1.29806539
-4.82941471,3.75436194,0.04622702,0.10097766,0.02729193,0.94710896,1.83832746,0.07937479,1.34819559
-4.82341171,3.80543680,0.04716195,0.10869416,0.02867584,1.00151572,1.81066100,0.08364373,1.40075695
-4.81740870,3.86965807,0.04810885,0.11717401,0.03001635,1.06228540,1.79398044,0.08801432,1.45586628
-4.81140570,3.94660750,0.04908629,0.12641823,0.03130737,1.12962280,1.78777242,0.09248845,1.51361562
-4.80540270,4.03575629,0.05011296,0.13641493,0.03254402,1.20362580,1.79145098,0.09706737,1.57406194
-4.79939970,4.13646865,0.05120716,0.14713761,0.03372250,1.28426756,1.80437714,0.10175099,1.63721540
-4.79339670,4.24799902,0.05238608,0.15854363,0.03483996,1.37138002,1.82587307,0.10653690,1.70302688
-4.78739370,4.36948383,0.05366525,0.17057298,0.03589428,1.46463941,1.85523113,0.11141936,1.77137514
-4.78139070,4.49992914,0.05505785,0.18314723,0.03688379,1.56355495,1.89171814,0.11638831,1.84205436
-4.77538769,4.63819603,0.05657421,0.19616906,0.03780699,1.66746145,1.93457565,0.12142822,1.91476307
-4.76938469,4.78298593,0.05822123,0.20952220,0.03866225,1.77551681,1.98301739,0.12651721,1.98909504
-4.76338169,4.93282819,0.06000203,0.22307203,0.03944746,1.88670510,2.03622497,0.13162619,2.06453324
-4.75737869,5.08607212,0.06191560,0.23666683,0.04015985,1.99984569,2.09334311,0.13671833,2.14044748
-4.75137569,5.24088563,0.06395660,0.25013980,0.04079577,2.11360889,2.15347564,0.14174878,2.21609657
-4.74537269,5.39526217,0.06611532,0.26331169,0.04135057,2.22653792,2.21568325,0.14666483,2.29063529
-4.73936968,5.54703709,0.06837769,0.27599422,0.04181858,2.33707704,2.27898402,0.15140639,2.36312652
-4.73336668,5.69391399,0.07072551,0.28799410,0.04219323,2.44360507,2.34235713,0.15590699,2.43255836
-4.72736368,5.83350095,0.07313674,0.29911755,0.04246719,2.54447342,2.40475023,0.16009516,2.49786604
-4.72136068,5.96335575,0.07558587,0.30917521,0.04263263,2.63804738,2.46509048,0.16389625,2.55795781
-4.71535768,6.08103860,0.07804441,0.31798729,0.04268165,2.72274905,2.52229888,0.16723452,2.61174391
-4.70935468,6.18417034,0.08048145,0.32538873,0.04260656,2.79710045,2.57530746,0.17003558,2.65816764
-4.70335168,6.27049362,0.08286422,0.33123410,0.04240043,2.85976491,2.62307861,0.17222890,2.69623697
-4.69734867,6.33793430,0.08515870,0.33540222,0.04205748,2.90958511,2.66462555,0.17375043,2.72505553
-4.69134567,6.38466030,0.08733024,0.33780005,0.04157348,2.94561624,2.69903326,0.17454510,2.74385143
-4.68534267,6.40913522,0.08934416,0.33836595,0.04094617,2.96715274,2.72547862,0.17456910,2.75200280
-4.67933967,6.41016435,0.09116636,0.33707182,0.04017553,2.97374779,2.74324922,0.17379191,2.74905884
-4.67333667,6.38693103,0.09276388,0.33392442,0.03926399,2.96522456,2.75175982,0.17219781,2.73475543
-4.66733367,6.33902226,0.09410547,0.32896543,0.03821657,2.94167923,2.75056606,0.16978698,2.70902499
-4.66133067,6.26644239,0.09516213,0.32227051,0.03704085,2.90347546,2.73937507,0.16657605,2.67200007
-4.65532766,6.16961522,0.09590763,0.31394734,0.03574689,2.85123125,2.71805254,0.16259801,2.62401083
-4.64932466,6.04937467,0.09631904,0.30413261,0.03434704,2.78579870,2.68662653,0.15790169,2.56557688
-4.64332166,5.90694521,0.09637721,0.29298833,0.03285562,2.70823787,2.64528793,0.15255064,2.49739399
-4.63731866,5.74391350,0.09606724,0.28069744,0.03128864,2.61978631,2.59438798,0.14662158,2.42031651
-4.63131566,5.56219286,0.09537894,0.26745906,0.02966332,2.52182536,2.53443307,0.14020256,2.33533665
-4.62531266,5.36398258,0.09430723,0.25348348,0.02799775,2.41584506,2.46607720,0.13339078,2.24356146
-4.61930965,5.15172388,0.09285247,0.23898714,0.02631043,2.30340894,2.39011257,0.12629028,2.14618877
-4.61330665,4.92805426,0.09102072,0.22418789,0.02461985,2.18611998,2.30745847,0.11900967,2.04448285
-4.60730365,4.69576181,0.08882388,0.20930051,0.02294417,2.06558896,2.21914879,0.11165979,1.93975089
-4.60130065,4.45774062,0.08627972,0.19453281,0.02130085,1.94340589,2.12631841,0.10435165,1.83332070
-4.59529765,4.21694822,0.08341177,0.18008231,0.01970640,1.82111524,2.03018848,0.09719444,1.72652041
-4.58929465,3.97636549,0.08024901,0.16613358,0.01817618,1.70019515,1.93205063,0.09029394,1.62066015
-4.58329165,3.73895921,0.07682546,0.15285626,0.01672425,1.58204067,1.83325029,0.08375113,1.51701610
-4.57728864,3.50764710,0.07317954,0.14040373,0.01536329,1.46795089,1.73516880,0.07766108,1.41681650
-4.57128564,3.28526504,0.06935332,0.12891234,0.01410452,1.35911941,1.63920451,0.07211217,1.32122960
-4.56528264,3.07453578,0.06539162,0.11850116,0.01295775,1.25662774,1.54675283,0.06718546,1.23135320
-4.55927964,2.87803883,0.06134103,0.10927212,0.01193137,1.16144095,1.45918506,0.06295424,1.14820521
-4.55327664,2.69818071,0.05724880,0.10131038,0.01103238,1.07440481,1.37782640,0.05948378,1.07271496
-4.54727364,2.53716524,0.05316179,0.09468485,0.01026644,0.99624405,1.30393308,0.05683096,1.00571489
-4.54127064,2.39696363,0.04912531,0.08944875,0.00963794,0.92756095,1.23866899,0.05504405,0.94793218
-4.53526763,2.27928420,0.04518215,0.08564005,0.00914992,0.86883384,1.18308215,0.05416235,0.89998025
-4.52926463,2.18554208,0.04137157,0.08328182,0.00880417,0.82041547,1.13808153,0.05421570,0.86234993
-4.52326163,2.11682928,0.03772853,0.08238233,0.00860112,0.78253080,1.10441469,0.05522394,0.83540053
-4.51725863,2.07388603,0.03428297,0.08293498,0.00853981,0.75527445,1.08264698,0.05719620,0.81935085
-4.51125563,2.05707443,0.03105937,0.08491799,0.00861782,0.73860804,1.07314292,0.06013009,0.81427060
-4.50525263,2.06635569,0.02807640,0.08829397,0.00883117,0.73235757,1.07605064,0.06401088,0.82007271
-4.49924962,2.10127236,0.02534684,0.09300943,0.00917423,0.73621164,1.09128992,0.06881063,0.83650716
-4.49324662,2.16093729,0.02287761,0.09899428,0.00963962,0.74972080,1.11854483,0.07448743,0.86315684
