energy_ev,total_up,Ag_p_up,Ag_d_up,N_s_up,N_p_up,S_s_up,S_p_up,W_p_up,W_d_up
-3.41870935,9.14608749,0.04206409,6.59376466,0.01953925,0.30784350,0.18814022,1.52639005,1.13550364,0.86079609
-3.41270635,8.90775768,0.04040307,6.33879467,0.02039905,0.30767087,0.19346929,1.52069790,1.11368655,0.87558234
-3.40670335,8.65248241,0.03894404,6.06862821,0.02127701,0.30732590,0.19815854,1.51385814,1.09158468,0.88980609
-3.40070035,8.38212587,0.03767355,5.78577137,0.02215439,0.30678008,0.20211877,1.50572397,1.06935032,0.90312335
-3.39469735,8.09887495,0.03658540,5.49292222,0.02301341,0.30602408,0.20527287,1.49620933,1.04716492,0.91524446
-3.38869435,7.80518658,0.03568028,5.19289744,0.02383777,0.30506801,0.20755881,1.48529495,1.02523957,0.92594547
-3.38269135,7.50373458,0.03496520,4.88856125,0.02461317,0.30394101,0.20893235,1.47303320,1.00381503,0.93507850
-3.37668834,7.19735723,0.03445284,4.58275848,0.02532784,0.30269026,0.20936929,1.45955157,0.98316117,0.94258067
-3.37068534,6.88900611,0.03416079,4.27825373,0.02597303,0.30137941,0.20886716,1.44505408,0.96357568,0.94848091
-3.36468234,6.58169670,0.03411066,3.97767782,0.02654345,0.30008621,0.20744622,1.42982063,0.94538183,0.95290429
-3.35867934,6.27846077,0.03432725,3.68348236,0.02703763,0.29889972,0.20514973,1.41420375,0.92892535,0.95607344
-3.35267634,5.98230046,0.03483762,3.39790302,0.02745818,0.29791675,0.20204339,1.39862265,0.91457004,0.95830660
-3.34667334,5.69614399,0.03567016,3.12293143,0.02781185,0.29723800,0.19821391,1.38355447,0.90269235,0.96001224
-3.34067034,5.42280268,0.03685371,2.86029566,0.02810956,0.29696374,0.19376690,1.36952284,0.89367466,0.96168022
-3.33466733,5.16492933,0.03841669,2.61144859,0.02836613,0.29718935,0.18882391,1.35708383,0.88789741,0.96386937
-3.32866433,4.92497801,0.04038627,2.37756368,0.02859992,0.29800083,0.18351892,1.34680977,0.88573025,0.96719204
-3.32266133,4.70516549,0.04278762,2.15953709,0.02883227,0.29947058,0.17799436,1.33927139,0.88752224,0.97229584
-3.31665833,4.50743484,0.04564318,1.95799552,0.02908679,0.30165343,0.17239669,1.33501882,0.89359148,0.97984317
-3.31065533,4.33342177,0.04897212,1.77330852,0.02938850,0.30458340,0.16687195,1.33456224,0.90421436,0.99048922
-3.30465233,4.18442449,0.05278979,1.60560468,0.02976285,0.30827121,0.16156121,1.33835287,0.91961490,1.00485915
-3.29864932,4.06137810,0.05710730,1.45479059,0.03023468,0.31270259,0.15659627,1.34676502,0.93995438,1.02352525
-3.29264632,3.96483424,0.06193123,1.32057184,0.03082712,0.31783776,0.15209563,1.36008006,0.96532184,1.04698486
-3.28664332,3.89494702,0.06726342,1.20247546,0.03156053,0.32361191,0.14816106,1.37847277,0.99572566,1.07563993
-3.28064032,3.85146596,0.07310080,1.09987298,0.03245143,0.32993672,0.14487464,1.40200086,1.03108677,1.10977885
-3.27463732,3.83373658,0.07943536,1.01200374,0.03351157,0.33670297,0.14229659,1.43059796,1.07123362,1.14956125
-3.26863432,3.84070902,0.08625417,0.93799800,0.03474718,0.34378401,0.14046382,1.46407038,1.11589941,1.19500643
-3.26263132,3.87095495,0.09353936,0.87689934,0.03615830,0.35104002,0.13938931,1.50209797,1.16472163,1.24598574
-3.25662831,3.92269264,0.10126822,0.82768631,0.03773841,0.35832277,0.13906218,1.54423881,1.21724418,1.30221922
-3.25062531,3.99381985,0.10941319,0.78929290,0.03947427,0.36548079,0.13944861,1.58993790,1.27292209,1.36327687
-3.24462231,4.08195401,0.11794192,0.76062779,0.04134600,0.37236466,0.14049346,1.63853926,1.33112888,1.42858426
-3.23861931,4.18447883,0.12681719,0.74059225,0.04332747,0.37883211,0.14212245,1.68930137,1.39116647,1.49743262
-3.23261631,4.29859628,0.13599685,0.72809651,0.04538683,0.38475287,0.14424491,1.74141515,1.45227741,1.56899301
-3.22661331,4.42138280,0.14543366,0.72207473,0.04748743,0.39001294,0.14675701,1.79402420,1.51365933,1.64233417
-3.22061031,4.54984843,0.15507516,0.72149836,0.04958879,0.39451825,0.14954521,1.84624646,1.57448109,1.71644354
-3.21460730,4.68099726,0.16486344,0.72538798,0.05164788,0.39819745,0.15248992,1.89719682,1.63390036,1.79025085
-3.20860430,4.81188801,0.17473502,0.73282355,0.05362036,0.40100390,0.15546929,1.94600984,1.69108218,1.86265345
-3.20260130,4.93969305,0.18462073,0.74295317,0.05546206,0.40291678,0.15836285,1.99186217,1.74521792,1.93254277
-3.19659830,5.06175443,0.19444580,0.75500025,0.05713032,0.40394128,0.16105506,2.03399374,1.79554405,1.99883091
-3.19059530,5.17563574,0.20413000,0.76826912,0.05858540,0.40410806,0.16343851,2.07172741,1.84136028,2.06047673
-3.18459230,5.27916825,0.21358816,0.78214925,0.05979175,0.40347195,0.16541687,2.10448638,1.88204643,2.11651044
-3.17858929,5.37049051,0.22273092,0.79611782,0.06071911,0.40210999,0.16690726,2.13180887,1.91707744,2.16605614
-3.17258629,5.44808020,0.23146579,0.80974094,0.06134345,0.40011908,0.16784222,2.15335974,1.94603602,2.20835157
-3.16658329,5.51077771,0.23969861,0.82267337,0.06164773,0.39761313,0.16817113,2.16893869,1.96862252,2.24276444
-3.16058029,5.55780068,0.24733536,0.83465689,0.06162231,0.39472001,0.16786101,2.17848479,1.98466165,2.26880500
-3.15457729,5.58874940,0.25428437,0.84551728,0.06126519,0.39157827,0.16689684,2.18207712,1.99410567,2.28613459
-3.14857429,5.60360280,0.26045872,0.85516003,0.06058202,0.38833377,0.16528124,2.17993161,1.99703405,2.29456984
-3.14257129,5.60270529,0.26577901,0.86356479,0.05958570,0.38513632,0.16303372,2.17239405,1.99364937,2.29408268
-3.13656828,5.58674475,0.27017613,0.87077873,0.05829600,0.38213625,0.16018939,2.15992936,1.98426972,2.28479622
-3.13056528,5.55672235,0.27359412,0.87690879,0.05673875,0.37948102,0.15679735,2.14310753,1.96931768,2.26697675
-3.12456228,5.51391490,0.27599287,0.88211307,0.05494502,0.37731192,0.15291867,2.12258644,1.94930627,2.24102232
-3.11855928,5.45983077,0.27735054,0.88659133,0.05295011,0.37576082,0.14862417,2.09909211,1.92482234,2.20744822
-3.11255628,5.39616062,0.27766549,0.89057494,0.05079250,0.37494695,0.14399202,2.07339683,1.89650788,2.16687007
-3.10655328,5.32472403,0.27695772,0.89431629,0.04851272,0.37497381,0.13910529,2.04629587,1.86503994,2.11998505
-3.10055028,5.24741375,0.27526953,0.89807801,0.04615228,0.37592629,0.13404943,2.01858342,1.83110978,2.06755185
-3.09454727,5.16613891,0.27266543,0.90212205,0.04375257,0.37786784,0.12890988,1.99102842,1.79540203,2.01037015
-3.08854427,5.08276882,0.26923112,0.90669908,0.04135387,0.38083806,0.12376985,1.96435112,1.75857447,1.94926007
-3.08254127,4.99907902,0.26507167,0.91203821,0.03899447,0.38485053,0.11870819,1.93920107,1.72123929,1.88504235
-3.07653827,4.91670113,0.26030882,0.91833762,0.03670983,0.38989120,0.11379764,1.91613733,1.68394631,1.81851973
-3.07053527,4.83707814,0.25507753,0.92575598,0.03453198,0.39591725,0.10910324,1.89561147,1.64716885,1.75046008
-3.06453227,4.76142633,0.24952183,0.93440535,0.03248891,0.40285671,0.10468118,1.87795419,1.61129267,1.68158176
-3.05852926,4.69070536,0.24379032,0.94434540,0.03060421,0.41060878,0.10057781,1.86336581,1.57660835,1.61254148
-3.05252626,4.62559732,0.23803130,0.95557954,0.02889677,0.41904504,0.09682912,1.85191130,1.54330743,1.54392490
-3.04652326,4.56649557,0.23238788,0.96805285,0.02738062,0.42801155,0.09346046,1.84351983,1.51148217,1.47624029
-3.04052026,4.51350383,0.22699331,0.98165203,0.02606492,0.43733182,0.09048657,1.83798919,1.48112918,1.40991516
-3.03451726,4.46644544,0.22196666,0.99620753,0.02495402,0.44681065,0.08791194,1.83499471,1.45215640,1.34529582
-3.02851426,4.42488268,0.21740920,1.01149766,0.02404759,0.45623882,0.08573138,1.83410263,1.42439329,1.28264978
-3.02251126,4.38814517,0.21340150,1.02725470,0.02334093,0.46539834,0.08393087,1.83478733,1.39760368,1.22217075
-3.01650825,4.35536650,0.21000149,1.04317282,0.02282530,0.47406833,0.08248860,1.83645180,1.37150059,1.16398572
-3.01050525,4.32552747,0.20724358,1.05891755,0.02248829,0.48203110,0.08137616,1.83845066,1.34576262,1.10816392
-3.00450225,4.29750427,0.20513879,1.07413644,0.02231434,0.48907835,0.08055987,1.84011475,1.32005084,1.05472701
-2.99849925,4.27011964,0.20367584,1.08847060,0.02228523,0.49501725,0.08000219,1.84077633,1.29402575,1.00366003
-2.99249625,4.24219481,0.20282328,1.10156665,0.02238065,0.49967602,0.07966323,1.83979397,1.26736347,0.95492258
-2.98649325,4.21260013,0.20253230,1.11308856,0.02257880,0.50290899,0.07950216,1.83657600,1.23977043,0.90845966
-2.98049025,4.18030216,0.20274017,1.12272908,0.02285697,0.50460069,0.07947866,1.83060167,1.21099615,0.86421163
-2.97448724,4.14440531,0.20337413,1.13022006,0.02319219,0.50466906,0.07955425,1.82143912,1.18084354,0.82212303
-2.96848424,4.10418622,0.20435533,1.13534147,0.02356176,0.50306740,0.07969351,1.80875939,1.14917631,0.78214958
-2.96248124,4.05911947,0.20560274,1.13792851,0.02394388,0.49978512,0.07986511,1.79234610,1.11592348,0.74426340
-2.95647824,4.00889362,0.20703682,1.13787666,0.02431810,0.49484726,0.08004260,1.77210027,1.08108076,0.70845612
-2.95047524,3.95341700,0.20858258,1.13514438,0.02466581,0.48831277,0.08020505,1.74804019,1.04470904,0.67473977
-2.94447224,3.89281302,0.21017210,1.12975326,0.02497059,0.48027165,0.08033735,1.72029658,1.00693009,0.64314562
-2.93846923,3.82740565,0.21174622,1.12178572,0.02521851,0.47084109,0.08043028,1.68910312,0.96791987,0.61372116
-2.93246623,3.75769571,0.21325548,1.11138026,0.02539832,0.46016078,0.08048024,1.65478307,0.92789996,0.58652521
-2.92646323,3.68432929,0.21466017,1.09872442,0.02550154,0.44838764,0.08048882,1.61773256,0.88712745,0.56162185
-2.92046023,3.60806009,0.21592974,1.08404590,0.02552242,0.43569014,0.08046199,1.57840142,0.84588401,0.53907323
-2.91445723,3.52970749,0.21704146,1.06760205,0.02545791,0.42224246,0.08040918,1.53727246,0.80446458,0.51893192
-2.90845423,3.45011255,0.21797867,1.04966838,0.02530739,0.40821887,0.08034214,1.49484028,0.76316620,0.50123312
-2.90245123,3.37009409,0.21872862,1.03052649,0.02507246,0.39378835,0.08027367,1.45159048,0.72227760,0.48598721
-2.89644822,3.29040714,0.21928024,1.01045210,0.02475660,0.37910981,0.08021634,1.40798028,0.68206984,0.47317309
-2.89044522,3.21170572,0.21962197,0.98970360,0.02436484,0.36432803,0.08018117,1.36442149,0.64278834,0.46273262
-2.88444222,3.13451177,0.21973983,0.96851191,0.02390333,0.34957048,0.08017643,1.32126639,0.60464671,0.45456660
-2.87843922,3.05919171,0.21961582,0.94707180,0.02337903,0.33494505,0.08020657,1.27879724,0.56782233,0.44853238
-2.87243622,2.98594169,0.21922698,0.92553541,0.02279931,0.32053885,0.08027139,1.23721964,0.53245380,0.44444346
-2.86643322,2.91478211,0.21854496,0.90400807,0.02217162,0.30641792,0.08036538,1.19666007,0.49864028,0.44207094
-2.86043022,2.84556143,0.21753621,0.88254663,0.02150325,0.29262793,0.08047750,1.15716734,0.46644250,0.44114707
-2.85442721,2.77796911,0.21616289,0.86116040,0.02080109,0.27919564,0.08059112,1.11871792,0.43588526,0.44137053
-2.84842421,2.71155652,0.21438427,0.83981457,0.02007146,0.26613113,0.08068445,1.08122452,0.40696119,0.44241345
-2.84242121,2.64576485,0.21215860,0.81843587,0.01932003,0.25343057,0.08073115,1.04454740,0.37963540,0.44392980
-2.83641821,2.57995821,0.20944533,0.79692014,0.01855178,0.24107926,0.08070129,1.00850776,0.35385077,0.44556484
-2.83041521,2.51346026,0.20620755,0.77514139,0.01777101,0.22905493,0.08056255,0.97290232,0.32953359,0.44696530
-2.82441221,2.44559224,0.20241436,0.75296179,0.01698139,0.21733106,0.08028158,0.93751832,0.30659911,0.44778969
-2.81840920,2.37571058,0.19804319,0.73024209,0.01618607,0.20587989,0.07982548,0.90214817,0.28495685,0.44771854
-2.81240620,2.30324207,0.19308179,0.70685182,0.01538780,0.19467529,0.07916330,0.86660298,0.26451545,0.44646395
-2.80640320,2.22771494,0.18752984,0.68267885,0.01458902,0.18369505,0.07826750,0.83072439,0.24518674,0.44377819
-2.80040020,2.14878444,0.18139998,0.65763770,0.01379201,0.17292274,0.07711526,0.79439409,0.22688914,0.43946087
-2.79439720,2.06625174,0.17471839,0.63167629,0.01299897,0.16234892,0.07568967,0.75754081,0.20955007,0.43336445
-2.78839420,1.98007568,0.16752472,0.60478077,0.01221216,0.15197186,0.07398057,0.72014450,0.19310756,0.42539794
-2.78239120,1.89037686,0.15987139,0.57697834,0.01143389,0.14179763,0.07198518,0.68223766,0.17751103,0.41552858
-2.77638819,1.79743441,0.15182247,0.54833782,0.01066664,0.13183969,0.06970835,0.64390403,0.16272132,0.40378149
-2.77038519,1.70167590,0.14345203,0.51896823,0.00991300,0.12211807,0.06716254,0.60527480,0.14871007,0.39023747
-2.76438219,1.60366123,0.13484224,0.48901547,0.00917568,0.11265817,0.06436742,0.56652280,0.13545869,0.37502903
-2.75837919,1.50406175,0.12608107,0.45865726,0.00845748,0.10348934,0.06134921,0.52785506,0.12295698,0.35833486
-2.75237619,1.40363586,0.11726014,0.42809685,0.00776121,0.09464334,0.05813977,0.48950431,0.11120157,0.34037327
-2.74637319,1.30320253,0.10847234,0.39755583,0.00708964,0.08615275,0.05477548,0.45171991,0.10019438,0.32139471
-2.74037019,1.20361426,0.09980980,0.36726636,0.00644540,0.07804946,0.05129600,0.41475872,0.08994126,0.30167396
-2.73436718,1.10573087,0.09136203,0.33746340,0.00583090,0.07036330,0.04774288,0.37887651,0.08045079,0.28150236
-2.72836418,1.01039534,0.08321440,0.30837716,0.00524828,0.06312093,0.04415828,0.34432015,0.07173348,0.26118045
-2.72236118,0.91841286,0.07544706,0.28022623,0.00469934,0.05634496,0.04058362,0.31132105,0.06380142,0.24101138
-2.71635818,0.83053394,0.06813431,0.25321168,0.00418547,0.05005337,0.03705842,0.28009009,0.05666831,0.22129544
-2.71035518,0.74744202,0.06134440,0.22751224,0.00370764,0.04425926,0.03361925,0.25081413,0.05034994,0.20232595
-2.70435218,0.66974607,0.05513986,0.20328078,0.00326637,0.03897088,0.03029883,0.22365423,0.04486523,0.18438666
-2.69834917,0.59797810,0.04957814,0.18064210,0.00286174,0.03419193,0.02712545,0.19874548,0.04023750,0.16775067
-2.69234617,0.53259533,0.04471268,0.15969209,0.00249339,0.02992214,0.02412247,0.17619837,0.03649619,0.15268105
-2.68634317,0.47398657,0.04059421,0.14049805,0.00216056,0.02615797,0.02130810,0.15610146,0.03367879,0.13943288
-2.68034017,0.42248220,0.03727222,0.12310016,0.00186215,0.02289353,0.01869542,0.13852513,0.03183287,0.12825654
-2.67433717,0.37836680,0.03479651,0.10751375,0.00159674,0.02012157,0.01629251,0.12352613,0.03101821,0.11940215
-2.66833417,0.34189354,0.03321861,0.09373242,0.00136266,0.01783443,0.01410276,0.11115253,0.03130879,0.11312466
-2.66233117,0.31329936,0.03259312,0.08173142,0.00115805,0.01602510,0.01212534,0.10144882,0.03279453,0.10968927
-2.65632816,0.29281990,0.03297860,0.07147142,0.00098094,0.01468809,0.01035572,0.09446082,0.03558268,0.10937685
-2.65032516,0.28070301,0.03443812,0.06290223,0.00082928,0.01382025,0.00878625,0.09023999,0.03979867,0.11248875
-2.64432216,0.27722018,0.03703930,0.05596625,0.00070100,0.01342140,0.00740680,0.08884702,0.04558632,0.11935072
-2.63831916,0.28267479,0.04085358,0.05060175,0.00059405,0.01349479,0.00620537,0.09035427,0.05310730,0.13031539
-2.63231616,0.29740655,0.04595500,0.04674542,0.00050649,0.01404732,0.00516869,0.09484700,0.06253957,0.14576299
-2.62631316,0.32179167,0.05241816,0.04433455,0.00043645,0.01508959,0.00428275,0.10242320,0.07407499,0.16609988
-2.62031016,0.35623828,0.06031543,0.04330841,0.00038220,0.01663562,0.00353335,0.11319195,0.08791579,0.19175465
-2.61430715,0.40117708,0.06971365,0.04360909,0.00034218,0.01870242,0.00290645,0.12727028,0.10426998,0.22317159
-2.60830415,0.45704724,0.08067009,0.04518165,0.00031496,0.02130928,0.00238861,0.14477870,0.12334577,0.26080142
-2.60230115,0.52427798,0.09322808,0.04797377,0.00029930,0.02447691,0.00196723,0.16583545,0.14534500,0.30508939
-2.59629815,0.60326638,0.10741236,0.05193490,0.00029412,0.02822638,0.00163082,0.19054973,0.17045575,0.35646073
-2.59029515,0.69435228,0.12322430,0.05701513,0.00029853,0.03257789,0.00136916,0.21901427,0.19884438,0.41530410
-2.58429215,0.79779136,0.14063746,0.06316380,0.00031178,0.03754959,0.00117341,0.25129751,0.23064720,0.48195311
-2.57828914,0.91372765,0.15959348,0.07032818,0.00033331,0.04315626,0.00103622,0.28743589,0.26596206,0.55666688
-2.57228614,1.04216676,0.17999885,0.07845212,0.00036270,0.04940805,0.00095179,0.32742662,0.30484037,0.63961009
-2.56628314,1.18295154,0.20172263,0.08747514,0.00039973,0.05630942,0.00091584,0.37122149,0.34727974,0.73083358
-2.56028014,1.33574140,0.22459546,0.09733175,0.00044431,0.06385813,0.00092572,0.41872202,0.39321779,0.83025631
-2.55427714,1.49999689,0.24841014,0.10795140,0.00049655,0.07204452,0.00098035,0.46977648,0.44252750,0.93764964
-2.54827414,1.67497073,0.27292372,0.11925888,0.00055672,0.08085111,0.00108022,0.52417907,0.49501437,1.05262492
-2.54227114,1.85970632,0.29786144,0.13117544,0.00062531,0.09025244,0.00122742,0.58167145,0.55041588,1.17462525
-2.53626813,2.05304439,0.32292229,0.14362039,0.00070300,0.10021532,0.00142561,0.64194681,0.60840323,1.30292213
-2.53026513,2.25363817,0.34778616,0.15651330,0.00079067,0.11069938,0.00167997,0.70465639,0.66858572,1.43661772
-2.52426213,2.45997679,0.37212243,0.16977654,0.00088944,0.12165806,0.00199722,0.76941832,0.73051757,1.57465288
-2.51825913,2.67041647,0.39559956,0.18333812,0.00100067,0.13303976,0.00238549,0.83582837,0.79370721,1.71582130
-2.51225613,2.88321822,0.41789533,0.19713461,0.00112593,0.14478931,0.00285429,0.90347221,0.85762866,1.85878947
-2.50625313,3.09659068,0.43870737,0.21111384,0.00126703,0.15684965,0.00341439,0.97193857,0.92173462,2.00212202
-2.50025013,3.30873614,0.45776331,0.22523728,0.00142596,0.16916350,0.00407759,1.04083250,0.98547086,2.14431167
-2.49424712,3.51789759,0.47483013,0.23948182,0.00160491,0.18167503,0.00485656,1.10978811,1.04829120,2.28381289
-2.48824412,3.72240448,0.48972220,0.25384065,0.00180615,0.19433143,0.00576452,1.17847985,1.10967256,2.41907791
-2.48224112,3.92071500,0.50230748,0.26832328,0.00203204,0.20708426,0.00681493,1.24663184,1.16912922,2.54859386
-2.47623812,4.11145252,0.51251166,0.28295432,0.00228490,0.21989038,0.00802108,1.31402433,1.22622597,2.67091945
-2.47023512,4.29343464,0.52031980,0.29777127,0.00256694,0.23271262,0.00939562,1.38049709,1.28058920,2.78471982
-2.46423212,4.46569310,0.52577540,0.31282098,0.00288013,0.24551992,0.01095007,1.44594926,1.33191580,2.88879831
-2.45822911,4.62748393,0.52897703,0.32815532,0.00322610,0.25828710,0.01269431,1.51033565,1.37997932,2.98212368
-2.45222611,4.77828759,0.53007245,0.34382581,0.00360602,0.27099408,0.01463598,1.57365966,1.42463335,3.06385218
-2.44622311,4.91779932,0.52925072,0.35987786,0.00402047,0.28362485,0.01677998,1.63596328,1.46581205,3.13334353
-2.44022011,5.04591105,0.52673259,0.37634467,0.00446928,0.29616601,0.01912795,1.69731472,1.50352807,3.19017070
-2.43421711,5.16268633,0.52275975,0.39324133,0.00495151,0.30860524,0.02167786,1.75779458,1.53786825,3.23412346
-2.42821411,5.26833053,0.51758355,0.41055945,0.00546528,0.32092960,0.02442363,1.81748156,1.56898753,3.26520596
-2.42221111,5.36315870,0.51145374,0.42826277,0.00600775,0.33312397,0.02735491,1.87643861,1.59710173,3.28362924
-2.41620810,5.44756387,0.50460789,0.44628400,0.00657510,0.34516963,0.03045703,1.93470079,1.62247987,3.28979945
-2.41020510,5.52198821,0.49726210,0.46452337,0.00716252,0.35704328,0.03371108,1.99226560,1.64543674,3.28430284
-2.40420210,5.58689959,0.48960334,0.48284900,0.00776428,0.36871645,0.03709421,2.04908688,1.66632638,3.26788889
-2.39819910,5.64277536,0.48178397,0.50109915,0.00837383,0.38015539,0.04058002,2.10507260,1.68553703,3.24145253
-2.39219610,5.69009481,0.47391855,0.51908656,0.00898394,0.39132164,0.04413928,2.16008724,1.70348794,3.20601681
-2.38619310,5.72934097,0.46608304,0.53660452,0.00958689,0.40217308,0.04774070,2.21395849,1.72062845,3.16271666
-2.38019010,5.76101170,0.45831639,0.55343462,0.01017471,0.41266554,0.05135182,2.26648835,1.73743918,3.11278467
-2.37418709,5.78563910,0.45062424,0.56935564,0.01073941,0.42275485,0.05494008,2.31746775,1.75443540,3.05753917
-2.36818409,5.80381590,0.44298449,0.58415325,0.01127325,0.43239923,0.05847388,2.36669413,1.77217199,2.99837456
-2.36218109,5.81622624,0.43535416,0.59762997,0.01176905,0.44156180,0.06192359,2.41399064,1.79124961,2.93675397
-2.35617809,5.82367846,0.42767724,0.60961472,0.01222043,0.45021316,0.06526259,2.45922596,1.81232110,2.87420332
-2.35017509,5.82713662,0.41989284,0.61997161,0.01262209,0.45833378,0.06846806,2.50233313,1.83609735,2.81230629
-2.34417209,5.82774759,0.41194316,0.62860714,0.01297003,0.46591604,0.07152171,2.54332630,1.86335159,2.75269899
-2.33816908,5.82686080,0.40378080,0.63547573,0.01326170,0.47296580,0.07441020,2.58231392,1.89492109,2.69706334
-2.33216608,5.82603771,0.39537501,0.64058279,0.01349618,0.47950334,0.07712531,2.61950736,1.93170515,2.64711803
-2.32616308,5.82704888,0.38671641,0.64398554,0.01367419,0.48556365,0.07966390,2.65522406,1.97465863,2.60460581
-2.32016008,5.83185691,0.37782011,0.64579113,0.01379811,0.49119590,0.08202746,2.68988460,2.02478019,2.57127648
-2.31415708,5.84258468,0.36872704,0.64615234,0.01387190,0.49646220,0.08422157,2.72400347,2.08309474,2.54886457
-2.30815408,5.86146865,0.35950345,0.64526102,0.01390096,0.50143567,0.08625492,2.75817355,2.15062979,2.53906155
-2.30215108,5.89079850,0.35023878,0.64333962,0.01389194,0.50619786,0.08813835,2.79304490,2.22838597,2.54348245
-2.29614807,5.93284467,0.34104201,0.64063117,0.01385247,0.51083565,0.08988362,2.82929846,2.31730195,2.56362729
-2.29014507,5.98977648,0.33203692,0.63738845,0.01379086,0.51543782,0.09150219,2.86761589,2.41821475,2.60083805
-2.28414207,6.06357408,0.32335641,0.63386275,0.01371580,0.52009145,0.09300405,2.90864676,2.53181657,2.65625248
-2.27813907,6.15593802,0.31513642,0.63029288,0.01363599,0.52487822,0.09439659,2.95297459,2.65860963,2.73075616
-2.27213607,6.26820034,0.30750969,0.62689506,0.01355982,0.52987091,0.09568370,3.00108340,2.79886097,2.82493480
-2.26613307,6.40124156,0.30059986,0.62385410,0.01349505,0.53513019,0.09686507,3.05332625,2.95255920,2.93902885
-2.26013007,6.55541748,0.29451609,0.62131636,0.01344853,0.54070187,0.09793577,3.10989736,3.11937537,3.07289267
-2.25412706,6.73049966,0.28934848,0.61938475,0.01342592,0.54661464,0.09888621,3.17080926,3.29863042,3.22596056
-2.24812406,6.92563288,0.28516456,0.61811595,0.01343154,0.55287851,0.09970228,3.23587604,3.48927108,3.39722184
-2.24212106,7.13931215,0.28200689,0.61751997,0.01346819,0.55948383,0.10036593,3.30470370,3.68985651,3.58520700
-2.23611806,7.36938128,0.27989182,0.61756187,0.01353710,0.56640106,0.10085597,3.37668821,3.89855713,3.78798664
-2.23011506,7.61305380,0.27880944,0.61816546,0.01363791,0.57358120,0.10114914,3.45102154,4.11316689,4.00318427
-2.22411206,7.86695641,0.27872446,0.61921876,0.01376874,0.58095674,0.10122124,3.52670562,4.33112979,4.22800389
-2.21810905,8.12719407,0.27957817,0.62058081,0.01392627,0.58844328,0.10104856,3.60257379,4.54958048,4.45927223
-2.21210605,8.38943474,0.28129095,0.62208928,0.01410589,0.59594151,0.10060913,3.67731911,4.76539859,4.69349527
-2.20610305,8.64901131,0.28376544,0.62356879,0.01430191,0.60333963,0.09988407,3.74952830,4.97527530,4.92692778
-2.20010005,8.90103716,0.28688997,0.62483903,0.01450779,0.61051594,0.09885874,3.81772039,5.17579040,5.15565397
-2.19409705,9.14053145,0.29054214,0.62572282,0.01471635,0.61734174,0.09752375,3.88038829,5.36349725,5.37567702
-2.18809405,9.36254977,0.29459235,0.62605327,0.01492004,0.62368419,0.09587570,3.93604207,5.53501274,5.58301450
-2.18209105,9.56231556,0.29890713,0.62568015,0.01511118,0.62940930,0.09391769,3.98325211,5.68710890,5.77379651
-2.17608804,9.73534766,0.30335220,0.62447502,0.01528221,0.63438478,0.09165952,4.02069066,5.81680268,5.94436316
-2.17008504,9.87757962,0.30779517,0.62233514,0.01542588,0.63848284,0.08911762,4.04717042,5.92144057,6.09135791
-2.16408204,9.98546675,0.31210778,0.61918609,0.01553546,0.64158285,0.08631468,4.06167863,5.99877445,6.21181350
-2.15807904,10.05607734,0.31616781,0.61498297,0.01560493,0.64357380,0.08327901,4.06340571,6.04702597,6.30322725
-2.15207604,10.08716530,0.31986062,0.60971057,0.01562906,0.64435664,0.08004380,4.05176748,6.06493693,6.36362339
-2.14607304,10.07722203,0.32308036,0.60338226,0.01560359,0.64384626,0.07664603,4.02642040,6.05180355,6.39160005
-2.14007004,10.02550640,0.32573094,0.59603809,0.01552522,0.64197340,0.07312545,3.98726941,6.00749387,6.38635952
-2.13406703,9.93205228,0.32772684,0.58774200,0.01539170,0.63868617,0.06952337,3.93446838,5.93244737,6.34772113
-2.12806403,9.79765418,0.32899375,0.57857852,0.01520186,0.63395127,0.06588150,3.86841335,5.82765759,6.27611638
-2.12206103,9.62383203,0.32946917,0.56864901,0.01495555,0.62775502,0.06224082,3.78972907,5.69463839,6.17256721
-2.11605803,9.41277708,0.32910299,0.55806761,0.01465365,0.62010380,0.05864057,3.69924932,5.53537573,6.03864834
-2.11005503,9.16728128,0.32785796,0.54695714,0.01429798,0.61102430,0.05511725,3.59799216,5.35226714,5.87643566
-2.10405203,8.89065308,0.32571014,0.53544491,0.01389129,0.60056317,0.05170390,3.48713082,5.14805142,5.68844279
-2.09804902,8.58662295,0.32264930,0.52365870,0.01343709,0.58878631,0.04842948,3.36796154,4.92573151,5.47754837
-2.09204602,8.25924188,0.31867919,0.51172299,0.01293966,0.57577766,0.04531839,3.24186929,4.68849344,5.24691691
-2.08604302,7.91277665,0.31381758,0.49975539,0.01240387,0.56163746,0.04239024,3.11029281,4.43962451,4.99991599
-2.08004002,7.55160502,0.30809618,0.48786358,0.01183510,0.54648020,0.03965976,2.97468985,4.18243325,4.74003270
-2.07403702,7.18011442,0.30156024,0.47614261,0.01123913,0.53043209,0.03713683,2.83650391,3.92017401,4.47079211
-2.06803402,6.80260701,0.29426793,0.46467284,0.01062202,0.51362825,0.03482673,2.69713337,3.65597814,4.19568000
-2.06203102,6.42321386,0.28628939,0.45351841,0.00998999,0.49620974,0.03273048,2.55790397,3.39279377,3.91807235
-2.05602801,6.04582049,0.27770554,0.44272651,0.00934931,0.47832044,0.03084528,2.42004538,3.13333530,3.64117304
